Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3845	1	-56.4443	0	-56.4443	10.49289	560988.1	0.0339474	1.14651	0.769067	0.382852	1.44293	0.265327	0.157106	1.89188	0.153468	2.16867	0.486591	0.332644	0.134652	0.210809	0.144772	0.222817	0.788469	1.4784	0.766944	0.1287429	0.101172	0.49054	0.279996	0.0181917	0.0876323	0.0224683	41.04704	0.01679053	0.998303	0.999566	1.00043	1.0017	0.900257	0.0793761	0.00754732	0.0128196	0.1455334	0.1153724
3846	0	-34.14302	0	-34.14302	6.611897	335186.8	0.527978	0.191398	0.394824	0.274087	0.338757	0.00435484	0.640956	0.026503	0.59417	0.028236	0.277408	0.482364	0.195957	0.495526	0.469864	0.130683	0.443013	0.195362	0.3693219	-0.05039673	0.518266	0.00104677	0.0264954	0.0532811	0.0511515	0.349759	7.668506	0.06400117	0.997805	0.999438	1.00056	1.0022	0.449251	0.0625099	0.381991	0.106249	0.01360444	4.704432
3847	1	-30.30677	0	-30.30677	25.33483	60499.82	0.145905	0.133385	0.0127413	0.00959934	0.0191337	0.533781	0.112358	0.16823	0.163034	0.239598	0.0207568	0.0813522	0.23437	0.0319925	0.0175424	0.435615	0.0403094	0.214852	0.1254497	-0.01907958	0.233011	0.303474	0.0972065	0.171648	0.00814382	0.186517	47.25019	0.02345375	0.994837	0.998675	1.00132	1.00517	0.105913	0.566001	0.00756565	0.32052	0.004374175	5.361868
3848	0	-11.03818	0	-11.03818	5.11545	144317.9	0.291441	0.0519457	0.00475504	0.127486	0.205088	0.0359495	0.229855	0.00407009	0.0122016	0.0752754	0.0170649	0.150885	0.0284699	0.0101733	0.265457	0.562423	0.031536	0.00864003	0.107558	-0.08422983	0.483294	0.00289098	0.0600978	0.223685	0.141272	0.088761	6.043647	0.09100929	0.996656	0.999143	1.00085	1.00335	0.666298	0.116853	0.0475591	0.16929	0.00677946	13.42427
3849	1	-21.3538	0	-21.3538	15.51487	116302.3	0.249212	0.00764882	0.301215	0.0643344	0.0465434	0.3436	0.0365999	0.050943	0.0494726	0.185554	0.059555	0.170909	0.00454143	0.0155311	0.0844622	0.0618205	0.00488119	0.236954	0.1253776	-0.07190127	0.147597	0.0276186	0.198088	0.305753	0.0852404	0.235703	39.32662	0.09112741	0.996275	0.999046	1.00095	1.00373	0.00538157	0.580752	0.257641	0.156226	0.01922615	4.739765
3850	0	-16.39474	0	-16.39474	11.04752	885272.7	0.379149	0.0762442	0.00522909	0.0405063	0.101402	0.0705727	0.289818	0.00259707	0.024243	0.00536095	0.0809678	0.241017	0.0630806	0.156279	0.00927559	0.0833954	0.0446807	0.253343	0.0900901	-0.06184511	0.453682	0.132539	0.0511642	0.190434	0.120272	0.0519098	24.01259	0.1517373	0.998649	0.999655	1.00034	1.00135	0.457779	0.32622	0.189812	0.0261888	0.08989222	1.687992
3851	1	-11.02954	0	-11.02954	12.4922	327176.1	0.135095	0.0894536	0.00537808	0.0119863	0.0151266	0.0148004	0.00282387	0.039633	0.0329365	0.212665	0.0200999	0.028912	0.16099	0.152853	0.00610414	0.105472	0.0693256	0.0797732	0.04929862	-0.04610351	0.0444038	0.0261993	0.384155	0.0416007	0.483406	0.0202354	15.49445	0.09715714	0.997779	0.999432	1.00057	1.00222	0.021479	0.0666034	0.284482	0.627435	0.05105363	1.903041
3852	0	6.002069	0	6.002069	4.447216	136341.2	0.0504201	0.00648185	0.0215858	0.0157064	0.00208236	0.0084051	0.0276585	0.163795	0.0244502	0.00197088	0.00235002	0.0187595	0.047977	0.0706488	0.0135543	0.0341538	0.0279315	0.109344	0.04465148	-0.172088	0.450488	0.0458186	0.00737793	0.391594	0.0323635	0.0723587	32.85975	0.2300925	0.99656	0.999119	1.00088	1.00344	0.256832	0.1632	0.270175	0.309793	0.05800448	3.966806
3853	1	-5.599165	0	-5.599165	24.10614	116258	0.000777821	0.00612676	0.0599835	0.0140689	0.00560564	0.0256877	0.0465465	0.00862996	0.0740869	0.0805668	0.0122698	0.0521608	0.186981	0.13394	0.0391071	0.0107814	0.0382743	0.0111315	0.05406295	-0.03949707	0.117259	0.49519	0.124568	0.0540904	0.136665	0.0722276	33.38078	0.1217134	0.996275	0.999045	1.00095	1.00373	0.605989	0.0997884	0.259858	0.0343643	0.08221629	1.480404
3854	0	-4.783536	0	-4.783536	11.4188	791521.4	0.0397495	0.126162	0.00162182	0.0606007	0.0646369	0.0105062	0.0587585	0.109551	0.0133862	0.0992826	0.00366519	0.0345057	0.0717356	0.020172	0.105697	0.0478438	0.0931542	0.0810371	0.05481499	0.1409483	0.0667376	0.0236466	0.000866874	0.867626	0.0263495	0.014774	17.36982	0.01024976	0.998572	0.999635	1.00036	1.00143	0.23581	0.310932	0.00112097	0.452137	0.1511981	0.06779029
3855	1	4.031546	0	4.031546	5.300967	103845.3	0.0825776	0.000894831	0.0293155	0.0218016	0.0385626	0.0140487	0.0326936	0.0195811	0.131311	0.0335413	0.0466434	0.00358458	0.0241146	0.0360535	0.0152295	0.00654946	0.0125962	0.0206898	0.04351433	0.03115376	0.0515198	0.234368	0.192102	0.0608482	0.408838	0.0523235	31.04217	0.08019672	0.996058	0.99899	1.001	1.00395	0.00319238	0.670983	0.232388	0.093436	0.1113505	0.7202189
3856	0	-17.32013	0	-17.32013	16.28957	859497.9	0.00425972	0.136806	0.0890744	0.0618203	0.0257024	0.169183	0.0349843	0.0375718	0.254243	0.212508	0.0638994	0.162896	0.0106884	0.091005	0.231252	0.0576985	0.00876607	0.032676	0.07316069	-0.1565109	0.182553	0.461872	0.00290774	0.0242475	0.243718	0.0847019	36.06906	0.190005	0.998629	0.999649	1.00035	1.00137	0.120374	0.67846	0.194371	0.00679441	0.0334941	5.672791
3857	1	3.608667	0	3.608667	10.73613	583321.7	0.000535606	0.0891353	0.0473687	0.0122215	0.0102747	0.0140767	0.0488474	0.0174455	0.0230619	0.0123841	0.0185807	0.121725	0.00853697	0.0103582	0.0265863	0.0439909	0.00172181	0.0641572	0.04225273	0.08723739	0.131704	0.105381	0.462459	0.0181455	0.250574	0.0317361	18.9134	0.07160588	0.998336	0.999574	1.00042	1.00166	0.0887096	0.165772	0.511202	0.234316	0.1588433	0.4507958
3858	0	5.762033	0	5.762033	16.37096	409307.1	0.00343251	0.00231592	0.016008	0.0414163	0.00891195	0.0811844	0.0249611	0.0312254	0.00207548	0.00983894	0.0401065	0.042024	0.00503144	0.0189079	0.103233	0.000959145	0.116889	0.0265179	0.03214335	-0.001075981	0.422977	0.0988272	0.0110271	0.056995	0.270589	0.139584	16.90509	0.002771651	0.998014	0.999492	1.00051	1.00199	0.419407	0.140291	0.167188	0.273113	0.00169567	1.634547
3859	1	-1.639686	0	-1.639686	7.815409	381090.3	0.00662212	0.0138644	0.0239067	0.000182016	0.0551584	0.0523906	0.0763303	0.0859388	0.0164535	0.2026	0.0203602	0.0161761	0.0340822	0.00262839	0.0335356	0.0232962	0.0197999	0.0279433	0.05574551	0.1477906	0.0520074	0.0439945	0.579472	0.00757537	0.206068	0.110883	18.72615	0.04703534	0.997942	0.999473	1.00053	1.00206	0.028747	0.289474	0.68034	0.00143945	0.194826	0.2414223
3860	0	4.708402	0	4.708402	24.29423	288495.4	0.0118278	0.0343532	0.0364309	0.0228956	0.0219096	0.00415701	0.067071	0.00498951	0.018876	0.0164252	0.0278955	0.0646225	0.0070135	0.000640462	0.00145365	0.0125063	0.0535927	0.0301624	0.03029692	-0.04724355	0.0105083	0.0205774	0.171634	0.0816964	0.435148	0.280436	31.5528	0.05034455	0.997634	0.999395	1.0006	1.00237	0.0298661	0.192785	0.615021	0.162328	0.003100997	16.23496
3861	1	-1.71711	0	-1.71711	9.881125	955576.7	0.000242496	0.0216234	0.0752893	0.0716183	0.0538219	0.0121418	0.0468079	0.0425521	0.0477365	0.0148114	0.00712984	0.0482463	0.0190987	0.00260189	0.0276843	0.0408656	0.121575	0.0151772	0.0314591	0.002294329	0.156642	0.0487737	0.603298	0.0060157	0.163641	0.0216294	44.94368	0.0835708	0.9987	0.999668	1.00033	1.0013	0.101536	0.176341	0.327042	0.395081	0.08586513	0.9732798
3862	0	16.50376	0	16.50376	17.0959	941484.4	0.053151	0.00302561	0.00173243	0.0609847	0.0212019	0.0155481	0.00921971	0.00185846	0.0096224	0.0157789	0.0111153	0.00917952	0.000725795	0.00483522	0.0385527	0.00512698	0.00121559	0.00181061	0.0153781	-0.05785905	0.158931	0.0340645	0.189273	0.00832446	0.107129	0.502277	35.38796	0.07085034	0.99869	0.999665	1.00033	1.00131	0.207861	0.604204	0.0742682	0.113667	0.0129913	5.453677
3863	1	13.64612	0	13.64612	28.22358	163903	0.000624444	0.00703517	0.0185748	0.00478904	0.0109587	0.0350306	0.00636154	0.0028464	0.0294979	0.012911	0.00358417	0.0176611	0.0154094	0.00382481	0.000925758	0.0276572	0.0475285	0.00577351	0.01976018	0.01894039	0.0562329	0.214882	0.121028	0.0164267	0.147475	0.443955	40.27574	0.02518504	0.996862	0.999196	1.0008	1.00314	0.118034	0.30712	0.574167	0.00067895	0.04412543	0.5707602
3864	0	14.96379	0	14.96379	9.436161	619732.8	0.00830959	0.0381778	0.0304189	0.0438507	0.00561186	0.00867188	0.0115275	0.0415206	0.012499	0.00719318	0.0211689	0.0151946	0.0603451	0.00262226	0.0253175	0.00510704	0.0289014	0.00565517	0.02482548	-0.04363539	0.39805	0.0249783	0.135114	0.0516919	0.0316128	0.358553	11.70173	0.1882874	0.998386	0.999587	1.00041	1.00162	0.292899	0.0137205	0.39528	0.298101	0.144652	1.301658
3865	1	18.4266	0	18.4266	9.236899	408818.8	0.0201115	0.0170219	0.0155511	0.00379281	0.00888673	0.000201226	0.00777324	0.0421941	0.00758129	0.00060814	0.0017317	0.00628548	0.0169785	0.000524656	0.0291443	0.0113104	0.00397817	0.0209008	0.01296115	0.02122269	0.114968	0.269653	0.151877	0.232526	0.185065	0.0459125	36.85821	0.01166967	0.998013	0.999492	1.00051	1.00199	0.0698613	0.0932694	0.291028	0.545841	0.03289237	0.3547836
3866	0	20.07493	0	20.07493	14.87563	493518	0.0022212	0.0101803	0.000357005	0.0473205	0.044288	0.0040301	0.00534246	0.00182186	0.00508857	0.00277702	0.0320718	0.0111544	0.00048939	0.00263868	0.00173673	0.0374352	0.000871163	0.000130738	0.01589121	-0.03256624	0.238555	0.0477931	0.283345	0.0205849	0.0662948	0.343427	26.27738	0.06917793	0.998191	0.999537	1.00046	1.00181	0.630044	0.0244318	0.258111	0.0874136	0.03661169	1.889504
3867	1	49.56673	0	49.56673	3.877426	88267.08	0.00121526	0.00101012	0.000875432	0.00103298	0.00155793	0.000297813	0.00182841	0.00020147	0.00141623	0.00042945	0.00654385	0.00819611	0.000956021	0.000698548	0.00029686	0.0127921	0.000220204	0.00864824	0.006046541	-0.2768046	0.0895761	0.242414	0.231247	0.0535939	0.229791	0.153378	5.3837	0.3489163	0.995725	0.998904	1.00109	1.00428	0.181331	0.153943	0.420968	0.243758	0.07211176	4.83855
3868	0	-0.603744	0	-0.603744	11.64083	546425.4	0.0558133	0.0613268	0.0574145	0.00320845	0.020406	0.0752668	0.0810029	0.00306086	0.00592605	0.00214761	0.0581801	0.0645749	0.05462	0.0108279	0.0630789	0.0123708	0.00553698	0.0142968	0.03300449	0.1106475	0.128167	0.380032	0.0745474	0.00843545	0.224308	0.184511	42.3613	0.01370863	0.998281	0.99956	1.00044	1.00172	0.0857483	0.724359	0.109335	0.0805578	0.1243562	0.1102369
3869	1	55.27284	0	55.27284	6.184891	934393.1	0.000714368	0.002615	0.000619712	0.000460192	0.00259758	0.00461709	0.00130709	0.00459487	9.38311e-05	0.000347516	0.00387923	0.00476797	0.00315518	0.0142203	0.0027545	0.00213246	0.000730269	0.000479671	0.002251187	-0.08054853	0.112579	0.132774	0.285291	0.0263998	0.137108	0.305847	7.98331	0.08721604	0.998685	0.999664	1.00034	1.00132	0.0407866	0.542774	0.132833	0.283606	0.006667505	13.08076
3870	0	-9.108329	0	-9.108329	38.30492	883401.1	0.0613356	0.0285315	0.0138604	0.0887834	0.0794495	0.0188248	0.0475375	0.00994316	0.0661871	0.0249868	0.0295218	0.0825492	0.0296361	0.0942405	0.0212003	0.0428933	0.0730352	0.00869525	0.05212312	-0.03874812	0.168758	0.0324042	0.0419662	0.0553007	0.384035	0.317536	41.08696	0.1241771	0.998648	0.999654	1.00035	1.00135	0.136868	0.0232577	0.71838	0.121495	0.08542902	1.453571
3871	1	58.32523	0	58.32523	9.798381	885623.5	0.000130772	0.00132403	0.00258504	0.000341897	0.00113381	0.00895871	0.000237756	0.00108374	0.000589498	0.000155789	0.000884245	0.00158535	0.00163198	0.00187964	0.000534566	0.000339367	0.000784666	0.00148944	0.00120782	-0.06951385	0.16678	0.50935	0.0793992	0.192079	0.0437907	0.00860127	47.50084	0.1776458	0.99865	0.999655	1.00034	1.00135	0.277418	0.285265	0.3517	0.0856164	0.108132	1.642861
3872	0	-15.62991	0	-15.62991	16.01844	307959.9	0.198503	0.00841913	0.137081	0.421401	0.0121958	0.0253519	0.15132	0.0110089	0.0795298	0.16352	0.00660182	0.0542282	0.0273654	0.114975	0.0228751	0.0713924	0.0206135	0.0313439	0.095797	0.03005072	0.199085	0.0414877	0.216338	0.0345296	0.288716	0.219844	23.13992	0.009625953	0.99771	0.999414	1.00058	1.00229	0.28391	0.106081	0.496145	0.113865	0.03967667	0.2426099
3873	1	73.52651	0	73.52651	20.41638	62668.53	0.000221845	2.10185e-05	5.62608e-05	0.000529638	0.000171208	6.61005e-05	9.62935e-05	0.000399903	0.000927881	0.000125098	0.000277937	0.00107983	0.000161609	0.0018084	0.0017364	0.00108915	0.000572273	0.000226377	0.0005574625	-0.08581864	0.209892	0.641014	0.0389257	0.0300007	0.0551103	0.0250578	42.71616	0.109868	0.994927	0.998699	1.00129	1.00508	0.0844133	0.194256	0.0851234	0.636207	0.02404937	4.568436
3874	0	6.997151	0	6.997151	16.33154	314855.9	0.00373707	0.0420326	0.0104256	0.0330831	0.0143393	0.0388299	0.0102831	0.0388458	0.0505037	0.0390345	0.0292548	0.0020767	0.0160397	0.0310505	0.0054071	0.0186108	0.00318855	0.0220982	0.02924783	0.05186096	0.252909	0.0527043	0.0668229	0.0438649	0.28006	0.303639	32.14134	0.02255652	0.997736	0.99942	1.00058	1.00227	0.823149	0.0130807	0.0991749	0.0645955	0.07441748	0.3031079
3875	1	90.45958	0	90.45958	13.20128	888182.2	0.000236969	0.000274438	0.000121172	9.42226e-05	0.00011015	0.000456979	7.17072e-05	0.000106619	6.91277e-05	0.000172704	0.000178282	4.10065e-05	0.000321149	2.92368e-05	1.62059e-05	0.000113298	0.000734754	0.000126472	0.0001935026	0.0001003535	0.170957	0.197051	0.0566055	0.420868	0.00150706	0.153012	48.56468	0.2443048	0.998652	0.999655	1.00034	1.00135	0.127734	0.272085	0.139126	0.461055	0.2444052	0.9995894
3876	0	14.50247	0	14.50247	26.13142	807387.5	0.00778785	0.0163686	0.000273647	0.0184342	0.0153412	0.00662386	0.00378722	0.0157243	0.0100919	0.00560867	0.0234628	0.0393573	0.0240736	0.00524003	0.0122967	0.00779233	0.00197678	0.00703664	0.01344466	0.01413353	0.0902921	0.00675363	0.0108758	0.00328187	0.253165	0.635632	35.9038	0.08022767	0.998586	0.999638	1.00036	1.00141	0.0701448	0.561031	0.139471	0.229354	0.09436121	0.8502188
3877	1	70.3278	0	70.3278	6.227392	456958.2	4.53222e-05	0.000651146	0.00020247	0.000218977	0.0014227	0.000476868	0.000960174	0.00020022	0.000667121	0.00178698	0.000214201	1.9892e-05	0.00225922	0.0012817	0.0022387	0.000182718	0.000429292	0.000748676	0.001030759	0.01556417	0.258659	0.216064	0.061379	0.12282	0.00188579	0.339192	22.45962	0.0009470115	0.99812	0.999519	1.00048	1.00188	0.132045	0.316024	0.365099	0.186832	0.01651118	0.05735576
3878	0	23.41434	0	23.41434	16.43123	505421.9	0.00998156	0.00466021	0.00272984	0.0032722	0.0131382	0.00473175	0.0295695	0.00201714	0.0156805	0.00476838	0.0140784	0.019038	0.0243012	0.00207307	0.00237464	0.00384004	0.00866805	0.00820186	0.01133058	0.03074616	0.0395525	0.00803146	0.107011	0.133109	0.266391	0.445905	28.84671	0.04189144	0.998213	0.999543	1.00046	1.00179	0.625705	0.0463558	0.0572986	0.270641	0.0726376	0.5767184
3879	1	60.05679	0	60.05679	11.14813	275553.5	0.00126928	0.00241187	0.00284861	0.000121512	0.000432144	0.000206093	0.0042416	0.00674091	0.000211508	0.00127586	0.00060481	0.00250059	0.000683904	2.69068e-05	0.0017696	0.000990191	0.000169582	4.79666e-05	0.001651535	-0.0834396	0.210307	0.0336452	0.0363078	0.164153	0.102247	0.45334	29.15593	0.1469535	0.99758	0.99938	1.00062	1.00242	0.0208103	0.114601	0.0506253	0.813964	0.06351392	2.313721
3880	0	51.05718	0	51.05718	15.53265	133980.3	0.0024294	0.000797107	0.00059848	0.00480494	0.000903673	0.00194759	0.000314975	1.70397e-05	0.00341354	0.00195197	0.000992347	0.000305604	0.0020053	0.00715509	0.0010197	0.00170856	0.00208274	0.00205181	0.00244075	-0.03250463	0.0108115	0.0579981	0.303775	0.21435	0.263032	0.150033	35.03705	0.1119046	0.996529	0.999111	1.00088	1.00347	0.0164891	0.261367	0.562259	0.159885	0.07939993	1.409379
3881	1	33.52568	0	33.52568	7.894668	307329.9	0.000264445	0.000449887	0.00385278	0.00362659	0.00323761	0.00793827	0.00264051	0.0037926	0.000796763	0.00246241	0.000691398	0.0205175	0.017591	0.008687	0.0155862	0.00872543	0.0164681	0.0126373	0.006204372	0.03276037	0.0834918	0.0192265	0.199007	0.165392	0.0755015	0.457381	11.68205	0.1069039	0.997708	0.999413	1.00058	1.00229	0.0115788	0.43212	0.405863	0.150438	0.1396643	0.7654349
3882	0	32.55188	0	32.55188	15.61883	150867.6	0.0126861	0.00556456	0.000538523	0.0021234	0.0108052	0.00939251	0.000622707	0.00295933	0.000472652	0.000743455	0.00213097	0.00446578	0.0196549	0.0145977	0.0113696	0.00563104	0.000671958	0.000902266	0.005232796	-0.04633418	0.0087365	0.245424	0.364276	0.127814	0.186542	0.0672075	41.63145	0.06456372	0.996729	0.999162	1.00083	1.00327	0.00685742	0.0490118	0.345115	0.599015	0.01822954	3.541709
3883	1	19.04465	0	19.04465	11.61503	601434	0.00973515	0.00493021	0.025228	0.00902054	0.0048102	0.0443093	0.0145926	0.0538178	0.0117579	0.0313913	0.0145164	0.00316215	0.00621848	0.000400593	0.00491856	0.0102772	0.0122543	0.00244643	0.01512785	-0.05114643	0.196207	0.0656096	0.00217517	0.0168892	0.082556	0.636563	42.41085	0.1991406	0.998361	0.999581	1.00042	1.00164	0.0309449	0.410446	0.161215	0.397394	0.1479942	1.345598
3884	0	43.97165	0	43.97165	5.316661	545404.3	0.00613939	0.00290388	2.37118e-05	0.00810084	0.00138715	0.000973043	0.00676014	0.00295823	0.00910283	0.0113018	0.00668712	0.00881097	0.00924865	0.00418214	0.000358994	0.00205339	0.00219905	0.000773798	0.007481058	-0.009084871	0.0364515	0.174002	0.256599	0.0730858	0.0674242	0.392437	7.655726	0.07632611	0.998279	0.99956	1.00044	1.00172	0.264332	0.145748	0.276995	0.312925	0.06724124	1.135109
3885	1	10.82419	0	10.82419	8.91488	798749.3	0.00176031	0.0269127	0.00183256	0.0239434	0.00745414	0.0144907	0.0401721	0.0499687	0.0521297	0.0120187	0.0316356	0.0508335	0.0012818	0.10291	0.00349216	0.0130559	0.0224281	0.00513747	0.01942479	-0.1851199	0.258248	0.231268	0.00286297	0.139378	0.10866	0.259583	30.34969	0.2094848	0.998578	0.999636	1.00036	1.00142	0.64524	0.180474	0.121304	0.052983	0.02436494	8.597797
3886	0	27.18589	0	27.18589	3.954723	551312	0.000153918	0.0202857	0.00527115	0.0133351	0.00486028	0.00738867	0.00258239	0.0157029	0.0248185	0.00146218	1.54469e-05	0.00794523	0.00997339	0.0176941	0.00174309	0.0188392	0.0186315	0.0234244	0.01352263	-0.1092728	0.073383	0.257127	0.292594	0.340894	0.028864	0.00713898	16.05168	0.1849817	0.998289	0.999562	1.00044	1.00171	0.276638	0.182175	0.418579	0.122608	0.07570893	2.443328
3887	1	-8.070372	0	-8.070372	5.397477	217449.7	0.0565991	0.0341598	0.0568157	0.085947	0.351478	0.0317347	0.0771294	0.0884546	0.0505667	0.0873201	0.0228732	0.0606089	0.0107608	0.0102864	0.0253204	0.0171351	0.0606685	0.0349966	0.09931047	-0.2267666	0.180054	0.395123	0.00522573	0.0417738	0.00645572	0.371368	8.004879	0.3247857	0.997275	0.999302	1.00069	1.00273	0.13521	0.11187	0.209972	0.542949	0.09801914	3.313493
3888	0	-3.172363	0	-3.172363	28.78631	431332.3	0.133892	0.0572365	0.0196578	0.0110261	0.00994926	0.00970397	0.0138919	0.00683267	0.0255506	0.0519207	0.0202718	0.0232455	0.0508009	0.0157088	0.0508312	0.119137	0.0237829	0.0163203	0.03610125	0.03685892	0.0901752	0.110684	0.075941	0.548375	0.0228956	0.151929	38.32602	0.2460278	0.998065	0.999505	1.00049	1.00194	0.236348	0.384897	0.154249	0.224506	0.2828867	0.8697043
3889	1	-25.57063	0	-25.57063	5.526092	654753.5	0.825428	0.0346441	0.0377824	0.15723	0.252338	0.299219	0.0312005	0.301675	0.204951	0.161634	0.0473589	0.0255616	0.203352	0.00917698	0.392893	0.0243453	0.242207	0.0612158	0.1429707	-0.1434398	0.147335	0.310395	0.120518	0.0672312	0.0627872	0.291734	21.12779	0.1982581	0.99843	0.999598	1.0004	1.00157	0.517786	0.0451413	0.371587	0.0654851	0.05481831	3.616641
3890	0	0.07555345	0	0.07555345	32.53802	458083.8	0.0387917	0.00296588	0.036517	0.00798712	0.00957079	0.00326489	0.0242571	0.00855076	0.0339633	0.0233567	0.0448326	0.00830493	0.00723584	0.138872	0.0496187	0.0845541	0.00472647	0.0104772	0.03571848	-0.01559004	0.0727206	0.11626	0.183635	0.58527	0.0276375	0.0144767	39.08804	0.1075676	0.998123	0.99952	1.00048	1.00188	0.0278492	0.745197	0.179836	0.0471183	0.0919776	1.169498
3891	1	-2.734252	0	-2.734252	4.257859	822008.9	0.0190173	0.0279278	0.177579	0.00234532	0.0907011	0.152964	0.0178814	0.0511563	0.10968	0.0703586	0.00553028	0.00166403	0.0748662	0.00438304	0.106368	0.0501711	0.01233	0.0227261	0.07487865	0.3365073	0.113437	0.278727	0.208926	0.0805577	0.0563815	0.261971	12.22628	0.05367638	0.998598	0.999642	1.00036	1.0014	0.397324	0.230351	0.21	0.162325	0.3901837	0.137567
3892	0	24.66461	0	24.66461	15.71536	49216.55	0.00456038	0.0227497	0.00333172	0.00431895	0.0196671	0.00508912	0.0184345	0.00260569	0.0152505	0.00161393	0.00725632	0.0132258	0.00261565	0.00569123	0.00765818	0.0162057	0.00711116	0.0162384	0.01196555	0.1215751	0.137093	0.369344	0.0592704	0.174317	0.120216	0.139759	26.43709	0.008781149	0.994276	0.998531	1.00146	1.00574	0.44588	0.239336	0.120755	0.194028	0.1303562	0.06736272
3893	1	24.64688	0	24.64688	12.0022	754053.5	0.00580441	0.00597765	0.00578506	0.00377137	0.00116856	0.00951799	0.00294786	0.00178636	0.0286188	0.0200837	0.00251943	0.0157261	0.00727328	0.0256097	0.00845848	0.0175052	0.00345574	0.000561982	0.00980225	-0.04568885	0.381826	0.188149	0.204046	0.0559456	0.0636132	0.106421	34.46003	0.08045602	0.998537	0.999626	1.00037	1.00146	0.0204184	0.181324	0.219581	0.578677	0.03476718	2.314137
3894	0	30.23578	0	30.23578	17.49278	843926.5	0.00394544	0.00962289	0.0231371	0.00650575	0.000499929	0.00102855	0.00575138	0.000589104	0.000978108	0.00633457	0.017946	0.0120122	0.00676209	0.0107243	0.00492888	0.00378431	0.00395432	0.0209679	0.008062563	-0.1005587	0.0998062	0.26889	0.04315	0.200112	0.119222	0.268821	24.69912	0.1460468	0.998617	0.999646	1.00035	1.00138	0.390079	0.0534845	0.524	0.0324369	0.04548814	3.210657
3895	1	3.147396	0	3.147396	20.383	130056.3	0.0466498	0.0259044	0.0293039	0.0272069	0.0112657	0.0425231	0.00582651	0.00196734	0.00218819	0.0362743	0.0144655	0.0139963	0.0153918	0.0464457	0.0926762	0.0408487	0.00778763	0.00459407	0.02763759	0.06268245	0.0377067	0.287172	0.286631	0.208911	0.105789	0.0737902	46.32154	0.02603624	0.996478	0.999098	1.0009	1.00353	0.450468	0.225712	0.167731	0.156089	0.08871869	0.2934696
3896	0	16.93205	0	16.93205	27.17782	843621.4	0.0193292	0.00792835	0.0185047	0.00401249	0.00280152	0.00557983	0.0132478	0.0120178	0.00145277	0.00932118	0.0134283	0.0131411	0.00456764	0.0822214	0.0112082	0.0161782	0.00140544	0.00577122	0.01349168	0.04856254	0.0276404	0.081102	0.0680857	0.602548	0.0395946	0.181029	46.43199	0.02069744	0.998616	0.999646	1.00035	1.00138	0.188338	0.421628	0.0163894	0.373645	0.06925998	0.298837
3897	1	16.7721	0	16.7721	14.55148	519658.5	0.00279276	0.010919	0.0236028	0.0105158	0.00523481	0.00424244	0.00705502	0.018725	0.0552215	0.00544953	0.00793787	0.0102638	0.0151855	0.0105361	0.0127947	0.0129308	0.00964261	0.0301451	0.02687901	0.02437154	0.0764128	0.0522008	0.312784	0.288153	0.147096	0.123354	15.64207	0.07981265	0.998237	0.999549	1.00045	1.00176	0.0275298	0.0474179	0.232124	0.692928	0.1041842	0.7660726
3898	0	26.6563	0	26.6563	17.07936	198453.5	0.00312381	0.0133192	0.00195016	0.00372574	0.00824254	0.000519642	0.00674081	0.00483403	0.000421531	0.00908127	0.0153582	0.0321342	0.00288904	0.0022514	0.0195034	0.0159707	0.000303214	0.0012092	0.007939953	-0.0001142307	0.0427036	0.155733	0.0779305	0.0372435	0.150447	0.535943	26.96717	0.0598428	0.997148	0.99927	1.00073	1.00285	0.506728	0.0059843	0.122783	0.364504	0.05972857	1.001912
3899	1	9.60733	0	9.60733	6.275327	15521.48	0.00667313	0.0800416	0.0650677	0.0551839	0.016091	0.00627971	0.0141585	0.0372491	0.0715175	0.00091482	0.00248703	0.01331	0.00487601	0.0207851	0.000844861	0.00279538	0.030025	0.0617291	0.03081449	0.3132626	0.199233	0.0568356	0.0105439	0.438925	0.160156	0.134306	40.14073	0.01558405	0.989816	0.997376	1.00259	1.01022	0.102787	0.220884	0.091791	0.584538	0.3288467	0.04739002
3900	0	7.616708	0	7.616708	9.463801	858288.8	0.00365181	0.0471556	0.00112755	0.0174635	0.00223229	0.00549995	0.0431764	0.0197054	0.053924	0.0273209	0.0102209	0.0422627	0.0433965	0.0455803	0.0506784	0.00959435	0.0133697	0.0114668	0.02364792	0.158319	0.069707	0.504785	0.00570916	0.0607942	0.315576	0.0434289	39.72054	0.05531636	0.998628	0.999649	1.00035	1.00137	0.138293	0.00542106	0.413569	0.442716	0.2136353	0.2589289
