Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1072	0	3.189128	0	3.189128	42.42293	34648.84	0.0302458	0.000998161	0.0225976	0.0494232	0.00203373	0.0408333	0.0115549	0.0264416	0.0277025	0.00682146	0.0300504	0.00758403	0.0523402	0.0156489	0.00185682	0.0629465	0.000471162	0.0117253	0.01721319	0.01334039	0.0976808	0.17088	0.618346	0.0604559	0.00618394	0.046454	45.29998	0.07470308	0.99318	0.998248	1.00174	1.00684	0.246534	0.138031	0.420071	0.195365	0.08804348	0.8484795
1073	1	-27.79405	0	-27.79405	23.18552	494167.7	0.0678082	0.0834151	0.170004	0.0447808	0.0141343	0.182813	0.386625	0.11179	0.0856739	0.200864	0.117863	0.0584466	0.208542	0.214035	0.0233674	0.395169	0.217322	0.0591793	0.1509739	-0.02268489	0.0308428	0.125503	0.15734	0.23756	0.110103	0.33865	33.82267	0.03972667	0.998192	0.999538	1.00046	1.00181	0.0386369	0.048446	0.806704	0.106213	0.01704179	2.331133
1074	0	-2.295169	0	-2.295169	15.79768	179532	0.00970322	0.0199897	0.00766053	0.0437689	0.0987807	0.0251621	0.0367786	0.0053658	0.0434239	0.0473717	0.0259813	0.000146614	0.0465782	0.0109173	0.0214524	0.0599246	0.0157239	0.030747	0.04719378	0.2019091	0.135962	0.332954	0.42022	0.0841486	0.00860743	0.0181079	34.17874	0.09565443	0.997002	0.999232	1.00076	1.003	0.292984	0.0782081	0.547998	0.0808101	0.2975636	0.3214588
1075	1	-36.10111	0	-36.10111	33.70017	892251.9	0.105116	0.137492	0.324794	0.0577265	0.082387	0.123724	0.185783	0.0398352	0.0334156	0.150494	0.324119	0.854382	0.184971	0.0632526	0.467578	0.0492942	0.0220037	0.0838434	0.2221795	-0.01160889	0.048233	0.182557	0.109763	0.127639	0.336188	0.19562	37.1463	0.03335421	0.998655	0.999656	1.00034	1.00135	0.0402407	0.407579	0.0716922	0.480488	0.02174532	1.533857
1076	0	-25.31419	0	-25.31419	10.38889	345647.2	0.0146009	0.29213	0.226657	0.0222099	0.02143	0.0459647	0.905786	0.0681231	0.0103474	0.121724	0.124056	0.396107	0.0561164	0.147335	0.053403	0.077175	0.146713	0.0200892	0.1108079	-0.1786918	0.120517	0.186416	0.553093	0.108658	0.0152642	0.0160509	18.92317	0.1834505	0.997839	0.999447	1.00055	1.00216	0.408595	0.0152625	0.163006	0.413137	0.004758728	38.55032
1077	1	-30.56029	0	-30.56029	16.4559	328597	0.00900421	0.0995803	0.0553304	0.0143961	0.0837323	0.414178	0.00241997	0.28295	0.930674	0.185528	0.13891	0.230694	0.0805779	0.29284	0.0384498	0.16191	0.131845	0.239344	0.1750722	0.1107909	0.117896	0.217341	0.101855	0.151959	0.068179	0.34277	32.614	0.002528998	0.997783	0.999433	1.00057	1.00222	0.305561	0.129872	0.422611	0.141955	0.1133199	0.02231733
1078	0	-25.72988	0	-25.72988	15.7246	67058.71	0.233067	0.00773835	0.132118	0.142319	0.0594009	0.0154699	0.11474	0.0724816	0.117444	0.311677	0.434025	0.0808605	0.261874	0.0826173	0.0957729	0.102712	0.0919403	0.469157	0.1449307	-0.08173307	0.24817	0.0597757	0.0973744	0.223749	0.337878	0.0330521	25.04177	0.1632246	0.995096	0.998742	1.00125	1.00491	0.0988198	0.354498	0.307803	0.23888	0.08149151	2.002964
1079	1	-38.64005	0	-38.64005	12.25998	694001.7	0.16582	0.602543	0.0925988	0.0612812	0.0916012	0.78427	0.0490437	0.103492	0.286334	0.1798	0.141566	0.20019	0.117008	0.851265	0.431528	0.293979	0.139668	0.309661	0.3101029	-0.02970459	0.0289181	0.521638	0.155422	0.0741272	0.191443	0.0284511	21.88797	0.06433472	0.998475	0.99961	1.00039	1.00153	0.0843348	0.508299	0.16606	0.241305	0.03463013	1.857767
1080	0	-38.65983	0	-38.65983	16.46706	363669.8	0.579805	0.416686	0.178257	0.741891	0.128803	0.0932654	0.854165	0.0319899	0.100684	0.326672	0.125231	0.345332	0.264916	0.361866	0.10534	0.099765	0.241168	0.0519148	0.2143418	-0.05514469	0.330973	0.0901143	0.305558	0.0530857	0.0926009	0.127668	17.23265	0.1566398	0.997893	0.999461	1.00054	1.00211	0.253017	0.460945	0.274263	0.0117754	0.1014951	1.543324
1081	1	-60.3689	0	-60.3689	15.74167	170434.1	0.0170901	0.144427	0.0110289	2.07458	2.27898	0.547686	0.155034	0.975947	0.36645	0.701319	0.452205	0.467975	0.110713	1.01987	1.40981	0.106152	0.542747	0.701813	0.4913279	0.1125121	0.0185104	0.196513	0.346388	0.214276	0.156627	0.0676856	24.65062	0.09172696	0.996923	0.999212	1.00078	1.00308	0.165343	0.191542	0.547589	0.0955266	0.204239	0.4491158
1082	0	-47.08065	0	-47.08065	17.82046	15204.14	0.112528	0.0912502	0.153372	0.271395	0.208999	0.956044	0.24977	1.16102	0.1748	0.346827	0.188195	0.549957	0.0250696	0.281346	0.363596	0.0387495	1.20174	0.427698	0.3989266	0.05158714	0.149148	0.118035	0.289499	0.209337	0.183194	0.050786	46.93627	0.01096184	0.98971	0.997348	1.00261	1.01033	0.0495072	0.65937	0.234384	0.0567393	0.06254898	0.175252
1083	1	-42.57157	0	-42.57157	19.16892	650697.1	0.0611549	0.649201	0.0308602	0.479332	0.105011	0.172413	0.796246	0.255633	0.541302	0.68003	0.054776	0.014623	0.181246	0.0792163	0.00464529	0.0561115	0.74775	0.0174465	0.3303276	0.09210535	0.00757017	0.183592	0.306863	0.200188	0.238551	0.0632354	36.39741	0.07832901	0.998425	0.999597	1.0004	1.00158	0.414661	0.424337	0.135475	0.025528	0.1704344	0.4595846
1084	0	-48.52912	0	-48.52912	15.10263	235849	0.150169	0.770329	0.125613	0.329372	0.253049	0.98967	0.0692692	0.57031	0.0119588	0.532524	0.26066	1.33113	0.220001	0.52302	0.00602994	0.18701	0.53923	0.326825	0.2836697	-0.05672513	0.132409	0.0598014	0.0383554	0.139114	0.550013	0.0803074	35.28518	0.06655309	0.997384	0.99933	1.00067	1.00262	0.087338	0.0634305	0.455755	0.393476	0.009827956	6.771814
1085	1	-34.85503	0	-34.85503	17.56912	688659.2	0.122728	0.016601	0.146865	0.0452195	0.281286	0.151447	0.689271	0.0633866	0.159732	0.0982231	0.642858	0.126818	0.015586	0.130636	0.27533	0.113241	0.615439	0.067272	0.1821274	-0.09700099	0.0700403	0.039127	0.164759	0.0385553	0.451209	0.236309	36.39269	0.09989216	0.998469	0.999608	1.00039	1.00153	0.564895	0.141328	0.262242	0.031535	0.002891163	34.55085
1086	0	-38.06053	0	-38.06053	16.71595	24229.65	0.0344631	0.40568	0.0560222	0.238325	0.00115019	0.369694	0.358823	0.408327	0.0688692	0.403107	0.622356	0.408378	0.172644	0.51631	0.0589438	0.342062	0.193408	0.0261215	0.2325492	0.1545287	0.0878143	0.172127	0.139427	0.137164	0.0359996	0.427468	22.5828	0.09254365	0.991846	0.997902	1.00207	1.00818	0.161382	0.327296	0.189664	0.321657	0.2470724	0.3745609
1087	1	-18.07092	0	-18.07092	26.49925	335070.2	0.0326213	0.0263039	0.0117684	0.0831188	0.052645	0.397278	0.256341	0.0847567	0.0213329	0.152283	0.035872	0.0114911	0.0594337	0.0454057	0.0408593	0.0130527	0.0255227	0.0702205	0.09247564	-0.01361469	0.0937327	0.0665105	0.0525972	0.307117	0.173932	0.306111	45.08815	0.06832419	0.997805	0.999438	1.00056	1.0022	0.0222048	0.170288	0.0625205	0.744987	0.0547095	1.248854
1088	0	-40.25314	0	-40.25314	20.12912	931540.4	0.616568	0.0137155	0.31283	0.0137046	0.0503157	0.495297	0.915532	0.257642	0.0143692	0.119339	0.394843	0.394136	0.221373	0.182047	0.0609627	0.179809	0.125444	0.960973	0.2452765	-0.008514097	0.00561507	0.319694	0.0932657	0.164321	0.247384	0.16972	26.80668	0.01292289	0.998683	0.999663	1.00034	1.00132	0.259622	0.644187	0.0235572	0.0726345	0.004408797	2.931161
1089	1	8.692628	0	8.692628	22.2687	890941.7	0.00674259	0.0224009	0.00407426	0.001509	0.00256324	0.0245739	0.088975	0.0157144	0.0015098	0.00763838	0.0404242	0.00522396	0.00599493	0.0256856	0.0119124	0.00342822	0.00629989	0.0138098	0.02826817	-0.02090041	0.0426131	0.304223	0.0570488	0.240491	0.188653	0.166971	40.60904	0.04295239	0.998654	0.999656	1.00034	1.00135	0.021989	0.454822	0.472812	0.0503776	0.02205198	1.947779
1090	0	-44.80142	0	-44.80142	16.76601	950100.3	0.257961	0.194645	1.07536	0.270656	0.299236	0.0602646	0.0764259	0.31	0.115398	0.277983	0.0922501	0.0187743	0.613772	0.735005	0.0952638	0.0879218	0.810442	0.0589807	0.357916	0.2126635	0.269441	0.290918	0.0385753	0.0751313	0.0687943	0.25714	24.71357	0.1260509	0.998696	0.999667	1.00033	1.0013	0.32546	0.513765	0.0417604	0.119015	0.3387144	0.372145
1091	1	21.88113	0	21.88113	19.66118	519754.2	0.000463437	0.00650531	0.00088621	0.0145453	0.0139911	0.0124156	0.0183118	0.00176503	0.015682	0.00382583	0.0183503	0.00369183	0.00192377	0.0153024	0.0120624	0.000198607	0.0179759	0.012965	0.006655018	0.03857437	0.0403935	0.197253	0.0301521	0.138328	0.54	0.0538735	29.04124	0.009002665	0.998237	0.999549	1.00045	1.00176	0.167147	0.478516	0.272515	0.0818219	0.04757704	0.1892229
1092	0	-37.08424	0	-37.08424	20.53831	311346.3	0.0423236	0.309127	0.352461	0.0574711	0.10575	0.442054	0.179666	0.2351	0.0389861	0.062881	0.190899	0.0663549	0.42894	0.0154024	0.606231	0.22881	0.0344864	0.163583	0.2236995	-0.07819432	0.0261973	0.83281	0.0149522	0.0108282	0.015542	0.0996702	43.8044	0.1263142	0.997723	0.999417	1.00058	1.00228	0.11797	0.0677639	0.424044	0.390222	0.0481199	2.624989
1093	1	4.255074	0	4.255074	36.28263	331674.1	0.0165606	0.0275519	0.010181	0.0133024	0.00557432	0.0103914	0.0211862	0.00932234	0.0410999	0.000934331	0.0127604	0.0413866	0.0855026	0.039112	0.00828297	0.015385	0.0401981	0.00294131	0.0195296	-0.01209176	0.0525743	0.445336	0.0209166	0.0959586	0.374599	0.0106147	43.02287	0.06297367	0.997794	0.999435	1.00056	1.00221	0.0805261	0.297131	0.539691	0.0826528	0.05088191	1.237644
1094	0	-34.15333	0	-34.15333	7.093329	407381.1	0.0108161	0.284255	0.0263698	0.605679	0.132287	0.0688279	1.06118	0.0558265	0.273273	0.184553	0.0769771	0.468806	0.00353455	0.0497982	0.227626	0.305809	0.190062	0.101667	0.1970442	0.05936155	0.0134259	0.426809	0.13174	0.390927	0.00796517	0.0291329	23.22812	0.1255523	0.998009	0.999491	1.00051	1.00199	0.307173	0.384722	0.0684722	0.239632	0.1849139	0.6789774
1095	1	7.547806	0	7.547806	24.5216	597814.7	0.00102074	0.00760423	0.000121783	0.0231348	0.0370108	0.00425979	0.0126128	0.0238015	0.00167843	0.0361381	0.0233458	0.0358048	0.00510767	0.0187681	0.0108715	0.0579194	0.0230054	0.0143915	0.01600038	-0.0001667437	0.0789904	0.297193	0.0486254	0.144173	0.41507	0.0159481	46.54595	0.01158638	0.998356	0.99958	1.00042	1.00164	0.581658	0.0228772	0.172665	0.2228	0.01141964	1.014601
1096	0	-36.87067	0	-36.87067	7.033522	625238.3	0.0558802	0.380686	0.10227	0.0700642	0.486313	1.00028	0.00709415	0.483641	0.972104	0.192089	0.293006	0.158275	0.334316	0.136518	0.82093	0.0966571	0.0139612	0.507405	0.2500828	-0.04547336	0.0327159	0.154417	0.129966	0.645942	0.00274049	0.0342197	9.073066	0.1485971	0.998393	0.999589	1.00041	1.00161	0.295393	0.0384472	0.0783039	0.587856	0.1031237	1.440959
1097	1	-2.253546	0	-2.253546	15.90906	24716.32	0.00337724	0.024311	0.00703752	0.0592605	0.00181816	0.0252621	0.00492984	0.0829914	0.024165	0.0089357	0.137553	0.0194757	0.0132417	0.0256501	0.0865177	0.0038772	0.0715288	0.00194135	0.02963467	-0.04632456	0.547908	0.0431887	0.0800758	0.164587	0.152791	0.0114499	39.85066	0.1707166	0.991926	0.997923	1.00205	1.0081	0.429148	0.102289	0.142006	0.326557	0.1243921	1.372408
1098	0	-45.9445	0	-45.9445	4.949564	833003	0.471833	0.0421245	0.762216	1.49133	0.0928678	0.180507	0.730576	0.602679	0.532552	0.243765	0.116358	0.345988	0.656754	0.359294	0.341363	0.831477	0.360277	0.364337	0.2769966	0.1844091	0.0856831	0.332348	0.0947688	0.0447105	0.0935209	0.348969	17.62185	0.03182738	0.998608	0.999644	1.00036	1.00139	0.40788	0.460152	0.00213704	0.129831	0.2162365	0.1471878
1099	1	23.09658	0	23.09658	19.91185	563347.1	0.00479321	0.00928385	0.00105564	0.00475304	0.0112065	0.00158732	0.0135206	0.00862613	0.0177011	0.000439671	0.0122294	0.0116975	0.0304918	0.0146701	0.00664036	0.000722081	0.00306682	0.00352227	0.007000287	-0.01286188	0.272603	0.0804663	0.103405	0.139813	0.241781	0.161931	38.93649	0.03222329	0.998307	0.999567	1.00043	1.00169	0.448182	0.168985	0.243414	0.139419	0.01936141	1.664305
1100	0	-46.29938	0	-46.29938	20.13323	336423	0.315787	0.164219	0.346505	0.0780254	0.957044	0.0448894	0.650727	0.546645	0.26882	0.244756	0.683742	0.184519	0.65279	0.0320406	0.0592993	0.117562	0.137362	0.36946	0.3399014	0.07834714	0.0984702	0.448123	0.127782	0.0368387	0.126099	0.162687	48.98831	0.01593592	0.997809	0.999439	1.00056	1.00219	0.674783	0.018927	0.109692	0.196598	0.09428306	0.1690221
1101	1	15.89088	0	15.89088	27.15905	184624.3	0.00683504	0.00363796	0.00787561	0.0114009	0.0289255	0.0106713	0.00923897	0.00279947	0.00202789	0.00208697	0.002706	0.0153224	0.0288042	0.0118761	0.00589363	0.0213697	0.0171555	0.00702599	0.01058782	-0.04888858	0.261677	0.0430857	0.448439	0.0568886	0.129462	0.0604482	47.1524	0.1313238	0.997043	0.999243	1.00075	1.00296	0.0714185	0.668786	0.0309885	0.228807	0.0824352	1.593055
1102	0	-34.44814	0	-34.44814	7.845768	455289.7	0.157789	0.137005	0.0589056	0.0224778	0.220701	0.241843	0.298036	0.285408	0.244522	0.15905	0.172289	0.425661	0.300438	0.0476358	0.109792	0.787678	0.142144	0.0158126	0.1624755	0.1817956	0.192183	0.0643998	0.24939	0.0649139	0.246106	0.183007	22.62238	0.1006732	0.998117	0.999518	1.00048	1.00188	0.0172877	0.0212734	0.699891	0.261548	0.2824688	0.3564047
1103	1	27.30469	0	27.30469	7.246858	39576.91	0.00586821	0.00443225	0.00294548	0.0103304	0.00990957	0.0300547	0.000355186	0.00775805	0.00458933	0.0417029	0.00301503	0.000916578	0.0110518	0.00874615	0.00210369	0.00349332	0.0248932	0.00571852	0.008878811	0.1903951	0.101463	0.0416724	0.161543	0.248146	0.125215	0.32196	23.88616	0.02360262	0.993618	0.998361	1.00162	1.0064	0.0158149	0.205059	0.444232	0.334894	0.2139977	0.1102938
1104	0	-14.42651	0	-14.42651	10.43264	457425.4	0.131973	0.0665264	0.106757	0.110646	0.0407725	0.0701621	0.00155831	0.106764	0.0327032	0.00699438	0.0205688	0.0346046	0.100689	0.0120536	0.385573	0.00891313	0.00546088	0.0577418	0.06027536	0.02680435	0.263928	0.127262	0.069994	0.25212	0.0542938	0.232401	38.4524	0.2022945	0.998121	0.999519	1.00048	1.00188	0.407829	0.11128	0.277289	0.203602	0.2290988	0.8830009
1105	1	42.20619	0	42.20619	9.039707	564696.2	0.00163364	0.00589189	0.00566148	0.00563384	0.00331877	0.00240648	0.00492259	0.00139562	0.000864365	0.00996292	0.00513548	0.0066714	0.00281124	0.00807981	0.00303882	6.14333e-05	0.000221767	0.00254509	0.006163715	0.1061515	0.0497516	0.0376505	0.336241	0.27198	0.0457654	0.258612	13.76243	0.01544424	0.998309	0.999567	1.00043	1.00169	0.137264	0.0276257	0.331226	0.503885	0.1215957	0.127013
1106	0	15.81062	0	15.81062	21.75819	196951	0.00110295	0.00203234	0.00532934	0.0124711	0.00254953	0.0205565	0.00663727	0.00554757	0.041301	0.00441431	0.0171332	0.0508354	0.0152168	0.012279	0.00497343	0.0251543	0.0227582	0.017012	0.01477216	-0.02567173	0.325574	0.0311831	0.115301	0.0800399	0.4353	0.0126021	24.63006	0.02643891	0.997137	0.999267	1.00073	1.00287	0.221488	0.127423	0.347503	0.303586	0.0007671817	34.46239
1107	1	-0.6378514	0	-0.6378514	10.6384	912406.4	0.050567	0.0261853	0.0273354	0.0591995	0.00662615	0.0115106	0.0206644	0.0627706	0.00780509	0.0231484	0.0752126	0.125985	0.0905078	0.0136483	0.0583075	0.00331408	0.00166274	0.0189131	0.04563111	0.0806813	0.0279601	0.228306	0.189356	0.153167	0.295882	0.10533	31.44452	0.1491925	0.99867	0.99966	1.00034	1.00133	0.149613	0.0902992	0.481187	0.278901	0.2298738	0.6490192
1108	0	-2.045114	0	-2.045114	27.71398	850738.5	0.00957389	0.0110828	0.00805949	0.0643882	8.13843e-05	0.0391735	0.00997538	0.0579948	0.00928006	0.00676013	0.0232497	0.0857659	0.0233207	0.0332431	0.0472183	0.0695748	0.0128179	0.113635	0.03995933	0.0153062	0.163769	0.252988	0.00606059	0.466688	0.109865	0.000629641	39.89255	0.02334406	0.998622	0.999648	1.00035	1.00138	0.0551024	0.554299	0.238591	0.152007	0.03865026	0.603982
1109	1	7.501975	0	7.501975	7.577141	734867.9	0.0945946	0.0333066	0.029521	0.0061192	0.00420293	0.00455181	0.00778997	0.0402671	0.0181972	0.00112645	0.114228	0.0360344	0.0332297	0.01758	0.00421591	0.00168763	0.0626575	0.00844112	0.03367121	0.04405409	0.0116281	0.233556	0.160597	0.219362	0.200531	0.174327	15.88605	0.05429226	0.998518	0.999621	1.00038	1.00148	0.294277	0.0383083	0.0743549	0.59306	0.09834635	0.5520516
1110	0	-14.75335	0	-14.75335	21.06794	621209	0.020249	0.131359	0.0264375	0.0121027	0.103249	0.0349798	0.0165078	0.0753158	0.00347952	0.0678545	0.013535	0.307545	0.0250869	0.0334881	0.0745417	0.059683	0.0835372	0.042616	0.04228296	0.02974485	0.162472	0.32218	0.0060126	0.462993	0.00930016	0.037043	34.8872	0.08650841	0.998388	0.999588	1.00041	1.00161	0.433194	0.0674119	0.177504	0.32189	0.1162533	0.7441375
1111	1	-3.786762	0	-3.786762	6.188398	953932.4	0.0373617	0.0487241	0.0199581	0.0374027	0.0144287	0.0263601	0.162146	0.0430125	0.049445	0.00668675	0.177795	0.0290412	0.024604	0.107052	0.0785131	0.0335432	0.0314198	0.00801782	0.04608758	0.2227565	0.0186606	0.205696	0.24803	0.198644	0.321808	0.00716143	40.19894	0.04808202	0.998699	0.999667	1.00033	1.0013	0.567775	0.114903	0.24269	0.0746314	0.2708385	0.1775302
1112	0	-0.3548361	0	-0.3548361	34.10131	934230.6	0.0334129	0.011207	0.000278746	0.10565	0.0208344	0.0252387	0.0102362	0.0227092	0.0170541	0.042506	0.0133745	0.00732311	0.00665853	0.0143526	0.0215608	0.00199086	0.0160407	0.0496545	0.02246958	0.008300006	0.293731	0.245549	0.00038176	0.388342	0.0655516	0.00644532	40.25547	0.2609668	0.998685	0.999664	1.00034	1.00132	0.127151	0.108577	0.0293947	0.734877	0.2692668	0.9691755
1113	1	-29.66876	0	-29.66876	9.529345	320165.3	0.189235	0.104517	0.210914	0.310969	0.153128	0.023385	0.0319062	0.349018	0.142842	0.238969	0.440126	0.167238	0.164178	0.543332	0.0848278	0.178628	0.0869525	0.0219469	0.2206709	-0.121843	0.0089979	0.181592	0.0408823	0.382321	0.245883	0.140323	25.0189	0.1822072	0.997754	0.999425	1.00057	1.00225	0.429183	0.105962	0.298196	0.166659	0.06036423	3.018463
1114	0	-31.16096	0	-31.16096	23.02385	408869.5	0.09793	0.081664	0.0247291	0.0367687	0.941456	0.00535791	0.135436	0.102484	0.117264	0.146353	0.0960651	0.649176	0.0548714	0.0182459	0.118616	0.226176	0.0540136	0.0243541	0.1393996	0.05090575	0.253802	0.131076	0.106667	0.0592507	0.439208	0.00999742	27.77696	0.06855304	0.998013	0.999492	1.00051	1.00199	0.513553	0.0463587	0.414568	0.02552	0.1194588	0.5738635
1115	1	-9.590973	0	-9.590973	1.419094	260133.2	0.101887	0.113494	0.159955	0.0493596	0.0373623	0.0875586	0.14645	0.0821417	0.0621109	0.00208228	0.0588075	0.157683	0.226191	0.00882268	0.0504787	0.0945152	0.138268	0.227787	0.09629248	0.1135168	0.00571094	0.276748	0.0259479	0.0655604	0.539255	0.0867781	8.105196	0.1065631	0.997509	0.999362	1.00064	1.00249	0.298096	0.282086	0.367022	0.0527961	0.2200798	0.4842018
1116	0	-38.40543	0	-38.40543	8.326717	687092.6	0.188779	0.155312	0.474226	0.463833	0.0142969	0.232332	0.386706	0.018117	0.0801338	0.0520006	0.276677	0.0866023	1.03452	0.471317	0.421302	0.227223	0.32607	0.228227	0.254339	-0.03536096	0.149104	0.0223323	0.109069	0.0623548	0.538166	0.118974	32.01644	0.08021419	0.998467	0.999608	1.00039	1.00153	0.0402264	0.0920084	0.759495	0.10827	0.04485323	1.788371
1117	1	6.4128	0	6.4128	2.635537	145324.8	0.0464643	0.0482665	0.0846443	0.0948366	0.0496898	0.0518626	0.0197675	0.00681325	0.0227327	0.0122537	0.0417835	0.00754938	0.0187542	0.084752	0.0275852	0.0296256	0.037391	0.00663812	0.032158	-0.09514197	0.00706049	0.037004	0.045945	0.442648	0.183396	0.283946	11.9185	0.1123683	0.996668	0.999146	1.00085	1.00334	0.358436	0.156132	0.29849	0.186941	0.01722636	6.523047
1118	0	-14.54844	0	-14.54844	8.83905	70050.45	0.0572982	0.0112213	0.00270467	0.168778	0.173909	0.115396	0.0751443	0.0971393	0.140192	0.0943975	0.339574	0.059011	0.0387576	0.0239678	0.0151229	0.143802	0.0013742	0.0496383	0.1077137	0.04486791	0.108802	0.349995	0.383428	0.0186941	0.0421478	0.096933	35.25055	0.07171377	0.995201	0.998769	1.00122	1.00481	0.231545	0.251361	0.409361	0.107733	0.1165817	0.6151376
1119	1	-2.12316	0	-2.12316	5.393752	50324.1	0.0250421	0.0347324	0.0647718	0.0564831	0.0526248	0.0128065	0.0357902	0.0590397	0.101389	0.259459	0.122913	0.00838757	0.0150002	0.0352236	0.090232	0.027961	0.00267893	0.011579	0.04885329	-0.2451585	0.122278	0.0375523	0.0241048	0.246841	0.303327	0.265898	31.36961	0.2629811	0.994339	0.998547	1.00144	1.00567	0.0604583	0.352551	0.453536	0.133455	0.01782256	14.75551
1120	0	-14.73905	0	-14.73905	12.94765	25316.83	0.144713	0.0343592	0.0733448	0.0285975	0.0356283	0.0352472	0.0340138	0.0798633	0.00708405	0.0225636	0.0754795	0.244062	0.0208014	0.08039	0.0418029	0.00458555	0.221527	0.137359	0.0564114	-0.1034715	0.338625	0.428009	0.0790771	0.0144285	0.0650451	0.0748151	18.13665	0.1340923	0.992023	0.997948	1.00203	1.008	0.302935	0.139536	0.49339	0.0641384	0.0306208	4.379124
1121	1	19.49558	0	19.49558	4.406895	903636.4	0.0659063	0.0209705	0.0412063	0.0286052	0.00842934	0.0350584	0.00405868	0.0254508	0.0173768	0.0179048	0.00905481	0.0098743	0.0133253	0.0192515	0.0384846	0.00260753	0.0085456	0.0269871	0.02164113	0.09880467	0.333444	0.0291635	0.266748	0.0193727	0.177304	0.173968	5.835997	0.01972871	0.998663	0.999658	1.00034	1.00134	0.0960732	0.0874621	0.727376	0.0890887	0.1185334	0.1664401
1122	0	-7.831264	0	-7.831264	23.34687	855122.7	0.135211	0.0103212	0.0461754	0.0314512	0.0660198	0.0481847	0.0297599	0.0333933	0.0344808	0.0478899	0.103452	0.0427529	0.0296067	0.0379779	0.0177019	0.0831181	0.0590247	0.029148	0.05029682	0.01463485	0.0428649	0.0377806	0.36985	0.0466753	0.454588	0.0482415	36.08339	0.00250874	0.998626	0.999649	1.00035	1.00137	0.157987	0.156241	0.57813	0.107643	0.01714359	0.1463369
1123	1	13.63148	0	13.63148	2.912101	422066.4	0.0115043	0.0179902	0.0603747	0.102501	0.040203	0.0211204	0.0451062	0.0163613	0.0839709	0.0275442	0.0142889	0.0230801	0.0764322	0.00496868	0.000385457	0.0230182	0.019157	0.0284506	0.03399346	-0.09560844	0.122963	0.0180338	0.344117	0.0857888	0.186402	0.242695	4.622729	0.1384017	0.998044	0.9995	1.0005	1.00196	0.260064	0.152222	0.27479	0.312924	0.04279322	3.234196
1124	0	-15.74231	0	-15.74231	10.38909	182148.7	0.206067	0.0208411	0.316731	0.0830979	0.105915	0.0934138	0.000465876	0.0761187	0.0460937	0.101832	0.02916	0.00874454	0.112439	0.143538	0.187614	0.0326223	0.00916584	0.00328644	0.1075902	-0.04420159	0.171587	0.0210027	0.205604	0.471945	0.103044	0.026818	19.02134	0.08711706	0.997023	0.999238	1.00076	1.00298	0.484735	0.09141	0.313264	0.110591	0.04291547	2.029969
1125	1	0.9253243	0	0.9253243	3.262031	725550.4	0.0262994	0.00118793	0.0696605	0.0435587	0.178197	0.0429044	0.0602962	0.00156003	0.0586452	0.00398159	0.145903	0.0171536	0.044639	0.150641	0.0248176	0.116175	0.0370277	0.159909	0.06035244	0.05169488	0.157142	0.262165	0.197312	0.196781	0.16872	0.01788	4.540448	0.04467101	0.998508	0.999618	1.00038	1.00149	0.417215	0.240131	0.176101	0.166553	0.09636588	0.4635562
1126	0	-25.76249	0	-25.76249	12.21172	642315	0.0366376	0.111205	0.203819	0.338781	0.0838744	0.185945	0.0269167	0.145892	0.104144	0.13032	0.0444518	0.0398223	0.0115292	0.12255	0.231444	0.035088	0.291358	0.0122397	0.1161434	-0.003374576	0.223534	0.497134	0.0370542	0.0356481	0.120188	0.0864421	45.70549	0.0565073	0.998414	0.999594	1.0004	1.00159	0.0338872	0.233143	0.17052	0.56245	0.05313273	1.063512
1127	1	2.906988	0	2.906988	0.5732839	625371.1	0.464507	0.00992402	0.0425754	0.0789332	0.0298339	0.0550522	0.00291782	0.0142912	0.00958125	0.243087	0.00685932	0.00257818	0.000966723	0.0281022	0.128162	0.00941678	0.018215	0.0270883	0.08444279	0.07693512	0.243391	0.227361	0.211975	0.144291	0.151803	0.0211778	4.404731	0.01244852	0.998393	0.999589	1.00041	1.00161	0.107255	0.155385	0.613606	0.123754	0.08938364	0.1392707
1128	0	-12.88879	0	-12.88879	17.29076	114956.4	0.111297	0.0357182	0.011702	0.00780683	0.127679	0.0583748	0.0117954	0.0986924	0.0393287	0.0424363	0.0131139	0.0678111	0.0834738	0.0909827	0.0300464	0.0229211	0.121515	0.0876137	0.06719861	-0.002270252	0.117003	0.436612	0.258545	0.0313083	0.155782	0.000749785	42.49288	0.07230686	0.996253	0.99904	1.00096	1.00375	0.414164	0.195743	0.141287	0.248806	0.07003661	1.032415
