Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
779	1	-3705.053	-3711.214	6.161234	0.4533405	0.185034	0.205259	0.0918089	0.274531	0.176522	0.161896	0.148272	0.247282	0.406584	0.129697	0.126251	0.112703	0.196298	0.122511	0.148289	0.28918	0.107478	0.0790877	0.350545	0.157028	0.01213577	0.0113574	0.520883	0.0111091	0.00498366	0.443165	0.00850208	0.01990217	-1.851331	0.000303855	0.0256122	0.343485	3.6306	0.296848	0.299981	0.139198	0.263973	0.03203793	0.6212063
780	0	-3711.117	-3709.379	-1.73865	0.4508454	0.1927566	0.145923	0.108104	0.392271	0.176881	0.178129	0.252479	0.0658761	0.620778	0.11796	0.067405	0.547733	0.15098	0.117392	0.054894	0.190855	0.162496	0.0852111	0.029334	0.1358654	0.06413852	0.00968956	0.571286	0.0056644	0.0157326	0.395456	0.00217132	0.05518339	-1.996091	0.000409791	0.0297041	0.36449	3.6054	0.317068	0.297573	0.120627	0.264732	0.1193219	0.4624749
781	1	-3715.53	-3714.043	-1.487102	0.6212166	0.2120099	0.0720416	0.0868142	0.280521	0.220184	0.202718	0.0809231	0.16148	0.345177	0.0973007	0.0454039	0.298123	0.446723	0.0940035	0.168525	0.0262824	0.0552113	0.0995852	0.261807	0.1584913	-0.1896084	0.0172517	0.516723	0.0110204	0.0106338	0.433726	0.0106452	0.2113208	-1.842056	0.000785412	0.0409786	0.41427	3.54397	0.309394	0.296447	0.139995	0.254164	0.02171236	9.73274
782	0	-3714.976	-3712.798	-2.178419	0.4798151	0.1499001	0.184483	0.209998	0.279815	0.221041	0.191676	0.270037	0.0762725	0.704095	0.252973	0.157663	0.499807	0.153667	0.0968369	0.056813	0.185698	0.140504	0.123144	0.232258	0.1684498	0.297889	0.00577533	0.544939	0.00826597	0.0101912	0.426375	0.00445322	0.005234128	-1.781118	5.27534e-05	0.0107299	0.241525	3.74769	0.311856	0.306549	0.116724	0.264871	0.3031231	0.01726733
783	1	-3719.157	-3721.699	2.542344	0.5664112	0.1921873	0.238754	0.0951049	0.161426	0.0798565	0.0810971	0.104004	0.0971536	0.370013	0.159719	0.0641788	0.0467389	0.323011	0.121744	0.377831	0.341752	0.0410695	0.175377	0.125905	0.1284899	-0.007112397	0.0205107	0.496005	0.00937232	0.00827093	0.451668	0.0141723	0.1129481	-2.051905	0.000401185	0.0293934	0.362962	3.60724	0.278583	0.308682	0.133544	0.279192	0.1058357	1.067202
784	0	-3712.45	-3708.212	-4.238724	0.4689894	0.1638298	0.0715771	0.0360667	0.240306	0.144812	0.14488	0.134725	0.0868552	0.628491	0.332237	0.278585	0.207008	0.157181	0.480341	0.202892	0.123358	0.40567	0.245911	0.16719	0.1505846	-0.1681838	0.00556866	0.555896	0.00551442	0.0103961	0.419949	0.00267541	0.1789462	-1.89323	0.000115572	0.0158497	0.283036	3.701	0.294054	0.296787	0.141218	0.267942	0.01076241	16.62696
785	1	-3713.959	-3715.797	1.837247	0.5372432	0.2078887	0.0928196	0.0327323	0.374507	0.168067	0.212937	0.123598	0.0799932	0.453615	0.183562	0.120729	0.239055	0.395746	0.0970779	0.226973	0.0749143	0.104089	0.153098	0.133734	0.155177	0.1276466	0.0140746	0.592046	0.00141927	0.00691042	0.377663	0.00788633	0.02183469	-1.863189	0.000690295	0.0384469	0.403931	3.55693	0.299867	0.304	0.124337	0.271796	0.1494813	0.1460697
786	0	-3717.897	-3711.612	-6.284627	0.3594839	0.1477674	0.181496	0.123191	0.303807	0.266734	0.198186	0.22529	0.116207	0.93596	0.218676	0.0998988	0.273325	0.461688	0.160662	0.0830891	0.551804	0.457151	0.0772717	0.176798	0.208093	-0.006718655	0.00772499	0.553804	0.00688771	0.010357	0.418368	0.00285804	0.1104667	-1.56977	4.61765e-05	0.0100417	0.235082	3.75483	0.291834	0.304049	0.120181	0.283937	0.1037481	1.064759
787	1	-3714.665	-3713.186	-1.479346	0.5715665	0.2446332	0.179834	0.0939978	0.346352	0.159042	0.159557	0.118801	0.157046	0.404032	0.18714	0.053531	0.259889	0.838315	0.0981232	0.172532	0.118986	0.0823782	0.269205	0.0433913	0.1921394	-0.04352075	0.0155453	0.529218	0.00440593	0.0130635	0.417126	0.0206413	0.05112565	-1.649534	0.001871	0.0628424	0.49003	3.44526	0.298073	0.303591	0.134823	0.263514	0.007604903	6.722723
788	0	-3708.157	-3708.697	0.5396334	0.3840261	0.1863296	0.318581	0.116205	0.602187	0.171414	0.237844	0.252282	0.109435	0.409856	0.227565	0.098037	0.280892	0.190883	0.155841	0.0995125	0.185207	0.160717	0.29085	0.187297	0.2203925	-0.1266961	0.00722763	0.613302	0.00759755	0.00670245	0.36156	0.00361059	0.1499779	-1.512345	0.000320046	0.02628	0.347049	3.62635	0.293896	0.31527	0.117009	0.273825	0.02328189	6.441828
789	1	-3712.479	-3717.017	4.537791	0.5816193	0.1730835	0.0848201	0.0504438	0.172847	0.115353	0.116543	0.156041	0.216405	0.405527	0.154611	0.0513989	0.200928	0.177147	0.0643156	0.28797	0.152467	0.0758487	0.0256035	0.242624	0.1245385	0.1040947	0.0112677	0.556008	0.0041875	0.0129041	0.396035	0.0195976	0.006817124	-2.08314	0.000181445	0.0198309	0.309884	3.6701	0.290939	0.316809	0.12203	0.270221	0.1109118	0.06146435
790	0	-3713.004	-3707.671	-5.333386	0.377746	0.1800473	0.235041	0.343603	0.835893	0.207869	0.199834	0.359256	0.123245	0.600738	0.324322	0.233037	0.207869	0.310398	0.433201	0.0782821	0.138637	0.296033	0.169795	0.208252	0.2768733	-0.009616791	0.00635691	0.539417	0.00870513	0.00647438	0.437602	0.00144447	0.05467408	-1.284195	0.000247088	0.0231155	0.329621	3.64702	0.289975	0.305746	0.1271	0.277179	0.04505729	1.213435
791	1	-3711.972	-3708.297	-3.674523	0.5709427	0.2033691	0.154523	0.10917	0.358748	0.168437	0.11159	0.104994	0.193268	0.625793	0.173255	0.0648436	0.291451	0.215302	0.281789	0.262104	0.27382	0.0523813	0.309383	0.403718	0.1912134	-0.01785573	0.0123225	0.561178	0.00422643	0.0027759	0.399717	0.0197798	0.1501009	-1.654365	0.000595568	0.0357414	0.392394	3.57127	0.306954	0.300296	0.124244	0.268506	0.1322452	1.13502
792	0	-3712.477	-3708.567	-3.91053	0.3330196	0.1856948	0.145963	0.132553	0.510636	0.254549	0.36266	0.404611	0.10364	0.633831	0.239526	0.11013	0.418048	0.15961	0.213039	0.0892748	0.147617	0.233854	0.180197	0.168821	0.1833768	0.1970399	0.00600754	0.534974	0.00916948	0.0147461	0.433998	0.00110442	0.06465761	-1.696212	0.000312036	0.0259518	0.345305	3.62843	0.30462	0.307427	0.120851	0.267102	0.2616975	0.24707
793	1	-3711.695	-3711.418	-0.2772125	0.5180349	0.1998677	0.124769	0.390493	0.237425	0.146832	0.156438	0.090402	0.217482	0.429656	0.125261	0.0693767	0.232981	0.290336	0.124068	0.206352	0.520686	0.0599832	0.240596	0.323608	0.1734669	-0.03850098	0.00682991	0.564838	0.0105727	0.00104471	0.402324	0.0143909	0.0659434	-1.751769	0.000528777	0.0336992	0.383313	3.58246	0.299173	0.318319	0.116885	0.265623	0.02744243	2.402973
794	0	-3710.818	-3708.715	-2.103696	0.4110733	0.1823245	0.394645	0.189508	0.519052	0.144105	0.24571	0.395761	0.0970909	0.362668	0.261837	0.190392	0.528011	0.154264	0.134765	0.0507991	0.16902	0.0985561	0.17901	0.195923	0.2057588	0.05986737	0.00597268	0.582247	0.0110679	0.00456763	0.394625	0.00152036	0.02705706	-1.581051	0.000271942	0.024241	0.335981	3.63951	0.284293	0.303633	0.13732	0.274755	0.08692443	0.3112711
795	1	-3710.424	-3712.967	2.5423	0.5645906	0.1860225	0.170927	0.0763676	0.31256	0.11592	0.184659	0.102462	0.127597	0.557967	0.129853	0.0894599	0.286384	0.19552	0.1412	0.25778	0.202513	0.0789367	0.0725591	0.263314	0.1802377	-0.1493441	0.00699015	0.544702	0.0110683	0.000990484	0.421183	0.0150655	0.1829029	-1.713478	0.000316153	0.026121	0.346206	3.62736	0.312652	0.311147	0.118536	0.257664	0.03355887	5.450211
796	0	-3715.744	-3711.836	-3.90808	0.3678391	0.2071112	0.306968	0.151818	0.409604	0.239033	0.298119	0.342511	0.104925	0.422786	0.196818	0.261895	0.265166	0.203201	0.179654	0.0821236	0.210422	0.256004	0.29323	0.2605	0.2484182	0.2062457	0.0059124	0.492836	0.0149116	0.00688695	0.477668	0.00178467	0.1632311	-1.392642	0.000673296	0.037976	0.401961	3.55939	0.273193	0.304186	0.132842	0.289779	0.3694768	0.4417898
797	1	-3706.426	-3712.352	5.926131	0.6763642	0.1941877	0.155201	0.0488367	0.242501	0.0905895	0.177827	0.108419	0.071113	0.488179	0.118205	0.0651553	0.25513	0.21381	0.223641	0.1896	0.162911	0.0657862	0.102159	0.180368	0.113993	0.0002440219	0.0115703	0.54786	0.00893836	0.0029264	0.423625	0.00508042	0.01630588	-2.171619	0.000432012	0.0304911	0.368319	3.60076	0.288947	0.3145	0.137353	0.2592	0.0165499	0.9852554
798	0	-3714.728	-3708.924	-5.803762	0.4418042	0.1648383	0.136726	0.0732895	0.441755	0.176908	0.250905	0.348528	0.127648	0.659866	0.151654	0.262015	0.309818	0.248809	0.143565	0.11938	0.0611359	0.51265	0.127335	0.104191	0.1880572	-0.175138	0.00659263	0.527363	0.00948834	0.00579791	0.447481	0.00327704	0.3230171	-1.671009	0.000121695	0.0162617	0.285994	3.69762	0.310617	0.307577	0.119775	0.262032	0.1478791	2.184332
799	1	-3719.393	-3728.425	9.03218	0.6955379	0.1422932	0.0730063	0.119064	0.12285	0.0860787	0.10289	0.123009	0.0797863	0.551256	0.12677	0.0661235	0.314577	0.219113	0.0424714	0.0713679	0.088091	0.0519397	0.12536	0.125441	0.08867132	0.04225234	0.0153476	0.548856	0.0118565	0.0117969	0.404017	0.00812523	0.002616527	-2.422819	3.22132e-05	0.00839324	0.218474	3.7731	0.276319	0.313276	0.120762	0.289642	0.04486887	0.05831497
800	0	-3708.106	-3710.001	1.894823	0.4233602	0.1945293	0.206091	0.466316	0.286501	0.187595	0.174092	0.195485	0.0827584	0.483917	0.235271	0.130225	0.194353	0.207194	0.111414	0.100785	0.126908	0.334392	0.0982009	0.0634796	0.1987546	-0.03606243	0.00955648	0.524434	0.00924082	0.00905849	0.444995	0.00271477	0.05837302	-1.615684	0.000437441	0.0306802	0.369229	3.59965	0.291563	0.298005	0.127757	0.282676	0.02231059	2.616382
801	1	-3705.343	-3707.334	1.990138	0.7331465	0.1797615	0.113795	0.0554776	0.20813	0.139015	0.18097	0.085188	0.111821	0.491644	0.234587	0.0523534	0.316876	0.382636	0.0657701	0.089009	0.12705	0.0369118	0.0475082	0.07304	0.135496	-0.02355123	0.0115229	0.466989	0.0102711	0.00909913	0.496554	0.00556316	0.1226099	-1.998813	0.000244092	0.022976	0.328819	3.64796	0.315774	0.295713	0.130664	0.257849	0.09905864	1.23775
802	0	-3704.99	-3710.806	5.81566	0.4349232	0.1762671	0.133564	0.10517	0.317169	0.160883	0.260536	0.240615	0.134374	0.378321	0.185003	0.0643742	0.228001	0.26423	0.09771	0.0673074	0.111843	0.2024	0.0828597	0.13294	0.1417344	0.05373188	0.0134583	0.519817	0.00915946	0.0125011	0.441078	0.00398643	0.02326079	-1.9538	0.000209591	0.0213026	0.31896	3.65953	0.303074	0.28231	0.141144	0.273473	0.07699267	0.3021169
803	1	-3706.875	-3713.886	7.010468	0.6564503	0.2196632	0.14755	0.061938	0.157571	0.130657	0.0923277	0.11228	0.114066	0.340382	0.170365	0.049708	0.224085	0.102065	0.19798	0.196468	0.0922928	0.0454542	0.127963	0.356543	0.1390292	0.1391997	0.011588	0.469631	0.0111849	0.00367467	0.499363	0.0045588	0.013399	-1.973071	0.000985405	0.0458333	0.433008	3.52017	0.301172	0.297453	0.140502	0.260873	0.1525987	0.08780543
804	0	-3709.542	-3708.571	-0.9708421	0.4775635	0.2110988	0.053067	0.0438	0.573518	0.168975	0.306555	0.215432	0.0699377	0.400318	0.136257	0.179834	0.304988	0.136121	0.2043	0.103786	0.0939196	0.17937	0.118048	0.218981	0.1535982	-0.05487177	0.0186297	0.517195	0.0103596	0.0124381	0.438853	0.00252521	0.1788329	-1.873415	0.000763645	0.0404137	0.411999	3.54682	0.296133	0.300056	0.133012	0.270799	0.1239612	1.442653
805	1	-3713.873	-3710.166	-3.707067	0.7023238	0.1533042	0.116965	0.0759202	0.221292	0.162858	0.132373	0.0856947	0.103181	0.856203	0.362831	0.0366741	0.395227	0.345355	0.175196	0.0651181	0.133182	0.038728	0.120454	0.209119	0.1162244	-0.03595483	0.0115968	0.471202	0.0046085	0.00852224	0.499742	0.00432858	0.07512015	-2.152232	6.47463e-05	0.0118815	0.251769	3.73628	0.326348	0.295597	0.124041	0.254014	0.03916532	1.918027
806	0	-3713.774	-3719.615	5.841353	0.5282818	0.1764416	0.108613	0.0471432	0.224786	0.113791	0.219051	0.160492	0.0604817	0.400798	0.178664	0.141121	0.336321	0.175868	0.152639	0.0886224	0.140077	0.169458	0.078653	0.168091	0.1297606	-0.04094869	0.0243075	0.532525	0.00685331	0.00423828	0.428157	0.00391928	0.1118842	-2.042064	0.000211222	0.0213848	0.319455	3.65895	0.283103	0.271254	0.160587	0.285056	0.07093552	1.577266
807	1	-3705.847	-3710.229	4.382368	0.6865615	0.2032996	0.193429	0.210407	0.158324	0.0926798	0.150159	0.0925313	0.203205	0.728284	0.251049	0.0655636	0.127116	0.114663	0.211385	0.0940714	0.226101	0.0585867	0.121369	0.232674	0.1465177	0.06159842	0.010261	0.564432	0.00425773	0.0101535	0.401588	0.00930852	0.01471038	-1.920609	0.000594187	0.0357004	0.392215	3.57149	0.297986	0.29769	0.138865	0.26546	0.0763088	0.1927743
808	0	-3707.789	-3708.622	0.8324293	0.4907235	0.2060467	0.12559	0.0595336	0.304889	0.187983	0.199151	0.240364	0.0425012	0.425687	0.212959	0.306333	0.371663	0.177008	0.149691	0.0864047	0.29551	0.296592	0.167287	0.0945245	0.1588897	0.0002073933	0.0143855	0.548814	0.00486038	0.00414578	0.418813	0.00898152	0.008032986	-1.839545	0.000650504	0.0373351	0.399254	3.56276	0.324788	0.313445	0.117418	0.244349	0.00824038	0.9748321
809	1	-3714.671	-3714.405	-0.2656988	0.6587591	0.2002273	0.15752	0.175043	0.250732	0.11717	0.118844	0.0951875	0.153235	0.65375	0.274523	0.0603193	0.312854	0.354105	0.207533	0.175742	0.17411	0.0602721	0.4573	0.0734997	0.1615135	0.0287948	0.0139939	0.521346	0.00361248	0.00987067	0.440956	0.010221	0.01559983	-1.823166	0.000535379	0.0339067	0.384251	3.58131	0.296143	0.314816	0.140511	0.24853	0.04439463	0.3513901
810	0	-3709.806	-3711.377	1.571686	0.4556971	0.2155145	0.440247	0.120344	0.442992	0.164808	0.176299	0.25228	0.0858258	0.414227	0.104879	0.144868	0.212738	0.205502	0.315099	0.118818	0.230318	0.157538	0.106367	0.140948	0.200159	-0.1198028	0.011443	0.546047	0.00296039	0.0153642	0.416701	0.00748364	0.1481253	-1.608643	0.000873136	0.0431778	0.422925	3.53302	0.286917	0.30451	0.135167	0.273407	0.02832245	5.229961
811	1	-3712.754	-3713.785	1.031151	0.7148641	0.1772082	0.206775	0.0499032	0.204524	0.105814	0.144339	0.0689909	0.0554334	0.442887	0.155695	0.0309039	0.19355	0.211821	0.0368694	0.251589	0.395548	0.0775256	0.188075	0.180443	0.1164375	-0.03651411	0.0139867	0.521079	0.00443887	0.00954928	0.44073	0.0102158	0.06751426	-2.150401	0.000218501	0.0217474	0.321626	3.65641	0.281655	0.321554	0.133484	0.263307	0.03100015	2.177869
812	0	-3710.393	-3717.784	7.390778	0.3562012	0.1998634	0.136225	0.147396	0.317147	0.166863	0.189425	0.236877	0.0630574	0.352386	0.142092	0.140531	0.18607	0.196165	0.176595	0.130762	0.118353	0.147319	0.129949	0.228812	0.1574144	-0.1278927	0.0218761	0.536215	0.00693824	0.0150876	0.409198	0.0106843	0.129874	-1.848873	0.000528697	0.0336967	0.383301	3.58247	0.306286	0.302339	0.131734	0.259641	0.001981299	65.54989
813	1	-3704.957	-3710.156	5.199264	0.6567463	0.2130572	0.19414	0.0927412	0.241126	0.107831	0.141626	0.0790015	0.169072	0.500305	0.249959	0.068398	0.24457	0.163797	0.0822455	0.0969362	0.295788	0.0534054	0.197042	0.186578	0.1367169	0.003665812	0.00979007	0.527945	0.00566254	0.00412559	0.447613	0.00486329	0.02754737	-1.989843	0.000810959	0.0416314	0.416869	3.54069	0.282514	0.293933	0.133819	0.289734	0.03121319	0.8825557
814	0	-3718.192	-3717.375	-0.8167389	0.4538921	0.2019518	0.183188	0.0875667	0.409054	0.135873	0.254691	0.293017	0.0701696	0.34947	0.250701	0.285711	0.409528	0.222951	0.19285	0.0792552	0.17818	0.265124	0.213891	0.216668	0.1646178	0.06523937	0.0234283	0.465831	0.00599214	0.0130302	0.480306	0.0114124	0.05544556	-1.804129	0.000567856	0.034909	0.388733	3.57579	0.278101	0.318363	0.132563	0.270973	0.1206849	0.4594241
815	1	-3711.203	-3712.383	1.179642	0.7039224	0.1722753	0.307422	0.0939998	0.212545	0.0943434	0.145794	0.117011	0.106292	0.871309	0.341242	0.0600773	0.121382	0.191661	0.156748	0.163323	0.11316	0.0871985	0.105784	0.139361	0.1584871	-0.2636866	0.0097956	0.528568	0.00493519	0.003792	0.448141	0.00476775	0.3035344	-1.842082	0.000174774	0.0194654	0.307567	3.67279	0.293337	0.287102	0.139713	0.279848	0.03984781	7.617343
816	0	-3717.269	-3718.227	0.958359	0.4034959	0.2084277	0.271962	0.089321	0.283649	0.168541	0.207926	0.248587	0.0611191	0.607502	0.230283	0.232352	0.285529	0.140024	0.175479	0.0888758	0.139269	0.0946023	0.331557	0.081845	0.1722301	0.1651026	0.0185797	0.51284	0.00819503	0.0120968	0.445902	0.00238641	0.001247305	-1.758924	0.000702253	0.0387745	0.405293	3.55523	0.273327	0.32951	0.148359	0.248804	0.1663499	0.007498082
817	1	-3712.922	-3713.822	0.9004398	0.6446067	0.222173	0.243154	0.0780607	0.20541	0.137223	0.138363	0.111132	0.167373	0.434871	0.246849	0.0357774	0.0963531	0.15054	0.124919	0.127985	0.123094	0.0623073	0.225704	0.535896	0.1459397	-0.1432412	0.0162404	0.521176	0.00689535	0.00164036	0.444933	0.00911458	0.2305811	-1.924562	0.00105789	0.047466	0.439023	3.51245	0.296884	0.286353	0.129699	0.287064	0.08733996	2.640041
818	0	-3705.841	-3709.702	3.861229	0.4128286	0.1819586	0.134154	0.0465898	0.354824	0.133002	0.190367	0.26235	0.0910301	0.388892	0.227494	0.149517	0.0983717	0.169405	0.2869	0.108152	0.229887	0.17512	0.125422	0.237035	0.1663605	-0.1265484	0.0132576	0.532832	0.0085145	0.0125684	0.430348	0.00247944	0.1365398	-1.793598	0.00026783	0.0240585	0.334962	3.64071	0.30513	0.3035	0.13497	0.2564	0.009991385	13.66576
819	1	-3712.04	-3708.488	-3.552575	0.6390019	0.1811735	0.203297	0.0365345	0.404463	0.184016	0.213203	0.144173	0.062313	0.43962	0.297745	0.0679713	0.419091	0.341056	0.139402	0.163569	0.0601716	0.156315	0.334648	0.119748	0.1692097	0.1328262	0.0136566	0.522108	0.00764628	0.00164329	0.445728	0.00921719	0.03964832	-1.776616	0.00025916	0.023669	0.332772	3.6433	0.285436	0.305919	0.142716	0.26593	0.1724745	0.2298793
820	0	-3717.837	-3715.615	-2.221925	0.3889632	0.2500109	0.281265	0.328358	0.324743	0.2067	0.163944	0.247745	0.0591177	0.546336	0.115201	0.254076	0.204657	0.168611	0.41017	0.0869003	0.25547	0.226044	0.0952314	0.213359	0.2229927	-0.01549938	0.0116967	0.528168	0.00813351	0.0100468	0.436741	0.00521372	0.1283979	-1.500616	0.00211226	0.0666978	0.501509	3.42968	0.315865	0.28147	0.124384	0.278281	0.1128985	1.137286
821	1	-3708.912	-3715.043	6.131288	0.5542891	0.2378007	0.126889	0.0952611	0.303806	0.116104	0.17626	0.0853855	0.0687364	0.454522	0.267563	0.0649723	0.1651	0.155774	0.115727	0.12373	0.288385	0.0927191	0.175189	0.159222	0.1208772	0.04416948	0.0140598	0.537525	0.00895866	0.000422111	0.429545	0.00948935	0.02620041	-2.11298	0.00159113	0.0580324	0.475043	3.46533	0.308731	0.283443	0.137904	0.269923	0.07036989	0.3723241
822	0	-3711.64	-3708.351	-3.288689	0.4460486	0.1619581	0.16571	0.0919175	0.49102	0.211551	0.233792	0.335513	0.0971878	0.595467	0.415107	0.216803	0.255429	0.131154	0.0818029	0.0941319	0.123715	0.183915	0.439285	0.255798	0.2248033	0.01061499	0.0114062	0.589128	0.00907226	0.0112064	0.376301	0.0028866	0.07957961	-1.49253	0.000104834	0.0150997	0.277528	3.70727	0.29182	0.290057	0.123722	0.294401	0.0901946	0.8823101
823	1	-3719.449	-3714.513	-4.936194	0.633744	0.2110152	0.153467	0.0344511	0.247437	0.193856	0.176754	0.118668	0.444382	0.441526	0.309731	0.0698596	0.35448	0.236401	0.0720068	0.231895	0.124892	0.0533274	0.0525262	0.16223	0.1891441	0.2455068	0.0160647	0.545174	0.00543042	0.000579062	0.423398	0.00935356	0.02855236	-1.665246	0.00076167	0.040362	0.41179	3.54709	0.285591	0.309068	0.132325	0.273017	0.2740591	0.1041832
824	0	-3705.222	-3710.272	5.050471	0.4222595	0.1830908	0.267493	0.157501	0.342676	0.158369	0.157854	0.225129	0.104116	0.327089	0.134307	0.232378	0.144574	0.34791	0.235543	0.0895002	0.192811	0.151937	0.0778151	0.115564	0.1911865	0.08216211	0.0102788	0.561582	0.0109568	0.011793	0.400116	0.00527401	0.004543608	-1.654506	0.000280705	0.0246253	0.33811	3.63698	0.312251	0.29556	0.126672	0.265517	0.08670572	0.05240263
825	1	-3704.825	-3710.668	5.843865	0.663786	0.1838598	0.140938	0.0816348	0.220183	0.11782	0.119048	0.128406	0.176331	0.599127	0.181501	0.0606323	0.213743	0.32602	0.0611873	0.150886	0.0905417	0.0725604	0.112549	0.0593264	0.1096148	-0.04228474	0.0111932	0.567531	0.00416032	0.000827026	0.40818	0.00810825	0.06617719	-2.210783	0.000289706	0.0250138	0.340241	3.63446	0.280619	0.297855	0.132583	0.288942	0.02389245	2.769795
826	0	-3714.482	-3715.201	0.7199768	0.4495961	0.1688275	0.240845	0.234381	0.213478	0.112803	0.132285	0.203848	0.0761511	0.302461	0.165615	0.264621	0.208348	0.119144	0.542014	0.101895	0.253248	0.341548	0.18391	0.327167	0.1834611	0.1387839	0.0151439	0.554435	0.0123505	0.0109575	0.395024	0.0120886	0.03189881	-1.695753	0.000148362	0.0179442	0.29762	3.68429	0.28145	0.319375	0.120888	0.278287	0.1706828	0.1868895
827	1	-3716.908	-3716.382	-0.5256822	0.6123968	0.1765532	0.27635	0.0670489	0.258503	0.241403	0.191018	0.138099	0.108353	0.520938	0.331323	0.0586476	0.205201	0.150788	0.0521929	0.167075	0.392825	0.0687456	0.127323	0.254656	0.1756911	0.0272752	0.0123591	0.551758	0.00211057	0.00059118	0.41477	0.018411	0.06874412	-1.739028	0.00021227	0.0214374	0.319771	3.65858	0.276033	0.326502	0.122192	0.275273	0.09601932	0.7159405
828	0	-3706.797	-3711.27	4.472562	0.5288136	0.1812951	0.0783244	0.0528098	0.26819	0.0960646	0.134126	0.229501	0.0643038	0.57603	0.184642	0.169815	0.178872	0.161024	0.170015	0.146455	0.21187	0.154062	0.169352	0.0927949	0.1661009	0.0398627	0.0132736	0.53291	0.00997303	0.00617181	0.42565	0.0120207	0.0745304	-1.79516	0.000260489	0.0237292	0.333112	3.6429	0.314048	0.278982	0.140189	0.266781	0.1143931	0.6515288
829	1	-3712.444	-3711.882	-0.5612628	0.6003733	0.1864322	0.0843966	0.0512237	0.169179	0.120944	0.135059	0.0881399	0.0738013	0.431062	0.116371	0.0370596	0.362518	0.310708	0.190368	0.150473	0.109078	0.131476	0.126963	0.420516	0.1507402	0.08200743	0.0122342	0.546182	0.0119075	0.00087303	0.410578	0.0182249	0.1747532	-1.892197	0.000321355	0.0263332	0.347331	3.62601	0.296727	0.302823	0.127197	0.273253	0.2567606	0.6806074
830	0	-3711.159	-3713.914	2.755474	0.4545343	0.2164317	0.0475118	0.0717177	0.301955	0.128373	0.249259	0.285636	0.0919559	0.47702	0.257874	0.214936	0.119324	0.0668472	0.0672994	0.110624	0.130631	0.198821	0.0622122	0.277847	0.1459845	0.1327134	0.0124701	0.511307	0.0106082	0.00903047	0.452759	0.00382564	0.002363528	-1.924255	0.000897158	0.04376	0.425169	3.53017	0.286639	0.309723	0.140019	0.263619	0.1350769	0.01749764
831	1	-3720.921	-3714.878	-6.042811	0.6023542	0.1800968	0.480779	0.101957	0.265249	0.244013	0.193692	0.12242	0.162665	0.766829	0.558467	0.0549859	0.0917853	0.151097	0.0578741	0.0729624	0.36669	0.0722741	0.111718	0.232415	0.2173838	-0.04408622	0.012755	0.552792	0.00644516	0.00370261	0.415547	0.0087576	0.04838174	-1.526091	0.00024761	0.0231397	0.32976	3.64685	0.31517	0.28917	0.116017	0.279642	0.004295527	11.26328
832	0	-3708.789	-3710.452	1.662852	0.4334894	0.1967394	0.200547	0.0902642	0.301528	0.155661	0.230207	0.217748	0.0721711	0.391029	0.148735	0.132513	0.236519	0.402709	0.224891	0.0847802	0.221137	0.112526	0.226517	0.240817	0.1579342	-0.0655087	0.0102546	0.51707	0.0159255	0.010956	0.442063	0.00373096	0.1501366	-1.845577	0.00047376	0.0319159	0.375095	3.59252	0.321864	0.312562	0.130039	0.235534	0.08462787	1.774079
833	1	-3707.569	-3708.41	0.8416333	0.7452825	0.210218	0.263321	0.115043	0.23418	0.130682	0.207879	0.150762	0.131586	0.531096	0.208067	0.0640074	0.23295	0.128984	0.0644093	0.313135	0.0817201	0.0463342	0.103862	0.534315	0.1478884	0.02821031	0.0128056	0.554986	0.00300521	0.0037173	0.417196	0.00828938	0.02592839	-1.911297	0.000743006	0.0398704	0.409796	3.54959	0.311324	0.283569	0.137413	0.267695	0.05413869	0.4789252
834	0	-3714.21	-3712.555	-1.655787	0.3749451	0.1994378	0.148204	0.235149	0.538754	0.2063	0.322446	0.324306	0.103566	0.423274	0.219885	0.153867	0.331014	0.19368	0.667191	0.136745	0.129655	0.260501	0.109062	0.160747	0.2115187	0.04291438	0.0116052	0.504	0.00790357	0.0123989	0.445198	0.0188944	0.02624225	-1.553442	0.00052096	0.0334518	0.382189	3.58384	0.301651	0.29796	0.127014	0.273376	0.06915663	0.3794611
835	1	-3717.335	-3715.952	-1.383137	0.576889	0.1877708	0.337517	0.112286	0.172569	0.28028	0.137196	0.137998	0.129067	0.853584	0.230043	0.0504654	0.373747	0.122471	0.063135	0.234617	0.224812	0.0765044	0.11679	0.254711	0.1941257	-0.04962154	0.0102976	0.522651	0.00662114	0.00672668	0.449825	0.00387913	0.06605817	-1.639249	0.000338786	0.0270317	0.350995	3.62163	0.288019	0.300981	0.136564	0.274436	0.01643662	4.018962
