Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
52	0	-3716.083	-3710.69	-5.393093	0.4966122	0.1751482	0.176976	0.0833095	0.233527	0.12989	0.250739	0.176708	0.0638304	0.685229	0.24668	0.138953	0.452734	0.137745	0.133907	0.0751811	0.377911	0.513797	0.328932	0.39573	0.2380643	-0.05366391	0.0104005	0.523005	0.00925292	0.00539228	0.451213	0.000736469	0.07485126	-1.435215	0.000199352	0.0207796	0.31578	3.66324	0.278895	0.314206	0.121038	0.285861	0.02118735	3.532828
53	1	-3712.919	-3707.592	-5.326558	0.2693092	0.1761269	0.189851	0.298566	0.528072	0.305781	0.2934	0.276641	0.316227	0.631297	0.401299	0.0653192	0.195258	0.202261	0.166949	0.143659	0.486415	0.120016	0.0862789	0.41154	0.2350371	0.06142887	0.0119366	0.54179	0.00677162	0.00687296	0.429662	0.00296648	0.006686266	-1.448012	0.000208287	0.0212367	0.318562	3.65999	0.281292	0.329647	0.125154	0.263907	0.06811514	0.09816124
54	0	-3716.591	-3718.497	1.906316	0.6421445	0.161739	0.18181	0.109796	0.213788	0.11681	0.151366	0.0786306	0.0696298	0.546843	0.245067	0.090882	0.296437	0.254225	0.0734312	0.0491403	0.0908137	0.285941	0.121012	0.228416	0.1831168	0.02616645	0.013751	0.517517	0.0107522	0.0102432	0.446478	0.00125787	0.04627912	-1.697631	0.000103629	0.0150132	0.276882	3.708	0.291231	0.297112	0.138363	0.273294	0.07244557	0.6388123
55	1	-3713.475	-3711.814	-1.660427	0.3568466	0.1590231	0.118895	0.174514	0.432989	0.148193	0.334649	0.225047	0.239509	0.340299	0.167692	0.067032	0.299143	0.180333	0.133438	0.0758933	0.329785	0.105801	0.495637	0.469171	0.2213736	0.03467144	0.0113121	0.521175	0.0052893	0.0170838	0.44295	0.00218954	0.003697954	-1.507904	8.95527e-05	0.0139619	0.268843	3.71711	0.311134	0.286585	0.12996	0.272321	0.03836939	0.09637771
56	0	-3703.81	-3709.819	6.009461	0.6834926	0.198196	0.176674	0.0825091	0.200055	0.10261	0.129819	0.135172	0.044981	0.436115	0.150115	0.115876	0.44601	0.198157	0.208393	0.0632765	0.206628	0.089745	0.139751	0.103098	0.1493622	0.02951102	0.0110492	0.497717	0.0112691	0.0107357	0.467946	0.00128293	0.01706379	-1.901381	0.000498841	0.0327413	0.378933	3.58783	0.310764	0.284902	0.137959	0.266376	0.04657481	0.3663738
57	1	-3708.772	-3705.488	-3.284002	0.417676	0.2043186	0.239332	0.0755578	0.45269	0.205523	0.222733	0.179183	0.118449	0.407792	0.251389	0.0654711	0.174632	0.350074	0.0879191	0.463781	0.223436	0.126931	0.131886	0.384796	0.1461068	0.1395618	0.0125611	0.55128	0.00859165	0.0108013	0.41445	0.00231601	0.003691742	-1.923418	0.000614661	0.0363035	0.394835	3.56825	0.294973	0.303628	0.125745	0.275654	0.1432535	0.02577069
58	0	-3707.777	-3711.014	3.237275	0.6845858	0.201359	0.158128	0.0668644	0.194891	0.0979377	0.0886598	0.114159	0.0523147	0.422641	0.142636	0.142956	0.483305	0.115185	0.305005	0.0560871	0.160976	0.174819	0.133431	0.057479	0.1296411	0.09356241	0.0154195	0.496481	0.00679562	0.0133773	0.466784	0.00114286	0.09301285	-2.042986	0.000556538	0.0345631	0.387195	3.57768	0.329388	0.286358	0.137982	0.246271	0.1865753	0.4985272
59	1	-3708.184	-3707.283	-0.9011372	0.4438412	0.1841747	0.167646	0.0613602	0.365299	0.170648	0.228599	0.118554	0.230128	0.359833	0.248296	0.103739	0.294795	0.264002	0.221026	0.27201	0.211109	0.108052	0.222115	0.10853	0.2129266	0.4432313	0.0105013	0.52968	0.00849087	0.00780891	0.440336	0.00318377	0.002496833	-1.546808	0.000293452	0.0251737	0.341113	3.63342	0.316977	0.302265	0.130696	0.250061	0.4457281	0.005601696
60	0	-3710.703	-3715.519	4.816572	0.6410673	0.2372853	0.252334	0.22902	0.169865	0.112507	0.138284	0.165195	0.0766251	0.350001	0.228908	0.183698	0.408378	0.193294	0.114004	0.0678086	0.286188	0.152469	0.0796384	0.111837	0.1828332	-0.054683	0.00897416	0.436496	0.0101937	0.0061539	0.537407	0.000774725	0.06472199	-1.699181	0.0015712	0.0576739	0.473894	3.46686	0.303226	0.286892	0.162267	0.247614	0.01003899	6.447059
61	1	-3709.075	-3710.198	1.123101	0.4654485	0.2071362	0.166735	0.125293	0.26259	0.159365	0.120748	0.186467	0.276838	0.378585	0.446323	0.0961962	0.156627	0.304671	0.175288	0.393409	0.23904	0.0913998	0.10948	0.221901	0.2160933	0.1769106	0.0128769	0.528061	0.00766251	0.0104352	0.43899	0.00197505	0.0008868033	-1.532045	0.000673839	0.0379912	0.402025	3.55931	0.299712	0.298224	0.13801	0.264054	0.1777974	0.004987717
62	0	-3710.542	-3710.284	-0.2578421	0.5338319	0.2128919	0.111243	0.0496508	0.526661	0.161606	0.199307	0.295469	0.0844142	0.533858	0.186877	0.173029	0.303076	0.206803	0.122581	0.0666641	0.225644	0.217282	0.188645	0.14324	0.1669536	-0.04400853	0.00920246	0.423961	0.00601367	0.0082972	0.55088	0.00164496	0.1124019	-1.790039	0.000806888	0.0415281	0.41646	3.54121	0.313944	0.297755	0.141585	0.246715	0.06839338	1.643462
63	1	-3711.642	-3706.418	-5.223351	0.4213471	0.2037457	0.24926	0.206903	0.451921	0.234676	0.262479	0.143055	0.333993	0.282308	0.440948	0.0541637	0.258938	0.416564	0.201027	0.252012	0.189723	0.0795083	0.318865	0.533569	0.2453895	0.1996509	0.00938884	0.533486	0.00595576	0.00430579	0.4435	0.00336305	0.001188409	-1.404909	0.00060309	0.0359639	0.393363	3.57007	0.298912	0.303505	0.133793	0.26379	0.2008393	0.005917212
64	0	-3711.354	-3707.008	-4.346311	0.4707958	0.1888256	0.121845	0.172221	0.372398	0.157674	0.162524	0.276044	0.0561435	0.53735	0.267166	0.162208	0.227372	0.463111	0.282086	0.0652382	0.288568	0.0718687	0.0755671	0.0974722	0.1871254	0.1826711	0.0143798	0.558774	0.00346441	0.00581828	0.416694	0.000868713	0.1163932	-1.675976	0.000352999	0.0275879	0.35387	3.61819	0.296395	0.298852	0.13399	0.270763	0.2990642	0.3891912
65	1	-3709.056	-3709.38	0.3234802	0.484957	0.192135	0.232883	0.0898875	0.359273	0.245258	0.285051	0.207094	0.210837	0.426873	0.131839	0.0708254	0.273611	0.367727	0.111142	0.204317	0.190541	0.0934511	0.151696	0.294891	0.2276373	0.1216059	0.0130901	0.539437	0.00600061	0.00468482	0.4335	0.00328722	0.001602121	-1.480002	0.000400401	0.029365	0.362821	3.60741	0.27686	0.314881	0.121632	0.286627	0.123208	0.01300338
66	0	-3705.281	-3704.65	-0.631384	0.4733854	0.2048357	0.243939	0.205197	0.346332	0.218324	0.193154	0.233122	0.0687733	0.522153	0.237189	0.222662	0.153623	0.23972	0.143268	0.090623	0.332514	0.0886911	0.0745358	0.397236	0.2057178	0.01508571	0.0131867	0.554568	0.00764192	0.00604176	0.418248	0.000314014	0.07568003	-1.58125	0.000625237	0.036611	0.39616	3.5666	0.286925	0.315969	0.120788	0.276319	0.09076574	0.8337951
67	1	-3705.522	-3707.857	2.334571	0.4046765	0.1958646	0.129643	0.140804	0.295178	0.197636	0.231742	0.15925	0.251738	0.342665	0.174936	0.0481892	0.227438	0.386003	0.337294	0.115274	0.270443	0.112732	0.0616114	0.101332	0.172782	0.07548951	0.00986046	0.541801	0.00699055	0.0142784	0.424169	0.00290144	0.001055761	-1.755725	0.000459136	0.0314243	0.372779	3.59534	0.31367	0.292841	0.125969	0.26752	0.07654527	0.01379264
68	0	-3726.393	-3718.656	-7.736673	0.6760098	0.2402419	0.0715513	0.126199	0.461406	0.223126	0.118836	0.526181	0.0613315	0.80579	0.495033	0.190454	0.219649	0.247491	0.196296	0.0479832	0.233044	0.1102	0.0857075	0.185966	0.2152659	-0.13947	0.0108839	0.465743	0.00732821	0.0104565	0.505359	0.000229145	0.1747581	-1.535881	0.00168775	0.059739	0.48045	3.45812	0.293565	0.314539	0.125188	0.266709	0.03528808	4.952326
69	1	-3711.656	-3716.537	4.881536	0.6298995	0.2612014	0.229159	0.140126	0.30799	0.147708	0.159687	0.153249	0.14637	0.226026	0.340633	0.0497408	0.156592	0.504624	0.175798	0.0888756	0.142966	0.0524382	0.0937111	0.116888	0.150997	0.04840516	0.00909464	0.553701	0.00729991	0.0112912	0.41681	0.00180313	0.0006341666	-1.890495	0.00267542	0.0748903	0.52452	3.39791	0.290674	0.309378	0.118943	0.281005	0.04903933	0.0129318
70	0	-3719.8	-3712.248	-7.55223	0.5768732	0.1494418	0.144398	0.145093	0.400512	0.139715	0.261453	0.288031	0.0363365	0.820195	0.228754	0.243541	0.191826	0.359113	0.157096	0.0754492	0.0587749	0.484467	0.0968946	0.208128	0.1507053	-0.1443405	0.00866626	0.54154	0.00541833	0.0106332	0.433559	0.000183242	0.1897932	-1.892429	5.12818e-05	0.0105798	0.240142	3.74923	0.291525	0.312353	0.131267	0.264855	0.04545278	4.175613
71	1	-3712.165	-3712.442	0.2767476	0.5689645	0.2170921	0.157871	0.211735	0.355448	0.178162	0.19062	0.156503	0.223177	0.31633	0.379604	0.08707	0.145002	0.86148	0.13344	0.226251	0.201639	0.0843864	0.257309	0.104274	0.1767343	0.03148829	0.0104334	0.491969	0.00796977	0.00589617	0.478166	0.00556612	0.001878493	-1.733108	0.000914735	0.044181	0.42678	3.52812	0.303465	0.309691	0.141024	0.245819	0.03336678	0.05629829
72	0	-3707.968	-3708.424	0.4559124	0.5374463	0.1817991	0.284	0.244681	0.479125	0.146262	0.180418	0.1989	0.0816725	0.45089	0.155424	0.159241	0.242195	0.257968	0.231285	0.0696729	0.237078	0.074463	0.120212	0.119586	0.2067229	-0.05572929	0.0170482	0.543237	0.00875307	0.00614321	0.42452	0.000298681	0.1301616	-1.576376	0.000266052	0.0239792	0.334518	3.64124	0.298333	0.304536	0.12308	0.274051	0.07443231	1.748724
73	1	-3709.734	-3713.419	3.685339	0.541963	0.1825384	0.0926971	0.0798202	0.245005	0.170803	0.218155	0.111367	0.124397	0.507177	0.201628	0.069585	0.110381	0.503289	0.125965	0.0498669	0.132878	0.0674501	0.137974	0.101957	0.1229986	0.2271695	0.00582191	0.588494	0.00865481	0.00879289	0.384217	0.00401909	0.004384047	-2.095582	0.000274368	0.0243481	0.336576	3.6388	0.319294	0.304438	0.136036	0.240232	0.2315535	0.01893319
74	0	-3706.573	-3710.294	3.721249	0.5880477	0.2330529	0.175275	0.120566	0.332046	0.121323	0.188252	0.179996	0.0872446	0.418962	0.139914	0.142486	0.440217	0.069263	0.141216	0.0581527	0.0844062	0.253401	0.0829327	0.229216	0.1510298	-0.1142197	0.0160988	0.529671	0.00818792	0.0113927	0.43434	0.00030926	0.1339647	-1.890278	0.00141374	0.0547541	0.464359	3.47947	0.303314	0.30962	0.124091	0.262975	0.01974499	6.784743
75	1	-3729.87	-3722.658	-7.211844	0.4497397	0.1743081	0.275906	0.188651	0.39563	0.14723	0.191186	0.278503	0.13578	0.630301	0.278668	0.100453	0.263022	0.477735	0.0449522	0.261144	0.21473	0.363392	0.130927	0.118878	0.2297312	0.4742388	0.00672513	0.601289	0.00915354	0.00792202	0.372169	0.00274103	0.004578198	-1.470846	0.000191914	0.020391	0.313386	3.66603	0.286444	0.342972	0.116804	0.25378	0.478817	0.009561478
76	0	-3705.28	-3705.225	-0.05439413	0.5091869	0.2136934	0.228107	0.143118	0.190387	0.130052	0.124227	0.177668	0.073693	0.425213	0.294629	0.154601	0.438085	0.0809179	0.236368	0.0596483	0.365105	0.242397	0.0695236	0.0539212	0.1767028	-0.1788158	0.0132612	0.515598	0.010301	0.00884886	0.451659	0.000331919	0.1817538	-1.733286	0.000826752	0.0420298	0.418443	3.5387	0.303211	0.309515	0.124388	0.262886	0.002937938	61.8644
77	1	-3708.943	-3710.403	1.459292	0.4444763	0.1819016	0.17692	0.0827337	0.336503	0.132948	0.294192	0.127337	0.0995094	0.590687	0.220261	0.073556	0.130277	0.303741	0.0939557	0.140832	0.287544	0.118482	0.241867	0.131924	0.1776645	0.250347	0.012123	0.573125	0.00454308	0.00622606	0.402546	0.00143675	0.003074795	-1.727858	0.000267194	0.0240302	0.334803	3.6409	0.316782	0.303686	0.133617	0.245915	0.2534218	0.01213311
78	0	-3710.65	-3713.232	2.581863	0.4854174	0.1390714	0.203509	0.170672	0.263137	0.146891	0.118499	0.145278	0.0895771	0.534191	0.267144	0.273967	0.321097	0.204853	0.156144	0.0606161	0.195461	0.0935606	0.154298	0.126786	0.1401698	-0.1458333	0.0135678	0.567783	0.00886547	0.0108453	0.397819	0.00111963	0.1583641	-1.9649	2.57174e-05	0.00750251	0.20867	3.7838	0.299121	0.311758	0.136621	0.252501	0.01253081	12.63798
79	1	-3715.236	-3709.811	-5.425474	0.4623609	0.1702321	0.23295	0.0829953	0.314037	0.267247	0.344424	0.094526	0.122594	0.398709	0.259117	0.094846	0.242258	0.620398	0.325281	0.491336	0.123666	0.0741673	0.388036	0.297423	0.1858852	0.1115151	0.0134352	0.481274	0.00720205	0.00439495	0.492197	0.00149641	0.001059109	-1.682626	0.00015873	0.0185565	0.301683	3.6796	0.304727	0.286813	0.141875	0.266585	0.1125742	0.009408098
80	0	-3708.631	-3710.179	1.547599	0.6027721	0.1754616	0.168429	0.0891475	0.400535	0.133955	0.170713	0.284892	0.054281	0.612866	0.167619	0.180292	0.278596	0.143029	0.0942007	0.0749781	0.071365	0.111654	0.223599	0.228497	0.1389907	-0.09176143	0.0161041	0.475715	0.0116533	0.00482126	0.486436	0.00526973	0.1209415	-1.973348	0.000202182	0.0209255	0.316672	3.6622	0.303804	0.3014	0.141146	0.253651	0.02918012	4.144656
81	1	-3719.979	-3710.5	-9.478655	0.3794386	0.1882245	0.197124	0.110818	0.291693	0.202488	0.183157	0.189266	0.102791	0.303373	0.204465	0.135245	0.668473	0.398193	0.135811	0.606531	0.550338	0.136237	0.156392	0.757685	0.3048448	0.2345044	0.010246	0.536756	0.00449121	0.00817159	0.439155	0.00118008	0.001107155	-1.187953	0.000344848	0.0272703	0.352233	3.62015	0.323909	0.285898	0.12052	0.269672	0.2356116	0.004699069
82	0	-3709.585	-3713.126	3.540658	0.5466017	0.1814261	0.19493	0.0748951	0.279668	0.103816	0.166165	0.189293	0.0776466	0.306752	0.088771	0.12897	0.236411	0.213905	0.075587	0.0549057	0.139508	0.183305	0.157312	0.153268	0.1858775	0.04983232	0.0124903	0.489793	0.0105306	0.0114857	0.469888	0.00581232	0.1493388	-1.682667	0.000261927	0.0237941	0.333477	3.64247	0.305267	0.306499	0.122449	0.265784	0.1991712	0.7498015
83	1	-3713.143	-3712.809	-0.3344373	0.4756712	0.1596467	0.164195	0.128024	0.267099	0.159205	0.193807	0.130996	0.102354	0.602046	0.115375	0.0868753	0.331259	0.383683	0.278282	0.277247	0.313747	0.0824855	0.378024	0.30602	0.1822748	0.005922407	0.014501	0.572514	0.00649426	0.00893779	0.396449	0.00110406	0.001953351	-1.70224	9.26465e-05	0.0141998	0.270693	3.71501	0.29039	0.299663	0.118359	0.291588	0.007875758	0.2480207
84	0	-3708.939	-3711.48	2.541419	0.4532849	0.1874563	0.285773	0.170673	0.310232	0.157157	0.207347	0.209879	0.0898933	0.365655	0.321854	0.28854	0.374058	0.248597	0.122386	0.096085	0.107128	0.127582	0.128223	0.19447	0.2148872	0.005364854	0.0128782	0.500053	0.0107512	0.00990134	0.460482	0.00593407	0.04771803	-1.537642	0.00033463	0.0268669	0.350136	3.62266	0.31543	0.280465	0.13539	0.268715	0.05308288	0.8989344
85	1	-3709.012	-3710.875	1.862659	0.5414399	0.2028621	0.258565	0.164017	0.24983	0.161401	0.157861	0.119686	0.207539	0.369773	0.489919	0.0743296	0.242649	0.314857	0.232457	0.122377	0.111865	0.0427554	0.12864	0.146303	0.1564928	0.0124122	0.0145759	0.537339	0.00782126	0.00784916	0.43094	0.00147499	0.05973775	-1.854745	0.000585548	0.0354428	0.391086	3.57289	0.27366	0.31111	0.120833	0.294397	0.07214995	0.8279666
86	0	-3708.224	-3708.762	0.5388913	0.5579625	0.2273042	0.0914197	0.0681675	0.27168	0.20461	0.184537	0.226146	0.0390513	0.351285	0.260079	0.219451	0.390391	0.184513	0.225691	0.0749146	0.191418	0.0678948	0.204032	0.176758	0.1843111	0.0726853	0.0151963	0.466486	0.00529088	0.00687661	0.493555	0.0125949	0.05138505	-1.69113	0.00121713	0.0508622	0.45112	3.4968	0.31111	0.276623	0.138136	0.274131	0.1240704	0.4141606
87	1	-3708.878	-3708.385	-0.4930499	0.4226267	0.2305027	0.116245	0.136071	0.489491	0.228617	0.305807	0.194705	0.203784	0.39085	0.194355	0.0851095	0.213867	0.312303	0.278196	0.184025	0.163881	0.0549475	0.23254	0.266991	0.1839782	0.02734633	0.0150927	0.485899	0.00654439	0.00799858	0.48329	0.00117469	0.1021906	-1.692938	0.00132411	0.0530168	0.458527	3.48713	0.309536	0.311534	0.137081	0.241849	0.1295369	0.7888917
88	0	-3714.368	-3717.784	3.416103	0.4853355	0.2412235	0.122045	0.113045	0.378578	0.131988	0.200839	0.295632	0.0773715	0.232683	0.161702	0.156441	0.243093	0.23443	0.222647	0.0787685	0.15841	0.139801	0.241534	0.207528	0.1291216	0.1582946	0.0149928	0.573261	0.00591982	0.0053677	0.389073	0.0113857	0.003888527	-2.047	0.00172765	0.060429	0.482608	3.45524	0.290774	0.31785	0.127483	0.263893	0.1621832	0.02397615
89	1	-3710.98	-3709.707	-1.272464	0.4919862	0.1748555	0.0852426	0.0721914	0.310961	0.221605	0.232127	0.0963385	0.258438	0.476611	0.124879	0.0777127	0.549081	0.243801	0.12153	0.15267	0.307357	0.0495419	0.155982	0.263436	0.1739947	-0.08124782	0.0141651	0.542344	0.00680062	0.0117289	0.423853	0.00110806	0.125989	-1.74873	0.000196737	0.0206438	0.314946	3.66421	0.2998	0.310693	0.13557	0.253936	0.04474114	2.815953
90	0	-3710.089	-3712.916	2.826155	0.4291556	0.1698288	0.140178	0.153174	0.314219	0.162189	0.171869	0.154707	0.101448	0.481732	0.178821	0.15287	0.136256	0.357975	0.105059	0.0946888	0.442413	0.105527	0.14515	0.236006	0.1961592	0.001444124	0.0118551	0.484199	0.0172481	0.00424291	0.473726	0.00872925	0.08214067	-1.628829	0.000155699	0.0183796	0.300518	3.68095	0.303408	0.31105	0.134222	0.25132	0.0835848	0.9827226
91	1	-3706.818	-3703.945	-2.873294	0.4638403	0.1745628	0.112471	0.0690986	0.331283	0.270032	0.227244	0.13743	0.142593	0.557298	0.15126	0.0700648	0.127385	0.328466	0.403643	0.302551	0.0466928	0.0800916	0.217865	0.138938	0.1419225	0.2226076	0.00858312	0.545751	0.00688542	0.0113531	0.426517	0.000910446	0.04865669	-1.952474	0.000194147	0.0205084	0.314112	3.66519	0.3107	0.288412	0.12573	0.275159	0.2712643	0.17937
92	0	-3716.351	-3711.926	-4.425124	0.4478316	0.1877042	0.199235	0.0529576	0.278683	0.24758	0.193712	0.328961	0.0421889	0.575044	0.136251	0.154033	0.246523	0.308516	0.413724	0.0768525	0.201161	0.106693	0.228018	0.183543	0.2389398	-0.006323797	0.010482	0.583021	0.0124609	0.00329803	0.379776	0.0109626	0.05551453	-1.431543	0.000337904	0.0269968	0.350813	3.62185	0.312943	0.301651	0.119975	0.26543	0.04919074	1.128557
93	1	-3708.737	-3707.608	-1.129446	0.4548465	0.1586857	0.119673	0.0642027	0.337197	0.128347	0.201144	0.209599	0.143325	0.590338	0.140077	0.0509687	0.209809	0.175666	0.217275	0.101652	0.314598	0.0727192	0.300026	0.182892	0.1893415	0.06202631	0.0113739	0.600629	0.00635549	0.00930193	0.371694	0.000646316	0.1391849	-1.664203	8.79127e-05	0.0138342	0.267841	3.71824	0.29301	0.308736	0.124585	0.273669	0.2012112	0.6917353
94	0	-3710.646	-3711.151	0.5057517	0.4463142	0.2104045	0.0362623	0.0630877	0.352287	0.157859	0.187087	0.31685	0.0524635	0.438764	0.238149	0.295436	0.143228	0.224017	0.107992	0.177938	0.160504	0.305676	0.187909	0.162922	0.1794303	-0.01015345	0.0100552	0.498025	0.0218451	0.00915752	0.450658	0.0102588	0.01703141	-1.717968	0.000747343	0.0399852	0.410263	3.549	0.304244	0.300597	0.134292	0.260867	0.006877963	2.476229
95	1	-3715.889	-3709.997	-5.892004	0.5193604	0.2086718	0.150652	0.134782	0.328834	0.261933	0.161236	0.190258	0.36913	0.464313	0.212727	0.0572348	0.190044	0.31164	0.198316	0.236769	0.445631	0.0434693	0.102651	0.418787	0.2213878	0.3213895	0.0105543	0.510359	0.00820295	0.009701	0.458272	0.00291111	0.006530705	-1.507839	0.000707714	0.0389232	0.405909	3.55446	0.305542	0.291003	0.141375	0.26208	0.3279202	0.01991553
96	0	-3709.602	-3708.98	-0.6221018	0.4273161	0.2261888	0.1477	0.150848	0.334485	0.22129	0.228002	0.266127	0.067207	0.342178	0.382185	0.216537	0.189018	0.157734	0.244263	0.0842737	0.249213	0.0764163	0.215167	0.153335	0.2250769	0.2021045	0.0100784	0.499173	0.0180794	0.0106899	0.451697	0.0102824	0.07170429	-1.491313	0.00118123	0.0501175	0.448513	3.50019	0.306787	0.300673	0.132293	0.260247	0.2738088	0.2618773
97	1	-3711.38	-3707.444	-3.936105	0.4296129	0.1717732	0.064314	0.158249	0.469595	0.162078	0.23036	0.123202	0.215807	0.75668	0.330453	0.0773604	0.392333	0.132174	0.316144	0.116798	0.33908	0.0910134	0.0840881	0.410153	0.1857002	-0.005352844	0.0104608	0.505835	0.00676151	0.00545037	0.462281	0.0092113	0.03056189	-1.683622	0.000170723	0.0192401	0.306124	3.67447	0.312091	0.301927	0.137391	0.248591	0.02520904	1.212338
98	0	-3710.063	-3713.32	3.256848	0.5022714	0.2001343	0.248078	0.117871	0.334145	0.134325	0.189235	0.146653	0.0872518	0.31264	0.298138	0.116173	0.194403	0.258767	0.27777	0.0875774	0.21409	0.0821147	0.0605193	0.190285	0.1869834	0.05719877	0.00636728	0.493046	0.0135108	0.00823544	0.475192	0.00364833	0.06662674	-1.676735	0.000533666	0.033853	0.384008	3.5816	0.294376	0.32081	0.133597	0.251218	0.1238255	0.5380696
99	1	-3715.608	-3720.574	4.966444	0.6330363	0.2035583	0.104518	0.0945467	0.234799	0.11134	0.174189	0.136891	0.102753	0.430354	0.210233	0.0823824	0.219109	0.254321	0.0901265	0.213453	0.126451	0.104169	0.104988	0.295931	0.1533642	-0.2875738	0.00922342	0.520782	0.00966526	0.0109932	0.436417	0.0129187	0.2997113	-1.87494	0.000599339	0.0358532	0.392881	3.57067	0.298429	0.279567	0.129335	0.292669	0.01213756	24.69289
100	0	-3706.43	-3712.583	6.153011	0.4881798	0.2289204	0.122174	0.108804	0.33343	0.130711	0.143539	0.155085	0.0740615	0.367286	0.153184	0.157263	0.229782	0.320068	0.081947	0.081759	0.161494	0.157543	0.122205	0.0411429	0.1627862	-0.08966161	0.0104598	0.490491	0.0103575	0.00844704	0.476008	0.00423703	0.09188174	-1.815318	0.00127043	0.0519474	0.454876	3.49191	0.291043	0.317178	0.143406	0.248373	0.002220129	41.38576
101	1	-3704.03	-3710.475	6.444814	0.6606237	0.2048458	0.159733	0.0616509	0.172279	0.100942	0.183315	0.0944573	0.165812	0.4771	0.162168	0.0816752	0.345326	0.20914	0.0798535	0.231635	0.198985	0.0552225	0.140226	0.118334	0.1501562	-0.02037087	0.00851731	0.471256	0.00928119	0.00695204	0.49157	0.0124233	0.03768198	-1.896079	0.000625444	0.036617	0.396186	3.56657	0.309768	0.305184	0.143911	0.241137	0.01731111	2.176751
102	0	-3711.172	-3711.416	0.2441768	0.4201613	0.2197275	0.108695	0.101544	0.31114	0.166172	0.205156	0.215185	0.0855029	0.356836	0.15873	0.209701	0.23539	0.279312	0.339954	0.11778	0.136042	0.064632	0.225	0.413742	0.2343213	-0.1158279	0.00971372	0.565677	0.0129973	0.0115295	0.392289	0.00779321	0.1213539	-1.451062	0.000987217	0.0458748	0.433163	3.51998	0.295457	0.319319	0.120956	0.264267	0.005525934	21.96079
103	1	-3704.84	-3710.048	5.207785	0.5853318	0.1862408	0.14168	0.0915248	0.270773	0.123654	0.199054	0.118816	0.0557198	0.528819	0.210298	0.0556398	0.197533	0.275464	0.145084	0.0725685	0.184556	0.0707576	0.264528	0.131563	0.1448181	-0.0362182	0.00913092	0.479468	0.00985845	0.0111435	0.474932	0.0154673	0.03869669	-1.932277	0.000318917	0.026234	0.346806	3.62664	0.334807	0.278002	0.138833	0.248358	0.002478498	15.61296
104	0	-3704.068	-3708.724	4.655225	0.4874774	0.2261317	0.153077	0.0994827	0.262556	0.188975	0.167638	0.211854	0.0686582	0.361545	0.207335	0.149684	0.292554	0.0780504	0.190488	0.0869823	0.255857	0.0819835	0.140836	0.0958896	0.1141819	0.03971227	0.0179085	0.510318	0.00588457	0.015343	0.44312	0.00742649	0.04283456	-2.169963	0.00117942	0.0500795	0.44838	3.50036	0.297361	0.293664	0.131771	0.277204	0.08254683	0.5189122
105	1	-3714.559	-3718.432	3.872804	0.5695869	0.1848335	0.131475	0.13345	0.241741	0.143662	0.185818	0.133986	0.143032	0.463785	0.152566	0.0774464	0.402663	0.158981	0.306654	0.0626988	0.0875097	0.0729856	0.19426	0.154747	0.1708565	-0.1679486	0.0109976	0.480686	0.0105549	0.00273138	0.4734	0.0216301	0.1747015	-1.766931	0.000301404	0.0255096	0.342932	3.63126	0.287316	0.292004	0.134837	0.285843	0.006752919	25.87051
106	0	-3722.334	-3719.256	-3.078073	0.4328159	0.1944305	0.149939	0.286201	0.202906	0.16798	0.192442	0.222828	0.065179	0.391801	0.628721	0.266783	0.197699	0.0716627	0.128407	0.127072	0.0956561	0.616079	0.0996508	0.413614	0.1788757	0.0616599	0.0180277	0.513715	0.00592375	0.00979039	0.44607	0.00647283	0.036134	-1.721064	0.000435867	0.0306255	0.368966	3.59997	0.302691	0.304526	0.134133	0.258649	0.0977939	0.3694913
107	1	-3719.139	-3719.699	0.5600896	0.4714865	0.1909477	0.267255	0.0861849	0.141572	0.158282	0.285264	0.11985	0.310788	0.487049	0.171459	0.0766529	0.133074	0.313645	0.115633	0.0653863	0.27208	0.074404	0.0504763	0.32173	0.1603739	0.09465098	0.0083133	0.451154	0.00784444	0.00128391	0.508185	0.0232195	0.05798826	-1.830247	0.000382897	0.0287219	0.359622	3.61127	0.297859	0.29539	0.137993	0.268758	0.1526392	0.379904
