Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
4140	-3706.797	-3711.27	4.472562	0.5288136	0.1812951	0.0783244	0.0528098	0.26819	0.0960646	0.134126	0.229501	0.0643038	0.57603	0.184642	0.169815	0.178872	0.161024	0.170015	0.146455	0.21187	0.154062	0.169352	0.0927949	0.1661009	0.0398627	0.0132736	0.53291	0.00997303	0.00617181	0.42565	0.0120207	0.0745304	-1.79516	0.000260489	0.0237292	0.333112	3.6429	0.314048	0.278982	0.140189	0.266781	0.1143931	0.6515288
4150	-3711.159	-3713.914	2.755474	0.4545343	0.2164317	0.0475118	0.0717177	0.301955	0.128373	0.249259	0.285636	0.0919559	0.47702	0.257874	0.214936	0.119324	0.0668472	0.0672994	0.110624	0.130631	0.198821	0.0622122	0.277847	0.1459845	0.1327134	0.0124701	0.511307	0.0106082	0.00903047	0.452759	0.00382564	0.002363528	-1.924255	0.000897158	0.04376	0.425169	3.53017	0.286639	0.309723	0.140019	0.263619	0.1350769	0.01749764
4160	-3708.789	-3710.452	1.662852	0.4334894	0.1967394	0.200547	0.0902642	0.301528	0.155661	0.230207	0.217748	0.0721711	0.391029	0.148735	0.132513	0.236519	0.402709	0.224891	0.0847802	0.221137	0.112526	0.226517	0.240817	0.1579342	-0.0655087	0.0102546	0.51707	0.0159255	0.010956	0.442063	0.00373096	0.1501366	-1.845577	0.00047376	0.0319159	0.375095	3.59252	0.321864	0.312562	0.130039	0.235534	0.08462787	1.774079
4170	-3714.21	-3712.555	-1.655787	0.3749451	0.1994378	0.148204	0.235149	0.538754	0.2063	0.322446	0.324306	0.103566	0.423274	0.219885	0.153867	0.331014	0.19368	0.667191	0.136745	0.129655	0.260501	0.109062	0.160747	0.2115187	0.04291438	0.0116052	0.504	0.00790357	0.0123989	0.445198	0.0188944	0.02624225	-1.553442	0.00052096	0.0334518	0.382189	3.58384	0.301651	0.29796	0.127014	0.273376	0.06915663	0.3794611
4180	-3717.198	-3709.149	-8.049032	0.3747749	0.2072754	0.213265	0.192681	0.329896	0.164732	0.198298	0.269487	0.0766837	0.259479	0.179944	0.154248	0.27621	0.136844	0.213522	0.0904647	0.316923	0.524947	0.380747	0.562845	0.2178537	0.6193495	0.0136978	0.538333	0.0055624	0.00739787	0.427426	0.00758325	0.1008535	-1.523931	0.000676863	0.0380753	0.402378	3.55887	0.290095	0.318671	0.120055	0.271179	0.720203	0.1400348
4190	-3708.087	-3709.581	1.493723	0.3812927	0.1811604	0.178741	0.145544	0.30841	0.187092	0.289605	0.245138	0.0839176	0.396615	0.271101	0.138269	0.4326	0.151991	0.247612	0.0832345	0.193179	0.231519	0.131343	0.305347	0.2061087	0.0626938	0.0175391	0.558559	0.00541702	0.000767257	0.416255	0.00146296	0.04127247	-1.579351	0.000259018	0.0236626	0.332736	3.64334	0.286172	0.293335	0.134374	0.286118	0.1039663	0.3969794
4200	-3721.043	-3707.053	-13.99065	0.2833423	0.1882976	0.201773	0.186349	1.00349	0.361044	0.389723	0.678508	0.0618749	0.654816	0.193776	0.316231	0.299624	0.114515	0.0515044	0.116596	0.26106	0.445247	0.0774978	0.179802	0.164314	-0.001907077	0.0113144	0.568324	0.00462207	0.00290567	0.406375	0.00645844	0.03438807	-1.805976	0.000345831	0.0273089	0.352432	3.61991	0.302851	0.312212	0.126586	0.25835	0.03248099	1.058714
4210	-3713.632	-3708.407	-5.224836	0.2864886	0.2314964	0.237074	0.182027	0.465078	0.276202	0.24236	0.646361	0.0741865	0.436228	0.298368	0.284616	0.141967	0.225873	0.295858	0.145076	0.313495	0.420154	0.182734	0.0767189	0.2677096	0.07857156	0.0140953	0.533676	0.00639665	0.0047917	0.433114	0.00792701	0.04571238	-1.317853	0.00135857	0.0536917	0.460807	3.48414	0.295593	0.299156	0.131148	0.274103	0.1242839	0.367806
4220	-3713.674	-3712.859	-0.8153348	0.2699372	0.2216937	0.160319	0.0909194	0.356116	0.211073	0.224227	0.280915	0.195822	0.166386	0.303246	0.351233	0.14703	0.102038	0.451491	0.15554	0.243401	0.408322	0.115864	0.637306	0.2121555	-0.01081231	0.0159974	0.489281	0.00976163	0.00253481	0.465357	0.0170687	0.01569624	-1.550436	0.00104377	0.0471527	0.437879	3.51392	0.313958	0.28545	0.141456	0.259136	0.004883932	3.213853
4230	-3711.726	-3707.844	-3.881237	0.3124359	0.2316726	0.124017	0.0958319	0.516707	0.229244	0.265001	0.27674	0.107831	0.193243	0.159354	0.138947	0.225065	0.520677	0.556545	0.129991	0.360216	0.370816	0.198929	0.413809	0.2553598	0.0250274	0.0160855	0.491978	0.00546675	0.00138481	0.467922	0.0171627	0.04873426	-1.365082	0.00136474	0.0538117	0.46121	3.48361	0.322304	0.286098	0.128228	0.26337	0.07376166	0.660699
4240	-3713.668	-3707.626	-6.041604	0.3680503	0.2116593	0.105441	0.128118	0.593587	0.257979	0.307046	0.441526	0.12699	0.212559	0.138878	0.225882	0.353235	0.476696	0.118059	0.0775799	0.295947	0.533596	0.260026	0.374017	0.2650983	0.1237647	0.0150851	0.493113	0.00893509	0.00428745	0.469001	0.00957844	0.01952694	-1.327655	0.000776987	0.0407609	0.413397	3.54507	0.307907	0.301072	0.131998	0.259024	0.1432916	0.1362741
4250	-3713.632	-3709.637	-3.995658	0.2655455	0.1679014	0.454426	0.326131	0.35979	0.240895	0.271264	0.430562	0.0936468	0.467941	0.213633	0.178541	0.206623	0.12089	0.394047	0.0897104	0.115381	0.204061	0.39078	0.490124	0.2518477	-0.02791064	0.0152231	0.513717	0.00688921	0.00952537	0.4468	0.00784557	0.04391015	-1.378931	0.000141811	0.0175461	0.294931	3.68738	0.293469	0.302814	0.13046	0.273257	0.0159995	2.744469
4260	-3717.661	-3709.082	-8.578884	0.2813746	0.1916399	0.331758	0.22191	0.446055	0.272941	0.225875	0.447524	0.132033	0.334434	0.264538	0.178537	0.170067	0.358035	0.427615	0.0938367	0.131125	0.495476	0.53615	0.627244	0.251833	-0.3102264	0.018166	0.512235	0.00676822	0.00949789	0.44551	0.00782293	0.3401196	-1.378989	0.000393033	0.029096	0.361489	3.60902	0.270115	0.317282	0.136606	0.275997	0.02989315	11.37784
4270	-3719.279	-3712.086	-7.193209	0.3350067	0.1899102	0.109541	0.0824535	0.578318	0.166411	0.235009	0.453987	0.137393	0.367933	0.198659	0.213391	0.37205	0.519547	0.181761	0.114253	0.24223	0.160656	0.449692	0.0951909	0.2458236	-0.3581757	0.00975041	0.573259	0.00813521	0.0100692	0.386698	0.0120874	0.4276773	-1.403141	0.000368059	0.028165	0.356815	3.61465	0.321982	0.276004	0.122958	0.279056	0.06950159	6.15349
4280	-3708.641	-3711.893	3.252052	0.3036703	0.1721755	0.202814	0.125679	0.370748	0.177831	0.246468	0.268236	0.124957	0.455578	0.16142	0.12052	0.129408	0.386316	0.166391	0.162702	0.193278	0.274942	0.13301	0.129358	0.2185145	0.03222922	0.00972462	0.571743	0.00467344	0.0082224	0.397434	0.00820275	0.03277701	-1.520903	0.000173963	0.0194206	0.30728	3.67313	0.299527	0.297539	0.136964	0.265969	0.06500623	0.5042134
4290	-3712.596	-3714.123	1.526845	0.4715172	0.202078	0.217503	0.0961907	0.225419	0.118442	0.142566	0.238574	0.0619743	0.43032	0.111142	0.0911541	0.121727	0.444771	0.106472	0.109154	0.404064	0.2683	0.151453	0.179713	0.1689264	0.1574765	0.0116105	0.584476	0.00753231	0.0060992	0.380408	0.0098745	0.05163442	-1.778292	0.000570286	0.0349829	0.38906	3.57539	0.318077	0.277085	0.138188	0.26665	0.2091109	0.2469236
4300	-3706.914	-3710.907	3.992392	0.5448711	0.1979084	0.18178	0.0903866	0.163736	0.143169	0.145444	0.172985	0.0761381	0.408486	0.18816	0.153068	0.270818	0.202373	0.216746	0.0703203	0.117235	0.61472	0.245861	0.118214	0.1549332	-0.02176118	0.00996947	0.489059	0.0101761	0.0125461	0.474488	0.00376126	0.0295034	-1.864761	0.000493816	0.0325776	0.378177	3.58875	0.279602	0.308134	0.123626	0.288638	0.007742219	3.810716
4310	-3705.721	-3708.941	3.220478	0.5263238	0.1857567	0.159442	0.124091	0.261616	0.168012	0.196284	0.170897	0.0802899	0.408827	0.212342	0.249128	0.31538	0.267613	0.0792005	0.0521255	0.0757082	0.210522	0.165334	0.193173	0.1491995	-0.01477995	0.00993601	0.487417	0.00594417	0.0106257	0.472896	0.0131809	0.09088405	-1.902471	0.000312811	0.0259838	0.345475	3.62823	0.293812	0.301008	0.139412	0.265768	0.0761041	1.194207
4320	-3716.318	-3715.519	-0.7995706	0.5377382	0.1837526	0.0626672	0.111088	0.551882	0.144201	0.239836	0.337895	0.153495	0.501083	0.149899	0.131354	0.346939	0.251128	0.109348	0.0499462	0.279468	0.221402	0.15952	0.12243	0.1770747	-0.05980649	0.0100804	0.4945	0.00415197	0.00787133	0.479767	0.00362929	0.09042774	-1.731184	0.000288439	0.0249595	0.339945	3.63481	0.289418	0.311148	0.13562	0.263814	0.03062126	2.953104
4330	-3712.002	-3711.746	-0.2559826	0.4896461	0.2127426	0.224423	0.0971912	0.446113	0.107847	0.215969	0.33694	0.101758	0.472837	0.167268	0.162625	0.301802	0.15572	0.130883	0.0410105	0.240316	0.0637876	0.115983	0.125729	0.1644914	-0.08438201	0.0134035	0.489045	0.00410617	0.00598831	0.474474	0.0129829	0.1914223	-1.804897	0.000803223	0.0414349	0.416089	3.54167	0.306825	0.303746	0.115309	0.27412	0.1070403	1.78832
4340	-3713.282	-3713.907	0.6254613	0.4342022	0.2082297	0.144641	0.0611085	0.252716	0.145566	0.158235	0.279646	0.0654361	0.361049	0.104838	0.112772	0.321051	0.0607734	0.0670869	0.0926366	0.228289	0.166711	0.329083	0.27737	0.1314869	-0.02723527	0.0193316	0.518275	0.00895021	0.00220493	0.44755	0.00368902	0.2004425	-2.028848	0.000697843	0.038654	0.404793	3.55585	0.292387	0.279561	0.146407	0.281645	0.1732072	1.157241
4350	-3716.372	-3713.022	-3.35017	0.4089491	0.2023815	0.238241	0.40431	0.712497	0.189872	0.251871	0.281882	0.106459	0.481614	0.245195	0.21259	0.342728	0.129768	0.308343	0.0953444	0.28268	0.110405	0.200942	0.318727	0.1937351	0.01976931	0.0116591	0.51166	0.0013663	0.00782752	0.463845	0.00364193	0.02512192	-1.641264	0.000576158	0.0351606	0.389845	3.57442	0.301937	0.313953	0.13208	0.25203	0.04489123	0.5596175
4360	-3719.569	-3714.884	-4.685057	0.4408987	0.1951992	0.101637	0.109873	0.318658	0.236387	0.235328	0.241179	0.12197	0.845485	0.238348	0.404459	0.124965	0.312829	0.341697	0.114087	0.541225	0.131356	0.183223	0.438579	0.2464826	-0.054007	0.0141117	0.508679	0.00416979	0.00778192	0.461144	0.00411353	0.06931532	-1.400464	0.000448232	0.0310526	0.371013	3.59749	0.291777	0.299497	0.134914	0.273812	0.01530833	4.527949
4370	-3713.585	-3710.236	-3.348503	0.4116509	0.2147955	0.172483	0.0930939	0.410535	0.218635	0.272492	0.23661	0.098024	0.423705	0.429435	0.135192	0.219495	0.362407	0.080961	0.129517	0.174953	0.294541	0.0594294	0.051777	0.1751515	-0.2286977	0.0140791	0.507504	0.00801398	0.00448856	0.460078	0.00583543	0.2980791	-1.742104	0.000854614	0.0427232	0.421159	3.53526	0.296228	0.294369	0.13864	0.270763	0.06938142	4.296239
4380	-3719.031	-3711.403	-7.628225	0.4391042	0.2157192	0.0598223	0.0999598	0.365017	0.232962	0.211139	0.262497	0.110522	0.419084	0.158188	0.0889225	0.411972	0.0864815	0.107884	0.0841442	0.525341	0.198613	0.167661	0.662148	0.1736739	0.1079946	0.0170539	0.489745	0.0080974	0.00540999	0.471641	0.00805282	0.2106382	-1.750576	0.000878457	0.0433074	0.423426	3.53239	0.282537	0.283169	0.150722	0.283572	0.3186329	0.6610687
4390	-3717.319	-3709.13	-8.189091	0.3805216	0.1770929	0.347999	0.110027	0.553878	0.204891	0.273692	0.41685	0.0844329	0.862061	0.0956921	0.108717	0.352529	0.1404	0.0970068	0.136975	0.166398	0.173879	0.217835	0.377673	0.2842346	-0.166212	0.0171703	0.493089	0.00850169	0.00269774	0.474862	0.00367947	0.1691301	-1.257955	0.000217394	0.0216926	0.321299	3.65679	0.310517	0.288495	0.143467	0.257521	0.00291815	57.95801
4400	-3710.725	-3705.96	-4.764601	0.3595754	0.1721728	0.370636	0.202763	0.602171	0.208043	0.217971	0.304409	0.0827376	0.818178	0.103963	0.0631145	0.298744	0.11663	0.100017	0.0827281	0.131549	0.177687	0.142489	0.431595	0.2162896	0.03149155	0.0127084	0.493938	0.00852174	0.00707505	0.47568	0.00207697	0.02725993	-1.531137	0.000173941	0.0194193	0.307272	3.67313	0.299421	0.297221	0.139735	0.263623	0.05875149	0.4639871
4410	-3709.457	-3709.377	-0.08062379	0.5012811	0.1751151	0.105913	0.141936	0.291404	0.159281	0.210591	0.306941	0.0798708	0.635089	0.161351	0.0705792	0.606959	0.141117	0.135856	0.0763455	0.143679	0.139434	0.0657132	0.177902	0.1545381	-0.1873882	0.0123429	0.47973	0.00771782	0.00354497	0.494962	0.00170215	0.2156581	-1.867315	0.000199055	0.0207642	0.315686	3.66335	0.275276	0.313665	0.137327	0.273732	0.02826989	7.628543
4420	-3708.612	-3712.584	3.972284	0.4420295	0.2068403	0.160906	0.100296	0.495162	0.13141	0.128111	0.241689	0.124453	0.420602	0.197601	0.0676265	0.330635	0.122825	0.148834	0.0797774	0.157553	0.184152	0.0916427	0.175662	0.1380541	0.1408067	0.00812605	0.572495	0.00936301	0.0093553	0.396707	0.00395357	0.003159984	-1.98011	0.000667444	0.0378125	0.401273	3.56025	0.295875	0.287525	0.132392	0.284208	0.1439667	0.02194941
4430	-3711.605	-3711.426	-0.1785328	0.5081964	0.1677299	0.214805	0.0705471	0.500019	0.143845	0.198794	0.24084	0.0601712	0.350012	0.0796276	0.0944008	0.423336	0.247133	0.187224	0.0468558	0.0747286	0.152017	0.113786	0.177921	0.1443793	0.08296123	0.00991782	0.573901	0.0078868	0.00649387	0.397681	0.00411938	0.1036142	-1.935312	0.000140623	0.0174729	0.294433	3.68795	0.306553	0.304934	0.123613	0.2649	0.1865754	0.5553474
4440	-3709.133	-3713.722	4.588803	0.5328657	0.2006678	0.199779	0.18976	0.296372	0.166931	0.165533	0.187641	0.0799408	0.505387	0.170509	0.105594	0.186936	0.170631	0.160367	0.0469484	0.273562	0.179877	0.0822608	0.141845	0.1454971	0.002820197	0.0114008	0.501916	0.0098652	0.00829419	0.457145	0.0113783	0.05749527	-1.927599	0.000543546	0.0341616	0.385399	3.5799	0.292679	0.308274	0.131896	0.267151	0.06031546	0.9532426
4450	-3707.609	-3707.359	-0.2501533	0.4810853	0.1889294	0.158683	0.0674727	0.350812	0.148408	0.137407	0.209724	0.0800526	0.405829	0.327308	0.227157	0.410004	0.211868	0.21511	0.101651	0.109827	0.17625	0.396307	0.189945	0.2284389	-0.06289276	0.0121043	0.505466	0.0067925	0.0143875	0.456623	0.00462607	0.09062268	-1.476487	0.00035442	0.0276429	0.354153	3.61785	0.293022	0.31094	0.138856	0.257182	0.02772991	3.268048
4460	-3728.524	-3720.119	-8.404721	0.4990244	0.205232	0.437864	0.0603004	0.233729	0.122785	0.17543	0.149855	0.0717419	0.820554	0.213502	0.17344	0.297924	0.338353	0.272371	0.0804883	0.136328	0.164916	0.069796	0.739473	0.1693197	0.3066747	0.00420894	0.491868	0.00636298	0.00824886	0.479257	0.0100539	0.02688265	-1.775967	0.000633427	0.0368473	0.397174	3.56534	0.310759	0.303254	0.122469	0.263518	0.3335573	0.0805938
4470	-3707.761	-3713.931	6.169934	0.6809659	0.182843	0.053634	0.0428263	0.180401	0.144108	0.123174	0.121763	0.0537685	0.387311	0.251135	0.135302	0.438543	0.174133	0.085367	0.101379	0.128069	0.169812	0.136564	0.108843	0.1435507	-0.09351966	0.0108944	0.540598	0.0057115	0.00429632	0.430188	0.00831169	0.09382351	-1.941067	0.00027785	0.0245008	0.337422	3.6378	0.293115	0.299849	0.138126	0.26891	0.0003038501	308.7822
4480	-3702.484	-3710.123	7.63817	0.7380998	0.1939427	0.117911	0.0611564	0.171712	0.0579374	0.0904056	0.113636	0.0718753	0.400347	0.206998	0.273638	0.337603	0.142667	0.108851	0.0582397	0.0903802	0.165008	0.104903	0.127753	0.1056788	-0.05380496	0.0140373	0.547089	0.00307585	0.00427952	0.423421	0.00809669	0.07325299	-2.247351	0.000428149	0.0303557	0.367665	3.60155	0.303098	0.295578	0.125489	0.275836	0.01944803	3.766602
4490	-3707.632	-3709.119	1.487	0.5882038	0.2039391	0.235776	0.1117	0.323032	0.149964	0.175408	0.2731	0.0662975	0.40334	0.232758	0.289447	0.274261	0.247383	0.122722	0.0640186	0.213071	0.187425	0.0908442	0.211062	0.188773	0.1572227	0.0161509	0.542871	0.00269551	0.00808361	0.420156	0.0100432	0.02378392	-1.66721	0.000606978	0.0360784	0.39386	3.56945	0.279553	0.30226	0.132659	0.285528	0.1810066	0.1313981
4500	-3714.856	-3716.593	1.737273	0.543683	0.210438	0.251801	0.142808	0.218688	0.163732	0.135603	0.208234	0.0705588	0.334748	0.187115	0.119224	0.41537	0.196476	0.0728583	0.0697668	0.338934	0.225112	0.162936	0.268987	0.1964885	0.01076092	0.018456	0.482759	0.000530178	0.0174084	0.471493	0.00935361	0.09212032	-1.627151	0.000748124	0.0400058	0.410347	3.5489	0.306061	0.307943	0.136018	0.249978	0.1028812	0.8954044
4510	-3708.935	-3709.633	0.6974992	0.5007601	0.2041022	0.107167	0.150453	0.273274	0.135259	0.146224	0.191622	0.0498092	0.311709	0.286717	0.252686	0.251283	0.190901	0.254256	0.0832208	0.198901	0.112149	0.0850413	0.509112	0.1838487	-0.2110249	0.0130794	0.486762	0.00335174	0.0177369	0.475403	0.00366653	0.2386724	-1.693642	0.000610272	0.0361751	0.394279	3.56894	0.288352	0.309621	0.132104	0.269923	0.02764758	8.63267
4520	-3715.486	-3711.725	-3.761021	0.4079073	0.1641495	0.152988	0.0955601	0.355675	0.202384	0.187617	0.118491	0.107245	0.612081	0.248221	0.146163	0.30663	0.149457	0.314981	0.0872091	0.650581	0.245787	0.119936	0.276825	0.1899537	-0.2405403	0.0139658	0.534955	0.00349841	0.00723533	0.437636	0.00270908	0.291389	-1.660975	0.000117487	0.0159797	0.283975	3.69993	0.29045	0.292099	0.139805	0.277645	0.05084874	5.730507
4530	-3712.633	-3715.314	2.680869	0.515816	0.2061899	0.166588	0.188176	0.276343	0.163255	0.15674	0.160719	0.074286	0.489917	0.130972	0.129398	0.271631	0.424106	0.151134	0.0741892	0.164884	0.217443	0.223915	0.204613	0.1646466	-0.02855145	0.0146286	0.522425	0.00483315	0.00554634	0.44043	0.0121366	0.1073177	-1.803954	0.000653538	0.0374211	0.399619	3.56231	0.291063	0.330396	0.111149	0.267393	0.07876629	1.362483
4540	-3724.375	-3721.936	-2.438941	0.5633595	0.2109974	0.242198	0.0700364	0.369222	0.174513	0.104325	0.226072	0.0688176	0.722298	0.138094	0.240936	0.447491	0.157689	0.0559422	0.145499	0.156726	0.173493	0.185589	0.162628	0.1596236	-0.2386038	0.0127195	0.497199	0.00459978	0.00864784	0.466316	0.0105178	0.2976572	-1.834937	0.00076125	0.040351	0.411746	3.54714	0.292404	0.313774	0.123539	0.270283	0.0590534	5.040476
4550	-3713.315	-3712.453	-0.8621551	0.5771375	0.1964713	0.344387	0.248806	0.262771	0.0969863	0.152881	0.192145	0.0758807	0.45985	0.328414	0.199156	0.225691	0.280128	0.4149	0.0693535	0.235156	0.246538	0.272197	0.256476	0.2196365	0.04791054	0.0125494	0.490552	0.0120494	0.0101269	0.460081	0.0146411	0.02219253	-1.515782	0.000469243	0.0317649	0.374386	3.59338	0.292113	0.308534	0.141987	0.257366	0.07010308	0.31657
4560	-3706.032	-3709.612	3.579508	0.5863019	0.2189683	0.317288	0.132311	0.21751	0.124235	0.0978381	0.17748	0.0688409	0.465885	0.320388	0.176103	0.302496	0.0883126	0.287061	0.0555495	0.134242	0.148019	0.209388	0.0971529	0.1793646	0.0119479	0.01315	0.555462	0.00527145	0.0114669	0.400382	0.0142681	0.008687275	-1.718335	0.000965949	0.0453846	0.431331	3.52232	0.290398	0.309699	0.136895	0.263008	0.02063518	0.4209935
4570	-3708.888	-3709.694	0.8059033	0.608756	0.1957174	0.0741859	0.0524509	0.206232	0.115348	0.120631	0.106359	0.0608286	0.434715	0.156002	0.119141	0.318113	0.160588	0.185309	0.124719	0.387009	0.218597	0.135126	0.135915	0.1533249	-0.1356092	0.012216	0.586444	0.00544088	0.0106525	0.371945	0.0133019	0.3348863	-1.875196	0.000456707	0.0313419	0.372388	3.59581	0.301453	0.282435	0.135204	0.280908	0.1992771	1.680506
4580	-3714.717	-3712.086	-2.630705	0.5843538	0.161162	0.206304	0.18363	0.296923	0.0939349	0.124054	0.16801	0.086723	0.676899	0.35239	0.0985595	0.25053	0.35631	0.226363	0.053129	0.11609	0.231949	0.107818	0.161555	0.2033744	0.07866999	0.00884506	0.556481	0.00516289	0.0114229	0.412798	0.0052895	0.1335001	-1.592707	0.000100506	0.0147865	0.275178	3.70994	0.308638	0.296925	0.1182	0.276237	0.2121701	0.6292126
4590	-3711.879	-3714.185	2.306489	0.6005786	0.1503917	0.0969101	0.153693	0.240034	0.0909694	0.157526	0.14719	0.0673369	0.647443	0.158913	0.146127	0.412267	0.199458	0.128175	0.0744909	0.0642945	0.349597	0.139189	0.0764921	0.1329276	-0.04347795	0.00980993	0.617185	0.00613982	0.0137664	0.348923	0.00417525	0.1053184	-2.017951	5.43685e-05	0.0108922	0.243008	3.74605	0.29376	0.304137	0.124295	0.277808	0.06184048	1.703066
4600	-3712.813	-3718.411	5.598275	0.5863791	0.1907694	0.2114	0.213662	0.260648	0.12051	0.12107	0.192821	0.114641	0.402081	0.153852	0.25127	0.226212	0.082604	0.108698	0.0590578	0.0967427	0.181949	0.082562	0.0652717	0.1248797	0.162673	0.00773486	0.622502	0.00736008	0.0124712	0.343962	0.00597004	0.03574853	-2.080405	0.000380316	0.0286258	0.35914	3.61185	0.285032	0.334611	0.114848	0.26551	0.1984216	0.1801645
4610	-3708.692	-3710.402	1.709782	0.5809778	0.1799662	0.189872	0.0941107	0.195953	0.13442	0.174175	0.176875	0.0759766	0.602321	0.25397	0.289225	0.25791	0.141917	0.0836933	0.0600841	0.137447	0.166368	0.250829	0.263615	0.1793804	0.1354691	0.00831203	0.603336	0.00657338	0.00983504	0.367721	0.00422201	0.04773054	-1.718247	0.000246235	0.0230759	0.329393	3.64728	0.307392	0.291353	0.123298	0.277956	0.1831996	0.2605385
4620	-3709.729	-3711.365	1.636347	0.7205895	0.1829889	0.0920002	0.0599668	0.292171	0.0882297	0.0881645	0.131375	0.0296892	0.351381	0.159677	0.0914115	0.552017	0.301511	0.250946	0.0336009	0.111303	0.198022	0.1515	0.0849377	0.1324206	-0.02953976	0.00618214	0.58052	0.013236	0.00889889	0.38392	0.00724241	0.02981944	-2.021772	0.000279528	0.0245741	0.337827	3.63732	0.295494	0.302952	0.121017	0.280537	0.000279678	106.6206
4630	-3714.248	-3716.617	2.368646	0.7823029	0.2122362	0.17613	0.136818	0.130539	0.103905	0.118922	0.143901	0.0540511	0.559475	0.289342	0.184185	0.38973	0.321327	0.26449	0.0568783	0.221883	0.0824016	0.0890919	0.18937	0.1493853	0.006184856	0.0118096	0.565752	0.010936	0.014894	0.395041	0.00156822	0.01494036	-1.901226	0.000790883	0.0411193	0.414832	3.54326	0.256985	0.30966	0.132242	0.301113	0.02112521	0.7072287
4640	-3714.216	-3717.734	3.517186	0.8524897	0.2244514	0.0749226	0.122429	0.15572	0.0788831	0.105311	0.130624	0.044823	0.56621	0.248363	0.17939	0.134822	0.171571	0.0663247	0.0464928	0.35398	0.119252	0.199531	0.267657	0.1621005	0.01373523	0.0132859	0.420412	0.0124719	0.0167087	0.532266	0.00485579	0.01142217	-1.819539	0.00112674	0.0489646	0.444427	3.50548	0.308847	0.277391	0.162771	0.250992	0.0251574	0.4540284
4650	-3718.44	-3715.329	-3.111289	0.7124779	0.1991186	0.231365	0.218653	0.161932	0.11225	0.127368	0.113381	0.0227228	0.430625	0.179342	0.124532	0.364648	0.187549	0.113077	0.0702417	0.207375	0.0765191	0.0827251	0.595787	0.1272041	-0.1393358	0.0212271	0.425645	0.00369976	0.00655146	0.538891	0.00398581	0.2257341	-2.061962	0.000515209	0.0332685	0.381354	3.58486	0.303239	0.300718	0.141236	0.254807	0.08639832	2.612714
4660	-3709.07	-3715.735	6.665298	0.6906346	0.2154564	0.126118	0.0442258	0.141765	0.130606	0.112214	0.121389	0.0563617	0.432774	0.184224	0.168831	0.256613	0.171627	0.141517	0.0455488	0.0995246	0.168704	0.0503633	0.300483	0.1283404	-0.04611268	0.022483	0.600708	0.00480447	0.0047698	0.36231	0.00492453	0.06096344	-2.053069	0.000871627	0.0431409	0.422782	3.53321	0.299242	0.299975	0.120191	0.280592	0.01485077	4.105071
4670	-3703.963	-3710.09	6.127211	0.5732173	0.2091149	0.0655653	0.0847669	0.217806	0.131038	0.161499	0.171301	0.0738548	0.416366	0.180214	0.264621	0.161343	0.23234	0.152019	0.076257	0.106307	0.327046	0.173111	0.122638	0.1481157	0.07950899	0.0227947	0.463978	0.00246959	0.00483593	0.498739	0.00718347	0.02439538	-1.909761	0.000717705	0.0391938	0.407025	3.55306	0.311627	0.281153	0.136117	0.271102	0.1039044	0.2347869
4680	-3711.36	-3711.959	0.5995294	0.6247096	0.1766225	0.206981	0.0705983	0.278047	0.0990564	0.139807	0.212923	0.0858757	0.519885	0.195538	0.221458	0.234816	0.172716	0.0551295	0.0669714	0.20731	0.169811	0.0671108	0.194648	0.1536259	-0.05769112	0.0190007	0.508846	0.00413992	0.00204719	0.464178	0.00178772	0.2603745	-1.873235	0.000212923	0.0214701	0.319967	3.65835	0.306287	0.298471	0.142882	0.25236	0.2026834	1.284637
4690	-3708.654	-3708.156	-0.4979611	0.5361287	0.1820256	0.285531	0.175751	0.260121	0.139231	0.137646	0.220135	0.0579876	0.625735	0.187874	0.224239	0.239515	0.391864	0.217742	0.0655576	0.281703	0.201947	0.188496	0.0656785	0.1951285	0.08688898	0.0190172	0.509288	0.00554771	0.000829257	0.464581	0.000736549	0.01141393	-1.634097	0.00026858	0.0240919	0.335149	3.64049	0.28255	0.303568	0.139389	0.274493	0.09830291	0.1161097
4700	-3711.041	-3711.191	0.1505709	0.5917187	0.2236791	0.0498692	0.0426097	0.213627	0.0989441	0.236828	0.313309	0.0616875	0.537641	0.23367	0.156967	0.304783	0.357534	0.113753	0.0887236	0.0368844	0.118764	0.218067	0.11442	0.1381465	0.01929032	0.0221756	0.516602	0.00324901	0.000321078	0.453985	0.0036673	0.01681692	-1.979441	0.00110307	0.0484549	0.442601	3.50784	0.300712	0.288997	0.144317	0.265975	0.03610724	0.4657492
