Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
5070	-3720.834	-3711.137	-9.697121	0.7122314	0.1821193	0.600451	0.017663	0.0182394	0.127299	0.0990996	0.36926	0.303765	0.573814	0.281683	0.027636	0.18364	0.27602	0.17515	0.191048	0.183151	0.00953865	0.0218353	0.647083	0.3435927	0.06446253	0.0117702	0.605499	0.00701932	0.00580075	0.368862	0.00104847	0.07058629	0.000269631	0.0241386	0.33541	3.64018	0.306315	0.292047	0.131224	0.270414	0.1350488	0.5226724
5080	-3712.059	-3711.471	-0.5879218	0.5629401	0.1722061	0.238613	0.0902945	0.022343	0.0916753	0.198868	0.388791	0.138255	0.608205	0.143869	0.0396228	0.150814	0.0700688	0.0204611	0.0732622	0.220654	0.247256	0.0940342	0.331406	0.2062026	-0.0009544358	0.0131241	0.51806	0.00545855	0.00590669	0.45649	0.000961183	0.009993271	0.000174212	0.0194343	0.307368	3.67302	0.313025	0.291488	0.136691	0.258796	0.009038835	1.105593
5090	-3715.316	-3710.905	-4.41101	0.5864725	0.1604497	0.158419	0.426697	0.253263	0.151175	0.169154	0.345702	0.236385	0.497089	0.161674	0.0641128	0.136004	0.179279	0.106993	0.0384613	0.0517689	0.0508246	0.123298	0.304364	0.2249658	-0.1579455	0.0109776	0.506155	0.00791446	0.00524756	0.468364	0.00134126	0.198784	9.675e-05	0.0145091	0.273071	3.71232	0.29942	0.293851	0.137653	0.269075	0.04083845	4.867569
5100	-3713.194	-3704.116	-9.078471	0.5824615	0.1770752	0.22697	0.0789394	0.0816298	0.126884	0.265981	0.457238	0.41746	1.0048	0.156338	0.0588008	0.566182	0.0211177	0.048545	0.0472633	0.136932	0.326888	0.0134774	0.420626	0.3098244	-0.07811428	0.0101965	0.562017	0.00945077	0.00667525	0.410627	0.0010335	0.1096854	0.000217225	0.0216843	0.321249	3.65685	0.297968	0.294023	0.126497	0.281511	0.03157114	3.474231
5110	-3721.51	-3712.425	-9.08586	0.42929	0.2034054	0.398135	0.0717975	0.115342	0.157774	0.221782	0.543771	0.36191	0.516347	0.335171	0.0916735	0.150843	0.0798638	0.0881214	0.0817568	0.51711	0.362126	0.0197119	0.472872	0.236583	-0.0597773	0.0165217	0.55938	0.00229786	0.0128268	0.408701	0.000272404	0.1364444	0.000596292	0.0357629	0.392487	3.57115	0.284666	0.312239	0.12528	0.277816	0.07666709	1.7797
5120	-3723.219	-3714.066	-9.152786	0.5470648	0.1623548	0.193445	0.0296998	0.0189679	0.132791	0.11146	0.231342	0.204752	0.48777	0.379875	0.0557527	0.260418	0.1563	0.283195	0.22352	0.139626	0.162134	0.0293126	0.429859	0.2095958	-0.6557794	0.0162847	0.551358	0.00440623	0.00286803	0.42465	0.000433616	0.6576914	0.000107043	0.0152571	0.278697	3.70594	0.318509	0.303757	0.130551	0.247183	0.001912045	343.9728
5130	-3715.853	-3709.921	-5.931331	0.9895559	0.1864936	0.514461	0.124583	0.0604153	0.0888577	0.0945135	0.185271	0.152815	0.798465	0.277139	0.0346777	0.194651	0.234441	0.131744	0.0613349	0.0346973	0.132187	0.290403	0.464148	0.1946641	0.09575645	0.0101678	0.479695	0.00906848	0.00781511	0.493001	0.000252498	0.05122892	0.00032214	0.026365	0.347499	3.62581	0.304155	0.284822	0.144119	0.266904	0.1469854	0.3485307
5140	-3714.293	-3711.936	-2.35722	0.9965278	0.2023225	0.45286	0.0425811	0.0245051	0.050008	0.157063	0.390902	0.229558	0.474592	0.108363	0.0432606	0.298313	0.532039	0.0261542	0.0462045	0.212388	0.0780567	0.12651	0.00628253	0.1683381	0.05064822	0.0129079	0.482577	0.00990953	0.0044524	0.483216	0.00693704	0.05359249	0.000575014	0.035126	0.389692	3.57461	0.289282	0.311022	0.13347	0.266226	0.1042407	0.5141225
5150	-3715.296	-3711.607	-3.689338	0.8553704	0.2419808	0.172774	0.175383	0.0791844	0.083858	0.0914495	0.128534	0.142326	0.727749	0.113451	0.0693336	0.615817	0.329716	0.231882	0.0365183	0.0647253	0.412509	0.0585873	0.186321	0.2049344	-0.05601063	0.0107497	0.48216	0.0103094	0.00824953	0.482799	0.00573223	0.0563071	0.00175885	0.0609629	0.484266	3.45301	0.303332	0.294951	0.12798	0.273737	0.0002964752	189.9218
5160	-3710.695	-3708.689	-2.006059	0.9630654	0.173498	0.234239	0.0203879	0.00994379	0.0699327	0.0867124	0.136246	0.0862704	0.562377	0.287564	0.0430889	0.352527	0.569841	0.332666	0.0995899	0.138053	0.0627745	0.00938639	0.295676	0.161822	-0.03294647	0.00882889	0.473128	0.0105482	0.00201629	0.490214	0.0152649	0.0493941	0.00018494	0.0200196	0.311071	3.66872	0.332508	0.288151	0.121153	0.258188	0.01644763	3.003114
5170	-3713.109	-3713.55	0.4415163	0.7535204	0.1704846	0.152504	0.0305046	0.0171641	0.0738807	0.149916	0.275395	0.19338	0.633888	0.174804	0.0546334	0.26684	0.513503	0.191528	0.08221	0.0160024	0.108683	0.027752	0.101011	0.1648093	-0.01671629	0.0112543	0.471479	0.0105114	0.000377896	0.494231	0.0121464	0.02609565	0.00016065	0.0186676	0.302412	3.67876	0.289692	0.320598	0.125748	0.263962	0.009379364	2.782241
5180	-3720.38	-3710.24	-10.14043	0.7521842	0.1767034	0.196798	0.245995	0.248559	0.0856275	0.14296	0.226247	0.152975	1.09545	0.0648362	0.0687222	0.810964	0.505222	0.112477	0.0518454	0.652291	0.0831453	0.193735	0.0316092	0.2098668	0.0595413	0.0100739	0.581105	0.00528032	0.00033961	0.396408	0.00679299	0.02210603	0.000213688	0.0215083	0.320197	3.65808	0.277925	0.30478	0.128155	0.289139	0.08164733	0.2707502
5190	-3719.227	-3711.809	-7.417272	0.8443169	0.1798498	0.467129	0.141141	0.0649999	0.0720981	0.10362	0.15056	0.0791641	0.94388	0.156413	0.0508946	0.286572	0.159517	0.164892	0.0379568	0.690019	0.190142	0.000215167	0.1812	0.2277785	0.225395	0.0203583	0.490134	0.00916546	0.00145417	0.469506	0.00938191	0.0277741	0.000245014	0.0230191	0.329067	3.64767	0.302813	0.298068	0.131968	0.267151	0.2531691	0.1097057
5200	-3728.04	-3713.461	-14.57955	0.847144	0.1750164	0.324936	0.0797777	0.0412929	0.0436369	0.101217	0.284604	0.282113	0.58102	0.529332	0.0299049	0.234544	0.945373	0.0648182	0.0529588	1.81724	0.0468157	0.120833	0.263459	0.1960683	-0.04870988	0.0129666	0.494516	0.00706297	0.00116239	0.474826	0.00946579	0.05818622	0.000198171	0.0207184	0.315405	3.66368	0.30712	0.30917	0.136696	0.247014	0.009476334	6.140161
5210	-3721.032	-3719.306	-1.726205	0.7845646	0.2478938	0.424452	0.19883	0.0219806	0.0976625	0.133526	0.213066	0.169582	0.484933	0.405203	0.0234458	0.223306	0.194807	0.0659285	0.0482347	0.0507066	0.021471	0.323029	0.0879012	0.1520174	-0.1593234	0.0137677	0.498764	0.0208612	0.00895959	0.45439	0.00325798	0.1640422	0.00201505	0.0651732	0.497023	3.43579	0.282023	0.306641	0.146118	0.265218	0.004718789	34.76362
5220	-3711.943	-3709.678	-2.264672	0.8419173	0.202635	0.118219	0.0604806	0.0416075	0.0614319	0.130848	0.215598	0.246759	0.590782	0.109822	0.053609	0.607373	0.22159	0.0100767	0.0338828	0.123846	0.181021	0.209883	0.512099	0.1836645	-0.01369364	0.0143256	0.518977	0.0105493	0.00203984	0.453349	0.000759259	0.02201774	0.000581097	0.0353093	0.3905	3.57361	0.28719	0.305225	0.138699	0.268886	0.0083241	2.645059
5230	-3716.046	-3709.663	-6.382747	0.4956189	0.2066641	0.220806	0.0795253	0.0495947	0.207145	0.256949	0.280043	0.28647	0.279169	0.23342	0.0356148	0.197611	1.0277	0.17531	0.108123	0.0940698	0.249599	0.0305528	0.0250839	0.2037189	0.05907404	0.0141659	0.513189	0.0118819	0.00358196	0.448292	0.00888933	0.1097492	0.000663657	0.0377063	0.400826	3.5608	0.300591	0.29631	0.138433	0.264667	0.1688232	0.6500835
5240	-3722.901	-3713.636	-9.264336	0.5506758	0.1982191	0.314349	0.099047	0.0692572	0.170657	0.490817	0.585384	0.353843	0.608292	0.262079	0.0335202	0.259057	0.236515	0.163182	0.122572	0.0945429	0.0360189	0.0208519	0.262105	0.3264595	0.2074247	0.0135387	0.499997	0.00714642	0.0042234	0.451406	0.0236886	0.0001601364	0.000499246	0.0327544	0.378994	3.58775	0.294141	0.296929	0.13237	0.27656	0.2075849	0.0007714264
5250	-3728.216	-3716.245	-11.97053	0.7060257	0.1987975	0.832433	0.0232354	0.0126278	0.223839	0.268684	0.291988	0.293473	0.620972	0.480671	0.0401018	0.12368	0.226853	0.672392	0.145351	0.0486199	0.111264	0.129006	0.316571	0.3260806	0.003627781	0.0135383	0.499983	0.00714622	0.00425176	0.451393	0.0236879	0.132473	0.000509469	0.0330846	0.380512	3.58589	0.281894	0.314581	0.140347	0.263178	0.1361008	0.9733449
5260	-3724.035	-3714.205	-9.830117	0.8032816	0.1573762	0.340319	0.196199	0.0396577	0.19527	0.152624	0.769035	0.471561	0.598647	0.154439	0.0485728	0.510554	0.62721	0.136826	0.0638448	0.0276306	0.0852898	0.149104	0.256705	0.3047611	-0.0139385	0.011418	0.607478	0.00237522	0.00911985	0.361962	0.0076477	0.05568902	8.17646e-05	0.0133442	0.263945	3.72263	0.304403	0.298915	0.110865	0.285818	0.04175052	1.333852
5270	-3715.653	-3708.131	-7.521796	0.8665143	0.1884264	0.248628	0.398655	0.069472	0.178187	0.12727	0.2636	0.186155	0.657073	0.30561	0.0327789	0.327318	0.230211	0.315942	0.0324199	0.0288574	0.464212	0.348093	0.070619	0.2231147	0.1640562	0.00712208	0.561361	0.0126267	0.00675823	0.401888	0.0102435	0.002388361	0.00034757	0.0273768	0.352783	3.61949	0.306197	0.312202	0.12354	0.258061	0.1664446	0.01434928
5280	-3716.602	-3710.317	-6.284772	0.8647087	0.1898219	0.322137	0.163081	0.120222	0.130861	0.175313	0.383558	0.31889	0.463143	0.354313	0.0416589	0.22527	0.0320783	0.11877	0.0506635	0.00844931	0.0991488	0.123025	0.792712	0.2005854	-0.1390263	0.0109996	0.523742	0.00418008	0.0093886	0.439353	0.0123367	0.1788981	0.000366816	0.0281178	0.356576	3.61494	0.315404	0.287846	0.132497	0.264252	0.03987188	4.486825
5290	-3711.76	-3709.058	-2.701893	0.680562	0.1906705	0.255264	0.0452125	0.0190334	0.0939389	0.136012	0.209417	0.187968	0.425453	0.130331	0.0320068	0.256566	0.116778	0.126238	0.109186	0.0645417	0.203503	0.187719	0.381548	0.2569591	-0.1183087	0.0103727	0.514706	0.010058	0.00609915	0.452991	0.00577382	0.1341577	0.000378891	0.0285726	0.358873	3.61218	0.296925	0.321341	0.125159	0.256576	0.01584909	8.464696
5300	-3719.783	-3709.138	-10.64589	0.5596098	0.1634054	0.185428	0.132981	0.0619396	0.113268	0.173129	0.900039	0.385626	0.812724	0.336671	0.0235118	0.461957	0.286411	0.118065	0.0804115	0.152173	0.0433763	0.0329558	0.415596	0.2292922	0.03962489	0.0104142	0.516768	0.00330343	0.00927809	0.454806	0.005431	0.131022	0.000113067	0.015678	0.281789	3.70242	0.313269	0.297915	0.121515	0.2673	0.1706469	0.767796
5310	-3724.073	-3719.067	-5.00556	0.9831431	0.193458	0.418293	0.0662347	0.0120761	0.104645	0.151219	0.281803	0.13705	0.67375	0.155026	0.0128042	0.151168	0.523035	0.120892	0.030537	0.0302124	0.276895	0.105544	0.224869	0.1600649	0.04807909	0.00731535	0.51118	0.00828451	0.0111265	0.449888	0.0122053	0.1288005	0.000420577	0.0300887	0.366369	3.60312	0.308422	0.271572	0.147273	0.272733	0.1768796	0.7281819
5320	-3719.7	-3717.322	-2.378613	0.8445185	0.180087	0.305226	0.0799839	0.029284	0.0781694	0.0845297	0.207756	0.0882148	0.634698	0.179111	0.0178426	0.253113	0.735018	0.165848	0.0694244	0.0254871	0.0565614	0.0349855	0.195115	0.2316784	0.01738307	0.00661925	0.503288	0.0170346	0.0180983	0.442943	0.0120168	0.03750551	0.000247506	0.0231349	0.329732	3.64689	0.317445	0.284198	0.131484	0.266873	0.05488858	0.6833026
5330	-3724.374	-3715.575	-8.799328	0.8172026	0.1986975	0.213827	0.380306	0.337815	0.332465	0.112013	0.200152	0.115477	0.625122	0.280469	0.0586533	0.403006	0.304089	0.0827023	0.174018	0.0231271	0.178739	0.0503916	0.92134	0.2573708	0.01644238	0.0139068	0.507534	0.00387057	0.0175651	0.446679	0.0104439	0.02358416	0.000507691	0.0330274	0.38025	3.58621	0.298684	0.304161	0.11927	0.277885	0.04002654	0.5892131
5340	-3718.803	-3712.64	-6.163416	0.6684522	0.1895606	0.237891	0.110834	0.0576873	0.16599	0.115397	0.332472	0.195397	0.70443	0.25493	0.0497944	0.297563	0.564805	0.139848	0.0537632	0.161378	0.0615503	0.0245753	0.0992014	0.2089118	-0.1612199	0.00949754	0.562209	0.00438857	0.018075	0.402923	0.00290684	0.2480677	0.000363154	0.0279784	0.355867	3.61579	0.286171	0.285475	0.126843	0.301511	0.08684775	2.856351
5350	-3716.792	-3708.803	-7.988987	0.4588612	0.1572024	0.326679	0.0471919	0.0529245	0.134604	0.332441	0.681933	0.395501	0.80741	0.128721	0.0103683	0.489467	0.38317	0.0742556	0.228946	0.177907	0.220529	0.0501139	0.0404206	0.2522182	-0.04299726	0.0103044	0.500716	0.00927389	0.00217105	0.47476	0.00277525	0.05803677	8.09743e-05	0.0132799	0.263427	3.72321	0.277116	0.316504	0.132863	0.273517	0.01503952	3.858952
5360	-3731.774	-3712.235	-19.53907	0.3086536	0.1689882	0.393152	0.99684	0.239096	0.363027	0.30171	0.926931	0.624859	0.922333	0.297111	0.0133462	0.208306	0.49555	0.408507	0.10895	0.329057	0.129311	0.11001	0.00131784	0.399215	-0.05850962	0.0113425	0.465376	0.0102081	0.00277864	0.50724	0.00305483	0.2294545	0.000149522	0.0180137	0.298085	3.68375	0.280898	0.317385	0.130607	0.27111	0.1709449	1.342272
5370	-3724.544	-3713.286	-11.25834	0.5147737	0.2068625	0.325477	0.0485044	0.0189792	0.122233	0.150347	0.170402	0.192441	0.619949	0.424569	0.0408151	0.5209	0.56429	0.486068	0.245384	0.146711	0.214936	0.140257	0.0137346	0.1929302	-0.1014012	0.00989561	0.55056	0.0144218	0.0125121	0.410059	0.00255172	0.2782625	0.000667922	0.0378259	0.40133	3.56018	0.303103	0.304663	0.11873	0.273505	0.1768614	1.573337
5380	-3720.139	-3711.172	-8.96703	0.514291	0.2034942	0.209473	0.241418	0.0936323	0.198609	0.138977	0.265642	0.140074	0.569163	0.295746	0.0433227	0.274162	0.0731953	0.537148	0.0959861	0.0212175	0.428719	0.122269	0.336141	0.2046079	-0.3160423	0.00997472	0.554961	0.0118239	0.0076481	0.413337	0.00225509	0.3656139	0.000598059	0.0358153	0.392716	3.57087	0.298311	0.300235	0.120978	0.280476	0.04957158	7.375474
5390	-3709.48	-3706.011	-3.469146	0.4748507	0.1767701	0.157951	0.0524859	0.0577622	0.126653	0.228773	0.554968	0.288096	0.438218	0.176695	0.068435	0.126042	0.0490348	0.156948	0.0932778	0.262074	0.0985289	0.00397295	0.611036	0.1755883	-0.04094288	0.0107534	0.523065	0.012747	0.00669491	0.445606	0.00113407	0.09140001	0.000214319	0.0215398	0.320386	3.65786	0.302429	0.292934	0.130242	0.274394	0.05045713	1.811439
5400	-3722.183	-3715.432	-6.750946	0.4186877	0.2245575	0.212062	0.193788	0.109149	0.193084	0.389629	0.467146	0.348852	0.519448	0.138739	0.0463513	0.205846	0.0220749	0.23865	0.0582193	0.0992469	0.019695	0.0572236	0.342191	0.1737595	0.4357241	0.00870467	0.525996	0.00906151	0.00673243	0.448103	0.00140199	0.0004347064	0.00113002	0.0490348	0.444678	3.50516	0.329177	0.274424	0.13085	0.265549	0.4361588	0.00099667
5410	-3720.687	-3713.138	-7.548473	0.3100875	0.1473407	0.108435	0.374138	0.228389	0.214236	0.235331	0.590117	0.325467	0.443754	0.201088	0.0689523	0.21015	0.00853661	0.100521	0.117357	0.207536	0.0843894	0.0590578	0.734255	0.2049209	-0.05406307	0.0102114	0.614124	0.00728427	0.00514773	0.360216	0.00301638	0.1193193	4.49417e-05	0.0099071	0.233791	3.75626	0.299205	0.321273	0.118637	0.260886	0.0652562	1.828474
5420	-3720.669	-3706.119	-14.55005	0.247293	0.1533716	0.135932	0.145437	0.105597	0.304312	0.385372	0.646107	0.833684	0.623218	0.161293	0.0653987	0.188802	0.390207	0.707642	0.16202	0.242215	0.359767	0.00719468	0.385628	0.2307177	0.07659782	0.00603011	0.54964	0.00924539	0.00653363	0.424431	0.00411978	0.06689147	6.50033e-05	0.0119049	0.251971	3.73606	0.303793	0.303369	0.130205	0.262633	0.1434893	0.4661774
5430	-3718.801	-3713.173	-5.628211	0.6285592	0.2040234	0.141311	0.295937	0.0856513	0.139863	0.240005	0.499519	0.257262	0.543911	0.0963409	0.0326862	0.217019	0.33736	0.0865831	0.0704413	0.461063	0.0761757	0.102841	0.287764	0.1664423	0.03947609	0.0111826	0.542451	0.00912446	0.00691486	0.41888	0.0114477	0.02936382	0.000608679	0.0361284	0.394077	3.56919	0.303335	0.307897	0.12939	0.259378	0.0688399	0.4265523
5440	-3719.77	-3708.271	-11.49918	0.4289709	0.2033605	0.396703	0.129224	0.135208	0.203769	0.291169	0.781426	0.30728	0.900355	0.399362	0.0235191	0.11159	0.241744	0.19032	0.0971331	0.0993899	0.218276	0.115846	0.223602	0.2345872	0.2963418	0.0111204	0.549331	0.00761402	0.00967457	0.416967	0.00529269	0.02615871	0.000595398	0.0357364	0.392371	3.5713	0.300862	0.294337	0.121786	0.283015	0.3225005	0.08111214
5450	-3722.628	-3709.262	-13.36617	0.3098867	0.1533969	0.404321	0.220802	0.145665	0.371168	0.488226	0.652273	0.523553	0.664727	0.415797	0.0878236	0.114617	0.0941643	0.192425	0.187086	0.00928807	0.0796926	0.302098	0.495354	0.3209863	-0.2450815	0.0111727	0.551918	0.00574958	0.00873785	0.418931	0.00349065	0.2587639	6.51e-05	0.0119138	0.252047	3.73597	0.293963	0.302362	0.137377	0.266298	0.01368243	18.91213
5460	-3723.784	-3713.684	-10.10002	0.3873508	0.1982798	0.173025	0.188012	0.0594659	0.15488	0.217542	0.605611	0.408492	0.563461	0.217735	0.0404086	0.245954	0.178734	0.327462	0.0978952	0.0304578	0.0285856	0.0808876	0.291112	0.3187416	-0.2001375	0.0120733	0.542567	0.00565217	0.0085898	0.411833	0.0192846	0.3033611	0.000500313	0.032789	0.379154	3.58756	0.326376	0.291993	0.123683	0.257948	0.1032236	2.938874
5470	-3720.037	-3713.236	-6.800313	0.5795568	0.1844521	0.294095	0.163415	0.0549065	0.166482	0.150979	0.383911	0.17143	0.630904	0.213339	0.0454941	0.24604	0.545537	0.262184	0.0742073	0.219037	0.0216982	0.0522276	0.252086	0.2201484	0.1418483	0.00520231	0.54901	0.00201889	0.00928249	0.420788	0.0136985	0.05450759	0.000296782	0.0253149	0.341879	3.63251	0.298842	0.311179	0.123499	0.266481	0.1963559	0.2775959
5480	-3726.015	-3718.349	-7.665734	0.5102482	0.1736127	0.548356	0.048704	0.0205494	0.126826	0.292696	0.252379	0.263028	0.588208	0.317829	0.0475899	0.118792	0.168294	0.134332	0.551459	0.200099	0.0871745	0.00495999	0.622541	0.2989104	-0.0223889	0.00442688	0.525341	0.0063478	0.00956236	0.445218	0.00910449	0.02796463	0.000185915	0.020072	0.311399	3.66834	0.27023	0.335142	0.141416	0.253212	0.005575733	5.015419
5490	-3723.822	-3716.422	-7.400506	0.5059448	0.2186134	0.581832	0.116886	0.168354	0.0845698	0.148856	0.190764	0.148259	0.343392	0.372993	0.056788	0.11977	0.0663194	0.13732	0.0902575	0.533	0.264389	0.0375557	0.385695	0.3127427	0.04689432	0.0204078	0.518537	0.0130657	0.00814594	0.430528	0.00931646	0.05445145	0.000956116	0.0451561	0.430473	3.52341	0.280554	0.278884	0.152226	0.288337	0.1013458	0.5372839
5500	-3724.418	-3713.66	-10.75854	0.5015529	0.225622	0.19921	0.0894993	0.0350148	0.0963358	0.497634	0.653422	0.141322	0.202558	0.192795	0.0653085	0.327962	0.690067	0.391333	0.0408907	0.606848	0.0452136	0.025801	0.466944	0.2475365	0.2205947	0.0181233	0.506053	0.00821494	0.00423213	0.455103	0.00827357	0.03191562	0.00116327	0.0497404	0.447184	3.50191	0.305989	0.270858	0.137104	0.286049	0.2525103	0.1263933
5510	-3723.921	-3712.141	-11.77953	0.487679	0.1859702	0.552931	0.692744	0.216955	0.153774	0.261515	0.30831	0.224419	0.467541	0.426415	0.0873822	0.253288	0.29805	0.117299	0.0488356	0.23811	0.63398	0.0196863	0.246738	0.2264915	-0.1790226	0.0148172	0.615519	0.00281343	0.00402224	0.351768	0.0110595	0.1816734	0.000315493	0.026094	0.346062	3.62753	0.28627	0.308254	0.134941	0.270534	0.002650857	68.53383
5520	-3723.166	-3714.587	-8.579147	0.4296587	0.1759116	0.341761	0.0932778	0.0559191	0.132996	0.221844	0.294023	0.338488	0.381167	0.104147	0.0701055	0.136366	0.404961	0.518343	0.182199	0.275707	0.13494	0.150826	0.416633	0.3173044	0.1073541	0.0195025	0.54795	0.00315269	0.00475192	0.406152	0.0184907	0.0147737	0.000206297	0.0211358	0.317951	3.66071	0.299088	0.305946	0.12258	0.272386	0.1221278	0.1209692
5530	-3719.556	-3715.004	-4.551972	0.5461168	0.2272381	0.291414	0.166901	0.0353045	0.104609	0.139761	0.194591	0.132026	0.332393	0.214112	0.063732	0.196306	0.671798	0.359784	0.0518289	0.383312	0.0818059	0.100115	0.319478	0.2512403	6.367681e-05	0.012292	0.574139	0.00719699	0.0115098	0.389403	0.00545925	0.01185899	0.00121499	0.050818	0.450966	3.497	0.272098	0.295974	0.12551	0.306417	0.01192266	0.9946592
5540	-3714.322	-3709.49	-4.832674	0.5262747	0.1803772	0.115659	0.145498	0.171168	0.109094	0.170009	0.359983	0.283153	0.359494	0.132429	0.03555	0.205459	0.201817	0.276226	0.0470704	0.198913	0.0489406	0.127261	0.549907	0.2389035	0.1165406	0.0110825	0.595644	0.00857935	0.00766756	0.372728	0.00429917	0.04257815	0.000250581	0.023277	0.330545	3.64593	0.294261	0.319173	0.129781	0.256785	0.1591187	0.2675873
5550	-3728.499	-3720.927	-7.571942	0.6227499	0.2741013	0.17177	0.152939	0.475832	0.120662	0.359847	0.526234	0.347153	0.334388	0.154112	0.0414117	0.5641	0.0789744	0.055395	0.0399776	0.0488175	0.139934	0.0657189	0.132144	0.2738505	-0.1794868	0.0149409	0.525532	0.0124211	0.00982257	0.431622	0.00566153	0.2378991	0.00343004	0.0845668	0.549635	3.36237	0.282208	0.29742	0.141259	0.279114	0.05841231	4.072756
5560	-3719.563	-3710.014	-9.549415	0.5311098	0.1999089	0.367645	0.381729	0.0836239	0.133237	0.232798	0.551554	0.334112	0.479804	0.321803	0.0969753	0.256968	0.0348185	0.102056	0.0853191	0.305351	0.00136356	0.0431521	0.777756	0.1812955	0.185201	0.0108917	0.535419	0.00459049	0.00949131	0.433893	0.00571437	0.002283036	0.00052953	0.0337229	0.38342	3.58233	0.276284	0.318621	0.128127	0.276968	0.187484	0.01217723
5570	-3708.308	-3704.472	-3.83533	0.5258078	0.1790245	0.179007	0.142863	0.132866	0.183334	0.181058	0.334739	0.279005	0.516194	0.123173	0.0606719	0.282872	0.0613241	0.477486	0.0564003	0.0857796	0.000107828	0.137044	0.359068	0.1870613	0.124056	0.0110397	0.529233	0.00814828	0.0112751	0.439788	0.00051562	0.01790489	0.000236489	0.0226181	0.326749	3.6504	0.288077	0.30017	0.142739	0.269014	0.1419609	0.1261255
5580	-3718.907	-3713.599	-5.307491	0.3871457	0.1952016	0.115584	0.0729841	0.0362349	0.112124	0.259703	0.398639	0.166712	0.520377	0.094398	0.0589899	0.868217	0.116714	0.336302	0.16831	0.236653	7.51047e-05	0.0162161	0.219645	0.192051	0.01014629	0.0164924	0.469642	0.009268	0.0126074	0.491752	0.000237663	0.09527673	0.00044827	0.0310539	0.371019	3.59748	0.305868	0.310473	0.133659	0.25	0.105423	0.9037564
5590	-3716.959	-3708.245	-8.714141	0.3007297	0.167145	0.246774	0.094287	0.13931	0.2432	0.234204	0.379502	0.34742	0.629212	0.0992786	0.0826812	0.228065	0.314964	0.501595	0.155143	0.513425	0.0441226	0.25241	0.269837	0.2898264	-0.01981242	0.00913401	0.534355	0.00836965	0.00375785	0.444087	0.00029673	0.02312925	0.000136626	0.0172243	0.292731	3.68991	0.310891	0.300922	0.137406	0.250781	0.003316833	6.973294
5600	-3716.097	-3705.284	-10.81267	0.591044	0.1687442	0.445169	0.166318	0.0538859	0.108991	0.192017	0.300238	0.300415	0.899375	0.51049	0.0307181	0.366	0.286645	0.0477041	0.0476203	0.174761	0.679904	0.0258734	0.0380393	0.2960391	-0.04523351	0.00911809	0.533423	0.0101578	0.00351933	0.443312	0.000468924	0.1597066	0.000147763	0.0179082	0.297378	3.68457	0.292393	0.308785	0.134942	0.26388	0.1144731	1.395145
5610	-3713.858	-3710.758	-3.099502	0.6860579	0.1876923	0.210799	0.108988	0.0561817	0.124707	0.143516	0.228357	0.157944	0.89879	0.440983	0.05917	0.462144	0.154354	0.0709131	0.0536406	0.279399	0.0880366	0.110569	0.0144739	0.1775239	-0.02735624	0.00904586	0.529198	0.0149522	0.0061183	0.4398	0.000885423	0.0344308	0.000337745	0.0269905	0.350781	3.62189	0.286538	0.308327	0.138814	0.266321	0.007074561	4.866847
5620	-3712.536	-3706.161	-6.374946	0.8480245	0.1904471	0.432023	0.0390082	0.0127057	0.115843	0.161462	0.228946	0.179545	0.907711	0.435616	0.0155974	0.354653	0.222008	0.0278663	0.114363	0.067052	0.266684	0.136681	0.0439628	0.1309343	-0.009086336	0.00976274	0.561869	0.0137298	0.00414467	0.408096	0.00239696	0.078366	0.000375684	0.0284525	0.358269	3.6129	0.297055	0.303239	0.124356	0.275349	0.06927966	1.131154
5630	-3721.385	-3719.756	-1.628274	0.5213612	0.2160005	0.356688	0.0299748	0.0649479	0.147089	0.171837	0.267082	0.145155	0.451284	0.497609	0.0210755	0.204251	0.499761	0.0890516	0.170707	0.127742	0.0359813	0.0349696	0.000787602	0.1856506	0.05718293	0.0127001	0.56106	0.00977617	0.00686158	0.407509	0.00209291	0.01189058	0.000885809	0.043486	0.424115	3.53151	0.275859	0.303038	0.133209	0.287894	0.06907351	0.1721439
5640	-3715.37	-3710.025	-5.344731	0.9467944	0.1678172	0.171006	0.0773498	0.0347089	0.130659	0.137635	0.225385	0.207414	0.814707	0.105971	0.0610215	1.15114	0.175117	0.168562	0.0260503	0.0264797	0.286783	0.14188	0.0365282	0.2113078	0.03428452	0.00802429	0.564087	0.010114	0.00713869	0.409707	0.000928439	0.03045478	0.000141227	0.0175101	0.294687	3.68766	0.316188	0.299595	0.130372	0.253845	0.06473929	0.4704218
