Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
8280	-3705.495	-3708.436	2.941132	0.5724852	0.193529	0.265191	0.0714991	0.419691	0.162357	0.338769	0.0860816	0.102856	0.498957	0.176556	0.0369567	0.156229	0.209865	0.0786525	0.115628	0.132232	0.0741425	0.095776	0.136111	0.115543	0.03155186	0.012908	0.584875	0.00695391	0.00415375	0.378983	0.0121268	0.01384046	-2.158112	0.000421679	0.0301277	0.366559	3.60289	0.287957	0.3275	0.120989	0.263554	0.04539232	0.3049076
8290	-3708.254	-3705.581	-2.67322	0.5301209	0.2178641	0.148582	0.0716065	0.18146	0.127655	0.11419	0.109021	0.0944308	0.310989	0.144403	0.0392449	0.179443	0.474841	0.425715	0.319496	0.463766	0.0579999	0.167802	0.157904	0.1548421	0.3412781	0.0145677	0.563822	0.00637883	0.00435254	0.39712	0.0137591	0.001942074	-1.86535	0.000935578	0.0446749	0.428657	3.52573	0.301367	0.296817	0.131433	0.270383	0.3432202	0.005658393
8300	-3704.496	-3707.315	2.819727	0.5723934	0.2145998	0.18113	0.105289	0.230066	0.130056	0.148781	0.152006	0.160778	0.487587	0.245156	0.0861901	0.190923	0.266754	0.247562	0.329918	0.142178	0.0891717	0.140138	0.371967	0.1797285	0.09562603	0.0182989	0.542347	0.00362156	0.00668349	0.416703	0.0123465	0.04271875	-1.716308	0.00084962	0.0425998	0.420678	3.53587	0.293265	0.30088	0.124452	0.281404	0.1383448	0.3087847
8310	-3715.928	-3712.85	-3.078761	0.5016664	0.1913399	0.134472	0.177355	0.296661	0.14533	0.219109	0.127465	0.766775	0.31776	0.184945	0.103473	0.503725	0.259206	0.318849	0.0998099	0.232198	0.0791599	0.359819	0.438278	0.2122786	0.01046849	0.0105526	0.527631	0.0101316	0.00920861	0.429743	0.0127329	0.01832528	-1.549856	0.000388616	0.0289336	0.36068	3.61	0.317174	0.293827	0.131992	0.257006	0.02879377	0.6364321
8320	-3712.33	-3711.42	-0.9099745	0.4548018	0.2531531	0.159729	0.0808947	0.388221	0.180847	0.482856	0.12896	0.199977	0.342235	0.159607	0.0830957	0.184522	0.404544	0.148995	0.207884	0.393574	0.0975924	0.179959	0.363503	0.1849473	0.1298928	0.014833	0.529171	0.0101611	0.00859897	0.430998	0.0062375	0.02247012	-1.687684	0.00226198	0.0689763	0.508088	3.42067	0.293545	0.304056	0.131348	0.271051	0.1523629	0.1474776
8330	-3707.197	-3709.167	1.969593	0.5085311	0.2020665	0.14354	0.186787	0.353981	0.145383	0.187849	0.143695	0.261409	0.338958	0.160762	0.103611	0.253084	0.160835	0.280679	0.361463	0.302041	0.0520892	0.130724	0.0863045	0.1714027	-0.09039315	0.0139478	0.563231	0.00541341	0.00626529	0.405277	0.00586526	0.1405932	-1.76374	0.000570062	0.0349761	0.38903	3.57542	0.297796	0.325897	0.118884	0.257423	0.05020006	2.800658
8340	-3708.848	-3710.982	2.13427	0.5285434	0.1981299	0.238095	0.0674421	0.518522	0.232126	0.290202	0.0859555	0.143643	0.371022	0.336988	0.110082	0.176132	0.172073	0.115848	0.189476	0.109625	0.0484239	0.198317	0.067837	0.162783	-0.03153945	0.0151571	0.520617	0.00433133	0.0022472	0.446833	0.0108142	0.04990895	-1.815337	0.000497683	0.0327036	0.37876	3.58804	0.310833	0.293377	0.12907	0.266721	0.0183695	2.716947
8350	-3713.51	-3710.864	-2.646393	0.4901587	0.2398004	0.267291	0.0560843	0.342622	0.250779	0.303706	0.153122	0.100974	0.516173	0.298942	0.071015	0.191616	0.385509	0.181635	0.282132	0.0863156	0.0894978	0.300992	0.0481309	0.1797286	0.001910093	0.0155044	0.508928	0.00479854	0.00263469	0.457072	0.011062	0.05682636	-1.716308	0.00167	0.0594293	0.479477	3.45942	0.317602	0.282087	0.14172	0.25859	0.05873645	0.9674803
8360	-3714.162	-3709.747	-4.414728	0.4885259	0.1817668	0.0820137	0.0539173	0.267683	0.170673	0.181619	0.115504	0.0773937	0.458619	0.272505	0.0439669	0.25084	0.693858	0.548823	0.204368	0.182572	0.25614	0.0810738	0.18312	0.1481915	-0.04315771	0.0104903	0.531949	0.00505889	0.00512772	0.436405	0.010969	0.04842652	-1.90925	0.000265692	0.0239631	0.334427	3.64134	0.309717	0.295422	0.12504	0.269821	0.005268814	9.191161
8370	-3708.467	-3707.909	-0.5580106	0.5215699	0.1728125	0.210133	0.154431	0.269666	0.172346	0.280841	0.123958	0.136142	0.624593	0.172	0.0575641	0.37355	0.35711	0.214437	0.0877961	0.0564663	0.0853491	0.154938	0.0611268	0.1396282	-0.09303714	0.0118202	0.549321	0.0065831	0.00495503	0.421707	0.00561346	0.1405295	-1.968772	0.000179187	0.019708	0.309108	3.67101	0.278023	0.312485	0.125931	0.283561	0.04749237	2.958991
8380	-3711.548	-3715.921	4.372304	0.5165096	0.1790771	0.219571	0.0943234	0.405239	0.187512	0.316907	0.180381	0.145627	0.295419	0.249443	0.0808363	0.192731	0.168785	0.061807	0.128401	0.168447	0.120497	0.102238	0.258196	0.1676894	-0.1405932	0.0150532	0.593196	0.0104358	0.00441074	0.375031	0.00187355	0.1524306	-1.785642	0.000237025	0.0226436	0.326897	3.65022	0.274398	0.323066	0.138094	0.264442	0.01183732	12.87712
8390	-3709.859	-3711.546	1.687701	0.4352741	0.2079076	0.106447	0.155947	0.353248	0.241006	0.197103	0.110431	0.151478	0.401314	0.135639	0.0588463	0.3779	0.226944	0.336538	0.0779692	0.209405	0.0858009	0.116917	0.33964	0.1971055	0.002539553	0.0147398	0.580846	0.00527134	0.00746049	0.389848	0.00183455	0.01896845	-1.624016	0.000690712	0.0384583	0.403979	3.55687	0.288671	0.305222	0.141676	0.264431	0.021508	0.8819252
8400	-3711.888	-3714.349	2.460154	0.3988824	0.2101301	0.246112	0.150103	0.300261	0.225207	0.199463	0.169302	0.379471	0.374254	0.247539	0.074394	0.269987	0.156974	0.175194	0.143614	0.119471	0.064074	0.047152	0.251339	0.1697827	-0.006674923	0.0169695	0.515996	0.00439887	0.0117024	0.448821	0.00211206	0.03479054	-1.773236	0.000740968	0.0398163	0.409576	3.54987	0.298001	0.287357	0.150875	0.263767	0.02811561	1.23741
8410	-3709.741	-3713.812	4.071791	0.5537651	0.1971704	0.213138	0.0968242	0.323058	0.126571	0.172411	0.0788019	0.0829276	0.332601	0.160772	0.0813593	0.11027	0.0879824	0.133265	0.210469	0.14563	0.0535665	0.136246	0.217314	0.1092343	-0.3841025	0.0177754	0.514936	0.00620684	0.00924823	0.447899	0.00393446	0.444545	-2.21426	0.000481085	0.0321592	0.376233	3.59113	0.300998	0.289377	0.130444	0.279181	0.06044249	7.354843
8420	-3704.1	-3708.437	4.337888	0.456086	0.2029661	0.116759	0.123419	0.297615	0.153508	0.204445	0.157618	0.245082	0.36763	0.193495	0.0773085	0.173953	0.27682	0.132362	0.101012	0.224122	0.100582	0.0914402	0.144246	0.1260013	-0.191573	0.0182939	0.533719	0.00577137	0.00730455	0.43165	0.00326118	0.2269491	-2.071463	0.000587594	0.035504	0.391355	3.57255	0.310212	0.286224	0.143997	0.259566	0.03537612	6.415321
8430	-3708.035	-3716.054	8.019348	0.7144475	0.2209566	0.170798	0.094719	0.200264	0.111833	0.117706	0.136523	0.183298	0.307459	0.205516	0.0731062	0.153924	0.299235	0.159667	0.147473	0.0616176	0.0537439	0.0721353	0.298818	0.1328773	0.06039685	0.0191756	0.488941	0.016249	0.00557777	0.46732	0.00273628	0.001883554	-2.018329	0.00102232	0.0466723	0.436116	3.51619	0.280379	0.307055	0.142384	0.270182	0.0622804	0.03024313
8440	-3699.478	-3704.944	5.465919	0.625602	0.1896271	0.10291	0.059165	0.282762	0.136768	0.172274	0.136036	0.0791086	0.33216	0.176943	0.0595247	0.19761	0.292718	0.058558	0.162088	0.134779	0.0566404	0.139598	0.0925774	0.1112275	0.2226177	0.0176643	0.540157	0.0079374	0.00140012	0.430488	0.0023529	0.06267156	-2.196177	0.000364084	0.0280138	0.356048	3.61557	0.301612	0.303308	0.125233	0.269846	0.2852893	0.2196772
8450	-3703.183	-3709.603	6.419654	0.6961218	0.2323449	0.0993267	0.0397058	0.180349	0.131411	0.130919	0.113099	0.0593969	0.39088	0.210416	0.0588589	0.208335	0.312544	0.105572	0.300739	0.0812282	0.109473	0.0636441	0.105742	0.1343842	-0.07595353	0.0164245	0.502245	0.00559668	0.00203609	0.472595	0.00110207	0.1048921	-2.007052	0.00138847	0.0542701	0.462746	3.4816	0.28898	0.296581	0.139287	0.275153	0.02893857	3.624647
8460	-3703.207	-3706.957	3.750058	0.663369	0.2104416	0.139964	0.140535	0.225223	0.131666	0.136512	0.143198	0.238359	0.583379	0.17041	0.0771494	0.305862	0.177895	0.0946817	0.143547	0.205835	0.0456218	0.0445067	0.112154	0.160155	-0.07302064	0.0163503	0.499978	0.00557141	0.00485866	0.470462	0.00278026	0.1061005	-1.831613	0.000748209	0.0400081	0.410356	3.54889	0.306065	0.309419	0.129077	0.255439	0.03307986	3.207405
8470	-3715.253	-3721.171	5.917879	0.6863297	0.1941195	0.156009	0.179515	0.253447	0.0926003	0.0697436	0.0844144	0.177033	0.393094	0.24106	0.0664953	0.306722	0.143754	0.129929	0.229197	0.0442586	0.0679115	0.113435	0.151249	0.1139043	-0.04759491	0.013593	0.659972	0.00608511	0.00217926	0.314515	0.00365588	0.05707741	-2.172397	0.000430934	0.0304534	0.368137	3.60098	0.28197	0.320897	0.123063	0.27407	0.009482506	6.019233
8480	-3719.121	-3717.986	-1.135563	0.5437654	0.2163571	0.171564	0.0459572	0.283968	0.147175	0.188659	0.288559	0.116921	0.639983	0.165919	0.0574858	0.410643	0.257647	0.295204	0.184987	0.060623	0.127909	0.122087	0.191797	0.1816896	0.09515647	0.0112847	0.463606	0.0113848	0.00268199	0.496355	0.0146871	0.01791098	-1.705455	0.000895188	0.0437126	0.424987	3.53041	0.281828	0.322653	0.126747	0.268772	0.1130674	0.1584097
8490	-3704.356	-3709.322	4.965808	0.4844947	0.1896061	0.207582	0.0683922	0.255778	0.119148	0.220848	0.131529	0.135886	0.505311	0.264132	0.120814	0.330131	0.172954	0.184731	0.223068	0.0886665	0.144579	0.159625	0.133758	0.1826442	0.0009965899	0.0141668	0.468053	0.00787766	0.00270772	0.501116	0.00607863	0.04176707	-1.700215	0.000363791	0.0280027	0.355991	3.61564	0.299927	0.310116	0.137219	0.252738	0.04276366	0.9766954
8500	-3706.073	-3709.982	3.908637	0.4942693	0.1949307	0.127841	0.108922	0.242076	0.127778	0.287162	0.104184	0.113623	0.419559	0.201721	0.0829019	0.30514	0.18687	0.115619	0.149252	0.176275	0.0825627	0.0559238	0.0767503	0.1584801	-0.03743742	0.0112902	0.602761	0.00627013	0.0057	0.364189	0.00978946	0.2134627	-1.842126	0.000443884	0.0309031	0.370298	3.59835	0.287706	0.305422	0.138899	0.267973	0.1760253	1.212682
8510	-3705.436	-3707.181	1.745014	0.5249769	0.2257607	0.196201	0.0989092	0.376601	0.149549	0.201485	0.138758	0.0798995	0.58064	0.277547	0.0643261	0.18109	0.255982	0.190949	0.301175	0.149941	0.0724153	0.143155	0.0827473	0.1633265	-0.1686618	0.0157043	0.50839	0.00574069	0.00459569	0.457049	0.00851962	0.1793336	-1.812004	0.00116765	0.0498326	0.447509	3.50149	0.294226	0.301431	0.13825	0.266093	0.0106718	16.80444
8520	-3709.387	-3710.745	1.35747	0.5121435	0.1876008	0.0617172	0.0805844	0.621209	0.164622	0.363752	0.138115	0.0844937	0.385854	0.316124	0.117883	0.137836	0.270897	0.229676	0.112558	0.224311	0.0757646	0.112831	0.0724358	0.1593947	-0.02587727	0.0103459	0.516168	0.0116017	0.00107662	0.454877	0.00593109	0.05209182	-1.836372	0.000336535	0.0269425	0.350531	3.62219	0.314557	0.309762	0.12812	0.247561	0.02621455	1.987134
8530	-3708.954	-3707.797	-1.157411	0.4328452	0.1700761	0.194963	0.11033	0.412457	0.379694	0.261988	0.213282	0.111531	0.520662	0.267622	0.0922111	0.145945	0.329534	0.17678	0.314464	0.086522	0.10329	0.197728	0.264226	0.1714414	-0.002565998	0.0108714	0.495487	0.0111368	0.00340462	0.473407	0.00569345	0.09193909	-1.763514	0.000157552	0.018488	0.301233	3.68012	0.295218	0.317127	0.128063	0.259592	0.08937309	1.028711
8540	-3711.693	-3711.135	-0.5581088	0.3310156	0.2188172	0.207555	0.0816645	0.525174	0.477959	0.359114	0.218162	0.117136	0.375917	0.171157	0.0548137	0.257102	0.16975	0.135421	0.142569	0.196913	0.148419	0.0770107	0.123792	0.1557972	0.0274688	0.0153468	0.46261	0.00624668	0.00694671	0.503534	0.00531568	0.08080002	-1.8592	0.000961753	0.0452873	0.430966	3.52279	0.303008	0.282893	0.148985	0.265114	0.1082688	0.7462908
8550	-3714.786	-3711.598	-3.188525	0.4050569	0.1751241	0.108955	0.0774399	0.48067	0.34567	0.205398	0.188557	0.118341	0.486594	0.250133	0.0575822	0.215187	0.164572	0.389323	0.101569	0.211156	0.116997	0.379849	0.0567502	0.1290758	-0.01197044	0.0106497	0.474056	0.00692983	0.00910249	0.492834	0.00642784	0.01842696	-2.047355	0.000199136	0.0207684	0.315711	3.66332	0.304873	0.301563	0.125501	0.268063	0.006456519	2.854008
8560	-3704.814	-3711.912	7.098298	0.3977189	0.1996282	0.134464	0.0985254	0.2854	0.196883	0.187212	0.117834	0.2902	0.370414	0.143075	0.0433511	0.100729	0.195419	0.152099	0.0813026	0.20296	0.0837109	0.203617	0.0788344	0.1492069	-0.04046485	0.0131759	0.488402	0.0159099	0.00858454	0.464791	0.00913665	0.04707665	-1.902422	0.000524412	0.0335613	0.382687	3.58323	0.291907	0.303411	0.141595	0.263087	0.006611797	7.1201
8570	-3717.348	-3720.646	3.298046	0.3670088	0.2517624	0.153656	0.0815841	0.399544	0.204574	0.126418	0.173149	0.111394	0.409851	0.197643	0.11418	0.274925	0.0724435	0.257892	0.228848	0.114015	0.236289	0.207449	0.190542	0.1869851	-0.1291052	0.0133966	0.479221	0.0161763	0.00872833	0.475733	0.00674454	0.1552841	-1.676726	0.00219491	0.0679657	0.505188	3.42465	0.319542	0.294613	0.126303	0.259542	0.02617896	5.931639
8580	-3709.81	-3708.777	-1.032868	0.4179655	0.2035491	0.231637	0.129647	0.278238	0.225477	0.262231	0.207544	0.238391	0.411272	0.324083	0.0988093	0.163251	0.306599	0.153154	0.456214	0.288219	0.0956127	0.101331	0.182253	0.2568957	0.02311677	0.012554	0.481671	0.0171561	0.00302267	0.478483	0.00711304	0.08119606	-1.359085	0.000599156	0.0358478	0.392857	3.5707	0.282371	0.304089	0.13341	0.28013	0.1043128	0.7783899
8590	-3710.894	-3710.004	-0.8899192	0.3958032	0.2143299	0.193173	0.209966	0.287942	0.167275	0.116504	0.160306	0.315869	0.335829	0.144489	0.0574034	0.23771	0.286849	0.470886	0.364888	0.24198	0.119455	0.192215	0.33446	0.1698176	0.04227865	0.0109004	0.567628	0.0148964	0.00262453	0.397774	0.00617614	0.04144273	-1.77303	0.000842766	0.0424298	0.420013	3.53671	0.286152	0.303532	0.12573	0.284586	0.08372138	0.4950077
8600	-3716.71	-3716.699	-0.01099629	0.3674238	0.1891532	0.227972	0.0377245	0.392796	0.195784	0.282441	0.132216	0.169124	0.513437	0.209685	0.0871757	0.141802	0.235537	0.300656	0.138426	0.221003	0.157022	0.251629	0.295763	0.2112213	-0.02294777	0.0188306	0.56577	0.0141259	0.00335035	0.396472	0.00145134	0.03573284	-1.554849	0.0003575	0.0277617	0.354761	3.61712	0.269946	0.328608	0.127281	0.274165	0.01278507	2.794888
8610	-3709.039	-3711.131	2.092307	0.3424039	0.1704863	0.112264	0.150655	0.400345	0.17982	0.248016	0.228093	0.200428	0.511581	0.126786	0.063612	0.148395	0.233155	0.448822	0.128468	0.175071	0.107289	0.223055	0.225391	0.1674605	0.0357834	0.0198953	0.573493	0.00253967	0.000717922	0.401883	0.00147115	0.007436206	-1.787008	0.000160663	0.0186684	0.302417	3.67875	0.285875	0.293799	0.134167	0.286159	0.04321961	0.1720563
8620	-3715.546	-3712.156	-3.39058	0.4311106	0.2001474	0.0961276	0.095834	0.356505	0.196675	0.141356	0.166721	0.227232	0.554501	0.181847	0.101116	0.0881706	0.584897	0.137224	0.560992	0.195405	0.137352	0.0768103	0.189689	0.1383379	-0.1548526	0.0198429	0.571984	0.00318166	0.00043394	0.400826	0.0037314	0.1783061	-1.978056	0.000533907	0.0338606	0.384043	3.58156	0.292051	0.315883	0.123751	0.268315	0.02345346	7.602549
8630	-3710.311	-3710.432	0.1203293	0.4595272	0.2180799	0.10281	0.149025	0.270033	0.149881	0.221112	0.15201	0.230041	0.494428	0.327543	0.0924708	0.140025	0.278468	0.271971	0.116813	0.202722	0.0916916	0.126409	0.575015	0.2327779	-0.01570051	0.0197374	0.569256	0.00310396	0.000457004	0.398915	0.0085305	0.04648596	-1.457671	0.00094146	0.0448133	0.42918	3.52506	0.309642	0.293944	0.141354	0.25506	0.03078544	1.509998
8640	-3711.427	-3710.196	-1.231635	0.4635499	0.194025	0.161072	0.0953653	0.29864	0.226997	0.247998	0.145887	0.10123	0.725871	0.272088	0.0741527	0.142652	0.235207	0.115194	0.169792	0.134	0.118449	0.129984	0.307372	0.1632457	0.2707273	0.00954801	0.571718	0.00270198	0.00129824	0.40064	0.0140938	0.1326704	-1.812499	0.000429444	0.0304012	0.367885	3.60128	0.305721	0.307708	0.134056	0.252516	0.4033976	0.3288823
8650	-3725.59	-3722.246	-3.344089	0.5208014	0.2102834	0.235553	0.57412	0.322015	0.188367	0.125575	0.193093	0.18322	0.431392	0.367639	0.0949376	0.207297	0.187065	0.104139	0.157816	0.136822	0.082136	0.251887	0.150526	0.1735193	0.09376455	0.0170525	0.569251	0.00240409	0.00138776	0.398911	0.0109929	0.2527568	-1.751467	0.000744524	0.0399106	0.40996	3.54939	0.287389	0.320312	0.12318	0.269119	0.3465213	0.7294119
8660	-3713.921	-3709.759	-4.161664	0.493892	0.214897	0.225641	0.198763	0.378723	0.236958	0.187695	0.15949	0.221692	0.497262	0.256377	0.0925471	0.252259	0.127933	0.254516	0.215398	0.085568	0.0924322	0.042903	0.235222	0.212877	-0.4562487	0.0149742	0.497969	0.0117136	0.00146506	0.467612	0.00626606	0.5116932	-1.547041	0.000857212	0.0427873	0.421409	3.53495	0.325629	0.290716	0.123109	0.260546	0.05544448	9.228929
8670	-3708.266	-3707.539	-0.7271812	0.4171416	0.1617429	0.278305	0.136974	0.382283	0.187743	0.166464	0.164017	0.222658	0.534183	0.303124	0.0669546	0.128576	0.300942	0.436874	0.152137	0.118945	0.105599	0.205467	0.129131	0.167276	0.1750836	0.0100565	0.580725	0.00763363	0.0034085	0.391475	0.00670097	0.04403786	-1.78811	0.00010365	0.0150147	0.276893	3.70799	0.299006	0.296401	0.123265	0.281328	0.2191215	0.2009746
8680	-3714.78	-3711.584	-3.196081	0.4025659	0.2045302	0.180159	0.148993	0.45385	0.233029	0.278682	0.173109	0.181589	0.421396	0.214728	0.0607928	0.269536	0.369445	0.295045	0.206006	0.0780451	0.1323	0.0702357	0.425431	0.1786973	-0.1710698	0.0104186	0.509256	0.0113939	0.00464458	0.452543	0.0117434	0.2266143	-1.722062	0.000618972	0.0364292	0.395377	3.56757	0.295976	0.316244	0.128811	0.258969	0.05554445	4.079872
8690	-3701.507	-3706.756	5.248854	0.4435485	0.1941365	0.250302	0.0572034	0.296332	0.203032	0.191874	0.164654	0.0939086	0.44508	0.30278	0.0803099	0.177999	0.161236	0.107316	0.224913	0.109662	0.0827327	0.134283	0.15014	0.1798694	-0.003931986	0.0220261	0.503711	0.00902589	0.00350141	0.459672	0.00206338	0.02411372	-1.715524	0.000431203	0.0304628	0.368182	3.60092	0.302565	0.300766	0.130201	0.266468	0.02018173	1.194829
8700	-3714.836	-3718.776	3.940273	0.4702008	0.1985131	0.122273	0.0774922	0.218231	0.241936	0.218425	0.124215	0.199432	0.345026	0.120269	0.065483	0.408807	0.149554	0.156062	0.272438	0.0733101	0.0869377	0.129602	0.258282	0.130459	0.04648633	0.02245	0.555933	0.00617625	0.00227742	0.41246	0.00070373	0.0464752	-2.036696	0.000504424	0.0329221	0.379766	3.58681	0.270321	0.300044	0.140669	0.288966	0.09296153	0.4999401
8710	-3713.502	-3710.57	-2.931583	0.561578	0.1875216	0.0581054	0.0758246	0.356812	0.13962	0.139721	0.128675	0.173598	0.481289	0.181291	0.062855	0.151989	0.537386	0.322267	0.444484	0.117687	0.0739126	0.0604159	0.0555969	0.1564396	-0.06531765	0.020406	0.505316	0.00519017	0.00224108	0.464439	0.00240808	0.1617935	-1.855085	0.00033549	0.0269011	0.350314	3.62245	0.291603	0.296742	0.134087	0.277568	0.09647581	1.677037
8720	-3715.28	-3709.627	-5.6529	0.4714701	0.1551898	0.215192	0.0651214	0.396452	0.182066	0.278975	0.122061	0.351993	0.614128	0.109639	0.0647671	0.309202	0.35303	0.15701	0.0798442	0.333865	0.0442912	0.118847	0.0679919	0.208686	-0.006008291	0.0082173	0.506256	0.00691504	0.00266309	0.465303	0.010646	0.08834046	-1.566925	7.22452e-05	0.0125473	0.257419	3.72996	0.30829	0.314414	0.139404	0.237891	0.08233217	1.072976
8730	-3726.383	-3717.685	-8.697791	0.607379	0.1494278	0.134493	0.294446	0.185895	0.14782	0.134107	0.145395	0.44639	0.973959	0.433856	0.0774326	0.0757412	0.471122	0.200577	0.120019	0.0645948	0.0920864	0.0529651	0.359182	0.179023	0.2681767	0.00806007	0.496569	0.010273	0.00424242	0.471682	0.00917293	0.05921256	-1.720241	5.12375e-05	0.0105753	0.2401	3.74927	0.30542	0.322729	0.129341	0.24251	0.3273892	0.1808629
8740	-3708.832	-3713.377	4.544724	0.5591967	0.2220076	0.123612	0.084876	0.189026	0.117775	0.153771	0.130298	0.105333	0.545153	0.434049	0.0687093	0.195188	0.229208	0.220516	0.0924995	0.0488111	0.121082	0.158816	0.0724564	0.1400025	-0.1164922	0.00739548	0.491725	0.0124411	0.0150422	0.467081	0.00631582	0.1431099	-1.966095	0.001053	0.0473578	0.438628	3.51296	0.300295	0.310847	0.127812	0.261045	0.02661777	5.376481
8750	-3709.781	-3709.554	-0.2271539	0.5344269	0.1754785	0.257787	0.0485679	0.241882	0.167121	0.219686	0.129543	0.238458	0.454613	0.230938	0.073995	0.236442	0.198199	0.138444	0.501809	0.184545	0.072107	0.236489	0.0766068	0.199331	-0.03750694	0.00598737	0.583255	0.0153906	0.0134889	0.378148	0.00373003	0.08120656	-1.612789	0.000202335	0.0209333	0.31672	3.66214	0.301141	0.286364	0.133494	0.279001	0.04369962	1.85829
8760	-3708.125	-3714.598	6.472462	0.5402398	0.1965939	0.10429	0.197772	0.320146	0.143969	0.293723	0.13003	0.13783	0.331696	0.118344	0.0467198	0.345324	0.165556	0.0648217	0.137251	0.0658229	0.0562732	0.0962899	0.158304	0.1234837	-0.02079775	0.00802944	0.582148	0.0153614	0.013102	0.37743	0.00392858	0.02506239	-2.091646	0.000471305	0.0318339	0.37471	3.59298	0.2997	0.296722	0.119691	0.283887	0.00426464	5.876789
8770	-3712.896	-3709.501	-3.395093	0.5764464	0.214145	0.190765	0.122598	0.358977	0.182597	0.229479	0.130904	0.0571041	0.524371	0.446064	0.0588961	0.154398	0.237649	0.0987677	0.239465	0.253686	0.0486446	0.359283	0.375649	0.1506743	0.02155476	0.0125218	0.58489	0.00562272	0.0131637	0.379208	0.0045942	0.01643191	-1.892634	0.000838092	0.0423135	0.419557	3.53729	0.286096	0.305005	0.125196	0.283703	0.03798667	0.4325704
8780	-3711.376	-3710.623	-0.7523203	0.5150428	0.1881103	0.104523	0.0847017	0.279797	0.205235	0.171248	0.133644	0.161709	0.666424	0.163074	0.0449569	0.315483	0.219385	0.231308	0.166224	0.187115	0.069023	0.305291	0.340403	0.1562975	-0.129649	0.0124263	0.580431	0.0130808	0.0130633	0.376317	0.00468202	0.1416553	-1.855994	0.000343314	0.0272102	0.351922	3.62052	0.279509	0.294351	0.133416	0.292724	0.0120063	11.79841
8790	-3726.56	-3722.367	-4.193115	0.4535663	0.2557661	0.238621	0.0947761	0.329916	0.150033	0.174722	0.128951	0.136575	0.419044	0.235974	0.100289	0.173702	0.139622	0.338546	0.113137	0.0762886	0.137493	0.288192	0.438035	0.2357664	-0.03305362	0.00366202	0.578074	0.014865	0.0252443	0.37395	0.00420491	0.30673	-1.444914	0.00239145	0.0708846	0.513489	3.41324	0.306127	0.273051	0.128463	0.292359	0.2736764	1.120776
8800	-3706.006	-3711.436	5.430147	0.5151219	0.1955826	0.173575	0.135244	0.270491	0.181633	0.175133	0.132487	0.0985308	0.339227	0.307036	0.0702089	0.119192	0.268199	0.118887	0.236077	0.132911	0.0836547	0.104737	0.127354	0.1358993	-0.1652318	0.014937	0.559008	0.0178393	0.017625	0.386247	0.00434318	0.2327301	-1.995841	0.000454491	0.0312666	0.372031	3.59625	0.286632	0.30153	0.129967	0.281871	0.06749833	3.447939
8810	-3710.46	-3709.903	-0.5574124	0.6194027	0.1995099	0.186653	0.190055	0.201392	0.123437	0.201864	0.114836	0.165698	0.370851	0.264572	0.0501129	0.137451	0.544872	0.150994	0.109722	0.130538	0.052724	0.0442556	0.607786	0.158644	0.05483213	0.00951131	0.568904	0.0124878	0.0118559	0.393085	0.00415557	0.009417212	-1.841093	0.000522265	0.0334932	0.382378	3.58361	0.317958	0.312512	0.124765	0.244765	0.06424934	0.1465729
8820	-3708.636	-3709.684	1.048313	0.5262125	0.1877959	0.159075	0.034298	0.346516	0.206119	0.230405	0.165823	0.0701795	0.379177	0.186214	0.0662687	0.386655	0.198559	0.180732	0.209348	0.122522	0.101871	0.236746	0.228246	0.1747358	0.002690125	0.0106105	0.569493	0.0109728	0.0127202	0.393492	0.00271138	0.05791389	-1.74448	0.00033912	0.0270449	0.351064	3.62155	0.283089	0.316759	0.124136	0.276016	0.06060402	0.9556114
8830	-3708.954	-3708.708	-0.2462686	0.4689181	0.2115833	0.177334	0.112821	0.353199	0.143389	0.207191	0.144575	0.193022	0.47122	0.161917	0.0644891	0.198798	0.120652	0.28932	0.285392	0.163547	0.0959033	0.061816	0.385284	0.1696554	-0.2631998	0.0119476	0.582724	0.00478308	0.00814219	0.379244	0.0131595	0.3238512	-1.773986	0.000775168	0.0407137	0.413208	3.5453	0.3159	0.303224	0.123108	0.257768	0.06065146	5.339546
8840	-3709.633	-3709.582	-0.05129952	0.4497201	0.213544	0.0986702	0.0833118	0.348184	0.198298	0.214437	0.133398	0.178381	0.361872	0.120295	0.0773064	0.405777	0.284263	0.0921739	0.119694	0.431773	0.0688464	0.130886	0.340363	0.1684546	0.0002453848	0.0139856	0.51162	0.00337298	0.00457573	0.443935	0.0225104	0.1160509	-1.781089	0.000823024	0.0419361	0.418074	3.53917	0.300528	0.318749	0.12276	0.257963	0.1162962	0.99789
