Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2110	-3715.175	-3711.279	-3.896396	0.396318	0.1790858	0.180758	0.191241	0.474707	0.205345	0.300825	0.251379	0.421801	0.56685	0.283211	0.117089	0.293158	0.283784	0.249572	0.161411	0.478	0.120061	0.217798	0.0730597	0.2290427	0.1317013	0.00874837	0.405023	0.00683161	0.00542238	0.563837	0.0101383	0.03825141	-1.473847	0.000237114	0.0226478	0.326921	3.65019	0.304779	0.303693	0.150957	0.240571	0.1699528	0.2250708
2120	-3714.224	-3709.861	-4.363814	0.4599043	0.2059526	0.127745	0.218333	0.391713	0.170723	0.232344	0.15652	0.447536	0.280138	0.290299	0.0720675	0.34232	0.359693	0.150229	0.0581677	0.49573	0.098005	0.131018	0.44835	0.1780552	-0.1113192	0.0157981	0.580292	0.00360713	0.00389086	0.387995	0.00841758	0.1386278	-1.725662	0.000648515	0.0372786	0.399014	3.56306	0.303215	0.291861	0.139129	0.265794	0.02730855	5.076351
2130	-3718.603	-3715.314	-3.289524	0.5553509	0.2151817	0.110045	0.170316	0.245122	0.190333	0.146851	0.169877	0.213721	0.389971	0.23507	0.0701707	0.486963	0.993033	0.0505699	0.159352	0.280782	0.0761836	0.113384	0.0734674	0.1930833	0.04688206	0.013456	0.469507	0.00167986	0.00672022	0.501224	0.00741298	0.004170036	-1.644633	0.000864529	0.0429672	0.422108	3.53406	0.313174	0.281781	0.133106	0.271939	0.0510521	0.08168197
2140	-3714.705	-3708.078	-6.626961	0.5779757	0.1687099	0.195247	0.0822275	0.507998	0.190043	0.243111	0.128799	0.171567	0.412726	0.224743	0.0599961	0.261565	0.631328	0.0934901	0.0800959	0.0890098	0.0371791	0.336017	0.164253	0.1443861	0.252293	0.0133578	0.466082	0.00240925	0.00440378	0.497567	0.0161805	0.08333259	-1.935264	0.000147518	0.0178933	0.297278	3.68468	0.301499	0.311316	0.135759	0.251426	0.3356256	0.2482903
2150	-3711.703	-3711.024	-0.6797766	0.4788541	0.2105611	0.0890714	0.0795321	0.378594	0.131169	0.240629	0.122424	0.117471	0.555278	0.107414	0.0851833	0.474362	0.281915	0.111142	0.195375	0.242761	0.139045	0.309598	0.0785415	0.1902457	-0.1969346	0.0154498	0.530936	0.00396733	0.00343948	0.434351	0.0118566	0.2048158	-1.659439	0.000750999	0.0400817	0.410655	3.54851	0.287061	0.315113	0.133748	0.264078	0.007881212	25.98786
2160	-3712.733	-3710.222	-2.510851	0.4744764	0.1675377	0.0850316	0.144375	0.389109	0.298716	0.357357	0.150493	0.263419	0.583763	0.262395	0.0962802	0.161733	0.261842	0.169533	0.132294	0.164596	0.0908799	0.0971645	0.693656	0.1953392	-0.07190633	0.016173	0.511841	0.00715534	0.00494209	0.454684	0.00520507	0.1049378	-1.633018	0.000139299	0.0173909	0.293874	3.6886	0.273916	0.318022	0.12844	0.279622	0.03303149	3.176903
2170	-3707.776	-3706.23	-1.545214	0.4831358	0.1974169	0.124698	0.138883	0.346549	0.141812	0.160641	0.110781	0.226506	0.69458	0.0825381	0.0501353	0.256228	0.751304	0.136497	0.193015	0.299689	0.0848264	0.162238	0.0640053	0.1584623	-0.01276977	0.0150857	0.524756	0.00667429	0.00562224	0.443129	0.0047326	0.01672862	-1.842239	0.000485311	0.0322987	0.376883	3.59033	0.305786	0.300538	0.134586	0.259089	0.003958857	4.225619
2180	-3708.058	-3711.867	3.809562	0.4854152	0.2014177	0.126437	0.193148	0.222195	0.123053	0.151563	0.103525	0.345361	0.321185	0.162396	0.109852	0.275309	0.125095	0.134638	0.581942	0.100542	0.0838562	0.220389	0.200974	0.143856	-0.05762296	0.0147998	0.531492	0.00654779	0.00917609	0.43473	0.00325422	0.05875821	-1.938943	0.000557652	0.0345974	0.387348	3.5775	0.305806	0.295363	0.135807	0.263023	0.001135252	51.75784
2190	-3710.99	-3714.7	3.709533	0.4799322	0.1900709	0.208597	0.145887	0.301769	0.136921	0.195599	0.147256	0.0992202	0.430977	0.263762	0.0991258	0.203977	0.120872	0.0861985	0.200725	0.0864445	0.146772	0.390469	0.0896107	0.1358151	0.1253863	0.01022	0.56137	0.00855328	0.00939282	0.409964	0.000499036	0.03654994	-1.996461	0.00037033	0.0282509	0.357251	3.61413	0.304877	0.308655	0.12834	0.258128	0.1619363	0.2257057
2200	-3709.682	-3709.282	-0.3996169	0.4380031	0.1772887	0.17366	0.199314	0.258589	0.182211	0.157683	0.105246	0.235441	0.308597	0.197826	0.0893011	0.243361	0.244278	0.190583	0.184781	0.36613	0.0584009	0.426327	0.205911	0.1717885	-0.1876334	0.0165148	0.546268	0.010675	0.0111422	0.414878	0.000521724	0.3029386	-1.761491	0.000219276	0.0217857	0.321854	3.65614	0.298588	0.285426	0.144261	0.271725	0.1153052	2.627276
2210	-3716.347	-3709.975	-6.371901	0.3640201	0.1659015	0.257005	0.116677	0.285088	0.189889	0.277275	0.183966	0.172731	0.5702	0.506824	0.116824	0.422348	0.296055	0.0697114	0.168984	0.619769	0.179871	0.608791	0.347801	0.2646209	0.01135907	0.00915346	0.519297	0.00927283	0.00428709	0.457062	0.000927306	0.02615316	-1.329457	0.000128414	0.0167018	0.289104	3.69407	0.31002	0.302401	0.121791	0.265788	0.03751222	0.6971903
2220	-3709.401	-3706.499	-2.901869	0.395855	0.1786753	0.177683	0.10883	0.467368	0.214516	0.402137	0.184813	0.235051	0.600846	0.272628	0.101724	0.17522	0.103315	0.147974	0.203466	0.129141	0.107533	0.325249	0.489116	0.2305352	-0.1621589	0.0187212	0.515713	0.00634235	0.0047807	0.453907	0.00053593	0.1972201	-1.467352	0.000232948	0.0224495	0.325766	3.65155	0.275877	0.307102	0.141888	0.275133	0.03506123	5.625021
2230	-3710.94	-3709.529	-1.41068	0.5047525	0.1963722	0.165879	0.173192	0.36561	0.151551	0.217573	0.166714	0.237451	0.496595	0.385672	0.105181	0.137477	0.246488	0.267432	0.0793471	0.154835	0.0946746	0.290552	0.0815277	0.1765629	0.3045444	0.0135888	0.514069	0.00509707	0.0141344	0.452461	0.000650107	0.08151028	-1.734078	0.000467581	0.0317092	0.374124	3.5937	0.290819	0.309688	0.128382	0.271111	0.3860547	0.2111366
2240	-3707.962	-3708.776	0.8140515	0.4243725	0.1719049	0.330187	0.0850478	0.425927	0.192049	0.199202	0.163635	0.152996	0.410416	0.405173	0.087012	0.164062	0.210722	0.270238	0.323122	0.0993048	0.109222	0.179597	0.275281	0.1764778	-0.04685738	0.0136115	0.514928	0.00343393	0.014158	0.453217	0.000651194	0.06562623	-1.73456	0.000171779	0.0192991	0.306503	3.67403	0.296669	0.299253	0.129098	0.27498	0.01876885	3.49655
2250	-3706.649	-3710.94	4.290808	0.4943309	0.2263235	0.255152	0.104744	0.241111	0.164725	0.181554	0.157889	0.11034	0.305191	0.34969	0.0876243	0.222015	0.37536	0.257219	0.15386	0.0989488	0.103709	0.132977	0.229767	0.1930881	0.06183594	0.00432068	0.51448	0.0175065	0.0117861	0.450762	0.00114505	0.03055277	-1.644608	0.00118553	0.0502073	0.448829	3.49978	0.294307	0.309344	0.130364	0.265985	0.09238871	0.3306981
2260	-3712.096	-3710.813	-1.282673	0.5147006	0.2159418	0.231596	0.0932407	0.246875	0.16943	0.226084	0.130838	0.148317	0.325727	0.299263	0.0852621	0.340687	0.413121	0.136394	0.301218	0.191665	0.0722946	0.813246	0.18747	0.1821904	0.02726516	0.0103143	0.540718	0.00597575	0.0091441	0.431254	0.00259399	0.001487664	-1.702703	0.000884271	0.0434487	0.423971	3.5317	0.307249	0.289222	0.133568	0.269961	0.02875283	0.05173975
2270	-3713.983	-3717.657	3.673672	0.5674389	0.2311616	0.141065	0.128959	0.263494	0.136994	0.181454	0.134803	0.123273	0.491376	0.206405	0.0707822	0.35447	0.188786	0.120333	0.25341	0.108029	0.0973791	0.209646	0.0439538	0.1812162	-0.0270174	0.0130598	0.482781	0.00439994	0.0173712	0.479687	0.00270178	0.0670226	-1.708065	0.00134689	0.053464	0.46004	3.48515	0.289648	0.274818	0.137801	0.297733	0.04000519	1.675347
2280	-3713.291	-3713.689	0.3987435	0.5221082	0.1631951	0.141244	0.0807441	0.42197	0.195605	0.216786	0.169565	0.108164	0.479588	0.115659	0.070082	0.278686	0.343625	0.144254	0.418694	0.175234	0.0754421	0.0551463	0.124537	0.174277	-0.05223815	0.0129882	0.481551	0.00495812	0.0193435	0.478465	0.0026949	0.09318753	-1.747109	0.000111841	0.0155932	0.281171	3.70312	0.301229	0.307004	0.142444	0.249323	0.04094938	2.275676
2290	-3706.211	-3709.769	3.558197	0.5817824	0.2061329	0.120718	0.083718	0.194258	0.128822	0.12642	0.119201	0.0925384	0.517515	0.268113	0.0541361	0.142898	0.481819	0.24911	0.14491	0.206386	0.0821636	0.196253	0.119514	0.1669731	0.1173885	0.0123537	0.533173	0.0108972	0.011782	0.428797	0.0029966	0.004437895	-1.789923	0.000652328	0.0373868	0.399474	3.56249	0.263118	0.320384	0.122878	0.29362	0.1218264	0.03642802
2300	-3712.311	-3713.732	1.421764	0.6265533	0.2003563	0.133157	0.15922	0.194356	0.162319	0.222366	0.145503	0.176053	0.758559	0.280195	0.0725588	0.171868	0.204487	0.0885352	0.235996	0.0818312	0.0779341	0.135842	0.526944	0.1764015	-0.06865266	0.00709874	0.532479	0.00987096	0.0141838	0.428239	0.0081283	0.06881944	-1.734993	0.000537762	0.0339813	0.384587	3.58089	0.281602	0.302556	0.135718	0.280125	0.0001667777	412.6417
2310	-3710.194	-3709.048	-1.146619	0.5483907	0.1651736	0.146257	0.144177	0.386749	0.191501	0.220413	0.101215	0.121028	0.392045	0.159307	0.0493989	0.273395	0.327022	0.078405	0.197491	0.15661	0.0912041	0.652008	0.0598178	0.1642918	0.09160275	0.00672285	0.504283	0.0114673	0.00238249	0.464226	0.0109181	0.04578619	-1.806111	0.000123784	0.0163998	0.286976	3.6965	0.293788	0.307663	0.133049	0.265499	0.1373889	0.3332597
2320	-3716.113	-3716.881	0.7677335	0.4142261	0.2320096	0.198256	0.109864	0.33049	0.111392	0.238873	0.19009	0.106497	0.515303	0.275014	0.0697211	0.0859895	0.426706	0.20909	0.237153	0.0806791	0.102481	0.0660879	0.115376	0.189291	0.1586926	0.00864046	0.470163	0.0101401	0.00139576	0.497694	0.0119667	0.004964404	-1.66447	0.0013766	0.0540413	0.461981	3.4826	0.311981	0.283712	0.139179	0.265129	0.163657	0.0303342
2330	-3710.28	-3716.628	6.348133	0.5035667	0.2348452	0.153384	0.0658123	0.32633	0.137678	0.299347	0.136542	0.0871581	0.391441	0.159667	0.11446	0.142709	0.172137	0.146791	0.106732	0.145502	0.14836	0.081459	0.174644	0.1658969	0.0702879	0.010241	0.494402	0.0172806	0.00468042	0.455794	0.0176025	0.08317938	-1.796389	0.00147909	0.0559852	0.468418	3.47412	0.291069	0.306479	0.121003	0.281449	0.1534673	0.5420008
2340	-3718.324	-3715.662	-2.661175	0.4340041	0.1948737	0.328893	0.0535391	0.344111	0.121639	0.247483	0.104563	0.142	0.389836	0.799638	0.0716981	0.161685	0.174324	0.454607	0.236802	0.268958	0.0898092	0.0933339	0.0863352	0.1623685	0.0160207	0.0145431	0.543534	0.00588579	0.004173	0.414894	0.0169705	0.004194975	-1.817887	0.000442966	0.0308714	0.370147	3.59854	0.286173	0.334238	0.110156	0.269433	0.02021568	0.207511
2350	-3711.282	-3712.941	1.659076	0.459503	0.197122	0.100778	0.101324	0.287833	0.176042	0.244305	0.152302	0.145523	0.439619	0.126483	0.10752	0.0974005	0.333454	0.340829	0.0987414	0.368855	0.0995977	0.0657169	0.23918	0.1423655	-0.1058768	0.00887417	0.551009	0.00633576	0.00155523	0.4206	0.0116263	0.1501169	-1.949357	0.000480258	0.0321318	0.376105	3.59128	0.308004	0.285683	0.131051	0.275262	0.0442401	3.393231
2360	-3715.689	-3711.596	-4.093254	0.4139824	0.2228144	0.229195	0.181161	0.365541	0.29085	0.312544	0.242819	0.212656	0.492709	0.33686	0.0782385	0.259939	0.247583	0.359121	0.15161	0.295908	0.0514002	0.0642195	0.128595	0.207939	-0.03467206	0.0121338	0.502948	0.0156007	0.0116766	0.449107	0.0085336	0.148833	-1.57051	0.00107697	0.0478863	0.440549	3.51049	0.295776	0.310657	0.13715	0.256417	0.1141609	1.303712
2370	-3711.079	-3715.006	3.927718	0.4067083	0.1914047	0.19098	0.144338	0.532164	0.217907	0.207599	0.14965	0.148928	0.338796	0.1513	0.0715894	0.178086	0.252893	0.224489	0.216166	0.132693	0.105045	0.282479	0.293931	0.1893617	-0.01349019	0.00893995	0.517643	0.00466399	0.0155768	0.44738	0.00579623	0.02064319	-1.664096	0.000389566	0.0289686	0.360855	3.60979	0.281482	0.30338	0.134928	0.28021	0.007153003	2.885947
2380	-3722.403	-3718.74	-3.663031	0.3500433	0.2492209	0.368462	0.0665492	0.455782	0.300705	0.313101	0.185588	0.117508	0.325315	0.231761	0.0637082	0.226313	0.242882	0.395894	0.228547	0.18298	0.191748	0.331429	0.0926864	0.2486953	0.01645404	0.0131453	0.539989	0.0148432	0.0162492	0.409726	0.00604645	0.09030338	-1.391527	0.00207565	0.0661279	0.49984	3.43196	0.319696	0.264062	0.13202	0.284222	0.1067574	0.8458745
2390	-3718.574	-3717.676	-0.897525	0.3782348	0.1794256	0.222203	0.143725	0.408987	0.343545	0.259148	0.245622	0.299733	0.640482	0.183685	0.0870874	0.159282	0.241845	0.278382	0.159544	0.226156	0.0876186	0.134118	0.155553	0.1944651	0.08398748	0.0079612	0.544175	0.0168932	0.00655709	0.412902	0.011512	0.0806952	-1.637503	0.000240605	0.0228126	0.327876	3.64907	0.289668	0.295208	0.159595	0.255529	0.1646827	0.4900042
2400	-3716.934	-3708.306	-8.628662	0.3541892	0.188223	0.255866	0.0910949	0.506291	0.387864	0.434178	0.260919	0.0775992	0.640202	0.264805	0.0716624	0.200296	0.237134	0.152704	0.371882	0.26818	0.179942	0.101482	0.174698	0.2900176	-0.2581987	0.00873786	0.508403	0.00827472	0.00876629	0.453183	0.0126351	0.273966	-1.237814	0.000344827	0.0272695	0.352229	3.62016	0.312478	0.286713	0.137164	0.263644	0.01576725	17.37563
2410	-3716.533	-3717.498	0.9646924	0.4965412	0.2322932	0.210095	0.0473297	0.431508	0.280631	0.365907	0.134559	0.0577353	0.304856	0.191067	0.0483356	0.285437	0.177827	0.0756037	0.116899	0.0352442	0.128477	0.0694167	0.0892495	0.1336499	-0.01032261	0.0149137	0.525953	0.00382199	0.00906889	0.436801	0.00944183	0.0743119	-2.012532	0.00138664	0.0542348	0.462628	3.48175	0.293195	0.294189	0.143651	0.268965	0.06398929	1.161318
2420	-3718.416	-3715.954	-2.461735	0.4667602	0.1818565	0.140212	0.11884	0.260297	0.128886	0.22193	0.127602	0.494254	0.422501	0.0991257	0.0524431	0.423346	0.178926	0.317262	0.224634	0.0669825	0.113611	0.083132	0.206821	0.1844437	-0.2017343	0.0147018	0.51848	0.017649	0.00926564	0.430595	0.00930769	0.2978315	-1.690411	0.000266691	0.0240077	0.334678	3.64105	0.280061	0.303739	0.138292	0.277907	0.09609724	3.099272
2430	-3706.302	-3711.022	4.720778	0.5119762	0.218743	0.165327	0.0835488	0.248811	0.161067	0.153641	0.155082	0.160594	0.338564	0.101482	0.0483968	0.207181	0.248519	0.278716	0.0714886	0.183993	0.079651	0.0659293	0.245477	0.1775656	0.05567545	0.0146676	0.517274	0.0176079	0.00658676	0.429593	0.0142704	0.02441302	-1.728415	0.000959697	0.0452395	0.430786	3.52301	0.292417	0.307644	0.138673	0.261265	0.08008848	0.3048257
2440	-3714.234	-3711.76	-2.473497	0.5261744	0.2249265	0.171966	0.0854527	0.302316	0.235569	0.249688	0.131708	0.283028	0.513633	0.258425	0.108958	0.493606	0.0769255	0.173873	0.368335	0.144453	0.108362	0.138837	0.247799	0.1972728	-0.2710785	0.00779772	0.528321	0.00956728	0.00708402	0.438768	0.00846222	0.324504	-1.623168	0.00114147	0.049279	0.445548	3.50403	0.310981	0.305822	0.117216	0.265981	0.05342548	6.073956
2450	-3713.432	-3708.599	-4.833529	0.4733846	0.1943365	0.169024	0.143485	0.424787	0.332778	0.3693	0.200826	0.207406	0.636576	0.115657	0.0453308	0.234006	0.08921	0.0793053	0.486361	0.103082	0.0583705	0.246374	0.287562	0.1613574	-0.1064169	0.0090198	0.543698	0.0070774	0.0074771	0.420122	0.0126052	0.1101918	-1.824133	0.000434371	0.0305734	0.368716	3.60028	0.287098	0.3019	0.12938	0.281623	0.003774948	29.1903
2460	-3716.251	-3715.496	-0.7549938	0.4811907	0.1843861	0.114674	0.164392	0.463773	0.142878	0.265112	0.152929	0.141534	0.356904	0.376344	0.0639897	0.284484	0.0407717	0.371796	0.226927	0.100204	0.0597633	0.19854	0.227803	0.1667072	-0.07492301	0.00915404	0.568105	0.00759719	0.0120984	0.391304	0.0117405	0.07941858	-1.791516	0.000295987	0.0252812	0.341697	3.63273	0.288669	0.314156	0.125213	0.271962	0.004495566	17.66598
2470	-3712.987	-3712.113	-0.873742	0.579226	0.174963	0.139788	0.105296	0.322151	0.178991	0.238083	0.108303	0.210022	0.770274	0.264027	0.0689551	0.136444	0.0810727	0.0826595	0.0790594	0.185083	0.0930694	0.135045	0.737567	0.1596329	0.02113789	0.00757341	0.568197	0.0130001	0.00563661	0.391861	0.0137318	0.0358095	-1.834879	0.000197694	0.0206936	0.315253	3.66386	0.296697	0.321419	0.120648	0.261236	0.0569474	0.6288172
2480	-3723.23	-3720.708	-2.521433	0.5531258	0.1774496	0.194526	0.0358625	0.282128	0.177502	0.131663	0.145371	0.0769658	0.765361	0.214641	0.0688973	0.199952	0.151508	0.138396	0.233159	0.2094	0.103593	0.267863	0.187345	0.1700618	0.09145663	0.00480246	0.608471	0.0137018	0.00182422	0.356495	0.0147051	0.194374	-1.771593	0.000220832	0.0218622	0.322308	3.65561	0.316495	0.288899	0.11383	0.280776	0.2858306	0.6800321
2490	-3713.295	-3714.047	0.7523462	0.4844486	0.192899	0.160804	0.0741227	0.213868	0.213487	0.220556	0.153047	0.200094	0.41887	0.186292	0.0529493	0.245773	0.37603	0.266904	0.123975	0.0537084	0.151007	0.101301	0.115794	0.1757522	-0.3351734	0.00997156	0.534156	0.0135635	0.000961205	0.435604	0.0057435	0.3419948	-1.738681	0.000411965	0.029782	0.364872	3.60493	0.294963	0.317637	0.144064	0.243335	0.006821381	50.13572
2500	-3713.649	-3717.458	3.809087	0.4802213	0.1980853	0.173062	0.072932	0.275381	0.216364	0.2177	0.126454	0.145883	0.492313	0.104555	0.0633611	0.217229	0.196083	0.270367	0.158283	0.196819	0.05815	0.235628	0.163061	0.1456515	-0.09321745	0.00774372	0.604563	0.0212989	0.00235163	0.354812	0.00923012	0.1025848	-1.926539	0.000496903	0.0326782	0.378642	3.58818	0.283856	0.333441	0.131895	0.250809	0.009367311	10.95136
2510	-3702.736	-3712.861	10.12466	0.5948551	0.2039396	0.125038	0.129882	0.177738	0.134377	0.112422	0.128343	0.137992	0.376877	0.217452	0.0732109	0.133907	0.235168	0.109474	0.177214	0.105326	0.0605474	0.130242	0.112128	0.1444593	0.01770603	0.0104934	0.538632	0.020328	0.00745653	0.41427	0.00882031	0.06952619	-1.934758	0.000606988	0.0360787	0.393861	3.56945	0.291542	0.311855	0.133992	0.262612	0.08723222	0.7970241
2520	-3706.043	-3712.437	6.394696	0.6442732	0.1885938	0.0979468	0.0804488	0.178356	0.0975355	0.109659	0.102258	0.0982971	0.524188	0.204924	0.0530832	0.238055	0.407818	0.160473	0.126592	0.0317239	0.0632413	0.0764242	0.083247	0.1174605	-0.02193987	0.00535797	0.571042	0.0137859	0.0103128	0.393104	0.00639738	0.03960895	-2.141653	0.000349839	0.0274652	0.353239	3.61895	0.302635	0.288036	0.131219	0.27811	0.01766908	2.24171
2530	-3709.913	-3708.85	-1.062993	0.6628215	0.1934687	0.149723	0.102982	0.21542	0.132824	0.15126	0.120091	0.363699	0.491914	0.131311	0.0788146	0.469445	0.428844	0.114158	0.0986711	0.104505	0.029897	0.180418	0.0906437	0.1652702	0.1158021	0.00709034	0.519897	0.00418618	0.0119206	0.454391	0.00251526	0.05340663	-1.800173	0.000420742	0.0300946	0.366398	3.60309	0.299009	0.30404	0.137633	0.259318	0.1692087	0.3156258
2540	-3713.317	-3709.962	-3.355033	0.5959374	0.1897665	0.143422	0.149195	0.271522	0.113429	0.171609	0.136264	0.197585	0.439326	0.329337	0.0652282	0.202472	0.522024	0.104388	0.313079	0.243278	0.0731874	0.137383	0.293906	0.1763081	-0.07726967	0.00940482	0.517272	0.00714824	0.0141663	0.444752	0.00725609	0.2889088	-1.735522	0.000366038	0.0280882	0.356426	3.61512	0.299902	0.30507	0.129287	0.265741	0.2116391	1.365101
2550	-3709.945	-3707.646	-2.299641	0.5212789	0.1962412	0.135561	0.118365	0.34138	0.167746	0.21753	0.114713	0.288229	0.378223	0.16758	0.0406645	0.176433	0.514746	0.104162	0.104155	0.0982801	0.0610438	0.0770072	0.130761	0.1813329	-0.4329786	0.00936989	0.515351	0.011315	0.0131898	0.4431	0.00767358	0.4689249	-1.70742	0.000465391	0.0316356	0.373777	3.59412	0.307508	0.313285	0.136718	0.24249	0.03594622	13.04518
2560	-3712.273	-3715.451	3.178304	0.6055833	0.2417022	0.119897	0.139152	0.260551	0.172035	0.186772	0.126653	0.111765	0.328278	0.105028	0.0405463	0.238736	0.379756	0.230325	0.16226	0.0937628	0.067401	0.0457907	0.149767	0.1518925	0.2533564	0.00932588	0.563818	0.0150296	0.00521239	0.400072	0.00654183	0.01576547	-1.884582	0.00174733	0.0607663	0.483657	3.45383	0.30565	0.311391	0.139195	0.243763	0.2691218	0.05858116
2570	-3711.01	-3714.673	3.662455	0.4198129	0.2445864	0.186067	0.0826924	0.341792	0.228725	0.252348	0.15931	0.138643	0.366968	0.204842	0.0624014	0.160615	0.167049	0.187394	0.111837	0.110014	0.125805	0.27175	0.290179	0.1302075	-0.04955428	0.0166969	0.505732	0.0112645	0.0115612	0.453036	0.00170941	0.05168186	-2.038626	0.00186898	0.0628091	0.489929	3.44539	0.295038	0.286403	0.141766	0.276793	0.002127581	24.29137
2580	-3706.95	-3708.72	1.769876	0.4846139	0.2171212	0.154081	0.181932	0.300619	0.115859	0.182516	0.150629	0.201201	0.44108	0.178848	0.0451755	0.224972	0.149995	0.292579	0.105505	0.265075	0.0814218	0.0937056	0.205963	0.2040222	0.1715517	0.0158381	0.52518	0.0119907	0.0109666	0.429735	0.00628945	0.01352381	-1.589526	0.000915515	0.0441996	0.426851	3.52803	0.287784	0.292034	0.141307	0.278875	0.1850755	0.07307188
2590	-3717.301	-3711.198	-6.102971	0.5619757	0.1548888	0.0988021	0.218882	0.275479	0.12921	0.220668	0.139651	0.252344	0.593648	0.134355	0.0682383	0.177268	0.64049	0.465597	0.0994549	0.162715	0.0534384	0.405154	0.136143	0.1999058	0.05505394	0.00782705	0.491246	0.011337	0.00860531	0.475091	0.0058941	0.1459991	-1.609909	7.10049e-05	0.0124397	0.256518	3.73097	0.3046	0.29293	0.14107	0.2614	0.2010531	0.7261721
2600	-3705.962	-3708.031	2.069365	0.4256742	0.1835515	0.172446	0.110072	0.22974	0.151446	0.215341	0.147709	0.135448	0.431612	0.176354	0.0741936	0.190264	0.213889	0.103703	0.12894	0.332897	0.0962735	0.187724	0.0677409	0.2197401	-0.0215728	0.0187994	0.509519	0.00394127	0.00789791	0.454207	0.00563501	0.1209589	-1.51531	0.000286073	0.0248577	0.339388	3.63547	0.297715	0.305209	0.126012	0.271064	0.09938614	1.21706
2610	-3708.704	-3709.551	0.8474685	0.3617253	0.1927615	0.144491	0.102357	0.355968	0.22196	0.246327	0.192973	0.124884	0.594454	0.202125	0.0800716	0.193387	0.209859	0.156532	0.364543	0.257116	0.122195	0.232579	0.108746	0.1691668	-0.2248377	0.017867	0.530377	0.00319235	0.00703312	0.431679	0.00985215	0.2312107	-1.77687	0.000409865	0.0297067	0.364503	3.60538	0.302769	0.290473	0.148432	0.258326	0.006373066	36.27936
2620	-3720.062	-3715.371	-4.690977	0.4004978	0.1489694	0.146359	0.200951	0.340775	0.224906	0.499014	0.1605	0.194693	0.484071	0.172664	0.0467171	0.097765	0.291349	0.0846188	0.124086	0.291871	0.100765	0.343319	0.344691	0.2207427	-0.1309018	0.0156951	0.559718	0.00185113	0.00282941	0.40616	0.0137462	0.2318831	-1.510758	4.97988e-05	0.0104264	0.238715	3.75081	0.290619	0.317843	0.120896	0.270642	0.1009813	2.296297
2630	-3708.827	-3708.351	-0.4755876	0.4052403	0.1855889	0.0948331	0.103739	0.423112	0.285606	0.21596	0.171684	0.0942599	0.666699	0.129472	0.0850968	0.229714	0.25847	0.147279	0.271097	0.0905711	0.121915	0.222112	0.175137	0.2183184	0.06392884	0.00894726	0.543491	0.00397194	0.00559449	0.429014	0.00898187	0.06668455	-1.521801	0.000310714	0.0258973	0.345014	3.62878	0.286048	0.316403	0.142914	0.254635	0.1306134	0.5105491
2640	-3711.778	-3708.5	-3.277725	0.3646893	0.1605222	0.351643	0.180038	0.411974	0.27322	0.283985	0.197695	0.131678	0.615933	0.380649	0.168601	0.259257	0.315769	0.394905	0.17014	0.173827	0.114239	0.112662	0.266911	0.2290956	-0.1031307	0.00670317	0.546578	0.00644562	0.00263574	0.43145	0.00618703	0.1984336	-1.473616	9.71269e-05	0.0145372	0.273286	3.71208	0.288207	0.313607	0.127032	0.271154	0.09530285	2.082137
2650	-3721.847	-3709.704	-12.14263	0.4550308	0.1562279	0.149234	0.131476	0.478966	0.249047	0.259626	0.173677	0.288607	0.92305	0.61987	0.0534491	0.227193	0.365859	0.0420125	0.133965	0.335747	0.106248	0.143381	0.314985	0.2481382	0.09035664	0.00619103	0.544033	0.00644551	0.00327749	0.431443	0.0086097	0.1314209	-1.393769	7.66515e-05	0.0129224	0.260521	3.72648	0.316703	0.287478	0.130347	0.265473	0.2217776	0.5925799
2660	-3715.714	-3714.263	-1.451135	0.5018264	0.1787172	0.104058	0.0467528	0.353276	0.201289	0.203199	0.163566	0.0669947	0.394731	0.404303	0.0610819	0.21449	0.303312	0.223186	0.104591	0.160085	0.210941	0.114732	0.347755	0.1487925	0.1432145	0.0072613	0.512711	0.00682705	0.00151859	0.456982	0.0146999	0.0511744	-1.905203	0.000233371	0.0224697	0.325884	3.65141	0.321013	0.283457	0.128468	0.267061	0.1943889	0.2632579
2670	-3708.493	-3708.344	-0.1486692	0.405794	0.1726392	0.0811371	0.1399	0.441688	0.220289	0.346143	0.128157	0.149285	0.569066	0.192211	0.130817	0.240291	0.347342	0.201207	0.12915	0.1901	0.114461	0.206465	0.161579	0.1849309	0.05168397	0.0124634	0.523596	0.00649706	0.00522995	0.445311	0.00690299	0.1378576	-1.687773	0.000177755	0.0196296	0.308611	3.67158	0.308148	0.28553	0.136233	0.270089	0.1895416	0.7273212
