Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1175	1	-3728.307	-3715.163	-13.1437	0.6736045	0.1393265	0.21371	0.114254	0.0894097	0.395507	0.457353	0.172489	0.296007	0.224135	0.0523867	1.17674	0.958991	0.0754097	0.153259	0.0541782	0.0760174	0.0464804	0.496294	0.529807	0.2165933	0.1042287	0.00515866	0.501193	0.00847782	0.00844673	0.473308	0.00341672	0.01491785	2.61901e-05	0.0075709	0.209447	3.78296	0.313202	0.299951	0.115914	0.270934	0.1191466	0.1252059
1176	0	-3722.396	-3716.266	-6.130507	0.8653415	0.1955684	0.20028	0.190392	0.072024	0.0674078	0.17724	0.278423	0.213934	0.75446	0.0937867	0.0558921	0.446947	1.16182	0.109627	0.0515969	0.0285926	0.0103005	0.0592297	0.00925395	0.1937962	0.08444808	0.00257494	0.591693	0.0160631	0.0133921	0.375977	0.000300346	0.04318871	0.000454258	0.0312586	0.371993	3.59629	0.295494	0.307269	0.123144	0.274093	0.1276368	0.338372
1177	1	-3722.522	-3717.046	-5.475495	0.5853686	0.1834518	0.304244	0.127276	0.058416	0.414143	0.197896	0.109402	0.160976	0.114065	0.0190298	0.517625	0.0784412	0.381932	0.21635	0.0418811	0.176402	0.0606514	0.38214	0.672661	0.2462719	0.002693628	0.0044708	0.492167	0.00886384	0.00593242	0.484213	0.00435368	0.02178586	0.000284905	0.0248073	0.339111	3.6358	0.332373	0.29012	0.139232	0.238274	0.02447949	0.8899639
1178	0	-3713.38	-3714.757	1.376519	0.8313717	0.1950093	0.170041	0.0627799	0.0194974	0.0698646	0.0860085	0.188435	0.116145	0.705243	0.149272	0.0255958	0.158678	0.326388	0.0110866	0.0766922	0.222731	0.213671	0.122339	0.0905442	0.180168	0.05241394	0.00683639	0.594511	0.0151474	0.0130242	0.370155	0.000325774	0.003133266	0.000445153	0.0309468	0.370507	3.5981	0.305494	0.303859	0.124648	0.265999	0.0555472	0.05640728
1179	1	-3721.338	-3713.087	-8.251255	0.612199	0.1706093	0.327448	0.17941	0.188106	0.579308	0.213023	0.1109	0.195123	0.547069	0.0320169	0.642795	0.274956	0.0121764	0.122364	0.159597	0.0934253	0.112265	0.135233	0.521172	0.2512695	0.09537108	0.00782716	0.489268	0.0115812	0.00466115	0.481361	0.00530132	0.02952349	0.000161605	0.0187227	0.302772	3.67834	0.281022	0.323229	0.139359	0.25639	0.1248946	0.2363873
1180	0	-3725.359	-3711.214	-14.14582	0.7816075	0.1685668	0.217385	0.0202711	0.0155649	0.0609033	0.163721	0.223978	0.170994	0.516127	0.1745	0.0229197	0.627597	0.524999	0.470615	0.363435	0.0327363	0.0610114	0.144647	0.949869	0.1854681	-0.3217262	0.00614963	0.507849	0.00843681	0.00505203	0.471878	0.000634486	0.4056642	0.000146496	0.0178317	0.296863	3.68516	0.293281	0.329395	0.129004	0.24832	0.08393801	4.832903
1181	1	-3714.433	-3710.108	-4.324846	0.6148599	0.1483696	0.157767	0.1408	0.0500139	0.066598	0.19621	0.105204	0.10812	0.103164	0.0691873	0.678271	0.366291	0.0722258	0.287926	0.0997272	0.306621	0.00869998	0.420575	0.3084	0.1748765	0.100443	0.00779495	0.487255	0.0115336	0.00408448	0.47938	0.00995243	0.05842037	4.79643e-05	0.0102334	0.236903	3.75282	0.289799	0.313723	0.130835	0.265642	0.1588634	0.3677396
1182	0	-3719.183	-3711.7	-7.483349	0.4858147	0.1404098	0.423837	0.0642057	0.0464079	0.139421	0.222321	0.407226	0.28231	0.671268	0.359037	0.0501166	0.295083	0.0439699	0.0822668	0.120215	0.111891	0.016849	0.0372482	0.746423	0.1825019	0.03009098	0.0075686	0.515344	0.00994122	0.0140041	0.452777	0.000365202	0.1070921	2.82751e-05	0.00786539	0.212745	3.77936	0.316223	0.295546	0.127873	0.260358	0.1371831	0.780651
1183	1	-3718.619	-3712.148	-6.47066	0.4900132	0.1640307	0.117944	0.131417	0.0530051	0.0332173	0.207022	0.144053	0.172353	0.222189	0.0644922	0.507603	0.380571	0.788668	0.166428	0.160795	0.222385	0.19457	0.266181	0.151951	0.2075693	-0.08905613	0.0155094	0.486431	0.00208404	0.00593086	0.47857	0.0114752	0.1495673	0.000116772	0.0159313	0.283626	3.70033	0.324964	0.28801	0.12842	0.258606	0.06051119	2.47173
1184	0	-3722.995	-3713.606	-9.389698	0.6896762	0.1699974	0.484369	0.14591	0.0250854	0.100538	0.113524	0.21531	0.117842	0.445572	0.189844	0.0346227	0.10006	0.0112824	0.212186	0.0544156	0.0753735	0.774982	0.0240397	0.618882	0.2838631	0.01531706	0.0087359	0.594826	0.00679816	0.0115028	0.377035	0.00110253	0.2180264	0.00015696	0.0184534	0.301005	3.68038	0.32723	0.299333	0.119463	0.253974	0.2333435	0.9343583
1185	1	-3735.308	-3724.895	-10.41236	0.4519962	0.1981624	0.114	0.222026	0.0428233	0.0185363	0.806028	0.301361	0.462948	0.087761	0.0627777	0.362779	0.209524	0.0769085	0.0486294	0.712767	0.67912	0.0290389	0.771943	0.223121	0.2531062	0.02645204	0.0184401	0.442136	0.00160858	0.00313188	0.514399	0.0202844	0.01473653	0.000498253	0.0327221	0.378845	3.58793	0.279092	0.292009	0.142743	0.286156	0.04118857	0.3577821
1186	0	-3708.478	-3705.935	-2.542638	0.7069311	0.1686267	0.236154	0.0914674	0.085773	0.0853957	0.121583	0.265874	0.156493	0.517191	0.169195	0.0713176	0.261659	0.00869476	0.144091	0.0446725	0.183945	0.0395325	0.0411868	0.463614	0.1696834	-0.03945503	0.0142572	0.598123	0.00563648	0.00968568	0.371473	0.000824624	0.1999612	0.000146922	0.0178574	0.297037	3.68496	0.301448	0.310571	0.120272	0.267709	0.1605062	1.245816
1187	1	-3725.908	-3710.902	-15.00551	0.4232774	0.1909823	0.184669	0.228078	0.0213602	0.148553	1.05378	0.502314	0.828731	0.112174	0.0748301	0.544571	0.495603	0.115748	0.0662908	0.358341	0.137083	0.135948	0.412043	0.222522	0.4835723	-0.0005164184	0.00830574	0.553655	0.0069379	0.00235831	0.4207	0.00804303	0.01051986	0.000383399	0.0287405	0.359716	3.61116	0.297533	0.293549	0.124186	0.284732	0.01000344	1.051624
1188	0	-3723.521	-3716.825	-6.69579	0.7942399	0.2005514	0.165562	0.216802	0.139158	0.238047	0.120348	0.106179	0.0829865	0.553948	0.174772	0.0260188	0.247434	0.163387	0.0364224	0.171879	0.0706241	0.290893	0.0196871	1.21072	0.2448252	0.1572215	0.0172367	0.618377	0.00581324	0.00564692	0.348714	0.00421219	0.001875818	0.000541379	0.0340942	0.385096	3.58027	0.292569	0.301423	0.123569	0.282439	0.1590973	0.01179038
1189	1	-3727.413	-3712.728	-14.68517	0.5371944	0.1559865	0.549357	0.149822	0.044154	0.10656	0.331785	0.33396	0.29747	0.0655164	0.0606957	0.527445	0.190468	0.0857998	0.0490433	0.151714	0.205714	2.04067	0.167217	0.317203	0.2228506	0.1375482	0.0126994	0.552402	0.0069222	0.0028985	0.419749	0.00532951	0.07194311	7.56088e-05	0.0128346	0.2598	3.72729	0.287399	0.31695	0.122496	0.273155	0.2094913	0.3434181
1190	0	-3717.582	-3711.288	-6.293647	0.6925703	0.1804433	0.240146	0.318695	0.119917	0.157035	0.0722191	0.280304	0.167563	0.47572	0.206345	0.0315867	0.10339	0.410253	0.0180251	0.0764372	0.400146	0.0441336	0.0316206	0.784055	0.2028605	0.1126372	0.00614841	0.479068	0.00835307	0.0078736	0.492265	0.00629231	0.05037969	0.000251284	0.0233094	0.33073	3.64571	0.316009	0.296691	0.129096	0.258204	0.1630169	0.3090458
1191	1	-3718.222	-3715.162	-3.060618	0.3969184	0.2108785	0.392609	0.173945	0.0259321	0.0549089	0.389954	0.269388	0.261906	0.0933375	0.0820368	0.413114	0.0748382	0.234486	0.0130865	0.22311	0.156537	0.0836567	0.166065	0.201397	0.1799785	-0.07450578	0.0126392	0.536685	0.00688938	0.00191909	0.417758	0.0241092	0.1603331	0.000758448	0.0402776	0.411449	3.54752	0.300897	0.280732	0.134272	0.284099	0.08582731	1.868089
1192	0	-3724.081	-3715.348	-8.732635	0.5075501	0.2021734	0.152808	0.712631	0.434472	0.150064	0.282564	0.56497	0.375846	0.513785	0.265514	0.0822756	0.186884	0.104592	0.0406837	0.0440991	0.0701461	0.156745	0.0713178	0.236693	0.2107094	-0.05124985	0.00831961	0.478622	0.00629596	0.0107827	0.483266	0.0127138	0.1388286	0.000572126	0.0350386	0.389306	3.57508	0.278402	0.318846	0.127025	0.275726	0.08757876	1.585186
1193	1	-3728.419	-3723.578	-4.841429	0.4615307	0.2224809	0.108014	0.19796	0.0186872	0.0182395	0.391256	0.282858	0.387008	0.0599381	0.0655852	0.467266	0.147724	0.564072	0.11349	0.283372	0.414109	0.0389683	0.0947508	0.383115	0.1897994	0.007301844	0.0183627	0.531745	0.00682597	0.00291346	0.413914	0.0262388	0.006318667	0.00106702	0.0476676	0.439756	3.51151	0.291233	0.305997	0.134995	0.267775	0.01362051	0.4639082
1194	0	-3711.055	-3708.317	-2.738335	0.6062115	0.1869337	0.317676	0.0614918	0.0147427	0.138339	0.125662	0.317181	0.311807	0.489509	0.247256	0.0577378	0.253754	0.0705981	0.114157	0.106869	0.0589595	0.0471825	0.146281	0.753576	0.1951044	0.01788076	0.01515	0.484659	0.006206	0.005092	0.476361	0.0125321	0.0008197279	0.000327807	0.0265939	0.348706	3.62437	0.304141	0.298183	0.129028	0.268648	0.01870049	0.04383458
1195	1	-3729.836	-3719.063	-10.773	0.4765623	0.1925432	0.144682	0.305604	0.139421	0.138783	0.437553	0.338093	0.251934	0.0449393	0.045568	0.573885	0.888508	0.319072	0.0241152	0.057548	0.394855	0.120572	0.0399045	0.858835	0.2453048	0.09914408	0.0175453	0.46116	0.00349894	0.000223153	0.509169	0.00840382	0.01929002	0.00040655	0.0295875	0.363918	3.60609	0.269402	0.299979	0.127852	0.302767	0.1184341	0.1628756
1196	0	-3714.598	-3709.88	-4.717892	0.5106333	0.1719204	0.283182	0.0750289	0.0755201	0.141219	0.201401	0.571027	0.434758	0.331037	0.242858	0.0479646	0.16295	0.0966826	0.203411	0.0739587	0.021991	0.0821396	0.308291	0.33236	0.2033946	-0.06168032	0.01716	0.548963	0.00530976	0.00551672	0.415703	0.00734777	0.128045	0.000171903	0.019306	0.306547	3.67397	0.293184	0.301575	0.141852	0.263389	0.06636464	1.929415
1197	1	-3719.843	-3716.494	-3.348991	0.4931404	0.2269671	0.110793	0.160959	0.27167	0.195233	0.233099	0.151138	0.289633	0.0668087	0.0562755	0.436357	0.250836	0.161854	0.194673	0.0658399	0.329726	0.012272	0.226164	0.398894	0.1787984	-0.006014051	0.0175473	0.537688	0.0104665	0.000118941	0.425775	0.00840431	0.05052067	0.00120621	0.0506368	0.450334	3.49782	0.31343	0.283692	0.154314	0.248564	0.04450662	1.135127
1198	0	-3713.623	-3712.661	-0.9626734	0.5350239	0.1948943	0.231885	0.201798	0.0698897	0.141613	0.19939	0.312684	0.154401	0.474156	0.132869	0.0763581	0.299402	0.135994	0.12163	0.0985512	0.16435	0.000223028	0.169839	0.209765	0.1653006	0.009282915	0.0169944	0.559397	0.00211795	0.00574375	0.407622	0.00812519	0.04689905	0.000443297	0.0308829	0.370202	3.59847	0.291894	0.292965	0.123044	0.292096	0.05618196	0.8347705
1199	1	-3715.202	-3709.768	-5.433818	0.4900625	0.1882618	0.127069	0.137143	0.018619	0.0468949	0.412206	0.183754	0.298015	0.06904	0.0693544	0.517579	0.427784	0.144198	0.0493325	0.130448	0.0633032	0.319648	0.581158	0.262249	0.2076973	-0.08312545	0.0181396	0.530453	0.00343138	0.000748491	0.440148	0.00707975	0.1235409	0.000345349	0.02729	0.352335	3.62003	0.286137	0.302005	0.141133	0.270726	0.04041543	3.056775
1200	0	-3715.081	-3711.89	-3.191145	0.6255884	0.1809392	0.307523	0.178962	0.113774	0.100129	0.160133	0.301957	0.177272	0.601043	0.303084	0.0771005	0.146702	0.035967	0.17867	0.0582849	0.0500822	0.0842866	0.0939498	0.491904	0.2478445	0.002706714	0.0177163	0.485723	0.00278211	0.00188874	0.486786	0.00510378	0.02241708	0.000256613	0.0235534	0.332117	3.64407	0.295566	0.318626	0.133136	0.252672	0.0251238	0.8922649
1201	1	-3717.494	-3710.417	-7.077576	0.6871656	0.1777245	0.122331	0.170967	0.244965	0.205982	0.346434	0.150129	0.284351	0.17279	0.0389821	0.489563	0.153061	0.372005	0.023214	0.0418447	0.138112	0.331952	0.364484	0.425914	0.1636436	0.04477722	0.0157488	0.530765	0.00524693	0.000748931	0.440406	0.00708391	0.06419634	0.000223507	0.0219932	0.323085	3.6547	0.307857	0.306221	0.122304	0.263618	0.1089736	0.5891001
1202	0	-3723.738	-3712.835	-10.90272	0.431328	0.2147944	0.176155	0.0535591	0.0603264	0.168243	0.207983	0.620156	0.534861	0.464146	0.071677	0.0792476	0.359928	0.0277889	0.00846332	0.140173	0.515825	0.0756906	0.0373401	0.711725	0.360832	0.1702377	0.0108398	0.423296	0.0097827	0.00376544	0.546823	0.00549347	0.03116234	0.000854585	0.0427225	0.421156	3.53527	0.322687	0.291979	0.148258	0.237076	0.2014001	0.1547285
1203	1	-3719.392	-3716.225	-3.167008	0.7448027	0.1849752	0.179362	0.0718693	0.0160859	0.0588304	0.469782	0.0920752	0.320903	0.128003	0.0800372	0.467286	0.143385	0.19995	0.213551	0.149474	0.0025704	0.00288375	0.380577	0.528739	0.2108389	0.05596572	0.0177818	0.632462	0.00299488	0.000377882	0.342789	0.00359405	0.01969991	0.000303135	0.0255821	0.343323	3.63079	0.317539	0.29479	0.108339	0.279332	0.07566563	0.2603548
1204	0	-3718.161	-3710.603	-7.558362	0.6186692	0.1862901	0.260721	0.0845312	0.0710493	0.14116	0.134902	0.203504	0.15393	0.453671	0.211165	0.0589307	0.192525	0.543036	0.0395305	0.0957	0.3215	0.360267	0.211893	0.65942	0.2404486	0.01576777	0.0142071	0.424801	0.00370612	0.00516046	0.548823	0.0033023	0.08533014	0.000319543	0.0262595	0.346941	3.62648	0.303429	0.297075	0.139998	0.259498	0.1010979	0.8440347
1205	1	-3725.28	-3718.979	-6.300915	0.5717522	0.20886	0.298895	0.10242	0.0182192	0.0719836	0.289518	0.122335	0.199362	0.333577	0.0451533	0.639848	0.0515554	0.169801	0.312426	0.200036	0.15341	0.0305134	0.162148	0.536284	0.2653552	-0.1305584	0.0236246	0.509307	0.00148353	0.00280551	0.445778	0.0170015	0.1660845	0.000711946	0.0390381	0.406383	3.55387	0.279369	0.318196	0.143733	0.258702	0.03552616	4.674993
1206	0	-3728.587	-3714.083	-14.5045	0.5052204	0.2146149	0.336201	0.0479178	0.0486716	0.167064	0.227987	0.350329	0.167812	0.476787	0.213205	0.108194	0.111014	0.158363	0.29654	0.127812	0.112415	0.905143	0.659534	0.294589	0.147179	0.1308413	0.0148502	0.38338	0.00870372	0.0146253	0.573668	0.00477263	0.1148744	0.000850005	0.0426093	0.420715	3.53583	0.318477	0.294294	0.137155	0.250074	0.2457157	0.4675095
1207	1	-3718.283	-3709.219	-9.064329	0.5370856	0.1986377	0.219679	0.127459	0.223007	0.334997	0.250209	0.227179	0.135824	0.239957	0.0805225	0.560159	0.181111	0.354066	0.521889	0.0785842	0.0554268	0.168101	0.151292	0.54651	0.2476151	-0.1624643	0.0114772	0.545405	0.00269873	0.00269185	0.429443	0.00828416	0.1995924	0.00050663	0.0329933	0.380093	3.58641	0.290671	0.311031	0.135942	0.262356	0.03712815	5.37577
1208	0	-3727.352	-3714.228	-13.12383	0.6079932	0.1911883	0.531757	0.351586	0.342275	0.175898	0.134414	0.390537	0.171496	0.523863	0.336843	0.0288047	0.229939	0.0205123	0.150423	0.0522134	0.409149	0.113555	0.128365	0.285662	0.3154795	-0.5030613	0.0100678	0.454645	0.00656595	0.00558643	0.518383	0.00475199	0.5314634	0.000386398	0.0288517	0.360271	3.61049	0.31425	0.306418	0.141392	0.23794	0.02840206	18.71214
1209	1	-3717.843	-3708.51	-9.332397	0.492116	0.1935356	0.350232	0.128899	0.104978	0.336724	0.523214	0.269538	0.40269	0.163121	0.0429618	0.424797	0.0726379	0.0883256	0.0443773	0.0549594	0.449694	0.653617	0.251826	0.280307	0.2141236	-0.1065287	0.0181565	0.537665	0.00264233	0.00647101	0.423349	0.0117165	0.1562968	0.000421782	0.0301314	0.366577	3.60287	0.293855	0.295735	0.132364	0.278046	0.04976815	3.140499
1210	0	-3716.794	-3711.787	-5.006936	0.6194051	0.1863896	0.353005	0.0689745	0.0665689	0.149425	0.202697	0.378056	0.191204	0.588524	0.249607	0.0433395	0.173385	0.0244825	0.0230755	0.0957543	0.102193	0.192745	0.351992	0.541906	0.2464647	0.08449298	0.00937775	0.451465	0.00652002	0.0109209	0.514757	0.00695926	0.005101226	0.00032081	0.026311	0.347214	3.62615	0.304862	0.300992	0.146423	0.247723	0.08959421	0.05693701
1211	1	-3718.963	-3708.435	-10.52765	0.5996239	0.2055686	0.352745	0.207311	0.0212221	0.0332326	0.445827	0.23336	0.36087	0.32331	0.060082	0.298912	0.663897	0.231779	0.0458174	0.229869	0.0615836	0.142526	0.172844	0.784361	0.2903825	-0.1148536	0.0150647	0.563012	0.00194457	0.0126647	0.401696	0.00561765	0.1824805	0.000640443	0.0370485	0.398034	3.56428	0.281561	0.318218	0.121905	0.278317	0.06762692	2.698341
1212	0	-3716.758	-3712.86	-3.897841	0.7491082	0.19599	0.267547	0.0585443	0.0152635	0.0855094	0.216542	0.524013	0.25445	0.37154	0.302619	0.00696269	0.164965	0.0456521	0.114749	0.0585412	0.0368806	0.016606	0.412094	0.493853	0.1724829	-0.1083613	0.0167719	0.535944	0.00739938	0.00998167	0.428357	0.00154642	0.1694517	0.000461211	0.0314946	0.373111	3.59493	0.28962	0.308465	0.120863	0.281052	0.0610904	2.773786
1213	1	-3713.503	-3706.341	-7.161623	0.6004648	0.1573957	0.244297	0.13995	0.0670702	0.182267	0.479119	0.109768	0.432429	0.146601	0.0667139	0.643644	0.473359	0.243566	0.0866916	0.0616921	0.0249855	0.0794622	0.158833	0.375	0.2485685	-0.1460265	0.00495005	0.554122	0.00725762	0.013059	0.414205	0.00640619	0.1830015	8.18538e-05	0.0133515	0.264003	3.72256	0.293134	0.307203	0.124554	0.27511	0.03697506	4.949324
1214	0	-3717.052	-3712.43	-4.622285	0.6953739	0.1699911	0.163604	0.0760574	0.043555	0.0636083	0.152436	0.391362	0.383384	0.643994	0.138156	0.0482536	0.613571	0.0107871	0.131181	0.0664584	0.195432	0.0163284	0.218565	0.435457	0.2265332	0.06501735	0.00663812	0.497668	0.00590569	0.0118699	0.476665	0.00125299	0.01275093	0.000156914	0.0184507	0.300987	3.68041	0.327859	0.29218	0.118951	0.26101	0.07776828	0.1639605
1215	1	-3726.587	-3714.396	-12.19151	0.4716404	0.2045322	0.131677	0.230052	0.0946734	0.132412	0.576329	0.131255	0.426498	0.085415	0.0509364	0.622878	0.213743	0.207629	0.0194056	0.115558	0.0501807	0.141454	1.20016	0.428141	0.2092747	0.186373	0.0117268	0.552067	0.00706247	0.0127079	0.403067	0.0133688	0.09958433	0.000619013	0.0364304	0.395383	3.56757	0.301262	0.313393	0.127739	0.257606	0.2859574	0.3482489
1216	0	-3715.623	-3707.902	-7.72154	0.7826064	0.1544132	0.512762	0.151027	0.0666461	0.151829	0.249683	0.379793	0.20367	0.568147	0.250769	0.0321284	0.17575	0.279206	0.0357548	0.0481557	0.0517238	0.148291	0.286864	0.496229	0.3250031	0.008264178	0.00735887	0.52866	0.0100632	0.0126091	0.439284	0.00202514	0.03231345	6.90792e-05	0.0122707	0.255094	3.73257	0.299054	0.314643	0.129376	0.256927	0.04057763	0.7963366
1217	1	-3724.449	-3713.333	-11.11662	0.281304	0.183236	0.143457	0.304856	0.129878	0.124547	0.447684	0.260245	0.247957	0.0626068	0.055046	0.787257	0.497188	0.531211	0.0776198	0.318704	0.338148	0.0813932	0.293259	0.631488	0.2355479	0.06542734	0.00813484	0.499902	0.00181217	0.0145133	0.46033	0.0153076	0.00820873	0.000282389	0.0246985	0.338513	3.63651	0.30982	0.28902	0.137277	0.263883	0.07363607	0.111477
1218	0	-3716.611	-3709.157	-7.453624	0.5754534	0.2043505	0.242578	0.252589	0.168322	0.117979	0.204295	0.500269	0.353486	0.405365	0.131731	0.0572943	0.371333	0.151882	0.452917	0.0507584	0.0160073	0.333334	0.0824253	0.24452	0.2205079	0.09428595	0.0157804	0.527082	0.00939181	0.00233906	0.437973	0.00743382	0.07050837	0.000615308	0.0363224	0.394917	3.56815	0.30688	0.290278	0.128223	0.274619	0.1647943	0.4278568
1219	1	-3726.939	-3718.424	-8.514096	0.5103424	0.1837781	0.0777743	0.14017	0.154022	0.288454	0.157254	0.134542	0.162422	0.130731	0.0436325	0.562184	0.765879	0.0370218	0.274585	0.0762479	0.443646	0.0336853	0.15431	0.844399	0.2160399	-0.154188	0.010575	0.505367	0.00264322	0.0149489	0.460599	0.00586721	0.1649811	0.00028874	0.0249724	0.340015	3.63472	0.268985	0.318626	0.132022	0.280366	0.01079304	15.28588
1220	0	-3728.288	-3716.887	-11.4003	0.2757283	0.1680311	0.267897	0.213514	0.128257	0.158189	0.385964	0.808596	0.538627	0.565737	0.13025	0.085971	0.372316	0.127337	0.194175	0.195284	0.156422	0.150188	0.0734489	0.144321	0.2943535	0.01009172	0.0158064	0.527948	0.00940724	0.000685859	0.438692	0.0074605	0.1772917	0.000142715	0.0176016	0.295308	3.68695	0.316207	0.320365	0.120974	0.242454	0.1873834	0.946144
1221	1	-3715.029	-3711.289	-3.74027	0.6175628	0.1697193	0.430766	0.11623	0.125289	0.177684	0.227192	0.11843	0.128647	0.376849	0.0117525	0.690674	0.126007	0.00317406	0.182769	0.0419796	0.0895455	0.338812	0.185586	0.421411	0.1621133	0.0007226377	0.012056	0.514051	0.00497247	0.0032931	0.461013	0.00461516	0.003702445	0.000154884	0.0183318	0.300202	3.68131	0.304826	0.304864	0.113196	0.277114	0.004425083	0.8366951
1222	0	-3724.139	-3714.998	-9.141066	0.4536045	0.2035622	0.569215	0.0825862	0.0586616	0.188908	0.310678	0.3677	0.72348	0.45531	0.200186	0.112706	0.120918	0.0841279	0.145843	0.0907955	0.191961	0.255383	0.299424	0.542309	0.2406313	0.09140312	0.0173269	0.56181	0.0103122	0.000847636	0.402611	0.00709217	0.01274984	0.000599417	0.0358555	0.392891	3.57065	0.297835	0.292411	0.13881	0.270943	0.104153	0.1224146
1223	1	-3709.032	-3707.03	-2.001771	0.8849637	0.1676172	0.324789	0.0980629	0.0647364	0.067073	0.239567	0.112131	0.174003	0.313887	0.0363094	0.707111	0.257982	0.0334377	0.102688	0.0227786	0.121181	0.0878495	0.275732	0.0784009	0.1476757	0.1503947	0.0177298	0.566569	0.00690347	0.000999901	0.405344	0.00245442	0.04524476	0.000139846	0.0174248	0.294105	3.68833	0.284273	0.298845	0.138547	0.278336	0.1956394	0.231266
1224	0	-3721.643	-3712.909	-8.733961	0.4337064	0.1867131	0.372816	0.375216	0.172906	0.0899087	0.182449	0.426802	0.339109	0.384649	0.298256	0.112873	0.181415	0.279132	0.723205	0.0599064	0.117979	0.182934	0.0393723	0.223299	0.247721	-0.05523687	0.0173994	0.548717	0.00729963	8.00011e-05	0.417072	0.00943258	0.114285	0.000324957	0.0264791	0.348101	3.62509	0.286415	0.304561	0.146705	0.262319	0.05904813	1.935455
1225	1	-3717.366	-3710.542	-6.824448	0.6362309	0.1840232	0.495125	0.104827	0.0116158	0.0364519	0.227112	0.112867	0.128871	0.194945	0.0512578	0.874647	0.145084	0.442795	0.537388	0.0730635	0.109163	0.224458	0.358179	0.0226063	0.2502763	-0.1235376	0.0167997	0.526793	0.00431514	0.000640366	0.446729	0.00472237	0.1252627	0.000291645	0.0250967	0.340694	3.63392	0.291881	0.305865	0.140671	0.261583	0.001725142	72.61009
1226	0	-3721.601	-3710.546	-11.05474	0.5451662	0.2115427	0.437475	0.108717	0.0356653	0.195701	0.229908	0.531774	0.319952	0.339019	0.235102	0.0731017	0.143029	0.28986	0.094174	0.0897649	0.133727	0.625	0.246392	0.308879	0.3339575	-0.3041021	0.0146724	0.50329	0.00614539	0.000754062	0.468929	0.00620883	0.304247	0.000774198	0.0406886	0.413106	3.54543	0.311126	0.304741	0.138075	0.246057	0.0001449266	2099.318
1227	1	-3716.861	-3708.516	-8.344759	0.880861	0.2056487	0.21931	0.0805658	0.0223314	0.0327904	0.326244	0.0796695	0.220388	0.127855	0.0325191	0.535704	1.30205	0.101581	0.268182	0.130419	0.0466071	0.0663006	0.97704	0.0643019	0.250307	-0.03685941	0.0180418	0.539678	0.00528133	0.00247656	0.421498	0.0130242	0.05736016	0.000642121	0.0370965	0.398239	3.56402	0.275495	0.313124	0.132774	0.278607	0.02050075	2.797954
1228	0	-3720.835	-3713.041	-7.793494	0.517079	0.1741922	0.443512	0.033419	0.0245799	0.347193	0.344972	0.232055	0.128448	0.535352	0.207188	0.0284779	0.296279	0.358926	0.290088	0.248505	0.000811016	0.311364	0.0872632	0.0745575	0.2780603	0.09562988	0.0117943	0.488687	0.00507926	0.00447112	0.472539	0.0174288	0.06976493	0.000190904	0.0203376	0.313055	3.66642	0.299449	0.317913	0.111408	0.271231	0.1653948	0.4218085
