Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3480	-3767.452	-3707.745	-59.7076	3.230773	0.2100563	0.0131198	0.0103637	0.0487045	0.0464201	0.00537324	0.0208136	0.0308202	0.00943955	0.0253138	0.000411062	0.0619847	0.0156706	0.0256132	0.0468436	0.0335626	0.0449703	0.005434	0.0136735	0.0715324	0.0298458	0.00923994	0.0126571	0.041811	0.0317459	0.0742322	0.0152206	0.0282778	0.0235267	0.0158748	0.0591567	0.110778	0.0110027	0.0351115	0.0127434	0.0262584	0.0255595	0.0551851	0.0339285	0.00497723	0.0278776	0.00625147	0.00770459	0.04622033	-0.00130539	0.0085064	0.59136	0.0106386	0.00672716	0.378619	0.00414887	9.83503	0.2080945	6	39.38591	0.3545984	0.000739259	0.039771	0.40939	3.5501	0.297769	0.298964	0.132745	0.270522	0.2067891	1.006313
3490	-3748.287	-3706.158	-42.12863	4.143472	0.1932021	0.00993962	0.00947629	0.0212935	0.0382011	0.00653109	0.0193149	0.0270587	0.00751207	0.0275543	0.0299142	0.0177816	0.0281946	0.0456624	0.0247242	0.012984	0.0204722	0.0195261	0.0144895	0.013726	0.00636603	0.0087268	0.0220472	0.0293452	0.0464507	0.00821398	0.0586785	0.0306663	0.0222555	0.000591688	0.00600136	0.0756753	0.0479947	0.00985278	0.0109134	0.0186118	0.00296526	0.012796	0.0291821	0.0161292	0.0106775	0.0171499	0.00317111	0.01877587	0.06989483	0.00833794	0.579649	0.0124858	0.00659394	0.390445	0.00248834	13.41337	0.1485295	6	37.56457	0.3364434	0.000416618	0.0299481	0.365684	3.60395	0.310762	0.29385	0.131551	0.263837	0.2184243	0.6800043
3500	-3761.722	-3709.718	-52.0038	5.229916	0.2176177	0.000431092	0.00373893	0.0274117	0.0510797	0.00232978	0.0305423	0.0289245	0.00938863	0.0299845	0.0483553	0.032983	0.0187002	0.0236327	0.0226788	0.0198364	0.00560409	0.0235421	0.00454129	0.015792	0.0502022	0.00500687	0.0682075	0.0373727	0.0142622	0.00011293	0.0489938	0.000774055	0.0142796	0.000302578	0.0108529	0.036573	0.0390177	0.0086242	0.0276754	0.0503293	0.0533243	0.0264722	0.0295341	0.0131303	0.0481454	0.0626812	0.00976405	0.02244428	-0.07101176	0.00832262	0.578584	0.0124628	0.00556178	0.389728	0.00534108	10.80517	0.1906004	7	38.77018	0.3990914	0.000928889	0.0445171	0.428058	3.5265	0.300565	0.299564	0.136513	0.263359	0.1195887	1.5938
3510	-3766.516	-3710.988	-55.52799	4.501817	0.1903298	0.00789255	0.0082986	0.00654155	0.0391313	0.00463728	0.0180449	0.0243984	0.0129922	0.039243	0.00732013	0.0553391	0.0287717	0.0159174	0.0734257	0.0302084	0.0491074	0.0393823	0.100305	0.0526966	0.0510864	0.0740325	0.00159517	0.028082	0.0188958	0.00591049	0.0503243	0.00843539	0.0112212	0.0204639	0.000169098	0.0111152	0.0228293	0.0120985	0.0177841	0.0243362	0.0550584	0.0353374	0.0231594	0.0317395	0.00544474	0.0490965	0.0154419	0.03013059	-0.014875	0.0140097	0.562045	0.00595718	0.00382269	0.411506	0.00265971	10.38457	0.210279	7	39.83288	0.4551033	0.000374009	0.0283896	0.357952	3.61328	0.281633	0.307386	0.134158	0.276823	0.195404	1.076124
3520	-3773.007	-3710.852	-62.15511	4.144325	0.1693896	0.0361613	0.00741517	0.00200003	0.0271473	0.0032812	0.0242124	0.0262796	0.00898814	0.0238711	0.0972186	0.103578	0.0176732	0.0322408	0.0575391	0.0132492	0.0908032	0.0451863	0.00691677	0.0170094	0.0117118	0.0634448	0.0421105	0.00379675	0.0642499	0.00139848	0.0405999	0.0145933	0.033316	0.0111918	0.000948872	0.0493678	0.0287339	0.0245683	0.00297995	0.0134746	0.0399422	0.00271601	0.0617006	0.0107252	0.0644688	0.0292089	0.0679911	0.03104553	0.02832714	0.00826663	0.547402	0.0130754	0.00671349	0.422814	0.00172904	8.837607	0.1408112	6	38.1628	0.3998971	0.000152447	0.0181879	0.299248	3.68241	0.308104	0.284184	0.124735	0.282978	0.1691384	0.8325209
3530	-3766.115	-3708.895	-57.22033	4.659142	0.1934438	0.00258976	0.00364736	0.0111172	0.0306619	0.00739928	0.0136261	0.0241907	0.00988084	0.0274391	0.0452992	0.0914685	0.0306981	0.0444482	0.0478686	0.0368768	0.0257425	0.00954789	0.0260191	0.00840049	0.0221796	0.0153676	0.00233315	0.0157495	0.00519033	0.0275578	0.0105662	0.00361842	0.041292	0.0307377	0.0212852	0.00939096	0.0115071	0.012569	0.0456014	0.0386205	0.0293649	0.0658875	0.026338	0.11566	0.0344346	0.0598649	0.00239452	0.02867874	0.06225664	0.00858008	0.547153	0.0130694	0.00684673	0.422622	0.00172826	9.245351	0.198624	7	38.08679	0.5232485	0.000420356	0.0300809	0.366331	3.60317	0.307643	0.300886	0.121246	0.270225	0.2608806	0.7613596
3540	-3761.928	-3710.648	-51.2795	3.865883	0.1422182	0.00158875	0.0114058	0.103818	0.0427704	0.00445424	0.0205664	0.0181367	0.0100258	0.0334602	0.0110298	0.0592148	0.0236099	0.0180788	0.038037	0.0214009	0.00592797	0.00750577	0.0079737	0.00218993	0.0351259	0.000233259	0.00220298	0.0571346	0.040861	0.0218971	0.0486098	0.00741989	0.00253151	0.0237033	0.00454659	0.0168799	0.0204968	0.0122383	0.0157875	0.00614204	0.0462404	0.0271507	0.0506955	0.00892346	0.0686967	0.0726679	0.0245502	0.0200267	0.07218317	0.00878455	0.511846	0.0110802	0.00493827	0.461367	0.00198382	10.41508	0.1963687	7	38.16303	0.3123393	3.20486e-05	0.00837185	0.218247	3.77335	0.306993	0.30927	0.123203	0.260535	0.2685519	0.7312133
3550	-3758.603	-3715.107	-43.4961	3.778288	0.1802445	0.000372074	0.016273	0.00925606	0.0350806	0.00438466	0.0294779	0.0237821	0.00876536	0.0321829	0.0187607	0.0531965	0.0169101	0.0349403	0.0156055	0.0218791	0.0164686	0.00185934	0.0280333	0.0261165	0.0155156	0.0177423	0.00277562	0.0546545	0.00310037	0.002306	0.0117442	0.01573	0.01914	0.0340515	0.00311513	0.00817951	0.02602	0.0678553	0.0120902	0.0127082	0.0518332	0.00250494	0.06203	0.00613002	0.00302125	0.00815063	0.010913	0.02250335	0.09166208	0.00689938	0.533888	0.0105121	0.00938871	0.437712	0.00160004	10.65468	0.1646189	7	39.23078	0.3382639	0.000249172	0.023212	0.330173	3.64637	0.294086	0.303174	0.132175	0.270565	0.256281	0.6423376
3560	-3774.92	-3705.912	-69.00732	2.693952	0.1875021	0.00610687	0.0124318	0.0293952	0.043438	0.00398473	0.0284574	0.0362414	0.00574214	0.0329757	0.0273896	0.0663761	0.0211642	0.029289	0.0302099	0.00853498	0.132313	0.0981316	0.00869266	0.0914828	0.119087	0.0763114	0.00275458	0.0264785	0.0243022	0.00233042	0.0164421	0.0234277	0.0446122	0.0212889	0.112128	0.0423778	0.0957085	0.103601	0.00380529	0.0387385	0.0399741	0.0145212	0.0231446	0.00526417	0.0114079	0.0374049	0.0864347	0.04434356	0.02067575	0.0103009	0.55746	0.0100063	0.00463075	0.41665	0.000951885	10.61195	0.1251332	7	38.2176	0.407907	0.000335234	0.0268909	0.350261	3.62251	0.311555	0.304034	0.126627	0.257784	0.145809	0.8581998
3570	-3763.924	-3707.899	-56.02476	2.784748	0.1725951	0.0125656	0.0041454	0.0207165	0.0724081	0.00305501	0.0232621	0.0302139	0.00459068	0.0388906	0.06185	0.073937	0.0248298	0.0283684	0.0224527	0.0508215	0.0525372	0.106759	0.00717032	0.0271117	0.0290495	0.0511275	0.00433101	0.0544068	0.00828086	0.0229376	0.015249	0.00246312	0.0152566	0.0213208	0.0560101	0.0169486	0.0125201	0.0653756	0.0238327	0.0402059	0.0213498	0.0599294	0.0297665	0.0482155	0.00642317	0.0109831	0.0543662	0.03166166	0.02994226	0.00896512	0.517778	0.00998479	0.00462078	0.457674	0.000977612	10.91147	0.1177135	6	38.96118	0.4502125	0.000177391	0.0196096	0.308484	3.67173	0.286696	0.322366	0.132494	0.258444	0.1476558	0.7972158
3580	-3777.636	-3711.521	-66.11514	3.74065	0.1705743	0.0266612	0.00515155	0.022336	0.0601462	0.00411713	0.0235243	0.031869	0.00454638	0.0349253	0.0147279	0.0505908	0.00968317	0.0371731	0.0827432	0.115818	0.0113515	0.0188349	0.0195895	0.0199713	0.00809203	0.029738	0.331446	0.0753433	0.0380483	0.00131019	0.0163948	0.00106492	0.00978751	0.0300089	0.0436666	0.0685066	0.00493069	0.0389855	0.00575764	0.0183653	0.0277936	0.0320937	0.0224234	0.0368281	0.0200076	0.0971867	0.0236039	0.04376025	0.07606005	0.0084224	0.517174	0.0115781	0.00482668	0.457141	0.000857451	11.01232	0.1398753	5	37.37965	0.4748956	0.000161337	0.0187072	0.302671	3.67846	0.308431	0.306706	0.123335	0.261528	0.2159354	0.6477648
3590	-3777.025	-3715.051	-61.97407	4.21868	0.2056145	0.038918	0.00858041	0.013963	0.044995	0.00638423	0.023845	0.04107	0.00495804	0.0475969	0.0112853	0.0600835	0.0159987	0.0427871	0.0243113	0.00845485	0.00914722	0.0784268	0.0976537	0.0446433	0.00165509	0.0337502	0.0784187	0.0330783	0.0111966	0.0517147	0.00494165	0.0297774	0.0162793	0.0149499	0.00983496	0.00225723	0.0573001	0.0169882	0.0206929	0.0503038	0.00422181	0.0789022	0.0327458	0.0098523	0.0281485	0.00246391	0.110151	0.04023725	0.04444853	0.00816564	0.513749	0.0135096	0.00810169	0.455285	0.00118968	12.48903	0.1578076	6	38.80809	0.4127718	0.000641406	0.037076	0.398152	3.56413	0.293625	0.315667	0.122779	0.267929	0.2022562	0.7802365
3600	-3784.931	-3710.981	-73.95057	2.954866	0.1892542	0.000893147	0.00686956	0.115437	0.0487954	0.00592657	0.0271421	0.0350421	0.00841584	0.034527	0.0273032	0.0515752	0.019052	0.0303902	0.106592	0.223369	0.184759	0.109166	0.031831	0.176953	0.00277278	0.036955	0.0617795	0.110251	0.00810935	0.0211301	0.0103068	5.66469e-05	0.00754907	0.0988652	0.0496739	0.00432489	0.00688995	0.0178022	0.00979637	0.0832187	0.00881712	0.0354384	0.0441962	0.0368287	0.0338413	0.0235405	0.00412507	0.04575867	0.06550157	0.0116753	0.553219	0.0122837	0.00736652	0.413971	0.00148417	11.8415	0.1623652	6	37.61498	0.4036558	0.000358896	0.0278153	0.355035	3.61679	0.310642	0.298874	0.129086	0.261398	0.2278667	0.7125444
3610	-3774.536	-3713.378	-61.15746	2.989074	0.1816614	0.0431498	0.01688	0.0742027	0.0387479	0.00532062	0.021422	0.0226206	0.00897385	0.0275399	0.0624939	0.065892	0.0258402	0.0237659	0.0324317	0.00811622	0.0219953	0.101054	0.0102437	0.00129522	0.000903132	0.0323126	0.0405926	0.0137826	0.0750205	0.00448176	0.0262023	0.00544192	0.0849704	0.0264748	0.0366922	0.000942872	0.127737	0.0268511	0.00265636	0.053976	0.00954825	0.0919486	0.0550271	0.0175433	0.0151894	0.0227278	0.100561	0.05715288	0.1003751	0.00988525	0.554413	0.0172184	0.00228939	0.414864	0.00132968	10.15116	0.1755642	6	37.51031	0.4942403	0.000264524	0.0239108	0.334134	3.64169	0.304671	0.290749	0.137821	0.26676	0.2759394	0.636242
3620	-3773.672	-3713.619	-60.05296	4.173255	0.169265	0.0190954	0.0056208	0.054112	0.0424425	0.00298838	0.0150585	0.0279491	0.00759881	0.0348615	0.0603253	0.0608516	0.0257464	0.0380711	0.00246488	0.0770262	0.0206363	0.0489238	0.0134906	0.0446897	0.0604277	0.0162091	0.00290801	0.0435444	0.0121209	0.0185243	0.0451758	0.0189027	0.00382973	0.0276992	0.0412426	0.0164178	0.0187733	0.037803	0.0199747	0.0256204	0.00217538	0.0976876	0.00792806	0.0234086	0.0109295	0.0553432	0.0348625	0.02705285	0.03874042	0.0119191	0.488693	0.0183179	0.0105027	0.469493	0.0010744	12.4204	0.1559625	6	41.82445	0.2891087	0.000151535	0.0181338	0.298887	3.68283	0.302808	0.282566	0.134769	0.279858	0.1947029	0.801028
3630	-3757.549	-3711.432	-46.1167	3.151034	0.1840566	0.0173269	0.0112988	0.0354626	0.0524145	0.00435387	0.0216423	0.0322654	0.00687355	0.0336586	0.0131592	0.0185778	0.0253696	0.0237785	0.0307068	0.0159686	0.0298333	0.0339633	0.000895736	0.0188499	0.012835	0.0254467	0.000119817	0.0370418	0.00216291	0.0127908	0.0727999	0.0731729	0.022513	0.00581775	0.0276792	0.0353075	0.0216337	0.0368062	0.0190361	0.0371501	0.00359113	0.0299775	0.0290594	0.0189865	0.0165922	0.00800979	0.0279792	0.02990317	0.01807558	0.00632514	0.442969	0.016604	0.00952001	0.517507	0.0070751	11.17251	0.1866282	6	37.95601	0.3227722	0.000292043	0.0251137	0.340786	3.63381	0.295884	0.299698	0.139115	0.265304	0.2047038	0.9116988
3640	-3773.335	-3720.027	-53.30771	2.982303	0.2404678	0.00629106	0.0119399	0.00878637	0.0367607	0.00396862	0.0197681	0.0271509	0.00612162	0.0388251	0.0635797	0.0280346	0.0272897	0.0424444	0.0753117	0.0635994	0.0184285	0.0350593	0.0566982	0.0111298	0.0299011	0.0853896	0.0439905	0.00423782	0.0437823	0.018565	0.00293024	0.0435216	0.00721108	0.0503955	0.058485	0.0179437	0.0503893	0.0503736	0.0228117	0.0138325	0.00444575	0.0444294	0.0314957	0.0678023	0.0626997	0.0117072	0.00710388	0.02611565	0.05222176	0.00945942	0.480128	0.0181637	0.00282947	0.486206	0.00321273	10.13411	0.1909144	6	38.22006	0.5859528	0.00169688	0.0598976	0.480948	3.45746	0.270825	0.296002	0.135639	0.297534	0.2431361	0.785216
3650	-3774.322	-3712.027	-62.29505	2.785943	0.173439	0.0210972	0.00988857	0.21669	0.0357042	0.00898646	0.0234542	0.025138	0.00867944	0.0320181	0.0663799	0.0415505	0.0208166	0.0500614	0.0114228	0.0678865	0.0297932	0.0160949	0.0708552	0.0414894	0.0043846	0.0122795	0.00642993	0.0265989	0.0309481	0.00808588	0.0512276	0.0348726	0.017563	0.0535161	0.13277	0.014159	0.0631045	0.0495466	0.0173646	0.0330901	0.0124789	0.00595651	0.066084	0.0434559	0.0231127	0.00526607	0.0269239	0.03400675	0.1103165	0.0129311	0.500469	0.00798036	0.0206732	0.457575	0.000370898	9.857118	0.1383559	4	38.99611	0.4999727	0.000184439	0.0199927	0.310902	3.66892	0.288787	0.313095	0.134338	0.26378	0.2486723	0.5563782
3660	-3777.909	-3707.938	-69.97161	3.946916	0.2179657	0.0472008	0.00538521	0.00174192	0.0584153	0.00709054	0.0268392	0.0298851	0.0087863	0.0305763	0.0731602	0.0257427	0.0185073	0.0302611	0.0552791	0.00580889	0.0172498	0.0173689	0.0877112	0.0100681	0.0450316	0.0700127	0.0674505	0.0245374	0.0287302	0.0114352	0.0121696	0.0372118	0.0922629	0.0200086	0.0141792	0.02412	0.0655889	0.0325058	0.0299426	0.0272385	0.0382965	0.0597954	0.0389693	0.0554138	0.123943	0.00769745	0.0878906	0.06707477	0.01011417	0.015587	0.503794	0.00979367	0.00956439	0.460615	0.000646406	12.23373	0.176578	5	37.35783	0.3815167	0.000938345	0.0447401	0.428903	3.52542	0.296619	0.307036	0.130635	0.26571	0.1866922	0.9458244
3670	-3771.417	-3717.665	-53.75204	2.878584	0.2067022	0.0157648	0.00797337	0.0246592	0.0294991	0.00257066	0.020697	0.0265674	0.00765869	0.0342507	0.0064047	0.0203455	0.0211671	0.0394908	0.0562395	0.00782001	0.0468421	0.00743842	0.0670181	0.0486075	0.00290621	0.00642033	0.00964163	0.0218613	0.023155	0.00294032	0.0129341	0.0275203	0.0138396	0.0177549	0.0358843	0.0165045	0.0128627	0.0547189	0.0748166	0.0226091	0.0361345	0.0935487	0.0197925	0.0735038	0.0166218	0.011944	0.00362422	0.02195923	0.06319775	0.0156216	0.532288	0.0105102	0.0101053	0.430948	0.000526967	11.91937	0.105829	4	37.4985	0.3195679	0.000664475	0.0377293	0.400922	3.56068	0.318016	0.296331	0.130499	0.255153	0.1690268	0.626108
3680	-3768.488	-3708.217	-60.27075	2.891778	0.1762108	0.00670264	0.00673587	0.0347977	0.0497515	0.00938974	0.0252331	0.0293271	0.0103097	0.0396473	0.121932	0.0105204	0.0162849	0.035059	0.0258937	0.0687574	0.0402604	0.0336323	0.0147358	0.0584341	0.028679	0.00742244	0.0324028	0.0330268	0.0425117	0.0199912	0.0250256	0.0427222	0.0882386	0.0166946	0.013846	0.0216276	0.0604791	0.0322495	0.0383002	0.0468069	0.00502735	0.0134551	0.00273099	0.0226702	0.0278274	0.00499384	0.0041724	0.0280959	0.05944347	0.0120246	0.584134	0.00705276	0.00323052	0.393028	0.000530872	11.7484	0.09481537	5	44.00913	0.3838671	0.000209066	0.0212761	0.3188	3.65971	0.310509	0.312644	0.123042	0.253805	0.1542588	0.6146511
3690	-3783.165	-3712.562	-70.60293	3.421589	0.1701999	0.105974	0.0122994	0.0670508	0.0531959	0.00363636	0.0226687	0.0286922	0.0069273	0.0287289	0.00683563	0.0292866	0.0257706	0.0467788	0.024212	0.078585	0.0527102	0.0490976	0.0221697	0.00223259	0.0224789	0.0475188	0.021466	0.0641215	0.0988997	0.0188033	0.157712	0.0240314	0.0384324	0.0176332	0.0411469	0.0176983	0.0298315	0.0349314	0.0793489	0.0334479	0.0265501	0.0783039	0.144143	0.0461414	0.0467566	0.010614	0.0209637	0.04209945	0.2053502	0.0127037	0.511539	0.00520988	0.00473215	0.464519	0.00129664	10.49692	0.09547438	5	39.2802	0.5154909	0.000158486	0.0185423	0.30159	3.67971	0.288504	0.321446	0.118637	0.271413	0.3008246	0.3173756
3700	-3774.25	-3711.967	-62.28343	3.583694	0.1859439	0.0199471	0.00766354	0.044041	0.0432312	0.00439429	0.0247841	0.0426127	0.0112137	0.0234363	0.040701	0.0101876	0.00932303	0.0270016	0.0547109	0.0420564	0.0105642	0.117862	0.00115704	0.00400489	0.0156217	0.00375995	0.0122041	0.0476378	0.0482667	0.0548217	0.0132367	0.051778	0.0272466	0.0141602	0.000472838	0.0320175	0.0597077	0.00754519	0.0432433	0.0364106	0.0266299	0.00407446	0.0134278	0.125701	0.0935164	0.0657305	0.0515537	0.0299421	0.01136188	0.0112197	0.479124	0.012968	0.00643058	0.486919	0.00333857	11.65229	0.1250424	5	41.245	0.3993808	0.000315161	0.0260804	0.34599	3.62761	0.2996	0.300438	0.146306	0.253656	0.1364043	0.9167044
3710	-3768.112	-3709.427	-58.68503	3.416211	0.1934368	0.0279796	0.0103245	0.014828	0.0528309	0.00608461	0.0333008	0.0258299	0.00608125	0.0309179	0.0749531	0.0536085	0.0110543	0.0188925	0.0914424	0.0158593	0.0122918	0.0274025	0.0547438	0.0209482	0.00128599	0.0454002	0.0235996	0.0254682	0.0222724	0.00470798	0.00803424	0.0541273	0.0445815	0.027234	0.0144625	0.0565847	0.0405017	0.00895111	0.0404382	0.0308869	0.0212263	0.0451758	0.0189365	0.0416373	0.0192006	0.0282007	0.00578002	0.02764648	0.01849634	0.0118204	0.494041	0.00615405	0.0025456	0.481947	0.00349202	10.75999	0.2161901	6	41.04701	0.3265723	0.000420247	0.030077	0.366312	3.60319	0.282492	0.299013	0.143508	0.274986	0.2346864	0.921187
3720	-3781.096	-3713.042	-68.05432	2.771349	0.2445566	0.0454668	0.00429485	0.0700779	0.0545774	0.00389525	0.0200966	0.0301778	0.00611142	0.0274851	0.0603954	0.0652303	0.0173787	0.0193288	0.0186794	0.0362067	0.000121686	0.11697	0.173044	0.0354987	0.0190824	0.0421325	0.00950414	0.0202946	0.010403	0.0464458	0.00664879	0.00437863	0.00672698	0.106186	0.0449388	0.0723997	0.047728	0.0359759	0.0118014	0.0671254	0.00923827	0.0562547	0.0165217	0.00533933	0.00589711	0.0345445	0.071491	0.03747718	-0.03759899	0.0138033	0.476255	0.00414978	0.00351404	0.496884	0.00539373	11.97091	0.2083761	4	37.7653	0.357374	0.0018677	0.0627879	0.489865	3.44548	0.307465	0.288891	0.131834	0.271809	0.1707771	1.220164
3730	-3767.497	-3708.481	-59.0157	3.74125	0.1991931	0.00898692	0.00837829	0.0377228	0.0513986	0.00518174	0.0208359	0.0337051	0.00545216	0.0261405	0.0408963	0.0400495	0.0160143	0.0304395	0.0509897	0.153972	0.0222228	0.00538916	0.0798633	0.0338997	0.0051188	0.030062	0.0614472	0.000942476	0.0222406	0.0151823	0.0395453	0.0121029	0.103884	0.0322679	0.00602599	0.0418822	0.0548191	0.0260381	0.00653632	0.028278	0.0195086	0.0418664	0.0370631	0.00296785	0.0495898	0.00662619	0.0371859	0.04415721	0.06419337	0.0171665	0.523467	0.00730531	0.00369183	0.439681	0.0086879	12.78938	0.13679	5	38.11061	0.4564732	0.000516548	0.0333113	0.381549	3.58462	0.297285	0.296671	0.148218	0.257826	0.2009834	0.6806036
3740	-3778.882	-3712.998	-65.88356	4.549105	0.1892959	0.0818733	0.00770241	0.0125417	0.0388107	0.00413429	0.0243447	0.0316788	0.0162113	0.024322	0.0164241	0.055732	0.0339847	0.0204691	0.0392196	0.059292	0.0177853	0.0468257	0.00753338	0.0213153	0.0266285	0.051302	0.0549184	0.038366	0.0219913	0.185391	0.00231848	0.0269238	0.00521275	0.0120854	0.0172819	0.0349403	0.0216766	0.00948789	0.0370251	0.026352	0.0613181	0.0472545	0.0141132	0.104638	0.012354	0.0493529	0.0261397	0.0384649	0.1845885	0.0127385	0.484621	0.00775991	0.00313166	0.483768	0.00798112	10.06793	0.1414342	5	43.10339	0.3621344	0.000359474	0.0278375	0.355149	3.61665	0.296819	0.285617	0.144059	0.273505	0.3260227	0.4338171
3750	-3764.327	-3709.437	-54.88931	3.459716	0.2141771	0.0234199	0.00341804	0.0225489	0.0451462	0.00707181	0.0240091	0.0311071	0.00520576	0.0272617	0.0550136	0.0685494	0.0238854	0.0330063	0.00369191	0.0302485	0.00270793	0.00828953	0.0244143	0.0249526	0.0100135	0.0258176	0.052024	0.0210628	0.00946809	0.0210615	0.0130237	0.0425278	0.00779298	0.0191859	0.0124707	0.00651007	0.0350581	0.0246949	0.086829	0.00696394	0.0107725	0.00856714	0.0134539	0.0208406	0.0406579	0.156935	0.0259331	0.02434346	-0.02730828	0.0104262	0.435613	0.00711106	0.00405641	0.537634	0.00515906	10.5046	0.1725027	5	43.996	0.5144458	0.000838903	0.0423337	0.419637	3.53719	0.301854	0.28453	0.142913	0.270704	0.1451944	1.188081
3760	-3785.401	-3717.254	-68.14656	3.972899	0.1581058	0.0342187	0.00601646	0.0329449	0.0310123	0.0025707	0.0353347	0.0251605	0.00706545	0.0385184	0.0225203	0.102557	0.0263291	0.0196386	0.0962817	0.00606856	0.0689106	0.0338462	0.012426	0.0499844	0.0530869	0.0241754	0.0174115	0.00199751	0.0795164	0.0988037	0.0155858	0.0183669	0.050812	0.00828391	0.0966434	0.00788521	0.030098	0.0275821	0.00270754	0.0258229	0.026666	0.0169783	0.0655686	0.0059675	0.0290679	0.0045954	0.000765776	0.03283477	-0.001905455	0.012063	0.463066	0.00621801	0.00347742	0.507623	0.007553	12.30409	0.1842952	4	39.31972	0.3906601	8.51476e-05	0.013616	0.266117	3.72018	0.306146	0.316044	0.13244	0.24537	0.1823898	1.010447
3770	-3765.23	-3709.279	-55.95088	3.210405	0.1796645	0.0373446	0.00943043	0.000885024	0.0576682	0.00397061	0.0189207	0.0266464	0.00524954	0.0398644	0.0138246	0.088687	0.0170621	0.0363189	0.0268339	0.0225863	0.0544047	0.0575356	0.0462664	0.0752002	0.0148528	0.00826634	0.0246152	0.00146756	0.0139334	0.0292418	0.0312361	0.0143606	0.0372025	0.00992588	0.0483965	0.0180605	0.029925	0.0260457	0.0156217	0.0107124	0.0200083	0.0424128	0.09665	0.0885017	0.052279	0.0169928	0.0416609	0.03582774	-0.002569131	0.00942346	0.468372	0.00767359	0.00517807	0.502398	0.00695557	10.46172	0.1690865	6	39.25112	0.5076701	0.00024308	0.0229287	0.328547	3.64828	0.315785	0.313365	0.127402	0.243448	0.1665174	1.015429
3780	-3773.862	-3708.74	-65.12186	3.435212	0.1759165	0.0279711	0.0143189	0.0215067	0.0527102	0.00468988	0.0182541	0.0349098	0.0106544	0.0476842	0.0498526	0.0588212	0.0341521	0.0382526	0.0087653	0.000613653	0.0191298	0.015571	0.0492102	0.114858	0.0395828	0.0219635	0.00712001	0.002508	0.0647577	0.000592911	0.0472546	0.043276	0.0988408	0.0905236	0.0530494	0.0491977	0.0157412	0.0134864	0.0162658	0.0141013	0.0201816	0.0806813	0.204028	0.00115495	0.0197289	0.0195948	0.0554009	0.04393524	0.04471741	0.00954113	0.490573	0.00774817	0.00300872	0.482422	0.00670713	11.99566	0.1254656	6	37.88048	0.4520184	0.000206341	0.0211381	0.317965	3.66069	0.312295	0.310198	0.129321	0.248186	0.170183	0.7372392
3790	-3758.394	-3713.728	-44.66614	3.656962	0.1562463	0.10039	0.00117879	0.00696031	0.0482133	0.00391236	0.025368	0.0413939	0.0081061	0.0243855	0.0131479	0.0573526	0.0355811	0.0314611	0.00273324	0.017802	0.00285214	0.00452262	0.00350123	0.023571	0.00989221	0.0171074	0.0656403	0.0359659	0.00591	0.00239999	0.00672802	0.0129193	0.0199505	0.0198081	0.0107811	0.0412167	0.0170317	0.0142688	0.051738	0.0614375	0.0476542	0.0264497	0.00795404	0.0172961	0.0408212	0.0553746	0.0369407	0.0283911	0.06132173	0.00967821	0.488283	0.00303457	0.00533783	0.489353	0.00431338	17.76872	0.1574143	6	37.32156	0.487295	7.67312e-05	0.0129291	0.260576	3.72642	0.305205	0.284223	0.144755	0.265817	0.218736	0.7196542
3800	-3756.87	-3713.759	-43.11079	3.772255	0.160867	0.0226827	0.0095426	0.00441467	0.0664728	0.00371923	0.024046	0.0402136	0.00720144	0.0442441	0.00516714	0.0182953	0.0065106	0.0332476	0.0288342	0.0760602	0.041636	0.0235067	0.0239464	0.00131049	0.0360576	0.018336	0.00232531	0.0237367	0.0243833	0.0424101	0.00602422	0.00226727	0.000749041	0.00653032	0.00163781	0.0200623	0.0237553	0.0116448	0.00887493	0.00590838	0.0310334	0.00476812	0.028648	0.0123648	0.0487076	0.0129726	0.00795755	0.0217319	0.04892478	0.00980465	0.485681	0.00809495	0.00676427	0.486745	0.00291008	18.2713	0.1561267	5	38.19641	0.3328608	9.89368e-05	0.0146712	0.274306	3.71092	0.299438	0.281471	0.144287	0.274804	0.2050515	0.7614025
