Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
910	-3740.84	-3724.744	-16.09615	0.2243872	0.1780615	0.3124875	0.1402763	0.00851702	0.555292	0.00693519	0.00208822	0.425804	0.00136383	0.02436774	0.00022682	0.0221544	0.324036	3.65358	0.287657	0.310191	0.131486	0.270666	0.1646441	0.1480026
920	-3735.462	-3720.453	-15.00858	0.2545027	0.2180041	0.2710868	4.054679e-05	0.0208432	0.478193	0.00958715	0.00553214	0.484463	0.00138122	0.05490168	0.000939391	0.0447647	0.428997	3.5253	0.295413	0.30023	0.139483	0.264874	0.05494222	0.999262
930	-3733.699	-3718.145	-15.55353	0.2546904	0.1755631	0.2602069	-0.1068678	0.0124911	0.480049	0.0109357	0.00716816	0.486343	0.00301385	0.1477882	0.000203105	0.0209728	0.31696	3.66186	0.307559	0.298179	0.13478	0.259483	0.04092032	3.611608
940	-3739.37	-3722.484	-16.88663	0.2348444	0.1890364	0.2895186	0.2890862	0.0140477	0.512223	0.0103088	0.0154537	0.443956	0.00401085	0.01330793	0.00035589	0.0276996	0.354444	3.6175	0.296491	0.29526	0.137114	0.271135	0.3023941	0.04400857
950	-3739.839	-3723.442	-16.39733	0.2183091	0.1761286	0.2844596	-0.06964042	0.0112815	0.480271	0.00755271	0.00398415	0.489954	0.00695701	0.1647463	0.000208303	0.0212376	0.318567	3.65999	0.287572	0.293502	0.135708	0.283218	0.0951059	1.732241
960	-3739.858	-3723.793	-16.06546	0.2474304	0.2453417	0.3190958	0.1558766	0.0089554	0.535949	0.0073037	0.00599236	0.435217	0.00658198	0.01148607	0.00190172	0.0633471	0.491559	3.44319	0.278729	0.295034	0.127622	0.298615	0.1673626	0.06862981
970	-3736.575	-3721.888	-14.6869	0.2695319	0.2060773	0.2620864	-0.04767294	0.0171045	0.539706	0.00739606	0.00234142	0.429674	0.00377858	0.06392019	0.000651151	0.0373534	0.399332	3.56266	0.310299	0.30199	0.121704	0.266007	0.01624725	3.934216
980	-3738.951	-3724.135	-14.81619	0.2702265	0.1919719	0.3040852	-0.04705573	0.0164037	0.511381	0.0138462	0.00282202	0.4512	0.00434758	0.04710357	0.000397962	0.0292762	0.362382	3.60794	0.273643	0.299191	0.148127	0.279039	4.783782e-05	984.6514
990	-3742.922	-3728.129	-14.79326	0.2472286	0.1671827	0.2951622	0.05133392	0.0147591	0.560475	0.0115926	0.00317388	0.404271	0.00572865	0.001980696	0.00013688	0.0172402	0.292841	3.68978	0.308551	0.291799	0.11754	0.282111	0.05331461	0.0371511
1000	-3734.821	-3719.55	-15.27168	0.2817701	0.2067928	0.2363919	0.1705101	0.0194276	0.511765	0.00894366	0.000768381	0.45115	0.00794517	0.004896286	0.000666422	0.0377839	0.401153	3.5604	0.286867	0.308606	0.140044	0.264482	0.1754063	0.02791396
1010	-3737.637	-3721.97	-15.66714	0.2677109	0.1862054	0.2542905	0.1144137	0.0175733	0.517715	0.00904763	0.000777313	0.441251	0.0136366	0.04586805	0.000318467	0.0262156	0.346708	3.62676	0.296635	0.301514	0.126043	0.275808	0.1602817	0.2861714
1020	-3742.911	-3724.938	-17.97309	0.2856929	0.1908595	0.238409	0.2737142	0.0150953	0.493825	0.00918328	0.0027821	0.471152	0.00796222	0.1097742	0.000381619	0.0286743	0.359384	3.61156	0.295876	0.30854	0.138967	0.256617	0.3834884	0.2862516
1030	-3738.393	-3723.68	-14.71307	0.2764051	0.1723913	0.2557052	-0.03185081	0.0148615	0.548473	0.00706701	0.0109017	0.409777	0.00892033	0.06191867	0.00017572	0.0195177	0.3079	3.67241	0.308553	0.2915	0.141274	0.258673	0.03006786	2.059298
1040	-3742.384	-3725.058	-17.32627	0.2497838	0.2001201	0.2690376	0.3347294	0.0187409	0.553649	0.00478392	0.0189123	0.398113	0.00580007	0.02817302	0.000533404	0.0338448	0.383971	3.58165	0.293222	0.306228	0.140429	0.260121	0.3629025	0.07763248
1050	-3743.441	-3728.773	-14.66814	0.2480326	0.209846	0.285638	0.04257806	0.010088	0.547334	0.0201815	0.0161273	0.393572	0.0126977	0.004602008	0.000734405	0.0396417	0.408863	3.55076	0.29036	0.299248	0.131317	0.279075	0.04718007	0.09754135
1060	-3739.775	-3721.781	-17.99408	0.2499383	0.2259647	0.2269107	0.2376961	0.0137258	0.533648	0.0118477	0.00361171	0.428902	0.00826502	0.1356572	0.00117411	0.0499683	0.447988	3.50087	0.305451	0.286955	0.133905	0.273688	0.3733532	0.363348
1070	-3735.38	-3720.841	-14.53885	0.2518374	0.2252467	0.2921839	-0.0006736696	0.0139349	0.556823	0.00533527	0.00508591	0.412253	0.00656793	0.0139728	0.00115147	0.0494913	0.446301	3.50306	0.302751	0.298661	0.141014	0.257573	0.01329913	1.050655
1080	-3740.985	-3722.702	-18.28283	0.2668281	0.2442683	0.2533635	0.4857841	0.015077	0.506994	0.0115623	0.0148191	0.440414	0.0111335	0.01091567	0.0018553	0.0625829	0.489241	3.44632	0.28911	0.305704	0.127692	0.277494	0.4966998	0.0219764
1090	-3734.964	-3718.025	-16.93864	0.2684609	0.212474	0.2830958	-0.02123298	0.0136937	0.517501	0.00825205	0.00327455	0.449542	0.00773674	0.1715091	0.000796661	0.0412674	0.415423	3.54251	0.284958	0.305093	0.136441	0.273508	0.1502762	1.141293
1100	-3739.52	-3723.303	-16.21629	0.2782683	0.1801479	0.2421162	0.1639408	0.00884946	0.555301	0.0151883	0.00321376	0.410585	0.00686225	0.06029843	0.000248149	0.0231647	0.329903	3.64668	0.312915	0.294829	0.124044	0.268212	0.2242392	0.2689022
1110	-3738.149	-3723.534	-14.61438	0.2858527	0.2044553	0.2555805	0.05305409	0.00628096	0.512487	0.0141897	0.00522876	0.455999	0.0058145	0.01377573	0.000617444	0.0363847	0.395186	3.56781	0.303294	0.319757	0.125466	0.251483	0.06682981	0.2061315
1120	-3740.437	-3723.84	-16.59663	0.2378741	0.1656708	0.3161417	-0.2493442	0.0114338	0.583621	0.0103455	0.00488238	0.372849	0.0168682	0.2497312	0.000126932	0.0166058	0.28843	3.69484	0.285805	0.31544	0.128454	0.270301	0.0003870176	645.271
1130	-3740.736	-3725.244	-15.49245	0.249569	0.2037955	0.2923844	0.03907998	0.0139036	0.597246	0.010587	0.0025295	0.362471	0.0132628	0.05199492	0.00060409	0.0359934	0.393491	3.56991	0.293652	0.276927	0.149054	0.280367	0.0910749	0.5709028
1140	-3739.342	-3724.663	-14.67931	0.3331662	0.1993719	0.193459	-0.09600298	0.0126375	0.493531	0.0130459	0.00384103	0.456805	0.0201395	0.1247818	0.000519768	0.0334139	0.382017	3.58405	0.297888	0.302856	0.14444	0.254816	0.02877886	4.335885
1150	-3740.74	-3722.188	-18.55255	0.2853292	0.191435	0.2368597	0.2935464	0.0109987	0.497459	0.0131497	0.00492229	0.460441	0.0130289	0.1295643	0.000390012	0.028985	0.360937	3.60969	0.28772	0.291572	0.1401	0.280609	0.4231107	0.3062184
1160	-3736.92	-3722.07	-14.8498	0.298759	0.2256374	0.2354532	-0.01713455	0.0221118	0.500883	0.0127878	0.00424284	0.446856	0.0131185	0.07317869	0.00116375	0.0497507	0.44722	3.50187	0.281301	0.31063	0.136294	0.271775	0.05604413	1.305733
1170	-3737.03	-3720.921	-16.10905	0.304972	0.2278316	0.2434513	-0.02518911	0.0137335	0.567031	0.00372661	0.00686172	0.396992	0.0116547	0.1443518	0.00123436	0.0512156	0.452349	3.4952	0.279988	0.309137	0.125315	0.28556	0.1191627	1.211384
1180	-3740.647	-3724.27	-16.37633	0.2580813	0.2433281	0.2722165	0.1202316	0.0217043	0.508262	0.00538532	0.00467366	0.446781	0.0131937	0.07649517	0.00181526	0.0619157	0.487203	3.44907	0.28128	0.295989	0.130892	0.291839	0.1967268	0.3888397
1190	-3740.373	-3722.567	-17.80611	0.2711846	0.2420583	0.2756395	-0.3053454	0.0119651	0.573201	0.00654202	0.00334607	0.387704	0.0172424	0.3692963	0.00176206	0.0610176	0.484436	3.45278	0.300703	0.300134	0.121538	0.277625	0.06395086	5.774688
1200	-3738.234	-3723.704	-14.53003	0.2706853	0.2297929	0.240202	-0.0663673	0.0175916	0.576005	0.00552826	0.00293827	0.3896	0.0083367	0.07663282	0.00129985	0.0525363	0.456892	3.48927	0.299073	0.311365	0.121828	0.267735	0.01026552	7.465072
1210	-3738.538	-3722.389	-16.14848	0.2413679	0.2214007	0.3201218	-0.09830925	0.0165844	0.525328	0.00395617	0.0042995	0.442858	0.006974	0.1452385	0.00103521	0.0469615	0.437179	3.51482	0.296933	0.309026	0.122675	0.271365	0.04692929	3.094838
1220	-3739.409	-3721.811	-17.59835	0.2375894	0.2269325	0.2942216	-0.0230389	0.0179873	0.546171	0.00853119	0.00411261	0.412086	0.0111123	0.2072898	0.00120509	0.0506137	0.450253	3.49793	0.303823	0.279121	0.144901	0.272155	0.1842509	1.125041
1230	-3739.621	-3724.009	-15.61198	0.2360321	0.1871567	0.3423392	-0.09628784	0.0137016	0.534804	0.00541239	0.00602234	0.431595	0.00846467	0.09763053	0.000330706	0.0267103	0.349316	3.62364	0.303032	0.307779	0.119876	0.269314	0.001342691	72.71258
1240	-3736.381	-3720.919	-15.46193	0.2249676	0.1966401	0.3051752	-0.05114632	0.0111537	0.538046	0.00640698	0.00722836	0.431243	0.00592192	0.08848531	0.000472082	0.0318599	0.374832	3.59284	0.32232	0.284086	0.139627	0.253968	0.03733898	2.369784
1250	-3737.117	-3719	-18.11726	0.223563	0.2107939	0.3286548	0.1780768	0.0130613	0.490289	0.0049296	0.00470299	0.470802	0.0162157	0.1193266	0.000756456	0.0402253	0.411237	3.54778	0.291831	0.30255	0.141596	0.264024	0.2974034	0.4012281
1260	-3732.513	-3717.244	-15.26903	0.2268207	0.2081263	0.3005987	-0.0830887	0.013717	0.514902	0.0066068	0.00277253	0.453954	0.00804721	0.09518465	0.000695549	0.0385912	0.404532	3.55618	0.287505	0.306953	0.124401	0.281141	0.01209595	7.869134
1270	-3740.248	-3721.977	-18.27118	0.2068482	0.1788958	0.3193186	-0.2481342	0.0136724	0.513226	0.00748014	0.0057015	0.452476	0.00744437	0.3478372	0.000235179	0.0225559	0.326387	3.65082	0.28777	0.302995	0.12829	0.280944	0.09970295	3.488735
1280	-3738.141	-3723.898	-14.24351	0.2572638	0.192803	0.2598154	-0.01691291	0.0112644	0.507086	0.00804014	0.000844812	0.469085	0.00367987	0.02339749	0.000410499	0.0297294	0.364615	3.60525	0.291244	0.308141	0.138965	0.26165	0.006484576	3.608175
1290	-3736.033	-3721.582	-14.45125	0.2792126	0.2074155	0.2637064	0.04092804	0.0173264	0.540758	0.0073519	0.00101625	0.41795	0.0155975	0.00448105	0.000679915	0.0381601	0.402733	3.55843	0.288891	0.307822	0.135124	0.268163	0.04540909	0.09868179
1300	-3742.734	-3725.177	-17.55692	0.2802823	0.2079703	0.2482704	-0.4355651	0.0169137	0.540001	0.00734161	0.000837289	0.417365	0.0175415	0.4391955	0.000692096	0.0384964	0.404137	3.55667	0.294922	0.2993	0.13264	0.273138	0.003630467	120.9749
1310	-3738.721	-3723.518	-15.20353	0.2867408	0.2077777	0.2322671	-0.1261226	0.0156531	0.547565	0.00730926	0.00135909	0.417254	0.0108598	0.1520361	0.00068785	0.0383795	0.40365	3.55728	0.296545	0.287958	0.14149	0.274008	0.02591354	5.867052
1320	-3742.644	-3727.892	-14.75237	0.2641521	0.2015421	0.2643113	0.06071387	0.0155618	0.544368	0.00535404	0.00610363	0.414818	0.0137944	0.01227634	0.000560016	0.0346698	0.387671	3.5771	0.303253	0.277157	0.117032	0.302558	0.07299021	0.1681916
1330	-3738.199	-3721.059	-17.13997	0.2660839	0.2121035	0.2639234	0.3321695	0.0155309	0.543289	0.0102047	0.00354264	0.413996	0.0134365	0.02037305	0.000787671	0.0410367	0.414502	3.54367	0.305149	0.296431	0.120889	0.27753	0.3525426	0.05778889
1340	-3737.609	-3720.547	-17.0627	0.2699266	0.2214183	0.2705314	0.06309449	0.0156322	0.546833	0.00709895	0.0034598	0.416696	0.0102792	0.1438233	0.00103572	0.046973	0.437221	3.51477	0.29947	0.301294	0.129891	0.269345	0.2069178	0.6950746
1350	-3741.073	-3721.477	-19.59596	0.2585278	0.2212434	0.276424	-0.04645151	0.0139606	0.544339	0.0127372	0.00333066	0.414796	0.0108367	0.3333914	0.00103063	0.046859	0.436802	3.51531	0.30073	0.294495	0.14043	0.264345	0.2869399	1.161886
1360	-3744.588	-3728.177	-16.41135	0.2714743	0.2449667	0.2854988	-0.005392675	0.0189749	0.514375	0.0105879	0.00273367	0.439569	0.0137593	0.1283974	0.00188542	0.0630798	0.49075	3.44428	0.296929	0.283738	0.140669	0.278664	0.1230047	1.043841
1370	-3737.753	-3723.291	-14.46246	0.278596	0.1884381	0.2503672	0.02970942	0.0192624	0.522171	0.00539866	0.00277509	0.44623	0.00416302	0.01816841	0.000347729	0.027383	0.352815	3.61945	0.304037	0.30025	0.134874	0.260839	0.04787784	0.3794743
1380	-3747.621	-3732.174	-15.44687	0.3102572	0.2778783	0.2761366	-0.1278305	0.018957	0.496995	0.00586465	0.00405069	0.47017	0.00396231	0.1402018	0.00367277	0.0874379	0.556712	3.35218	0.309736	0.284886	0.126847	0.278531	0.01237127	11.33286
1390	-3742.496	-3724.994	-17.50119	0.2539543	0.2138857	0.2759536	-0.2661266	0.019453	0.509998	0.00601809	0.0108177	0.44929	0.0044233	0.3341536	0.000831567	0.0421505	0.418918	3.5381	0.290519	0.286356	0.137309	0.285817	0.06802697	4.912076
1400	-3736.705	-3720.701	-16.00431	0.2837783	0.2061596	0.2964602	-0.06927211	0.0194146	0.515762	0.00741387	0.00548772	0.448403	0.00351878	0.1323403	0.000652895	0.0374029	0.399542	3.5624	0.300441	0.312659	0.12392	0.26298	0.06306822	2.098368
1410	-3740.839	-3724.562	-16.27647	0.2815526	0.2554113	0.2470876	-0.02775766	0.0219598	0.513555	0.00732941	0.00634102	0.443295	0.00751991	0.1532983	0.0023736	0.0706247	0.512759	3.41424	0.298717	0.292094	0.140028	0.269161	0.1255407	1.221105
1420	-3741.749	-3725.395	-16.35433	0.2873496	0.1919777	0.2578602	0.08589047	0.0204675	0.521868	0.00575827	0.00117835	0.429933	0.0207951	0.09573605	0.000398049	0.0292794	0.362398	3.60792	0.30007	0.310423	0.138029	0.251478	0.1816265	0.5271039
1430	-3740.774	-3726.146	-14.62805	0.2499598	0.172296	0.2928697	-0.02813201	0.0136119	0.552326	0.00697678	0.00113304	0.4134	0.0125518	0.03229988	0.000174943	0.0194748	0.307626	3.67272	0.317891	0.290803	0.129305	0.262002	0.004167873	7.749727
1440	-3739.888	-3725.182	-14.70623	0.262006	0.1998187	0.2741608	-0.06833454	0.0114121	0.465142	0.00720611	0.00120105	0.502243	0.012796	0.0694305	0.000527881	0.0336709	0.383185	3.58262	0.302891	0.286636	0.134177	0.276295	0.001095961	63.35126
1450	-3740.966	-3724.596	-16.36956	0.2649921	0.2436901	0.2604204	0.1154716	0.0126865	0.517082	0.00346051	0.00196799	0.458837	0.00596644	0.08263726	0.00183061	0.0621724	0.487989	3.44801	0.30262	0.312873	0.132971	0.251537	0.1981089	0.4171306
1460	-3735.632	-3718.709	-16.92316	0.2633008	0.2112664	0.2772772	0.3228178	0.014298	0.582767	0.0081358	0.00498851	0.382808	0.00700251	0.00599451	0.000767618	0.0405174	0.412417	3.5463	0.303451	0.302106	0.127696	0.266748	0.3288123	0.0182308
1470	-3739.474	-3722.836	-16.63857	0.2658055	0.1753746	0.2777521	-0.05490853	0.0128751	0.500642	0.00865899	0.00328181	0.465703	0.00883876	0.1729152	0.000201393	0.0208849	0.316424	3.66249	0.303958	0.295397	0.141599	0.259045	0.1180067	1.4653
1480	-3739.17	-3723.251	-15.91969	0.2368747	0.2073047	0.3491698	0.1230561	0.0101953	0.605557	0.00552453	0.00295086	0.368773	0.00699909	0.003050058	0.0006775	0.038093	0.402452	3.55878	0.302295	0.297367	0.131383	0.268956	0.1261062	0.02418643
1490	-3739.59	-3722.203	-17.38708	0.2470636	0.1658478	0.3093268	-0.2802521	0.00856328	0.547764	0.00803567	0.00300312	0.429046	0.00358796	0.3170564	0.000128068	0.0166794	0.288947	3.69425	0.310024	0.29381	0.130202	0.265964	0.03680432	8.614652
1500	-3745.417	-3729.212	-16.20477	0.293706	0.2602327	0.2893697	-0.1129946	0.00854914	0.546859	0.0054034	0.00898668	0.419978	0.0102235	0.1711663	0.00262336	0.074173	0.522574	3.40063	0.300692	0.317814	0.120474	0.26102	0.05817163	2.942435
1510	-3738.065	-3721.817	-16.24852	0.2672437	0.2153465	0.2710591	0.1488272	0.0155135	0.540053	0.00642486	0.00701715	0.416913	0.0140781	0.05295209	0.000868783	0.0430714	0.422513	3.53355	0.293673	0.295695	0.152334	0.258298	0.2017792	0.2624258
1520	-3741.523	-3724.476	-17.04707	0.2991168	0.2166063	0.2324151	0.3314353	0.0150782	0.521443	0.00620346	0.00525709	0.437677	0.0143417	0.02525903	0.000901782	0.0438712	0.425595	3.52963	0.320732	0.295344	0.136544	0.24738	0.3566944	0.0708142
1530	-3739.213	-3725.374	-13.83887	0.3107016	0.1857726	0.2087312	0.03191246	0.0138489	0.525116	0.00809817	0.00438404	0.43348	0.0150734	0.005122048	0.00031301	0.0259919	0.345519	3.62818	0.314804	0.274232	0.142826	0.268137	0.03703451	0.1383047
1540	-3743.483	-3728.722	-14.76022	0.2905234	0.2301461	0.2367077	-0.07972126	0.00841135	0.585169	0.00398592	0.00425009	0.382205	0.0159788	0.0976193	0.00131188	0.0527752	0.457706	3.48821	0.313391	0.284523	0.131304	0.270782	0.01789805	5.454188
1550	-3741.192	-3726.392	-14.79926	0.2893003	0.2302415	0.2672999	0.04280415	0.0101329	0.475617	0.00798916	0.00795551	0.472761	0.0255446	0.02136516	0.00131514	0.0528398	0.457926	3.48792	0.296971	0.300956	0.135716	0.266357	0.06416932	0.3329498
1560	-3743.312	-3727.774	-15.53816	0.2934414	0.2864191	0.256679	-0.158803	0.0118967	0.49839	0.00711225	0.00837542	0.456974	0.0172512	0.1717498	0.00425846	0.0939808	0.572274	3.32949	0.303836	0.293589	0.140662	0.261912	0.01294685	13.26576
1570	-3738.774	-3724.64	-14.134	0.2947149	0.2312044	0.2499479	-0.02094022	0.0143229	0.447363	0.00612813	0.00743603	0.506006	0.0187442	0.02457554	0.00134838	0.0534931	0.460138	3.48502	0.304307	0.310623	0.135238	0.249831	0.003635311	6.760229
1580	-3736.121	-3721.868	-14.25333	0.2672164	0.2110189	0.2697689	-0.005972525	0.0117899	0.532915	0.0115035	0.009453	0.417733	0.0166059	0.01288136	0.000761758	0.0403643	0.4118	3.54707	0.297268	0.299329	0.133425	0.269979	0.006908836	1.864476
1590	-3741.02	-3725.632	-15.38714	0.2366333	0.2037858	0.2350948	0.05998117	0.0133141	0.48	0.0129907	0.00854152	0.471738	0.0134158	0.0693624	0.000603895	0.0359877	0.393466	3.56994	0.310581	0.286576	0.142178	0.260664	0.1293436	0.5362648
1600	-3739.213	-3719.448	-19.76528	0.2562105	0.2162147	0.2781363	0.5067142	0.0158543	0.480392	0.0126266	0.00941378	0.472123	0.00959087	0.07494185	0.000891434	0.043622	0.424639	3.53085	0.294331	0.312197	0.135407	0.258065	0.581656	0.1288422
1610	-3736.217	-3720.804	-15.41321	0.2602641	0.1907361	0.2538634	0.08155428	0.0163362	0.585359	0.0141316	0.00644812	0.371892	0.00583258	0.04807998	0.000379835	0.0286079	0.35905	3.61196	0.286602	0.30735	0.131945	0.274103	0.1296343	0.3708895
1620	-3737.481	-3719.813	-17.66725	0.2686953	0.1975036	0.2479092	-0.0635266	0.010618	0.540122	0.0100102	0.00842622	0.424509	0.0063145	0.253132	0.000486803	0.0323478	0.377111	3.59005	0.291643	0.287633	0.136937	0.283787	0.1896054	1.335046
1630	-3743.353	-3728.418	-14.93571	0.2519164	0.2270919	0.2782665	0.06113448	0.0131851	0.542534	0.0100549	0.00447753	0.426406	0.00334224	0.01462021	0.00121024	0.0507202	0.450625	3.49744	0.299059	0.323035	0.145823	0.232082	0.07575468	0.1929941
1640	-3734.556	-3717.948	-16.60881	0.2431726	0.1797336	0.2693168	-0.2715564	0.0129733	0.549766	0.0130229	0.00456844	0.413275	0.00639424	0.2885312	0.000243801	0.0229624	0.328741	3.64805	0.298974	0.303264	0.137826	0.259936	0.01697478	16.99764
1650	-3737.177	-3722.001	-15.17617	0.2495734	0.1909003	0.2725132	0.1150372	0.0109169	0.559565	0.0110731	0.00151964	0.411142	0.00578402	0.006632152	0.000382209	0.0286963	0.359494	3.61143	0.308163	0.301329	0.135209	0.255299	0.1216694	0.05450962
1660	-3734.001	-3718.862	-15.13969	0.2491162	0.2031196	0.271606	0.005365958	0.0123355	0.572526	0.00719452	0.0101515	0.390916	0.00687625	0.06014457	0.000590623	0.0355944	0.391751	3.57206	0.303032	0.288646	0.132353	0.275969	0.06551053	0.9180901
1670	-3737.451	-3721.94	-15.51128	0.2535422	0.2128676	0.2677061	-0.02644103	0.0117725	0.56785	0.00320544	0.00617116	0.39917	0.011831	0.09907915	0.000806291	0.041513	0.416399	3.54128	0.282894	0.298441	0.128841	0.289824	0.07263813	1.36401
1680	-3743.163	-3726.574	-16.58947	0.2934449	0.1604803	0.2362215	0.3196979	0.0197959	0.602437	0.00340068	0.00416479	0.367518	0.00268341	0.005373139	9.69088e-05	0.0145209	0.273162	3.71222	0.298913	0.292092	0.129864	0.279131	0.3250711	0.01652912
1690	-3742.707	-3726.958	-15.74845	0.3007726	0.2182575	0.2511965	0.08724773	0.0193499	0.599221	0.00173756	0.00153559	0.365556	0.0125997	0.06500334	0.000946323	0.0449274	0.429611	3.52452	0.316875	0.282353	0.129522	0.271251	0.1522511	0.4269483
1700	-3744.123	-3728.101	-16.02242	0.2737018	0.2172029	0.2231994	0.01039725	0.0262444	0.454135	0.00235666	0.00436854	0.495807	0.0170891	0.1361232	0.000917707	0.0442518	0.42705	3.52778	0.291658	0.285574	0.151627	0.271141	0.1465204	0.9290389
1710	-3744.233	-3729.596	-14.63742	0.3132965	0.2517335	0.2094985	0.03680195	0.0106227	0.565244	0.00648595	0.00589549	0.390482	0.0212702	0.04674876	0.00219353	0.0679447	0.505127	3.42473	0.294621	0.311032	0.135397	0.25895	0.08355071	0.5595256
1720	-3743.873	-3726.337	-17.53638	0.3246853	0.2081964	0.216962	-0.3440202	0.0176204	0.566272	0.0047376	0.00603496	0.391192	0.0141431	0.3990549	0.000697103	0.0386338	0.404709	3.55596	0.299307	0.320086	0.117531	0.263076	0.05503469	7.25097
1730	-3747.966	-3733.184	-14.78194	0.2941327	0.2266482	0.2625044	0.01642359	0.00531344	0.498164	0.0122908	0.0141235	0.442803	0.0273045	0.0365784	0.00119593	0.0504238	0.449589	3.49879	0.281881	0.33601	0.123303	0.258806	0.05300199	0.6901326
1740	-3747.508	-3732.765	-14.74203	0.2910092	0.2084074	0.2560073	0.03703095	0.00812666	0.5006	0.00465019	0.0172504	0.444968	0.0244044	0.02706531	0.0007018	0.0387622	0.405242	3.55529	0.308282	0.320719	0.123043	0.247957	0.06409627	0.4222604
1750	-3744.431	-3729.288	-15.14378	0.2911802	0.194448	0.2768293	0.02048442	0.0125338	0.574271	0.00398521	0.0147835	0.381337	0.0130893	0.04777749	0.000436145	0.0306352	0.369013	3.59992	0.276297	0.326132	0.106898	0.290673	0.06826191	0.6999144
1760	-3748.018	-3728.734	-19.28396	0.2116361	0.1684747	0.3569713	0.3453269	0.0147623	0.575262	0.00308407	0.0217002	0.381996	0.00319525	0.08829274	0.00014584	0.017792	0.296596	3.68547	0.286572	0.298179	0.125624	0.289625	0.4336196	0.203618
1770	-3740.861	-3723.999	-16.86195	0.2469328	0.1736084	0.3342052	-0.2636601	0.00964897	0.571907	0.00590973	0.0215737	0.389862	0.00109807	0.2646823	0.000185879	0.02007	0.311387	3.66836	0.287366	0.313067	0.128695	0.270872	0.001022222	258.9285
1780	-3745.686	-3729.648	-16.03744	0.2695299	0.1801286	0.2940548	0.05719495	0.0101031	0.598996	0.00939692	0.0225955	0.346776	0.0121327	0.07365249	0.000247946	0.0231553	0.329849	3.64675	0.270068	0.318607	0.134133	0.277191	0.1308474	0.5628883
1790	-3744.535	-3729.323	-15.21289	0.2545823	0.1999167	0.280607	-0.002330978	0.00509342	0.494097	0.00987193	0.0177704	0.466227	0.00694051	0.06154693	0.000529672	0.0337274	0.38344	3.5823	0.272755	0.323811	0.126036	0.277398	0.05921595	1.039364
1800	-3744.508	-3728.369	-16.13837	0.254545	0.1387603	0.2736669	0.002773262	0.00742696	0.572731	0.0113216	0.0042759	0.395034	0.00921034	0.1200208	2.51502e-05	0.00741961	0.207722	3.78483	0.318859	0.321399	0.111179	0.248563	0.1227941	0.9774153
1810	-3738.302	-3721.26	-17.04243	0.2837187	0.2308119	0.2707853	-0.1059498	0.0135884	0.489222	0.0162978	0.00226779	0.474473	0.00415074	0.2252716	0.00133477	0.0532265	0.459237	3.4862	0.295553	0.286334	0.145471	0.272642	0.1193219	1.887932
1820	-3739.896	-3725.131	-14.76498	0.268645	0.1952887	0.2760023	-0.05088951	0.0100703	0.527708	0.00663489	0.0019351	0.447133	0.0065184	0.06271957	0.000449688	0.0311025	0.37125	3.5972	0.309277	0.309623	0.120215	0.260886	0.01183006	5.301711
1830	-3738.117	-3722.408	-15.70863	0.2864904	0.1989859	0.2711205	0.009863937	0.0200486	0.518027	0.00669363	0.003075	0.43893	0.0132261	0.08862644	0.000512831	0.0331925	0.381006	3.58529	0.294887	0.303383	0.130832	0.270898	0.09849038	0.8998487
1840	-3736.947	-3721.305	-15.64147	0.3127852	0.2149932	0.2159473	-0.05838289	0.018321	0.526664	0.00510613	0.00391927	0.437582	0.00840727	0.1490014	0.000859679	0.042848	0.421645	3.53465	0.288482	0.30418	0.137858	0.26948	0.09061855	1.644271
1850	-3743.955	-3729.478	-14.47668	0.2853437	0.1956984	0.2422826	0.008447459	0.0185177	0.524084	0.00719311	0.0109331	0.434814	0.00445805	0.03413023	0.000456394	0.0313313	0.372338	3.59587	0.30382	0.303789	0.11997	0.272421	0.04257769	0.8015989
1860	-3742.355	-3726.428	-15.9273	0.2832612	0.1846546	0.2427413	-0.2389674	0.0215214	0.529237	0.00462664	0.00916005	0.419572	0.015883	0.243723	0.00029923	0.0254182	0.342439	3.63184	0.289626	0.287122	0.129162	0.29409	0.004755647	51.24918
1870	-3743.533	-3728.614	-14.91884	0.271905	0.1913474	0.2680995	-0.04424934	0.0159784	0.638805	0.00470111	0.0165473	0.311509	0.0124595	0.07253851	0.000388727	0.0289377	0.360701	3.60997	0.276613	0.301375	0.128111	0.293901	0.02828916	2.56418
