Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
745	1	-3737.124	-3722.043	-15.08161	0.27141	0.2382836	0.2483152	-0.06075332	0.0173352	0.540724	0.00782159	0.00423993	0.418084	0.0117951	0.101718	0.00160995	0.0583689	0.476118	3.4639	0.291901	0.288653	0.135109	0.284336	0.04096471	2.483065
746	0	-3742.77	-3724.678	-18.09211	0.2273873	0.1842705	0.2995437	-0.239972	0.018621	0.492416	0.0143419	0.00428305	0.454579	0.0157593	0.3445696	0.000294599	0.0252224	0.341378	3.63311	0.289347	0.320008	0.133118	0.257527	0.1045976	3.29424
747	1	-3737.378	-3721.551	-15.82664	0.2921519	0.2589446	0.2566689	0.07806694	0.0185727	0.524277	0.00367215	0.00507134	0.443313	0.00509353	0.07066134	0.0025551	0.0732213	0.519973	3.40425	0.302242	0.288582	0.132961	0.276215	0.1487283	0.4751036
748	0	-3749.88	-3730.86	-19.01994	0.3247046	0.2627257	0.2176023	0.4543131	0.0140884	0.494201	0.01309	0.00657703	0.456227	0.0158164	0.08318618	0.00275865	0.0760219	0.527565	3.39365	0.314684	0.314363	0.124172	0.246781	0.5374993	0.1547652
749	1	-3737.248	-3722.233	-15.01533	0.3015094	0.2377889	0.2485818	-0.01997999	0.0126507	0.524344	0.00786043	0.00205831	0.44337	0.00971605	0.0768578	0.00159067	0.0580242	0.475017	3.46537	0.328503	0.287741	0.132924	0.250832	0.0568778	1.351279
750	0	-3747.001	-3732.642	-14.35966	0.2919511	0.1795644	0.2727217	-0.009243764	0.0142073	0.498369	0.00404172	0.00288103	0.460075	0.0204261	0.01919561	0.000242041	0.0228801	0.328266	3.64861	0.308437	0.301537	0.127676	0.26235	0.009951842	1.92885
751	1	-3743.768	-3726.618	-17.14926	0.2846294	0.2043206	0.2944496	0.3237698	0.0152045	0.497699	0.00944721	0.00429368	0.471419	0.00193633	0.001942966	0.0006147	0.0363046	0.39484	3.56824	0.284537	0.301931	0.135432	0.2781	0.3257127	0.005965273
752	0	-3739.658	-3725.291	-14.36722	0.3612511	0.2664466	0.2054745	-0.07561019	0.0150914	0.500609	0.0113442	0.00520238	0.462143	0.00561002	0.08934299	0.00296846	0.0787984	0.53491	3.38332	0.294288	0.310935	0.137309	0.257468	0.01373279	6.505814
753	1	-3748.808	-3734.145	-14.66352	0.3206656	0.2407796	0.2639386	-0.01433255	0.0158046	0.477329	0.00615877	0.00866946	0.490025	0.00201275	0.0437087	0.00170953	0.0601167	0.481634	3.45654	0.311252	0.306363	0.133509	0.248877	0.02937614	1.487898
754	0	-3739.128	-3724.449	-14.67968	0.308102	0.2278991	0.2375053	-0.09600277	0.0165118	0.547726	0.0125564	0.000626293	0.413796	0.00878306	0.1012001	0.00123658	0.0512608	0.452506	3.495	0.292094	0.303959	0.126332	0.277615	0.005197343	19.47151
755	1	-3742.551	-3726.337	-16.21423	0.3182076	0.2000392	0.2257577	-0.08448981	0.0120351	0.475232	0.00598301	0.0174099	0.487873	0.00146695	0.1878518	0.000531919	0.0337981	0.38376	3.58191	0.289614	0.326593	0.128028	0.255766	0.103362	1.817416
756	0	-3738.786	-3723.787	-14.9996	0.3323703	0.2122036	0.2130434	-0.04231496	0.0160832	0.511913	0.0117354	0.00061481	0.45449	0.00516431	0.1048582	0.000790094	0.041099	0.414751	3.54336	0.295657	0.300425	0.147304	0.256614	0.06254323	1.676571
757	1	-3741.044	-3725.308	-15.73619	0.2408232	0.2272615	0.2793606	-0.1723492	0.0114991	0.494719	0.00533722	0.019418	0.465484	0.00354325	0.1792741	0.00121575	0.0508337	0.451021	3.49693	0.305978	0.28337	0.134613	0.276039	0.006924809	25.88866
758	0	-3746.167	-3729.491	-16.67561	0.2848199	0.2159038	0.2410957	0.07551077	0.0147441	0.505602	0.0105849	0.00060723	0.462918	0.00554418	0.1291187	0.000883276	0.0434245	0.423878	3.53181	0.320396	0.287131	0.107175	0.285297	0.2046295	0.6309879
759	1	-3740.433	-3724.011	-16.42184	0.2510904	0.1879842	0.3098418	0.0461877	0.0110574	0.509447	0.00799842	0.016613	0.447604	0.00728028	0.093628	0.000341628	0.0271439	0.351578	3.62094	0.281287	0.299789	0.12847	0.290453	0.1398157	0.669653
760	0	-3744.092	-3729.496	-14.59639	0.3127229	0.1864259	0.2300623	0.03535877	0.0139361	0.477893	0.0121288	0.000898674	0.487044	0.00810002	0.03574405	0.000321274	0.0263299	0.347314	3.62604	0.295405	0.272374	0.143467	0.288755	0.07110282	0.5027093
761	1	-3740.073	-3722.1	-17.97254	0.2558727	0.2021971	0.2584845	0.4592093	0.00667841	0.540947	0.0080524	0.0205997	0.419488	0.0042337	0.01054462	0.000572585	0.0350525	0.389368	3.57501	0.317406	0.288637	0.118717	0.27524	0.4697539	0.02244711
762	0	-3747.3	-3732.062	-15.23755	0.2940644	0.277338	0.2929554	-0.08985545	0.0206018	0.485366	0.00610518	0.00186492	0.478727	0.00733433	0.09957071	0.00363745	0.0870263	0.555708	3.35363	0.300342	0.286626	0.134875	0.278157	0.009715261	10.2489
763	1	-3736.888	-3719.645	-17.24266	0.2369046	0.1986981	0.340877	-0.2432107	0.0123502	0.541615	0.00680904	0.00483567	0.430049	0.00434028	0.2739489	0.000507702	0.0330278	0.380252	3.58621	0.300947	0.306396	0.136712	0.255945	0.03073817	8.912336
764	0	-3742.511	-3727.125	-15.38593	0.2591006	0.1997552	0.2713693	0.1184476	0.0134855	0.49049	0.00616962	0.000723806	0.483781	0.0053508	0.01730719	0.000526722	0.0336343	0.383019	3.58282	0.300361	0.309833	0.121323	0.268483	0.1357548	0.1274886
765	1	-3736.347	-3717.878	-18.4688	0.2021221	0.1789053	0.3245534	-0.05868929	0.0122713	0.538152	0.0100062	0.0103591	0.427299	0.00191261	0.2611193	0.000235275	0.0225605	0.326413	3.65079	0.302167	0.30759	0.132717	0.257527	0.20243	1.289924
766	0	-3744.97	-3729.404	-15.56565	0.2477739	0.2090641	0.2491789	0.1662471	0.0167297	0.608483	0.0126646	0.00206544	0.351046	0.00901083	0.01773864	0.000716555	0.0391628	0.406897	3.55322	0.282992	0.330353	0.126045	0.260609	0.1839857	0.09641315
767	1	-3742.197	-3723.815	-18.38166	0.2330941	0.191536	0.2975067	-0.3969081	0.01296	0.568355	0.0105068	0.0212485	0.384959	0.00196988	0.440008	0.000391499	0.0290398	0.361209	3.60936	0.314159	0.29075	0.13206	0.263031	0.04309993	10.20902
768	0	-3740.896	-3723.711	-17.1848	0.2644817	0.2207823	0.2709629	-0.1961196	0.0162585	0.569897	0.00535809	0.00561794	0.395227	0.00764157	0.283974	0.00101729	0.0465589	0.435698	3.51673	0.2969	0.294202	0.128337	0.280561	0.08785442	3.232325
769	1	-3744.532	-3729.116	-15.41633	0.2503264	0.1697073	0.25977	-0.07632012	0.00850606	0.531952	0.00677628	0.0200545	0.429682	0.00302892	0.1267184	0.000154795	0.0183265	0.300167	3.68135	0.286257	0.305572	0.133708	0.274463	0.05039829	2.51434
770	0	-3741.096	-3724.543	-16.55346	0.2574763	0.229612	0.2862637	0.2150801	0.011037	0.553478	0.0069747	0.00568295	0.40839	0.014438	0.03066583	0.00129371	0.052414	0.456475	3.48982	0.287113	0.314271	0.123587	0.275029	0.2457459	0.1247867
771	1	-3737.997	-3722.94	-15.05758	0.2492133	0.2176445	0.3251064	-0.0116369	0.0137194	0.54625	0.0028409	0.00590316	0.422897	0.00838985	0.03138147	0.000929616	0.0445342	0.428124	3.52641	0.3106	0.290458	0.140255	0.258688	0.01974457	1.589372
772	0	-3745.579	-3729.809	-15.77003	0.2823114	0.239954	0.2952128	0.09961441	0.0124357	0.497751	0.00762867	0.00801616	0.460146	0.0140225	0.03590937	0.00167616	0.059537	0.479816	3.45897	0.293025	0.305618	0.11726	0.284097	0.1355238	0.2649673
773	1	-3737.684	-3720.857	-16.82734	0.3006631	0.2465942	0.2369702	0.3154334	0.0217476	0.490386	0.003181	0.00447482	0.475003	0.00520764	0.01900928	0.00195681	0.0642416	0.494248	3.43955	0.294757	0.295153	0.145607	0.264483	0.3344427	0.05683867
774	0	-3739.072	-3723.688	-15.38448	0.2660082	0.21067	0.2380784	0.1592155	0.0157052	0.509362	0.0100382	0.00262202	0.457919	0.00435309	0.01549902	0.000753549	0.0401489	0.410927	3.54817	0.304087	0.272636	0.153944	0.269334	0.1747145	0.08871057
775	1	-3742.902	-3725.594	-17.30831	0.2695014	0.2115482	0.268177	0.245481	0.023738	0.440657	0.00348611	0.0079588	0.518476	0.00568426	0.06661492	0.000774329	0.040692	0.41312	3.54541	0.303219	0.292565	0.14429	0.259925	0.3120959	0.2134437
776	0	-3738.474	-3724.216	-14.25779	0.2505427	0.1739539	0.2620403	-0.01925924	0.0176896	0.508283	0.010017	0.00286799	0.456949	0.00419307	0.02470397	0.000188841	0.0202282	0.312374	3.66721	0.316511	0.290632	0.140344	0.252513	0.005444734	4.537223
777	1	-3739.371	-3725.065	-14.30605	0.2626547	0.1899254	0.2651053	0.009386501	0.0118535	0.521568	0.00412621	0.0112654	0.442145	0.00904116	0.01103008	0.000368274	0.0281731	0.356857	3.6146	0.309844	0.29462	0.150573	0.244963	0.02041658	0.540251
778	0	-3737.025	-3722.247	-14.77766	0.2509094	0.1999725	0.2967908	0.0217345	0.0175981	0.505655	0.0071377	0.0117103	0.454586	0.00331265	0.01500061	0.000530695	0.0337596	0.383586	3.58212	0.299456	0.294199	0.140319	0.266027	0.03673511	0.4083452
779	1	-3738.798	-3721.92	-16.87782	0.2161685	0.2077772	0.3013305	-0.01691872	0.011783	0.518468	0.00471157	0.00947665	0.439517	0.0160444	0.1599675	0.000687838	0.0383792	0.403649	3.55728	0.295998	0.298574	0.130261	0.275167	0.1430488	1.118272
780	0	-3738.36	-3722.452	-15.90815	0.2430161	0.236471	0.3107651	-0.1402433	0.0137789	0.482398	0.00757518	0.0108026	0.484409	0.00103636	0.1579641	0.00154006	0.0571088	0.472074	3.46928	0.297457	0.29711	0.138324	0.267109	0.01772074	8.914079
781	1	-3739.802	-3722.143	-17.65863	0.2097932	0.2249688	0.3265397	0.1673433	0.0119217	0.524571	0.00293236	0.0042745	0.440067	0.0162333	0.1019728	0.00114279	0.049307	0.445647	3.5039	0.29611	0.300997	0.127981	0.274911	0.269316	0.378636
782	0	-3739.68	-3721.827	-17.85272	0.170535	0.1479363	0.4467719	0.234352	0.00925749	0.475633	0.00836918	0.00705027	0.497278	0.00241224	0.01374163	4.66726e-05	0.0100953	0.235593	3.75427	0.298312	0.312272	0.133748	0.255667	0.2480937	0.05538887
783	1	-3741.187	-3724.249	-16.93773	0.240498	0.1865873	0.3311283	-0.2470593	0.0197	0.522019	0.00347957	0.00498702	0.448134	0.00167993	0.2594106	0.00032334	0.0264137	0.347756	3.62551	0.276235	0.329197	0.118008	0.27656	0.01235132	21.00266
784	0	-3735.771	-3718.553	-17.2187	0.1721392	0.1702447	0.4318698	-0.005568449	0.00911516	0.562822	0.0121087	0.00590626	0.409298	0.000749365	0.0996647	0.000158826	0.018562	0.30172	3.67956	0.287655	0.324304	0.120351	0.267689	0.09409625	1.059178
785	1	-3750.978	-3733.644	-17.3337	0.1609511	0.1647621	0.4389753	0.08916206	0.00678263	0.623211	0.0056409	0.00422863	0.35806	0.00207718	0.0553303	0.000121224	0.0162303	0.285771	3.69788	0.350384	0.278401	0.121332	0.249883	0.1444924	0.3829289
786	0	-3736.83	-3720.251	-16.57883	0.1831001	0.1736267	0.4095901	-0.06493517	0.00837288	0.51699	0.00856634	0.00185378	0.463595	0.000622695	0.1031119	0.000186035	0.0200784	0.311439	3.6683	0.302755	0.316943	0.122773	0.257529	0.03817668	2.700912
787	1	-3739.046	-3722.062	-16.98371	0.1911089	0.1851809	0.3910446	-0.03193216	0.00366765	0.59969	0.00819951	0.0138677	0.368362	0.00621266	0.1211172	0.000305661	0.0256876	0.34389	3.63012	0.290785	0.305611	0.124434	0.27917	0.089185	1.358044
788	0	-3735.356	-3717.862	-17.49402	0.2093015	0.1846024	0.2952156	0.2012726	0.0104379	0.494531	0.0107772	0.00575216	0.47522	0.00328178	0.09517583	0.000298597	0.0253915	0.342294	3.63202	0.303772	0.298505	0.13285	0.264873	0.2964485	0.3210535
789	1	-3738.869	-3723.116	-15.75331	0.2013266	0.1878262	0.3211821	-0.001474363	0.00557428	0.594562	0.0115187	0.0169741	0.365212	0.00615953	0.07425846	0.000339523	0.0270608	0.351146	3.62145	0.279961	0.308892	0.123758	0.28739	0.0727841	1.020257
790	0	-3735.934	-3718.02	-17.91436	0.2083911	0.2094626	0.3533752	-0.03931804	0.00757075	0.562057	0.0108327	0.00549538	0.4102	0.00384431	0.2041578	0.000725614	0.0394066	0.4079	3.55197	0.306298	0.306223	0.123337	0.264141	0.1648397	1.238523
791	1	-3747.824	-3728.29	-19.53383	0.1958193	0.1423823	0.3597073	-0.5281705	0.00405197	0.59516	0.010233	0.00864257	0.376579	0.00533343	0.5485783	3.24098e-05	0.00841872	0.218745	3.7728	0.282774	0.31307	0.115094	0.289062	0.02040781	26.88081
792	0	-3741.2	-3724.957	-16.24273	0.2448506	0.1658199	0.2955671	0.02065188	0.0216581	0.502909	0.00969272	0.00317318	0.457747	0.00481982	0.1037158	0.000127888	0.0166678	0.288866	3.69434	0.291847	0.313103	0.124452	0.270597	0.1243677	0.8339449
793	1	-3742.016	-3725.08	-16.93666	0.2198289	0.1892826	0.3151064	0.1442328	0.0158595	0.593025	0.0119507	0.00169755	0.375228	0.00223933	0.07302099	0.000359288	0.0278304	0.355113	3.6167	0.268645	0.308054	0.128953	0.294348	0.2172537	0.3361092
794	0	-3738.528	-3724.87	-13.65791	0.3085353	0.2488301	0.2219381	-0.002223264	0.0198746	0.582755	0.00889456	0.00376837	0.381947	0.00275986	0.003884631	0.00205768	0.0658464	0.499012	3.43308	0.286361	0.307556	0.128839	0.277244	0.001661367	2.338214
795	1	-3736.363	-3721.074	-15.2896	0.2262035	0.2141715	0.3250127	0.07738541	0.014802	0.526211	0.00392542	0.00433925	0.447238	0.00348405	0.002107301	0.000838762	0.0423301	0.419623	3.53721	0.302431	0.312275	0.122554	0.262739	0.07949271	0.02650936
796	0	-3737.187	-3723.718	-13.46825	0.3227926	0.225222	0.1982728	-0.005839215	0.0213455	0.558318	0.00948941	0.001839	0.407491	0.00151708	0.008341167	0.0011507	0.0494749	0.446243	3.50313	0.27942	0.303478	0.132791	0.284312	0.002501952	3.333864
797	1	-3734.468	-3719.905	-14.56268	0.2239244	0.1909069	0.2964732	0.02406915	0.010253	0.544634	0.0077212	0.00667102	0.429118	0.00160255	0.001122126	0.000382305	0.0286999	0.359512	3.61141	0.292311	0.293395	0.134378	0.279916	0.02519127	0.04454423
798	0	-3740.951	-3725.262	-15.68838	0.3166217	0.2089474	0.250972	-0.08696205	0.0166665	0.561046	0.00883906	0.00185861	0.409482	0.00210846	0.1439089	0.000713917	0.0390915	0.406603	3.55359	0.279915	0.309872	0.149188	0.261025	0.05694683	2.527074
799	1	-3741.035	-3723.049	-17.98626	0.2152812	0.1890932	0.290003	0.1760112	0.0177701	0.483675	0.00667581	0.00957872	0.481346	0.0009536	0.1345039	0.000356672	0.0277298	0.354598	3.61732	0.287518	0.280889	0.149657	0.281937	0.3105151	0.4331639
800	0	-3739.729	-3724.566	-15.16303	0.2335588	0.2199443	0.3215857	-0.05692126	0.010944	0.546863	0.0047821	0.00125475	0.426243	0.00991308	0.06255728	0.000993349	0.0460151	0.433685	3.51931	0.294503	0.299187	0.141457	0.264853	0.00563602	11.09955
801	1	-3739.443	-3723.573	-15.87049	0.1936759	0.1747306	0.3626744	0.03627521	0.0206896	0.483342	0.00478149	0.00957211	0.481014	0.000601129	0.03600124	0.000195628	0.0205859	0.31459	3.66463	0.291269	0.302518	0.138751	0.267462	0.07227645	0.4981047
802	0	-3744.667	-3727.417	-17.24963	0.2460347	0.1896105	0.2470088	-0.2991426	0.00698756	0.565355	0.0155009	0.00777174	0.397028	0.00735683	0.345609	0.000363852	0.028005	0.356003	3.61563	0.284924	0.302026	0.142341	0.270709	0.04646642	7.437823
803	1	-3737.661	-3721.331	-16.33044	0.1859342	0.1869043	0.3557692	-0.09801769	0.0235283	0.515847	0.00642649	0.00650726	0.447157	0.000533838	0.1377395	0.000327426	0.0265786	0.348625	3.62447	0.300663	0.290512	0.134271	0.274555	0.03972178	3.467606
804	0	-3745.588	-3730.165	-15.42354	0.2428854	0.1938873	0.3135869	-0.09772233	0.00854435	0.486683	0.0108402	0.00353427	0.485563	0.0048346	0.1034705	0.000427278	0.0303251	0.367517	3.60173	0.267594	0.350446	0.142493	0.239467	0.005748123	18.00074
805	1	-3739.842	-3724.985	-14.85633	0.2195946	0.206395	0.2941199	-0.01875048	0.0219027	0.541974	0.0129945	0.00605767	0.416263	0.000808615	0.04208347	0.0006579	0.0375443	0.400141	3.56166	0.279456	0.302281	0.140339	0.277924	0.02333299	1.803604
806	0	-3737.397	-3722.02	-15.37644	0.2017477	0.2097359	0.2937318	-0.07503795	0.0153034	0.46286	0.00985039	0.00401058	0.501195	0.00677985	0.1029024	0.000731873	0.0395741	0.408586	3.55111	0.296529	0.29519	0.136363	0.271917	0.02786442	3.692967
807	1	-3736.421	-3721.59	-14.8308	0.2541803	0.1852891	0.2806351	0.01771339	0.0207574	0.513634	0.0105936	0.00620967	0.448007	0.000798378	0.029824	0.000306995	0.0257431	0.344188	3.62976	0.29796	0.275048	0.136589	0.290402	0.04753739	0.6273798
808	0	-3740.931	-3724.006	-16.92578	0.2057191	0.1611614	0.4010268	0.08251098	0.0120456	0.489763	0.0127057	0.00449495	0.475573	0.00541732	0.05398419	0.000100502	0.0147862	0.275176	3.70994	0.292779	0.29607	0.133979	0.277172	0.1364952	0.3955026
809	1	-3731.654	-3716.03	-15.62375	0.2344114	0.1875259	0.3218398	0.1039302	0.0111808	0.51997	0.00728208	0.00542382	0.453534	0.00260961	0.01098145	0.000335546	0.0269033	0.350326	3.62244	0.299686	0.313698	0.131583	0.255033	0.1149116	0.09556433
810	0	-3734.23	-3718.396	-15.83364	0.2102334	0.191913	0.339619	0.02330724	0.0124984	0.474437	0.00980238	0.00419064	0.49345	0.00562095	0.05316175	0.000397084	0.0292442	0.362224	3.60813	0.313659	0.310081	0.124219	0.252041	0.07646899	0.6952067
811	1	-3735.918	-3720.016	-15.9017	0.2379297	0.1815682	0.2717655	-0.1847924	0.0113857	0.522097	0.00750668	0.00510677	0.452951	0.000953156	0.2015848	0.000263493	0.0238645	0.333874	3.642	0.285534	0.311755	0.124281	0.27843	0.01679239	12.00453
812	0	-3733.33	-3717.331	-15.99991	0.2311103	0.1927595	0.3178863	0.002934037	0.0126176	0.478963	0.00989588	0.00549266	0.488438	0.00459334	0.08632962	0.000409835	0.0297056	0.364498	3.60539	0.311377	0.296927	0.129878	0.261818	0.08926366	0.9671307
813	1	-3745.006	-3725.882	-19.12399	0.230414	0.2237895	0.3099486	0.3576289	0.0170585	0.435542	0.00670775	0.00376449	0.536684	0.000243492	0.09431548	0.00110644	0.0485276	0.442863	3.5075	0.319078	0.271938	0.15234	0.256644	0.4519444	0.2086882
814	0	-3735.156	-3718.84	-16.316	0.2323894	0.1828576	0.3011973	0.1826753	0.011087	0.544179	0.00830433	0.00474933	0.422337	0.00934376	0.02540789	0.000278017	0.0245081	0.337463	3.63775	0.292205	0.313189	0.125338	0.269267	0.2080832	0.1221045
815	1	-3741.16	-3721.922	-19.2377	0.2374656	0.1955415	0.310345	0.3791853	0.0094117	0.465766	0.00919411	0.00301528	0.512521	9.19483e-05	0.09591264	0.000453817	0.0312436	0.371922	3.59638	0.302851	0.287152	0.160989	0.249008	0.475098	0.2018797
816	0	-3740.674	-3721.391	-19.28289	0.2639319	0.203043	0.3048146	-0.5613882	0.0117069	0.581097	0.00401858	0.00364394	0.38266	0.0168734	0.5709858	0.000589109	0.0355492	0.391553	3.57231	0.304321	0.295846	0.126062	0.273771	0.009597622	59.49243
817	1	-3739.748	-3724.327	-15.42128	0.2789853	0.2322765	0.2367236	-0.02865046	0.0191859	0.516245	0.0095066	0.0150395	0.439658	0.000365642	0.112076	0.00138604	0.0542234	0.46259	3.4818	0.291753	0.305476	0.14364	0.259131	0.08342558	1.343425
818	0	-3738.982	-3724.384	-14.59784	0.2546754	0.1846055	0.2784364	0.009468749	0.00916527	0.612546	0.0041084	0.00962543	0.351905	0.0126498	0.02120966	0.000298635	0.0253931	0.342303	3.63201	0.290482	0.294247	0.142605	0.272666	0.03067841	0.6913546
819	1	-3738.164	-3720.85	-17.31311	0.2420671	0.1959985	0.2923157	-0.07495032	0.0192219	0.517212	0.00660111	0.015773	0.440482	0.000710545	0.2174929	0.000461353	0.0314994	0.373134	3.59491	0.287222	0.302804	0.140196	0.269778	0.1425425	1.52581
820	0	-3741.291	-3725.716	-15.57554	0.2732167	0.2095182	0.2414054	-0.08577413	0.0113843	0.519069	0.00768381	0.00695244	0.443957	0.0109536	0.1463669	0.000726885	0.0394407	0.40804	3.55179	0.316786	0.307485	0.117629	0.258099	0.06059278	2.415583
821	1	-3735.661	-3720.421	-15.23954	0.2612989	0.183191	0.2592305	0.07001454	0.0193894	0.520946	0.00680683	0.00821669	0.444321	0.000320233	0.04027742	0.000281866	0.0246758	0.338388	3.63665	0.293168	0.300852	0.124822	0.281158	0.110292	0.3651891
822	0	-3741.08	-3725.218	-15.86152	0.2924915	0.2216196	0.2662574	0.195549	0.00561636	0.592188	0.0118561	0.00562507	0.380067	0.00464732	0.01067149	0.00104161	0.0471043	0.437702	3.51415	0.312242	0.298604	0.117962	0.271192	0.2062204	0.05174796
823	1	-3744.616	-3725.406	-19.20994	0.2638692	0.2093145	0.2855881	0.04841266	0.0193531	0.55821	0.00764653	0.00349225	0.410998	0.000300328	0.2598652	0.000722238	0.0393159	0.407527	3.55243	0.29539	0.307935	0.134164	0.262511	0.3082778	0.8429577
824	0	-3743.316	-3727.823	-15.49372	0.2909089	0.2360489	0.2535909	0.06433009	0.0186461	0.512078	0.0140214	0.00285455	0.449479	0.00292102	0.0578393	0.00152407	0.0568164	0.471127	3.47053	0.297266	0.309004	0.132372	0.261358	0.1221694	0.4734353
825	1	-3740.036	-3725.845	-14.19183	0.2549404	0.2448596	0.2470074	0.03802839	0.0193571	0.558325	0.00681358	0.00396744	0.411082	0.000454723	0.001478064	0.00188078	0.0630036	0.490519	3.4446	0.301504	0.297209	0.141586	0.259701	0.03950646	0.03741322
826	0	-3738.211	-3723.074	-15.13711	0.2864199	0.1975378	0.2483161	0.02447999	0.0149134	0.507661	0.0116299	0.00284445	0.445602	0.0173496	0.06099293	0.000487393	0.0323672	0.377201	3.58994	0.299322	0.303848	0.141043	0.255786	0.08547292	0.7135936
827	1	-3746.271	-3730.899	-15.37248	0.2425925	0.2014159	0.2729139	-0.0440222	0.0130671	0.610937	0.00584603	0.00389774	0.364638	0.0016134	0.0966865	0.000557618	0.0345963	0.387343	3.5775	0.287431	0.295271	0.106823	0.310474	0.0526643	1.835902
828	0	-3740.807	-3726.033	-14.77383	0.3120648	0.2273643	0.2448549	-0.03508011	0.0232487	0.505782	0.00515628	0.00457533	0.443953	0.0172854	0.07112677	0.00121909	0.0509024	0.45126	3.49662	0.283444	0.314369	0.130354	0.271834	0.03604666	1.973186
829	1	-3744.059	-3728.353	-15.706	0.3000896	0.2104942	0.2952737	0.07311026	0.012829	0.478082	0.00649573	0.00818863	0.490277	0.00412808	0.04240089	0.000749437	0.0400405	0.410488	3.54872	0.309491	0.295663	0.119412	0.275434	0.1155112	0.3670718
830	0	-3744.13	-3726.933	-17.19791	0.3220835	0.2166377	0.2164494	0.3166038	0.0139065	0.552944	0.00881026	0.0040463	0.404384	0.0159083	0.04953751	0.000902615	0.0438912	0.425672	3.52953	0.295151	0.309675	0.130385	0.264789	0.3661413	0.1352961
831	1	-3742.755	-3727.619	-15.13588	0.2987382	0.2082328	0.2465549	-0.101651	0.0123952	0.449212	0.00874962	0.0047625	0.513837	0.0110436	0.1257286	0.000697912	0.0386559	0.404801	3.55585	0.302119	0.294328	0.150618	0.252935	0.02407756	5.221814
832	0	-3742.362	-3727.532	-14.83037	0.3035685	0.1838791	0.2410456	0.07917517	0.013904	0.478875	0.0104356	0.00482437	0.482145	0.00981615	0.02012569	0.000289934	0.0250236	0.340295	3.63439	0.280811	0.308668	0.145099	0.265421	0.09930087	0.2026739
833	1	-3737.284	-3723.011	-14.27337	0.3138106	0.2027698	0.217678	0.04565215	0.0129647	0.489701	0.00921358	0.00621906	0.474946	0.00695632	0.01840097	0.000583736	0.0353885	0.390848	3.57318	0.31275	0.298964	0.12361	0.264676	0.06405313	0.2872767
834	0	-3735.255	-3720.023	-15.23202	0.2569035	0.1794465	0.2924876	0.05826882	0.0149365	0.516127	0.0060468	0.0042653	0.44808	0.010545	0.0273792	0.00024082	0.0228227	0.327935	3.649	0.293377	0.29023	0.144467	0.271926	0.08564802	0.3196712
835	1	-3737.769	-3722.667	-15.10236	0.3001433	0.1759882	0.2392195	-0.02866311	0.0142773	0.487662	0.0140758	0.00408839	0.472969	0.00692737	0.09032659	0.000207003	0.0211717	0.318168	3.66045	0.289578	0.322814	0.131843	0.255765	0.06166348	1.464831
836	0	-3750.292	-3732.304	-17.98776	0.3299104	0.2553786	0.2348597	-0.03090124	0.017179	0.444271	0.00787387	0.00938853	0.512111	0.0091765	0.2485071	0.00237196	0.0706008	0.512692	3.41434	0.288559	0.287149	0.138896	0.285396	0.2176058	1.142006
837	1	-3739.978	-3724.504	-15.47413	0.3008643	0.2654786	0.2461926	0.04561933	0.0143346	0.489619	0.00817518	0.00280282	0.474866	0.0102028	0.07154338	0.00291296	0.0780742	0.533011	3.386	0.289495	0.306895	0.12372	0.279889	0.1171627	0.6106327
838	0	-3736.836	-3722.865	-13.97031	0.3015886	0.2017324	0.2391213	-0.01015217	0.0125294	0.537743	0.00910059	0.0088744	0.426718	0.00503534	0.01590961	0.000563648	0.0347809	0.388164	3.57649	0.293838	0.302412	0.140381	0.263369	0.005757442	2.763313
839	1	-3738.879	-3723.314	-15.56469	0.288018	0.201695	0.2221834	0.01548354	0.02396	0.491335	0.00765787	0.00564398	0.461846	0.00955722	0.1058073	0.000562932	0.034759	0.388067	3.57661	0.305289	0.288028	0.138684	0.267998	0.1212908	0.8723437
840	0	-3736.394	-3721.936	-14.45846	0.3103157	0.2119531	0.2203524	-0.09153939	0.0142826	0.532887	0.0180026	0.00879428	0.422865	0.00316835	0.09494196	0.000784043	0.0409433	0.414128	3.54414	0.293544	0.302051	0.135422	0.268983	0.003402575	27.90297
841	1	-3741.383	-3727.078	-14.30528	0.3121339	0.202636	0.2320795	0.05053707	0.0260532	0.485747	0.0123056	0.0105877	0.456592	0.00871461	0.009287621	0.000581117	0.0353099	0.390503	3.57361	0.289869	0.295785	0.137471	0.276875	0.05982469	0.1552473
842	0	-3739.835	-3723.5	-16.3349	0.3010233	0.2519739	0.2606441	0.1492751	0.0144738	0.499976	0.0123929	0.00466496	0.462853	0.00563981	0.05926074	0.00220503	0.0681192	0.50563	3.42405	0.291679	0.303872	0.126913	0.277537	0.2085358	0.2841754
843	1	-3743.373	-3725.379	-17.99382	0.3126888	0.1927671	0.2555727	-0.1945454	0.0117138	0.54284	0.0112903	0.00724138	0.418919	0.00799557	0.3276973	0.000409952	0.0297098	0.364518	3.60536	0.288179	0.291503	0.135737	0.28458	0.133152	2.461078
