Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3714	0	-3742.006	-3726.357	-15.64927	0.2508538	0.198108	0.270553	-0.1143423	0.0158927	0.55391	0.00463902	0.00203358	0.40004	0.0234853	0.1492263	0.0004973	0.0326912	0.378702	3.58811	0.276163	0.3196	0.125045	0.279192	0.03488397	4.27779
3715	1	-3739.119	-3723.822	-15.29722	0.2695231	0.2171508	0.2592098	0.02312037	0.0123865	0.521171	0.0110245	0.00172983	0.44613	0.00755847	0.0645176	0.000916308	0.0442185	0.426923	3.52794	0.307965	0.290665	0.133154	0.268216	0.08763797	0.7361832
3716	0	-3746.056	-3731.035	-15.02097	0.252726	0.2127783	0.2938123	0.01304052	0.0172204	0.570719	0.00389481	0.00521238	0.392983	0.00996993	0.03573736	0.000804099	0.0414572	0.416178	3.54156	0.285257	0.320783	0.108803	0.285157	0.04877788	0.7326551
3717	1	-3735.023	-3719.748	-15.27479	0.2509341	0.1843665	0.2938067	0.09378051	0.0115967	0.522639	0.0090627	0.00173471	0.447387	0.00757976	0.01059693	0.000295751	0.0252713	0.341643	3.63279	0.288233	0.321801	0.127826	0.26214	0.1043774	0.1015251
3718	0	-3735.681	-3720.081	-15.59942	0.2698241	0.2319205	0.257351	-0.1552322	0.0169119	0.569805	0.00815822	0.00458253	0.392354	0.00818923	0.1753929	0.00137346	0.0539806	0.461777	3.48287	0.289543	0.311744	0.130465	0.268247	0.02016073	8.699729
3719	1	-3739.4	-3723.247	-16.15376	0.2484026	0.1635356	0.2915062	0.03593885	0.0105359	0.575012	0.01101	0.00139883	0.391565	0.0104783	0.09258164	0.000113831	0.0157306	0.282172	3.70198	0.296413	0.303285	0.122863	0.277439	0.1285205	0.7203648
3720	0	-3737.982	-3723.676	-14.30662	0.2563112	0.1673129	0.2637153	-0.001798588	0.0141458	0.573775	0.00483169	0.00106213	0.395087	0.0110984	0.01723001	0.000137764	0.0172955	0.29322	3.68935	0.284625	0.327771	0.1237	0.263905	0.01543142	1.116554
3721	1	-3737.181	-3721.378	-15.80331	0.2641836	0.1774337	0.2707654	-0.08475889	0.006334	0.574705	0.0108107	0.00972517	0.391356	0.00706887	0.1448883	0.000220677	0.0218546	0.322263	3.65566	0.296154	0.303163	0.128502	0.272181	0.06012944	2.409607
3722	0	-3735.823	-3719.764	-16.05932	0.1996367	0.195697	0.3855903	0.02509183	0.00920012	0.535303	0.00532995	0.00502506	0.435164	0.00997813	0.0383595	0.000456371	0.0313305	0.372334	3.59588	0.315408	0.280642	0.138978	0.264973	0.06345132	0.60455
3723	1	-3740.609	-3725.621	-14.98762	0.2703474	0.1860387	0.2575458	-0.02538483	0.0114568	0.524998	0.00697506	0.00888402	0.433682	0.0140044	0.07364365	0.000316357	0.0261294	0.346251	3.6273	0.284537	0.311945	0.113372	0.290147	0.04825882	1.526014
3724	0	-3740.323	-3719.372	-20.95048	0.197302	0.1568676	0.3506127	-0.4048203	0.00811446	0.588318	0.00843609	0.00178446	0.383813	0.00953422	0.576842	7.94683e-05	0.0131565	0.262429	3.72433	0.289418	0.301538	0.127892	0.281152	0.1720217	3.35331
3725	1	-3738.355	-3722.708	-15.64779	0.2786664	0.1926102	0.2937058	-0.07227055	0.0107135	0.559139	0.0052385	0.0152234	0.405542	0.00414395	0.1145284	0.000407564	0.029624	0.364097	3.60587	0.28375	0.302547	0.131257	0.282447	0.04225782	2.710229
3726	0	-3738.8	-3721.902	-16.898	0.1893206	0.1787206	0.3828232	-0.03138988	0.0101093	0.483224	0.01051	0.00242213	0.478169	0.0155654	0.1217594	0.000233405	0.0224713	0.325894	3.6514	0.317978	0.285723	0.13654	0.259759	0.09036951	1.34735
3727	1	-3742.767	-3728.047	-14.71976	0.2662843	0.2221118	0.262546	0.000571152	0.0106703	0.556885	0.00485121	0.0138118	0.403908	0.00987363	0.04166123	0.00105608	0.0474259	0.438877	3.51264	0.266425	0.319157	0.138902	0.275516	0.04223238	0.986476
3728	0	-3741.882	-3722.374	-19.50832	0.187932	0.2007415	0.3698455	-0.3284138	0.0130557	0.492346	0.0147171	0.00195178	0.473706	0.00422266	0.4384101	0.000544921	0.0342044	0.385591	3.57966	0.274294	0.31837	0.147739	0.259598	0.1099963	3.985679
3729	1	-3741.349	-3725.848	-15.50153	0.2704902	0.1947577	0.2872805	0.1335303	0.00882627	0.494385	0.00400385	0.0193233	0.46593	0.00753176	0.008403652	0.000441099	0.030807	0.369838	3.59891	0.294493	0.291899	0.138208	0.2754	0.1419339	0.05920821
3730	0	-3735.541	-3718.134	-17.40644	0.1874795	0.2070304	0.4012082	-0.1411749	0.0114413	0.494932	0.0101408	0.00499977	0.476194	0.00229278	0.1980553	0.000671547	0.0379272	0.401756	3.55965	0.303831	0.288483	0.135853	0.271833	0.05688042	3.48196
3731	1	-3738.259	-3722.953	-15.30592	0.2777154	0.2092341	0.2260458	-0.1479242	0.0116393	0.538388	0.00829499	0.00660074	0.411668	0.0234094	0.1722238	0.000720411	0.0392667	0.407325	3.55269	0.303185	0.300536	0.123286	0.272993	0.02429956	7.087527
3732	0	-3735.657	-3719.253	-16.40403	0.1799307	0.197819	0.3589717	-0.08460099	0.0129919	0.535034	0.0111406	0.00430334	0.431267	0.00526348	0.1341989	0.000492262	0.0325268	0.377942	3.58904	0.302597	0.30226	0.129821	0.265322	0.04959787	2.705738
3733	1	-3742.876	-3726.177	-16.69925	0.2616831	0.1973537	0.2838316	0.2948287	0.0204533	0.524306	0.00715495	0.00819529	0.427887	0.0120038	0.002001222	0.000484224	0.0322629	0.376716	3.59054	0.296626	0.283719	0.151171	0.268484	0.2968299	0.006741982
3734	0	-3735.614	-3719.832	-15.7825	0.1705699	0.1827902	0.4013091	0.001359465	0.0129816	0.53461	0.0103953	0.00468315	0.430926	0.0064042	0.02398339	0.000277244	0.0244743	0.337275	3.63797	0.294655	0.292932	0.136923	0.27549	0.02534285	0.9463571
3735	1	-3745.601	-3730.8	-14.80055	0.270136	0.1974509	0.2899466	0.03929818	0.0205321	0.526326	0.00332926	0.00822687	0.429535	0.0120501	0.01096276	0.000485896	0.032318	0.376972	3.59022	0.296349	0.299064	0.130298	0.274289	0.05026094	0.2181168
3736	0	-3744.119	-3726.787	-17.33232	0.1798846	0.1700737	0.3160221	0.03892389	0.00621649	0.532378	0.0103519	0.00764063	0.429126	0.0142868	0.1529648	0.000157534	0.0184869	0.301226	3.68013	0.302472	0.282665	0.143359	0.271503	0.1918887	0.7971538
3737	1	-3737.335	-3721.421	-15.91399	0.2821959	0.1932948	0.2275962	0.1951257	0.015327	0.527526	0.00541044	0.00844981	0.430514	0.0127724	0.03373986	0.000418049	0.029999	0.365932	3.60365	0.299708	0.302824	0.133666	0.263801	0.2288656	0.1474222
3738	0	-3737.834	-3721.85	-15.98365	0.1724801	0.1940287	0.3462781	-0.06579459	0.00649685	0.511884	0.0172366	0.00798521	0.448479	0.00791805	0.1061712	0.000429502	0.0304032	0.367894	3.60127	0.313979	0.30394	0.124508	0.257574	0.04037657	2.629524
3739	1	-3741.933	-3727.008	-14.92417	0.2467734	0.2056075	0.2576847	-0.07778721	0.0216454	0.512034	0.00327419	0.0074757	0.440519	0.0150512	0.09714184	0.000641257	0.0370718	0.398134	3.56415	0.306587	0.30724	0.139112	0.247061	0.01935463	5.01905
3740	0	-3740.116	-3721.651	-18.46457	0.187592	0.1776373	0.3485444	-0.2898434	0.00667039	0.532387	0.0170136	0.00833131	0.423687	0.0119109	0.3707679	0.000222656	0.0219516	0.322839	3.65499	0.293701	0.291222	0.140414	0.274663	0.08092458	4.581648
3741	1	-3740.473	-3724.461	-16.01284	0.2702655	0.1971991	0.2568702	-0.0471522	0.0178643	0.587767	0.00663127	0.00282989	0.372191	0.0127166	0.1466136	0.000481575	0.0321754	0.376308	3.59103	0.306224	0.273872	0.133798	0.286107	0.09946142	1.474075
3742	0	-3744.038	-3727.569	-16.46899	0.1824797	0.1765244	0.3260602	0.1854087	0.00675008	0.486519	0.0097223	0.00258035	0.477676	0.0167527	0.02584481	0.000211999	0.0214238	0.319689	3.65867	0.301891	0.282532	0.130068	0.285509	0.2112535	0.1223402
3743	1	-3734.854	-3719.269	-15.58494	0.2770479	0.2182328	0.27258	-0.06360698	0.0133023	0.516948	0.0064053	0.00328482	0.45059	0.00946921	0.1183749	0.000945644	0.0449114	0.429551	3.52459	0.288722	0.296464	0.141655	0.27316	0.05476789	2.161392
3744	0	-3737.745	-3721.068	-16.6776	0.1760052	0.1940102	0.3460835	0.09620366	0.00956334	0.491366	0.0102667	0.00210548	0.484408	0.00229064	0.06733577	0.00042921	0.030393	0.367845	3.60133	0.326437	0.295293	0.126033	0.252237	0.1635394	0.4117403
3745	1	-3736.645	-3721.705	-14.93986	0.298229	0.2222099	0.2252197	0.1482606	0.0163364	0.530222	0.0084056	0.00307033	0.435437	0.00652857	0.002660115	0.00105898	0.0474901	0.439111	3.51234	0.284812	0.297461	0.132756	0.284971	0.1509207	0.01762591
3746	0	-3740.872	-3723.929	-16.94362	0.2017904	0.1773115	0.2934986	0.1925896	0.00919714	0.47255	0.011583	0.0039501	0.499267	0.00345283	0.06840381	0.000219496	0.0217965	0.321918	3.65607	0.309242	0.281744	0.136793	0.27222	0.2609934	0.2620902
3747	1	-3743.812	-3728.862	-14.94975	0.284969	0.170241	0.2416417	-0.1036602	0.0189005	0.452394	0.00870824	0.0106971	0.502686	0.00661405	0.1181351	0.000158797	0.0185604	0.301709	3.67957	0.285673	0.292206	0.140955	0.281165	0.01447491	8.161376
3748	0	-3739.494	-3723.427	-16.06666	0.1949832	0.1629043	0.3833698	0.08140635	0.00764195	0.544042	0.00925348	0.00340372	0.432667	0.00299224	0.0136642	0.000110162	0.0154765	0.280315	3.7041	0.283563	0.329435	0.126107	0.260895	0.09507054	0.1437269
3749	1	-3749.39	-3732.327	-17.06315	0.3054169	0.1973295	0.2245747	-0.1623054	0.0137789	0.443065	0.0123297	0.0160861	0.492319	0.022422	0.2789394	0.000483809	0.0322492	0.376652	3.59061	0.303766	0.290768	0.153957	0.251509	0.116634	2.391579
3750	0	-3744.658	-3727.702	-16.95624	0.1975345	0.1834863	0.3602954	-0.1641351	0.00944005	0.420312	0.00798403	0.0118892	0.547553	0.00282187	0.2083259	0.000285309	0.0248248	0.339207	3.63568	0.318461	0.300427	0.12734	0.253772	0.04419076	4.714242
3751	1	-3748.741	-3730.915	-17.82566	0.2975237	0.1949677	0.2971851	-0.382776	0.0128372	0.44984	0.00735583	0.0149361	0.508767	0.00626326	0.3891433	0.000444482	0.0309237	0.370397	3.59823	0.28451	0.300679	0.153938	0.260874	0.006367302	61.11589
3752	0	-3737.986	-3722.509	-15.47758	0.218636	0.1937225	0.3052108	0.05648214	0.00812677	0.46076	0.0079518	0.0110561	0.509183	0.00292251	0.0340465	0.000424696	0.0302343	0.367076	3.60226	0.308756	0.304684	0.129798	0.256762	0.09052863	0.3760854
3753	1	-3746.411	-3729.561	-16.85069	0.2768685	0.2430025	0.2601754	0.1006237	0.00688781	0.447622	0.0110691	0.0173584	0.506259	0.010803	0.1180618	0.00180152	0.0616851	0.486495	3.45002	0.312349	0.291697	0.1495	0.246455	0.2186855	0.5398704
3754	0	-3736.647	-3721.892	-14.75447	0.2443111	0.2040234	0.2887383	-0.0192394	0.0105346	0.454117	0.0212465	0.0077295	0.501842	0.00453037	0.03892155	0.000608678	0.0361283	0.394077	3.56919	0.290222	0.296374	0.146482	0.266922	0.01968215	1.977505
3755	1	-3744.818	-3729.534	-15.28438	0.3244491	0.2408454	0.2618134	0.09509527	0.0127962	0.447704	0.0110711	0.0167108	0.506352	0.00536641	0.02482475	0.00171221	0.0601629	0.481778	3.45635	0.310986	0.320899	0.124727	0.243388	0.11992	0.2070109
3756	0	-3742.118	-3726.993	-15.12485	0.2966184	0.1966575	0.2642814	-0.03738936	0.00868419	0.540051	0.0227814	0.0139699	0.410424	0.00408876	0.08262491	0.000472377	0.0318697	0.374878	3.59278	0.282383	0.315146	0.125613	0.276858	0.04523556	1.826548
3757	1	-3746.789	-3730.676	-16.11318	0.3158199	0.2325902	0.1965603	-0.08747683	0.014343	0.545302	0.00561595	0.00739235	0.423329	0.00401795	0.1992781	0.00139719	0.0544377	0.463305	3.48086	0.298654	0.311868	0.130191	0.259287	0.1118013	1.782431
3758	0	-3739.772	-3724.952	-14.81952	0.2785912	0.1857268	0.2471357	0.09380774	0.00277612	0.482481	0.0212277	0.0124807	0.479202	0.0018321	0.01070054	0.000312436	0.0259683	0.345393	3.62833	0.3068	0.294082	0.137568	0.26155	0.1045083	0.1023894
3759	1	-3742.781	-3728.573	-14.20866	0.3159882	0.2155244	0.2147115	0.006504371	0.0176909	0.538536	0.00866049	0.0130695	0.413778	0.00826544	0.03580162	0.00087339	0.043184	0.422949	3.53299	0.292806	0.306039	0.121799	0.279355	0.04230599	0.8462541
3760	0	-3738.647	-3723.288	-15.35887	0.2662017	0.2004776	0.2600366	0.01506213	0.0179472	0.473126	0.00753501	0.00358096	0.481674	0.0161368	0.07447637	0.00054001	0.0340515	0.384903	3.58051	0.305547	0.307114	0.135106	0.252233	0.0895385	0.8317804
3761	1	-3745.145	-3731.027	-14.11861	0.348086	0.2399196	0.1919844	0.003283547	0.018231	0.494457	0.014597	0.0109459	0.454847	0.00692242	0.0437478	0.00167478	0.0595129	0.47974	3.45907	0.290835	0.304299	0.120247	0.28462	0.04703135	0.9301839
3762	0	-3736.812	-3722.485	-14.32651	0.2980094	0.2220571	0.2460484	-0.0467106	0.0150876	0.524985	0.00562106	0.0044025	0.447569	0.00233427	0.05080975	0.00105446	0.0473902	0.438746	3.51281	0.271497	0.304457	0.134643	0.289403	0.004099146	12.3952
3763	1	-3743.305	-3728.948	-14.35679	0.3471978	0.2569469	0.22496	0.07374425	0.0193562	0.524976	0.00688905	0.00265624	0.437177	0.00894564	0.003558022	0.00245145	0.0717507	0.515908	3.40989	0.285158	0.307937	0.132382	0.274523	0.07730228	0.04602739
3764	0	-3739.649	-3720.996	-18.65256	0.3067536	0.2171525	0.2237764	0.4654353	0.0162943	0.562163	0.00756631	0.00517974	0.401759	0.00703716	0.05254726	0.000916353	0.0442196	0.426927	3.52794	0.296546	0.282992	0.131502	0.28896	0.5179826	0.101446
3765	1	-3740.453	-3727.074	-13.37864	0.3664073	0.2265297	0.1875752	-0.0003865017	0.0164754	0.484185	0.00948946	0.0070043	0.478171	0.00467498	0.00649235	0.00119213	0.0503447	0.449311	3.49915	0.3027	0.295902	0.142559	0.258839	0.006105848	1.0633
3766	0	-3738.577	-3723.334	-15.2429	0.257912	0.2146341	0.234961	-0.1703307	0.018438	0.494159	0.00624351	0.0039354	0.469009	0.00821511	0.1757598	0.000850494	0.0426214	0.420762	3.53577	0.280169	0.315142	0.133509	0.271179	0.005429125	32.37351
3767	1	-3745.881	-3731.919	-13.96256	0.409071	0.2468643	0.1955735	0.05911901	0.0180308	0.47654	0.0123015	0.00995456	0.470622	0.0125509	0.003570287	0.00196882	0.0644349	0.494826	3.43877	0.28032	0.315735	0.135423	0.268522	0.0626893	0.0569521
3768	0	-3744.453	-3728.289	-16.16411	0.314428	0.2159425	0.2196722	0.1337058	0.0184284	0.4939	0.00669919	0.00645829	0.468764	0.00575088	0.07447513	0.000884289	0.0434491	0.423973	3.53169	0.293459	0.288464	0.160004	0.258073	0.2081809	0.3577423
3769	1	-3743.65	-3726.236	-17.41378	0.3238667	0.2253132	0.2271956	-0.016141	0.0101375	0.511876	0.0128454	0.00289439	0.448765	0.0134815	0.2202724	0.00115356	0.0495354	0.446458	3.50285	0.302126	0.302061	0.143217	0.252596	0.2041314	1.079072
3770	0	-3741.406	-3727.287	-14.11854	0.3228746	0.236268	0.2233014	-0.04565103	0.0179766	0.496405	0.00479195	0.00326149	0.471142	0.00642306	0.05172222	0.00153236	0.0569681	0.471619	3.46988	0.297516	0.2935	0.148463	0.260521	0.006071193	8.519286
3771	1	-3742.822	-3727.867	-14.95423	0.2963565	0.1979454	0.2458798	0.03159568	0.00458845	0.546277	0.0130267	0.00671278	0.419063	0.0103327	0.0489318	0.000494461	0.0325987	0.378275	3.58863	0.310952	0.289228	0.131574	0.268246	0.08052748	0.607641
3772	0	-3738.471	-3723.701	-14.76929	0.3196073	0.2184238	0.2255495	-0.1264933	0.0133481	0.499843	0.008443	0.0081075	0.463791	0.00646754	0.1281195	0.000950889	0.0450342	0.430014	3.524	0.29779	0.310553	0.125292	0.266365	0.001626203	78.78445
3773	1	-3738.517	-3723.919	-14.59783	0.298451	0.2109605	0.2271301	-0.09758501	0.00883297	0.575211	0.01224	0.00987807	0.380591	0.0132463	0.1027824	0.00076038	0.0403283	0.411654	3.54726	0.302285	0.298515	0.128475	0.270725	0.005197368	19.77585
3774	0	-3739.758	-3723.593	-16.1653	0.3446117	0.2246575	0.2101632	0.1466461	0.0176126	0.497966	0.0057824	0.00573307	0.469703	0.00320341	0.07605758	0.00113312	0.0491009	0.444914	3.50485	0.296087	0.301128	0.136078	0.266707	0.2227037	0.3415192
3775	1	-3747.708	-3732.797	-14.91185	0.3091357	0.1818258	0.2472417	0.004011975	0.00936243	0.60969	0.0255811	0.0059436	0.338774	0.0106486	0.05879504	0.000266349	0.0239925	0.334592	3.64115	0.285531	0.322427	0.116958	0.275084	0.06280701	0.9361222
3776	0	-3744.979	-3728.168	-16.81093	0.318043	0.2300598	0.2120821	0.1002564	0.0140192	0.498483	0.00405447	0.00597359	0.470191	0.00727938	0.1382233	0.00130894	0.0527168	0.457508	3.48847	0.313482	0.296994	0.127849	0.261675	0.2384797	0.5796018
3777	1	-3741.701	-3725.191	-16.5098	0.3073789	0.2158646	0.268677	0.1120033	0.0112754	0.613969	0.0139086	0.00529975	0.341151	0.0143961	0.08380282	0.000882252	0.0433997	0.423782	3.53194	0.288928	0.31782	0.123868	0.269384	0.1958062	0.4279887
3778	0	-3743.199	-3728.731	-14.46815	0.3154247	0.2506833	0.2272081	0.02702455	0.0113064	0.567653	0.00311163	0.00568749	0.407378	0.00486282	0.03253175	0.00214376	0.0671839	0.502924	3.42775	0.295961	0.308503	0.125821	0.269714	0.0595563	0.5462353
3779	1	-3734.277	-3719.683	-14.59381	0.3047293	0.2162893	0.2546171	0.04457614	0.014008	0.500155	0.0113303	0.00997099	0.460684	0.00385082	0.01591067	0.000893398	0.0436694	0.424821	3.53062	0.307416	0.296201	0.128258	0.268125	0.06048681	0.2630437
3780	0	-3744.177	-3729.114	-15.06335	0.3156669	0.2162008	0.2527288	-0.01700881	0.0128804	0.494834	0.00878464	0.0162649	0.46409	0.00314511	0.07590187	0.000891069	0.0436132	0.424605	3.53089	0.287571	0.307514	0.140585	0.26433	0.05889307	1.288808
3781	1	-3740.927	-3725.926	-15.00086	0.2793392	0.1947534	0.2460208	0.1270062	0.0140483	0.501593	0.0106765	0.00767519	0.462009	0.00399813	0.003836515	0.00044103	0.0308046	0.369826	3.59893	0.284652	0.294869	0.148487	0.271991	0.1308427	0.02932158
3782	0	-3735.445	-3720.077	-15.36793	0.3226988	0.2188186	0.2307385	-0.1177897	0.0130004	0.540635	0.00886647	0.00881208	0.422926	0.00576028	0.1550744	0.000961792	0.0452882	0.430969	3.52278	0.290747	0.306028	0.133509	0.269717	0.03728478	4.159189
3783	1	-3740.145	-3725.08	-15.06432	0.307782	0.1971001	0.2309129	-0.1594292	0.0112266	0.500438	0.0165695	0.0106396	0.460945	0.000181569	0.159705	0.000479885	0.0321195	0.376047	3.59135	0.303972	0.313837	0.124395	0.257796	0.000275728	579.2119
3784	0	-3737.54	-3721.929	-15.61136	0.313194	0.2027767	0.2336708	0.03576221	0.0135406	0.554932	0.00935742	0.0124583	0.40746	0.00225118	0.09005635	0.000583871	0.0353926	0.390866	3.57316	0.308972	0.296962	0.124524	0.269542	0.1258186	0.7157636
3785	1	-3739.625	-3724.667	-14.95801	0.3090299	0.232147	0.2147859	-0.1453651	0.00886658	0.562622	0.0155341	0.00836533	0.404329	0.000282677	0.1547386	0.00138146	0.054135	0.462294	3.48219	0.311056	0.299863	0.123368	0.265713	0.009373527	16.50805
3786	0	-3739.323	-3724.385	-14.93793	0.2943034	0.1963432	0.2707427	0.03032777	0.0138134	0.557111	0.00706888	0.00495433	0.41567	0.0013824	0.03505385	0.000467095	0.0316928	0.374047	3.59379	0.278826	0.31658	0.128875	0.275719	0.06538162	0.5361423
3787	1	-3744.585	-3725.596	-18.98879	0.3218072	0.2044549	0.2232009	0.3272372	0.0135369	0.568304	0.0149294	0.0129496	0.388591	0.00168926	0.1384859	0.000617436	0.0363844	0.395185	3.56781	0.311054	0.281687	0.133908	0.273351	0.4657231	0.2973568
3788	0	-3740.757	-3724.661	-16.09657	0.2270392	0.177655	0.3010835	0.08851959	0.0153692	0.600417	0.00761837	0.00513228	0.369689	0.00177394	0.05990353	0.000222829	0.0219601	0.322889	3.65493	0.262737	0.319175	0.135091	0.282996	0.1484231	0.4035997
3789	1	-3742.487	-3727.29	-15.19659	0.3474339	0.1858661	0.2320152	-0.06363854	0.0118934	0.550529	0.0128016	0.00264575	0.418562	0.00356834	0.115926	0.000314183	0.0260402	0.345776	3.62787	0.29366	0.312724	0.128657	0.26496	0.05228743	2.21709
3790	0	-3742.176	-3726.556	-15.62016	0.2495106	0.2262004	0.2763958	-0.0473712	0.0152357	0.5952	0.0101041	0.00454172	0.373854	0.0010638	0.1108207	0.0011816	0.0501253	0.448541	3.50015	0.26728	0.308798	0.125706	0.298215	0.06344951	1.746597
3791	1	-3751.43	-3732.309	-19.12135	0.3275074	0.1800007	0.227595	-0.5505239	0.012104	0.531688	0.0188943	0.00380584	0.430427	0.00308033	0.5768791	0.000246598	0.0230928	0.32949	3.64717	0.268505	0.334572	0.13874	0.258184	0.02635515	21.88867
3792	0	-3738.725	-3724.221	-14.50389	0.3096397	0.2242267	0.2383396	-0.03488465	0.0136797	0.51906	0.00850102	0.0108902	0.443346	0.00452334	0.06053434	0.00111982	0.0488161	0.443897	3.50617	0.286741	0.320371	0.112136	0.280752	0.02564969	2.360042
3793	1	-3741.033	-3724.442	-16.59148	0.3253437	0.2461181	0.210007	0.3190085	0.0138352	0.486015	0.0172712	0.00330336	0.471913	0.00766229	0.01486389	0.00193575	0.0639012	0.493227	3.44094	0.312233	0.290783	0.13494	0.262045	0.3338724	0.04451967
3794	0	-3738.466	-3722.708	-15.75811	0.2822676	0.2002407	0.2388202	-0.1828353	0.013868	0.517331	0.0127709	0.0108539	0.441869	0.00330707	0.2094668	0.000535625	0.0339144	0.384286	3.58126	0.299897	0.272115	0.148846	0.279143	0.0266315	7.86538
3795	1	-3741.794	-3725.045	-16.74856	0.2788934	0.1925368	0.304067	-0.2034186	0.0148834	0.531264	0.0135112	0.00381301	0.428286	0.00824285	0.2391391	0.000406453	0.029584	0.3639	3.60611	0.299741	0.312186	0.134027	0.254047	0.03572055	6.694721
3796	0	-3739.863	-3724.19	-15.67241	0.3057711	0.1876065	0.2510926	-0.03019945	0.0179311	0.522763	0.00927877	0.00261519	0.446509	0.000903093	0.1182006	0.00033661	0.0269456	0.350546	3.62217	0.300226	0.301512	0.132622	0.26564	0.0880012	1.343171
3797	1	-3736.369	-3721.23	-15.13986	0.2782281	0.2151704	0.2520718	-0.1035034	0.0162786	0.553686	0.00792436	0.00122763	0.413137	0.00774651	0.1228013	0.000864237	0.04296	0.42208	3.5341	0.283623	0.322272	0.12792	0.266185	0.01929786	6.363466
3798	0	-3747.021	-3732.722	-14.29931	0.3035815	0.2079072	0.2136943	-0.0387475	0.0169645	0.524578	0.00431949	0.00837744	0.439076	0.00668457	0.0637139	0.000690703	0.0384581	0.403978	3.55687	0.290622	0.289255	0.133599	0.286524	0.02496641	2.551985
3799	1	-3740.582	-3725.314	-15.26826	0.2577494	0.2179907	0.2970661	0.08255558	0.0136204	0.498361	0.00783201	0.00109782	0.470063	0.00902613	0.01299731	0.000939025	0.0447561	0.428964	3.52534	0.318728	0.305547	0.127181	0.248544	0.09555289	0.1360221
3800	0	-3741.075	-3724.757	-16.31747	0.2995912	0.2372444	0.2195894	0.2763838	0.0113424	0.546875	0.00699818	0.00740493	0.418725	0.00865475	0.01836477	0.00156963	0.0576455	0.473803	3.46698	0.279212	0.317843	0.131184	0.271762	0.2947486	0.06230657
3801	1	-3742.939	-3728.07	-14.86887	0.334999	0.2340655	0.2282022	0.005289829	0.0146611	0.537316	0.0070358	0.0026041	0.434313	0.00406985	0.0630827	0.00145042	0.0554487	0.466656	3.47644	0.312007	0.298504	0.128141	0.261348	0.06837252	0.9226322
3802	0	-3740.761	-3725.613	-15.1485	0.2927294	0.172392	0.235866	0.01544131	0.00962495	0.610824	0.0118276	0.00557975	0.355323	0.00681978	0.07289871	0.000175726	0.019518	0.307902	3.6724	0.319127	0.296627	0.120822	0.263424	0.08834002	0.825206
3803	1	-3740.673	-3726.784	-13.88868	0.299333	0.2214399	0.2360466	0.00366799	0.0198444	0.602605	0.0114298	0.00122589	0.362242	0.00265303	0.006380244	0.00103636	0.0469871	0.437272	3.5147	0.297302	0.289208	0.122812	0.290677	0.01004823	0.6349617
3804	0	-3739.972	-3725.304	-14.66816	0.2867759	0.1829256	0.2642998	-0.03144542	0.00824838	0.508645	0.010136	0.00382587	0.461113	0.00803169	0.05333349	0.0002788	0.0245423	0.337652	3.63753	0.28622	0.326732	0.118205	0.268843	0.02188808	2.436646
3805	1	-3743.259	-3728.57	-14.68905	0.3012675	0.191237	0.232654	0.07540742	0.0197676	0.600271	0.00628747	0.0062114	0.360839	0.00662393	0.01951084	0.000387109	0.028878	0.360403	3.61033	0.307245	0.300504	0.126726	0.265524	0.09491826	0.2055541
3806	0	-3733.132	-3718.627	-14.5057	0.2300865	0.207707	0.2856674	-0.01148577	0.00789937	0.51589	0.01301	0.00382406	0.453281	0.00609593	0.02173548	0.000686296	0.0383366	0.403471	3.55751	0.297827	0.311706	0.135022	0.255445	0.01024971	2.120595
3807	1	-3741.664	-3722.7	-18.96461	0.2805611	0.2130764	0.2659632	-0.1389462	0.0111992	0.574713	0.00315268	0.00983985	0.388002	0.0130933	0.3496726	0.00081143	0.0416434	0.416917	3.54063	0.304525	0.295409	0.122776	0.277291	0.2107264	1.659368
3808	0	-3733.447	-3718.343	-15.10343	0.2228199	0.200083	0.3193941	-0.0378011	0.0129704	0.529997	0.00975198	0.00627184	0.436889	0.00411992	0.05100214	0.000532722	0.0338234	0.383875	3.58177	0.278731	0.328966	0.131731	0.260572	0.01320104	3.863495
3809	1	-3745.581	-3729.89	-15.6917	0.2863551	0.2152362	0.2241228	-0.1021241	0.0140911	0.51654	0.00584852	0.0239987	0.427831	0.0116908	0.1690014	0.000865934	0.0430016	0.422242	3.53389	0.301358	0.307836	0.134998	0.255808	0.06687733	2.527036
3810	0	-3739.87	-3725.514	-14.3559	0.2202903	0.203129	0.2792825	0.01045657	0.015785	0.552442	0.0110146	0.00486767	0.413957	0.00193413	0.005638499	0.000590809	0.0355999	0.391775	3.57203	0.288601	0.331825	0.114409	0.265165	0.01609507	0.3503246
3811	1	-3741.19	-3724.556	-16.63397	0.2964228	0.2071067	0.2692419	-0.01889656	0.0114357	0.506987	0.00531741	0.0190636	0.451221	0.00597531	0.1557306	0.0006732	0.0379733	0.40195	3.5594	0.298871	0.320581	0.12221	0.258339	0.1368341	1.138098
