Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
360	-14502.68	-14522.44	19.75433	0.156899	0.120227	0.0929027	0.118348	0.121996	0.0801355	0.118286	0.0781282	0.07499	0.18004	0.0794556	0.070139	0.101036	0.0859664	0.104702	0.136108	0.127493	0.116777	0.133889	0.064561	0.0884592	0.0718509	0.184157	0.0254755	0.0409967	0.0235109	0.0125688	0.0449157	0.0360361	0.0202183	0.029585	0.0430395	0.020381	0.0986578	0.0159625	0.047393	0.00868306	0.0478418	0.0423593	0.0186273	0.0191053	0.0381549	0.0313434	0.226855	0.274185	0.0578443	0.027528	0.400112	0.0134761	0.241565	0.229528	0.163775	0.365132	3.1714
370	-14505.73	-14525.99	20.2571	0.144551	0.122078	0.107054	0.0876425	0.097774	0.0806944	0.103382	0.0701631	0.0902831	0.157037	0.0721344	0.0732072	0.0894358	0.0916846	0.111921	0.120922	0.122283	0.113018	0.129405	0.0837139	0.0720497	0.10241	0.15618	0.0215497	0.049794	0.0332718	0.0185033	0.0356174	0.0268438	0.0247143	0.023438	0.0421433	0.0252764	0.105385	0.031299	0.0540186	0.0100773	0.040373	0.0501657	0.0145725	0.0376138	0.0503928	0.0270501	0.22776	0.279237	0.0592283	0.0193498	0.401707	0.012718	0.241565	0.229528	0.163775	0.365132	3.121123
380	-14503.96	-14525.21	21.24641	0.133852	0.102855	0.108866	0.0910195	0.097774	0.0815121	0.115222	0.0965331	0.0852813	0.157037	0.0777872	0.087566	0.090999	0.103195	0.100695	0.114104	0.122283	0.103727	0.102156	0.0855201	0.0821005	0.0953815	0.170139	0.0316183	0.0376089	0.0215777	0.00734067	0.0262454	0.0386189	0.016705	0.0323463	0.038634	0.0375486	0.069009	0.0292727	0.0389063	0.00959168	0.0387236	0.0357203	0.0157294	0.0330451	0.0213805	0.0369657	0.22391	0.279021	0.0591824	0.0193349	0.401397	0.0171556	0.241565	0.229528	0.163775	0.365132	3.022192
390	-14504.59	-14525.59	20.99581	0.116194	0.0814838	0.105486	0.0991596	0.109783	0.0777046	0.132166	0.0702314	0.107188	0.153571	0.0871229	0.0726085	0.116656	0.0843238	0.103313	0.144368	0.123246	0.0970491	0.133016	0.0758844	0.0808031	0.102811	0.165934	0.0225016	0.0419447	0.0183494	0.0168464	0.0558493	0.0345383	0.0185717	0.024017	0.0348914	0.0277924	0.0753111	0.0192851	0.0426785	0.013411	0.0184321	0.0404524	0.0160531	0.0285558	0.0285515	0.0291163	0.222161	0.289286	0.0587202	0.0255214	0.398262	0.00604952	0.229003	0.23333	0.166487	0.37118	3.047252
400	-14496.82	-14517.38	20.56037	0.110188	0.10327	0.115396	0.103258	0.109783	0.0759307	0.120683	0.0743067	0.0871519	0.178228	0.0763916	0.079014	0.110512	0.093237	0.103465	0.120402	0.113586	0.119908	0.121836	0.0653025	0.0748093	0.0833842	0.165934	0.0239169	0.0445702	0.0219409	0.02606	0.0483825	0.0500187	0.0138698	0.0184071	0.0360825	0.0346228	0.0899799	0.0337806	0.0344587	0.0169641	0.0370299	0.05383	0.0167088	0.0147709	0.0402492	0.029176	0.221258	0.28811	0.0584815	0.0254176	0.396642	0.0100902	0.229003	0.23333	0.166487	0.37118	3.090796
410	-14506.43	-14526.73	20.29765	0.116535	0.103216	0.112623	0.0941441	0.0974569	0.075763	0.111754	0.0832403	0.0917526	0.178228	0.0625096	0.0879228	0.110917	0.0960756	0.120365	0.128635	0.109145	0.107493	0.140502	0.0948728	0.0872899	0.0817938	0.142456	0.0311442	0.0404124	0.0164659	0.0367754	0.0458248	0.0458507	0.0235321	0.0203776	0.0347027	0.0238039	0.0724372	0.0229576	0.0506115	0.0131436	0.0486919	0.0577517	0.0232025	0.0107731	0.0310711	0.0328464	0.220951	0.28771	0.0614489	0.0243571	0.396092	0.00944162	0.228682	0.233453	0.167205	0.37066	3.117068
420	-14498.05	-14520.2	22.15114	0.124203	0.0861651	0.108383	0.0968266	0.0967382	0.0712125	0.114526	0.0699016	0.0758914	0.146948	0.0667407	0.0700776	0.094548	0.0929587	0.113878	0.122259	0.117327	0.107493	0.120243	0.077065	0.0871321	0.0884266	0.161236	0.0263115	0.0349492	0.024717	0.03025	0.0478477	0.0428874	0.018064	0.0217471	0.0257462	0.0202174	0.0829259	0.0207328	0.0324283	0.017951	0.0550986	0.0377392	0.0142015	0.0126138	0.0299721	0.0251374	0.231846	0.252779	0.064479	0.0294309	0.41141	0.0100549	0.233621	0.231958	0.166134	0.368286	2.931719
430	-14503.8	-14524.81	21.00685	0.118777	0.0787424	0.103599	0.116476	0.114572	0.071828	0.111804	0.10258	0.0836195	0.16869	0.0737665	0.0935332	0.094548	0.10229	0.11249	0.121082	0.123222	0.114612	0.125214	0.0727101	0.0716308	0.104871	0.151039	0.0333039	0.0310251	0.0259874	0.0177943	0.0384679	0.0341371	0.0157541	0.0340965	0.0350902	0.0292081	0.0814744	0.0238328	0.0429334	0.0166763	0.0269629	0.0449818	0.0128606	0.0114156	0.0212198	0.0372305	0.2281	0.274957	0.0514786	0.0289555	0.404764	0.0117442	0.241148	0.231931	0.158679	0.368242	3.046148
440	-14518.15	-14538.58	20.4286	0.114367	0.117323	0.100378	0.102873	0.0995816	0.0680192	0.124419	0.0807653	0.0891454	0.183561	0.109759	0.0827034	0.0896088	0.09832	0.0817285	0.131909	0.131551	0.118282	0.115112	0.0917446	0.0875686	0.104952	0.175668	0.0264436	0.0350286	0.00847953	0.0228296	0.0401423	0.053617	0.021908	0.02277	0.0406133	0.0203717	0.0578927	0.0355876	0.0589728	0.0115307	0.0369225	0.0316789	0.00933402	0.016936	0.0224111	0.0311634	0.235344	0.25375	0.0531133	0.0280583	0.417618	0.0121171	0.24052	0.232876	0.15932	0.367283	3.103973
450	-14498.49	-14518.96	20.46626	0.129688	0.105062	0.0985548	0.0959161	0.117681	0.0725559	0.119841	0.0807653	0.0980484	0.163436	0.0896928	0.0771071	0.0902134	0.0888996	0.129424	0.11591	0.135167	0.111551	0.115112	0.1049	0.0816073	0.094437	0.159331	0.0248185	0.052218	0.0186325	0.0160672	0.0360728	0.0550889	0.0135625	0.0214458	0.0319812	0.0237681	0.0899608	0.0202854	0.0403696	0.0281355	0.0238336	0.0399008	0.0120655	0.0184234	0.0283863	0.0302891	0.225987	0.289878	0.0510016	0.0225516	0.401014	0.00956862	0.235265	0.227788	0.155839	0.381108	3.100207
460	-14501.39	-14523.06	21.6703	0.129656	0.109432	0.0970003	0.0943134	0.112769	0.0681407	0.134595	0.0845966	0.0850662	0.163803	0.0732775	0.0726275	0.108884	0.102138	0.111078	0.117652	0.10147	0.109341	0.112295	0.073242	0.0684435	0.0872923	0.160641	0.0290434	0.0380603	0.02274	0.0151717	0.0276301	0.0420921	0.0178946	0.020745	0.0330431	0.0226471	0.0679609	0.0305148	0.0470349	0.0262923	0.0338406	0.0464119	0.0136207	0.0110027	0.0400356	0.0162683	0.211666	0.294561	0.0590809	0.0364389	0.38906	0.00919317	0.234445	0.230478	0.155296	0.37978	2.979803
470	-14503.97	-14524.25	20.28048	0.128092	0.0880653	0.0970003	0.0943134	0.103527	0.0890486	0.112494	0.0591582	0.0859388	0.182577	0.0687651	0.0808168	0.104124	0.100516	0.114263	0.16134	0.153002	0.0911634	0.123536	0.073242	0.105845	0.0915804	0.167612	0.0272796	0.0381859	0.0245666	0.0274696	0.0446555	0.0412559	0.0182294	0.0191638	0.0381555	0.0386276	0.0923972	0.0244776	0.024933	0.0203465	0.0328657	0.0490647	0.0131648	0.0124342	0.0294791	0.0260125	0.215666	0.300128	0.0601973	0.0204698	0.396412	0.00712717	0.235513	0.226974	0.156004	0.381509	3.118785
480	-14502.75	-14523.77	21.02857	0.130066	0.0893681	0.113078	0.090584	0.115307	0.0792053	0.098518	0.0759248	0.0859388	0.158957	0.0793157	0.0776032	0.083846	0.110278	0.117232	0.158874	0.122615	0.0959474	0.125967	0.0617188	0.0610993	0.0910899	0.167612	0.0223275	0.0537448	0.0214298	0.0167401	0.0430794	0.0372146	0.0127959	0.0315355	0.0370659	0.0301908	0.0768941	0.0218767	0.0603507	0.0113505	0.0382511	0.0489218	0.00815639	0.0109026	0.0359618	0.0350431	0.219173	0.290487	0.0549183	0.0208027	0.402859	0.0117605	0.235513	0.226974	0.156004	0.381509	3.043976
490	-14504.94	-14525.94	21.00369	0.130045	0.090505	0.111451	0.0838355	0.0861617	0.0867656	0.121279	0.0592285	0.071506	0.155485	0.0788009	0.0728536	0.0929643	0.119915	0.122077	0.122696	0.115489	0.114424	0.125967	0.0777775	0.064313	0.089664	0.146721	0.02674	0.0392407	0.0234573	0.028505	0.057102	0.0544758	0.0214962	0.0271164	0.0349768	0.0306694	0.0797009	0.0271397	0.0318198	0.0179743	0.0361016	0.0560617	0.00821602	0.0158197	0.0436243	0.0463026	0.223248	0.295888	0.0559393	0.0235876	0.389359	0.0119791	0.23097	0.238258	0.154047	0.376725	3.046464
500	-14509.57	-14529.42	19.84885	0.127189	0.116365	0.111451	0.116385	0.110992	0.0747171	0.131885	0.0721072	0.0630701	0.169403	0.0714949	0.0791631	0.112832	0.121446	0.126874	0.128591	0.149353	0.107406	0.125753	0.0658012	0.0856006	0.0864788	0.178538	0.0194288	0.0364724	0.0252223	0.011677	0.0456318	0.0470678	0.0135237	0.0189868	0.039111	0.0373752	0.080641	0.0124392	0.0504683	0.0207501	0.0163591	0.0333616	0.0145303	0.0172265	0.0586853	0.0300952	0.223654	0.296426	0.0560412	0.0237416	0.390068	0.0100692	0.232051	0.234692	0.154768	0.378489	3.161948
510	-14502.26	-14522.85	20.59134	0.133268	0.102275	0.0984956	0.0890477	0.113543	0.0964515	0.139453	0.0768013	0.0719798	0.170496	0.0639577	0.0797568	0.102707	0.105803	0.101627	0.124897	0.130629	0.107406	0.111485	0.0664085	0.0823574	0.086052	0.179677	0.0235595	0.0432766	0.0180376	0.0209962	0.0493606	0.0463388	0.0201648	0.0331323	0.0357742	0.0219374	0.0742563	0.0183391	0.0589303	0.0215113	0.045001	0.0407341	0.0140011	0.0174364	0.022333	0.0280032	0.22215	0.294433	0.0584737	0.023582	0.387444	0.013917	0.231765	0.234402	0.154578	0.379255	3.0877
520	-14498.66	-14519.63	20.96707	0.126574	0.101851	0.0924947	0.097197	0.104101	0.0680643	0.139546	0.0740615	0.068239	0.170496	0.0639577	0.0730484	0.102707	0.125311	0.102011	0.131483	0.14544	0.108443	0.125703	0.0683169	0.0930981	0.0780501	0.141742	0.0206415	0.0436908	0.0232189	0.0321351	0.0440958	0.040723	0.0171426	0.0257413	0.0403817	0.0155736	0.0787316	0.0336515	0.0390713	0.0179349	0.0357397	0.0396999	0.0133344	0.0123529	0.0339902	0.0403413	0.222249	0.294564	0.0580551	0.0235924	0.387617	0.0139232	0.231765	0.234402	0.154578	0.379255	3.050126
530	-14509.76	-14529.38	19.62306	0.129931	0.110868	0.096398	0.112818	0.09006	0.0746628	0.116236	0.0844879	0.120372	0.187937	0.0589671	0.103364	0.0904379	0.0833159	0.101837	0.120935	0.136141	0.107618	0.126289	0.0602738	0.0854128	0.0971966	0.18981	0.0273098	0.0513203	0.0158682	0.0148604	0.0445879	0.0385822	0.0264894	0.0275544	0.0384952	0.0356968	0.0806587	0.0279309	0.0525253	0.0168428	0.0404624	0.0643852	0.0140358	0.0224886	0.0304455	0.0286181	0.216576	0.284901	0.0602352	0.0244784	0.402173	0.0116372	0.231765	0.234402	0.154578	0.379255	3.184527
540	-14507.2	-14527.46	20.26262	0.133946	0.094667	0.108016	0.0912812	0.118332	0.0708374	0.116236	0.0860737	0.0755155	0.205403	0.0674325	0.078823	0.0957348	0.0765735	0.10374	0.155977	0.118021	0.0938058	0.128407	0.0869538	0.0842027	0.104814	0.156112	0.0142011	0.0387473	0.0283492	0.00233852	0.0397088	0.0383409	0.0137166	0.0230622	0.0328847	0.0268518	0.0924418	0.0265213	0.0482391	0.0267761	0.0468607	0.0444492	0.019604	0.0167153	0.0431868	0.0466716	0.215928	0.290465	0.0614116	0.0249565	0.395374	0.0118644	0.231765	0.234402	0.154578	0.379255	3.120571
550	-14503.36	-14524.75	21.39653	0.146811	0.116188	0.0973341	0.105613	0.104472	0.0615321	0.118912	0.0603431	0.0847418	0.172266	0.0768361	0.0812373	0.117689	0.0975763	0.117706	0.112873	0.113248	0.10817	0.13106	0.0614719	0.0962288	0.0575554	0.149622	0.0241198	0.0316781	0.0127318	0.00518832	0.040769	0.0309423	0.0193272	0.0185583	0.0308874	0.029301	0.0866709	0.0258547	0.0456091	0.0216649	0.0448396	0.040714	0.0167942	0.014361	0.04324	0.03444	0.214614	0.298028	0.0572693	0.0248046	0.392967	0.0123163	0.246834	0.229804	0.151545	0.371816	3.00718
560	-14505.96	-14526.03	20.06813	0.151949	0.075674	0.105253	0.0866431	0.104472	0.0731176	0.114776	0.0630513	0.104656	0.172266	0.0650928	0.0776855	0.110083	0.127287	0.093012	0.129144	0.134612	0.10817	0.117544	0.078982	0.0937392	0.101556	0.152801	0.0377738	0.0327189	0.0306212	0.00921014	0.0577785	0.054356	0.0108542	0.0260451	0.049908	0.0313678	0.0840835	0.0344046	0.04607	0.0184497	0.0370988	0.0423144	0.0153732	0.0148388	0.0388517	0.0263337	0.220833	0.296394	0.0569552	0.0246685	0.390812	0.0103377	0.233558	0.233855	0.154217	0.37837	3.14002
570	-14503.04	-14523.87	20.83185	0.151774	0.0983801	0.0971148	0.0942472	0.108178	0.065829	0.121028	0.064068	0.0733592	0.181327	0.0850762	0.0889661	0.108833	0.0901668	0.0959327	0.140007	0.12515	0.0912001	0.122383	0.093732	0.086162	0.0905453	0.152801	0.0203689	0.0207913	0.0175002	0.0205978	0.0370766	0.0406011	0.0162599	0.0180437	0.0306921	0.0258568	0.0789611	0.025645	0.0671081	0.0213779	0.0438151	0.0565163	0.0116935	0.0141502	0.0371258	0.0332044	0.214334	0.287672	0.0552791	0.0275055	0.405176	0.0100335	0.233558	0.233855	0.154217	0.37837	3.063648
580	-14502.72	-14523.15	20.43474	0.151774	0.0931035	0.0960245	0.0986454	0.105318	0.0928061	0.121028	0.0683567	0.0749382	0.168051	0.0886505	0.0728831	0.0973364	0.078677	0.105661	0.108322	0.11555	0.118165	0.127803	0.0951675	0.077945	0.113614	0.152563	0.0171519	0.0463614	0.021025	0.0206203	0.0410758	0.0436045	0.0315407	0.0244955	0.0439346	0.0284974	0.0825931	0.0240524	0.0635225	0.0187203	0.0358798	0.0433621	0.0148431	0.00835377	0.0372607	0.034082	0.213783	0.286933	0.0577068	0.0274348	0.404135	0.0100077	0.233558	0.233855	0.154217	0.37837	3.103359
590	-14497.31	-14518.23	20.92234	0.116034	0.0871752	0.0982995	0.081799	0.100836	0.0755054	0.122321	0.096703	0.0872595	0.174853	0.0694979	0.0728831	0.082837	0.0982893	0.095167	0.131883	0.118824	0.113759	0.125445	0.0908462	0.0811551	0.0880078	0.163237	0.038194	0.0462036	0.0211612	0.0327086	0.0491161	0.04947	0.0114173	0.0237325	0.0343537	0.0269087	0.088224	0.0264464	0.0330497	0.0225608	0.0266209	0.0484561	0.0145118	0.00659451	0.0481709	0.034082	0.213036	0.285929	0.057505	0.0273388	0.402721	0.0134703	0.234059	0.233702	0.154116	0.378123	3.054599
600	-14500.13	-14520.91	20.78071	0.12389	0.0855591	0.106125	0.101847	0.0978188	0.0755054	0.11787	0.0753672	0.0823804	0.165751	0.0632539	0.080162	0.0941369	0.0933349	0.125058	0.143197	0.142409	0.101882	0.125445	0.0643784	0.0734706	0.0917596	0.169997	0.0232612	0.0444206	0.0243343	0.0212764	0.0327111	0.0408644	0.0243194	0.0180936	0.0261419	0.02058	0.100215	0.0410647	0.033773	0.0284528	0.0317957	0.0510421	0.0369062	0.00843189	0.0304346	0.0300453	0.21464	0.288082	0.057938	0.0286844	0.40114	0.00951581	0.234059	0.233702	0.154116	0.378123	3.068762
610	-14500.11	-14520.79	20.68468	0.125963	0.0976891	0.113392	0.0849826	0.105445	0.0759833	0.116261	0.0670486	0.0891358	0.173054	0.0641464	0.0800479	0.0974415	0.0930563	0.10559	0.140132	0.125425	0.128729	0.111221	0.0722081	0.0939318	0.0917596	0.175256	0.0308691	0.0301606	0.0194253	0.0284304	0.0448409	0.0446382	0.0280734	0.0345694	0.0385797	0.0225592	0.0637198	0.015835	0.0614365	0.0121627	0.0264087	0.0434984	0.0201392	0.0236734	0.0264958	0.0349493	0.208083	0.294212	0.0561681	0.0267216	0.401956	0.0128593	0.248815	0.232171	0.150287	0.368727	3.078365
620	-14501.15	-14521.7	20.54955	0.156503	0.109253	0.0971535	0.0752023	0.0879231	0.087323	0.115375	0.0814506	0.0798412	0.173054	0.0612294	0.0677191	0.0957794	0.0970726	0.108455	0.137978	0.128839	0.121228	0.125424	0.0795502	0.0880367	0.0764329	0.16478	0.0269716	0.0492545	0.0176633	0.0367846	0.0412861	0.0568496	0.0144823	0.0177682	0.0438933	0.0230474	0.0915384	0.0250204	0.052126	0.0146515	0.0373594	0.0409846	0.0157349	0.00777124	0.0363401	0.0267468	0.208367	0.294613	0.0562448	0.026758	0.402505	0.0115115	0.253307	0.236363	0.153	0.35733	3.091878
630	-14499.4	-14519.16	19.76838	0.117904	0.106025	0.107799	0.104025	0.108882	0.0815186	0.123858	0.0890516	0.0985774	0.199048	0.0825894	0.0673616	0.103368	0.110893	0.117655	0.138173	0.128839	0.133984	0.116385	0.0841153	0.095651	0.0998393	0.145875	0.0354573	0.031514	0.0180561	0.0103303	0.044347	0.0442503	0.0244615	0.0162604	0.0284545	0.0302223	0.0810864	0.0198185	0.0409524	0.0189854	0.0266456	0.0435534	0.0230403	0.00497187	0.0363246	0.0298444	0.210945	0.270931	0.0588707	0.0280073	0.421297	0.00994887	0.253307	0.236363	0.153	0.35733	3.169995
640	-14501.29	-14521.96	20.66284	0.13017	0.0852707	0.0819432	0.0833811	0.0999157	0.0905329	0.121629	0.0806051	0.0874691	0.154034	0.0781266	0.0751677	0.107604	0.0952683	0.117655	0.135007	0.149265	0.113686	0.113394	0.0666805	0.0813919	0.0988089	0.175477	0.0209009	0.0337671	0.0184586	0.0122109	0.0503021	0.0530904	0.0200696	0.0294347	0.0391351	0.0190334	0.100344	0.0282667	0.0425434	0.00710605	0.0381085	0.0425774	0.0123495	0.00527384	0.0419522	0.0431429	0.210077	0.269817	0.0586285	0.0269421	0.419563	0.0149723	0.253307	0.236363	0.153	0.35733	3.080549
650	-14510.63	-14532.06	21.42439	0.128529	0.0689689	0.0987904	0.0837983	0.0867745	0.0905329	0.1119	0.0513632	0.0943995	0.175504	0.076328	0.0766616	0.0849577	0.0901613	0.115943	0.117577	0.138224	0.116664	0.128334	0.0907569	0.0813461	0.0850537	0.168306	0.0203934	0.0505144	0.0221865	0.0140579	0.0388131	0.0468647	0.0198128	0.0360941	0.0356063	0.0178293	0.0841612	0.0257495	0.0491116	0.0150203	0.0282098	0.0424674	0.0232682	0.00548748	0.0329389	0.034932	0.208317	0.265959	0.0577904	0.0372624	0.413566	0.0171048	0.258971	0.219288	0.156421	0.36532	3.004394
660	-14501.33	-14522.76	21.42752	0.125553	0.108664	0.111348	0.0734203	0.0957291	0.0708722	0.12139	0.0669548	0.0913233	0.173263	0.0723679	0.0758315	0.103695	0.102542	0.116044	0.125742	0.121682	0.105412	0.119269	0.0673839	0.0779488	0.0751467	0.130495	0.0268253	0.0477802	0.0228584	0.00725557	0.0423252	0.0462676	0.0271045	0.0282783	0.0267429	0.0272438	0.0930316	0.031763	0.0538219	0.0224597	0.0362137	0.0455719	0.0104013	0.00406653	0.0426499	0.029343	0.209724	0.267755	0.0581805	0.0375139	0.416358	0.010469	0.256526	0.222474	0.159129	0.361871	3.004081
670	-14499.59	-14520.67	21.08308	0.124783	0.0864993	0.099725	0.0991524	0.0878737	0.0670463	0.136526	0.0783698	0.0895159	0.176956	0.0554223	0.0837564	0.0869838	0.104937	0.0889879	0.128458	0.153074	0.107852	0.118038	0.0725397	0.0880862	0.0848731	0.165456	0.0269218	0.0350933	0.0203973	0.00861146	0.0464678	0.059381	0.0285862	0.0203504	0.0375976	0.0231226	0.0956802	0.0238971	0.0499338	0.0140963	0.0261283	0.0456022	0.0131621	0.0129497	0.0330295	0.0326057	0.212391	0.268883	0.0584256	0.0316758	0.418112	0.0105131	0.242072	0.226799	0.162223	0.368906	3.038525
680	-14499.19	-14520.34	21.15177	0.124878	0.0946181	0.107581	0.0984534	0.0878737	0.0670463	0.109841	0.0715374	0.0959875	0.200148	0.0733339	0.0694538	0.108629	0.114659	0.106771	0.136422	0.100477	0.0985482	0.140425	0.0623505	0.0715903	0.0873852	0.151162	0.0249774	0.0379773	0.0166458	0.0146608	0.0370366	0.0590099	0.0142586	0.0192303	0.0331593	0.0431915	0.0955163	0.0197667	0.0466516	0.0106325	0.0359117	0.0413075	0.0227933	0.0189133	0.0357946	0.0250501	0.211947	0.26832	0.0583033	0.0316095	0.417236	0.0125839	0.242072	0.226799	0.162223	0.368906	3.031656
690	-14508.51	-14530.02	21.50598	0.141236	0.0990525	0.0971782	0.097002	0.142007	0.0693501	0.109144	0.0843191	0.0771611	0.179274	0.0840648	0.0590335	0.0853066	0.114659	0.104851	0.112534	0.100477	0.0926388	0.116386	0.100828	0.0682201	0.0571605	0.165064	0.0223682	0.0410433	0.0234065	0.0225834	0.0523985	0.0438924	0.0134899	0.0268358	0.0381445	0.0266764	0.0818292	0.0258616	0.0445732	0.0143638	0.0361387	0.0297196	0.0184432	0.013684	0.0318502	0.0319837	0.213017	0.269675	0.0585977	0.0317691	0.419343	0.0075979	0.242072	0.226799	0.162223	0.368906	2.996235
700	-14500.22	-14521.99	21.77698	0.13838	0.105036	0.0923924	0.0813977	0.0877207	0.0675033	0.110086	0.0676403	0.0997011	0.179661	0.0808374	0.067491	0.0863754	0.119963	0.111255	0.111808	0.114494	0.105619	0.109973	0.0785758	0.0558814	0.0901425	0.168411	0.0277701	0.0361341	0.0258257	0.0213422	0.0467437	0.0461051	0.00960555	0.0163649	0.037042	0.0184222	0.0991478	0.0228834	0.0414907	0.0127437	0.0231579	0.0449936	0.0229751	0.0112626	0.0449073	0.0298722	0.217235	0.267929	0.0582182	0.0315633	0.412225	0.01283	0.244048	0.222981	0.161055	0.371916	2.969135
710	-14495.39	-14516.95	21.5635	0.123033	0.105172	0.10755	0.103821	0.10165	0.0857362	0.0982114	0.0801657	0.0786838	0.183909	0.0794447	0.0861759	0.121775	0.0783612	0.100098	0.11167	0.125787	0.0951349	0.120354	0.0726001	0.0842813	0.0930103	0.155996	0.023348	0.0288763	0.0217057	0.0132139	0.0420136	0.0401839	0.0228549	0.0231692	0.0449536	0.0209409	0.0771569	0.0231654	0.0374161	0.01988	0.0303992	0.0428245	0.0204003	0.0118582	0.0310496	0.0224529	0.217235	0.267929	0.0582182	0.0315633	0.412225	0.01283	0.244669	0.223549	0.158919	0.372863	2.990483
720	-14500.84	-14521.52	20.67828	0.135283	0.105172	0.10755	0.098803	0.0998792	0.0740673	0.130025	0.0700836	0.0821765	0.164705	0.0709131	0.0779887	0.0763741	0.0829686	0.103481	0.138162	0.163004	0.100113	0.136926	0.0687544	0.067267	0.0930103	0.169051	0.0347524	0.037737	0.0204789	0.0301021	0.0432347	0.0287766	0.0215204	0.029193	0.0460642	0.0223446	0.0821194	0.0264634	0.0412958	0.0124581	0.0400729	0.0498732	0.0203769	0.00960475	0.0452042	0.0215742	0.221034	0.268898	0.0517989	0.0316775	0.413716	0.0128763	0.244669	0.223549	0.158919	0.372863	3.079005
730	-14499.55	-14520.71	21.16165	0.1231	0.0947052	0.10755	0.0888718	0.0943047	0.0631641	0.108281	0.0954744	0.0903495	0.181288	0.0636744	0.0779887	0.109935	0.10796	0.114144	0.112617	0.137126	0.0989128	0.124515	0.0708029	0.0913723	0.0889542	0.169051	0.023241	0.0374781	0.0234055	0.0361335	0.0397929	0.0371261	0.0151557	0.0209514	0.0285117	0.0276331	0.0924081	0.0187017	0.0387879	0.0157306	0.0277626	0.0423238	0.0218865	0.0147317	0.0284538	0.0263118	0.220442	0.268177	0.0490916	0.037786	0.412607	0.0118961	0.258429	0.218521	0.158572	0.364477	3.030668
740	-14501.01	-14522.9	21.88574	0.121534	0.123135	0.0969771	0.0946926	0.0842723	0.0645706	0.110718	0.0718046	0.0808331	0.175382	0.0733616	0.0779887	0.0967619	0.105241	0.104618	0.117685	0.122117	0.0858736	0.106652	0.0890594	0.086121	0.099292	0.157804	0.037853	0.0475449	0.0214144	0.0126217	0.05235	0.0283063	0.0102657	0.012026	0.0331055	0.0203899	0.0965038	0.0135407	0.0449964	0.0145271	0.0302198	0.0419648	0.0201112	0.0109068	0.0363354	0.0267804	0.212448	0.272699	0.0499194	0.0332725	0.419564	0.0120967	0.258429	0.218521	0.158572	0.364477	2.958259
750	-14506.58	-14527.29	20.71672	0.132776	0.0878101	0.118186	0.119336	0.0897114	0.0850747	0.126041	0.0875681	0.0980907	0.161088	0.0910548	0.0723306	0.0935894	0.109312	0.104618	0.134539	0.138687	0.0909847	0.131561	0.0929581	0.0674585	0.0804803	0.152523	0.0218629	0.0326628	0.0228629	0.0201796	0.0369922	0.0554245	0.0248045	0.0284273	0.0350545	0.0178306	0.0739946	0.0136404	0.0452586	0.0178629	0.0224051	0.0369544	0.0173007	0.0100855	0.0337825	0.0419953	0.210052	0.288544	0.0493562	0.0252571	0.414831	0.0119602	0.259886	0.220003	0.153578	0.366533	3.075161
760	-14493.88	-14514.53	20.64653	0.143174	0.0934466	0.110516	0.110409	0.108024	0.0833694	0.127584	0.0752652	0.0829292	0.184706	0.0690441	0.070852	0.099886	0.0892731	0.0976516	0.138139	0.138687	0.103706	0.148358	0.0782376	0.0811633	0.0849691	0.150428	0.0185572	0.0292532	0.0269618	0.0184081	0.0405344	0.0384036	0.0187137	0.0314888	0.0364117	0.0221704	0.0880875	0.0186007	0.0417109	0.0228415	0.0291942	0.0453199	0.0182416	0.0102774	0.0317198	0.0254666	0.210505	0.282765	0.0572856	0.0271837	0.415726	0.00653474	0.243559	0.224856	0.156966	0.374619	3.08218
770	-14503.82	-14524.86	21.03746	0.123578	0.0922912	0.108882	0.101046	0.120757	0.0795449	0.113369	0.0710055	0.0742042	0.157022	0.0833941	0.0757181	0.122316	0.115113	0.10618	0.120451	0.126588	0.125584	0.125648	0.075229	0.0795013	0.0700038	0.153437	0.0304007	0.028835	0.0288017	0.02126	0.0362945	0.0523451	0.0346138	0.0217798	0.0274681	0.0331363	0.0793533	0.00576381	0.0397464	0.0230318	0.0400732	0.0342139	0.0166516	0.0145951	0.0240808	0.0297787	0.20915	0.280946	0.056917	0.0281925	0.413051	0.0117434	0.249898	0.223413	0.158974	0.367714	3.043087
