Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2150	58.34122	0	58.34122	20.78847	481913.6	0.000128093	0.00250682	0.000854856	0.000114806	0.00119582	3.19367e-06	0.00193986	0.00141464	0.00172567	0.00112014	0.00140032	0.000143333	0.000596158	0.000495175	0.0044038	0.00141998	0.00349936	0.000429684	0.001194445	-0.04598291	0.0409439	0.0370901	0.367893	0.126151	0.362066	0.0658567	30.27489	0.1596035	0.99817	0.999532	1.00047	1.00183	0.155241	0.343753	0.339513	0.161494	0.1136206	1.404706
2160	34.23239	0	34.23239	3.334516	641489.5	0.00879997	0.0100452	0.00866627	0.00624978	0.0198143	0.00442023	0.00757718	0.00202662	8.15959e-05	0.00395379	0.00338808	0.00275195	0.00839507	0.00896412	0.00235005	0.0108161	0.00131253	0.00701062	0.01027614	-0.2934738	0.105116	0.0942393	0.0727219	0.0170613	0.586515	0.124347	14.69275	0.3111429	0.998413	0.999594	1.0004	1.00159	0.229327	0.398572	0.310016	0.0620844	0.01766917	17.60937
2170	46.03082	0	46.03082	11.34732	418948.2	0.00289707	0.000499511	0.00646764	0.00332868	0.00628632	0.000180253	0.00494476	0.00705021	0.00620091	0.000194318	0.000865895	0.0046485	0.00570589	0.00685888	0.00113434	0.00158801	0.000329376	0.00197979	0.003417032	-0.2510317	0.211448	0.0786051	0.263221	0.0638102	0.0525459	0.33037	18.32755	0.2644666	0.998037	0.999498	1.0005	1.00196	0.0455159	0.24389	0.0993198	0.611274	0.01343494	19.68499
2180	23.28776	0	23.28776	31.11399	11665.56	0.00449534	0.0232294	0.0254338	0.000123773	0.00562985	0.0020505	0.00258419	0.00236598	0.00592054	0.00596041	0.00106871	0.00640472	0.0195898	0.00012246	0.00604415	0.00447695	0.00737895	0.00333446	0.007012411	0.01026621	0.4215	0.144266	0.0484369	0.0837592	0.0947313	0.207306	48.72359	0.09114885	0.988256	0.99697	1.00298	1.01179	0.190251	0.0499116	0.0749799	0.684858	0.1014151	0.8987703
2190	20.48022	0	20.48022	33.45744	170958.6	0.00380074	0.00438208	0.00258409	0.0228063	0.0159504	0.0159247	0.0124369	0.00878238	4.15968e-05	0.0320156	0.0162107	0.0108526	0.00861407	0.00760071	0.00514843	0.00278957	0.00290088	0.00489937	0.0107343	0.1104898	0.52246	0.0255019	0.0395704	0.137796	0.105314	0.169358	37.35261	0.008820123	0.996927	0.999213	1.00078	1.00308	0.104154	0.207255	0.0294234	0.659168	0.11931	0.07392613
2200	18.76402	0	18.76402	25.9752	534008.9	0.00247554	0.00244852	0.00067141	0.055201	0.00194573	0.00609907	0.0106359	0.0122093	0.00197867	0.00605415	0.0046239	0.00333593	0.00695718	0.00776976	0.0230071	0.033019	0.00179954	0.00955644	0.01330302	-0.04880104	0.35023	0.0365583	0.0191845	0.204691	0.0334201	0.355916	43.92958	0.1044655	0.998261	0.999555	1.00044	1.00174	0.521119	0.448333	0.0267371	0.00381067	0.05566445	1.8767
2210	12.23898	0	12.23898	21.78927	378300.9	0.014253	0.020782	0.00232568	0.0260886	0.0176076	0.0140302	0.0321151	0.0601401	0.0100914	0.00323081	0.0186709	0.00484114	0.0149543	0.000193632	0.00519137	0.015268	0.00056093	0.00249256	0.01977897	0.04461173	0.0919446	0.0629783	0.0539785	0.123218	0.405549	0.262332	44.27795	0.01767477	0.997934	0.999471	1.00053	1.00207	0.358166	0.592623	0.0266133	0.0225982	0.0622865	0.2837657
2220	-19.55946	0	-19.55946	28.07457	336109.4	0.00844294	0.00273727	0.164802	0.0860819	0.115617	0.0824564	0.0795141	0.163821	0.014803	0.0391106	0.17433	0.137857	0.0440432	0.119141	0.0316884	0.122312	0.0024505	0.100398	0.06246763	-0.001628909	0.185207	0.0281765	0.077205	0.071705	0.242486	0.39522	41.62883	0.001995448	0.997808	0.999439	1.00056	1.00219	0.45124	0.33285	0.100406	0.115503	0.0003665387	5.444031
2230	-2.821831	0	-2.821831	23.8902	165138.9	0.0427655	0.0153795	0.0460805	0.0211419	0.0297634	8.2672e-05	0.0410465	0.00576971	0.0288928	0.0151496	0.000698191	0.0109507	0.0130858	0.022102	0.0454662	0.137147	0.03701	0.0756663	0.03158571	0.06289448	0.0279495	0.0146272	0.499277	0.107728	0.172362	0.178056	38.33751	0.01071239	0.996874	0.999199	1.0008	1.00313	0.0878076	0.210549	0.464903	0.23674	0.07360687	0.1455352
2240	-14.3378	0	-14.3378	14.32892	523673.9	0.00801462	0.0671062	0.0304428	0.0642966	0.129871	0.156732	0.210979	0.218912	0.0321046	0.0640467	0.0131214	0.145018	0.0992816	0.0385358	0.148928	0.0161428	0.0251769	0.0219315	0.07329653	-0.009954794	0.0195937	0.0330994	0.130072	0.420525	0.184983	0.211728	14.65244	0.0536601	0.998244	0.999551	1.00045	1.00176	0.339508	0.271099	0.101183	0.28821	0.04370531	1.227771
2250	-27.68185	0	-27.68185	7.411644	567405.7	0.186571	0.53778	0.0762296	0.445565	0.365143	0.0611364	0.0680591	0.117605	0.0491188	0.0361255	0.0344913	0.139015	0.244706	0.265856	0.316452	0.0391254	0.135016	0.0210168	0.1791113	-0.05966116	0.0201285	0.00447163	0.0911591	0.241706	0.415393	0.227142	29.59906	0.06638411	0.998313	0.999568	1.00043	1.00169	0.251071	0.27383	0.0512852	0.423814	0.006722948	9.874256
2260	-18.37744	0	-18.37744	9.43058	529430.9	0.0851313	0.362688	0.00718551	0.043314	0.0629957	0.00874279	0.115408	0.0796891	0.260273	0.0891007	0.0102404	0.0370152	0.117966	0.291562	0.0488445	0.0411171	0.0926319	0.253903	0.09983017	0.02583075	0.282488	0.000895195	0.201359	0.164112	0.156343	0.194803	18.3276	0.02707264	0.998254	0.999553	1.00045	1.00175	0.0274616	0.561235	0.365007	0.0462963	0.05290339	0.5117374
2270	-22.80569	0	-22.80569	12.03411	46442.86	0.017309	0.0760686	0.0181351	0.0576128	0.0856766	0.01617	0.379987	0.0647954	0.0921693	0.185218	0.118818	0.125274	0.00225951	0.110251	0.118975	0.0374596	0.421684	0.0429918	0.1411347	0.09513963	0.237051	0.000883892	0.226386	0.0842146	0.0737096	0.377755	36.8717	0.1046316	0.994108	0.998487	1.0015	1.0059	0.0676629	0.329763	0.28739	0.315184	0.1997712	0.5237571
2280	-15.75339	0	-15.75339	18.87249	465383.5	0.0208775	0.00394147	0.14139	0.0709636	0.0559935	0.0624031	0.181269	0.00965803	0.0522746	0.0266485	0.309495	0.087041	0.00201273	0.245361	0.0719893	0.0110543	0.22108	0.00548048	0.0961271	-0.02865625	0.141281	0.0688762	0.351852	0.204835	0.132548	0.100609	24.87116	0.03219713	0.998137	0.999523	1.00048	1.00186	0.129507	0.0427589	0.288337	0.539398	0.003540887	9.092957
2290	-8.989613	0	-8.989613	11.69375	512515.3	0.235309	0.0143624	0.00554841	0.0121557	0.0421352	0.0958465	0.157871	0.0312524	0.00680625	0.0168378	0.11366	0.0214029	0.0374281	0.0113614	0.0717904	0.109481	0.0108666	0.0587575	0.05166415	-0.01645122	0.15164	0.292646	0.124034	0.205575	0.0988782	0.127227	13.19043	0.1384988	0.998225	0.999546	1.00045	1.00178	0.112914	0.435752	0.15913	0.292204	0.1220476	1.134793
2300	15.3424	0	15.3424	30.05429	196251.5	0.0176204	0.0428616	0.000913772	0.000229777	0.017922	0.0124166	0.00749163	0.0155705	0.00545147	0.00760038	0.00644429	0.000628932	0.00235318	0.00120961	0.00655218	0.00861282	0.00364929	0.0267809	0.01477467	-0.01517344	0.0512479	0.335286	0.155734	0.171382	0.124149	0.162202	48.3168	0.086288	0.997132	0.999266	1.00073	1.00287	0.195766	0.800944	0.00107023	0.00221972	0.07111456	1.213366
2310	6.423078	0	6.423078	15.08088	39864.13	0.0170856	0.104682	0.0187905	0.00967407	0.0174477	0.0592266	0.0722303	0.0222496	0.00472852	0.0466945	0.013462	0.00485601	5.58633e-05	0.00724457	0.0505249	0.0545637	0.0284111	0.0163242	0.02437943	-0.2251207	0.0699089	0.259333	0.521583	0.0900367	0.00613115	0.0530081	18.36296	0.2426331	0.993641	0.998367	1.00162	1.00637	0.123256	0.736081	0.0983579	0.0423047	0.01751231	13.855
2320	22.57587	0	22.57587	15.94606	235072.7	0.00172906	0.000172508	0.0139169	0.0053801	0.00466168	0.00137556	0.0334052	0.0124623	0.0407047	0.00108864	0.0327955	0.00477073	0.000237443	0.00164664	0.0280532	0.0030583	0.00796553	0.0326556	0.01279318	0.05948258	0.0940592	0.369137	0.357434	0.129878	0.00513097	0.0443609	16.82836	0.04035976	0.99738	0.999329	1.00067	1.00262	0.0565898	0.830687	0.0548548	0.0578688	0.09984234	0.4042349
2330	16.76773	0	16.76773	9.398058	563021.1	0.0103008	0.00905143	0.00749241	0.0160356	0.000587124	0.0191888	0.0133612	0.027103	0.0250146	0.0147467	0.0398868	0.0112771	0.0257299	0.0211468	0.00524177	0.00373943	0.0165209	0.0389636	0.0188244	0.009298652	0.142265	0.331512	0.310085	0.13571	0.0244783	0.0559503	17.65571	0.1237922	0.998306	0.999567	1.00043	1.00169	0.305055	0.0197214	0.246703	0.42852	0.1330908	0.930133
2340	14.72702	0	14.72702	13.59817	232366.4	0.00573327	0.0627227	0.0168843	0.0138039	0.00292054	0.00109295	0.0116683	0.0165678	0.0294892	0.0135412	0.00582931	0.00563996	0.0261616	0.00404319	0.0224241	0.00939468	0.011542	0.00352092	0.01107537	0.1217456	0.0722416	0.175172	0.15746	0.373129	0.197271	0.0247265	27.24986	0.0337144	0.997364	0.999325	1.00067	1.00264	0.0312712	0.390481	0.50078	0.0774677	0.15546	0.2168687
2350	13.04569	0	13.04569	37.06881	88165.08	0.0150163	0.00407735	0.022172	0.0111407	0.029868	0.0156975	0.00813536	0.00206525	0.0258856	0.00620077	0.0228084	0.0377199	0.0148847	0.00606418	0.0298191	0.00539315	0.00243696	0.0198303	0.01522741	-0.03072992	0.037159	0.0985189	0.176566	0.418403	0.221208	0.0481448	37.8476	0.05204822	0.995722	0.998903	1.00109	1.00428	0.370949	0.589745	0.0234076	0.0158984	0.02131831	2.44148
2360	7.104521	0	7.104521	31.50428	516158	0.0174803	0.00435198	0.0267175	0.0117612	0.00870615	0.012286	0.021587	0.0360528	0.020021	0.0442769	0.0165419	0.0330096	0.0148792	0.041148	0.0134692	0.0103211	0.00819081	0.00218801	0.02672012	0.06290672	0.0320403	0.0142199	0.00728304	0.558893	0.0319285	0.355635	38.6279	0.05660384	0.998231	0.999548	1.00045	1.00177	0.118293	0.281411	0.556409	0.0438869	0.1195106	0.4736304
2370	11.88595	0	11.88595	34.24419	240612.9	0.00304497	0.00883713	0.0102786	0.00444847	0.00201359	0.00287846	0.00960333	0.00562301	0.0102771	0.0495853	0.00143631	0.0797808	0.0061266	0.00228494	0.035183	0.0396231	0.0225558	0.00982373	0.01937432	0.005918283	0.0313989	0.0559154	0.00713725	0.547706	0.0213725	0.33647	34.65734	0.005843476	0.99741	0.999337	1.00066	1.00259	0.159805	0.255367	0.114845	0.469983	0.01176176	0.4968199
2380	-13.19136	0	-13.19136	14.3247	52584.55	0.0920619	0.141565	0.390608	0.0853772	0.0389966	0.0446949	0.0582885	0.0236497	0.00365715	0.0351704	0.164487	0.0557949	0.0103214	0.0412211	0.00221839	0.0256812	0.00200566	0.188104	0.07591386	0.131095	0.017989	0.366674	0.00321015	0.262326	0.329283	0.0205179	38.22774	0.04739466	0.994462	0.998579	1.00141	1.00555	0.0892261	0.114839	0.131754	0.664181	0.1784897	0.2655316
2390	0.06511265	0	0.06511265	7.76115	94784.11	0.000285461	0.199622	0.0636643	0.00243127	0.135466	0.000547592	0.00703636	0.00289015	0.021384	0.0566006	0.0241056	0.0539477	0.0449567	0.000205253	0.0324908	0.00815517	0.0116821	0.0261901	0.03851188	-0.0890741	0.0456883	0.23797	0.00297639	0.354771	0.282808	0.0757871	40.26237	0.1499003	0.995874	0.998942	1.00105	1.00413	0.382384	0.0269513	0.244349	0.346316	0.06082622	2.464403
2400	16.05693	0	16.05693	8.188055	653718.4	0.0648979	0.00613227	0.00331989	0.0133477	0.0152647	0.00492163	0.0293509	0.0224095	0.0126546	0.00858612	0.0386399	0.00576107	0.0132183	0.00139226	0.00302635	0.000384413	0.00605551	0.0102529	0.01836493	-0.01345313	0.0576704	0.127836	0.0290789	0.204175	0.486123	0.0951171	29.72973	0.08610491	0.998428	0.999598	1.0004	1.00157	0.468498	0.319733	0.180992	0.030777	0.07265179	1.185173
2410	6.5565	0	6.5565	16.42655	355488	0.0231849	0.00984735	0.0328561	0.0508728	0.000968344	0.0432753	0.0256136	0.023551	0.0241323	0.00689	0.0150418	0.00188946	0.0089507	0.0446714	0.000842716	0.0067538	0.0109118	0.000467251	0.03258851	0.06504223	0.0875683	0.19411	0.0441542	0.310024	0.0236445	0.340499	43.63581	0.01018203	0.997869	0.999455	1.00054	1.00213	0.332106	0.00715777	0.543129	0.117607	0.07522426	0.1353557
2420	19.65287	0	19.65287	10.86664	693091.8	0.00674955	0.0307906	0.00266057	0.00725688	0.0162109	0.00814599	0.0130835	0.00678386	0.0507318	0.00139029	0.00677774	0.00376185	0.000293762	0.0142322	0.00855188	0.0134479	0.0013626	0.0258061	0.009290599	-0.01697628	0.0842415	0.317325	0.051033	0.321961	0.0189129	0.206527	40.17615	0.0448224	0.998474	0.99961	1.00039	1.00153	0.693206	0.00694669	0.185708	0.114139	0.02784611	1.609646
2430	22.93089	0	22.93089	4.972672	511685.5	0.00583719	0.00278592	0.0276497	0.015962	0.0463637	0.00115013	0.00655477	0.0250091	0.0164126	0.0315852	0.0171075	0.00964538	0.00239702	0.0127028	0.00100179	0.00584048	0.00565328	0.00756984	0.01647419	0.1116561	0.0539375	0.192079	0.0700544	0.355508	0.0117178	0.316703	16.47357	0.08156975	0.998224	0.999546	1.00045	1.00178	0.177675	0.0776466	0.700106	0.0445723	0.1932258	0.4221472
2440	53.7584	0	53.7584	6.730134	170866.4	0.00500284	0.00517168	0.00432084	0.000135913	4.59593e-05	0.000827218	0.00455591	6.12999e-05	0.00414413	0.00326699	0.00147381	0.00180624	0.00209928	0.000216292	0.00223044	0.00198309	0.000128584	0.00191255	0.003130086	-0.2043762	0.0375013	0.0781372	0.162473	0.547697	0.0141462	0.160046	44.50327	0.2178652	0.996927	0.999213	1.00078	1.00308	0.531609	0.011314	0.313472	0.143606	0.01348908	16.15123
2450	19.86373	0	19.86373	17.58602	258349.3	0.000270293	0.00560001	0.00993087	0.00100837	0.0173447	0.00542945	0.00640588	0.0253904	0.00370747	0.0057531	0.0243417	0.00349223	0.0252151	0.00910893	0.00523943	0.00882811	0.0209678	0.00173352	0.0148731	-0.03458612	0.0308653	0.0643105	0.133722	0.649558	0.0655568	0.0559867	38.44677	0.2443191	0.9975	0.99936	1.00064	1.0025	0.281204	0.126307	0.197623	0.394866	0.2097329	1.164906
2460	33.77094	0	33.77094	9.748183	791970	0.00712704	0.000954863	0.00447085	0.000431344	0.00163327	0.00354585	0.00224134	0.00757516	0.00167922	0.00185566	0.0134616	0.000642797	0.0093476	0.00730284	0.00786496	0.00716292	0.0197052	0.0144136	0.007097036	0.02214027	0.0584072	0.329489	0.0932011	0.462864	0.0467146	0.00932463	19.09949	0.03902918	0.998572	0.999635	1.00036	1.00143	0.129419	0.394605	0.445115	0.0308616	0.06116946	0.6380502
2470	19.80301	0	19.80301	14.78378	171278.5	0.00862165	0.00117711	0.00706244	0.0010043	0.0401662	0.0023581	0.011544	0.0363269	0.00362871	0.0177912	0.00154872	0.0174488	0.00394361	0.00663085	0.0083508	0.0566736	0.00297638	0.0254996	0.01334654	-0.06826647	0.0616442	0.2831	0.0800914	0.43943	0.0653348	0.0703993	39.89624	0.1304527	0.99693	0.999214	1.00078	1.00307	0.040596	0.586205	0.257425	0.115774	0.06218626	2.097774
2480	29.1057	0	29.1057	9.81098	603133.1	0.0173419	0.000991944	0.0040955	0.00571351	0.0076915	0.00173938	0.000322608	0.00482863	0.0182308	0.00235475	0.0160064	0.00163388	0.00674926	0.0013773	0.00139062	8.74786e-05	0.016866	0.0420194	0.00851257	-0.04447159	0.0615492	0.352103	0.0796221	0.408387	0.0874836	0.0108551	31.1071	0.1257218	0.998364	0.999581	1.00042	1.00164	0.0161617	0.0852905	0.735477	0.16307	0.08125019	1.547341
2490	49.76067	0	49.76067	16.83746	767077.1	0.00173505	0.00706116	0.0013127	6.48697e-05	0.00115348	0.00092549	6.03923e-07	0.000206402	0.00491285	0.00353687	0.00152475	0.00435436	0.00255506	0.00323862	0.00126694	0.000642876	0.0011356	0.00101188	0.002794389	0.1006953	0.286875	0.207534	0.00359422	0.259119	0.151807	0.0910714	19.66485	0.02835479	0.998549	0.999629	1.00037	1.00145	0.429246	0.0768483	0.0372341	0.456671	0.1290501	0.2197192
2500	25.64134	0	25.64134	7.68929	292525.4	0.00989173	0.0166268	0.0081511	9.48811e-05	0.00856287	0.000745853	0.0021694	0.0154343	0.0033504	0.00321811	0.0040539	0.014739	0.031995	0.0303692	0.00819261	0.0401004	0.02071	0.00549317	0.01076343	0.01733362	0.0922784	0.108388	0.0210107	0.267835	0.279914	0.230573	11.01492	0.08125092	0.997651	0.999399	1.0006	1.00235	0.660095	0.0133614	0.0375912	0.288952	0.09858454	0.824175
2510	40.92109	0	40.92109	6.036282	484957.3	0.00539809	0.00102431	0.00268417	0.00827033	0.00471568	0.00900818	0.00807305	0.00474659	0.00141956	0.00384198	0.00424834	0.000226518	0.00875132	0.00168766	0.00215988	0.0105505	0.00184064	0.00231282	0.004739738	-0.1278465	0.0812616	0.119896	0.0185023	0.355549	0.208354	0.216437	46.20534	0.1361546	0.998175	0.999533	1.00047	1.00183	0.0454837	0.29103	0.0926315	0.570855	0.008308132	16.38811
2520	53.01722	0	53.01722	13.81843	307885.2	0.00400264	0.00443006	0.000424561	0.00176682	0.00103362	0.000895194	0.000213628	0.000240775	0.000122516	0.000176972	0.000233297	0.00212095	0.00167898	0.00335632	0.00180348	0.000994794	0.000326337	1.43664e-05	0.002147664	-0.171293	0.0317254	0.546096	0.0140323	0.0455265	0.288528	0.0740918	38.49458	0.286796	0.99771	0.999414	1.00058	1.00229	0.175196	0.283237	0.247831	0.293736	0.1155031	2.483017
2530	47.35752	0	47.35752	6.143603	126685.2	0.00401656	0.000857511	0.00137373	0.000491457	0.00309334	0.000947178	0.00405281	0.00136579	0.00729276	0.0012084	0.00199997	0.00214077	0.00150338	0.00153435	0.00302207	0.00879875	0.00620909	0.00923501	0.0036925	0.2139259	0.212438	0.414379	0.0108314	0.033887	0.151914	0.17655	37.31751	0.006052391	0.996431	0.999086	1.00091	1.00357	0.375667	0.153124	0.21564	0.25557	0.2199783	0.02751358
2540	39.24796	0	39.24796	2.192865	899127.7	0.00127034	0.00418888	0.0010763	0.00610962	0.0228062	0.00359045	0.00104729	0.000562639	0.00678404	0.00128872	0.010809	0.00988681	0.00930933	0.0112159	2.52803e-05	7.47184e-05	0.000218365	0.00626146	0.004522471	-0.1335827	0.104044	0.355966	0.013282	0.107983	0.300587	0.118139	30.54052	0.3618281	0.99866	0.999657	1.00034	1.00134	0.255446	0.291584	0.305814	0.147157	0.2282453	1.585259
2550	65.25292	0	65.25292	15.91071	159616.7	1.53046e-05	0.00123598	0.000743456	0.00168972	0.00126079	0.00191948	5.88046e-05	0.00145596	0.000481078	0.000399666	0.00278036	0.000951266	1.59025e-05	0.000724732	0.000835839	0.000767071	0.00265578	0.000249995	0.0006426326	0.1300685	0.476517	0.152324	0.0426403	0.0903671	0.219687	0.0184643	30.16451	0.00233091	0.99682	0.999186	1.00081	1.00318	0.144252	0.0680329	0.583028	0.204687	0.1323994	0.01760514
2560	39.11805	0	39.11805	11.70647	506894.4	0.00325079	0.00165953	0.000959251	0.00130801	0.00494981	0.00165742	0.00230526	0.0121907	0.00187836	0.0164409	0.00770327	0.000878194	0.000785346	0.00017322	0.0136373	0.00559953	0.00506002	0.00529834	0.005087541	-0.03584388	0.297237	0.137447	0.0328581	0.384211	0.13673	0.0115175	17.75557	0.04924227	0.998215	0.999543	1.00046	1.00179	0.140876	0.635004	0.102863	0.121257	0.01339839	3.675238
2570	41.89556	0	41.89556	15.68332	366469.6	0.000968636	0.00280797	0.0020502	0.00152	0.000331211	0.0107697	0.00905387	0.003059	0.00584972	8.54197e-05	0.000971786	0.000179384	0.000776773	0.00538297	0.00728975	0.00210947	0.00670539	0.00611359	0.005023588	0.03066722	0.113294	0.247037	0.112831	0.260388	0.245748	0.0207007	20.96488	0.002970281	0.997901	0.999463	1.00054	1.0021	0.620288	0.256193	0.0185991	0.104919	0.0336375	0.08830267
2580	10.87069	0	10.87069	13.90508	859612.3	0.0492635	0.0110865	0.0112451	0.0182365	0.00588868	0.0331453	0.0192823	0.00126489	0.0302391	0.00048067	0.00570111	0.00752262	0.0125587	0.00952989	0.0124479	0.0513028	0.0163662	0.0859335	0.02070812	0.03214621	0.261544	0.357049	0.0829496	0.138484	0.109237	0.0507363	27.16121	0.03010632	0.998629	0.999649	1.00035	1.00137	0.429007	0.49899	0.013316	0.0586871	0.06225252	0.483616
2590	17.7573	0	17.7573	7.584216	68659.38	0.00146488	0.0361658	0.011454	0.0109488	0.0877772	0.00115099	0.00754244	0.00324925	8.85771e-05	0.000999449	0.0147262	0.0146404	0.00867666	0.00917011	0.009398	0.0006272	0.0507066	0.0303371	0.01509878	-0.2504373	0.362961	0.221461	0.246851	0.0368812	0.0614365	0.0704098	18.0642	0.2926587	0.995153	0.998757	1.00123	1.00486	0.268748	0.113915	0.115417	0.50192	0.04222139	6.931528
2600	9.527541	0	9.527541	3.014317	59244.34	0.0255507	0.00553741	0.0341066	0.00960892	0.00759682	0.0012566	0.0270879	0.0652157	0.000139564	9.11481e-05	0.0968103	0.0260397	0.0540242	0.0164175	0.0409979	0.0652536	0.0113514	0.0175901	0.03775685	-0.1365329	0.338957	0.206815	0.230526	0.0532333	0.00441716	0.166051	11.13956	0.2133187	0.994783	0.998661	1.00133	1.00523	0.358788	0.0372912	0.345042	0.258878	0.07678578	2.778101
2610	0.06230219	0	0.06230219	8.813796	847529.8	0.0471407	0.0159807	0.0433958	0.14871	0.00897577	0.0103521	0.00406196	0.0728765	1.97374e-05	0.0472967	0.016363	0.122798	0.0453258	0.00953087	0.00225085	0.0091902	0.0175016	0.0169327	0.03035384	-0.02959732	0.395057	0.0396692	0.42888	0.059233	0.0025551	0.0746057	29.99031	0.06615993	0.99862	0.999647	1.00035	1.00138	0.15144	0.582677	0.132101	0.133782	0.03656261	1.809497
2620	-10.59742	0	-10.59742	8.566522	501745.8	0.00488351	0.118793	0.155608	0.0196539	0.0992749	0.00820841	0.00319671	0.0506517	0.317361	0.158279	0.00800996	0.000525574	0.00174241	0.0142391	0.032085	0.161399	0.0612408	0.0384373	0.06316866	0.2103283	0.463273	0.0142834	0.129986	0.341185	0.0378247	0.013448	19.17595	0.06482087	0.998206	0.999541	1.00046	1.0018	0.286633	0.0221046	0.127546	0.563716	0.2751491	0.2355845
2630	-19.33624	0	-19.33624	5.063348	45926.15	0.133439	0.0193653	0.0422607	0.00586844	0.0630049	0.0252845	0.00558243	0.0520922	0.275973	0.0350145	0.0297647	0.631072	0.0730937	0.163628	0.0608077	0.320491	0.0434409	0.0531002	0.09787067	0.0757071	0.265516	0.0240882	0.543076	0.12988	0.0199809	0.0174597	18.98346	0.06536417	0.994075	0.998479	1.00151	1.00594	0.280918	0.207659	0.508193	0.00323058	0.1410713	0.4633415
2640	-9.303916	0	-9.303916	7.926699	759986	0.0923054	0.0393704	0.148674	0.228392	0.0214478	0.00812564	0.143105	0.018969	0.0555382	0.00651569	0.0486713	0.0888111	0.0975026	0.0998555	0.0267678	0.0215105	0.00713228	0.408959	0.08680639	0.04822612	0.496226	0.0365654	0.196785	0.188709	0.0436085	0.0381058	10.87841	0.001021937	0.998542	0.999627	1.00037	1.00146	0.207744	0.701746	0.0843266	0.00618341	0.04924806	0.0207508
2650	5.458089	0	5.458089	9.706424	672693	0.0109296	0.000429344	0.0088679	0.0113354	0.0438619	0.00914714	0.0140964	0.0420359	0.0188776	0.0601532	0.0166669	0.044018	0.0481674	0.00178824	0.097785	0.094615	0.0382005	0.0078126	0.04125738	0.1235554	0.13411	0.00962455	0.243253	0.052554	0.00950482	0.550954	47.71437	0.01047193	0.998451	0.999604	1.0004	1.00155	0.237382	0.343223	0.221523	0.197872	0.1340273	0.0781328
2660	-0.2442472	0	-0.2442472	3.655245	584013.9	0.117128	0.0385519	0.0498082	0.0780768	0.071548	0.0554534	0.0239888	0.0102399	0.108753	0.0306378	0.088706	0.000785038	0.0629126	0.0353147	0.0433034	0.0194187	0.0178882	0.0181332	0.04128962	0.08982386	0.104612	0.00822655	0.484728	0.104724	0.0602477	0.237462	18.27306	0.005935336	0.998337	0.999575	1.00042	1.00166	0.239405	0.2412	0.145385	0.37401	0.0957592	0.06198189
2670	18.47368	0	18.47368	10.60531	390775.4	0.0305934	0.0191325	0.0449047	0.00155685	0.00178473	0.0220774	0.0202166	0.00527774	0.0154525	0.0208223	0.0227766	0.0203535	0.0106125	0.00392505	0.0195037	0.00412532	0.00369202	0.0166395	0.01327306	0.06998877	0.293665	0.00275775	0.275343	0.0635869	0.343154	0.0214936	17.63702	0.1388678	0.997967	0.99948	1.00052	1.00203	0.0212431	0.0458349	0.106851	0.826071	0.2088566	0.6648955
2680	21.64983	0	21.64983	6.266609	877441.6	0.002444	0.00742172	0.00325671	0.0133087	0.0251484	0.00780494	0.00590624	0.00246123	0.0186633	0.0332941	0.00122313	0.00182611	0.03681	0.00837054	0.00652938	0.0136836	0.0181869	0.0136039	0.01415417	-0.0292175	0.489688	0.00375556	0.267502	0.0847739	0.133399	0.0208816	20.49301	0.0741255	0.998643	0.999653	1.00035	1.00136	0.0157312	0.303623	0.0741209	0.606525	0.04490801	1.650608
2690	1.550472	0	1.550472	8.288648	245645.8	0.0133138	0.0152812	0.0663414	0.0565659	0.000564808	0.024865	0.006639	0.0129059	0.109243	0.0192423	0.0380426	0.00547567	0.00755125	0.00611254	0.0129856	0.0493817	0.0576423	0.152253	0.04878823	0.07170165	0.371702	0.01091	0.076362	0.0608128	0.419552	0.0606617	40.31111	0.05884001	0.997437	0.999344	1.00065	1.00257	0.291675	0.203217	0.457132	0.0479766	0.1305417	0.4507374
2700	-3.164117	0	-3.164117	7.863265	53028.22	0.0194594	0.186258	0.0327716	0.0123346	0.0168091	0.00640929	0.0253298	0.125297	0.148776	0.0801485	0.00367833	0.0186151	0.0148964	0.00309128	0.0215438	0.0237061	0.00752013	0.110094	0.04503759	0.1415195	0.177291	0.107998	0.0469417	0.0364161	0.257909	0.373444	29.75972	0.006700134	0.994486	0.998585	1.0014	1.00553	0.14351	0.0699166	0.251293	0.535281	0.1482196	0.04520409
