Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-1.881809	0	-1.881809	3.534286	4.824569	0.0698285	0.0493855	0.229236	0.0261256	0.0663979	0.0100009	0.116521	0.0158911	0.0425649	0.0440939	0.0281206	0.0216953	0.0171441	0.0659235	0.00462594	0.0115591	0.0441656	0.054482	0.07774644	-0.02164075	0.43245	0.207023	0.0235034	0.0436246	0.262968	0.0304313	16.78465	0.1203067	0.494624	0.799632	1.08359	1.62215	0.124367	0.229293	0.374862	0.271478	0.09866596	1.219334
110	-17.12621	0	-17.12621	9.224779	3.206934	0.0660552	0.033445	0.161059	0.0787534	0.126141	0.00430216	0.133915	0.0184794	0.0320055	0.204952	0.0833679	0.0178814	0.0104968	0.377451	0.0041319	0.171628	0.0271243	0.00404938	0.1353803	-0.08650273	0.327616	0.308004	0.0189804	0.0938145	0.186791	0.0647937	21.2936	0.2232597	0.404663	0.742378	1.08336	1.7696	0.392292	0.203293	0.172372	0.232043	0.136757	1.632529
120	-12.89759	0	-12.89759	23.74991	7.278582	0.0175047	0.0594342	0.208515	0.0879372	0.111881	0.00439714	0.0581229	0.00163959	0.0233299	0.0911427	0.0848489	0.0050925	0.140679	0.0546205	0.0103366	0.0677067	0.0602362	0.00769117	0.06694369	-0.03125044	0.236905	0.259922	0.0318239	0.0754355	0.300725	0.0951886	35.6946	0.1536846	0.575851	0.843896	1.0783	1.50195	0.254906	0.521141	0.060003	0.163949	0.1224342	1.255243
130	-7.265518	0	-7.265518	16.68951	8.255997	0.0300278	0.0621716	0.066838	0.0308678	0.0619336	0.00928486	0.0681233	0.00279131	0.0181111	0.0738279	0.035263	0.025392	0.0184566	0.0178064	0.0894859	0.0656016	0.0317935	0.00622444	0.04335896	-0.05754626	0.288289	0.0471272	0.0605326	0.223484	0.287903	0.0926637	27.39941	0.1823854	0.598666	0.855268	1.07606	1.47	0.223494	0.544499	0.0698536	0.162153	0.1248392	1.460963
140	-17.76882	0	-17.76882	8.116552	6.606867	0.119199	0.138262	0.0939524	0.0623144	0.156351	0.0145918	0.0530124	0.0143937	0.0299538	0.170171	0.0937356	0.0678109	0.330492	0.200973	0.109499	0.0375541	0.034289	0.0519414	0.07362447	0.08718558	0.288868	0.0714236	0.12935	0.142631	0.200072	0.167656	34.26897	0.05368363	0.55765	0.834507	1.07987	1.52797	0.410783	0.164863	0.0909257	0.333429	0.1408692	0.3810884
150	-12.20394	0	-12.20394	8.290824	10.32476	0.133491	0.0817939	0.19982	0.0733162	0.202456	0.00838114	0.0753047	0.0163758	0.0272606	0.170743	0.0607632	0.0135677	0.04777	0.0526953	0.0111072	0.0335967	0.082671	0.0686781	0.07457049	0.04117567	0.169194	0.0902124	0.101279	0.198281	0.159271	0.281764	20.48269	0.1513319	0.636722	0.873312	1.07169	1.41828	0.353882	0.141295	0.311731	0.193092	0.1925076	0.7861089
160	-12.06276	0	-12.06276	10.33564	6.856618	0.0454674	0.0951668	0.06012	0.0400621	0.131214	0.0208008	0.0342123	0.0226072	0.0313236	0.0095521	0.153054	0.0220167	0.249578	0.0867359	0.103348	0.0495286	0.0515532	0.111173	0.07186649	0.1742684	0.216863	0.204413	0.230817	0.156517	0.0513491	0.14004	37.62793	0.05161287	0.564693	0.838175	1.07929	1.51784	0.353046	0.19963	0.31037	0.136954	0.2258813	0.2284955
170	-33.25945	0	-33.25945	10.49131	37.36738	0.15036	0.108873	0.239974	0.122174	0.122466	0.25988	0.152948	0.298284	0.232355	0.247215	0.162233	0.227139	0.0526311	0.301049	0.0438483	0.325061	0.386653	0.304947	0.15479	-0.02210911	0.122806	0.196265	0.284991	0.171943	0.0903298	0.133665	41.14914	0.1117193	0.800397	0.939522	1.04521	1.21487	0.252214	0.167708	0.527275	0.0528028	0.08961015	1.246725
180	-21.96459	0	-21.96459	5.542819	49.83272	0.134629	0.0364791	0.18033	0.11853	0.049012	0.10584	0.0825129	0.0685062	0.155561	0.0570776	0.0583962	0.219293	0.0187151	0.222094	0.0658103	0.127823	0.166791	0.0971401	0.126173	-0.212893	0.150005	0.121167	0.325861	0.184386	0.166824	0.0517569	48.06533	0.3437059	0.82612	0.948455	1.04009	1.18533	0.340094	0.524087	0.0777158	0.0581029	0.1308129	2.627462
190	-10.82476	0	-10.82476	5.377376	60.35656	0.146332	0.04458	0.111674	0.0910584	0.0949318	0.108385	0.0155219	0.0598497	0.0276437	0.0401185	0.229181	0.0843724	0.00710575	0.041978	0.0430025	0.00734807	0.025406	0.023931	0.09534265	-0.02427008	0.255755	0.0786912	0.277424	0.232944	0.0787155	0.0764707	10.62034	0.2968942	0.841458	0.953611	1.03693	1.168	0.408107	0.461092	0.0956531	0.0351471	0.2726242	1.089024
200	-16.75153	0	-16.75153	9.175933	137.7791	0.0618542	0.219813	0.0810296	0.0558954	0.144808	0.042381	0.0088565	0.0392059	0.0712115	0.12822	0.433496	0.0348163	0.00754229	0.0683772	0.16942	0.0177631	0.0191949	0.219273	0.1550376	-0.01421965	0.288774	0.0882336	0.31324	0.131953	0.0701958	0.107604	37.04883	0.1275061	0.893882	0.970305	1.02555	1.11026	0.220724	0.471539	0.193257	0.11448	0.1132865	1.125519
210	-11.9286	0	-11.9286	6.037187	27.44958	0.0472721	0.261549	0.0253544	0.020574	0.160736	0.0120664	0.0820121	0.0685299	0.0611747	0.0425566	0.0430039	0.0891975	0.04812	0.146992	0.260569	0.020145	0.0233947	0.121772	0.07793024	0.01966192	0.257767	0.169183	0.227701	0.121396	0.201021	0.0229329	13.26197	0.1371906	0.768887	0.928072	1.05116	1.25189	0.558144	0.307268	0.05634	0.0782478	0.1568525	0.8746471
220	-3.230981	0	-3.230981	4.830747	30.92735	0.114354	0.0204719	0.00409634	0.0217076	0.066458	0.0159016	0.0299293	0.0158545	0.0269491	0.0697396	0.0187366	0.00272412	0.090306	0.0530313	0.00725166	0.101441	0.0321812	0.0727781	0.06329939	-0.05217969	0.323656	0.121609	0.221425	0.199191	0.0926909	0.0414289	47.32456	0.2805246	0.781587	0.932756	1.0488	1.23686	0.233503	0.48564	0.14795	0.132907	0.2283449	1.228513
230	8.964425	0	8.964425	6.591421	36.24771	0.0310129	0.0343087	0.0376604	0.00718499	0.00675018	0.00181455	0.0398355	0.0437239	0.0193839	0.0123661	0.00332014	0.017786	0.00393163	0.0161275	0.0782084	0.0221536	0.006217	0.08359	0.0263648	-0.05871514	0.150756	0.131817	0.170192	0.413199	0.0949813	0.0390555	44.40015	0.1622761	0.797478	0.938485	1.04577	1.21826	0.669889	0.269146	0.0109	0.0500657	0.103561	1.566962
240	25.71104	0	25.71104	35.69705	52.21789	0.00941976	0.0109956	0.0129962	0.0167313	0.00885716	0.00864047	0.0161362	0.0105597	0.0113716	0.00171218	0.00142439	0.011201	0.00140609	0.0115509	0.00187317	0.00989499	0.0156306	0.00494808	0.007233852	-0.01854672	0.204631	0.113317	0.112922	0.249518	0.291308	0.0283037	37.98156	0.1674328	0.829988	0.949768	1.0393	1.18094	0.361536	0.451963	0.0195382	0.166962	0.1488861	1.12457
250	35.53901	0	35.53901	10.036	85.76199	0.00833666	0.0314614	0.0080042	0.00555389	0.0098305	0.00661088	0.00921396	0.00331514	0.00253182	0.000184637	0.00249157	0.0121289	0.000811255	0.00837528	0.00105368	0.000663541	0.00015545	0.00834554	0.008163082	0.03253926	0.441794	0.0892207	0.0779754	0.235813	0.129112	0.0260848	11.86888	0.05469592	0.866275	0.961689	1.03165	1.14038	0.2429	0.462344	0.0110112	0.283744	0.08723518	0.6269939
260	1.029203	0	1.029203	5.066759	69.56538	0.0266822	0.0483822	0.0214296	0.0330224	0.00936854	0.00757881	0.0760273	0.0520819	0.0438529	0.00403486	0.0265591	0.0224924	0.0186515	0.106307	0.0035531	0.0637295	0.097127	0.0359346	0.03895488	0.05204796	0.470449	0.137064	0.10524	0.100885	0.132494	0.0538679	18.18546	0.0675829	0.851981	0.957076	1.03472	1.15623	0.62372	0.221848	0.00334017	0.151092	0.1196309	0.5649287
270	-7.637512	0	-7.637512	4.007976	208.9688	0.151414	0.0355165	0.0339904	0.0563937	0.0578768	0.00432632	0.0361765	0.0303075	0.0531497	0.00438599	0.00874666	0.00902592	0.298817	0.154749	0.000420707	0.0621368	0.0306374	0.0441389	0.07656875	-0.1678968	0.508632	0.055054	0.184596	0.0508378	0.0458114	0.155069	42.23299	0.2381886	0.913489	0.976194	1.02107	1.08924	0.236047	0.512582	0.0362264	0.215144	0.07029179	3.388569
280	-1.035274	0	-1.035274	22.53774	721.7384	0.0578819	0.0366385	0.0234177	0.0532544	0.0338755	0.00683871	0.00258985	0.0128967	0.0462608	0.00551852	0.00699487	0.0655855	0.0430895	0.0589824	0.00157474	0.0332323	0.117272	0.0907848	0.04265403	-0.08300052	0.313145	0.0765358	0.436184	0.0558736	0.0503493	0.0679122	34.39957	0.09538096	0.95309	0.987522	1.01169	1.0477	0.403718	0.489791	0.0610665	0.0454247	0.01238043	7.70417
290	3.084282	0	3.084282	29.0399	1845.619	0.0945058	0.0109084	0.0303357	0.027069	0.000995897	0.0124747	0.00572766	0.0311714	0.0352403	0.0672708	0.0537149	0.0173875	0.00826451	0.0130709	0.000554208	0.0318237	0.00642466	0.0145184	0.02530073	-0.05736376	0.0811483	0.0404009	0.720564	0.0449531	0.0385434	0.0743908	42.06107	0.06299006	0.970569	0.992289	1.0074	1.02974	0.0199114	0.963352	0.00262092	0.0141161	0.005626306	11.19563
300	-7.312225	0	-7.312225	14.96496	790.7881	0.0164932	0.0596245	0.0340875	0.00887421	0.000153464	0.0254706	0.0174551	0.0118863	0.0814859	0.0776675	0.0297444	0.000561829	0.0435912	0.125848	0.160115	0.0243686	0.0381424	0.116226	0.03148815	-0.02060852	0.083198	0.0643818	0.771095	0.0252338	0.039517	0.0165748	28.48142	0.02216036	0.955167	0.988096	1.01118	1.04556	0.0429315	0.686255	0.00398989	0.266824	0.001551834	14.2801
310	-5.884372	0	-5.884372	15.11809	1498.325	0.0239963	0.0528714	0.0132614	0.00507792	0.000199934	0.0199597	0.069256	0.0129017	0.171919	0.119346	0.0376798	0.000989123	0.0281126	0.0363918	0.00945895	0.142614	0.00462918	0.00817742	0.04039115	-0.05796302	0.0178739	0.0712549	0.829562	0.0356061	0.0285405	0.0171627	47.36104	0.05815661	0.967355	0.991423	1.0082	1.03303	0.363469	0.303052	0.0612447	0.272235	0.0001935883	300.4139
320	3.709114	0	3.709114	13.55634	190.1185	0.0205294	0.0331919	0.0132571	0.00660665	0.000501976	0.0360627	0.0235681	0.020983	0.0277653	0.177679	0.00481421	0.0773927	0.0825696	0.0481081	0.0102149	0.0093983	0.00862938	0.037969	0.02618393	-0.06476707	0.0106126	0.216894	0.667	0.0640112	0.00906283	0.0324187	16.52043	0.0652883	0.909377	0.974974	1.02202	1.09363	0.0913848	0.762116	0.0640134	0.0824858	0.0005212277	125.2587
330	11.10872	0	11.10872	9.959578	983.0122	0.0180543	0.0230729	0.0351563	0.0138893	0.00182208	0.00826324	0.0100847	0.012497	0.00713004	0.0828382	0.0543847	0.013507	0.00830901	0.000449375	0.0133374	0.00543046	0.00433927	0.0160633	0.02369387	-0.09351862	0.0573127	0.167498	0.468791	0.194009	0.0353446	0.0770459	40.83452	0.09417021	0.959754	0.989356	1.01006	1.04083	0.101087	0.561799	0.248302	0.0888118	0.0006515901	144.5237
340	11.98019	0	11.98019	11.96667	4157.734	0.0286003	0.0427418	0.00658378	0.00603734	0.000844496	0.013661	0.000971844	0.0077512	0.00741231	0.0294584	0.034446	0.00637008	0.0904815	0.00011626	0.0056222	0.00633818	0.00384285	0.0088974	0.01953514	-0.0606533	0.0494385	0.130951	0.291772	0.327245	0.113832	0.0867608	38.38425	0.06082056	0.980356	0.994896	1.00497	1.01978	0.0771279	0.288725	0.569732	0.0644143	0.0001672659	363.616
350	-8.219867	0	-8.219867	12.14294	14792.97	0.0395214	0.0760618	0.0700342	0.0687842	0.00119789	0.0468494	0.00226567	0.00973329	0.076546	0.176316	0.00428568	0.0585456	0.0786308	0.0178166	0.0924069	0.0874433	0.00637752	0.06134	0.04768332	-0.03834825	0.0233699	0.154674	0.192058	0.347665	0.212553	0.0696797	36.29602	0.03896351	0.989568	0.997311	1.00265	1.01047	0.124518	0.212713	0.589375	0.0733944	0.0006152537	63.32918
360	-6.769042	0	-6.769042	15.6011	59750.14	0.00848344	0.117872	0.104196	0.035398	0.0115924	0.0412874	0.00269879	0.0411851	0.0903753	0.0152379	0.00559933	0.0261885	0.120546	0.00581347	0.0375702	0.0377937	0.0594533	0.0525573	0.05030288	-0.09007918	0.0678799	0.158302	0.0917878	0.294122	0.286116	0.101793	46.90874	0.09151336	0.994805	0.998667	1.00132	1.0052	0.0207313	0.0059931	0.97085	0.00242583	0.001434184	63.80868
370	-20.19717	0	-20.19717	12.72822	97724.95	0.0709942	0.0388821	0.190295	0.06202	0.171525	0.38952	0.00945366	0.0288808	0.0655285	0.100096	0.050982	0.0598008	0.139705	0.0531892	0.513398	0.0511105	0.015532	0.0401353	0.1290575	0.03028801	0.0473543	0.0638615	0.207411	0.396179	0.191553	0.0936414	18.54187	0.02386428	0.995937	0.998959	1.00104	1.00407	0.304349	0.334774	0.253216	0.107662	0.05415229	0.4406883
380	-28.01438	0	-28.01438	7.343628	125242.3	0.171433	0.0881091	0.354931	0.0931826	0.209591	0.140805	0.000753014	0.0982088	0.266553	0.226346	0.0335803	0.0361435	0.236043	0.156477	0.0244393	0.150034	0.0598451	0.632635	0.1286444	-0.0136947	0.0264805	0.10834	0.0752842	0.463115	0.257032	0.0697481	16.80747	0.1930827	0.996411	0.99908	1.00092	1.00359	0.429203	0.350859	0.183684	0.0362532	0.179388	1.076341
390	-51.85981	0	-51.85981	8.131765	466397.8	0.692281	0.0901868	1.00886	0.0752939	0.0398651	0.18148	0.00172459	0.779123	0.826537	1.17558	1.21084	0.0451521	1.2729	0.410237	0.0333831	0.0488953	0.177672	0.597748	0.5455884	0.07792021	0.0342768	0.103459	0.220793	0.421527	0.169048	0.0508955	37.67564	0.05133042	0.998139	0.999524	1.00047	1.00186	0.257323	0.378517	0.247646	0.116514	0.1292506	0.3971386
400	-40.2837	0	-40.2837	22.91979	747118.2	0.228631	0.01122	0.357606	0.00330701	0.606828	0.0961327	0.00126901	0.42259	0.42603	0.346219	0.0410934	0.0622964	0.338242	0.107648	0.101753	1.21211	0.295472	0.0380163	0.2029554	-0.08222248	0.0333574	0.100471	0.230339	0.322982	0.20053	0.112321	27.52981	0.1407789	0.99853	0.999624	1.00038	1.00147	0.038266	0.261028	0.105085	0.59562	0.05855638	2.404159
410	-34.41059	0	-34.41059	23.96991	237190.5	0.113224	0.023228	0.563713	0.0218173	0.100671	0.0592853	0.00610489	0.127295	0.394144	0.235311	1.09472	0.185771	0.148776	0.201768	0.134238	0.13357	0.00370138	0.165296	0.1994579	0.08187689	0.0541361	0.124578	0.331615	0.187363	0.16084	0.141468	36.81493	0.01158711	0.997391	0.999332	1.00067	1.00261	0.0250654	0.488349	0.0546642	0.431921	0.09346399	0.123974
420	-24.20246	0	-24.20246	21.17193	637040.3	0.100849	0.0281509	0.137877	0.0714452	0.208904	0.0087822	0.00648706	0.14653	0.111288	0.138443	0.0954581	0.0114902	0.0671171	0.0906325	0.0190199	0.0157065	0.589885	0.0429533	0.09801289	0.004927993	0.137332	0.0466773	0.159761	0.30288	0.141981	0.211368	40.20254	0.01828325	0.998408	0.999593	1.00041	1.00159	0.0589123	0.168619	0.230722	0.541747	0.02321124	0.7876893
430	-25.12623	0	-25.12623	24.01806	497887.2	0.0546304	0.278125	0.0401262	0.281142	0.051579	0.0342675	0.00657709	0.63879	0.219028	0.323033	0.0556416	0.0212899	0.0803964	0.0542715	0.090142	0.00571329	0.0329307	0.0244313	0.1176933	0.032517	0.279953	0.0809973	0.149564	0.186425	0.0426592	0.260401	30.53464	0.02687276	0.998199	0.999539	1.00046	1.0018	0.06886	0.738672	0.163241	0.0292273	0.05938976	0.4524814
440	-7.126027	0	-7.126027	28.24792	109206.9	0.0340598	0.0595134	0.00891755	0.0539136	0.102903	0.0131214	0.00503629	0.0577228	0.0186403	0.0419778	0.0251805	0.0668867	0.101016	0.000679221	0.0103981	0.0251613	0.0966054	0.00679449	0.04192873	0.0382247	0.272276	0.195254	0.125885	0.220606	0.0599493	0.12603	44.93052	0.001334638	0.996156	0.999015	1.00098	1.00385	0.0884622	0.593603	0.161584	0.156351	0.03955933	0.03373763
450	-1.362611	0	-1.362611	19.67317	119604.1	0.101156	0.0805869	0.00754322	0.0600083	0.00462085	0.0594211	0.00669332	0.00907517	0.0126153	0.0119265	0.0313689	0.0147975	0.00982491	0.0161719	0.0129489	0.0374826	0.0188981	0.0129102	0.03466618	0.06774593	0.18237	0.27386	0.148038	0.260635	0.0582901	0.0768077	34.07212	0.02402192	0.996327	0.999059	1.00094	1.00368	0.0255282	0.0846952	0.225013	0.664764	0.09176785	0.2617684
460	-3.184702	0	-3.184702	18.72302	662663.8	0.0239313	0.0883042	0.0114563	0.19421	0.0147099	0.052786	0.0191523	0.0694499	0.0481286	0.0175982	0.0250379	0.125474	0.0573134	0.0228653	0.00978662	0.0250557	0.00386861	0.0369621	0.05062818	0.00278606	0.2569	0.197817	0.227795	0.217837	0.0695459	0.0301053	19.41958	0.04454664	0.998439	0.999601	1.0004	1.00156	0.00728177	0.0311866	0.0805589	0.880973	0.0473327	0.9411388
470	7.544603	0	7.544603	10.55565	293447.1	0.00890522	0.0572105	0.00371618	0.0212185	0.0875168	0.0193537	0.00261363	0.0542936	0.0182012	0.0165933	0.00150596	0.0344808	0.0344159	0.0105446	0.00980619	0.0187635	0.00160102	0.0116575	0.0212303	-0.0330207	0.182671	0.202104	0.215315	0.0526917	0.180722	0.166497	48.78616	0.1173812	0.997654	0.9994	1.0006	1.00235	0.00374067	0.094417	0.231046	0.670796	0.08436048	1.391424
480	-7.50495	0	-7.50495	11.10596	254581.9	0.0201446	0.0298695	0.0325848	0.0716922	0.191649	0.0616401	0.00489927	0.0413939	0.0819064	0.00897147	0.0137918	0.0365299	0.0879915	0.0142668	0.0687105	0.0154604	0.00116638	0.133676	0.04007997	-0.3055669	0.153635	0.455521	0.0429408	0.0482262	0.129918	0.169759	43.60963	0.3729798	0.997482	0.999355	1.00064	1.00252	0.0129832	0.156335	0.218727	0.611955	0.06741289	5.532766
490	2.636794	0	2.636794	6.759858	815075.2	0.0107273	0.100239	0.0813585	0.0224863	0.00934948	0.0660835	0.0138811	0.0338851	0.135345	0.00148763	0.00420719	0.0945735	0.0485845	0.0520529	0.00114933	0.00241497	0.00644684	0.00676596	0.04041542	0.1258388	0.260209	0.315717	0.0680655	0.112148	0.0304118	0.213449	29.21014	0.02651576	0.998592	0.99964	1.00036	1.00141	0.0517689	0.473367	0.320378	0.154486	0.1523545	0.1740398
500	5.444583	0	5.444583	3.319187	200682.3	0.00934242	0.0143962	0.030205	0.0297565	0.0361258	0.116594	0.1947	0.0768095	0.080803	0.000409988	0.0142744	0.0340397	0.0814337	0.0335232	0.00159041	0.033886	0.0245838	0.0405017	0.07032503	0.04180507	0.108107	0.332391	0.0329327	0.0585204	0.0155223	0.452526	5.189581	0.03150529	0.997164	0.999274	1.00072	1.00284	0.086601	0.336176	0.240362	0.336861	0.07331037	0.4297522
510	-5.867428	0	-5.867428	2.432369	210501.2	0.0489628	0.118024	0.0938824	0.0777087	0.0140582	0.317586	0.0173478	0.0930021	0.0847344	0.0235808	0.176879	0.0643037	0.0720237	0.146623	0.0350461	0.169289	0.164488	0.0487252	0.08935376	-0.2730743	0.112276	0.087898	0.0483068	0.104992	0.0144349	0.632092	3.928189	0.2784234	0.997231	0.999291	1.00071	1.00277	0.170935	0.248028	0.425134	0.155903	0.005349059	52.05091
520	-3.899695	0	-3.899695	3.344831	956376.8	0.0882132	0.0210679	0.0638732	0.0824536	0.0474052	0.180837	0.0277429	0.0438352	0.148657	0.165621	0.0296002	0.0305926	0.054394	0.128104	0.0231041	0.0349392	0.2518	0.00847117	0.09969527	-0.03544051	0.19627	0.347557	0.0181448	0.190657	0.0237322	0.22364	4.188564	0.202041	0.998701	0.999668	1.00033	1.0013	0.301109	0.0569541	0.273031	0.368906	0.1666005	1.212728
530	-25.40863	0	-25.40863	5.979232	223475	0.472025	0.178536	0.378481	0.522138	0.216205	0.404383	0.0334809	0.153113	0.0882419	0.0839676	0.0834674	0.194825	0.0759237	0.0292242	0.220925	0.358932	0.354929	0.244908	0.1885138	-0.07535963	0.409809	0.10971	0.0434141	0.225252	0.0423788	0.169436	6.8937	0.08880418	0.997312	0.999312	1.00069	1.00269	0.176651	0.116626	0.339032	0.367691	0.01344456	6.605214
540	-23.9379	0	-23.9379	7.448702	466061.5	0.0874068	0.083245	0.1538	0.312166	0.447289	0.143053	0.0953284	0.0858654	0.304347	0.0239712	0.0307699	0.114064	0.156991	0.0526913	0.0907389	0.182539	0.332459	0.0819145	0.3263007	0.03204582	0.209541	0.0381182	0.0515884	0.208929	0.33824	0.153584	7.748651	0.02166596	0.998139	0.999524	1.00047	1.00186	0.00439366	0.162772	0.637478	0.195357	0.05371178	0.4033745
550	-27.89789	0	-27.89789	7.522433	179045.3	0.0843268	0.203234	0.401292	0.460401	0.0928471	0.299912	0.123384	0.2976	0.191365	0.142227	0.0873225	0.279263	0.196618	0.0428743	0.35941	0.410439	0.117193	0.0507195	0.1666989	-0.01677662	0.440024	0.078582	0.014326	0.098158	0.227964	0.140946	12.1794	0.0188122	0.996998	0.999231	1.00077	1.00301	0.0164568	0.685157	0.147755	0.150631	0.002035586	9.241663
