Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2050	-3722.161	-3717.224	-4.937231	0.6340239	0.2415071	0.135508	0.177439	0.0248059	0.105192	0.554589	0.187024	0.373509	0.143476	0.0341137	0.363788	0.374029	0.229647	0.662698	0.0363765	0.0609161	0.164469	0.277549	0.00340322	0.1873754	0.0386091	0.0146525	0.55788	0.00413271	0.00595412	0.402306	0.0150749	0.02971234	0.0017393	0.0606288	0.48323	3.4544	0.287939	0.318811	0.127803	0.265447	0.06832144	0.4348905
2060	-3708.202	-3707.179	-1.02285	0.9684068	0.1696942	0.166761	0.0664485	0.0383138	0.0323238	0.199745	0.115663	0.135835	0.164355	0.0304664	0.641142	0.716201	0.105365	0.0970634	0.0339288	0.0301541	0.206995	0.190467	0.0340636	0.1083651	0.009341918	0.0145771	0.540749	0.00159811	0.00423686	0.425431	0.0134077	0.03232503	0.000154697	0.0183208	0.300129	3.6814	0.309681	0.299276	0.12928	0.261763	0.04166694	0.7757955
2070	-3720.366	-3711.047	-9.319316	0.9446845	0.1636125	0.579331	0.0854527	0.0234619	0.0491954	0.256646	0.155242	0.125627	0.493407	0.0501255	0.896689	0.468486	0.269207	0.220225	0.0439823	0.0903794	0.484983	0.246375	0.0414802	0.2138706	0.1778054	0.0102524	0.562549	0.000777407	0.00440767	0.402037	0.0199774	0.008798329	0.000114284	0.0157617	0.282398	3.70173	0.319675	0.303919	0.122536	0.25387	0.1866038	0.04714979
2080	-3727.616	-3713.978	-13.63834	0.7134331	0.1487248	0.334141	0.121617	0.0264396	0.0508627	0.372944	0.159989	0.206258	0.345445	0.0273782	1.23388	0.767422	0.207013	0.163583	0.0512964	0.106407	0.0588252	0.527615	0.974181	0.3068424	0.04103511	0.00494386	0.562537	0.000338557	0.00886277	0.402028	0.0212892	0.06542322	4.90441e-05	0.0103475	0.237976	3.75163	0.302459	0.31522	0.10628	0.276041	0.1064583	0.614543
2090	-3725.528	-3720.505	-5.022498	0.6649181	0.1959804	0.4551	0.104808	0.0889667	0.339432	0.165724	0.148234	0.198856	0.337896	0.0230742	0.502877	0.218015	0.112784	0.246043	0.0392764	0.211849	0.0210578	0.489456	0.176461	0.1711814	-0.09075261	0.00888645	0.557547	0.00193067	0.0044182	0.398462	0.0287564	0.09708178	0.000461052	0.0314892	0.373086	3.59496	0.317152	0.293	0.140061	0.249787	0.006329172	15.33878
2100	-3728.551	-3714.445	-14.10569	0.7565783	0.1734541	0.826176	0.0871809	0.0181562	0.0879906	0.501335	0.25993	0.200384	0.514502	0.00126187	0.596791	1.11946	0.779949	0.0602688	0.0547139	0.0565258	0.314699	0.206344	0.160378	0.3342968	-0.04001696	0.0155793	0.465556	0.00057081	0.00196699	0.48255	0.0337772	0.1026653	0.000184567	0.0199996	0.310945	3.66887	0.311021	0.292541	0.129504	0.266934	0.06264838	1.638755
2110	-3725.543	-3716.632	-8.910682	0.5080387	0.1808603	0.314421	0.194536	0.0407719	0.0727514	0.335108	0.169305	0.236453	0.272479	0.000184202	0.777843	0.318864	0.267947	0.251922	0.0518363	0.250263	0.0798933	0.321188	0.286389	0.1916024	0.2246315	0.0147113	0.500193	0.000403279	0.00282441	0.455667	0.026201	0.05160123	0.00025576	0.0235145	0.331897	3.64433	0.318661	0.293063	0.138746	0.24953	0.2762327	0.1868034
2120	-3730.806	-3715.823	-14.98307	0.4317201	0.1766345	0.230169	0.34514	0.255362	0.167975	0.517967	0.215821	0.351229	0.357038	0.000132387	0.845378	0.641834	0.293761	0.440827	0.0224241	0.137688	0.0930035	0.431179	0.119155	0.2637609	-0.377888	0.0133357	0.519077	0.000400954	0.00583471	0.440795	0.0205567	0.4240902	0.000213037	0.0214757	0.320002	3.65831	0.293567	0.303746	0.119199	0.283489	0.04620218	9.179008
2130	-3719.998	-3711.008	-8.990775	0.6220484	0.17054	0.271426	0.115833	0.0554373	0.117127	0.311473	0.135085	0.3453	0.193803	0.000241264	0.841161	0.406128	0.0752458	0.216458	0.0611291	0.0916862	0.115125	0.657219	0.0215227	0.2529718	-0.3260523	0.0084782	0.515428	0.000120699	0.00401107	0.456947	0.0150148	0.3556567	0.000161074	0.0186921	0.302572	3.67857	0.291449	0.320136	0.124939	0.263476	0.02960446	12.01362
2140	-3716.327	-3711.343	-4.984027	0.6762478	0.1670233	0.259349	0.0939734	0.00443283	0.0324295	0.203048	0.161624	0.132366	0.161275	0.0121717	0.798576	0.147655	0.217429	0.125576	0.111032	0.148839	0.172624	0.210902	0.65308	0.1609542	0.04655242	0.00847717	0.515366	0.000312091	0.00404628	0.451335	0.0204635	0.08064057	0.000135805	0.0171728	0.292377	3.69031	0.290269	0.30916	0.139514	0.261056	0.127193	0.6340017
2150	-3722.786	-3717.48	-5.305849	0.7615349	0.1759389	0.20883	0.113081	0.0426156	0.0322404	0.29816	0.110594	0.170135	0.171388	0.0636813	0.64314	0.118699	0.0412927	0.222657	0.0633493	0.000158646	0.264073	0.419369	0.560078	0.2212071	0.01239226	0.00719438	0.468248	0.000338619	0.0138594	0.489699	0.0206607	0.1257488	0.000206548	0.0211486	0.318028	3.66062	0.294278	0.308238	0.130363	0.267122	0.1381411	0.9102927
2160	-3714.225	-3710.611	-3.614429	0.6178525	0.1978835	0.193717	0.14384	0.0362291	0.15407	0.375655	0.160948	0.230843	0.0840658	0.0508191	0.557673	0.0160607	0.35851	0.0978728	0.0870112	0.0220371	0.0646185	0.399537	0.572999	0.1494692	0.002681802	0.011148	0.522082	0.00283741	0.00470302	0.449366	0.00986341	0.03859792	0.000493383	0.0325635	0.378112	3.58883	0.319846	0.284678	0.131658	0.263818	0.04127973	0.9350334
2170	-3723.342	-3711.182	-12.1599	0.4130871	0.2391454	0.610171	0.185856	0.117671	0.228153	0.506886	0.84413	1.04966	0.470252	0.0222064	0.362619	0.000819154	0.0345433	0.0985113	0.072847	0.126879	0.136862	0.195338	0.336051	0.2542601	0.1132905	0.0140908	0.558307	0.00585034	0.00929604	0.403283	0.00917314	0.0372723	0.00164389	0.0589708	0.478029	3.46136	0.303555	0.294926	0.130852	0.270667	0.1505628	0.2475531
2180	-3724.254	-3713.106	-11.14866	0.2361723	0.2139135	0.25128	0.43828	0.125394	0.265199	1.27647	0.673714	0.547308	0.14392	0.10875	0.421049	0.00206202	0.0793654	0.187438	0.142431	0.0374256	0.0900326	0.277681	0.160101	0.2497111	-0.003435585	0.0126743	0.559949	0.00563169	0.00451145	0.403113	0.0141208	0.07887594	0.000832266	0.042168	0.418986	3.53801	0.308923	0.288614	0.119832	0.282631	0.07544035	1.04554
2190	-3729.995	-3714.215	-15.77973	0.5886779	0.178632	1.10035	0.254212	0.0300159	0.0979199	1.40755	0.427282	1.14679	0.539873	0.04021	0.401521	0.0448392	0.170923	0.119975	0.0852547	0.0318555	0.225885	0.182171	0.384925	0.2973171	-0.03390299	0.00465048	0.551254	0.01724	0.0161008	0.396853	0.0139015	0.05901112	0.000232512	0.0224286	0.325644	3.65169	0.283388	0.321911	0.13455	0.260151	0.02510812	2.35028
2200	-3717.133	-3713.132	-4.000689	0.4305661	0.219713	0.322989	0.209585	0.0487463	0.130707	0.439132	0.272814	0.48913	0.326506	0.0488698	0.583349	0.0802848	0.0160028	0.067419	0.106874	0.184612	0.05563	0.159291	0.192045	0.2308486	-0.04084944	0.0104643	0.533608	0.00789923	0.010017	0.425173	0.012839	0.04890837	0.00098681	0.0458655	0.433128	3.52002	0.299885	0.278955	0.133854	0.287306	0.008058938	6.068836
2210	-3718.392	-3712.34	-6.052608	0.471009	0.1697206	0.52004	0.230672	0.104851	0.201503	0.34487	0.229968	0.28973	0.321422	0.0630805	0.656901	0.0753285	0.106167	0.123873	0.0962893	0.0131238	0.182313	0.254504	0.25467	0.2488162	-0.06841947	0.00671349	0.567835	0.00652662	0.00800056	0.402425	0.00849966	0.08237511	0.000154893	0.0183323	0.300205	3.68131	0.286258	0.315013	0.126816	0.271912	0.01395565	5.902637
2220	-3723.135	-3713.986	-9.149133	0.500682	0.1520047	0.278301	0.17202	0.0275559	0.0463688	0.264295	0.134598	0.126485	0.193378	0.0657578	0.577452	0.732166	0.547703	0.249036	0.117889	0.0320176	0.130621	0.2437	0.241259	0.2075626	0.3656716	0.00622152	0.515742	0.00703083	0.00889223	0.456263	0.00585027	0.007102033	5.9941e-05	0.0114342	0.247865	3.74064	0.297404	0.312298	0.118864	0.271435	0.3727737	0.01905187
2230	-3716.898	-3710.014	-6.884345	0.455825	0.1867211	0.329654	0.168523	0.128555	0.357002	0.356596	0.22229	0.201571	0.1931	0.0701133	0.446617	0.281208	0.512423	0.118479	0.0521419	0.0933629	0.154343	0.2646	0.296444	0.2070696	0.02723722	0.00878239	0.530406	0.0104183	0.0122159	0.430556	0.00762123	0.05564924	0.000325061	0.0264833	0.348123	3.62507	0.301941	0.303795	0.126998	0.267267	0.08288647	0.6713912
2240	-3723.923	-3714.136	-9.78729	0.607515	0.2253602	0.284954	0.176954	0.0310446	0.0333926	0.481865	0.503002	0.329865	0.102162	0.0104016	0.309181	0.470559	0.175629	0.184051	0.126575	0.068593	0.121624	0.286212	0.310237	0.3011074	-0.09374249	0.0163188	0.50768	0.00971286	0.00141158	0.456076	0.00880023	0.2300463	0.00115503	0.0495666	0.446568	3.50271	0.284372	0.30173	0.135503	0.278394	0.1363038	1.687747
2250	-3712.829	-3708.285	-4.544018	0.4607353	0.1906059	0.171705	0.137056	0.0940131	0.317949	0.35116	0.199337	0.194922	0.0918863	0.0134351	0.613553	0.035418	0.0235674	0.219139	0.0464698	0.0985807	0.111229	0.540257	0.312577	0.2203564	-0.1691063	0.012045	0.480729	0.0084581	0.00254865	0.490568	0.00565072	0.18613	0.000377961	0.0285379	0.358699	3.61239	0.309524	0.299658	0.132363	0.258455	0.01702372	10.93357
2260	-3714.799	-3708.523	-6.276254	0.6729023	0.1987198	0.166897	0.0770523	0.127138	0.186122	0.201635	0.109089	0.105954	0.117849	0.0368384	0.400595	0.126498	0.416657	0.341824	0.0245793	0.721469	0.154475	0.197315	0.46416	0.2618022	0.09609552	0.0168606	0.496611	0.00802827	0.0089465	0.465638	0.00391556	0.007952013	0.000508087	0.0330402	0.380308	3.58614	0.292128	0.302513	0.13818	0.267179	0.1040475	0.07642673
2270	-3724.464	-3714.291	-10.1725	0.7491292	0.2016895	0.573536	0.0845539	0.0447097	0.150371	0.177453	0.124107	0.141485	0.119097	0.0500878	0.864664	0.0854053	0.105555	0.210355	0.0598857	0.478149	0.225506	0.300322	0.154636	0.2179646	-0.3516299	0.0178165	0.474935	0.00161388	0.00801515	0.492257	0.00536253	0.4548105	0.000562828	0.0347558	0.388053	3.57663	0.294016	0.311362	0.123653	0.270969	0.1031805	4.407909
2280	-3716.886	-3710.709	-6.176738	0.6595168	0.204477	0.212317	0.121279	0.110073	0.0924715	0.404884	0.116719	0.26401	0.143501	0.0336105	0.407404	0.645405	0.0379048	0.253915	0.0727231	0.212104	0.204022	0.256537	0.268991	0.284789	-0.05750534	0.0182839	0.487395	0.00649752	0.00504757	0.473923	0.00885365	0.07647557	0.000617886	0.0363975	0.395241	3.56774	0.317268	0.296278	0.120092	0.266362	0.01897024	4.031346
2290	-3724.189	-3712.551	-11.63812	0.4157736	0.1912817	0.20196	0.175551	0.0556404	0.255373	0.424192	0.353829	0.486426	0.120809	0.0338142	0.692896	0.604917	0.0389749	0.0853323	0.0893767	0.307861	0.0572224	0.462526	0.282165	0.3311562	-0.260005	0.0162283	0.61682	0.00558819	0.00567469	0.348582	0.00710637	0.2610292	0.000387763	0.0289021	0.360523	3.61019	0.296217	0.295197	0.123674	0.284912	0.001024228	254.8546
2300	-3725.251	-3710.639	-14.61228	0.7392436	0.2021013	0.596163	0.148756	0.156566	0.552942	0.850859	0.374283	0.54843	0.245281	0.0951241	0.61991	0.309881	0.0748645	0.0630139	0.0276022	0.0478305	0.0503414	0.225838	0.164069	0.1660716	0.1482197	0.0101916	0.538447	0.00617836	0.00406367	0.431837	0.00928273	0.07894316	0.000570734	0.0349965	0.38912	3.57531	0.299913	0.289044	0.120634	0.290409	0.2271628	0.3475179
2310	-3709.173	-3705.533	-3.639288	0.7411022	0.2339372	0.330882	0.0949427	0.00968856	0.0257159	0.530944	0.166719	0.317555	0.239813	0.0474027	0.806855	0.287951	0.0372706	0.0776055	0.119669	0.12684	0.0338705	0.442477	0.00755857	0.1944068	0.002494523	0.0155904	0.50965	0.00758695	0.00255449	0.456303	0.00831511	0.03408468	0.00144574	0.0553605	0.466366	3.47683	0.291535	0.302869	0.13585	0.269746	0.0365792	0.9318049
2320	-3716.949	-3709.189	-7.76059	0.5759591	0.2079525	0.437056	0.142846	0.0317002	0.076623	0.159084	0.0964922	0.109767	0.361655	0.0438478	0.63041	0.14835	0.172779	0.467791	0.0984598	0.37754	0.0306877	0.344694	0.27035	0.1245015	0.04176477	0.0170662	0.495527	0.00395734	0.00282103	0.476155	0.0044738	0.003993145	0.000691703	0.0384856	0.404093	3.55673	0.2939	0.307566	0.134575	0.263959	0.04575792	0.08726676
2330	-3717.081	-3719.174	2.093172	0.7877865	0.2100226	0.184635	0.0816698	0.0512612	0.084272	0.239779	0.130721	0.114959	0.158758	0.0479372	0.402551	0.0666353	0.0174105	0.139337	0.0339575	0.0748716	0.144478	0.190472	0.392157	0.1917287	0.02967467	0.0204808	0.528555	0.00429257	0.000553623	0.441582	0.00453661	0.02976678	0.000738479	0.0397502	0.409306	3.55021	0.303909	0.290136	0.156119	0.249836	0.05944145	0.5007748
2340	-3725.34	-3709.355	-15.9853	0.5735961	0.1995527	1.21647	0.119971	0.171905	0.46038	0.165782	0.115424	0.155227	1.04212	0.050053	0.544009	0.227708	0.359255	0.407531	0.0716975	0.277437	0.0306863	0.140289	0.322329	0.4169327	0.1514324	0.0173974	0.544055	0.00519476	0.000899201	0.428173	0.00428053	0.02753868	0.000523041	0.0335178	0.38249	3.58347	0.290172	0.324803	0.136156	0.248869	0.1789711	0.1538722
2350	-3714.639	-3707.871	-6.768232	0.7466485	0.1782695	0.277229	0.115553	0.144793	0.521129	0.196147	0.117737	0.156306	0.405032	0.0466542	0.683424	0.0323006	0.14374	0.141057	0.0433958	0.0756277	0.0930988	0.26395	0.543095	0.2143382	-0.08715411	0.0152917	0.540211	0.00911343	0.00185337	0.425147	0.00838344	0.1582325	0.000228883	0.0222542	0.324623	3.65289	0.286305	0.320054	0.131883	0.261757	0.07107841	2.226168
2360	-3714.98	-3711.213	-3.767267	0.5528475	0.1789689	0.449034	0.20114	0.0264646	0.0582319	0.255801	0.195563	0.137795	0.309375	0.0487677	0.747478	0.122799	0.0738128	0.305934	0.225951	0.0308261	0.0900741	0.239855	0.163928	0.2095971	-0.03922283	0.014664	0.529874	0.00771288	0.00495087	0.43706	0.00573906	0.06367478	0.000235923	0.0225912	0.326593	3.65058	0.308913	0.304453	0.130725	0.255909	0.02445195	2.604078
2370	-3727.281	-3716.761	-10.51982	0.470257	0.1746709	0.309374	0.269923	0.112316	0.14613	0.538712	0.144194	0.370453	0.111097	0.0855034	0.401238	0.151887	0.0266948	0.847577	0.0818629	0.0713649	0.102997	0.455778	0.332993	0.2573562	-0.2058756	0.0191055	0.497244	0.00422458	0.00247965	0.465178	0.0117682	0.2737083	0.000195101	0.0205584	0.31442	3.66483	0.283663	0.327885	0.134519	0.253933	0.06783264	4.035053
2380	-3719.91	-3715.605	-4.304856	0.4822452	0.1960949	0.363278	0.219379	0.0511954	0.0640135	0.437656	0.26497	0.229269	0.299303	0.0956298	0.425154	0.351817	0.0746883	0.00824714	0.209111	0.131887	0.00653899	0.0963273	0.353392	0.225233	-0.07544758	0.0166229	0.484001	0.00172018	0.000762506	0.484885	0.0120086	0.098731	0.000462955	0.0315535	0.373389	3.59459	0.317574	0.291808	0.120826	0.269791	0.02328341	4.240401
2390	-3721.948	-3711.078	-10.86992	0.4835931	0.201692	0.195588	0.152958	0.0939677	0.135242	0.357372	0.161461	0.242143	0.289281	0.0586136	0.702129	0.416648	0.17046	0.323979	0.0851957	0.657326	0.0980383	0.129598	0.631611	0.260651	-0.07517222	0.00705073	0.503283	0.00680386	0.000457587	0.470746	0.0116584	0.158821	0.000562876	0.0347573	0.38806	3.57662	0.298022	0.291351	0.13066	0.279967	0.08364879	1.898665
2400	-3711.407	-3711.162	-0.2453489	0.7025661	0.1703846	0.13513	0.107688	0.0181985	0.0435444	0.194355	0.119619	0.235351	0.148284	0.0499752	0.417225	0.128075	0.193194	0.0630116	0.124681	0.101124	0.253544	0.32874	0.51807	0.140361	0.00219712	0.0134414	0.498406	0.0066944	0.000321361	0.468765	0.0123715	0.005345555	0.000159888	0.0186236	0.302124	3.67909	0.317423	0.270047	0.131336	0.281194	0.007542675	0.7087081
2410	-3719.77	-3714.671	-5.099463	0.5541513	0.1805638	0.15383	0.156016	0.241092	0.389469	0.396596	0.141542	0.243395	0.199061	0.048889	0.496697	0.0319684	0.145817	0.231185	0.0595972	0.125531	0.116594	0.301107	0.152158	0.2353957	-0.1533635	0.0112508	0.509571	0.00322358	0.000382897	0.455854	0.0197173	0.1743851	0.000252572	0.0233686	0.331067	3.64531	0.316803	0.287987	0.131186	0.264024	0.0210216	8.295517
2420	-3719.237	-3718.253	-0.9833374	0.6481219	0.1848342	0.186374	0.115852	0.0598396	0.0873391	0.219355	0.142378	0.158997	0.124544	0.0430198	0.408387	0.352068	0.344367	0.0304878	0.089502	0.0716786	0.0624398	0.227032	0.112429	0.2044962	-0.05528658	0.0127905	0.579306	0.00366473	0.000563139	0.388093	0.0155826	0.1337547	0.000301413	0.02551	0.342934	3.63125	0.326747	0.300219	0.131162	0.241873	0.0784681	1.704574
2430	-3721.601	-3712.251	-9.349969	0.7240546	0.1731118	0.213861	0.155155	0.0405527	0.0268399	0.358316	0.255322	0.23941	0.228872	0.0579646	0.845704	0.458542	0.352531	0.0375299	0.0867406	0.0745903	0.0637631	0.543419	0.249559	0.3331746	0.005599468	0.00909084	0.506506	0.00534158	0.000630731	0.46383	0.014601	0.07188083	0.000181682	0.0198438	0.309965	3.67001	0.319159	0.308734	0.11242	0.259688	0.07748029	0.9277304
2440	-3712.626	-3709.273	-3.35337	0.727426	0.1626936	0.271188	0.101592	0.0120731	0.0331226	0.211544	0.139113	0.120947	0.116476	0.0394399	0.529287	0.190587	0.0160391	0.130642	0.0834747	0.385773	0.0975513	0.237023	0.491971	0.1677921	0.1354741	0.0153211	0.528075	0.000995527	0.000840406	0.438589	0.0161791	0.081755	0.000108959	0.0153922	0.279695	3.7048	0.31311	0.29006	0.137006	0.259824	0.2172291	0.3763538
2450	-3711.194	-3712.804	1.609687	0.7898212	0.2091122	0.116459	0.0764112	0.0354534	0.0412938	0.253261	0.134285	0.173786	0.126739	0.0364451	0.456392	0.0152469	0.0321698	0.0914173	0.0743458	0.0941888	0.0561966	0.167755	0.652335	0.1967188	0.06876369	0.0161889	0.557987	0.00134581	0.000205687	0.407177	0.0170955	0.006543958	0.000717644	0.0391922	0.407018	3.55307	0.300756	0.282225	0.145369	0.27165	0.07530765	0.08689632
2460	-3723.842	-3715.313	-8.528062	0.759815	0.2309625	0.161161	0.123818	0.209818	0.337184	0.357169	0.138276	0.187644	0.13161	0.0611113	0.573965	0.0298232	0.166375	0.0666866	0.033428	0.155808	0.0200212	0.469366	0.84451	0.163157	0.02661232	0.0151504	0.412898	0.00180458	0.00312882	0.545979	0.0210383	0.1365179	0.00133998	0.0533288	0.459583	3.48575	0.288002	0.323034	0.130503	0.258461	0.1631302	0.8368646
2470	-3714.944	-3710.168	-4.776542	0.7222142	0.1866659	0.331852	0.113997	0.0571309	0.0563508	0.259074	0.123633	0.152358	0.155471	0.0437165	0.648858	0.37348	0.085911	0.0580824	0.0888868	0.214822	0.444623	0.374957	0.29255	0.2550081	0.01394721	0.0118069	0.477848	0.00611886	0.00272875	0.485423	0.0160744	0.004016781	0.000324349	0.0264545	0.347972	3.62525	0.310808	0.296004	0.137959	0.255229	0.01796399	0.2236018
2480	-3715.902	-3708.01	-7.891695	0.8115285	0.1695559	0.200153	0.0999272	0.0233168	0.125772	0.539338	0.105092	0.366582	0.196141	0.0163504	0.581407	0.481546	0.0283554	0.105475	0.0461556	0.14972	0.216945	0.306623	0.67565	0.3106686	-0.03223471	0.0126532	0.559488	0.00655747	0.00265204	0.409739	0.00891006	0.04906566	0.000153672	0.0182604	0.299729	3.68186	0.275371	0.314228	0.138246	0.272155	0.01683096	2.915204
2490	-3715.76	-3708.339	-7.421356	0.8494839	0.2025083	0.262613	0.0907719	0.00936386	0.0337916	0.449854	0.300828	0.348732	0.163834	0.0622411	0.578296	0.115598	0.253036	0.0600466	0.168185	0.0285511	0.16496	0.345175	0.433416	0.2960614	-0.07832207	0.0132398	0.558193	0.00654229	0.00257924	0.40879	0.0106557	0.1275344	0.000578627	0.035235	0.390173	3.57401	0.311723	0.280955	0.142281	0.265042	0.04921234	2.591513
2500	-3712.908	-3707.682	-5.225758	0.4892641	0.1684154	0.432403	0.184804	0.0220482	0.0524161	0.371743	0.150079	0.255222	0.274701	0.0802365	0.495195	0.0585119	0.0780091	0.0890926	0.249717	0.359763	0.152063	0.256537	0.482346	0.2508324	-0.007558364	0.0127335	0.536844	0.00623846	0.00512351	0.428812	0.0102482	0.008724181	0.000145419	0.0177664	0.296424	3.68566	0.294493	0.301052	0.13027	0.274186	0.001165816	7.483323
2510	-3717.537	-3711.524	-6.013558	0.6572973	0.1923558	0.234896	0.136865	0.0406321	0.0636478	0.302584	0.241039	0.269648	0.263703	0.0521005	0.554064	0.280924	0.20942	0.0420405	0.0633234	0.347933	0.0667927	0.273985	0.475834	0.1846592	0.03621369	0.0129593	0.531968	0.00942201	0.004364	0.430856	0.01043	0.07964222	0.000403718	0.0294852	0.363414	3.6067	0.311561	0.273094	0.129889	0.285456	0.1158559	0.6874247
2520	-3721.674	-3713.615	-8.059281	0.5607572	0.1834006	0.314842	0.150424	0.12778	0.162528	0.509151	0.177528	0.375385	0.0920931	0.0302288	0.520212	0.185226	0.128333	0.0205992	0.0714941	0.143172	0.0446171	0.180522	0.777572	0.1768132	-0.1015212	0.00876762	0.528508	0.00930946	0.00817174	0.428054	0.0171894	0.2194988	0.000284306	0.0247815	0.338969	3.63596	0.285931	0.29829	0.151442	0.264337	0.1179776	1.860513
2530	-3720.419	-3712.829	-7.590299	0.8261815	0.18414	0.190634	0.0677443	0.437878	0.366869	0.14135	0.0917215	0.0951164	0.173084	0.0387207	0.440402	0.425405	0.118032	0.066841	0.0270902	0.480115	0.306343	0.207874	0.171345	0.1752431	0.3459048	0.00902145	0.5272	0.00322625	0.00241939	0.440446	0.017687	0.0013758	0.000293038	0.025156	0.341017	3.63353	0.303145	0.299882	0.134198	0.262776	0.3472806	0.003961638
2540	-3719.148	-3710.957	-8.190915	0.6528599	0.2231851	0.17264	0.10184	0.101518	0.184699	0.613185	0.202718	0.351532	0.110224	0.0343702	0.485051	0.0471246	0.211252	0.143907	0.0351889	0.0188771	0.183854	0.612093	0.39148	0.1391734	-0.05280228	0.010678	0.568017	0.00511729	0.00170573	0.402609	0.0118727	0.1375749	0.00108811	0.0481298	0.44143	3.50935	0.302707	0.30496	0.124917	0.267416	0.08477266	1.622869
2550	-3723.897	-3710.907	-12.99042	0.4612154	0.1784183	0.124754	0.185455	0.043087	0.0770799	0.790381	0.273582	0.505104	0.134244	0.0205806	0.737107	0.205067	0.345758	0.180291	0.110542	0.000290972	0.303706	0.448784	0.473807	0.2008475	0.2795569	0.0111278	0.562875	0.00235783	0.00133103	0.409089	0.0132197	0.05380878	0.000230368	0.0223257	0.325042	3.6524	0.302801	0.293842	0.130657	0.2727	0.3333657	0.1614107
2560	-3721.101	-3716.523	-4.578002	0.5206181	0.1837585	0.211588	0.251085	0.168302	0.337894	0.42276	0.226323	0.218734	0.254696	0.0568667	0.493231	0.0149416	0.212701	0.0900373	0.0205128	0.376934	0.0729621	0.0798284	0.404788	0.2131152	-0.02792742	0.0116452	0.589049	0.00706657	0.00331768	0.375087	0.0138345	0.04171265	0.000288509	0.0249625	0.339961	3.63479	0.314583	0.294316	0.121004	0.270097	0.01378523	3.025893
2570	-3719.476	-3712.745	-6.730606	0.4987981	0.1929606	0.139844	0.175767	0.0199292	0.0418303	0.571312	0.166723	0.417988	0.0812245	0.0466877	0.581223	0.0929294	0.0911438	0.118456	0.428965	0.169528	0.124955	0.0724492	0.773611	0.1487499	0.03163743	0.00821082	0.550162	0.0118415	0.000232573	0.418051	0.0115016	0.009039656	0.000412908	0.0298157	0.365037	3.60473	0.314584	0.285159	0.119762	0.280495	0.04067709	0.2222297
2580	-3723.665	-3708.368	-15.29776	0.3802834	0.1862919	0.191125	0.141786	0.111346	0.314232	0.371638	0.219863	0.269662	0.144792	0.0154258	0.438413	0.228529	0.631923	0.192605	0.0820941	0.257011	0.344217	0.384045	1.0282	0.3101799	0.4205943	0.00998777	0.508124	0.0107908	0.000285159	0.461352	0.00945967	0.03927155	0.000319567	0.0262604	0.346946	3.62647	0.281555	0.304104	0.148635	0.265707	0.4598658	0.08539785
2590	-3721.923	-3709.909	-12.01344	0.7070925	0.1835979	0.351808	0.0779792	0.158024	0.25742	0.507115	0.218767	0.189345	0.337302	0.0381815	0.875276	0.0364996	0.0729273	0.106752	0.0284823	0.111122	0.532279	0.322851	0.441062	0.2917276	0.07170957	0.013507	0.50394	0.010702	0.000577976	0.457554	0.0137192	0.1641767	0.000286617	0.0248812	0.339516	3.63532	0.30012	0.30025	0.137324	0.262307	0.2358863	0.6959994
2600	-3723.824	-3716.035	-7.788851	0.6391222	0.2267234	0.561917	0.115313	0.0639893	0.0531942	0.356935	0.163554	0.242687	0.440831	0.0417756	0.596711	0.257012	0.273084	0.100963	0.129665	0.17714	0.300083	0.242566	0.0576992	0.1935573	-0.118965	0.0142043	0.514206	0.0163482	0.00114026	0.441106	0.0129953	0.1836895	0.00119835	0.050474	0.449764	3.49856	0.302885	0.294536	0.136703	0.265875	0.06472452	2.83802
2610	-3721.176	-3716.136	-5.039827	0.737647	0.1739692	0.611484	0.0983465	0.0663957	0.154885	0.507244	0.125428	0.237383	0.0551002	0.0512247	0.467826	0.411409	0.0723389	0.105352	0.0380332	0.263201	0.0274488	0.138401	0.259685	0.1573977	-0.1002262	0.0130398	0.472051	0.0150079	0.00587145	0.48338	0.0106496	0.143161	0.000188973	0.0202352	0.312418	3.66716	0.289026	0.310234	0.140283	0.260456	0.04293478	3.334382
2620	-3709.747	-3708.089	-1.658465	0.6747162	0.1868936	0.303996	0.0923069	0.0128773	0.0481865	0.337571	0.159544	0.201351	0.196437	0.0465597	0.515717	0.273579	0.166031	0.163011	0.0953219	0.0860716	0.0403771	0.183558	0.340378	0.1556302	-0.1006886	0.0101896	0.459098	0.00661422	0.00591181	0.504866	0.0133194	0.1104227	0.000327287	0.026573	0.348596	3.6245	0.292169	0.303292	0.138105	0.266434	0.009734101	11.34391
