Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
10970	-3723.973	-3711.927	-12.04556	0.2565529	0.1866227	0.303344	0.203823	0.05291	0.17563	0.813266	0.277845	0.537864	0.0721596	0.129578	0.526822	0.429249	0.254747	0.355308	0.148547	0.314618	0.256419	0.340393	0.0832492	0.3322106	0.09579514	0.0174805	0.566755	0.000802885	0.00134562	0.406473	0.00714336	0.02737622	0.000323795	0.0264321	0.347853	3.62539	0.295141	0.315058	0.130177	0.259624	0.1231714	0.2222612
10980	-3730.183	-3712.462	-17.72143	0.2726554	0.1833914	0.531775	0.313054	0.0607776	0.0675216	0.640918	0.488679	0.499106	0.455999	0.173255	0.607251	0.287209	0.0755232	0.228315	0.485183	0.611065	0.3118	0.265073	0.135156	0.4701183	-0.04313218	0.00922984	0.537542	0.00469729	0.0054583	0.43588	0.00719264	0.1362256	0.000284199	0.0247769	0.338944	3.63599	0.279758	0.301162	0.13679	0.28229	0.09309342	1.463322
10990	-3725.59	-3718.014	-7.575887	0.4057249	0.2045874	0.198269	0.166416	0.0873932	0.152908	0.419219	0.214345	0.349825	0.653129	0.0975331	0.614512	0.152329	0.167695	0.267727	0.101425	0.265942	0.0220304	0.236981	0.353137	0.1963715	-0.01371777	0.0106138	0.460464	0.0106787	0.00657434	0.501237	0.0104318	0.03504889	0.000620141	0.0364632	0.395524	3.56739	0.308811	0.309691	0.127464	0.254035	0.02133112	1.643087
11000	-3712.723	-3708.018	-4.704223	0.3698515	0.1733187	0.33236	0.238083	0.0176759	0.0858731	0.581809	0.26816	0.323436	0.203495	0.0639592	0.526479	0.242781	0.0961221	0.230574	0.172542	0.188465	0.0223107	0.243599	0.0272245	0.2593412	0.00469897	0.00971777	0.569485	0.00490786	0.00534609	0.404111	0.00643263	0.003865534	0.000183422	0.0199379	0.310558	3.66932	0.310876	0.298509	0.133348	0.257267	0.008564504	0.4513436
11010	-3716.717	-3711.278	-5.438832	0.5521607	0.2277451	0.237101	0.0787575	0.139485	0.149319	0.372513	0.170553	0.217058	0.163303	0.047465	0.561593	0.292287	0.190943	0.0821693	0.0754701	0.15514	0.041445	0.333426	0.185492	0.2517217	0.1839271	0.00982623	0.575841	0.00676538	0.00663031	0.392015	0.008922	0.03553493	0.00123152	0.0511575	0.452147	3.49546	0.323066	0.297186	0.118892	0.260857	0.219462	0.1619184
11020	-3725.442	-3720.876	-4.566137	0.4595955	0.1810639	0.232834	0.144311	0.159926	0.263199	0.52935	0.252516	0.413732	0.0618607	0.0375825	0.48801	0.0805943	0.140711	0.0912393	0.0695527	0.0583395	0.0294615	0.3521	0.493227	0.2351615	0.03091502	0.0104676	0.60736	0.0175883	0.0138599	0.344479	0.0062451	0.0003835493	0.000257967	0.0236149	0.332466	3.64366	0.295357	0.299097	0.115736	0.289809	0.03129857	0.01225453
11030	-3721.387	-3714.115	-7.272358	0.4395503	0.1959496	0.227214	0.127796	0.214753	0.207938	0.269358	0.167814	0.216735	0.0780863	0.078547	0.379602	0.0550734	0.206517	0.144662	0.0617847	0.29621	0.0269502	0.353418	0.202618	0.3208065	0.1276174	0.00927441	0.592568	0.0154124	0.00628825	0.369407	0.00704998	0.08342842	0.000460542	0.0314719	0.373004	3.59506	0.289973	0.311143	0.114404	0.28448	0.2110458	0.3953096
11040	-3723.016	-3716.492	-6.523597	0.5221091	0.1756208	0.254253	0.0909214	0.0324944	0.0721194	0.297636	0.22663	0.114898	0.125427	0.0949035	0.43594	0.242012	0.131235	0.234328	0.0867817	0.450744	0.00501227	0.249607	0.52982	0.1522859	0.08750556	0.0072086	0.533861	0.0101564	0.00241207	0.438003	0.00835911	0.1189456	0.000203631	0.0209998	0.317124	3.66167	0.314266	0.307502	0.11501	0.263223	0.2064512	0.5761441
11050	-3722.73	-3713.516	-9.2138	0.5872031	0.1696473	0.744146	0.147079	0.0396073	0.0408983	0.752602	0.215389	0.169896	0.333436	0.0250926	0.888826	0.477147	0.155621	0.176422	0.0780308	0.0552412	0.0539453	0.188861	0.312064	0.2464265	0.01209311	0.00664013	0.535654	0.0101905	0.000217189	0.439474	0.00782403	0.0394317	0.000154349	0.0183003	0.299993	3.68155	0.298834	0.309986	0.12446	0.26672	0.0515248	0.7652954
11060	-3721.024	-3712.679	-8.345192	0.7805162	0.1898629	0.227695	0.0710741	0.0704377	0.0708369	0.587032	0.160807	0.216707	0.154171	0.0204043	0.452325	0.269787	0.118845	0.0401771	0.033364	0.149739	0.119213	0.314514	0.534189	0.2280691	-0.09207106	0.0116829	0.573895	0.00918051	0.000323984	0.395916	0.00900136	0.3097924	0.000367393	0.0281397	0.356687	3.61481	0.314482	0.29444	0.11927	0.271808	0.2177214	1.422885
11070	-3724.252	-3715.928	-8.323596	0.5902804	0.1670992	0.255687	0.155615	0.023027	0.124052	0.374356	0.185397	0.182717	0.0732353	0.00921482	0.694196	0.477812	0.157831	0.323536	0.0623958	0.173494	0.193704	0.619689	0.213579	0.3017086	0.08807515	0.00847816	0.598186	0.00847294	0.00097325	0.363161	0.0207286	0.0177428	0.000136316	0.0172049	0.292598	3.69006	0.300776	0.298661	0.141721	0.258842	0.1058179	0.1676729
11080	-3716.762	-3709.603	-7.158493	0.9176206	0.1631004	0.543313	0.0667957	0.0147562	0.120435	0.247033	0.118255	0.157816	0.356073	0.0205001	0.731161	0.772061	0.0510818	0.165508	0.0247071	0.0964963	0.176469	0.219844	0.0513902	0.2045731	0.2601849	0.0076021	0.588606	0.0161023	0.0053822	0.375624	0.00668366	0.01713279	0.000111292	0.0155552	0.280892	3.70344	0.279311	0.316627	0.125989	0.278073	0.2773177	0.06178037
11090	-3718.967	-3711.407	-7.560274	0.4923114	0.1729024	0.331261	0.169427	0.0208656	0.0585135	0.31074	0.257012	0.303188	0.697511	0.0652724	0.619778	0.461384	0.141004	0.0225209	0.150405	0.0728245	0.0129507	0.266677	0.0950313	0.2039148	0.04373125	0.00499074	0.59391	0.0110497	0.00504401	0.379009	0.00599665	0.1321776	0.000179934	0.0197487	0.309365	3.67071	0.32302	0.284793	0.118875	0.273313	0.1759089	0.7513982
11100	-3721.628	-3710.102	-11.52515	0.3427714	0.1424949	0.330248	0.152282	0.065161	0.0998199	0.435037	0.15498	0.320238	0.148873	0.0537448	0.783977	0.196994	0.508222	0.330051	0.242541	0.204175	0.00825448	0.216107	0.678444	0.1794165	-0.08975331	0.00743599	0.559951	0.00751883	0.00545882	0.410178	0.00945741	0.1410158	3.26596e-05	0.00845098	0.219088	3.77243	0.306771	0.311372	0.134085	0.247772	0.05126254	2.750855
11110	-3712.322	-3709.661	-2.661532	0.7070136	0.1799403	0.19952	0.164108	0.04354	0.100245	0.190051	0.115038	0.13325	0.222278	0.043699	0.580673	0.849913	0.0895747	0.129935	0.149027	0.0249084	0.0388162	0.271971	0.162734	0.1672169	0.07414503	0.00903113	0.561254	0.0061449	0.0105833	0.411132	0.00185423	0.001309318	0.000245963	0.0230632	0.329321	3.64737	0.300377	0.299104	0.124923	0.275596	0.07545435	0.01735245
11120	-3718.162	-3708.603	-9.559235	0.8270851	0.1494535	0.270174	0.0853065	0.467132	0.386698	0.156881	0.077973	0.106308	0.122943	0.0360244	1.1068	0.340313	0.158303	0.188421	0.0494211	0.0618398	0.054458	0.583325	0.0928156	0.1614866	-0.1520697	0.0152913	0.57218	0.00565811	0.00559828	0.399382	0.00189033	0.1916696	5.13189e-05	0.0105837	0.240177	3.74919	0.301628	0.300024	0.133706	0.264642	0.0395999	4.840154
11130	-3716.411	-3711.04	-5.370802	0.711661	0.1701767	0.219765	0.0925094	0.204893	0.174708	0.189836	0.101399	0.142343	0.147937	0.0221795	0.623987	0.498837	0.523633	0.0876915	0.0207218	0.12911	0.0395846	0.618792	0.157617	0.2167855	-0.005219066	0.017764	0.580797	0.00400452	0.00204752	0.393549	0.00183741	0.04503363	0.000158311	0.0185322	0.301524	3.67979	0.27845	0.313407	0.139313	0.26883	0.03981457	1.131084
11140	-3716.254	-3710.792	-5.461324	0.7244861	0.1659913	0.196259	0.115196	0.0909468	0.127312	0.210733	0.099037	0.154416	0.0514348	0.0170622	0.550737	0.582906	0.0747913	0.155118	0.0584229	0.187525	0.110305	0.55582	0.276418	0.1562288	0.05187417	0.0154081	0.556487	0.00466968	0.00838865	0.409798	0.00524956	0.1048713	0.000128994	0.0167393	0.289366	3.69377	0.283996	0.306532	0.126082	0.28339	0.1567455	0.6690547
11150	-3718.724	-3710.005	-8.719747	0.7519161	0.1890245	0.394071	0.0871459	0.0168179	0.015566	0.260317	0.140067	0.205851	0.321474	0.0243665	0.794888	0.257533	0.240845	0.0297141	0.260099	0.263966	0.350598	0.199157	0.199286	0.1654573	-0.04501845	0.0145377	0.586044	0.00717012	0.00306566	0.384071	0.00511158	0.1860206	0.000355727	0.0276933	0.354411	3.61754	0.291165	0.333158	0.119181	0.256497	0.1410021	1.319275
11160	-3714.155	-3708.168	-5.986634	0.4946528	0.2041676	0.427796	0.146238	0.0257467	0.0608002	0.320437	0.264925	0.155678	0.187663	0.0433734	0.687633	0.0985903	0.201753	0.0743958	0.232843	0.485949	0.0662218	0.346955	0.123627	0.2325695	-0.1348295	0.0170798	0.548794	0.00778426	0.00467768	0.416968	0.00469713	0.1479876	0.000611595	0.0362139	0.394447	3.56873	0.269871	0.314161	0.133559	0.282409	0.01315801	11.24695
11170	-3725.391	-3712.741	-12.64993	0.4381651	0.1818373	0.36089	0.236642	0.0137763	0.0915752	0.388348	0.198939	0.1571	0.116382	0.028271	0.515483	0.572284	0.111793	0.247371	1.21287	0.0971177	0.114141	0.246836	0.448807	0.2188832	-0.1665627	0.0117822	0.528556	0.00461498	0.00439828	0.440452	0.0101963	0.2317511	0.000266477	0.0239982	0.334624	3.64111	0.282333	0.304378	0.131946	0.281343	0.06518844	3.555095
11180	-3728.443	-3712.093	-16.35029	0.2345829	0.1456896	0.300092	0.341065	0.100329	0.133993	0.963693	0.52978	0.426579	0.15647	0.0224236	1.45728	0.313865	0.182439	0.898023	0.189195	0.239087	0.0584779	0.423204	0.162432	0.3478435	-0.0544154	0.0136056	0.522958	0.00852039	0.00211212	0.448028	0.00477609	0.06646335	4.04062e-05	0.00939598	0.228788	3.76178	0.293955	0.280042	0.154525	0.271478	0.01204795	5.516569
11190	-3722.304	-3710.753	-11.55079	0.3055641	0.1651862	0.208221	0.266998	0.116426	0.157513	0.5658	0.293088	0.401943	0.190688	0.0678617	0.860341	0.2517	0.616588	0.146082	0.147748	0.159572	0.395092	0.0901254	0.250324	0.2882025	-0.02795643	0.00803966	0.559142	0.00462143	0.000518767	0.422572	0.00510656	0.110224	0.000123863	0.016405	0.287013	3.69646	0.320618	0.291574	0.125386	0.262422	0.08226752	1.339823
11200	-3714.087	-3710.073	-4.014198	0.3864913	0.1654294	0.242643	0.246099	0.0540979	0.1161	0.504665	0.231516	0.246557	0.163701	0.0670255	0.621546	0.0914178	0.262294	0.0400899	0.136156	0.236163	0.0117277	0.341068	0.153555	0.2170306	-0.03909693	0.0154415	0.534347	0.00326992	0.000456685	0.439326	0.00715879	0.05303935	0.000125397	0.0165056	0.287724	3.69564	0.3187	0.289905	0.122724	0.268671	0.01394243	3.804169
11210	-3716.774	-3710.118	-6.656363	0.4954387	0.1726591	0.150375	0.114988	0.167008	0.298491	0.328091	0.257901	0.210775	0.115611	0.0792591	0.586652	0.26093	0.204348	0.0110852	0.0633454	0.165478	0.0304563	0.54836	0.506992	0.2605016	-0.03378121	0.0131292	0.548771	0.00272556	0.00164056	0.413263	0.02047	0.0758604	0.000177918	0.0196386	0.308668	3.67152	0.296339	0.325959	0.123186	0.254516	0.04207919	1.802801
11220	-3713.89	-3709.971	-3.919016	0.5706505	0.1711493	0.10132	0.12526	0.185453	0.399134	0.305427	0.178532	0.195743	0.157936	0.0847218	0.517978	0.140704	0.187965	0.179971	0.0357375	0.166309	8.41221e-05	0.238977	0.494088	0.152655	-0.02498205	0.00642464	0.591269	0.00272047	0.00522906	0.372301	0.0220552	0.04400877	0.000165789	0.0189619	0.304329	3.67654	0.29926	0.303758	0.128556	0.268425	0.01902672	2.312998
11230	-3724.042	-3714.791	-9.25081	0.4620579	0.1717574	0.304082	0.159366	0.0670099	0.196316	0.502874	0.164729	0.374006	0.143525	0.0773182	0.631738	0.363172	0.208274	0.0858124	0.0924879	0.126692	0.0324709	0.126797	0.474206	0.335882	-0.1670813	0.00779692	0.566931	0.00170172	0.00506679	0.391104	0.0273994	0.1815056	0.000170597	0.019233	0.306079	3.67452	0.28404	0.320872	0.135043	0.260046	0.01442428	12.58334
11240	-3718.743	-3713.394	-5.348753	0.4309929	0.2045836	0.201087	0.274167	0.051485	0.282927	0.668095	0.373836	0.51276	0.177693	0.049363	0.39055	0.134388	0.202359	0.0448101	0.0601416	0.0653366	0.0128494	0.269894	0.12495	0.2291526	0.09775489	0.0144935	0.572345	0.000364221	0.00603482	0.383902	0.0228599	0.01694592	0.000620063	0.0364609	0.395514	3.5674	0.315206	0.305646	0.117811	0.261337	0.1147008	0.1477402
11250	-3725.087	-3714.73	-10.35696	0.4382018	0.2080256	0.277043	0.222657	0.0981762	0.215663	0.76395	0.407036	0.649357	0.112985	0.0771577	0.75028	0.105372	0.0999701	0.0598911	0.0572205	0.0806873	0.150569	0.215875	0.460467	0.2178273	0.08249084	0.0173916	0.481569	0.00345876	0.00691599	0.478503	0.012162	0.08161408	0.000693317	0.03853	0.404277	3.5565	0.291687	0.311539	0.12991	0.266865	0.1641049	0.4973287
11260	-3723.47	-3713.862	-9.607504	0.4764783	0.2030834	0.185866	0.0944217	0.239786	0.57378	0.355281	0.141051	0.287405	0.177442	0.0422892	0.362579	0.50419	0.290633	0.151533	0.0607636	0.174871	0.186578	0.230526	0.43055	0.1662208	-0.1862935	0.0173421	0.4802	0.00745044	0.00609626	0.477142	0.0117699	0.1863977	0.000589907	0.035573	0.391657	3.57218	0.306306	0.31378	0.124154	0.25576	0.000104158	1789.566
11270	-3722.686	-3718.432	-4.253557	0.5741315	0.224076	0.211479	0.211521	0.0414859	0.0321473	0.215751	0.142055	0.173211	0.278347	0.00502257	0.392872	0.2206	0.562878	0.0397657	0.165515	0.0696073	0.436126	0.162271	0.41024	0.2082536	0.05762303	0.0104702	0.507766	0.00954997	0.00135036	0.458825	0.0120388	0.01607131	0.0011152	0.0487166	0.443541	3.50663	0.286916	0.29699	0.158234	0.25786	0.07369434	0.2180807
11280	-3715.501	-3707.905	-7.596557	0.4807171	0.1757807	0.187886	0.137371	0.0257214	0.093149	0.363486	0.157998	0.315374	0.174253	0.00825262	0.494904	0.162434	0.346709	0.144843	0.101336	0.177549	0.118593	0.317558	0.684127	0.1977309	-0.1781128	0.00611861	0.509897	0.00577132	0.00537459	0.46075	0.0120893	0.2436806	0.000205093	0.0210745	0.317579	3.66114	0.302238	0.313755	0.124708	0.259299	0.06556772	3.716471
11290	-3721.897	-3713.04	-8.856792	0.7197284	0.1904002	0.336546	0.141585	0.0555427	0.180566	0.438125	0.239601	0.188306	0.53249	0.0299899	0.48376	0.0128521	0.159797	0.189308	0.0482354	0.0905676	0.291713	0.25088	0.615563	0.2930805	0.1033532	0.00572322	0.542955	0.00745308	0.00753655	0.424447	0.0118859	0.04837718	0.000375014	0.0284274	0.358142	3.61306	0.309544	0.30818	0.112153	0.270124	0.1517304	0.3188365
11300	-3722.441	-3709.57	-12.87128	0.5902034	0.1782805	0.108064	0.131943	0.531094	0.566495	0.252432	0.10974	0.144249	0.125168	0.0142382	0.639073	0.516659	0.402955	0.138435	0.042183	0.845052	0.572655	0.206198	0.564667	0.2853767	-0.01691445	0.011134	0.541356	0.00554743	0.0069148	0.423197	0.0118509	0.03168553	0.000228993	0.0222595	0.324654	3.65286	0.329466	0.277011	0.127234	0.266289	0.01477108	2.145106
11310	-3712.138	-3705.811	-6.326335	0.4741282	0.1861071	0.282716	0.151865	0.0481314	0.0845854	0.310354	0.186375	0.211152	0.204525	0.0735433	0.581685	0.467788	0.0835277	0.173429	0.104786	0.191631	0.136923	0.124589	0.346635	0.232311	0.08935879	0.00923564	0.542854	0.00418243	0.00747609	0.424368	0.0118837	0.09255976	0.000317221	0.0261647	0.346438	3.62708	0.286513	0.314451	0.120802	0.278234	0.1819186	0.5087978
11320	-3722.481	-3712.047	-10.43393	0.5126015	0.1739578	0.0960706	0.132048	0.0158185	0.0509146	0.568504	0.321368	0.536845	0.081055	0.0558665	0.416821	0.784517	0.0394264	0.0900334	0.274655	0.128286	0.0391473	0.31668	0.564715	0.1750439	-0.002804506	0.00871255	0.544468	0.00556669	0.0122334	0.425629	0.00339075	0.1412508	0.000188874	0.02023	0.312385	3.6672	0.289287	0.306545	0.12485	0.279319	0.1384463	1.020257
11330	-3721.788	-3710.113	-11.67466	0.4429423	0.180147	0.146414	0.210429	0.268098	0.466883	0.337274	0.295811	0.197977	0.14151	0.0950328	0.561391	0.489768	0.501305	0.0300192	0.0571802	0.0975454	0.00714211	0.446864	0.537603	0.1707468	-0.1119036	0.0086999	0.543677	0.00606904	0.0122156	0.425011	0.00432709	0.1476585	0.00024814	0.0231643	0.3299	3.64669	0.305699	0.306923	0.122327	0.26505	0.03575486	4.129745
11340	-3718.61	-3708.839	-9.77161	0.3637644	0.185758	0.177292	0.248692	0.0323955	0.081	0.582768	0.247764	0.368786	0.146383	0.123705	0.549035	0.360848	0.223087	0.159202	0.176226	0.186485	0.0658726	0.428254	0.305624	0.2206109	0.04874816	0.00669665	0.614517	0.00581645	0.00265632	0.362492	0.0078221	0.1417607	0.000312827	0.0259844	0.345479	3.62822	0.286946	0.306993	0.121671	0.284391	0.1905089	0.7441161
11350	-3731.225	-3714.571	-16.65424	0.7359522	0.1622066	0.548469	0.100194	0.124513	0.295425	0.286319	0.1533	0.132256	0.673119	0.0374512	0.504784	1.43138	0.386706	0.399727	0.0625735	0.0261438	0.0138173	0.137794	0.418867	0.4877766	0.004727824	0.00702218	0.598333	0.00859104	0.00697148	0.361805	0.0172768	0.07396301	0.000106214	0.0151982	0.278261	3.70644	0.291792	0.319445	0.127672	0.261092	0.07869083	0.939919
11360	-3708.8	-3703.804	-4.995714	0.9607246	0.1861531	0.264119	0.0739315	0.114166	0.294512	0.246736	0.144851	0.183081	0.203973	0.0294655	0.739833	0.638025	0.0601437	0.0670608	0.0226105	0.0852613	0.0631037	0.412416	0.14855	0.2149569	0.07612156	0.00750089	0.523399	0.00686762	0.0034275	0.446946	0.0118591	0.03164198	0.000317804	0.0261885	0.346565	3.62693	0.303483	0.303238	0.128988	0.26429	0.1077635	0.2936241
11370	-3720.7	-3713.062	-7.63839	0.827525	0.1985406	0.283375	0.113217	0.145782	0.24448	0.407211	0.100411	0.164903	0.220331	0.0203286	0.71796	0.639951	0.0902425	0.214948	0.0285718	0.0575119	0.168853	0.188483	0.0630175	0.2152585	0.1132886	0.00789101	0.484771	0.00376767	0.00462646	0.488938	0.0100056	0.1242837	0.000504912	0.0329378	0.379838	3.58672	0.273147	0.315436	0.142811	0.268606	0.2375723	0.5231405
11380	-3718.611	-3708.458	-10.15308	0.7367356	0.1740527	0.200067	0.0808734	0.286379	0.318535	0.20538	0.116707	0.20153	0.0592702	0.0428196	0.685159	0.139027	0.276226	0.0740723	0.0436417	0.132981	0.415067	1.08116	0.337498	0.2455138	0.1754557	0.00614279	0.482908	0.00727163	0.00551208	0.493495	0.00467059	0.02877974	0.000189694	0.0202735	0.312656	3.66688	0.311972	0.284853	0.142468	0.260708	0.2042354	0.1409146
11390	-3719.323	-3711.753	-7.569676	0.6209506	0.1931524	0.293076	0.0907225	0.160674	0.468674	0.203713	0.131267	0.0772459	0.151583	0.0285613	0.529011	0.216898	0.37588	0.312292	0.0547994	0.0821977	0.358261	0.211548	0.235083	0.3220921	0.01490491	0.00715595	0.562556	0.00693336	0.00945821	0.401822	0.0120746	0.04177304	0.000415853	0.0299209	0.365551	3.60411	0.296537	0.293914	0.127992	0.281557	0.05667795	0.7370245
11400	-3715.88	-3710.25	-5.630318	0.7376058	0.1862906	0.110689	0.0765139	0.011474	0.0239778	0.226408	0.0915708	0.124536	0.121949	0.0176759	0.412072	0.101637	0.0195771	0.0896519	0.291019	0.150717	0.182921	0.240721	0.886485	0.2236293	0.2825597	0.0147272	0.540641	0.00505457	0.00547817	0.427146	0.00695315	0.06721086	0.00031955	0.0262598	0.346942	3.62648	0.317854	0.288942	0.123268	0.269936	0.3497706	0.192157
11410	-3716.371	-3713.885	-2.486792	0.6584486	0.207058	0.2263	0.161257	0.126058	0.0941048	0.295183	0.238254	0.149477	0.245434	0.0593843	0.429941	0.118069	0.231991	0.192767	0.0499683	0.134923	0.0888644	0.085712	0.464111	0.2064838	0.00502668	0.0165748	0.582077	0.00255166	0.00323412	0.377618	0.0179439	0.04758334	0.000672146	0.0379439	0.401826	3.55956	0.29751	0.320676	0.110153	0.27166	0.05261002	0.9044539
11420	-3712.238	-3709.698	-2.540358	0.8297626	0.1964316	0.176469	0.0841071	0.0162837	0.0405853	0.516722	0.0894036	0.254552	0.133832	0.0339607	0.436354	0.0469035	0.0745023	0.102343	0.104201	0.0747515	0.084495	0.270976	0.5563	0.2093608	-0.05540366	0.0192818	0.557884	0.00306004	0.00097023	0.401606	0.0171981	0.1376527	0.000468576	0.0317426	0.374281	3.59351	0.296211	0.309219	0.137881	0.256689	0.08224902	1.673609
11430	-3710.203	-3710.756	0.5530042	0.7541071	0.1640698	0.204527	0.0952982	0.0960894	0.120082	0.233144	0.0926958	0.144142	0.141565	0.0352084	0.514902	0.175283	0.0702555	0.103453	0.032386	0.207542	0.0367441	0.519072	0.0443153	0.1207073	-0.1082744	0.0212486	0.50489	0.00115159	0.0024733	0.4525	0.0177365	0.1084042	0.000117007	0.0159472	0.283741	3.7002	0.296142	0.301439	0.134214	0.268205	0.0001297926	835.2108
11440	-3721.676	-3715.761	-5.914407	0.6754193	0.2021162	0.365504	0.130841	0.0195725	0.0529112	0.397309	0.215832	0.278312	0.283266	0.0507248	0.881267	0.294689	0.353715	0.0257061	0.0651845	0.268296	0.0467572	0.287904	0.0296699	0.2346194	0.05656372	0.0172028	0.593098	0.00180071	0.00542547	0.373355	0.00911843	0.02388959	0.000571023	0.0350052	0.389159	3.57527	0.304559	0.297181	0.119906	0.278353	0.08045331	0.2969374
11450	-3726.068	-3717.016	-9.052528	0.6352255	0.1738978	0.366327	0.0915786	0.0142387	0.0486165	0.315281	0.0994986	0.145761	0.261728	0.0589749	1.12384	0.178028	0.276435	0.138362	0.338416	0.685606	0.0730151	0.140473	0.263356	0.2804965	0.1232109	0.0127348	0.652395	0.0027787	0.00413144	0.322091	0.00586888	0.001440838	0.000188357	0.0202025	0.312214	3.6674	0.292883	0.315812	0.110121	0.281184	0.1246517	0.01155891
11460	-3717.431	-3712.215	-5.216439	0.7281722	0.1975595	0.173575	0.0898723	0.0821597	0.326344	0.176382	0.118447	0.212481	0.229553	0.0459814	0.694704	0.0565933	0.0850605	0.140337	0.0600534	0.0726364	0.0227676	0.576322	0.288249	0.159873	0.04976496	0.0127235	0.651815	0.00448544	0.00491202	0.321804	0.00426044	0.1550833	0.000487768	0.0323795	0.377259	3.58987	0.304871	0.303814	0.116155	0.275161	0.2048483	0.7570643
11470	-3718.961	-3712.684	-6.277138	0.5952131	0.1954962	0.240864	0.135238	0.0172671	0.103875	0.468482	0.121562	0.367198	0.337666	0.0502179	0.975982	0.293832	0.0661953	0.303079	0.0724492	0.220184	0.00512342	0.16643	0.302284	0.2170874	0.02607321	0.0102758	0.526423	0.00362257	0.0162357	0.441091	0.00235137	0.01988639	0.000453076	0.0312183	0.371801	3.59653	0.312765	0.304057	0.108716	0.274463	0.04595961	0.4326929
11480	-3722.785	-3714.126	-8.658672	0.4293784	0.1740653	0.285217	0.248881	0.0939686	0.145846	0.360989	0.337368	0.247095	0.238018	0.0903625	0.67072	0.255548	0.782531	0.0252889	0.0743862	0.261561	0.0155984	0.230823	0.143334	0.2692724	-0.09039863	0.00854933	0.615813	0.0038134	0.0118341	0.35936	0.000629979	0.1252168	0.000189804	0.0202793	0.312692	3.66684	0.324492	0.294612	0.110938	0.269958	0.03481819	3.596305
11490	-3724.276	-3709.501	-14.77538	0.3820722	0.1852314	0.57398	0.168473	0.157638	0.306809	0.608417	0.276641	0.437732	0.341517	0.133945	0.441512	0.710544	0.340516	0.179577	0.0832511	0.421591	0.23252	0.190567	0.110977	0.3603693	0.03378896	0.00807266	0.486806	0.00721239	0.0158221	0.480464	0.00162344	0.1128681	0.000306282	0.0257134	0.344029	3.62995	0.30994	0.307939	0.109475	0.272646	0.146657	0.7696056
11500	-3728.109	-3714.764	-13.34432	0.3892685	0.1766698	0.184661	0.252932	0.0175382	0.0901599	0.878406	0.261633	0.326019	0.135896	0.0666469	0.762979	0.602483	0.167177	0.102611	0.245778	0.0728511	0.0820816	0.00712517	0.856281	0.3364129	-0.2974999	0.00801655	0.492431	0.00659669	0.0157122	0.477124	0.000119464	0.3078487	0.00021337	0.0214924	0.320102	3.65819	0.313723	0.278973	0.129297	0.278007	0.01034879	29.74731
11510	-3717.804	-3710.379	-7.424662	0.491295	0.1892633	0.232504	0.216778	0.0390331	0.0603304	0.394609	0.20989	0.251545	0.154741	0.0659687	0.474172	0.0494192	0.347155	0.0422472	0.102987	0.157846	0.404362	0.110637	0.420085	0.2041468	0.2885683	0.00806857	0.495626	0.00663949	0.00939104	0.48022	5.42873e-05	0.07993079	0.000359022	0.0278202	0.35506	3.61676	0.288086	0.296401	0.145494	0.270019	0.3684991	0.2169091
11520	-3724.571	-3711.719	-12.85217	0.4162469	0.1818839	0.110225	0.140778	0.0607558	0.0565051	0.333532	0.24014	0.263163	0.0493752	0.0446166	0.692757	1.3699	0.361711	0.0783994	0.143066	0.117154	0.25514	0.582718	0.97376	0.313746	-0.008004216	0.0124681	0.56254	0.0024844	0.00620681	0.416108	0.000192753	0.02787997	0.000266996	0.0240213	0.334754	3.64096	0.28339	0.309101	0.120021	0.287488	0.01987576	1.402712
11530	-3729.257	-3710.939	-18.31821	0.3964712	0.1544553	0.17906	0.32861	0.0481811	0.115502	1.08555	0.472196	0.700392	0.0882606	0.0753991	0.663743	0.0624422	0.711673	0.108767	0.0484671	0.152398	0.0857028	0.301115	1.12823	0.2955964	0.3344389	0.00617187	0.505194	0.00625501	0.00366911	0.478412	0.000298726	0.07360277	6.9248e-05	0.0122856	0.25522	3.73243	0.314847	0.314298	0.128254	0.242601	0.4080417	0.1803805
11540	-3723.91	-3716.586	-7.323877	0.3555008	0.1580574	0.114084	0.28935	0.130646	0.164749	0.375921	0.361407	0.194606	0.0671901	0.0849168	0.606445	0.0152668	0.330699	0.153227	0.101407	0.224535	0.173143	0.0413279	0.586727	0.1630558	0.1012637	0.00820868	0.548039	0.00799847	0.00234132	0.432146	0.00126614	0.07043337	8.49201e-05	0.0135979	0.265973	3.72034	0.313578	0.309492	0.120395	0.256536	0.171697	0.4102189
