Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2960	14.94239	0	14.94239	4.604636	803940.6	0.0156376	0.0262195	0.0243011	0.00582992	0.0116142	0.0188179	0.0989207	0.00283669	0.0158191	0.0350559	0.0317215	0.0281607	0.0196896	0.000534899	0.000821302	0.0944256	0.00339701	0.0369476	0.02414192	-0.06489877	0.149565	0.378821	0.032407	0.256866	0.142964	0.0393776	8.158627	0.06664956	0.998583	0.999638	1.00036	1.00142	0.356519	0.334581	0.0115326	0.297367	0.001750793	38.0682
2970	-19.0502	0	-19.0502	3.195878	501476.7	0.160444	0.181213	0.0177461	0.143409	0.283165	0.0150107	0.376658	0.00568015	0.103873	0.0434578	0.159419	0.0252291	0.200036	0.0439118	0.0675198	0.242941	0.0506183	0.0950674	0.08971568	-0.214508	0.155845	0.173949	0.0103043	0.530128	0.101748	0.0280252	14.56036	0.2241377	0.998206	0.999541	1.00046	1.0018	0.0292149	0.379011	0.488828	0.102946	0.009629705	23.27566
2980	-30.88684	0	-30.88684	4.56768	247563.9	0.307623	0.179739	0.344555	0.0920018	0.961697	0.0185443	0.238678	0.165608	0.399811	0.105417	0.103128	0.188971	0.0879207	0.240832	0.104707	0.300881	0.375411	0.0460619	0.1630254	0.2149613	0.193841	0.164216	0.0128165	0.55566	0.0386091	0.0348578	45.64255	0.01141828	0.997446	0.999346	1.00065	1.00256	0.0493484	0.124537	0.50797	0.318144	0.2263796	0.05043867
2990	14.96573	0	14.96573	7.937854	523329	0.00315339	0.0176591	0.0165623	0.0260343	0.0348214	0.0262014	0.0131587	0.00613157	0.0135966	0.00282732	0.0169169	0.00217797	0.00338334	0.00557732	0.0272986	0.0595364	0.0153046	0.0619351	0.02480703	-0.1331162	0.452105	0.0724891	0.0505607	0.210196	0.133348	0.0813008	24.75418	0.1784278	0.998243	0.999551	1.00045	1.00176	0.412449	0.0278875	0.529718	0.0299453	0.04531162	3.937794
3000	23.38541	0	23.38541	4.972426	334597.2	0.000187925	0.00725676	0.0255746	0.00302975	0.0377474	0.00134005	0.00362415	0.00269629	0.0174348	0.0187744	0.00393647	0.00666646	0.00367213	0.0135001	0.00818051	0.000981756	0.0010019	0.0424723	0.0104433	-0.09592439	0.351585	0.189607	0.0100474	0.0912978	0.251633	0.105829	42.06524	0.1522174	0.997803	0.999438	1.00056	1.0022	0.110604	0.0909082	0.0110233	0.787465	0.05629303	2.704019
3010	8.99382	0	8.99382	9.184011	696510.4	0.0562568	0.0273979	0.0601563	0.00144126	0.00233336	0.0155804	0.0142577	0.0478313	0.00130808	0.12818	0.0107546	0.0107677	0.00105575	0.0086646	0.0122972	0.000434885	0.00943397	0.0173036	0.01604353	0.1528928	0.599417	0.0149876	0.0285338	0.259277	0.0416413	0.0561436	41.45607	0.01449704	0.998477	0.999611	1.00039	1.00152	0.314293	0.147131	0.105461	0.433116	0.1673899	0.08660641
3020	23.35384	0	23.35384	8.941253	713616.7	0.00155699	0.0111081	0.0292957	0.017088	0.00147792	0.0326527	0.0183068	0.0106743	0.0228094	0.0014377	0.000614885	0.0207102	0.0174175	0.00564774	0.00118697	0.00265443	0.00444184	0.00988623	0.01104607	0.1539137	0.270093	0.00187797	0.00585329	0.0880172	0.327552	0.306607	20.21007	0.01474179	0.998496	0.999615	1.00038	1.00151	0.340496	0.00778677	0.114281	0.537437	0.1686555	0.08740767
3030	31.62143	0	31.62143	7.383128	33770.04	0.00627435	0.0173204	0.0109957	0.000535804	0.000280361	0.0176145	0.00921669	0.00257016	0.00254995	0.00638774	0.00242275	0.00255226	0.0305752	0.00652802	0.00224418	0.000204837	0.0209415	0.00618839	0.008140219	-0.245931	0.611913	0.00228144	0.059703	0.0355818	0.16881	0.12171	48.80184	0.2799741	0.993092	0.998225	1.00176	1.00693	0.211687	0.515756	0.0446061	0.227951	0.03404309	8.224108
3040	53.74865	0	53.74865	3.528254	937597.3	0.000277269	0.00085811	0.00613041	0.000171275	0.000650809	0.0044562	0.00255222	0.000919837	0.000325192	0.00240623	0.00780843	0.00665497	0.00197115	0.00606532	0.00469688	0.00229495	3.87713e-05	0.000179412	0.002838112	0.1712281	0.204856	0.00168891	0.0959047	0.255996	0.220503	0.221052	18.40336	0.01430005	0.998688	0.999664	1.00034	1.00131	0.162166	0.043882	0.135007	0.658945	0.1855281	0.07707755
3050	59.69395	0	59.69395	3.634298	615070.2	0.00108386	8.71145e-05	0.00308329	0.000317912	0.00197477	0.00887605	0.0019274	0.000578997	0.000230347	0.00119868	0.00094848	0.00600848	0.000525594	0.000235444	0.000183613	0.000820486	0.00259998	0.000799425	0.001838297	0.2062188	0.123136	0.0351207	0.057647	0.0737267	0.668162	0.0422078	48.08745	0.1350321	0.99838	0.999586	1.00041	1.00162	0.25622	0.218691	0.520608	0.00448074	0.3412509	0.3956974
3060	21.50916	0	21.50916	4.108768	176340.3	0.0308555	0.00457201	0.0220737	0.0174872	0.0265825	0.00112795	0.0260835	0.00235224	0.00577918	0.00327343	0.000443485	0.00485079	0.0151318	0.0283843	0.0171649	0.000449571	0.00604122	0.00478457	0.006751473	0.1239922	0.101963	0.0873974	0.141755	0.116272	0.402876	0.149736	42.77257	0.141672	0.996975	0.999225	1.00077	1.00303	0.494255	0.0283786	0.16876	0.308606	0.2656642	0.5332748
3070	31.81954	0	31.81954	6.610216	437925.2	0.00502421	0.000750979	0.0012315	0.00139029	0.0300841	0.00395553	0.00216621	0.0224918	0.00687151	0.0110448	0.00613382	0.00199476	0.0250455	0.00161571	0.000707633	0.01433	0.00448113	0.00203215	0.006152104	-0.08555491	0.00943569	0.0974597	0.277141	0.24086	0.137452	0.237652	14.50532	0.1423639	0.99808	0.999509	1.00049	1.00192	0.0953749	0.190862	0.107956	0.605807	0.05680899	2.50601
3080	23.77407	0	23.77407	18.74807	602849.1	0.00629221	0.00174825	0.0163003	0.000683009	0.00326079	0.00300666	0.00680023	0.00167096	0.0154075	0.0111453	0.0073583	0.0033349	0.000718627	0.0111724	0.0262163	0.0198807	0.0453597	0.0256607	0.01308043	-0.06593103	0.013661	0.141102	0.0664814	0.0685186	0.366164	0.344073	19.4281	0.1286322	0.998363	0.999581	1.00042	1.00164	0.180842	0.187118	0.194107	0.437933	0.06270113	2.051513
3090	6.69819	0	6.69819	2.992212	176478.3	0.00190372	0.0050635	0.0750252	0.0815967	0.0014899	0.0149345	0.0687872	0.0525836	0.0927191	0.0103501	0.0149601	0.0172391	0.0806753	0.0209926	0.0582507	0.0549314	0.000302856	0.138717	0.04410098	0.0090159	0.0180337	0.186267	0.0202695	0.13978	0.483368	0.152282	4.618243	0.1772014	0.996976	0.999226	1.00077	1.00303	0.38422	0.219958	0.180949	0.214873	0.1862173	0.951584
3100	-3.182549	0	-3.182549	1.797168	848784.6	0.00621532	0.239617	0.128486	0.0620132	0.0132267	0.0180664	0.164923	0.40201	0.0524627	0.0538698	0.143683	0.120519	0.00467531	0.313979	0.0328344	0.00251759	0.00394208	0.0294656	0.09840972	-0.01106095	0.0748451	0.00593931	0.291417	0.118868	0.411054	0.0978771	3.21725	0.06654952	0.998621	0.999647	1.00035	1.00138	0.322502	0.322628	0.178632	0.176239	0.05548857	1.199337
3110	0.8174819	0	0.8174819	4.027537	579507	0.232494	0.0627664	0.0948872	0.0640974	0.0613292	0.00645918	0.0504832	0.025842	0.00606225	0.197757	0.00415315	0.00995764	0.0155655	0.0355552	0.0182062	0.320027	0.00648444	0.00608581	0.0644348	-0.3104455	0.0417271	0.284645	0.0586731	0.494005	0.0732916	0.0476585	4.766152	0.3896426	0.998331	0.999573	1.00043	1.00167	0.433666	0.0867243	0.129055	0.350555	0.07919717	4.919906
3120	-4.665986	0	-4.665986	3.366699	69969.73	0.0186165	0.0303566	0.00601392	0.0263889	0.189414	0.300311	0.101288	0.0299358	0.0507625	0.0521758	0.057695	0.0376362	0.0187965	0.0829909	0.0415023	0.0143905	0.229945	0.115401	0.07696479	0.009122376	0.0138414	0.195033	0.0339974	0.515696	0.236227	0.00520514	6.24374	0.08615763	0.995199	0.998769	1.00122	1.00481	0.657235	0.125406	0.0170305	0.200328	0.09528001	0.9042572
3130	-5.763444	0	-5.763444	10.61704	475569.7	0.0124839	0.02462	0.0307183	0.10544	0.0399157	0.0357388	0.283078	0.0478241	0.0188833	0.136304	0.0182906	0.257622	0.0181153	0.0726536	0.0106589	0.138156	0.022115	0.00988955	0.07576373	-0.02351473	0.351538	0.275821	0.0503622	0.154865	0.132414	0.0349991	10.76451	0.0426493	0.998157	0.999529	1.00047	1.00184	0.150601	0.492199	0.140207	0.216992	0.01913457	2.228914
3140	-17.05456	0	-17.05456	26.30578	582142	0.0409457	0.0972724	0.0347701	0.0209039	0.0511366	0.160314	0.128454	0.020481	0.003213	0.0579671	0.0456101	0.125987	0.372953	0.0850439	0.00786846	0.0740237	0.146927	0.0178422	0.08406176	-0.04007843	0.237796	0.0236247	0.313823	0.181646	0.203832	0.0392781	43.20355	0.08920917	0.998335	0.999574	1.00043	1.00167	0.0748805	0.295047	0.629488	0.000584243	0.04913073	1.815751
3150	-11.99521	0	-11.99521	17.57453	199749.4	0.179339	0.0107112	0.00333283	0.00267021	0.216343	0.0162511	0.0384631	0.0347971	0.0321989	0.189295	0.0573377	0.0303789	0.036768	0.0416675	0.075094	0.199892	0.0195295	0.0893437	0.09013202	-0.02615877	0.130781	0.0744045	0.198976	0.13233	0.343474	0.120034	22.86831	0.05830491	0.997157	0.999272	1.00073	1.00285	0.574726	0.178535	0.0474386	0.1993	0.03214614	1.813745
3160	-15.46856	0	-15.46856	7.297136	536033.7	0.0701547	0.101737	0.123183	0.0257774	0.0092679	0.131384	0.116563	0.332324	0.288209	0.0807955	0.00550168	0.0730434	0.119018	0.0307815	0.00175433	0.0892305	0.0144197	0.0229024	0.1056041	-0.06510031	0.0617841	0.0382566	0.337639	0.0988314	0.408546	0.054943	20.06483	0.08842919	0.998264	0.999556	1.00044	1.00174	0.0053546	0.572027	0.312098	0.110521	0.02332888	3.790546
3170	-26.4893	0	-26.4893	5.364412	59588.38	0.00852323	0.00100995	0.190732	0.0186983	0.0582268	0.465418	0.181047	0.190115	0.0282241	0.346532	0.160819	0.112764	0.107194	0.90553	0.0461827	0.11252	0.239712	0.0741995	0.1727935	-0.3752038	0.275296	0.102465	0.143381	0.335505	0.0362738	0.107078	19.65017	0.3902948	0.994798	0.998665	1.00133	1.00521	0.0840035	0.0269369	0.13238	0.75668	0.01509094	25.86285
3180	-24.4279	0	-24.4279	12.78103	958298	0.107721	0.192612	0.144611	0.0233591	0.314024	0.0923912	0.170535	0.0997191	0.223714	0.0133474	0.0611434	0.0977667	0.118426	0.12754	0.0197793	0.0865603	0.31613	0.276005	0.1160253	0.01289588	0.11991	0.106869	0.365623	0.21915	0.128946	0.0595012	16.73932	0.08987539	0.998702	0.999668	1.00033	1.0013	0.137895	0.512977	0.0386291	0.310499	0.1027713	0.8745186
3190	0.5454638	0	0.5454638	8.398627	199102.3	0.0106245	0.021659	0.122914	0.00175981	0.0333957	0.0928028	0.0266127	0.0732522	0.0420218	0.00656368	0.0373784	0.00162977	0.0322209	0.0536675	0.0215122	0.0255481	0.0741693	0.0180566	0.04669218	0.1077471	0.0598666	0.00848844	0.0933968	0.253352	0.114984	0.469912	30.10309	0.0660588	0.997153	0.999271	1.00073	1.00285	0.0464116	0.3896	0.279544	0.284444	0.1738059	0.3800723
3200	-16.62345	0	-16.62345	21.37996	611675.6	0.0530402	0.347754	0.151687	0.0044978	0.142258	0.00458679	0.0614002	0.00184916	0.168744	0.0319533	0.138757	0.00206207	0.00454573	0.0103536	0.05347	0.00192531	0.117279	0.0438063	0.0684476	-0.03673374	0.0177063	0.0673287	0.121039	0.697969	0.0541086	0.0418476	22.88461	0.1149715	0.998375	0.999584	1.00041	1.00163	0.213692	0.329098	0.0383945	0.418815	0.07823771	1.469515
3210	-17.47889	0	-17.47889	37.41302	495283.5	0.182152	0.294009	0.0220247	0.0195809	0.0558834	0.0140431	0.107662	0.00123956	0.0310694	0.0458101	0.0730653	0.00641794	0.175438	0.00908316	0.03879	0.0775854	0.0129062	0.0155005	0.09346259	0.04255099	0.0791914	0.0117415	0.58866	0.00849066	0.265012	0.0469045	45.19851	0.02808815	0.998194	0.999538	1.00046	1.00181	0.247284	0.121484	0.348623	0.282609	0.07063914	0.3976287
3220	-46.46777	0	-46.46777	27.43337	994705	0.0577702	0.24034	0.168059	1.38458	0.211598	0.230276	0.435307	0.505877	0.0481146	0.801273	0.100901	0.550105	0.0361184	0.0582608	0.282495	0.0407027	0.179702	0.151444	0.3246105	-0.006295673	0.139097	0.0853317	0.316019	0.00876802	0.402347	0.0484367	48.11898	0.0137662	0.998726	0.999674	1.00033	1.00127	0.126527	0.40869	0.457352	0.00743034	0.007470528	1.842735
3230	-20.81032	0	-20.81032	40.8014	764068.2	0.0349706	0.192377	0.0146195	0.074905	0.124496	0.0481136	0.0362766	0.0926253	0.0715216	0.0292349	0.0758975	0.189247	0.00695866	0.10301	0.123374	0.0685394	0.212078	0.0254588	0.08791814	-0.002678645	0.205525	0.126083	0.0472072	0.0462182	0.503397	0.0715686	48.17177	0.01328449	0.998546	0.999628	1.00037	1.00145	0.315051	0.0560746	0.117218	0.511656	0.01060584	1.252563
3240	-27.62272	0	-27.62272	16.14849	232974.3	0.0538228	0.00899379	0.267602	0.227126	0.0855722	0.00195822	0.172512	0.00757208	0.166282	0.126834	0.068572	0.279083	0.158429	0.201564	0.570167	0.0648909	0.178793	0.00710037	0.1080308	0.03487206	0.137071	0.233559	0.133155	0.0856154	0.406451	0.00414842	43.62882	0.07345366	0.997368	0.999326	1.00067	1.00263	0.441377	0.00121536	0.25715	0.300258	0.1083257	0.6780814
3250	-42.64566	0	-42.64566	10.37237	909512.1	0.644241	0.409172	0.0851214	0.00504608	0.307097	0.000946068	0.578603	0.356703	0.442928	0.240664	0.164051	0.064323	0.0698317	0.307597	0.0943478	0.751395	0.0635985	0.949865	0.3025806	-0.02911797	0.150601	0.10865	0.0695796	0.243905	0.255902	0.171363	35.91596	0.03688815	0.998667	0.999659	1.00034	1.00133	0.0507926	0.334282	0.0484888	0.566436	0.007770175	4.747402
3260	-28.37372	0	-28.37372	23.37805	728049.2	0.0335392	0.0823877	0.0135717	0.190275	0.350477	0.129523	0.158461	0.558697	0.0590503	0.0285659	0.0965784	0.151769	0.00946867	0.0308008	0.0172985	0.00954578	0.175466	0.174322	0.1070169	-0.0127573	0.100869	0.533645	0.046603	0.0350832	0.122461	0.161339	37.09044	0.05373679	0.998511	0.999619	1.00038	1.00149	0.383234	0.329764	0.0852621	0.201739	0.04097949	1.311309
3270	-44.60684	0	-44.60684	14.88442	136216.2	0.233775	0.183027	0.406418	0.0245971	0.0169471	0.159033	0.594362	0.486105	0.409041	0.154547	0.121458	0.459209	0.267975	0.512989	0.2925	0.508237	0.210556	0.933091	0.3071378	0.03081956	0.124805	0.737393	0.00557796	0.00424868	0.0419603	0.0860153	33.97312	0.008144486	0.996558	0.999118	1.00088	1.00345	0.0441892	0.527442	0.293406	0.134962	0.03896404	0.2090257
3280	-35.85189	0	-35.85189	27.21813	869479	0.162584	0.00218287	0.108286	0.129283	0.332048	0.0945614	0.225103	0.529587	0.256509	0.170401	0.315329	0.138053	0.451489	0.0242782	0.0502069	0.0310863	0.0208261	0.633902	0.180849	0.01614606	0.00216114	0.365573	0.000141494	0.00488352	0.0679219	0.559319	31.8273	0.02393955	0.998637	0.999651	1.00035	1.00136	0.321635	0.297817	0.157528	0.223021	0.04008561	0.5972106
3290	-15.61365	0	-15.61365	9.009144	864769	0.0444661	0.0528798	0.125265	0.205319	0.0189828	0.197867	0.0457347	0.0615367	0.0645787	0.323383	0.0281337	0.0361388	0.0119978	0.0113699	0.00204658	0.255108	0.0318937	0.0299509	0.08008396	0.02584329	0.0723391	0.698037	0.00345008	0.0172001	0.132824	0.0761491	41.71155	0.07382008	0.998633	0.999651	1.00035	1.00137	0.0209457	0.440747	0.242042	0.296265	0.09966338	0.7406942
3300	-26.06576	0	-26.06576	9.6403	527212.2	0.0240526	0.422086	0.105242	0.212312	0.175975	0.0209972	0.127994	0.0972484	0.0512922	0.011871	0.305934	0.204957	0.137192	0.173907	0.0788062	0.106312	0.188317	0.228484	0.2019312	-0.2754922	0.221838	0.222173	0.015092	0.0527466	0.379729	0.108422	24.58395	0.2852631	0.99825	0.999552	1.00045	1.00175	0.112798	0.57228	0.154721	0.160201	0.009770878	29.19524
3310	-6.099686	0	-6.099686	14.2478	564818.1	0.0377879	0.000385179	0.0605887	0.0257423	0.169587	0.0251226	0.010836	0.0990872	0.0532088	0.0162905	0.0149137	0.00012603	0.109967	0.00321563	0.0541938	0.0689971	0.163798	0.0111295	0.06276326	0.05431393	0.292612	0.254334	0.047801	0.0479313	0.173399	0.183922	44.03069	0.09527972	0.998309	0.999567	1.00043	1.00169	0.0665737	0.293117	0.217685	0.422625	0.1495936	0.6369236
3320	-11.41341	0	-11.41341	11.15141	257199.2	0.0847178	0.0460216	0.311047	0.015309	0.0382044	0.0605528	0.0437138	0.114627	0.147647	0.0665205	0.0663801	0.110108	0.00521767	0.0041457	0.00685016	0.108631	0.061062	0.0929372	0.1075419	-0.06161085	0.367744	0.0622806	0.0372691	0.0630057	0.227934	0.241766	18.48564	0.09018112	0.997495	0.999359	1.00064	1.00251	0.153106	0.426293	0.239677	0.180924	0.02857027	3.156467
3330	-15.98693	0	-15.98693	8.75335	373293.9	0.00674216	0.0353605	0.00961777	0.0264576	0.112444	0.0282967	0.00683577	0.177068	0.0389531	0.304239	0.0399317	0.106829	0.0519267	0.408313	0.00456999	0.323603	0.0725478	0.0795728	0.07314599	-0.02536028	0.1437	0.0857436	0.376627	0.00334601	0.0856505	0.304933	14.79219	0.04028702	0.99792	0.999468	1.00053	1.00208	0.660731	0.0465773	0.240139	0.0525529	0.01492674	2.698984
3340	-20.82936	0	-20.82936	8.657814	489298.6	0.00207323	0.00744796	0.105636	0.0628081	0.0179325	0.0594	0.0583219	0.0972739	0.263623	0.1347	0.74404	0.361799	0.265448	0.245865	0.0377847	0.137383	0.102827	0.122903	0.1887157	-0.007611527	0.013691	0.494129	0.0691789	0.141267	0.0251069	0.256627	9.763083	0.03244196	0.998183	0.999535	1.00046	1.00182	0.0637028	0.362386	0.263678	0.310233	0.02483044	1.30654
3350	-3.70694	0	-3.70694	9.63832	518092.5	0.0621708	0.100017	0.0401535	0.0416711	0.175609	0.0956435	0.0221616	0.0377749	0.0261272	0.090165	0.0393848	0.0211167	0.0270261	0.0510852	0.00215537	0.000415403	0.0378472	0.0668401	0.07402022	-0.1141146	0.0603693	0.375569	0.0528227	0.0992046	0.110707	0.301327	14.11618	0.1277962	0.998235	0.999548	1.00045	1.00177	0.109518	0.00325737	0.778507	0.108717	0.01368162	9.340725
3360	11.5843	0	11.5843	10.23756	842136	0.0175907	0.0250753	0.0188187	0.0153102	0.0566482	0.00685451	0.00343983	0.0121742	0.0299941	0.00875213	0.0189253	0.09896	0.008558	0.0411316	0.0026632	0.00298278	0.00693218	0.0246034	0.02335667	0.3302427	0.0582064	0.362114	0.0625041	0.134656	0.106741	0.275779	36.24516	0.006475877	0.998615	0.999646	1.00035	1.00139	0.519338	0.0836267	0.0368476	0.360188	0.3367186	0.01923231
3370	16.45954	0	16.45954	3.699255	572922.4	0.0427783	0.0447963	0.000100906	0.0117897	0.0248202	0.0043715	0.00444855	0.00325026	0.0303178	0.0198812	0.0242647	0.0107032	0.0158865	0.0170605	0.00729313	0.0299113	0.0224538	0.0088103	0.01520398	0.4695385	0.0372689	0.231857	0.0400207	0.447055	0.06722	0.176578	26.74101	0.06376188	0.998321	0.999571	1.00043	1.00168	0.21136	0.258825	0.306736	0.22308	0.5333003	0.1195609
3380	8.409699	0	8.409699	10.39858	63165.53	0.107135	0.0306844	0.00748998	0.0303967	0.0135194	0.00893651	0.0388437	0.00359053	0.0317386	0.0555977	0.0104385	0.07498	0.0197709	0.0343717	0.0131146	0.00644626	0.033496	0.0131931	0.03041584	-0.1648001	0.0271726	0.16624	0.0291789	0.325945	0.447175	0.00428914	15.99219	0.2446769	0.994947	0.998704	1.00129	1.00506	0.0346558	0.0155965	0.813738	0.13601	0.07987682	3.063178
3390	-41.57445	0	-41.57445	8.461856	194519.9	0.260064	0.422706	0.531345	0.145661	0.0441922	0.384693	0.0347837	0.924607	0.00539831	0.456977	0.0109983	0.420615	0.289546	0.124639	0.322846	0.168187	0.176695	0.524726	0.3861175	-0.1120361	0.193128	0.348197	0.0143936	0.0508127	0.389731	0.00373815	32.23655	0.2403634	0.997119	0.999262	1.00073	1.00288	0.343791	0.018269	0.477346	0.160594	0.1283274	1.873049
3400	-22.34672	0	-22.34672	13.85293	324121.7	0.19834	0.035419	0.0330814	0.223301	0.163933	0.11402	0.0146399	0.0128694	0.122145	0.0112131	0.0123182	0.115727	0.0934403	0.172737	0.379075	0.171792	0.0378293	0.00499039	0.1002451	0.01850757	0.365707	0.0561142	0.077691	0.105791	0.374496	0.0202012	44.24058	0.01674899	0.997768	0.999429	1.00057	1.00223	0.347873	0.126698	0.452102	0.0733267	0.03525655	0.4750603
3410	-30.74425	0	-30.74425	18.3616	865754	0.532363	0.10759	0.583649	0.196456	0.0716669	0.147459	0.0212563	0.0124817	0.11052	0.0591166	0.00786384	0.34985	0.0617012	0.0323383	0.0682309	0.17364	0.439774	0.0646407	0.1284335	-0.03416672	0.207915	0.535753	0.0565353	0.03889	0.0655709	0.0953353	38.79262	0.1204866	0.998634	0.999651	1.00035	1.00137	0.0590909	0.347129	0.461593	0.132187	0.08631986	1.395815
3420	-46.01496	0	-46.01496	8.796209	113574.7	0.847424	0.174142	0.109387	0.0248976	0.418447	0.822628	0.298133	0.603715	0.276132	0.321819	0.352979	0.123761	0.350176	0.375399	0.113014	0.262102	0.60219	0.536389	0.2795293	0.06661753	0.253979	0.253136	0.0388203	0.088383	0.149019	0.216662	44.0093	0.01281309	0.996231	0.999034	1.00096	1.00377	0.269364	0.0191001	0.0609403	0.650596	0.07943062	0.1613118
3430	-59.56236	0	-59.56236	10.78737	962432.2	0.189145	0.315802	0.229897	0.867858	3.06246	0.161593	0.0508861	0.352345	0.661413	0.700777	0.329986	0.372752	0.0319154	0.0977958	0.898869	0.205261	0.338359	4.58214	0.6229508	0.0007658142	0.167943	0.572958	0.00205792	0.165435	0.0616343	0.0299711	12.84774	0.1629902	0.998705	0.999669	1.00033	1.0013	0.683856	0.141388	0.147199	0.0275575	0.163756	0.9953234
3440	-16.31996	0	-16.31996	7.329108	269948.6	0.0744248	0.0859211	0.00324548	0.291658	0.0316001	0.122159	0.0040085	0.261437	0.117252	0.0993867	0.0492422	0.104917	0.185049	0.111757	0.0120514	0.0104329	0.0421805	0.00333994	0.1238111	-0.04656008	0.325103	0.0964801	0.00685114	0.404707	0.104409	0.0624505	8.567441	0.2553485	0.997555	0.999374	1.00062	1.00245	0.883552	0.0361516	0.0762252	0.00407088	0.2087884	1.223001
3450	-5.505449	0	-5.505449	8.793279	895038.5	0.18263	0.0597593	0.0827779	0.188642	0.0229252	0.160741	0.0608929	0.02022	0.0565427	0.0133559	0.0053074	0.0147635	0.0537453	0.0015805	0.0345387	0.0205	0.00978581	0.0515147	0.08122193	0.02572589	0.00341895	0.0620773	0.00728863	0.643359	0.147811	0.136045	16.15021	0.03299012	0.998657	0.999657	1.00034	1.00134	0.255017	0.302114	0.00608976	0.436779	0.05871601	0.561859
3460	-3.43252	0	-3.43252	17.20675	274990	0.0119115	0.0240813	0.0619936	0.0736684	0.0381462	0.0184638	0.143787	0.0381404	0.120917	0.0293064	0.10674	0.00336857	0.0312655	0.0329098	0.0278312	0.00349447	0.0134364	0.0331917	0.04997344	0.1397743	0.0162029	0.131637	0.0600999	0.149159	0.156717	0.486184	30.59226	0.02293655	0.997577	0.99938	1.00062	1.00242	0.097407	0.818801	0.0364312	0.0473612	0.1627109	0.1409651
3470	-13.2087	0	-13.2087	17.41565	223872.7	0.0273015	0.0738043	0.0488311	0.052988	0.00727002	0.0593826	0.0342108	0.239652	0.0928072	0.086865	0.134929	0.000903017	0.120014	0.0131998	0.041651	0.0100739	0.138363	0.0857024	0.05781811	0.07471582	0.0364386	0.211617	0.258588	0.0236023	0.0328157	0.436939	34.28351	0.05347811	0.997315	0.999313	1.00068	1.00269	0.218705	0.437223	0.0100593	0.334013	0.1281939	0.4171657
3480	-3.457298	0	-3.457298	6.26113	981270.1	0.0246812	0.0226909	0.0383274	0.0486295	0.0965768	0.0179658	0.0270735	0.00836781	0.0491242	0.145039	0.0381405	0.0128339	0.0637415	0.118951	0.070186	0.108975	0.0328133	0.0427392	0.03703653	-0.04551991	0.113681	0.0712325	0.224133	0.0231922	0.119702	0.448059	11.71955	0.1167384	0.998717	0.999672	1.00033	1.00128	0.155205	0.0152534	0.237191	0.592351	0.07121845	1.639159
3490	-4.363804	0	-4.363804	4.576659	509234.3	0.0451639	0.116225	0.0506798	0.0117604	0.0317287	0.000177697	0.127614	0.0344104	0.0463263	0.038102	0.0494531	0.138175	0.0105421	0.107449	0.012385	0.0904255	0.00989091	0.0102619	0.05351254	0.3145967	0.229544	0.205746	0.0857205	0.121714	0.0520985	0.305177	43.29292	0.06013951	0.998219	0.999544	1.00045	1.00178	0.170366	0.427898	0.119227	0.282509	0.3747362	0.1604849
3500	3.594327	0	3.594327	3.238595	44382.46	0.0755284	0.0469301	0.0533029	0.0422755	0.0092988	0.00412026	0.0164218	0.043483	0.0609418	0.0211338	0.0734256	0.0240774	0.00926209	0.0236064	0.0427026	0.058599	0.016578	0.00540197	0.02313023	-0.215566	0.0932373	0.106373	0.345765	0.288186	0.160607	0.00583255	23.84131	0.2777254	0.993973	0.998452	1.00153	1.00604	0.119848	0.424661	0.23014	0.225351	0.06215934	4.467959
3510	9.78294	0	9.78294	5.618433	233808.7	0.0430311	0.0303684	0.00556874	0.0331867	0.0327558	0.00740278	0.00644048	0.00434968	0.00663565	0.0209484	0.0337948	0.0847751	0.0027908	0.00540089	0.0669243	0.0417262	0.00333656	0.0148451	0.03005936	0.2785751	0.088649	0.0646349	0.263959	0.474036	0.0701418	0.0385791	29.15187	0.02926038	0.997372	0.999327	1.00067	1.00263	0.6676	0.114499	0.198709	0.0191918	0.3078354	0.09505201
3520	4.773245	0	4.773245	5.458066	608747.9	0.00967831	0.0389095	0.0149679	0.00588673	0.0126932	0.0114765	0.0895736	0.0283405	0.0138258	0.0212554	0.0176033	0.0523758	0.00669819	0.0637964	0.112692	0.00699608	0.0506546	0.00185917	0.01839983	0.07573632	0.12165	0.111866	0.232067	0.163737	0.334557	0.0361238	23.60315	0.02650332	0.998371	0.999583	1.00042	1.00163	0.0788646	0.32149	0.0869544	0.512691	0.1022396	0.2592274
