Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
12170	-6.019412	0	-6.019412	4.362837	548805.8	0.0234829	0.069686	0.0990502	0.027716	0.0123529	0.039294	0.298984	0.0582716	0.0482462	0.0436876	0.00152257	0.00507943	0.0964481	0.00325117	0.0826628	0.000574258	0.0377643	0.0552934	0.03993483	-0.2454015	0.259982	0.223979	0.141669	0.0463727	0.176771	0.151226	14.49264	0.3299751	0.998285	0.999561	1.00044	1.00172	0.012905	0.472213	0.0619402	0.452942	0.08457357	3.901634
12180	-4.914505	0	-4.914505	10.03552	579801.7	0.0464433	0.0216231	0.0147806	0.131273	0.00181849	0.017208	0.00629968	0.00760425	0.0827535	0.0397916	0.0148048	0.109617	0.0782121	0.0191604	0.0270186	0.0601664	0.0586064	0.0195575	0.05781568	0.002699025	0.234155	0.0825067	0.143138	0.0417659	0.152898	0.345537	34.92091	0.02811813	0.998331	0.999573	1.00043	1.00167	0.0171015	0.250916	0.342043	0.38994	0.03081716	0.9124181
12190	-12.79476	0	-12.79476	20.51146	852186.5	0.0439973	0.00269163	0.0175688	0.00761091	0.0512686	0.133062	0.128566	0.00163134	0.0599623	0.165745	0.00363004	0.0567023	0.0133428	0.16211	0.0613382	0.00133114	0.109718	0.0680175	0.07437558	-0.04020649	0.0696913	0.00381859	0.290962	0.104419	0.188121	0.342987	40.77572	0.08455735	0.998623	0.999648	1.00035	1.00138	0.219746	0.321538	0.40375	0.0549656	0.04435086	1.906555
12200	-27.7624	0	-27.7624	16.03282	225763.3	0.0434264	0.481965	0.165843	0.311154	0.030682	0.293288	0.117128	0.0264569	0.035876	0.259601	0.065829	0.0240148	0.0566174	0.0378888	0.114398	0.17124	0.0484076	0.0851475	0.08699786	0.03126492	0.246247	0.0269776	0.217319	0.279698	0.151391	0.0783675	36.59513	0.03260033	0.997326	0.999315	1.00068	1.00268	0.0704798	0.0442406	0.192527	0.692753	0.06386525	0.5104548
12210	-22.40054	0	-22.40054	9.121121	523878	0.0339743	0.00223453	0.213897	0.277273	0.0311395	0.109415	0.116326	0.0403927	0.0237326	0.00418981	0.256907	0.264005	0.179684	0.1521	0.00872906	0.0684159	0.125264	0.151479	0.1114959	0.03008506	0.0147065	0.0758937	0.402478	0.287485	0.155605	0.0638312	39.4374	0.06266758	0.998244	0.999551	1.00045	1.00176	0.167374	0.329683	0.0328821	0.470061	0.09275264	0.675642
12220	-12.22196	0	-12.22196	6.007731	526856.4	0.140316	3.38508e-05	0.148118	0.156142	0.103073	0.0146906	0.0337121	0.0890808	0.0605111	0.216501	0.00340181	0.126707	0.114273	0.0585189	0.010467	0.177907	0.0642712	0.0141124	0.06906949	0.2981298	0.0310099	0.103683	0.195599	0.440315	0.127337	0.102056	44.31569	0.004830148	0.998249	0.999552	1.00045	1.00175	0.0272834	0.269798	0.137885	0.565033	0.3029599	0.01594319
12230	-17.80527	0	-17.80527	7.897172	523807.9	0.275187	0.0426316	0.044237	0.0647897	0.326679	0.0340594	0.00268997	0.0206685	0.0253505	0.0682285	0.126601	0.160828	0.0447214	0.016093	0.0626713	0.132377	0.0696398	0.123219	0.08883038	0.02669257	0.445492	0.0935789	0.150071	0.0254809	0.060099	0.225279	37.70275	0.01344559	0.998244	0.999551	1.00045	1.00176	0.542606	0.0796949	0.0114863	0.366212	0.04013816	0.3349826
12240	-13.82897	0	-13.82897	7.927724	967245.7	0.040633	0.0916483	0.0364125	0.00415576	0.00651954	0.0995543	0.0314598	0.432708	0.101669	0.00189707	0.0114361	0.0582592	0.219511	0.00746013	0.0594363	0.0989041	0.00302568	0.0592978	0.08889225	-0.187546	0.0618148	0.132873	0.377023	0.051749	0.150987	0.225553	34.2135	0.2395818	0.998708	0.99967	1.00033	1.00129	0.296318	0.235346	0.370967	0.0973684	0.05203573	4.604178
12250	-25.73496	0	-25.73496	11.72529	646286.5	0.0992187	0.0109363	0.0514397	0.113691	0.180054	0.234445	0.0183106	0.143154	0.199951	0.030423	0.00729853	0.0707118	0.133781	0.0245657	0.252939	0.0614154	0.127587	0.51095	0.1105168	-0.1209837	0.21499	0.188432	0.045768	0.0968632	0.378155	0.0757911	29.28851	0.1928804	0.998419	0.999596	1.0004	1.00158	0.016304	0.134973	0.0600124	0.788711	0.0718967	2.682744
12260	8.442685	0	8.442685	11.46912	508178.6	0.0143545	0.0300981	0.0190119	0.0162481	0.0350333	0.0533139	0.0513389	0.0176304	0.00382093	0.00477574	0.0123196	0.0378769	0.0394103	0.00952608	0.00905814	0.0625671	0.0279759	0.0159966	0.03160835	-0.02592605	0.17332	0.194743	0.160186	0.101026	0.297219	0.0735056	18.69429	0.0307693	0.998217	0.999544	1.00045	1.00178	0.452481	0.223869	0.203709	0.11994	0.00484325	6.353026
12270	-18.90943	0	-18.90943	8.447175	743407	0.0789083	0.363533	0.21318	0.024741	0.0072222	0.201963	0.074733	0.157725	0.0162139	0.195838	0.0223962	0.0552074	0.167638	0.0262461	0.113415	0.20882	0.0499666	0.356952	0.1211047	0.07228434	0.143951	0.631744	0.08415	0.0512439	0.0583003	0.0306114	14.28626	0.03164359	0.998526	0.999623	1.00038	1.00147	0.423782	0.0106982	0.0577281	0.507791	0.1039279	0.3044763
12280	10.22078	0	10.22078	2.740954	371122.4	0.00462968	0.0644414	0.0354729	0.0680328	0.061234	0.00484851	0.10965	0.0110361	0.0171007	0.171737	0.0455713	0.0638326	0.0996638	0.0300237	0.0437441	0.0257784	0.0139848	0.0396983	0.06403949	-0.01563209	0.0691786	0.667094	0.0888587	0.0541113	0.0615625	0.0591953	2.922487	0.03380256	0.997914	0.999466	1.00053	1.00209	0.333276	0.214547	0.0101573	0.44202	0.01817047	1.860302
12290	-6.078668	0	-6.078668	2.132555	576825.3	0.0948895	0.237357	0.346924	0.063846	0.206512	0.0472329	0.0157482	0.0226058	0.0803172	0.185703	0.192166	0.010895	0.164351	0.0768773	0.044734	0.272573	0.0240276	0.0513208	0.09940004	0.02924395	0.281292	0.425428	0.0584409	0.148918	0.0404886	0.0454328	2.292387	0.1193352	0.998327	0.999572	1.00043	1.00167	0.0975838	0.165425	0.126738	0.610253	0.1485792	0.803176
12300	8.977423	0	8.977423	2.45002	124534.8	0.0871323	0.0393965	0.00213418	0.0804964	0.0187021	0.0426622	0.0808734	0.00685729	0.0204193	0.00262473	0.00271615	0.0185858	0.0527024	0.0112138	0.0460826	0.0900044	0.0346638	0.162593	0.06538131	0.2255371	0.168277	0.383291	0.113642	0.0336275	0.0794389	0.221724	2.672276	0.01344126	0.9964	0.999078	1.00092	1.0036	0.692173	0.256538	0.0265757	0.0247133	0.2389783	0.05624469
12310	-6.372975	0	-6.372975	3.62332	265721.6	0.123681	0.0905343	0.142269	0.0496296	0.159258	0.331978	0.114677	0.177137	0.0586342	0.0901522	0.168271	0.178522	0.0214527	0.0377171	0.0626073	0.10804	0.0107386	0.0428265	0.1046858	-0.03345281	0.302067	0.267417	0.135924	0.123881	0.0438788	0.126832	3.995704	0.0506144	0.997535	0.999369	1.00063	1.00247	0.210479	0.219441	0.475147	0.0949338	0.01716159	2.949283
12320	27.83324	0	27.83324	1.157065	218209.8	0.00930893	0.0032536	0.0080572	0.0220706	0.0212031	0.00924675	0.00634879	0.145651	0.0255958	0.00268489	0.0216747	0.0155183	0.0196191	0.0192644	0.00814946	0.00824772	0.00390998	0.0040329	0.01777652	0.07647313	0.260198	0.230351	0.117084	0.10671	0.176405	0.109252	2.92748	0.003843265	0.99728	0.999304	1.00069	1.00272	0.284877	0.195532	0.0209716	0.498619	0.0803164	0.04785156
12330	25.00932	0	25.00932	1.996662	204667	0.0234128	0.0144228	0.00809257	0.0286863	0.00266465	0.006585	0.0060546	0.020129	0.00732584	0.011148	0.00382539	0.0248619	0.0206728	0.00957158	0.0124501	0.033335	0.0508897	0.0505731	0.02195142	0.04821125	0.142543	0.0863394	0.544592	0.138135	0.0297598	0.0586308	4.115353	0.1214123	0.997192	0.999281	1.00072	1.00281	0.0103061	0.162586	0.240156	0.586951	0.1696235	0.715775
12340	19.44695	0	19.44695	1.386237	563651.9	0.0192617	0.097177	0.0311848	0.00138738	0.0457547	0.0188372	0.00790299	0.0531438	0.0395928	0.0102415	0.00326519	0.0722848	0.0116195	0.0143016	0.0212735	0.0500341	0.0403223	0.0312053	0.02943432	-0.1156418	0.132212	0.0800819	0.505123	0.106609	0.135858	0.0401169	2.725693	0.1348192	0.998307	0.999567	1.00043	1.00169	0.302157	0.0530038	0.490847	0.153991	0.01917735	7.030123
12350	18.34007	0	18.34007	2.944727	891868.5	0.0345875	0.00642768	0.00571661	0.00236078	0.00546717	0.0443505	0.00196483	0.0582155	0.0171506	0.0171902	0.0406978	0.0167737	0.0173725	0.00299841	0.0497831	0.0118521	0.0218149	0.0125335	0.0226556	-0.3721788	0.13173	0.102751	0.503283	0.10622	0.135363	0.0206525	6.837043	0.4092738	0.998654	0.999656	1.00034	1.00135	0.232438	0.0844398	0.547053	0.136069	0.03709505	11.03311
12360	13.40956	0	13.40956	5.428461	970621	0.0311849	0.0186178	0.0252858	0.0551718	0.0204997	0.000938912	0.00362478	0.0179966	0.0086004	0.0665637	0.0623163	0.0297302	0.0134878	0.00533355	0.00151051	0.127959	0.000506806	0.0283373	0.03605045	0.02592899	0.105996	0.20982	0.567235	0.0756807	0.0246507	0.0166179	7.356483	0.04164002	0.99871	0.99967	1.00033	1.00129	0.33124	0.187246	0.348571	0.132943	0.06756901	0.6162592
12370	22.75498	0	22.75498	19.7562	239782.3	0.0274394	0.00280821	0.00437247	0.0340942	0.00551034	0.00116911	0.00141931	0.00292831	0.00255483	0.00165553	0.0116269	0.00330219	0.0470132	0.0117652	0.00192848	0.0197949	0.0313056	0.000116104	0.0121033	-0.06878225	0.00418072	0.260159	0.244345	0.00883047	0.00799975	0.474485	30.51816	0.1507883	0.997405	0.999336	1.00066	1.0026	0.134301	0.362136	0.259549	0.244014	0.08200605	1.838746
12380	2.247647	0	2.247647	20.04483	381289.5	0.000537632	0.0456385	0.0260009	0.0460637	0.00681591	0.00159896	0.0139922	0.157653	0.0263758	0.0105916	0.00915951	0.00178437	0.00962188	0.00640279	0.0308583	0.00299411	0.0581748	0.00408799	0.04547845	-0.05098803	0.0183203	0.41973	0.104056	0.0901713	0.0766184	0.291103	23.74009	0.1254302	0.997942	0.999473	1.00053	1.00206	0.290462	0.122734	0.145652	0.441152	0.07444212	1.684935
12390	21.12357	0	21.12357	14.90161	630498.4	0.00330083	0.0180624	0.00255722	0.0387313	0.00624258	0.00019343	0.0034499	0.00418523	0.00315743	0.0288731	0.0128174	0.0164996	0.00749501	0.00876585	0.00355634	0.0389291	0.0101857	1.3674e-05	0.009235574	0.01182357	0.0235929	0.137715	0.134004	0.0789543	0.250849	0.374884	25.56437	0.09552701	0.9984	0.999591	1.00041	1.0016	0.341973	0.123006	0.338553	0.196468	0.1073506	0.8898602
12400	-2.430834	0	-2.430834	33.14347	642597.7	0.00173054	0.0432652	0.021909	0.0131606	0.00806943	0.0425877	0.0331768	0.0519947	0.0633477	0.0276126	0.00627556	0.0792098	0.0135047	0.0240337	0.115902	0.0533554	0.0229897	0.0101795	0.04255338	0.02542208	0.0175255	0.0974047	0.231852	0.0670754	0.26766	0.318482	34.80702	0.0109541	0.998415	0.999595	1.0004	1.00159	0.416027	0.315804	0.15543	0.112739	0.03637618	0.3011339
12410	-14.09652	0	-14.09652	34.14827	902095.4	0.0300639	0.00166733	0.126715	0.0987083	0.0501904	0.0609173	0.185292	0.0316695	0.00230997	0.0480974	0.239573	0.00686516	0.00972864	0.0165847	0.070274	0.000796037	0.104835	0.0316684	0.03852184	-0.01840268	0.0166332	0.0924451	0.285079	0.177277	0.126299	0.302266	40.24242	0.04381666	0.998662	0.999658	1.00034	1.00134	0.191066	0.535763	0.241551	0.0316197	0.02541398	1.724116
12420	-3.057886	0	-3.057886	7.419923	223432.7	0.0659448	0.108334	0.0684429	0.028348	0.0897808	0.0234231	0.024849	0.0153533	0.140369	0.135492	0.0651798	0.177621	0.0115475	0.0113371	0.026456	0.011264	0.027819	0.0708663	0.06020675	-0.1733272	0.113801	0.212412	0.105718	0.247213	0.2902	0.0306564	8.55096	0.3496219	0.997312	0.999312	1.00069	1.00269	0.111072	0.607145	0.252965	0.0288181	0.1762947	1.983168
12430	-17.03747	0	-17.03747	23.23309	836856.1	0.266993	0.0398632	0.0493248	0.00037969	0.0251962	0.0418699	0.147794	0.111478	0.0255337	0.0210056	0.163564	0.11291	0.013116	0.10177	0.235182	0.115936	0.0919242	0.127234	0.1059377	-0.1585031	0.339291	0.127736	0.275124	0.060383	0.172714	0.0247509	37.06107	0.1744578	0.998611	0.999645	1.00035	1.00139	0.291374	0.10918	0.260903	0.338543	0.01595469	10.93457
12440	7.124281	0	7.124281	17.01995	990422.8	0.0219542	0.0164904	0.0512061	0.0062174	0.0534403	0.0127598	0.0278409	0.0810785	0.0163501	0.0715656	0.00805833	0.0180495	0.0149624	0.00987653	0.00481494	0.0196458	0.0192291	0.00937357	0.02220248	-0.01221703	0.230737	0.0731803	0.0486823	0.114739	0.523018	0.00964344	20.25718	0.0499955	0.998723	0.999673	1.00033	1.00128	0.506864	0.113016	0.0476247	0.332495	0.03777846	1.323386
12450	-9.857832	0	-9.857832	11.50049	799815.3	0.018206	0.124177	0.000493864	0.111455	0.0208647	0.0323279	0.0351457	0.0242743	0.0577789	0.108047	0.0816465	0.0502141	0.0244952	0.0438368	0.0261135	0.0322103	0.152028	0.00430474	0.0796417	-0.04582439	0.112163	0.0798655	0.0786719	0.290787	0.0428481	0.395664	31.98157	0.06575361	0.998579	0.999637	1.00036	1.00142	0.0419984	0.0718551	0.53719	0.348956	0.01992922	3.299357
12460	-16.26401	0	-16.26401	7.538448	201629.2	0.147344	0.00171198	0.0404103	0.0373669	0.0785772	0.0935047	0.160449	0.00179962	0.015696	0.0350988	0.0624972	0.0966977	0.199174	0.0325994	0.167936	0.0431885	0.349283	0.102233	0.1066363	0.05946347	0.10852	0.133344	0.0761161	0.362805	0.0270889	0.292126	32.06781	0.1283742	0.997171	0.999276	1.00072	1.00283	0.391146	0.106141	0.215407	0.287305	0.1878377	0.6834316
12470	-21.20528	0	-21.20528	11.16034	715728	0.184219	0.0750165	0.0695927	0.00469532	0.0563043	0.0193919	0.0837809	0.00114851	0.429293	0.317323	0.069819	0.0826705	0.310657	0.175551	0.497728	0.0221925	0.0841061	0.0118355	0.1704803	-0.00704827	0.0234549	0.46131	0.208866	0.137382	0.0743331	0.0946537	12.60266	0.1498575	0.998498	0.999616	1.00038	1.0015	0.49146	0.0260285	0.272393	0.210118	0.1428092	1.049354
12480	-29.07352	0	-29.07352	11.49809	976911.1	0.0507845	0.150744	0.041406	0.0651474	0.531313	0.012893	0.164004	0.208899	0.699021	0.131278	0.358355	0.00700599	0.0958517	0.0150937	0.026463	0.236209	0.114194	0.0297664	0.2065937	-0.1023485	0.0188351	0.370448	0.116467	0.110322	0.059692	0.324235	37.53526	0.1949974	0.998714	0.999671	1.00033	1.00129	0.52905	0.145347	0.278203	0.0474	0.09264888	2.104693
12490	-5.706952	0	-5.706952	11.42552	119916.6	0.0453542	0.0504816	0.013358	0.00521422	0.0179528	0.00793297	0.117061	0.0102872	0.0330353	0.0485217	0.0316659	0.0133732	0.0591629	0.0114817	0.0119559	0.0531939	0.0514763	0.0422541	0.08985574	-0.09546622	0.180544	0.02966	0.0941067	0.104736	0.00818835	0.582766	27.31213	0.1824604	0.996332	0.99906	1.00094	1.00367	0.458405	0.0648696	0.0983452	0.37838	0.08699421	2.097386
12500	14.44571	0	14.44571	12.75228	56787.63	0.037318	0.0225744	0.00731749	0.00355649	0.00532535	0.000830306	0.0263121	0.000585949	0.0120163	0.0169049	0.0083796	0.00354609	0.00388216	0.000140859	0.00680293	0.00899895	0.0167226	0.0302915	0.01043784	-0.01016518	0.126475	0.0977962	0.311257	0.0528818	0.344663	0.0669259	33.15161	0.1481055	0.994671	0.998633	1.00136	1.00534	0.735507	0.130466	0.0530744	0.0809525	0.1379403	1.073693
12510	53.78618	0	53.78618	12.44512	460494.1	0.00129342	0.000933258	0.00544877	0.00014644	0.00146692	0.000271446	0.0011006	0.000949091	0.00751228	0.00109508	0.00141125	0.00364235	0.000900578	0.00132202	0.000234535	0.00459466	0.00263518	0.00173975	0.002459165	0.1287716	0.0529719	0.164774	0.52443	0.0751458	0.0351471	0.147531	29.50063	0.05475838	0.998127	0.999521	1.00048	1.00187	0.0475361	0.154171	0.792668	0.00562496	0.18353	0.2983621
12520	83.11716	0	83.11716	8.708257	154697	0.000132581	0.00069604	0.00153095	0.000336051	0.000291002	0.000374911	0.000271692	0.00104944	0.000683966	0.000845028	5.78327e-05	0.000244812	9.51032e-05	0.000182025	0.000218317	5.33735e-05	0.000664995	0.00120856	0.0005574567	-0.07528914	0.0141056	0.362729	0.492031	0.0920819	0.00836766	0.0306847	13.49341	0.1485368	0.99677	0.999173	1.00082	1.00323	0.724704	0.211743	0.00150308	0.0620495	0.07324763	2.027871
12530	100.2746	0	100.2746	24.39774	434489.6	1.77081e-05	0.000108237	0.000113905	0.000143675	7.44371e-05	0.000372645	0.000114561	0.000119486	0.000169131	0.000524781	8.6544e-06	3.06066e-05	6.5595e-05	0.00016045	6.49743e-05	3.08103e-05	8.59105e-05	3.68582e-05	0.0001693867	0.02144077	0.0252246	0.238412	0.400857	0.0649705	0.250607	0.0199285	27.12196	0.1183661	0.998072	0.999507	1.00049	1.00193	0.0652372	0.237211	0.579598	0.117954	0.1398069	0.8466401
12540	87.96247	0	87.96247	5.162198	658965.5	0.000393974	0.000119452	3.11008e-05	0.000166888	9.51116e-05	0.000245051	6.55811e-05	0.00095106	0.0002127	0.000232545	1.75786e-05	2.97762e-05	0.000653342	3.03782e-05	0.00155688	0.000803091	0.00164929	0.000427166	0.0004221829	0.02484633	0.0609614	0.233247	0.161124	0.0515737	0.364553	0.12854	8.366832	0.049877	0.998435	0.9996	1.0004	1.00157	0.362801	0.38772	0.00258975	0.246889	0.07472333	0.667489
12550	124.9551	0	124.9551	8.165567	969689.2	0.00012977	8.50642e-05	4.75032e-06	8.03883e-06	0.000107339	1.91284e-05	8.16516e-05	7.05501e-06	4.10757e-05	2.10546e-05	4.41207e-05	7.48347e-05	8.56977e-06	2.58245e-05	3.0805e-05	3.85415e-05	5.99333e-05	1.3777e-05	5.0409e-05	0.2295306	0.0353375	0.0130772	0.337672	0.350348	0.218482	0.0450834	47.4552	0.007050498	0.998709	0.99967	1.00033	1.00129	0.0333324	0.17134	0.730004	0.0653239	0.2365811	0.02980161
12560	117.7088	0	117.7088	16.67735	763708	6.54389e-05	3.25899e-05	7.93406e-05	8.30528e-05	8.33633e-06	0.00010277	2.58972e-05	3.40501e-05	1.68501e-05	1.59992e-05	7.32356e-05	4.27443e-06	0.000116071	0.00011089	8.2373e-05	1.04549e-05	9.24252e-05	1.01823e-05	4.644803e-05	0.161383	0.0243683	0.463508	0.137324	0.241597	0.0829628	0.0502398	40.76065	0.002372185	0.998546	0.999628	1.00037	1.00145	0.0953639	0.0426412	0.513094	0.3489	0.1637551	0.01448617
12570	120.0856	0	120.0856	13.213	215675.7	6.12355e-05	4.06474e-06	5.02748e-05	4.57445e-05	0.000102612	4.54951e-05	4.67666e-05	0.000229013	7.22425e-05	0.000125077	2.46264e-05	3.38732e-05	7.71647e-05	7.13696e-06	1.34743e-05	2.45195e-06	7.84764e-06	0.000113055	7.662021e-05	-0.04313157	0.0125097	0.0430138	0.187382	0.144854	0.0136084	0.598631	13.98751	0.04582611	0.997264	0.9993	1.0007	1.00274	0.0989923	0.271566	0.349649	0.279793	0.002694536	17.00705
12580	114.6515	0	114.6515	8.198991	572256.5	7.74798e-05	1.57507e-05	2.15984e-05	1.27519e-05	7.63101e-05	0.000138372	4.41569e-05	8.34392e-05	3.2317e-05	0.000167738	3.24502e-05	0.000181885	4.65466e-05	9.59357e-05	5.82237e-05	0.000108007	0.000188101	1.04366e-05	8.946204e-05	0.1648526	0.485648	0.0404676	0.179929	0.0220554	0.00466049	0.267239	31.81678	0.01788674	0.99832	0.99957	1.00043	1.00168	0.321329	0.24497	0.251489	0.182212	0.1827393	0.09788115
12590	106.2713	0	106.2713	17.71393	13709.3	0.000184328	0.000224391	6.83915e-05	4.84748e-06	6.7552e-05	3.4583e-06	5.5869e-05	0.00010321	0.000113238	9.63834e-05	9.32221e-05	3.54558e-05	7.04893e-05	0.000181804	1.00594e-05	9.37781e-05	4.52418e-05	2.72775e-06	0.0001185868	0.06156183	0.149526	0.0540761	0.262283	0.0238553	0.0117986	0.498461	41.1628	0.1526977	0.989165	0.997206	1.00275	1.01088	0.115179	0.534981	0.00784989	0.34199	0.2142595	0.7126763
12600	100.8725	0	100.8725	13.40524	983065.2	0.00011015	1.28103e-05	3.73381e-05	0.000230793	3.34601e-05	0.000120948	7.40486e-05	4.70932e-05	0.000188683	5.18766e-06	0.000112136	3.08406e-05	0.000278309	0.000139343	6.70153e-05	0.000202286	0.000112299	1.62918e-05	0.0001417711	-0.0534886	0.108095	0.0390926	0.262057	0.0250202	0.205389	0.360346	46.39566	0.1478116	0.998718	0.999672	1.00033	1.00128	0.234061	0.587539	0.153236	0.025164	0.09432298	1.567079
12610	113.7263	0	113.7263	10.23669	936808.1	6.73063e-05	1.47782e-05	6.25177e-05	0.000201281	8.3352e-05	6.51729e-05	5.32564e-05	1.87048e-05	8.91373e-06	1.3401e-05	5.70065e-05	6.68589e-05	4.89602e-05	4.96994e-05	2.10695e-05	2.90708e-06	0.000124801	5.53486e-05	4.518773e-05	-0.02232412	0.0773662	0.0279794	0.0615257	0.054547	0.0135156	0.765066	45.70222	0.03862342	0.998687	0.999664	1.00034	1.00131	0.168832	0.0723421	0.640217	0.11861	0.0162993	2.369637
12620	80.92076	0	80.92076	8.327187	834535.3	0.000330854	0.000402093	0.00022806	5.03299e-05	4.23541e-05	5.4955e-05	0.000124693	0.00132543	5.64735e-05	0.00020825	0.000630558	0.00125192	0.00012113	0.000615709	0.000242432	0.000203785	0.00117729	0.000400131	0.0005003772	-0.03267959	0.180399	0.181274	0.0989773	0.0623874	0.0212871	0.455676	27.99391	0.1383907	0.998609	0.999644	1.00036	1.00139	0.0413462	0.724178	0.230741	0.00373458	0.1057111	1.30914
12630	61.67687	0	61.67687	11.08212	508785.1	0.0045995	0.000202029	0.00140854	0.00107262	0.00238664	0.00151651	0.000705935	0.000976734	0.000791276	0.000186189	0.00211069	0.00208969	0.000469874	0.000587021	0.0012094	0.00126719	3.87459e-06	0.000913334	0.00129901	-0.02041905	0.0711778	0.641054	0.0296044	0.0877601	0.0757331	0.0946703	33.30434	0.0846474	0.998219	0.999544	1.00045	1.00178	0.815586	0.0445632	0.0661832	0.0736676	0.06422835	1.317913
12640	67.63572	0	67.63572	20.3389	900822.7	0.000214934	0.00217412	5.19932e-05	0.000568586	0.000547212	0.00116226	0.000661079	0.00165562	0.000165683	0.000996509	0.00228149	0.000576431	0.000574662	0.000238374	5.05733e-05	0.00204363	0.000378638	0.00168093	0.000864628	-0.03037523	0.0909779	0.447838	0.0586364	0.165565	0.0874216	0.149561	35.85311	0.08492942	0.998661	0.999658	1.00034	1.00134	0.285628	0.235686	0.0900524	0.388634	0.05455418	1.55679
12650	65.35126	0	65.35126	9.539828	34167.13	0.000956031	0.000483272	0.00186996	0.000873062	0.00133976	0.000938955	0.00186106	0.00031707	0.00294777	0.0010979	0.000910456	0.0014647	4.30709e-05	0.00109618	0.000589932	0.000619331	0.00132561	0.00203678	0.001023209	0.1464884	0.135393	0.356578	0.0500429	0.208212	0.122133	0.127642	25.77706	0.05040138	0.993132	0.998235	1.00175	1.00688	0.0177474	0.388813	0.294723	0.298717	0.1968898	0.2559878
12660	82.78956	0	82.78956	11.47797	588008.2	0.000294796	0.00160986	6.1634e-05	0.000394867	0.000564303	0.000736947	0.000162079	0.000618034	0.000256232	0.000188203	3.50511e-05	0.00058468	0.000234915	8.61076e-05	0.000116403	0.000166576	0.000686852	0.00019552	0.0005656303	0.01934324	0.250225	0.143347	0.0924864	0.332507	0.137251	0.0441847	20.56183	0.02696059	0.998343	0.999576	1.00042	1.00166	0.375928	0.435097	0.171152	0.0178232	0.04630383	0.5822541
12670	78.52047	0	78.52047	19.78028	998319.4	0.000457006	0.00131	0.000610493	1.9126e-05	8.15431e-05	0.000561786	0.000937597	0.000377665	0.000412541	0.000421567	0.000905108	0.000572412	8.71205e-05	0.000375176	0.000225945	3.37434e-05	7.47116e-05	0.000146335	0.0004831075	0.02445417	0.510938	0.0615027	0.0654476	0.229275	0.111926	0.0209101	31.43707	0.00714378	0.998728	0.999675	1.00032	1.00127	0.366289	0.332114	0.152372	0.149225	0.03159795	0.2260837
12680	73.74539	0	73.74539	8.879427	359550.9	0.000618378	0.00107678	0.000320384	0.000362134	0.00080535	0.00161118	0.000857466	0.000815005	0.000160492	4.18677e-05	0.00122122	7.39803e-05	0.000273171	0.000735285	0.00128827	0.0021759	0.00078961	5.90461e-05	0.0005618308	0.02014763	0.560852	0.337205	0.0309054	0.0177779	0.0528532	0.000406308	16.20248	0.005079118	0.997881	0.999458	1.00054	1.00212	0.941669	0.0165602	0.0335985	0.00817222	0.02522675	0.2013386
12690	56.18943	0	56.18943	9.303256	432375.2	0.00128496	0.0053232	0.000409979	0.000334123	0.00163917	0.00137274	0.000975658	0.0088337	0.00425717	0.00115143	0.000479398	0.00041022	0.00187363	0.00292017	0.000327785	0.000721891	0.000182853	0.00144738	0.002449589	0.1038614	0.105195	0.391156	0.0190383	0.47265	0.0105659	0.00139419	13.98014	0.00413441	0.998068	0.999506	1.00049	1.00193	0.144134	0.327098	0.305002	0.223767	0.1079958	0.03828308
12700	28.40409	0	28.40409	22.26454	719899.3	0.0023519	0.00425189	0.000742872	0.00131023	0.0021063	0.0065309	0.0043058	0.00795777	0.00216099	0.00537407	0.0048863	0.0272987	0.00126837	0.0109495	0.0118078	0.00858951	0.000375259	0.0132562	0.007305017	0.03298475	0.192994	0.225643	0.0878158	0.444725	0.0249627	0.0238594	43.34465	0.03925481	0.998502	0.999617	1.00038	1.0015	0.502703	0.0761096	0.118335	0.302852	0.07223956	0.5433977
12710	49.84411	0	49.84411	14.02002	139658.3	0.00340282	0.00183176	0.000796616	0.00159076	0.000570704	0.00100013	0.00353032	0.00112065	0.000764614	0.00119877	0.00125197	0.000236015	0.00476901	0.000600633	0.000816636	0.00274875	0.00917354	0.00213002	0.001861255	0.002843361	0.117521	0.280294	0.108953	0.446157	0.0148761	0.0321989	35.96744	0.01140084	0.996601	0.999129	1.00087	1.0034	0.106714	0.33457	0.0929585	0.465758	0.0142442	0.8003846
12720	43.53451	0	43.53451	11.23104	122179.6	0.00349257	0.000221236	0.0163858	0.00160988	0.0064292	0.0021843	0.00712874	0.00931719	0.0018123	0.00575671	0.00220468	0.00195984	0.000122964	0.000109101	0.00132939	0.00787717	0.00288086	0.000378434	0.003653236	-0.01114359	0.428351	0.0722119	0.0280694	0.3053	0.15777	0.00829734	15.27195	0.04966744	0.996366	0.999069	1.00093	1.00364	0.343561	0.03073	0.00391237	0.621796	0.03852385	1.289265
