Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
135	1	-3758.279	-3717.994	-40.28467	5.668314	0.2053334	0.000233256	0.00921308	0.00945713	0.0177327	0.00469651	0.0154977	0.0216599	0.0179036	0.0173726	0.000390006	0.0012166	0.0184148	0.0282039	0.00168616	0.0619007	0.0105106	0.0397802	0.00733743	0.0242697	0.0725715	0.0194251	0.00786853	0.00602833	0.0497609	0.0164606	0.0143316	0.00286903	0.0160403	0.00841922	0.00707189	0.0214812	0.0349497	0.0437573	0.00949249	0.00648123	0.0133833	0.015967	0.0650276	0.0383584	0.0217974	0.0119882	0.000923403	0.02050254	0.1017807	0.00931018	0.526237	0.0110625	0.0127566	0.432837	0.00779655	17.47932	0.1074533	9	37.48309	0.5127634	0.000635536	0.0369079	0.397434	3.56502	0.294029	0.314289	0.128751	0.262931	0.209234	0.5135557
136	0	-3752.368	-3712.104	-40.26394	5.855356	0.1724266	0.0180987	0.0172825	0.00260907	0.00213997	0.0257467	0.0031011	0.0348532	0.0206944	0.0334601	0.0109885	0.00864756	0.00160361	0.00842989	0.0154881	0.0198491	0.00246748	0.00619951	0.00567523	0.0155608	0.00984645	0.0011989	0.00861485	0.0074802	0.04046	0.00854878	0.0101682	0.010254	0.0139833	0.0141824	0.0285386	0.0144073	0.0292229	0.030441	0.00686679	0.00174777	0.00391564	0.0284449	0.0235512	0.0034905	0.00452795	0.0069476	0.00602715	0.01321739	0.04652047	0.00752742	0.503754	0.00595919	0.0117937	0.463428	0.00753808	28.97167	0.07995603	9	37.35295	0.318377	0.000176009	0.0195336	0.308001	3.67229	0.315786	0.310186	0.116441	0.257587	0.1264765	0.6321809
137	1	-3752.218	-3710.461	-41.75699	5.671348	0.1724349	0.00162464	0.00588949	0.00269757	0.0396349	0.00358484	0.0143473	0.013574	0.0103554	0.0182542	0.000174065	0.0276463	0.0159624	0.0148426	0.015554	0.0564467	0.0179603	0.0160177	0.0152386	0.00217394	0.00363589	0.00128152	0.00338849	0.00160545	0.0350551	0.00923969	0.0184821	0.0281437	0.0124558	0.00986771	0.00492872	0.000775082	0.0253202	0.00843939	0.0374546	0.00688455	0.0084084	0.0394127	0.0100998	0.00977502	0.0407726	0.0736649	0.0413422	0.02554025	0.0700037	0.00877874	0.556254	0.0107246	0.00837472	0.40813	0.00773847	18.70012	0.1335865	8	38.12306	0.3504811	0.000176076	0.0195373	0.308025	3.67226	0.304231	0.303497	0.140309	0.251964	0.2035902	0.6561539
138	0	-3750.889	-3719.267	-31.62239	6.044094	0.2120799	0.0140934	0.00401462	0.0138895	0.00282269	0.014907	0.000484369	0.0148959	0.019458	0.0225034	0.0160391	0.0109198	0.00346145	0.00486705	0.00424029	0.00331672	0.0255364	0.0211432	0.00405485	0.00980331	0.0113009	0.00026481	0.0134844	0.0141116	0.0115813	0.00420075	0.00710177	0.0089349	0.0174309	0.018309	0.018208	0.0312832	0.0128946	0.0194695	0.000288513	0.0113009	0.00152039	0.0228733	0.00297962	0.00855452	0.00593422	0.00460701	0.023976	0.009824522	-0.03654499	0.00756023	0.522286	0.0035148	0.0178426	0.434193	0.014603	23.37967	0.1751383	10	39.33151	0.3901901	0.000787103	0.0410221	0.414444	3.54375	0.301636	0.325966	0.131167	0.241232	0.1385934	1.263685
139	1	-3734.413	-3705.597	-28.81662	6.498673	0.1782301	0.000318839	0.00560839	0.000498953	0.0412974	0.00850454	0.0103077	0.0166585	0.0108398	0.035496	0.000368572	0.0326182	0.0167033	0.0363918	0.0215165	0.0080052	0.0167864	0.00857314	0.00320249	0.00334252	0.0102486	0.00960327	0.0138671	0.0187816	0.025861	0.0081238	0.00301179	0.00413252	0.0152415	0.0245924	0.00657256	0.000285234	0.00685464	0.00407522	0.00287466	0.00246	0.0239796	0.0211594	0.028828	0.0392633	0.0266767	0.0494274	0.0164226	0.01598154	0.03788834	0.0103312	0.563157	0.005899	0.00552806	0.410805	0.00428022	18.29187	0.1271277	9	38.06389	0.3976791	0.000228491	0.0222353	0.324512	3.65302	0.3031	0.28462	0.129621	0.28266	0.165016	0.770396
140	0	-3752.589	-3718.687	-33.90177	5.680463	0.1656734	0.0112963	0.00462364	0.0100903	0.00489056	0.00200382	0.000705929	0.0389844	0.0146328	0.0226753	0.0145807	0.00695574	0.00100118	0.0148312	0.0065535	0.00118446	0.0106311	0.0163602	0.00416341	0.0111915	0.00357095	0.00688172	0.0284658	0.0284465	0.0657004	0.00535408	0.00715358	0.000414196	0.0150555	0.00788532	0.0131694	0.0162305	0.0282882	0.0168066	0.0108216	0.00725624	0.0030422	0.036479	0.00128953	0.031685	0.000728927	0.00557932	0.0495096	0.01470396	0.03589444	0.00777984	0.525183	0.00245687	0.0173412	0.436602	0.0106369	18.40046	0.1763536	9	37.26533	0.2911724	0.000126949	0.0166069	0.288437	3.69483	0.326702	0.28805	0.1173	0.267948	0.2122481	0.8308845
141	1	-3733.309	-3705.604	-27.70536	5.883046	0.1684212	0.00132894	0.00563525	0.000724041	0.0316649	0.00446039	0.0128591	0.0205489	0.00860321	0.0212529	0.000462235	0.0345722	0.0193309	0.0250243	0.00321022	0.0432977	0.00623345	0.00529365	0.0295609	0.0324436	0.00586712	0.00181968	0.000821105	0.0377389	0.0312531	0.00549565	0.000453507	0.000705395	0.0103051	0.00535306	0.00549095	0.0649132	0.0114875	0.0161453	0.00103948	0.000415346	0.0451744	0.0158496	0.00168417	0.00266752	0.00406005	0.01138	0.0348781	0.01365911	0.1041247	0.00983552	0.557334	0.005838	0.00307183	0.41816	0.00576102	18.23364	0.1299766	9	38.37355	0.4709397	0.000145461	0.017769	0.296441	3.68564	0.301999	0.304974	0.118158	0.274869	0.2341014	0.5552151
142	0	-3768.537	-3721.148	-47.38948	5.434418	0.2155977	0.00374711	0.0216978	0.0249584	0.0212938	0.00173917	0.000204332	0.00635103	0.0160479	0.0194029	0.0162015	0.011096	0.00519023	0.0287508	0.0341578	0.0242004	0.0188342	0.0176143	0.0078215	0.0194106	0.00731751	0.0284808	0.0584756	0.000624958	0.053075	0.00180467	0.0028823	0.00770983	0.0423696	0.00429081	0.000900375	0.0383655	0.0162146	0.0161375	0.0040157	0.0114977	0.0366153	0.0124874	0.000981463	0.0408516	0.0011669	0.00699567	0.0475585	0.01891795	0.07524582	0.00686248	0.492383	0.00224224	0.0186078	0.468491	0.0114138	21.61749	0.08130613	9	39.60985	0.231222	0.000875295	0.0432304	0.423129	3.53277	0.320255	0.27305	0.148083	0.258612	0.1565519	0.5193556
143	1	-3733.88	-3707.621	-26.25904	5.316453	0.173977	0.00440637	0.00241379	9.58096e-05	0.0578772	0.00262429	0.0102685	0.0129406	0.00782661	0.0445833	0.00437406	0.00749602	0.0158675	0.0374499	0.0248414	0.0346992	0.0046986	0.00759965	0.00317243	0.00120658	0.00416901	0.000665797	0.000536465	0.0164253	0.00195099	0.00595213	0.000598531	0.000682115	0.0142295	0.0217951	0.00969273	0.00353754	0.0211414	0.0654195	0.00710319	0.0107478	0.0221936	0.0238237	0.00964004	0.0124958	0.048616	0.00458978	0.0180717	0.01252492	0.03741413	0.0103928	0.588912	0.00952427	0.00483342	0.378385	0.0079526	24.04159	0.134806	8	38.42681	0.3106072	0.00018904	0.0202388	0.31244	3.66713	0.300362	0.295382	0.120353	0.283903	0.1722202	0.7827541
144	0	-3751.903	-3716.167	-35.73562	5.441353	0.2061176	0.0561632	0.0251602	0.00539381	0.00880514	0.0026679	0.0020338	0.0181552	0.0152762	0.0313018	0.0176675	0.00688699	0.00366828	0.0286326	0.0069516	0.00322393	0.0356176	0.0218101	0.00686452	0.0204742	0.0117927	0.00438998	0.00462141	0.00199256	0.0565513	0.0012552	0.0439746	0.016808	0.0219189	0.0295892	0.0037088	0.0079888	0.0205379	0.0146773	0.0030928	0.00360177	0.00530737	0.00982922	0.00320436	0.0277962	0.00228589	0.00411225	0.019495	0.01480596	0.04322622	0.0189453	0.471901	0.00103245	0.0150635	0.479682	0.0133758	18.33781	0.1339605	9	38.3677	0.3195716	0.000652003	0.0373776	0.399435	3.56254	0.310503	0.277393	0.134988	0.277115	0.1771867	0.7560414
145	1	-3748.58	-3714.139	-34.44059	5.56702	0.1735189	0.0153241	0.00713432	0.000471698	0.0241022	0.00300221	0.0128219	0.0209754	0.0105483	0.0169283	0.00476655	0.0174191	0.0232739	0.0280835	0.0132206	0.00859805	0.0121747	0.0167566	0.032772	0.000933205	0.00631314	0.0401129	0.00615143	0.0344363	0.0127328	0.00487428	0.00110265	0.00661424	0.0354984	0.0292854	0.00648524	0.0104933	0.0105324	0.0689669	0.0162099	0.0223549	0.0039292	0.0325018	0.0104678	0.00562729	0.0215363	0.074569	0.00294678	0.01953546	0.0682603	0.011522	0.540051	0.0105566	0.00376814	0.430791	0.00331171	24.1192	0.09628337	9	37.53235	0.3786912	0.000185117	0.0200292	0.311131	3.66866	0.283064	0.316076	0.139615	0.261244	0.1645437	0.5851539
146	0	-3755.806	-3713.268	-42.53748	5.38246	0.1966146	0.00798785	0.0130571	0.0232193	0.0205642	0.0155974	0.000604232	0.0135047	0.0248904	0.0562645	0.0262124	0.00494606	0.00427516	0.024778	0.00749986	0.0350427	0.0190884	0.0167062	0.00802658	0.0185573	0.016321	0.0115346	0.00606484	0.00153027	0.0492576	0.0022048	0.00719694	0.0194802	0.0367255	0.023844	0.0158266	0.00195003	0.0165504	0.0599209	0.00239707	0.0119532	0.00395191	0.00722015	0.00986207	0.0274021	0.0253746	0.00962682	0.00426316	0.02263315	0.05987242	0.0154346	0.557504	0.00094515	0.0126967	0.404373	0.00904706	18.80089	0.1425081	9	37.38161	0.4222918	0.000471652	0.0318455	0.374765	3.59292	0.303228	0.313922	0.121806	0.261044	0.2023805	0.7041592
147	1	-3755.475	-3709.239	-46.23586	5.425084	0.1748877	0.00982791	0.00963487	0.000100534	0.0751121	0.00750448	0.00987756	0.0271703	0.00512282	0.03898	0.00912614	0.00644452	0.0207775	0.0275383	0.0152375	0.0120309	0.0376233	0.029462	0.0255104	0.108073	0.016437	0.00390217	0.014448	0.0238202	0.0201064	0.00180068	0.0107425	0.00565722	0.0216599	0.0569062	0.00769844	0.0134989	0.0043713	0.0278552	0.00368986	0.0289772	0.00479476	0.00110446	0.0659947	0.00418015	0.011763	0.0266947	0.0152526	0.02470951	0.04206679	0.00412915	0.47515	0.0121197	0.00928877	0.494577	0.00473575	30.12503	0.1645502	9	39.07957	0.2986694	0.000197023	0.0206587	0.315038	3.66411	0.302111	0.308252	0.134871	0.254767	0.2066169	0.796402
148	0	-3774.037	-3718.883	-55.15416	6.13766	0.2272926	0.0490115	0.0673948	0.0464487	0.0272338	0.0234563	0.0433309	0.030671	0.0120927	0.0309602	0.0237844	0.00602481	0.0110675	0.0118755	0.0560446	0.111617	0.00471369	0.0609233	0.0111972	0.0247345	0.00413682	0.011541	0.0240643	0.000425972	0.0412541	0.0217972	0.0131153	0.0209583	0.0110433	0.0325561	0.0403234	0.0216167	0.00935702	0.020541	0.00210328	0.0103024	0.00192711	0.00508426	0.00197787	0.0586999	0.0615151	0.00761664	0.0245798	0.02451333	0.0670665	0.01648	0.518458	0.00186789	0.00649799	0.452936	0.00376035	17.81134	0.1434332	9	37.32905	0.2976837	0.00121676	0.0508545	0.451093	3.49684	0.292319	0.307165	0.138326	0.26219	0.2104997	0.6813938
149	1	-3742.809	-3711.389	-31.42006	5.479055	0.1872282	0.0132187	0.00339175	0.000654225	0.0402408	0.00950497	0.0112449	0.0159605	0.0109274	0.023223	0.0198939	0.0216677	0.0143557	0.0220137	0.00898255	0.0179147	0.0260596	0.0333954	0.0224453	0.00815494	0.00690237	0.0159809	0.0213611	0.0292653	0.0113188	0.0124596	0.0157396	0.0101507	0.00866616	0.0170356	0.00550578	0.00446653	0.00936333	0.0287861	0.00209606	0.0250239	0.0211257	0.000713522	0.0197923	0.00696577	0.00376656	0.00483457	0.0145971	0.01571178	0.01880936	0.00954452	0.616716	0.0115309	0.0133062	0.346504	0.0023988	23.39076	0.1980854	9	38.62172	0.2742527	0.000331639	0.0267476	0.349512	3.62341	0.301886	0.300964	0.132525	0.264625	0.2168948	0.9132789
150	0	-3759.22	-3715.37	-43.84967	5.553512	0.1943071	0.0561126	0.0156473	0.0132784	0.00665023	0.0645093	0.0790592	0.00170047	0.0112922	0.0326407	0.015206	0.00651654	0.00844128	0.00620048	0.0102429	0.00678213	0.0158653	0.0709865	0.00569929	0.0204578	0.00363835	0.0193215	0.0309876	0.00072614	0.00351465	0.0304117	0.00715233	0.0265527	0.0272703	0.012028	0.0225799	0.00364835	0.0351018	0.0135591	0.0125143	0.00187091	0.00113584	0.00049014	0.00746331	0.0102089	0.0254665	0.0183679	0.00736261	0.01763873	0.02408743	0.0164429	0.51729	0.00117108	0.000728016	0.457087	0.00728085	16.85002	0.1489351	9	38.1917	0.2568254	0.000433905	0.0305571	0.368637	3.60037	0.289866	0.320254	0.126317	0.263563	0.1730226	0.8607845
151	1	-3738.322	-3710.213	-28.10943	6.298173	0.204912	0.00853179	0.00481705	0.00142257	0.0333998	0.00402474	0.0144828	0.0214159	0.00814281	0.0283797	0.022362	0.0105752	0.0319284	0.0208264	0.0144014	0.0685441	0.00589041	0.00627167	0.0421629	0.0153855	0.0147471	0.0127841	0.00256787	0.0286814	0.00449078	0.0164079	0.00845629	0.00286153	0.0180009	0.0221272	0.0066085	0.0133903	0.00247749	0.0329159	0.0053616	0.0275037	0.0167841	0.00529072	0.0200662	0.00336695	0.00461634	0.00528753	0.0100633	0.01315964	0.0354812	0.012205	0.48746	0.0134619	0.0114158	0.473976	0.00148141	16.49828	0.167884	9	37.6802	0.3534394	0.000626806	0.0366564	0.396356	3.56636	0.289911	0.312585	0.138395	0.259108	0.2033652	0.8255297
152	0	-3771.581	-3718.972	-52.60961	5.426617	0.1817315	0.0156338	0.0435783	0.00280564	0.0112433	0.0160727	0.0464545	0.0313954	0.0155392	0.0451477	0.0302685	0.0072017	0.00297938	0.0104931	0.0132667	0.00402353	0.0234959	0.038108	0.00277162	0.012424	0.00398065	0.00758551	0.0504891	0.00491302	0.0296889	0.0278522	0.0498108	0.00781272	0.0019696	0.0216527	0.0340447	0.00361477	0.0160971	0.00962992	0.00366892	0.00518431	0.0184906	0.0108296	0.0180566	0.0152077	0.0345402	0.00325702	0.0326271	0.01643802	-0.006375942	0.0237416	0.428408	0.00123399	0.00161465	0.536457	0.00854511	16.11808	0.103703	9	42.45931	0.1846868	0.000265301	0.0239456	0.334329	3.64146	0.312919	0.287443	0.13268	0.266958	0.09732705	1.06551
153	1	-3745.183	-3704.21	-40.97285	5.549918	0.1844527	0.0537759	0.00437717	0.0203465	0.0566314	0.00494398	0.0164797	0.036067	0.0086445	0.0415943	0.00557724	0.0913283	0.022377	0.0150086	0.0716788	0.00702071	0.00249319	0.00216821	0.010641	0.0369797	0.0299657	0.0154609	0.00323443	0.0315645	0.025315	0.0110221	0.00290434	0.00596495	0.0172039	0.00608188	0.00737835	0.02404	0.0199599	0.0248638	0.00586135	0.0210842	0.00676508	0.00494376	0.00572882	0.0027789	0.0090316	0.00206416	0.0131902	0.0187083	0.0329409	0.0129461	0.514804	0.00872463	0.00452557	0.457158	0.00184147	11.97969	0.1754625	9	38.41956	0.537257	0.000296789	0.0253152	0.341881	3.63251	0.311045	0.291823	0.128013	0.26912	0.2084034	0.8419368
154	0	-3766.086	-3716.141	-49.9445	5.566204	0.1952222	0.00549074	0.0413447	0.000950741	0.0206539	0.0326437	0.0102066	0.0197666	0.0143997	0.0244439	0.0198862	0.00850213	0.00427821	0.00243401	0.0388498	0.0968647	0.0131582	0.0187466	0.00789667	0.0189072	0.00211775	0.0221719	0.0106066	0.0160912	0.0492374	0.0188634	0.0254428	0.00710449	0.0117203	0.0196586	0.0376368	0.0168048	0.0203189	0.0112401	0.00243792	0.00498762	0.00291535	0.00560418	0.0126305	0.0267625	0.0526081	0.0215599	0.0209586	0.02505075	0.03042535	0.0216831	0.428138	0.00125788	0.000905061	0.536118	0.0118981	16.17255	0.1340227	9	43.04112	0.3731694	0.000448605	0.0310654	0.371074	3.59741	0.289028	0.308911	0.141906	0.260156	0.1644481	0.814985
155	1	-3751.419	-3710.736	-40.68325	5.324091	0.1898965	0.0237893	0.00766536	0.000964381	0.0342909	0.00521633	0.0133236	0.0175538	0.0113601	0.0307932	0.0159254	0.0609994	0.0154745	0.0252407	0.000141209	0.017979	0.0256728	0.0260896	0.0128462	0.0345107	0.0332444	0.0138236	0.00649636	0.00524071	0.0466154	0.00996526	0.0135503	0.00218891	0.0357907	0.0148111	0.0075361	0.0107872	0.0247553	0.0291906	0.0306756	0.0122239	0.00229211	0.0113966	0.0490562	0.000304223	0.0139333	0.00928574	0.00779291	0.01707267	0.05215343	0.0120946	0.54409	0.00503057	0.00700655	0.427088	0.00469003	10.35721	0.2821019	9	40.18223	0.3507629	0.000367867	0.0281577	0.356778	3.6147	0.295981	0.299525	0.130386	0.274109	0.3342553	0.8439713
156	0	-3756.264	-3716.119	-40.14511	5.326322	0.189619	0.0072551	0.0131295	0.00137444	0.0303211	0.00117002	0.010779	0.00628747	0.0193659	0.0260232	0.0156189	0.00993975	0.0034929	0.0157003	0.0318533	0.0274404	0.00871473	0.0383921	0.00850334	0.0114508	0.000521886	0.00403249	0.0279119	0.00154013	0.0178548	0.0201661	0.0124159	0.0215339	0.00239095	0.0371915	0.018468	0.00163277	0.0500657	0.0100382	0.0103763	0.00503154	0.00831405	0.048844	0.0278426	0.00620976	0.0229038	0.0214291	0.00642836	0.01981009	0.09508355	0.0185499	0.455757	0.00566324	0.000698345	0.507591	0.0117402	17.96668	0.1119402	9	37.80937	0.2862873	0.000363971	0.0280095	0.356026	3.6156	0.295562	0.290343	0.143093	0.271002	0.2070238	0.5407119
157	1	-3762.479	-3711.811	-50.66741	5.563616	0.1876457	0.0059398	0.00305623	0.000268941	0.0570805	0.00282009	0.0137627	0.0365748	0.0151059	0.0195391	0.0328869	0.0703139	0.0263178	0.0291022	0.0236047	0.0135139	0.00206901	0.00833599	0.0481938	0.0869117	0.0411352	0.0390473	0.0100846	0.0747643	0.0121891	0.0243009	0.0167319	0.0312351	0.0241029	0.0161409	0.0063207	0.0418269	0.00952742	0.040013	0.00341438	0.0274039	0.0317021	0.0167227	0.00276731	0.00127098	0.0953481	0.0412071	0.00256789	0.02707391	0.08036802	0.011362	0.60177	0.00354443	0.00444068	0.37573	0.00315271	11.18468	0.1091665	9	37.52665	0.3281457	0.000337129	0.0269661	0.350653	3.62204	0.289218	0.292681	0.143287	0.274813	0.1895345	0.5759716
158	0	-3755.925	-3715.034	-40.89073	5.723301	0.1679353	0.002607	0.0222375	0.0203876	0.0147692	0.00673387	0.0122645	0.00815014	0.0182081	0.0272405	0.0190283	0.0100024	0.0024168	0.00185421	0.0405589	0.0303193	0.00825745	0.0467456	0.0106373	0.0132551	0.000785968	0.0526649	0.011855	0.000230143	0.0629856	0.0148077	0.00731593	0.0155608	0.0296862	0.041091	0.0309129	0.0220713	0.0152896	0.0198005	0.00418742	0.00495734	0.0259836	0.00828652	0.00932601	0.0238488	0.0326183	0.0115058	0.00426159	0.02054636	0.03925573	0.0189405	0.519648	0.00763772	0.000184825	0.448511	0.00507843	16.09999	0.1376124	9	38.70367	0.3867857	0.000142047	0.0175606	0.29503	3.68727	0.293974	0.312708	0.145198	0.24812	0.1768682	0.7780509
159	1	-3774.745	-3709.296	-65.44889	6.224162	0.2019678	0.0490113	0.00379012	0.00310856	0.0592561	0.00165045	0.0133446	0.0194375	0.0153432	0.0260778	0.00559453	0.0319319	0.0104256	0.0316306	0.0158547	0.0142692	0.0065104	0.0395788	0.14057	0.101459	0.0535377	0.0988301	0.058204	0.0298575	0.0103449	0.00770274	0.00465018	0.0446633	0.0139789	0.020383	0.00764693	0.008343	0.0147638	0.146174	0.0334404	0.0260867	0.0285095	0.0584451	0.000214538	0.00195088	0.0083326	0.0316851	0.00720341	0.03210091	0.1127901	0.015792	0.590754	0.00293416	0.00397547	0.378881	0.0076639	12.92382	0.1221096	8	40.85815	0.4384378	0.000568162	0.0349184	0.388774	3.57574	0.30028	0.301297	0.131239	0.267184	0.2348997	0.5198373
160	0	-3749.153	-3713.143	-36.00929	5.363537	0.1950206	0.00473536	0.00549328	0.00657561	0.00245612	0.0258941	0.0126043	0.0263394	0.0229301	0.0233581	0.0129018	0.0100841	0.00448741	0.003033	0.0177657	0.0182913	0.00725362	0.0511016	0.00564004	0.0115639	0.00216011	0.017168	0.0243769	0.000452066	0.0366738	0.0156031	0.00102656	0.0238014	0.0265642	0.00640715	0.0348581	0.0145897	0.0164687	0.0371079	0.00114635	0.00628569	0.0174738	0.0034596	0.0214788	0.018051	0.00431497	0.00169099	0.00522909	0.01910109	0.03335315	0.0148522	0.518415	0.0104711	0.000148071	0.452663	0.00345076	18.265	0.1589922	9	38.40812	0.3409104	0.000445336	0.0309531	0.370538	3.59806	0.320062	0.281676	0.133074	0.265188	0.1923453	0.8265975
161	1	-3759.578	-3714.664	-44.91376	6.455083	0.1987504	0.00931294	0.00832889	0.00213581	0.0487369	0.00321874	0.0118505	0.0240725	0.00931679	0.0596537	0.013086	0.0200146	0.0152603	0.0326906	0.0596018	0.0201572	0.00860636	0.00595931	0.0501954	0.00614434	0.0668377	0.0221527	0.00724251	0.0039144	0.0382326	0.00208464	0.0355621	0.0507421	0.0133637	0.0130439	0.00163412	0.0275391	0.00464262	0.070234	0.0064348	0.0471925	0.00501824	0.004915	0.00473955	0.0685158	0.0554264	0.00356723	0.0058068	0.02120892	0.06286626	0.0158553	0.593123	0.00352553	0.00540076	0.370432	0.011663	11.84603	0.1543495	8	37.37077	0.3671422	0.000508632	0.0330577	0.380389	3.58604	0.295217	0.30275	0.10804	0.293993	0.2172157	0.7105815
162	0	-3740.64	-3713.942	-26.69722	5.852613	0.1679892	0.0284063	0.00193146	0.00308336	0.00305526	0.00474743	0.028866	0.0105345	0.0169904	0.0312299	0.01773	0.0105256	0.00440291	0.00810718	0.000918354	0.0267708	0.00820605	0.0112519	0.00429459	0.0109209	0.00128615	0.0106554	0.000942404	0.000972709	0.0570154	0.00365057	0.0111477	0.00117112	0.00903466	0.013126	0.0355656	0.0118556	0.00372011	0.0123228	0.000319189	0.0247379	0.0111001	0.00741028	0.0156345	0.0225018	0.0483872	0.00928252	0.00665075	0.01456683	0.01408864	0.0185454	0.500404	0.0101074	0.00014444	0.469053	0.00174602	17.2784	0.1526235	9	37.52958	0.3479377	0.000142423	0.0175836	0.295186	3.68709	0.296221	0.281452	0.146071	0.276257	0.1667121	0.9154912
163	1	-3770.468	-3713.675	-56.79318	5.798655	0.2041101	0.0428665	0.00247018	0.0419244	0.0502068	0.00685027	0.0126141	0.0257554	0.00557877	0.0421072	0.090726	0.01797	0.0151066	0.0299833	0.0217598	0.0527706	0.00310411	0.037672	0.00366698	0.00374789	0.00582088	0.0132327	0.00984373	0.000711804	0.0684755	0.00458202	0.0518187	0.0376253	0.0340323	0.0324721	0.0059034	0.00479962	0.00945386	0.0999775	0.0457286	0.101651	0.0267233	0.0449488	0.0335577	0.00824668	0.00946633	0.00557423	0.0372292	0.02919119	0.08991112	0.0143157	0.446171	0.00323559	0.00693381	0.522824	0.00652003	13.24737	0.1182072	8	38.26817	0.394382	0.000610432	0.0361798	0.3943	3.56891	0.291501	0.30752	0.141013	0.259966	0.2081183	0.5679808
164	0	-3766.154	-3720.018	-46.13653	6.917337	0.1908224	0.00209142	0.00683548	0.018711	0.0592784	0.0275868	0.0137111	0.0241487	0.0138641	0.0354786	0.0221152	0.00628777	0.00407526	0.00834977	0.00317521	0.0179085	0.0317478	0.0149638	0.00126221	0.0105398	0.00107881	0.000927928	0.0766173	0.000966459	0.0251695	0.00705283	0.0249788	0.0171461	0.0419182	0.0421713	0.0147719	0.00161908	0.0106652	0.0189651	0.000146073	0.00970218	0.0231482	0.00956112	0.0235231	0.00028076	0.013036	0.00262043	0.0059083	0.01612924	0.05536944	0.015938	0.517329	0.0165767	0.00026703	0.441756	0.00813395	16.92846	0.1481857	8	37.71249	0.220074	0.000381082	0.0286544	0.359284	3.61168	0.303868	0.320917	0.13978	0.235435	0.2035552	0.7279881
165	1	-3762.46	-3717.654	-44.80641	5.325808	0.1737796	0.000734695	0.00296253	0.0321599	0.0336866	0.00785116	0.0194458	0.0226774	0.0157948	0.0173798	0.025324	0.0162704	0.0286365	0.0195272	0.012082	0.0419906	0.00365095	0.0189304	0.00827232	0.0120577	0.0159713	0.0200292	0.0344743	0.0187508	0.0170644	0.00651918	0.00707433	0.0183728	0.0542498	0.0121748	0.00451436	0.0268148	0.0210393	0.0320502	0.0163024	0.0565359	0.0164261	0.00560178	0.00212715	0.0345093	0.00402022	0.0634519	0.0154697	0.02852368	0.04518256	0.0171751	0.444187	0.00349831	0.0062663	0.520499	0.00837366	12.93848	0.1024425	7	38.72897	0.3584571	0.000187342	0.0201483	0.311876	3.66779	0.292767	0.285319	0.145339	0.276575	0.1476251	0.6939371
166	0	-3757.066	-3711.853	-45.21306	6.294909	0.1781106	0.0132454	0.0135138	0.00553681	0.000324176	0.00139851	0.0183849	0.0313399	0.0219082	0.0246669	0.0145235	0.0081218	0.00530689	0.012483	0.00399216	0.0125794	0.0203708	0.0569346	0.00338313	0.00391833	0.0114382	0.00229319	0.0151975	0.015168	0.0249892	0.00464793	0.00235079	0.00578357	0.0599562	0.00379888	0.0170624	0.0199287	0.0234507	0.0201649	0.00227325	0.0063196	0.0224052	0.0116796	0.0133612	0.00161474	0.00461627	0.0023925	0.0140026	0.02241236	0.07483282	0.013072	0.551884	0.00493561	0.000200262	0.425755	0.00415346	18.74396	0.07309929	7	42.0652	0.2877293	0.000227306	0.022178	0.324175	3.65342	0.327297	0.293274	0.127942	0.251487	0.1479321	0.4941408
167	1	-3754.529	-3710.492	-44.03763	6.590157	0.1486372	0.000947548	0.00174452	0.0156006	0.0522605	0.00509879	0.0252738	0.025664	0.0140541	0.0387501	0.00569994	0.0340452	0.0151921	0.0264901	0.0208748	0.0107255	0.010314	0.0321336	0.0418347	0.00189632	0.00689333	0.0288551	0.0145682	0.0122955	0.0170891	0.0141859	0.0165209	0.00786463	0.0657455	0.00283014	0.00722217	0.0437328	0.00986396	0.00693649	0.0217235	0.0825278	0.00940976	0.0138662	0.000910139	0.00335344	0.0113982	0.0182416	0.0168441	0.01518921	0.06753413	0.0149107	0.498312	0.00303708	0.00667582	0.474155	0.0029102	12.8889	0.1366701	7	37.47389	0.2795478	4.87763e-05	0.0103193	0.237712	3.75192	0.319987	0.305147	0.128232	0.246633	0.2042042	0.6692814
