Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2514	0	-3744.983	-3713.251	-31.73225	4.438269	0.1622695	0.00444462	0.0148805	7.09996e-05	0.00300048	0.044571	0.0104847	0.00494394	0.0148946	0.0321806	0.025925	0.0136528	0.0027985	0.0290071	0.00516342	0.000579228	0.0125152	0.00496448	0.00643109	0.0233748	0.0170562	0.0209753	0.00479315	0.000118652	0.00275954	0.0147469	0.00283846	0.00811044	0.00668367	0.00127628	0.00220676	0.00998462	0.0315868	0.0114577	0.0275807	0.00932486	0.000843715	0.0655314	0.0299766	0.0404456	0.0112136	0.00435492	0.00796893	0.0161206	-0.02159052	0.00812274	0.446065	0.0135468	0.0159468	0.514227	0.00209155	25.80319	0.1591667	9	39.24698	0.3361291	0.000106565	0.0152232	0.278446	3.70622	0.300605	0.294554	0.132531	0.272311	0.1375762	1.156935
2515	1	-3759.471	-3707.823	-51.64776	3.020268	0.1775322	0.0379283	0.00554053	0.0174392	0.057067	0.00393659	0.0214203	0.0386565	0.00988	0.0510906	0.00875647	0.0573371	0.0152839	0.0403751	0.072194	0.00910313	0.0157109	0.00526023	0.0198404	0.0760988	0.0199773	0.0404968	0.0364189	0.0318795	0.00812823	0.000263452	0.0337481	0.00373239	0.0428564	0.0278021	0.0115778	0.019697	0.0174444	0.00586056	0.00758304	0.0451203	0.0687327	0.0527692	0.0451383	0.0215925	0.00334256	0.00246041	0.00176536	0.03045819	0.1356417	0.00946567	0.570072	0.00879148	0.0140887	0.393884	0.0036983	11.14583	0.1505705	9	41.43786	0.4273713	0.000221633	0.0219015	0.322542	3.65533	0.292334	0.307402	0.119565	0.280698	0.2862122	0.5260798
2516	0	-3757.829	-3713.804	-44.0247	4.44961	0.1438707	0.0430946	0.0600562	0.0135644	0.00775297	0.0148899	0.0195409	0.0252793	0.0119127	0.0216177	0.0166848	0.00619156	0.002063	0.0179645	0.00244189	0.0132675	0.0334264	0.0380551	0.0109049	0.0331757	0.024339	0.0252135	0.00215929	0.00923138	0.0483233	0.00730745	0.0226583	0.00687116	0.00195462	0.00699558	0.0071407	0.00395784	0.0268551	0.0216721	0.0291294	0.00507243	0.0115245	0.0715023	0.00568475	0.0122005	0.00631939	0.0120928	0.0545582	0.01958985	-0.03877711	0.00448836	0.487064	0.0127117	0.00867709	0.479805	0.00725379	23.03843	0.2065391	8	38.6767	0.3436752	3.58363e-05	0.00885084	0.223268	3.76784	0.299829	0.324203	0.122838	0.253131	0.167762	1.231144
2517	1	-3756.975	-3708.226	-48.74959	4.688232	0.1963912	0.0130114	0.00535004	0.000589015	0.0508757	0.00765496	0.0223277	0.0331812	0.0163098	0.0403504	0.016249	0.104404	0.00970731	0.0330866	0.0671234	0.00402192	0.0493493	0.0109911	0.0203041	0.0134442	0.0137211	0.00107486	0.0103404	0.0309929	0.0215727	0.0198224	0.0323956	0.0145685	0.0150458	0.00531045	0.00828009	0.0183508	0.0350405	0.0252848	0.00875729	0.0414911	0.00692605	0.00357386	0.0178265	0.0222056	0.0416462	0.00199295	0.015008	0.03483584	-0.0212158	0.00611008	0.554605	0.00930722	0.0096047	0.417728	0.00264557	11.63003	0.1891233	9	42.08388	0.3302976	0.000467899	0.0317198	0.374174	3.59364	0.3006	0.294432	0.132774	0.272194	0.1679075	1.126354
2518	0	-3749.467	-3714.624	-34.84242	5.083242	0.1729958	0.00252402	0.0146832	0.0251431	0.00615212	0.0162867	0.0279021	0.0216429	0.0088044	0.0308945	0.0244232	0.00578561	0.00258063	0.0217865	0.00528782	0.00444583	0.00246307	0.0607197	0.00645618	0.0229351	0.0192293	0.0346948	0.0254074	0.00278781	0.000972753	0.00985568	0.0110629	0.00222223	0.00471241	0.0223754	0.0256707	0.0094597	0.039403	0.00784075	0.0107805	0.0114056	0.001442	0.0506616	0.00658901	0.0129701	0.0347542	0.00462823	0.0219658	0.01688404	0.09906447	0.00502854	0.577362	0.00908669	0.00567455	0.397663	0.0051852	25.57777	0.1443359	8	37.28978	0.2620446	0.000180712	0.0197911	0.309633	3.6704	0.291493	0.284682	0.125404	0.298421	0.2434003	0.5929978
2519	1	-3764.383	-3710.273	-54.1092	5.201024	0.1770804	0.012401	0.00826359	0.0303562	0.0657883	0.00533165	0.0114016	0.0352008	0.014325	0.0359148	0.0234335	0.101984	0.0299576	0.0280053	0.0257526	0.00932388	0.0175572	0.129113	0.0558764	0.0158251	0.0656814	9.76179e-05	0.00332354	0.0403632	0.00396354	0.0399411	0.00496854	0.00131388	0.033589	0.00784184	0.0109195	0.00695756	0.0144159	0.0318788	0.0183863	0.0440964	0.0145181	0.000755374	0.0300908	0.00356578	0.0146122	0.00835882	0.00835599	0.01821704	0.05339428	0.00479345	0.559251	0.00812257	0.0147294	0.401543	0.0115602	9.734159	0.2263311	9	38.6053	0.5104649	0.000217275	0.0216867	0.321264	3.65683	0.310648	0.30925	0.121792	0.25831	0.2797253	0.8091189
2520	0	-3746.506	-3709.804	-36.70157	4.389056	0.1579011	0.0295112	0.0382564	0.0235878	0.00874625	0.0308297	0.0629332	0.00282582	0.0182953	0.0318667	0.0166905	0.012227	0.00797557	0.0231697	0.00998736	0.0140488	0.00502425	0.0174368	0.00356482	0.042914	0.0199846	0.0084403	0.0077336	0.0186618	0.0105721	0.000935445	0.020151	0.013063	0.000499108	0.0146446	0.00413302	0.0290533	0.0152535	0.0101618	0.0192996	0.00809133	0.00124286	0.0416642	0.0129765	0.00971167	0.00479063	0.00494665	0.00553869	0.02126841	0.09020193	0.00648381	0.577142	0.0105557	0.00687421	0.397511	0.00143314	24.19076	0.1130088	9	40.74152	0.4058945	8.41878e-05	0.0135395	0.265508	3.72087	0.303335	0.316201	0.122807	0.257657	0.2032107	0.5561163
2521	1	-3772.33	-3708.39	-63.93944	3.998078	0.2137281	0.0062993	0.00213568	0.0308921	0.034503	0.00371021	0.0180552	0.0202579	0.00728599	0.020488	0.0557481	0.104012	0.0265689	0.0300155	0.124008	0.0570319	0.120622	0.0274963	0.0150892	0.0293792	0.0180088	0.00432572	0.09199	0.0319745	0.0324121	0.0202159	0.00223348	0.0183493	0.0182409	0.0128457	0.0205456	0.0344358	0.0826463	0.031241	0.00500159	0.0118409	0.0127628	0.00435877	0.0807399	0.0124238	0.0252175	0.0280465	0.0351236	0.03566242	0.001936266	0.0071159	0.545827	0.00725758	0.013908	0.41623	0.00966154	9.900367	0.2049545	8	39.07074	0.2740549	0.000827619	0.0420516	0.418528	3.53859	0.289482	0.295399	0.139694	0.275425	0.2068908	0.9906411
2522	0	-3761.96	-3713.335	-48.62467	4.032211	0.1568279	0.0876539	0.00673839	0.00527669	0.00204938	0.00143476	0.00259063	0.00459499	0.0242323	0.0935887	0.0188819	0.00717004	0.0111766	0.0405827	0.000542988	0.00360424	0.0132627	0.00772874	0.0018466	0.0397565	0.0220392	0.103132	0.0343057	0.0100958	0.0152811	0.00938622	0.00616839	0.000178189	0.00894295	0.0493889	0.00779856	0.00271205	0.0394425	0.0176238	0.0116854	0.0276763	0.0296387	0.0453425	0.00502928	0.024068	3.47659e-05	0.000592955	0.00233655	0.02166156	0.03526898	0.0101073	0.498054	0.00636744	0.0038572	0.475133	0.00648107	24.27953	0.09437912	8	42.13055	0.2519655	7.92913e-05	0.0131419	0.262311	3.72447	0.287381	0.308699	0.146738	0.257182	0.1296481	0.7279638
2523	1	-3763.984	-3710.861	-53.12309	4.922764	0.2229516	0.0691947	0.00066954	0.0116898	0.090717	0.00692086	0.0147544	0.0210902	0.013773	0.03618	0.00718154	0.101369	0.0134661	0.0243408	0.00531246	0.0908847	0.0281977	0.0193262	0.0110434	0.0253194	0.00120758	0.00274513	0.019578	0.0169793	0.0619321	0.00803301	0.0139576	0.0210974	0.0260343	0.01093	0.0352935	0.0107257	0.0180918	0.0120594	0.0227831	0.0182588	0.0282577	0.00971495	0.000438667	0.0525677	0.00861392	0.0562383	0.0029381	0.02645194	-0.004440463	0.0184831	0.562166	0.00642357	0.00343758	0.400869	0.00862101	9.891622	0.1110483	9	42.34867	0.4534321	0.00108109	0.0479764	0.440876	3.51007	0.289883	0.308031	0.12612	0.275966	0.1066079	1.041652
2524	0	-3769.612	-3714.47	-55.14191	3.899201	0.1873384	0.034126	0.0226249	0.00159756	0.0444282	0.123165	0.00505989	0.0132525	0.0230537	0.0355693	0.020688	0.0107607	0.00672568	0.0289322	0.00941089	0.0306635	0.0215189	0.00746574	0.00300258	0.0314101	0.013388	0.028293	0.0668832	0.00339224	0.013237	0.0289278	0.00156503	0.0251216	0.0481844	0.0275043	0.0212599	0.00899306	0.0732717	0.0194175	0.00133534	0.020106	0.000638054	0.0530232	0.117316	0.035486	0.000338679	0.00566608	2.75797e-05	0.02337224	0.01424602	0.0151506	0.49634	0.00443871	0.00411524	0.473497	0.00645876	23.21708	0.212465	9	37.48637	0.5131517	0.000333081	0.0268052	0.349813	3.62305	0.275248	0.313017	0.137368	0.274366	0.226711	0.9371622
2525	1	-3762.706	-3710.015	-52.69166	4.976365	0.2209705	0.0130312	0.0038576	0.0190861	0.0556855	0.00401153	0.016438	0.0173285	0.0112317	0.0288986	0.00601416	0.0939871	0.0173738	0.0466569	0.0692457	0.107184	0.00115671	0.0103817	0.0186361	0.00831049	0.00581538	0.00674243	0.00642267	0.0276147	0.061729	0.0222777	0.0214287	0.00896073	0.0872013	0.0104065	0.0207455	0.00736979	0.0246604	0.0305923	0.0043367	0.029221	0.0303031	0.00313013	0.0550592	0.0167804	0.0218668	0.0146483	0.00178212	0.0254933	0.05758252	0.0117168	0.451957	0.0128264	0.0107203	0.509779	0.00300089	10.16142	0.1804872	8	38.03724	0.5135119	0.00102272	0.0466813	0.436149	3.51615	0.296239	0.29761	0.143016	0.263134	0.2380697	0.7581275
2526	0	-3775.254	-3713.708	-61.54607	3.566728	0.1985096	0.058182	0.00672859	0.0564645	0.0490029	0.0113445	0.0205689	0.0916501	0.0280016	0.0399839	0.0256125	0.00938849	0.0036695	0.0430043	0.118428	0.0162245	0.026739	0.0105042	0.0101638	0.0406678	0.0320399	0.0970239	0.0412388	0.00663478	0.0129255	0.0177866	0.000309454	0.00031063	0.0141157	0.0739596	0.000959799	0.00244921	0.047624	0.0452695	0.0288893	0.00333304	0.00585873	0.0855927	0.000315012	0.0537441	0.00220647	0.0218263	0.0150399	0.02536729	0.1026724	0.0190516	0.495352	0.0028114	0.00471853	0.472555	0.00551079	24.11683	0.1227962	8	43.11071	0.2925648	0.000504362	0.0329201	0.379757	3.58682	0.306801	0.310801	0.121547	0.260851	0.2254685	0.5446267
2527	1	-3758.517	-3711.67	-46.84669	4.89356	0.2084192	0.0213927	0.000554758	0.015631	0.0404511	0.00621406	0.0163523	0.0186784	0.0085563	0.0262711	0.000348754	0.0726391	0.0176739	0.0161045	0.000771362	0.0209412	0.00935885	0.0157391	0.0102417	0.00276039	0.0425701	0.00823288	0.034389	0.0245115	0.0850851	0.00013022	0.0149371	0.0247596	0.00991845	0.0139475	0.0144904	0.0228106	0.0363226	0.0157446	0.0219698	0.0795704	0.00764394	0.000554427	0.00042291	0.00618767	0.00155185	0.0098702	0.0246559	0.01987963	0.02284609	0.0124161	0.478933	0.0077271	0.0106587	0.482111	0.00815414	9.784828	0.1303468	9	38.74034	0.39288	0.000702063	0.0387694	0.405272	3.55526	0.317373	0.296449	0.132095	0.254083	0.1531929	0.8508672
2528	0	-3757.197	-3715.245	-41.95261	4.173104	0.2412379	0.0235301	0.0430114	0.000395016	0.0264077	0.00611429	0.0135397	0.0133444	0.0177037	0.0567827	0.0157106	0.00825087	0.00643556	0.0255208	0.00594482	0.00436148	0.00530928	0.0126273	0.00506887	0.0326945	0.0209256	0.0196552	0.110759	0.0105531	0.0198018	0.00646695	0.00140162	0.00347236	0.000415653	0.00971108	0.00201278	0.0118654	0.0152268	0.0293634	0.00699548	0.0189391	0.00716763	0.0630801	9.7118e-06	0.00864396	0.00388857	0.00378597	0.032433	0.02031867	-0.04381089	0.0160905	0.421717	0.00695325	0.00445211	0.546363	0.00442483	23.35612	0.166866	7	42.48928	0.3684093	0.00172824	0.0604392	0.48264	3.45519	0.302828	0.291125	0.147767	0.25828	0.1230551	1.356027
2529	1	-3754.868	-3716.134	-38.73406	4.256194	0.1926086	0.0279863	0.000448915	0.00563865	0.0464826	0.0019691	0.0189651	0.0186645	0.00915826	0.0291088	0.00913735	0.0732787	0.0191938	0.0249692	0.0250993	0.0509455	0.00782414	0.0512125	0.00306318	0.0257706	0.000112372	0.0486511	0.0210988	0.0228486	0.00741784	0.00332174	0.041234	0.0166693	0.0180861	0.0101557	0.0114676	0.00945805	0.020694	0.00469883	0.028048	0.0223555	0.0113176	0.00829127	8.79325e-07	0.00753526	0.00239007	0.0113066	0.0322538	0.02003821	0.0179152	0.00853893	0.48367	0.0108883	0.0362688	0.458203	0.00243125	11.40079	0.1718698	8	37.53521	0.3912052	0.000407541	0.0296232	0.364093	3.60588	0.301729	0.309445	0.128919	0.259907	0.189785	0.9056027
2530	0	-3767.491	-3720.202	-47.28927	5.018479	0.2035894	0.0135687	0.00560262	0.0194937	0.0779105	0.0488461	0.0150374	0.0242744	0.0210317	0.0458319	0.0261683	0.00656028	0.00121176	0.02209	0.014541	0.00358465	0.00678741	0.0413735	0.00785151	0.0376961	0.0299449	0.0103196	0.0190618	0.0112887	0.00852704	0.0075534	0.00106296	0.00254233	0.0125672	0.00662817	0.0411356	0.0159248	0.0392937	0.0151016	0.0223402	0.0237705	5.68147e-05	0.042147	0.00436903	0.0112631	0.012157	0.00640648	0.0457782	0.02216233	0.02329491	0.0161704	0.423811	0.00445851	0.00203686	0.549076	0.0044468	15.80674	0.1955245	7	37.33488	0.292987	0.000599961	0.0358716	0.392961	3.57057	0.274479	0.302159	0.140084	0.283278	0.2188194	0.8935428
2531	1	-3761.213	-3713.554	-47.65907	4.136588	0.1917637	0.0734534	0.00241691	0.0256794	0.0531254	0.00446888	0.0165841	0.0199774	0.010737	0.0225891	0.00893717	0.0665287	0.0387308	0.0313352	0.00175207	0.0131793	0.029802	0.000286976	0.0146023	0.124498	0.0261588	0.00169243	0.0700857	0.0285231	0.000133488	0.00019329	0.0133812	0.0310685	0.0131391	0.0102378	0.029486	0.0287964	0.0175948	0.0158511	0.00841514	0.0153181	0.00437775	0.00635191	0.0561021	0.00761128	0.0094842	0.0113496	0.0112391	0.02753448	0.06110365	0.0200882	0.472968	0.00486839	0.0217511	0.479257	0.00106769	10.32084	0.2171671	8	37.95616	0.4674647	0.000394866	0.0291632	0.361822	3.60862	0.284712	0.297119	0.140827	0.277342	0.2782707	0.7804166
2532	0	-3758.034	-3711.427	-46.60728	4.22051	0.1956296	0.008216	0.0208553	0.0198542	0.0162304	0.0056835	0.0267487	0.00200583	0.0116617	0.0477741	0.0361406	0.00888143	0.00310655	0.0381095	0.0315288	0.022145	0.0535252	0.0304872	0.00491691	0.0321125	0.0239192	0.0211168	0.0191211	0.00210872	0.0340736	0.0302923	0.0137894	0.00331375	0.0217912	0.00291914	0.00814793	0.0263374	0.0120453	0.0109263	0.0101747	0.0101215	0.00745139	0.0470325	0.0286961	0.013194	0.00430446	0.0205918	0.0509183	0.02104778	0.1530949	0.0182077	0.56704	0.00500022	0.0108949	0.395747	0.00311096	13.82693	0.1029949	8	37.90802	0.3870662	0.000455263	0.0312928	0.372156	3.5961	0.303986	0.285243	0.13808	0.272691	0.2560898	0.4021827
2533	1	-3752.829	-3716	-36.82918	5.134651	0.1958984	0.0178844	0.00657699	0.0426492	0.0338714	0.00256488	0.0125979	0.0186237	0.014201	0.0226854	0.00551657	0.0502575	0.0183241	0.0208056	0.000387757	0.00938055	0.0638894	0.02722	0.0344275	0.0285206	0.00540375	0.00309488	0.0284363	0.0188522	0.00665184	0.0219342	0.0219164	0.0286988	0.0136406	0.00677734	0.0105118	0.027895	0.0112687	0.0169905	0.0248363	0.00204086	0.0159624	0.0344839	0.0148846	0.00693172	0.0386265	0.000690974	0.00697768	0.01684561	0.0547923	0.0108315	0.521417	0.00898243	0.0239792	0.432764	0.00202608	9.911695	0.1601367	8	40.94834	0.5075317	0.000459695	0.0314433	0.372868	3.59523	0.303046	0.279343	0.121266	0.296346	0.214929	0.7450679
2534	0	-3743.704	-3707.078	-36.62549	4.438087	0.1566689	0.0101607	0.0212152	0.032781	0.0207882	0.000196916	0.00792004	0.000251787	0.0174091	0.0503724	0.0359611	0.00936957	0.00693148	0.0343944	0.02096	0.000422767	0.0175962	0.0504996	0.0077174	0.0371817	0.0108336	0.00738053	0.0205144	0.00185627	0.0170531	0.00501127	0.00323423	0.032652	0.0168457	0.0151294	0.000974959	0.0284115	0.00856998	0.0117551	0.00530242	0.00775054	0.0211113	0.070456	0.0431738	0.0180061	0.00231728	0.00866997	0.0295052	0.0165901	0.02260526	0.00793099	0.56091	0.00555132	0.00578951	0.416007	0.00381055	14.39334	0.1953525	9	37.80516	0.3528597	7.85848e-05	0.0130835	0.261837	3.725	0.311378	0.296715	0.126137	0.26577	0.2179578	0.896286
2535	1	-3756.05	-3708.658	-47.39237	4.141362	0.2227923	0.0325799	0.00135144	0.0346894	0.0345986	0.00577261	0.0167665	0.0161942	0.00887601	0.0152469	0.0217348	0.0567238	0.0161945	0.0179997	0.0621115	0.00941044	0.046246	0.013486	0.0118255	0.0172204	0.0256096	0.021542	0.0219319	0.0445468	0.00621275	0.0169258	0.0169086	0.0107136	0.0498707	0.0097236	0.0277154	0.0524981	0.0539966	0.0307224	0.0170114	0.0201922	0.00206482	0.0284592	0.00270577	0.0127956	0.000497557	0.0565493	0.0736566	0.0211669	0.02193155	0.00767938	0.523226	0.00966241	0.0240624	0.434265	0.00110495	9.866185	0.1661127	8	38.93646	0.3563903	0.00107632	0.0478718	0.440497	3.51055	0.300053	0.310539	0.123799	0.265609	0.1880443	0.8833703
2536	0	-3769.231	-3716.727	-52.50408	4.411434	0.2061205	0.0533923	0.0300333	0.0210709	0.0261953	0.00119517	0.00124924	0.01091	0.0255841	0.0647148	0.0223632	0.00669493	0.00451366	0.0430884	0.0352087	0.0163604	0.0180304	0.0758518	0.00516846	0.0259143	0.0320334	0.0176625	0.00815503	0.000999089	0.0720065	0.0769376	0.00257417	0.0267351	0.0214624	0.0312187	0.00407391	0.00639945	0.0501538	0.0143255	0.00179783	0.00543031	0.0177914	0.0293063	0.080553	0.0160747	0.0138154	0.0187227	0.0168253	0.02627331	0.07371458	0.00903486	0.49788	0.00717904	0.010909	0.470491	0.00450573	14.448	0.0851683	9	38.82017	0.3020135	0.000652066	0.0373794	0.399442	3.56253	0.306022	0.285924	0.11946	0.288594	0.1588829	0.5360445
2537	1	-3764.867	-3717.543	-47.32408	4.502222	0.1758624	0.013638	2.78979e-05	0.0158061	0.0437736	0.00339212	0.0211147	0.013394	0.00889753	0.0304306	0.0127863	0.0100405	0.00508036	0.0252742	0.00630464	0.0473744	8.0583e-05	0.0123337	0.00431977	0.0480796	0.0128706	0.0461883	0.0550074	0.0105254	0.00924733	0.0393102	0.0683978	0.00948855	0.0343296	0.00834548	0.0212243	0.0252896	0.00665071	0.00466197	0.0518645	0.00653811	0.0620498	0.0463157	0.000608314	0.00381746	0.0864082	0.0552126	0.0132992	0.02809881	0.03671254	0.00862626	0.539272	0.0102671	0.0107418	0.422074	0.00901828	13.88362	0.1693459	8	41.17574	0.4634294	0.000205843	0.0211127	0.317811	3.66087	0.28129	0.311869	0.142808	0.264033	0.2060585	0.8218344
2538	0	-3749.21	-3709.924	-39.28566	4.20396	0.1889379	0.0165032	0.00764041	0.0205058	0.0402284	0.054649	0.01508	0.00834155	0.0232953	0.0663709	0.0383135	0.0104328	0.00553716	0.0424643	0.00761379	0.00469757	0.00414919	0.0518898	0.00746147	0.0193723	0.0214254	0.0319822	0.0266149	0.000943872	0.0297059	0.0474895	0.0169611	9.34088e-05	0.013147	0.00980141	0.0019438	0.0209277	0.0239958	0.00920074	0.00580472	0.00858625	0.0184426	0.00968068	0.0226887	0.010283	0.00275328	0.0224996	0.0105355	0.01693067	0.06461936	0.00703408	0.578897	0.00602391	0.00790709	0.394788	0.00534995	13.98291	0.1676803	8	37.53981	0.3672162	0.000354538	0.0276474	0.354176	3.61782	0.304016	0.31649	0.141704	0.23779	0.2322997	0.7218276
2539	1	-3756.453	-3705.99	-50.46225	3.486033	0.1636775	0.041117	0.00220915	0.00905133	0.0467638	0.00569418	0.0263287	0.0270872	0.0118404	0.0492916	0.0413141	0.00453618	0.0178907	0.0270239	0.00837862	0.0225595	0.0243448	0.0234606	0.0227058	0.0311329	0.103464	0.0448678	0.017983	0.0218378	0.00527533	0.00736394	0.0233178	0.00901578	0.00376309	0.0111276	0.013235	0.102064	0.0151907	0.061982	0.015928	0.0229124	0.034884	0.0964165	0.00235424	0.00122137	0.0079021	0.0152304	0.0376959	0.03264877	0.1195228	0.00895502	0.565069	0.00584808	0.00870579	0.409221	0.00220129	14.42819	0.1240327	8	37.32707	0.4340403	0.000114668	0.015788	0.282589	3.70151	0.303742	0.306711	0.119947	0.2696	0.2435555	0.5092585
2540	0	-3748.879	-3707.999	-40.87977	3.517906	0.1687028	0.0233339	0.0228127	0.000463869	0.00076997	0.00454272	0.0446328	0.0424066	0.0164246	0.0388794	0.0193273	0.00925381	0.0040064	0.0356809	0.0477956	0.0111335	0.000760588	0.0268243	0.00429576	0.0246008	0.0211327	0.00521674	0.00918489	0.0169561	0.0276054	0.01892	0.0173951	0.0224485	0.0135636	0.0158182	0.0174225	0.016738	0.0213802	0.0185876	0.0652313	0.00847105	0.0218621	0.0420103	0.0123966	0.0215811	0.00310844	0.00957077	0.00301029	0.01842975	0.0294242	0.0147689	0.567018	0.00338939	0.00386778	0.397986	0.0129697	21.15018	0.184834	6	37.28238	0.3687595	0.000147467	0.0178903	0.297258	3.6847	0.299029	0.289252	0.141561	0.270158	0.2142582	0.8626695
2541	1	-3764.085	-3716.003	-48.08209	3.486098	0.1826892	0.0136782	0.0037557	0.0148635	0.0886146	0.00883161	0.023937	0.0481189	0.00732642	0.039963	0.0222504	0.00587591	0.0120437	0.0663843	0.00531232	0.0140506	0.0245623	0.00592788	0.0498351	0.00233315	0.0154235	0.018837	0.0137474	0.0184693	0.0183865	0.00208042	0.0568081	0.0482098	0.0332545	0.0177094	0.00939528	0.0530347	0.0137208	0.0236807	0.0093927	0.0145065	0.00474758	0.0379064	0.0178301	0.00687484	0.0916435	0.0548372	0.00113238	0.02577006	-0.02505363	0.0104709	0.491447	0.00683799	0.0101794	0.478491	0.0025739	14.09566	0.2306484	8	41.09172	0.3903647	0.000276088	0.0244236	0.336995	3.63831	0.302294	0.302545	0.149415	0.245745	0.2055947	1.121859
2542	0	-3750.096	-3711.528	-38.56762	4.439927	0.17974	0.0111122	0.000849287	0.015964	0.0136847	0.0961667	0.000940721	0.016955	0.024803	0.0354538	0.0265826	0.00657503	0.00514237	0.0134715	0.0119622	0.0185483	0.00274608	0.0228303	0.00605773	0.0292791	0.0343125	0.0189435	0.0358924	0.0124819	0.00763614	0.0277926	0.0128973	0.0196938	0.00689944	0.0205352	0.028141	0.0690989	0.0239738	0.0115666	0.0105728	0.0228271	0.0343048	0.00241915	0.0208906	0.00540504	0.000597497	0.0307037	0.0372893	0.01942715	0.1000597	0.00948078	0.443809	0.0123367	0.00324112	0.515239	0.0158938	23.25133	0.152145	8	37.56185	0.5655968	0.000243868	0.0229656	0.328759	3.64803	0.304783	0.29111	0.148357	0.25575	0.2522047	0.6032601
2543	1	-3749.021	-3710.002	-39.01868	3.89377	0.1826354	0.00172151	0.00701719	0.00668276	0.0807714	0.00351361	0.0172234	0.0236646	0.00871902	0.0497653	0.00791944	0.0226635	0.0185229	0.0314346	0.0143441	0.0107833	0.0172397	0.0117806	0.0319248	0.00474898	0.0507098	0.0189483	0.0175358	0.0370969	0.00152526	0.00156248	0.0051549	0.00975796	0.0445007	0.0106154	0.00994759	0.0314957	0.00223057	0.00743382	0.0127877	0.0310568	0.0187401	0.0254064	0.016286	0.0259049	0.0221568	0.00689545	0.0420419	0.01917273	0.08623377	0.0123476	0.549435	0.00199771	0.0113805	0.420656	0.0041834	14.39305	0.1252402	7	42.20907	0.3922385	0.000275473	0.0243966	0.336845	3.63848	0.30167	0.291187	0.135473	0.271671	0.2114739	0.5922251
2544	0	-3745.257	-3716.77	-28.48734	4.397231	0.1374506	0.041919	0.00315972	0.0063479	0.0485007	0.0067816	0.0228282	0.00800934	0.0144568	0.0390883	0.0124012	0.00771927	0.00255775	0.0156372	0.0033813	0.00800553	0.00966469	0.0620817	0.00314907	0.0238333	0.0138519	0.000899427	0.00568831	0.0253174	0.0047556	0.00486329	0.00767967	0.0256261	0.0169559	0.00938626	0.00720131	0.0147051	0.0220537	0.00793062	0.0206528	0.0187729	0.048115	0.00280247	0.0180226	0.0148033	0.0187989	0.00112476	0.0417637	0.01664958	0.0224506	0.00747809	0.447404	0.00852028	0.00116112	0.519414	0.0160226	23.40341	0.1781148	8	38.14175	0.3821561	2.2871e-05	0.00707659	0.203733	3.78917	0.324898	0.284997	0.144235	0.24587	0.2005654	0.8880635
2545	1	-3748.827	-3711.037	-37.79033	3.769366	0.150174	0.00122704	0.00440738	0.00412122	0.0651677	0.00658742	0.0289924	0.0352106	0.00992675	0.0297048	0.00408787	0.0356728	0.0153763	0.0400003	0.00371718	0.00857512	0.00797257	0.0314847	0.000215384	0.0826181	0.0429083	0.0198874	0.00879022	0.0361495	0.016239	0.00932123	0.0518423	0.0039953	0.0241816	0.0154804	0.0140838	0.0187428	0.0115622	0.0192006	0.00560791	0.0194683	0.0425241	0.00142138	0.0111067	0.00307304	0.0156239	0.00564663	0.00606535	0.02459364	0.06513572	0.011942	0.524989	0.000497604	0.0108742	0.445012	0.00668547	27.10953	0.1179195	9	38.56718	0.427239	5.36485e-05	0.0108201	0.242351	3.74678	0.307402	0.305172	0.120187	0.267239	0.1830552	0.6441744
2546	0	-3765.585	-3711.65	-53.93521	5.22998	0.1816193	0.00115253	0.0164442	0.0389892	0.030795	0.00311562	0.00517868	0.0639249	0.012975	0.0239752	0.0153606	0.00718223	0.00177976	0.021111	0.104677	0.0587781	0.00951415	0.0672123	0.00525406	0.0198919	0.0166808	0.0176114	0.0107401	0.0524524	0.00829572	0.0397826	0.0256961	0.0126416	0.00990809	0.0137532	0.00976585	0.0425628	0.0201807	0.0097568	0.050662	0.0331967	0.0606738	0.0144173	0.0268914	0.00905267	0.0069769	0.00592199	0.0969283	0.04113124	0.1143593	0.00748045	0.447546	0.0123038	0.00267267	0.519578	0.0104193	9.723553	0.1243262	9	39.62631	0.4362847	0.000264057	0.0238898	0.334016	3.64183	0.32218	0.30454	0.145783	0.227498	0.2386855	0.5208786
