Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
11200	-3746.166	-3713.243	-32.92373	4.98033	0.1885634	0.043735	0.00439777	0.0112142	0.00604414	0.00160522	0.00871579	0.031779	0.0211836	0.0648156	0.0311185	0.00722883	0.00169096	0.0354103	0.00208377	0.00447562	0.0122038	0.0614982	0.00743606	0.0356804	0.0223762	0.00517869	0.00929588	0.0241886	0.0255708	0.0390831	0.0210783	0.0017408	0.0107236	0.00255406	0.0114622	0.00578707	0.0141837	0.00963639	0.0151657	0.0361019	0.0138532	0.0200394	0.0194325	0.00581632	0.0229732	0.00167897	0.0107531	0.01633171	0.01730742	0.012033	0.487064	0.00472463	0.0170664	0.477095	0.00201636	18.02905	0.1850952	7	37.27913	0.3751849	0.000349427	0.0274492	0.353157	3.61904	0.310237	0.312855	0.129007	0.247901	0.2024026	0.9144901
11210	-3742.481	-3713.062	-29.41959	4.83905	0.1800813	0.0051101	0.00770238	0.0376875	0.00793804	0.0153282	0.000678282	0.00512907	0.0165732	0.0445125	0.0240727	0.0072881	0.00741096	0.0348797	0.032373	0.0137914	0.00888945	0.048734	0.00671136	0.0210885	0.0157393	0.00579043	0.0181089	0.0305286	0.0266878	0.0249113	0.010479	0.001424	0.00202066	0.0203526	0.010902	0.00810226	0.0142588	0.0166256	0.0185506	0.00451804	0.01731	0.0236458	0.0163238	0.0293913	0.0308941	0.000111305	0.000227462	0.01751955	0.0398511	0.0105048	0.485246	0.00956952	0.0170027	0.475315	0.00236162	17.55971	0.1169068	7	37.57123	0.4645174	0.000247446	0.0231321	0.329716	3.6469	0.285944	0.289452	0.146726	0.277877	0.1567579	0.7457794
11220	-3735.978	-3712.419	-23.55911	4.278744	0.1806666	0.00698226	0.000864372	0.00779294	0.00467422	0.00346133	0.023958	0.00619504	0.0136568	0.037199	0.0299898	0.00543006	0.00364096	0.0525138	0.00294818	0.00881874	0.00895793	0.0259523	0.00903208	0.0253858	0.0406677	0.0202585	4.2356e-06	0.00607323	0.00914703	0.0083579	0.00875854	0.00277587	0.0171986	0.00335711	0.0204755	0.00394329	0.0105683	0.0162743	0.0332763	0.00414022	0.00253115	0.0126567	0.0106417	0.0278629	0.036424	0.00608686	0.00581194	0.01250996	0.0793864	0.00934681	0.510394	0.00764272	0.0178839	0.452807	0.00192528	22.22132	0.1192283	8	40.84057	0.352982	0.000253674	0.0234191	0.331355	3.64497	0.303711	0.295916	0.1208	0.279572	0.1986147	0.6002994
11230	-3732.718	-3710.942	-21.77568	4.166502	0.2099774	0.00407648	0.0016855	0.0112058	0.00583459	0.00742602	0.00577779	0.0447083	0.0159304	0.0368027	0.027146	0.00324377	0.00407257	0.0267487	0.00090445	0.00520057	0.0187896	0.0118982	0.00567272	0.0209018	0.0251853	0.0100004	0.00202959	0.0113502	0.0357121	0.0181018	0.00472186	9.15742e-05	0.00601158	0.00161602	0.00195205	0.0259329	0.0115897	0.0178971	0.0155498	0.0148579	0.00968299	0.00570972	0.00286779	0.00882088	0.050129	0.0123434	0.00475013	0.01825206	0.05103835	0.0107632	0.574519	0.0090958	0.00560107	0.397087	0.0029343	18.98483	0.1435862	8	37.30751	0.4754109	0.000737435	0.0397224	0.409192	3.55035	0.293349	0.315366	0.129613	0.261672	0.1946246	0.73776
11240	-3748.441	-3717.958	-30.48375	4.617552	0.1674654	0.0151667	0.0172654	0.0233482	0.00103471	0.025764	0.0284491	0.0113231	0.0108403	0.0317648	0.0498211	0.00510352	0.00717225	0.0363464	0.0110211	0.00547315	0.0154881	0.00311835	0.00481936	0.0280499	0.0131277	0.0205179	0.00355098	0.0259824	0.00356472	0.0116279	0.0332551	0.000118835	0.0446758	0.0237111	0.00207557	0.00246224	0.00974039	0.0192843	0.00662801	0.0143487	0.000869754	0.0170109	0.00391193	0.0289849	0.0254234	0.0377022	0.000256559	0.0182533	0.0475065	0.0130508	0.455007	0.0116824	0.00719383	0.510006	0.00306087	16.01394	0.17887	8	37.29729	0.5178329	0.000138804	0.0173602	0.293664	3.68884	0.32465	0.278833	0.145015	0.251501	0.2263765	0.7901438
11250	-3772.486	-3715.727	-56.75898	3.079754	0.2121618	0.0214646	0.017216	0.0528769	0.0235652	0.0350071	0.095094	0.0249192	0.0188429	0.0353903	0.0432072	0.0110956	0.000953789	0.0626605	0.0613097	0.0270563	0.0186025	0.0314518	0.00653322	0.0453393	0.0159671	0.0209111	0.0432509	0.0330552	0.0120049	0.0010019	0.0166459	0.00213003	0.00170602	0.0617089	0.0606536	0.0108107	0.0226148	0.0291231	0.0680648	0.0028184	0.0189475	0.0564313	0.00864341	0.011749	0.0436507	0.0247557	0.0366325	0.03419075	0.1056913	0.0119226	0.480731	0.00788684	0.0029618	0.493536	0.00296203	26.08181	0.07864002	8	40.78694	0.4159843	0.000789083	0.041073	0.414647	3.54349	0.314174	0.270894	0.136893	0.278039	0.1843314	0.4266232
11260	-3742.895	-3717.813	-25.082	3.6359	0.1845676	0.0138708	0.00160169	0.0106173	0.0461216	0.0102216	0.0437903	0.00907942	0.010578	0.0356096	0.0459642	0.00613669	0.0067483	0.0344379	0.0189494	0.0274007	0.0041211	0.016222	0.00722754	0.022453	0.0302101	0.0193054	0.0042235	0.0114373	0.00718371	0.00317873	0.0113726	0.000289492	0.0191099	0.0100267	0.0105181	0.00475321	0.0191916	0.0234306	0.028272	0.00276836	0.0310492	0.00439065	0.0291927	0.00882129	0.00790257	0.0151363	0.00827052	0.01838442	0.03284163	0.0146449	0.477477	0.00933729	0.000680198	0.490196	0.00766446	23.59302	0.1233372	9	37.94118	0.3933375	0.000298176	0.0253738	0.342198	3.63213	0.322313	0.272325	0.147116	0.258246	0.1561788	0.7897178
11270	-3744.282	-3715.654	-28.62816	3.104983	0.1723414	0.0104446	0.0180974	0.0267434	0.00630826	0.00524912	0.0233142	0.0122239	0.0315732	0.047412	0.0407493	0.0101482	0.00621593	0.0621744	0.0017834	0.0138152	0.026467	0.0346172	0.00647533	0.0233076	0.0101193	0.00348752	0.0196748	0.0229861	0.00619111	0.0117068	0.00160435	0.00903276	0.0320438	0.0193475	0.0116345	0.00155958	0.00424942	0.0179874	0.025921	0.0101212	0.0199585	0.00382028	0.00745201	0.00274342	0.0186475	0.00249717	0.0330361	0.01797115	-0.06173997	0.00968199	0.479508	0.00835997	0.00658309	0.492281	0.00358627	24.08281	0.2091246	9	40.18751	0.4997849	0.000175313	0.0194952	0.307756	3.67257	0.288334	0.303761	0.126556	0.281349	0.1473846	1.418904
11280	-3740.527	-3715.596	-24.93141	3.540257	0.1427002	0.00166909	0.0113053	0.0299755	0.00145762	0.00906063	0.0109829	0.0091921	0.0299646	0.0494368	0.0232973	0.00420051	0.00089805	0.0265513	0.0100014	0.00885238	0.0275233	0.0130357	0.00427961	0.0218024	0.0262427	0.0178352	0.00206333	0.00489621	7.82242e-05	0.00306794	0.0280085	0.010842	0.0261138	0.0270607	0.0177745	0.00410319	0.0204978	0.0169422	0.00659595	0.0132027	0.00338873	0.0184122	0.0156543	0.0218507	0.0943656	0.00526747	0.0199926	0.01786494	0.05211712	0.00808387	0.564061	0.00858033	0.00511888	0.411024	0.00313148	24.31658	0.132256	9	38.97383	0.381403	3.31189e-05	0.00850997	0.219712	3.77174	0.308779	0.29621	0.120755	0.274256	0.1843732	0.7173281
11290	-3736.316	-3707.23	-29.08654	4.791604	0.1822506	0.0401728	0.0186025	0.00103037	0.0129415	0.00271061	0.00901402	0.0144182	0.0174692	0.0356427	0.030109	0.00600785	0.00455672	0.028463	0.00131409	0.0172145	0.0132722	0.0148911	0.00703782	0.0240967	0.0173523	0.0296434	0.00748716	0.00986454	9.61422e-05	0.00181555	0.034394	0.0103823	0.0166977	0.0618289	0.00444118	0.00355157	0.0136293	0.0152887	0.00286995	0.0091316	0.00752255	0.00420096	0.0275211	0.0113846	0.0329228	0.0221354	0.00821976	0.01472893	0.1033889	0.0107736	0.563006	0.00810015	0.00590713	0.408138	0.00407466	19.31809	0.1415248	8	38.81239	0.4350695	0.000271108	0.0242041	0.335775	3.63975	0.296614	0.319501	0.120749	0.263136	0.2449137	0.577856
11300	-3737.463	-3709.688	-27.77506	4.840509	0.1660136	0.00866699	0.00532399	0.0272772	0.0104791	0.000431975	0.0160368	0.0136744	0.0153025	0.0316935	0.0157235	0.0115413	0.00241528	0.0236846	0.00471389	0.0141794	0.0224709	0.0189456	0.00624066	0.0303101	0.0182246	0.010159	0.018969	0.0375478	0.000525916	0.00222296	0.0196578	0.0244296	0.0256606	0.0317271	0.000146076	0.00772233	0.0139574	0.0125363	0.025449	0.00971533	0.0112258	0.0108508	0.0147106	0.00568838	0.0187373	0.0154498	0.00239457	0.01687325	0.03326889	0.009994	0.587967	0.00641847	0.00286816	0.388497	0.00425531	25.0891	0.1885081	9	41.39044	0.374145	0.000129139	0.0167486	0.289432	3.69369	0.293911	0.302761	0.136346	0.266982	0.2217769	0.8499894
11310	-3734.63	-3708.988	-25.64218	4.453928	0.1772197	0.0068268	0.00318631	0.00967507	0.0231554	0.0126672	0.00265165	0.0036913	0.0124959	0.0253088	0.0294742	0.00686655	0.00206313	0.0227866	0.00833549	0.00485248	0.00615553	0.00198528	0.00638732	0.0234861	0.0236457	0.0242847	0.0166006	0.0112884	0.0146145	0.00778312	0.0268719	0.00412855	0.008996	0.00873953	0.0107119	0.000732808	0.0220474	0.0165707	0.0341463	0.00919607	0.00765418	0.00801737	0.00215485	0.0222213	0.0392619	0.0248247	0.00775752	0.01579171	0.2102757	0.00991923	0.583568	0.01277	0.0028467	0.38559	0.00530599	24.67895	0.15639	9	38.21569	0.3289341	0.000218611	0.0217529	0.321658	3.65637	0.285788	0.304309	0.120212	0.289692	0.3666657	0.4265192
11320	-3749.077	-3714.139	-34.93758	4.727559	0.1797243	0.0106293	0.0702548	0.00279033	0.0790114	0.00163936	0.0243418	0.0119631	0.0163427	0.0325891	0.0293647	0.0102055	0.00196806	0.0272248	0.0173343	0.012711	0.0128718	0.000961862	0.00959225	0.0434574	0.0148159	0.0417567	0.000686069	0.0334462	0.0198107	0.00525255	0.0170906	0.0175693	0.00965931	0.00330313	0.0132679	0.0174545	0.0252732	0.0265872	0.000859672	0.0011402	0.000301657	0.0275792	0.048685	0.0179311	0.0108108	0.0363394	0.00211658	0.0159261	0.03215034	0.0109156	0.501267	0.00520917	0.00597755	0.473169	0.0034618	24.48535	0.129562	9	38.35083	0.4121667	0.000243703	0.0229579	0.328715	3.64808	0.327186	0.301917	0.125759	0.245139	0.1617123	0.8011881
11330	-3768.962	-3716.307	-52.655	3.521742	0.2047903	0.000911325	0.109702	0.0436401	0.0349279	0.0396151	0.0679482	0.0010896	0.0324192	0.0350299	0.0357752	0.0108281	0.00688011	0.0447759	0.00454591	0.0243686	0.0875945	0.0168839	0.00516531	0.0392595	0.0157744	0.0249674	0.0250986	0.0296385	0.0373503	0.00218015	0.00523308	0.0172712	0.136724	0.00114531	0.0324089	0.00134168	0.0622803	0.0189575	0.0147289	0.00134062	0.00514179	0.00964566	0.00156871	0.00207001	0.0560808	0.0232747	0.00180439	0.02494413	0.03334629	0.0106869	0.52281	0.00454549	0.00568795	0.450245	0.00602422	25.20665	0.1769746	7	38.2231	0.3548076	0.000624302	0.0365839	0.396044	3.56675	0.289221	0.291883	0.138062	0.280834	0.2103209	0.8414504
11340	-3761.005	-3715.308	-45.69698	3.655435	0.1911067	0.0307276	0.00939695	0.0208447	0.021842	0.0638951	0.0199664	0.0133952	0.0235985	0.0399491	0.0277024	0.0138229	0.00220609	0.0215805	0.0189614	0.0073038	0.0744812	0.0237859	0.00402115	0.0267441	0.024321	0.00640494	0.00576489	0.0107269	0.0145812	0.00354802	0.0130948	0.0158141	0.0483791	0.00494298	0.0825389	0.0165834	0.0299078	0.0198947	0.0191777	0.0041899	0.0472887	0.0372448	0.0334114	0.0175418	0.0558141	0.0106797	0.00333573	0.01836923	0.06318333	0.0115938	0.507638	0.00292979	0.00423828	0.466236	0.00736452	24.26759	0.1134173	7	39.30231	0.4123499	0.000385208	0.0288076	0.360051	3.61076	0.298564	0.30923	0.135034	0.257173	0.1766006	0.6422248
11350	-3755.552	-3713.811	-41.74098	3.513762	0.1739259	0.012022	0.137101	0.0354808	0.0252066	0.0279399	0.0310778	0.0188858	0.0142717	0.0374074	0.0351197	0.00790938	0.00137786	0.0308149	0.00734021	0.00584555	0.0179699	0.0174132	0.00608893	0.0223192	0.0251765	0.036579	0.0831417	0.0106842	0.00346959	0.000814205	0.0915747	0.00949578	0.00295187	0.0342578	0.000645832	0.00330523	0.0405595	0.0466945	0.0182878	0.00618017	0.0032052	0.015091	0.0231163	0.000841828	0.0243827	0.0250049	0.0268782	0.02526662	0.08523071	0.0120822	0.586203	0.0030532	0.0044168	0.381666	0.0125792	23.99308	0.1065811	9	38.12473	0.4529396	0.0001886	0.0202154	0.312294	3.6673	0.301664	0.316778	0.119726	0.261832	0.1918118	0.5556546
11360	-3756.827	-3715.996	-40.83026	3.297747	0.1902513	0.00251996	0.0237794	0.00131889	0.0525015	0.00779319	0.0409538	0.0111331	0.0193856	0.0422678	0.031733	0.0130038	0.00529561	0.0313323	0.0351805	0.0368538	0.0353314	0.0197686	0.00315556	0.0205603	0.0201242	0.0120531	0.0499414	0.00977597	0.00505846	0.0465354	0.00374181	0.00744849	0.000911587	0.0726145	0.0286357	0.0411317	0.0249436	0.0198795	0.0231389	0.0108399	0.0148624	0.00430117	0.0672858	0.0139711	0.0333994	0.0118468	0.0171476	0.01835302	0.09635837	0.0182128	0.525779	0.00114751	0.00547824	0.426128	0.0232541	23.16527	0.1100466	9	38.8407	0.3789787	0.00037289	0.0283475	0.357739	3.61354	0.316146	0.299771	0.125824	0.258259	0.2064049	0.5331586
11370	-3739.475	-3717.279	-22.19663	4.496339	0.1906893	0.00211785	0.00859773	0.00257974	0.00215081	0.0103704	0.0220328	0.00126357	0.0117939	0.0383284	0.0260104	0.00680264	0.00680002	0.0222966	0.00262135	0.00746949	0.000981061	0.0105016	0.00640168	0.0298966	0.0263685	0.00573372	0.0535378	0.00646556	0.00456619	0.0115757	0.0181771	0.0111488	0.00331859	0.00638991	0.000111457	0.0243627	0.0133848	0.0049731	0.00762166	0.00770659	0.0114256	0.0263917	0.030375	0.0116316	0.00409883	0.0197432	0.0457737	0.01613154	0.05633855	0.0129413	0.513486	0.00215946	0.00562222	0.438956	0.0268356	23.15449	0.1436911	8	38.91906	0.4259831	0.000379161	0.0285827	0.358924	3.61211	0.301358	0.30997	0.128311	0.260361	0.2000297	0.7183491
11380	-3742.775	-3715.288	-27.48702	3.967329	0.2050709	0.00465258	0.0104354	0.00782237	0.061854	0.00638054	0.000765258	0.0208327	0.0169707	0.0446485	0.0263141	0.0104868	0.00380375	0.0334401	0.0200017	0.0362682	0.0307403	0.0146577	0.0048162	0.0196072	0.0281232	0.00389039	0.0111233	0.035604	0.00911484	0.0100623	0.00374089	0.0189698	0.009867	0.0174798	0.000829635	0.026224	0.0102377	0.0182278	0.0237879	0.00236028	0.0192517	0.00241996	0.0287351	0.0297085	0.0276751	0.0176153	9.0675e-05	0.01661463	0.1222961	0.0140826	0.509082	0.00381618	0.00552985	0.435191	0.0322987	16.07452	0.1146385	8	37.45439	0.4377009	0.000630089	0.0367512	0.396762	3.56586	0.304519	0.298983	0.139706	0.256792	0.2369346	0.4838402
11390	-3744.521	-3718.408	-26.11321	5.12752	0.1877341	0.0017637	0.0081629	0.00493793	0.000889584	0.02352	0.00685594	0.0192722	0.0124201	0.0460551	0.0375106	0.00604477	0.00390898	0.023374	0.00830768	0.0538325	0.00319633	0.0108914	0.00626549	0.0218705	0.0111082	0.00139761	0.00369099	0.00592609	0.00952175	0.0238235	0.00297149	0.0267168	0.0285806	0.00537123	0.00417171	0.00595312	0.012663	0.0141126	0.0161687	0.0275354	0.00300073	0.0121486	0.00732439	0.014284	0.046406	0.00336232	0.0141155	0.01204582	0.04058477	0.0164872	0.551009	0.00290278	0.0027252	0.391917	0.0349587	24.60615	0.1396312	8	37.69008	0.4840037	0.000338299	0.0270125	0.350895	3.62175	0.300005	0.298975	0.138315	0.262705	0.180216	0.7747993
11400	-3742.278	-3708.956	-33.32238	5.15216	0.1900515	0.00308463	0.0210007	0.0263261	0.0282382	0.00395056	0.0106806	0.00440838	0.0167399	0.035292	0.0281529	0.00528748	0.00387624	0.0222681	0.00168132	0.0154225	0.00485459	0.0220563	0.00880289	0.0231991	0.0187483	0.0137765	0.0137451	0.0248768	0.0311185	0.0207812	0.010303	0.0325503	0.0327262	0.0273448	0.0064972	0.0141889	0.0210721	0.0101061	0.00745684	0.00469867	0.0404229	0.00825859	0.0111236	0.00316776	0.0222342	0.0054179	0.023119	0.01893229	0.01386662	0.00849266	0.584492	0.0047166	0.00120401	0.38177	0.0193243	13.97306	0.2029047	7	39.93557	0.4037452	0.000370056	0.0282406	0.357198	3.61419	0.312801	0.301827	0.124835	0.260537	0.2167713	0.9360311
11410	-3753.571	-3713.334	-40.23643	5.055269	0.1830181	0.00169754	0.0125615	0.00100231	0.00305906	0.0191372	0.00655893	0.0401659	0.0121274	0.0500827	0.0224767	0.0106863	0.00703735	0.0222642	0.0214105	0.0406505	0.0102851	0.0154578	0.00776483	0.0241383	0.0229638	0.000401542	0.0874927	0.0245713	0.0135383	0.0215342	0.0161269	0.0123955	0.00568288	0.00109128	0.0352752	0.00611747	0.0209139	0.00516755	0.0236006	0.0116679	0.00896306	0.0194428	0.00926136	0.00462212	0.0512274	0.00712376	0.0134723	0.02257438	0.01577414	0.0156277	0.509116	0.00410835	0.00104874	0.465657	0.00444235	25.06655	0.1992521	9	37.53505	0.3992801	0.000279866	0.0245888	0.337908	3.63722	0.308294	0.316864	0.120485	0.254357	0.2150262	0.9266409
11420	-3760.883	-3715.147	-45.73572	3.740794	0.1672157	0.0110911	0.0045869	0.0337524	0.0245479	0.0213834	0.0228441	0.00892844	0.0198258	0.0458207	0.0204083	0.00899894	0.00267486	0.0325778	0.0174567	0.00464284	0.0123096	0.0253809	0.00511065	0.0318484	0.0115707	0.0530817	0.0616849	0.0302732	0.0492728	0.0373126	0.00173391	0.0571547	0.00537301	0.00879468	0.0183462	0.0201383	0.0252298	0.0112638	0.0353084	0.0228846	0.0498669	0.00149888	0.0140152	0.0380873	0.0592047	0.0373139	0.0454366	0.02309836	0.09578863	0.0139089	0.559879	0.0010995	0.00233572	0.419064	0.00371209	11.11008	0.1200572	9	37.50028	0.395819	0.000137104	0.0172542	0.292937	3.68967	0.288594	0.338043	0.116562	0.256801	0.2158459	0.5562175
11430	-3758.258	-3714.655	-43.60381	3.674066	0.1859242	0.0353674	0.0428649	0.0149903	0.0165078	0.00820744	0.00745438	0.0104918	0.0271802	0.0285871	0.0182331	0.00539818	0.00654942	0.0190458	0.0212748	0.00361693	0.0114737	0.0212432	0.00467392	0.0247245	0.0244491	0.0652471	0.0264601	0.0175585	0.0468594	0.0294455	0.00576568	0.0946002	0.00106599	0.0311935	0.00157279	0.027238	0.0585622	0.059384	0.0277513	0.00515216	0.0241068	0.0534513	0.0110711	0.00483823	0.0473264	0.00367784	0.0371717	0.02419207	-0.01611077	0.015046	0.436487	0.00703669	0.00214416	0.53527	0.0040156	10.12165	0.2460305	9	38.04562	0.4905296	0.000314913	0.0260702	0.345936	3.62768	0.322375	0.295478	0.144328	0.237819	0.2299198	1.070071
11440	-3775.418	-3720.659	-54.75906	3.602314	0.1864953	0.134117	0.0230493	0.0617612	0.0609418	0.0250264	0.062844	0.0897628	0.0160948	0.0673347	0.0168865	0.00720974	0.00221122	0.0262499	0.020554	0.0368961	0.00523712	0.0247338	0.0057428	0.0284809	0.0330424	0.00962229	0.0242372	0.0170734	0.0100006	0.0118327	0.0577242	0.0494563	0.0344927	0.00937395	0.00468318	0.0327899	0.0471169	0.0146876	0.00562543	0.0107807	0.0503806	0.00449071	0.0249468	0.0129479	0.0434519	0.0018932	0.00966843	0.03973902	0.03977773	0.00975827	0.433406	0.017344	0.00321269	0.531492	0.00478635	9.93879	0.120435	8	37.61127	0.3481165	0.000322161	0.0263659	0.347504	3.62581	0.303699	0.315385	0.141867	0.239049	0.1602127	0.7517193
11450	-3757.356	-3708.981	-48.37526	3.802164	0.2028684	0.00699251	0.0344792	0.00358058	0.0435477	0.00303502	0.0017736	0.0162403	0.0181632	0.0405743	0.0326796	0.00501317	0.00194907	0.035579	0.0402503	0.00661993	0.0136225	0.0402112	0.00536074	0.0272707	0.0204101	0.0120919	0.0674139	0.00388758	0.0481054	0.00340559	0.0259236	0.0520314	0.0638513	0.00871604	0.00866036	0.00817302	0.00962079	0.0254449	0.0360956	0.0143213	0.22693	0.028491	0.000569844	0.00318571	0.0354312	0.00288318	0.055586	0.03330672	0.03491297	0.00702538	0.434717	0.0173965	0.00241467	0.533099	0.00534702	10.90363	0.1526466	8	37.88	0.5427669	0.000585671	0.0354465	0.391103	3.57287	0.306779	0.307494	0.134655	0.251071	0.1875595	0.8138566
11460	-3768.492	-3711.844	-56.64771	4.557878	0.180699	0.0923911	0.0197266	0.0891427	0.00978492	0.0947834	0.0114992	0.0115291	0.020202	0.0532398	0.0322687	0.00460484	0.00573482	0.0297922	0.00611138	0.0643394	2.14361e-05	0.0666895	0.0073818	0.0288938	0.00896143	0.0373828	0.0796407	0.0139669	0.0710891	0.00176004	0.0830405	0.0466675	0.0197905	0.00491376	0.00645603	0.0575256	0.0239547	0.0111243	0.00933152	0.026548	0.00460768	0.042877	0.00151971	0.00509613	0.0429627	0.016039	0.0686567	0.03191227	0.09571908	0.00883521	0.469216	0.016035	0.00538077	0.491379	0.00915392	9.942683	0.1194219	8	37.20019	0.3690555	0.000254022	0.0234351	0.331446	3.64487	0.312769	0.282256	0.133711	0.271264	0.215141	0.5550868
11470	-3762.219	-3713.695	-48.5241	4.41441	0.1972403	0.0904457	0.00725978	0.0157907	0.0405412	0.00461836	0.0901165	0.00812865	0.0187998	0.0407089	0.0373593	0.00528666	0.00321854	0.0365875	0.0066085	0.0681644	0.00870607	0.0499407	0.00423764	0.0389536	0.0128225	0.0174764	0.0198189	0.00312875	0.0375547	0.0234576	0.0102329	0.0303856	0.0164931	0.0176467	0.00409533	0.0155169	0.0180074	0.00831175	0.0268343	0.0165532	0.015111	0.0465461	0.0200874	0.0297582	0.0388619	0.0476718	0.0018409	0.0246385	0.01392722	0.0154574	0.472599	0.0035467	0.00586123	0.494921	0.00761531	10.80432	0.1636121	8	37.55333	0.3649104	0.00048228	0.0321987	0.376417	3.5909	0.309403	0.287689	0.136822	0.266086	0.1775393	0.9215542
11480	-3744.392	-3707.076	-37.31562	5.467398	0.1980598	0.0119695	0.00348942	0.00609184	0.0237141	0.0328721	0.0076767	0.0430653	0.013566	0.0405904	0.0166324	0.0038743	0.00273818	0.0289828	0.0265038	0.0162619	0.0140893	0.0613347	0.00662895	0.0316668	0.0257968	0.00490809	0.00202343	0.00415572	0.0196018	0.00503883	0.00936387	0.0196283	0.00899523	0.00923768	0.00379293	0.0499755	0.0111102	0.0163412	0.0164566	0.00790069	0.00177645	0.010054	0.0187788	0.00551307	0.0182365	0.0104364	0.0301539	0.01715824	0.1236167	0.0154213	0.540242	0.00364981	0.0090297	0.423626	0.00803213	11.54783	0.127143	8	41.36332	0.5490941	0.000496456	0.0326637	0.378575	3.58826	0.302355	0.308479	0.125976	0.263189	0.2507597	0.5070311
11490	-3736.403	-3712.121	-24.28257	5.548325	0.1896242	0.00244943	0.0139385	0.0109445	0.0470827	0.00206277	0.00111297	0.0366992	0.0130569	0.0372026	0.0207852	0.00479922	0.00315577	0.0251514	0.00882114	0.00882873	0.00965153	0.0156086	0.00818161	0.0132123	0.028056	0.00413631	0.0049585	0.0193232	0.00131374	0.0322676	0.0165612	0.00889651	0.00161397	0.00580303	0.0049168	0.00929266	0.0077966	0.0179823	0.0160735	0.0264556	0.00250224	0.00132782	0.00403427	0.00232915	0.0242676	0.0043332	0.0195996	0.01356293	0.03428907	0.0177561	0.459209	0.00905253	0.0103968	0.499237	0.00434815	23.44507	0.1526479	9	39.95955	0.2380071	0.000364044	0.0280123	0.35604	3.61558	0.308813	0.29499	0.137845	0.258352	0.186937	0.8165742
11500	-3756.579	-3716.559	-40.02076	5.224267	0.2086279	0.0099077	0.00859977	0.0130129	0.00557851	0.0163065	0.0160951	0.00290786	0.0137137	0.0223105	0.0179241	0.00293435	0.00488701	0.0165	0.000132205	0.0633338	0.0156459	0.011973	0.00719168	0.0258959	0.0211189	0.00172265	0.00428708	0.0273972	0.0293719	0.012376	0.014031	0.0125375	0.00920808	0.00656364	0.0096114	0.00941065	0.0302059	0.012899	0.0149399	0.0367265	0.00752988	0.0266226	0.00750872	0.000729285	0.0135526	0.00695866	0.144404	0.02136542	0.1118575	0.00625169	0.470717	0.0152781	0.0173315	0.486741	0.00368056	23.42605	0.1213095	7	38.6751	0.3832	0.000706731	0.0388965	0.405798	3.5546	0.313444	0.319081	0.133766	0.23371	0.233167	0.5202689
11510	-3753.523	-3720.417	-33.10586	4.547557	0.2494905	0.00789965	0.139352	0.00213707	0.00685897	0.0486653	0.00857755	0.0245357	0.0135871	0.0390204	0.0202979	0.0106252	0.00145554	0.0231117	0.00369279	0.00420382	0.00755716	0.0048426	0.00386105	0.0315222	0.0126186	0.0169019	0.00321817	0.00848411	0.00424023	0.0265156	0.0568118	0.00826206	0.0179031	0.0176715	0.00170236	0.0170456	0.0054431	0.020421	0.0354743	0.0101658	0.0043525	0.0231136	0.00470674	0.00158191	0.00417592	0.0110387	0.0105013	0.01874221	0.0009022064	0.0134335	0.579623	0.0119958	0.00737819	0.382171	0.00539839	24.49182	0.190691	9	38.42531	0.3551388	0.0020881	0.0663223	0.50041	3.43118	0.293495	0.287917	0.140726	0.277862	0.1915932	0.995291
11520	-3743.532	-3708.303	-35.22883	5.026768	0.1829201	0.0281384	0.0182186	0.0396251	0.00395956	0.00622274	0.0003311	0.00736798	0.0202973	0.0583253	0.0410137	0.0103138	0.00947023	0.0336381	0.00510627	0.0129662	0.0489547	0.0100567	0.00930913	0.0208576	0.027445	0.0229149	0.00900075	0.00954142	0.00543863	0.00108531	0.0116444	0.0364982	0.0411274	0.0118766	0.0372001	0.0059635	0.0214869	0.00962919	0.00754986	0.00744683	0.0383032	0.000747222	0.00479647	0.0174296	0.0307337	0.0199693	0.0106005	0.016498	-0.0121629	0.00671657	0.518932	0.0107398	0.00522778	0.453551	0.00483314	24.73984	0.1790423	8	37.45778	0.3909407	0.000278736	0.0245395	0.337636	3.63755	0.296116	0.305047	0.125699	0.273138	0.1668794	1.072884
