Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
4420	-3753.265	-3708.764	-44.50114	4.30116	0.1504721	0.095114	0.0459974	0.0287173	0.0298997	0.00551441	0.0137329	0.0189687	0.0188311	0.0438991	0.0131999	0.00864654	0.000267101	0.0264836	0.00389263	0.00430978	0.00595255	0.031678	0.00950714	0.0109857	0.00618224	0.00217999	0.00289543	0.00984883	0.00493239	0.0315341	0.00621847	0.0247159	0.0219032	0.00589818	0.0225787	0.0100969	0.0272465	0.014343	0.0366736	0.0540025	0.00672964	0.00339189	0.0308044	0.0384917	0.00561197	0.0538915	0.029762	0.02024001	0.06146876	0.0146896	0.596362	0.00539517	0.0021219	0.376403	0.00502886	12.5427	0.1137482	7	37.51949	0.2935445	5.46364e-05	0.0109188	0.24325	3.74578	0.308054	0.298096	0.127461	0.26639	0.175217	0.6491849
4430	-3746.386	-3716.652	-29.73332	4.35461	0.1913606	0.0119538	0.00999301	0.000292948	0.0643598	0.00556955	0.08477	0.0254438	0.0210305	0.0334567	0.0170739	0.00716123	0.000158864	0.0177829	0.00492594	0.0113998	0.00427413	0.0531208	0.00378175	0.0128395	0.00360259	0.0342574	0.0158315	0.0109783	0.0140922	0.00600735	0.00678228	0.0196006	0.00126275	0.00770986	0.00944304	0.0108449	0.0123987	0.0300706	0.0118665	0.00761031	0.00650573	0.0141678	0.00705952	0.0161138	0.0166992	0.0181602	0.0356724	0.01616957	0.04021151	0.0280831	0.502456	0.00848439	0.00709751	0.452375	0.00150467	12.1838	0.1723325	8	37.24909	0.3773761	0.000388919	0.0289448	0.360736	3.60993	0.289902	0.293028	0.13526	0.28181	0.212544	0.8108085
4440	-3763.714	-3715.732	-47.98182	4.455222	0.2680051	0.0143577	0.133906	0.0818422	0.006173	0.000580285	0.015396	0.0205259	0.0155429	0.047576	0.0193363	0.0056525	0.000287217	0.0421108	0.00446543	0.00804992	0.013152	0.0305684	0.00561637	0.0128289	0.0118462	0.0943879	0.0217443	0.00199771	0.00291062	0.0297473	0.0637317	0.00232572	0.0534254	0.0054671	0.0113242	0.00246381	0.0253553	0.017281	0.0270144	0.0101254	0.00813638	0.0188069	0.0273276	0.0090055	0.0229596	0.0225911	0.0121981	0.02657693	0.06218781	0.0232246	0.505881	0.00832103	0.0064395	0.455458	0.000676328	12.22888	0.1726092	7	38.79236	0.3594053	0.00305916	0.0799669	0.53795	3.37902	0.265344	0.293177	0.149068	0.292411	0.234797	0.7351422
4450	-3741.604	-3711.458	-30.14611	4.030894	0.1922185	0.00123564	0.0181156	0.0169214	0.00248652	0.00247658	0.00973067	0.00835112	0.0184651	0.0382961	0.0147792	0.00414792	0.00505456	0.0249354	0.0248117	0.0280647	0.00335284	0.0315122	0.011697	0.00882897	0.0148088	0.00855694	0.00433898	0.0249365	0.00108343	0.0234983	0.0352632	0.0143372	0.0498038	0.00630467	0.0045212	0.0261435	0.0142339	0.010532	0.0608012	0.00437964	0.0113416	0.0126039	0.000999024	0.0135497	0.00221691	0.0373015	0.0128349	0.01817458	0.07128076	0.0250606	0.505737	0.00831867	0.0052431	0.455329	0.000311731	12.36395	0.2148696	8	37.78834	0.6287744	0.000401652	0.0294104	0.363045	3.60714	0.290714	0.308697	0.135766	0.264824	0.2861504	0.7508976
4460	-3755.392	-3717.782	-37.61094	4.186913	0.1809915	0.0818501	0.0209	0.0643908	0.0152224	0.00889909	0.00970723	0.00810035	0.0127373	0.0359581	0.0212339	0.00773416	0.00639667	0.0341222	0.0450487	0.0277237	0.00702564	0.0157851	0.00272642	0.000910946	0.00998717	0.0179379	0.00655683	0.0388823	0.00266548	0.0222355	0.0130756	0.00147252	0.0269479	0.0146606	0.0110295	0.00777945	0.0155916	0.0179688	0.0244741	0.0172348	0.0193145	0.00168816	0.0150931	0.000109731	0.0518363	0.0432723	0.0100715	0.0207788	-0.01639918	0.0279264	0.526881	0.0070592	0.00354203	0.433805	0.000785622	11.44294	0.2572348	8	37.9207	0.3944211	0.00025718	0.0235792	0.332263	3.6439	0.299377	0.311877	0.137543	0.251203	0.2408357	1.068093
4470	-3751.127	-3714.581	-36.54572	3.954181	0.1990978	0.0106908	0.0381321	0.00367465	0.0142324	0.0215238	0.0124038	0.0499949	0.0152614	0.0382291	0.0238574	0.00459286	0.0131514	0.0228506	0.00452695	0.0334184	0.00824639	0.00440193	0.00234179	0.00565269	0.0036569	0.00884335	0.0497999	0.00505447	0.0135439	0.0166163	0.0359861	0.0025536	0.0286915	0.0149484	0.00299229	0.0276555	0.0269501	0.0282384	0.0248026	0.0214755	0.0199718	0.0243661	0.00163373	0.000159478	0.0167667	0.0571982	0.0141942	0.01733955	0.1081665	0.013002	0.530291	0.00667078	0.0106631	0.436613	0.00276007	12.12684	0.162373	8	37.83539	0.4302801	0.000514835	0.0332566	0.381299	3.58493	0.291525	0.300403	0.134173	0.273899	0.2705394	0.6001822
4480	-3749.037	-3709.089	-39.94843	4.154437	0.1900613	0.0144775	0.00340217	0.00681408	0.00754846	0.0092121	0.0266142	0.0392626	0.0153506	0.0414094	0.0209135	0.00892927	0.00516721	0.019747	0.0117435	0.0253792	0.00664143	0.0231919	0.00439634	0.00565278	0.00591839	0.0246745	0.00537252	0.00976331	0.0080828	0.0277095	0.0501159	0.00838916	0.0281253	0.00918876	0.010432	0.02684	0.0399547	0.0111831	0.00940921	0.0229946	0.00289834	0.00106053	0.0116179	0.0107731	0.0733514	0.0590837	0.0170555	0.01869704	0.008292892	0.00835553	0.530222	0.00634922	0.0167513	0.436556	0.00176651	13.26575	0.1552624	8	39.94557	0.4302619	0.000370193	0.0282458	0.357225	3.61416	0.313934	0.280701	0.125837	0.279528	0.1635553	0.9492961
4490	-3758.082	-3710.876	-47.20574	4.730517	0.1634662	0.0250096	0.0230328	0.0594274	0.0226863	0.00298658	0.0158557	0.023214	0.0120794	0.0265858	0.0137919	0.00428326	0.00466563	0.0275486	0.00908369	0.0174248	0.095479	0.0382474	0.00979383	0.00738479	0.0112875	0.0027235	0.0130117	0.0468924	0.00101062	0.0289428	0.0392571	0.0221986	0.0207982	0.0435612	0.00364806	0.0337563	0.0184644	0.0150328	0.0139197	0.00156936	0.0175977	0.00384294	0.00381572	0.0702127	0.0154058	0.089806	0.0258044	0.02422993	0.01047698	0.00861003	0.574723	0.00505036	0.00716607	0.401237	0.0032143	12.0741	0.133251	8	37.42237	0.5025041	0.000113423	0.0157025	0.281968	3.70222	0.287063	0.308815	0.114011	0.290111	0.1437279	0.9271055
4500	-3764.801	-3714.361	-50.44002	4.848743	0.1701176	0.00659038	0.0107129	0.0103414	0.0435941	0.0293075	0.0351347	0.0495085	0.0166318	0.043528	0.0287504	0.00466537	0.00279141	0.0340056	0.00770943	0.110206	0.0331881	0.0447937	0.00803159	0.00386863	0.00540988	0.0526069	0.000150433	0.0376162	0.0118972	0.0136712	0.0162957	0.0114605	0.0220957	0.0214064	0.00699852	0.016541	0.0192577	0.00974537	0.000998789	0.009202	0.0243981	0.049549	0.0063573	0.00943016	0.00607375	0.0607058	0.0482619	0.02277339	0.008431531	0.00745519	0.575231	0.00589541	0.00882327	0.401592	0.00100343	10.62662	0.1059127	8	41.0912	0.339613	0.000157865	0.0185062	0.301353	3.67998	0.282178	0.324215	0.132188	0.261419	0.1143443	0.9262619
4510	-3747.189	-3707.181	-40.00767	2.844437	0.1751501	0.00448142	0.0237559	0.00529203	0.0226582	0.000230116	0.0024562	0.0265686	0.0222248	0.0493211	0.0330168	0.00785727	0.00332559	0.0324586	0.0246168	0.028124	0.0046239	0.0474399	0.00729299	0.00964933	0.00946602	0.0184206	0.00589492	0.0201501	0.0125565	0.0301103	0.0133321	0.0106806	0.0227559	0.0182859	0.0037855	0.00235754	0.0207721	0.0335231	0.0215413	0.00380808	0.00957781	0.000241969	0.025634	0.020966	0.00113206	0.0793988	0.0490413	0.01729673	0.06026143	0.0134589	0.528518	0.00485894	0.00967731	0.440463	0.00302392	11.19737	0.1445305	8	40.65183	0.3420737	0.000199369	0.0207804	0.315785	3.66323	0.318606	0.303648	0.127918	0.249828	0.204792	0.7057432
4520	-3766.435	-3716.027	-50.4078	2.96632	0.1973207	0.0200392	0.0710495	0.00757553	0.0278086	0.0104458	0.0581604	0.00846343	0.0299632	0.0573901	0.035075	0.00299612	0.00525201	0.0304127	0.00749787	0.0386473	0.0623686	0.0800413	0.00469785	0.0156059	0.000977864	0.0135771	0.0757233	0.036329	0.028786	0.025804	0.0198624	0.0299064	0.00495775	0.0159727	0.0296148	0.0657541	0.0102202	0.0354407	0.0040756	0.0317089	0.00914793	0.000164404	0.0196152	0.0284761	0.0322687	0.0331728	0.0303146	0.02344349	0.102835	0.0090785	0.528051	0.0124237	0.00852802	0.440075	0.00184377	11.42886	0.08860761	9	37.80256	0.3937139	0.000483658	0.0322442	0.376629	3.59064	0.274167	0.32132	0.125717	0.278795	0.1914426	0.4628417
4530	-3749.958	-3711.21	-38.74846	3.801382	0.195791	0.010646	0.00657619	0.0271549	0.00392575	0.0224546	0.0228947	0.022342	0.0212933	0.0373232	0.0194437	0.00351719	0.00202563	0.0273545	0.00805154	0.0232642	0.0157029	0.0925695	0.0043719	0.020799	0.00244853	0.000142134	0.0470263	0.0153814	0.0246231	0.00355954	0.00425614	0.013152	0.00243407	0.0718666	0.00306353	0.0248328	0.07729	0.0345489	0.0126075	0.0302162	0.0135836	0.000332531	0.0172447	0.0180142	0.0188584	0.00106399	0.0534818	0.0236225	0.02600221	0.0075822	0.526168	0.00473995	0.0226864	0.438505	0.000318837	11.30416	0.1776667	8	38.74839	0.6796011	0.000457921	0.0313831	0.372584	3.59558	0.290072	0.296865	0.136313	0.27675	0.2036689	0.872331
4540	-3759.39	-3712.576	-46.81393	4.445836	0.162443	0.019339	0.020362	0.0301507	0.0248676	0.061148	0.0206162	0.0406128	0.0161059	0.0312438	0.0116526	0.00842263	0.000967494	0.0257318	0.0246811	0.0575289	0.0131341	0.0662292	0.00598264	0.00399137	0.00781258	0.00314578	0.0524552	0.0280469	0.0155395	0.00202284	0.0450221	0.00447028	0.000839176	0.00440828	0.00801656	0.00713077	0.0283952	0.00869101	0.0330323	0.0353362	0.0287612	0.00346467	0.0863426	0.000890714	0.0101879	0.0158107	0.0428137	0.02829761	0.1442452	0.00703026	0.525265	0.00689312	0.0226475	0.437752	0.000412383	12.28953	0.09489828	9	38.12907	0.3577192	0.000107539	0.0152922	0.278957	3.70564	0.302218	0.288393	0.127835	0.281554	0.2391435	0.3968257
4550	-3774.265	-3713.454	-60.81135	3.676446	0.1837955	0.0798544	0.023453	0.0476576	0.00930279	0.0183673	0.0119891	0.0646489	0.0158869	0.02689	0.0280504	0.00730014	0.00734729	0.0263539	0.0757628	0.0312497	0.016588	0.0563713	0.00796985	0.0119052	0.00357207	0.0487574	0.0228252	0.0115621	0.0372522	0.00985047	0.0341751	0.00366096	0.0311243	0.0240103	0.003854	0.0682503	0.0320493	0.0187449	0.0163896	0.00295588	0.016684	0.0831895	0.0854259	0.0755363	0.0126176	0.0320046	0.0735343	0.03446322	0.0829627	0.00510546	0.524145	0.0109683	0.0225498	0.43682	0.000411504	12.59993	0.138716	8	41.63494	0.5389726	0.000288946	0.0249812	0.340064	3.63467	0.290157	0.311548	0.132508	0.265788	0.2216787	0.6257525
4560	-3764.811	-3710.666	-54.14528	3.324752	0.1918881	0.101858	0.00271836	0.0520458	0.0191135	0.0229792	0.0167814	0.0155554	0.0172442	0.0358398	0.0246185	0.00670556	0.000431279	0.029637	0.0168484	0.0545532	0.0491347	0.0190967	0.00705599	0.0160385	0.0047691	0.0110695	0.0302125	0.014284	0.0304611	0.00585635	0.000330473	0.0088622	0.0351817	0.0233387	0.0362356	0.068303	0.02234	0.0147881	0.056527	0.00992739	0.0154443	0.0132215	0.032642	0.0383056	0.049309	0.0148133	0.0445154	0.02653529	0.03369343	0.00591378	0.607131	0.0127048	0.00740097	0.366027	0.000822277	13.07407	0.1655039	8	38.68463	0.2637479	0.000396713	0.0292307	0.362157	3.60822	0.316331	0.282983	0.118207	0.282479	0.1991973	0.830854
4570	-3768.601	-3718.73	-49.87111	3.796661	0.16672	0.0382652	0.000879927	0.0414711	0.062112	0.0315798	0.0173477	0.0145496	0.0154687	0.039365	0.0134145	0.00541159	0.00877263	0.0343921	0.0228489	0.0197152	0.00404665	0.0421456	0.002185	0.0233693	0.00271428	0.0109524	0.0377304	0.0131446	0.03671	0.00497819	0.0169059	0.0123497	0.0319026	0.0210591	0.0128978	0.0174477	0.0310642	0.0110211	0.0373368	0.0332106	0.00156585	0.0246969	0.0597431	0.014148	0.104276	0.00799643	0.039204	0.02531785	-0.03204088	0.00156036	0.582534	0.0125202	0.0236532	0.379417	0.000314825	12.47306	0.2337659	8	38.90413	0.3078963	0.000133775	0.0170448	0.291493	3.69133	0.309175	0.293749	0.125228	0.271848	0.201725	1.158834
4580	-3751.579	-3708.479	-43.10005	3.764809	0.1688124	0.00143635	0.0761755	0.00261853	0.0122893	0.0331258	0.0174051	0.093897	0.0198299	0.0386142	0.0238741	0.00484744	0.000946656	0.0212773	0.004317	0.00643843	0.0052551	0.00659685	0.00346046	0.0146176	0.0059132	0.0309376	0.00201908	0.011174	0.0212214	0.00822391	0.0219967	0.0137896	0.0376578	0.0175181	0.0249847	0.0504429	0.017316	0.0160975	0.0213828	0.0564314	0.00109388	0.0327853	0.0342699	0.000382234	0.00977236	0.0476104	0.0235448	0.02129371	0.01548365	0.0041437	0.525981	0.0145352	0.0144945	0.44048	0.000365493	13.28524	0.1411519	8	37.63066	0.3264131	0.000148253	0.0179376	0.297576	3.68434	0.296186	0.305528	0.126433	0.271852	0.1566355	0.9011485
4590	-3754.341	-3710.264	-44.07699	4.096111	0.2121779	0.0102738	0.0370519	0.016005	0.0311512	0.00341784	0.00661812	0.0135919	0.0263483	0.0423501	0.0211867	0.0108354	0.00277492	0.0333596	0.021035	0.0199724	0.00857989	0.0246561	0.00580443	0.0156426	0.0118843	0.0210652	0.00717499	0.0164234	0.0269926	0.0637732	0.0149915	0.00201565	0.06026	0.00586004	0.0236799	0.0120751	0.0618347	0.00968463	0.0155602	0.00379876	0.00995588	0.00067071	0.051307	0.00266187	0.0236268	0.00716598	0.0440728	0.01930828	0.07942984	0.01417	0.523441	0.00926709	0.0144246	0.438353	0.000344205	12.8782	0.1927948	8	38.82496	0.322812	0.000789473	0.0410831	0.414687	3.54344	0.296582	0.316767	0.124034	0.262617	0.2722247	0.7082195
4600	-3745.825	-3706.417	-39.4079	5.02709	0.1676772	0.104283	0.000735547	0.0317047	0.0161836	0.00963731	0.0189544	0.0125302	0.0144589	0.0362891	0.0157708	0.00605182	0.000124551	0.0286736	0.0066311	0.00164919	0.0311225	0.0664298	0.00728704	0.011628	0.0108721	0.00269963	0.00610867	0.0105855	0.00170714	0.0110053	0.00153457	0.0059717	0.00963347	0.0119067	0.0267409	0.0180249	0.0138551	0.0136031	0.0127365	0.00685264	0.0145738	0.0102699	0.0385264	0.0269742	0.0205904	0.0329466	0.0396755	0.02187704	0.04478254	0.00526501	0.536879	0.00866081	0.0178871	0.430548	0.000759603	12.3893	0.1157816	8	37.95382	0.4678114	0.000140259	0.0174504	0.29428	3.68813	0.303505	0.306957	0.127261	0.262277	0.1605641	0.7210925
4610	-3755.442	-3709.131	-46.31098	4.627882	0.1906233	0.0650269	0.0212763	0.0036405	0.000790197	0.020238	0.0177037	0.00800353	0.0143386	0.0425997	0.0180322	0.00583377	0.000229246	0.0367224	0.0118622	0.0124153	0.00738984	0.029042	0.00534039	0.0151098	0.0242821	0.0466685	0.0081865	0.00934882	0.0173998	0.036456	0.0306127	0.0369551	0.052911	0.0563407	0.0143462	0.00268112	0.0280094	0.0152698	0.0182588	0.0246728	0.0906017	0.0158718	0.0208914	0.0113633	0.0426465	0.0441101	0.0393258	0.0269412	0.06463956	0.0116967	0.534436	0.0111697	0.0126704	0.428588	0.00143894	11.87267	0.1593907	8	37.37262	0.4320121	0.000378211	0.0285472	0.358746	3.61233	0.301086	0.291988	0.135775	0.271152	0.2240303	0.7114695
4620	-3751.812	-3708.399	-43.4132	3.636634	0.193549	0.0207536	0.012547	0.0538703	0.000628169	0.0123463	0.0209506	0.0074955	0.0152477	0.0321654	0.0231872	0.00934177	0.00301632	0.0353411	0.00964511	0.0408106	0.0111735	0.024639	0.00946283	0.0110212	0.0191077	0.00190699	0.0400224	0.003561	0.0096836	0.034387	0.00214201	0.0329774	0.0288091	0.0219791	0.0228162	0.0347304	0.013116	0.0166776	0.0247234	0.00684957	0.0144657	0.0159156	0.0208339	0.0597535	0.00691477	0.0213467	0.00865513	0.01641515	0.03393076	0.0118178	0.539968	0.0104275	0.00408213	0.43275	0.000953615	11.87836	0.1578415	8	38.06953	0.2983587	0.000421991	0.0301388	0.366613	3.60283	0.299722	0.309076	0.120619	0.270583	0.1917722	0.8230674
4630	-3762.267	-3716.737	-45.53034	3.832369	0.2022245	0.0564798	0.0597059	0.0130681	0.00172148	0.0220093	0.0561917	0.00407887	0.0188977	0.0470563	0.0185849	0.00506351	0.0064446	0.030201	0.0133909	0.0156708	0.0124702	0.0187437	0.0111373	0.0147616	0.0183876	0.00268921	0.00315499	0.013503	0.00441668	0.0228412	0.00680725	0.0950426	0.00277475	0.0514669	0.00683676	0.0193783	0.0275493	0.0194621	0.0254642	0.0220305	0.0100712	0.0410221	0.0212182	0.0372762	0.00631613	0.0272787	0.0136171	0.02280904	0.1234054	0.00802789	0.469788	0.00533744	0.00319454	0.511129	0.00252245	11.92555	0.1002534	8	37.76716	0.4079686	0.000573115	0.0350686	0.389439	3.57492	0.274277	0.327999	0.126997	0.270726	0.2236587	0.4482426
4640	-3762.911	-3708.766	-54.14487	3.382846	0.1572692	0.00665753	0.00750846	0.0058259	0.0394779	0.022056	0.0818585	0.0469244	0.0185392	0.0410594	0.0179147	0.0101248	0.00370889	0.0292821	0.00970836	0.0430048	0.0168581	0.0597325	0.00916408	0.0119178	0.0149592	0.0609379	0.0418148	0.0558373	0.0244501	0.0854982	0.0062873	0.0529498	0.071516	0.0524261	0.0234547	0.024279	0.0399874	0.0166431	0.0150888	0.0252422	0.0300891	0.0563607	0.0345566	0.0109148	0.0010213	0.0235341	0.00535205	0.03030562	-0.02295841	0.0101497	0.557634	0.00675142	0.0196968	0.392084	0.0136834	10.27724	0.167071	7	37.71174	0.4837048	8.12773e-05	0.0133046	0.263626	3.72299	0.293588	0.299299	0.129939	0.277174	0.1441126	1.159309
4650	-3772.331	-3718.427	-53.90372	3.22193	0.1788307	0.00646211	0.00855235	0.0127179	0.057085	0.0098429	0.0390968	0.0160362	0.0320421	0.055478	0.0185056	0.00797797	0.00739186	0.0302144	0.00797494	0.0393108	0.0325875	0.0466485	0.00977103	0.0102783	0.0204416	0.0102262	0.0810419	0.0116711	0.046472	0.00512055	3.08081e-05	0.0171582	0.0175255	0.041744	0.0734908	0.0198218	0.00879534	0.00904371	0.0362064	0.0400578	0.0182959	0.0234138	0.046321	0.064438	0.0147568	0.058421	0.00250625	0.03047983	0.103758	0.00876212	0.57422	0.00504077	0.0147061	0.392964	0.00430758	11.89826	0.1577634	8	38.30236	0.3769954	0.000234518	0.0225244	0.326204	3.65104	0.286049	0.303957	0.129745	0.280248	0.2615214	0.6032524
4660	-3763.777	-3711.42	-52.35687	3.359593	0.1575514	0.0375877	0.000828753	0.00164001	0.0201642	0.0289814	0.00558665	0.000266693	0.017625	0.0428951	0.0260249	0.0133934	0.00540401	0.0263822	0.0143983	0.0252075	0.0018001	0.0386063	0.00872966	0.0199402	0.0176309	0.0547503	0.0269367	0.0148997	0.0084979	0.0288174	0.0118819	0.0985223	0.0178613	0.0101032	0.039637	0.0204093	0.0524859	0.0192078	0.0245278	0.0113465	0.022119	0.0214805	0.0163753	0.00373879	0.00843074	0.0371365	0.0418132	0.02256658	0.08494122	0.00485629	0.541868	0.0064696	0.0155317	0.429591	0.00168357	11.48474	0.1750489	7	38.49073	0.2817923	8.25676e-05	0.0134092	0.264467	3.72204	0.295228	0.315364	0.121623	0.267785	0.2599901	0.6732905
4670	-3765.294	-3706.054	-59.24039	4.181663	0.1743916	0.0187994	0.0264243	0.0607491	0.0157669	0.0348947	0.000929068	0.178295	0.0254897	0.0364775	0.0235497	0.00742976	0.00487678	0.0251529	0.0199455	0.00401365	0.0369201	0.00530828	0.0047892	0.0196518	0.0144329	0.0563776	0.00189438	0.0227705	0.0196138	0.0638812	0.0156047	0.0836897	0.00864031	0.00678815	0.00823129	0.074753	0.0404636	0.0160129	0.00869212	0.00822814	0.081061	0.0101121	0.0222731	0.00143486	0.0074494	0.084194	0.00762891	0.03084865	0.1012325	0.0125168	0.570259	0.00169653	0.00658825	0.40251	0.00642873	10.56985	0.08098804	8	37.65965	0.3796723	0.000192644	0.0204295	0.313624	3.66575	0.310908	0.287731	0.134679	0.266682	0.1822205	0.4444507
4680	-3746.128	-3714.725	-31.40309	4.152858	0.2018166	0.0117537	0.00788724	0.000927574	0.0109948	0.00382437	0.00418957	0.00530737	0.0204737	0.0276931	0.0148324	0.00468689	0.0014915	0.0207236	0.0350645	0.00840342	0.018813	0.0198399	0.00479133	0.0170144	0.00966056	0.0268882	0.0129337	0.0152748	0.000672534	0.00810891	0.000518992	0.0136591	0.0230108	0.0162968	0.00669074	0.0143233	0.0309744	0.0139644	0.0177758	0.000985244	0.0285337	0.00183947	0.00551831	0.0394288	0.011776	0.0446703	0.0454042	0.01728401	0.1040618	0.0179838	0.550075	0.000691123	0.00906974	0.41303	0.00915076	11.8956	0.1000697	7	37.7297	0.4510065	0.000565259	0.03483	0.388382	3.57622	0.289264	0.2959	0.13801	0.276825	0.2041315	0.4902217
4690	-3759.737	-3710.536	-49.20143	4.48506	0.208296	0.0210238	0.0913631	0.00861686	0.0077203	0.00618106	0.0623345	0.0168703	0.0207335	0.0383727	0.0203097	0.00791852	0.00129429	0.0282786	0.0150845	0.085171	0.00498997	0.0281345	0.008519	0.0225754	0.012923	0.0303572	0.00289984	0.0096402	0.0189766	0.00845629	0.0126325	0.02279	0.0311449	0.0108403	0.0107675	0.0175127	0.0343611	0.0110642	0.0124965	0.0303253	0.0291357	0.024401	0.010878	0.000465532	0.0116359	0.0189993	0.0254278	0.02290843	0.03796896	0.0212419	0.492595	0.00343826	0.0107128	0.460131	0.0118809	13.60891	0.1322186	8	38.15515	0.3703121	0.000699317	0.0386944	0.404961	3.55565	0.306289	0.309174	0.130306	0.254232	0.1701876	0.7768994
4700	-3763.446	-3713.626	-49.82078	5.11617	0.1760858	0.024404	0.00127185	0.0770329	0.000277614	0.00987025	0.0280699	0.0289603	0.0210904	0.02952	0.0192415	0.00316837	0.00500249	0.0323395	0.0376215	0.0305804	0.00345643	0.0437044	0.00391996	0.0129393	0.0153876	0.0244511	0.000251646	0.0583767	0.00574932	0.00657982	0.0226271	0.0315126	0.0221503	0.00170912	0.0031577	0.0432831	0.0322466	0.0137842	0.00780179	0.0262698	0.00288652	0.0511383	0.0292981	0.00227731	0.00595748	0.0692027	0.0268958	0.01641254	0.01057186	0.0215012	0.498608	0.00211259	0.0104858	0.465747	0.00154482	13.69838	0.1453453	7	37.69587	0.3246721	0.000207905	0.0212174	0.318445	3.66013	0.315098	0.294008	0.127539	0.263355	0.1559171	0.9321956
4710	-3756.226	-3713.585	-42.64014	4.24436	0.1938824	0.0131866	0.00340484	0.0183108	0.00235983	0.00556798	0.00197071	0.00200364	0.0125098	0.0287352	0.0248357	0.0040052	0.000400908	0.0269992	0.0107854	0.000768675	0.00130046	0.0185248	0.000964766	0.0162728	0.00583599	0.00726142	0.0227248	0.00715068	0.0281854	0.010353	0.0323858	0.00487008	0.0187418	0.00591891	0.0116997	0.00707649	0.0107169	0.02152	0.0338044	0.0072074	0.00192314	0.0265243	0.0218112	0.0562448	0.0359284	0.0599093	0.0624383	0.01135831	0.04071452	0.021284	0.493573	0.00459896	0.0110009	0.465356	0.00418677	10.55998	0.1079735	6	38.93902	0.4094232	0.0004272	0.0303224	0.367504	3.60175	0.29806	0.303762	0.129351	0.268828	0.148688	0.7261749
4720	-3766.372	-3713.538	-52.83396	3.605585	0.1755961	0.00342674	0.0293328	0.00691111	0.0085626	0.00846186	0.00691742	0.00490812	0.0181045	0.0470325	0.0282076	0.00664129	0.00218118	0.0271349	0.00276228	0.0985018	0.017246	0.0221748	0.00239788	0.0145572	0.00157992	0.100602	0.0732224	0.0257887	0.0422902	0.00211957	0.0135312	0.0479026	0.00641221	0.029791	0.00636766	0.0941343	0.0754388	0.0334857	0.0142815	0.0104649	0.0389463	0.053286	0.00632375	0.0542675	0.00743896	0.0828537	0.024758	0.03307857	-0.01754288	0.0178722	0.55551	0.00570765	0.00253497	0.413225	0.00514998	12.72742	0.1557854	8	37.21292	0.3946804	0.000203405	0.0209882	0.317054	3.66175	0.289102	0.300764	0.134345	0.275789	0.1382426	1.126899
4730	-3770.068	-3712.378	-57.68982	2.94041	0.2315944	0.00315279	0.0315051	0.00611412	0.00217784	0.0133216	0.00313783	0.0815608	0.0262207	0.0454449	0.0231197	0.00795605	0.00506596	0.0294869	0.0132878	0.0323139	0.0165245	0.0326668	0.0112298	0.0160288	0.00301101	0.0787988	0.0255425	0.0125606	0.083668	0.0184979	0.148381	0.00387677	0.0157937	0.000293949	0.0118845	0.0391348	0.00260422	0.0387472	0.110078	0.0757921	0.0147858	0.046441	0.00877529	0.00797376	0.0818083	0.0571326	0.000633841	0.03745537	0.1378263	0.019702	0.506758	0.00345628	0.00565596	0.455531	0.00889647	12.01834	0.136001	8	37.66359	0.3248577	0.001362	0.0537584	0.461031	3.48385	0.278579	0.295941	0.136736	0.288745	0.2738273	0.496667
4740	-3761.872	-3710.336	-51.53638	3.244987	0.1935331	0.00600115	0.0916404	0.0283219	0.129957	0.00300299	0.00101498	0.0124201	0.0175965	0.0509289	0.0246703	0.00590779	0.00456536	0.0295175	6.45596e-05	0.0336439	0.0152093	0.0326722	0.00720989	0.00502442	0.0110035	8.88804e-05	0.000302257	0.00726039	0.012634	0.0373567	0.0132091	0.00944071	0.0424885	0.0892279	0.0112387	0.0311829	0.0379194	0.0324903	0.0201629	0.01831	0.0141228	0.00397485	0.0291109	0.0141294	0.00394028	0.0647897	0.0262376	0.02754072	0.04766609	0.0107111	0.502393	0.00352056	0.00916625	0.468233	0.00597612	12.13798	0.172584	7	37.55438	0.3866852	0.000421744	0.03013	0.36657	3.60288	0.284247	0.300631	0.13729	0.277832	0.2202501	0.7835819
