Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
2750	-13123.96	-13094.12	-29.83924	0.7172587	0.369774	0.16037	0.207651	0.205256	0.238392	0.217966	0.323248	0.162235	0.163165	0.445211	0.111847	0.170589	0.264405	0.273915	0.205165	0.391273	0.297522	0.280354	0.308616	0.112052	0.173891	0.122245	0.636474	0.064382	0.0561536	0.203245	0.323434	0.0353656	0.0524483	0.0847137	0.0776161	0.232127	0.205482	0.0508953	0.0168327	0.0777443	0.08612	0.0561454	0.175399	0.0204493	0.115792	0.107481	0.0170543	0.0276206	0.409036	0.0448405	0.0279178	0.43625	0.0543357	0.3576724	0.35821	0.367908	0.063315	0.210567	0.0778779	0.371561	0.9311	2.61946	7.900499
2760	-13133.6	-13105.21	-28.39139	0.755106	0.326523	0.22591	0.27598	0.176695	0.286636	0.176555	0.25603	0.155537	0.148185	0.404501	0.118838	0.177451	0.218766	0.323257	0.183175	0.428943	0.31158	0.231541	0.257579	0.10365	0.247262	0.123136	0.612924	0.120417	0.0261878	0.247776	0.224703	0.0656862	0.0489388	0.0414358	0.0917641	0.176833	0.237413	0.0474066	0.00296359	0.0658067	0.0618292	0.0452813	0.218382	0.0101789	0.0828844	0.156659	0.0125146	0.0325805	0.358097	0.0488022	0.0265911	0.474793	0.0591363	0.3576724	0.35602	0.365658	0.0629279	0.215394	0.0859769	0.388411	0.943695	2.58192	7.755714
2770	-13129.13	-13098.57	-30.56063	0.7643847	0.353105	0.212835	0.218526	0.161138	0.241044	0.196918	0.292026	0.220467	0.156633	0.418434	0.17922	0.169568	0.231997	0.262581	0.2782	0.379096	0.290424	0.320209	0.239949	0.120266	0.207476	0.120851	0.556509	0.126242	0.00960753	0.254247	0.209174	0.0433041	0.0820628	0.0527234	0.0968705	0.322701	0.243354	0.0319323	0.00277662	0.102132	0.0754741	0.0498166	0.215983	0.0196004	0.13066	0.0703884	0.00611784	0.0291574	0.399898	0.0430079	0.02624	0.443341	0.0583556	0.3576724	0.35602	0.365658	0.0629279	0.215394	0.087961	0.39239	0.946576	2.57307	7.972638
2780	-13128.46	-13102.91	-25.54135	0.7633953	0.300529	0.154385	0.179239	0.159661	0.247648	0.207813	0.297766	0.188082	0.172231	0.392123	0.0982761	0.190693	0.198812	0.251417	0.231795	0.391035	0.316618	0.220453	0.301634	0.086753	0.19135	0.164531	0.666284	0.0826058	0.0029217	0.217044	0.212484	0.0327171	0.0856221	0.0526504	0.0307871	0.280488	0.19666	0.015911	0.0044333	0.0471138	0.0646164	0.0510228	0.133963	0.0533927	0.155588	0.119584	0.0219791	0.0292558	0.401248	0.043153	0.0249856	0.442805	0.0585525	0.3576724	0.34806	0.37984	0.061521	0.210579	0.0877495	0.391968	0.946272	2.57401	7.47071
2790	-13124.95	-13105.02	-19.92172	0.6608774	0.254746	0.14537	0.178423	0.131099	0.187465	0.175148	0.268424	0.134921	0.186956	0.3365	0.114503	0.155772	0.217734	0.209044	0.205893	0.391035	0.279923	0.212701	0.307005	0.124892	0.165443	0.0986166	0.505679	0.0661311	0.0125279	0.260997	0.144166	0.0762043	0.0373075	0.106384	0.0936056	0.247338	0.146152	0.0409401	0.00589699	0.0589292	0.0664065	0.0601566	0.215394	0.0341035	0.114905	0.0971477	0.0367629	0.0288119	0.405103	0.0424983	0.0298361	0.436086	0.0576641	0.3576724	0.34806	0.37984	0.061521	0.210579	0.0658594	0.344471	0.909461	2.68021	6.908746
2800	-13139.06	-13109.93	-29.13542	0.7999011	0.412798	0.146355	0.193316	0.160542	0.154357	0.257951	0.28299	0.193683	0.125454	0.463513	0.169864	0.169517	0.253666	0.24751	0.263716	0.385843	0.343554	0.264479	0.231728	0.12159	0.231794	0.126079	0.573405	0.0797292	0.0258234	0.17964	0.184373	0.0413891	0.0506249	0.141319	0.0674105	0.25097	0.262037	0.0619965	0.00165952	0.0422053	0.0596282	0.0390521	0.264606	0.0561457	0.130287	0.103964	0.0135502	0.0330264	0.39529	0.0493167	0.0347271	0.45922	0.0284194	0.3576724	0.348831	0.378467	0.0616572	0.211045	0.0955377	0.407094	0.956927	2.54044	7.830117
2810	-13134.9	-13112.14	-22.7611	0.7486299	0.318438	0.142637	0.195759	0.124857	0.231899	0.185947	0.256364	0.13464	0.173998	0.358621	0.0987857	0.157077	0.186758	0.241829	0.196717	0.399501	0.35179	0.221497	0.326452	0.0974357	0.167886	0.103585	0.509949	0.0792008	0.0662059	0.255144	0.260572	0.0614361	0.03331	0.134331	0.0312753	0.160004	0.211604	0.0674359	0.00286023	0.0689122	0.109073	0.0476654	0.151138	0.0122576	0.08276	0.148811	0.0262646	0.033099	0.396159	0.0494251	0.0304238	0.468823	0.0220703	0.3818796	0.348831	0.378467	0.0616572	0.211045	0.0845914	0.3856	0.941637	2.58817	7.192684
2820	-13143.12	-13111.57	-31.55377	0.6773239	0.418623	0.150903	0.264805	0.134533	0.231899	0.192833	0.277243	0.170115	0.184673	0.363611	0.144757	0.0962038	0.293616	0.279144	0.255504	0.470843	0.312799	0.221117	0.268077	0.10384	0.161746	0.0996432	0.708504	0.125816	0.0470092	0.302296	0.332872	0.0374959	0.0316708	0.0792513	0.115627	0.259551	0.156022	0.0876272	0.00306991	0.0494408	0.118002	0.0289169	0.263016	0.00519243	0.111648	0.0893707	0.0230223	0.0219334	0.386682	0.0463019	0.0196467	0.457607	0.0678298	0.371965	0.348831	0.378467	0.0616572	0.211045	0.0693527	0.352632	0.916167	2.66185	8.071951
2830	-13147.87	-13120.24	-27.63159	0.7583468	0.35162	0.190616	0.281793	0.134909	0.23989	0.174599	0.307445	0.210145	0.196278	0.420388	0.194167	0.169752	0.273898	0.21507	0.216307	0.347178	0.310332	0.254578	0.265273	0.076606	0.131317	0.165325	0.524672	0.0530921	0.0426245	0.293833	0.247877	0.0340476	0.0337713	0.132274	0.1134	0.333747	0.140781	0.0402782	0.00542013	0.0804738	0.0932012	0.0561951	0.132323	0.00349953	0.0831161	0.094057	0.0135627	0.0216826	0.38226	0.0466338	0.0299958	0.452374	0.0670542	0.371965	0.348831	0.378467	0.0616572	0.211045	0.08667	0.389807	0.94471	2.57881	7.679733
2840	-13136.23	-13104.73	-31.50164	0.7568568	0.356294	0.183846	0.258733	0.181849	0.259931	0.196874	0.30059	0.239668	0.170018	0.45122	0.102234	0.167453	0.271379	0.295692	0.249197	0.365549	0.286338	0.260342	0.246516	0.139636	0.184265	0.0988249	0.710408	0.0900744	0.0723869	0.191827	0.212145	0.0223664	0.0394969	0.0823961	0.0530315	0.252678	0.245722	0.0441127	0.00348631	0.0893202	0.0958269	0.0634541	0.265152	0.00262103	0.102618	0.132074	0.0290912	0.0238706	0.402832	0.0475838	0.0306069	0.426686	0.0684202	0.371965	0.359318	0.368592	0.0600485	0.212041	0.0863514	0.389166	0.944244	2.58024	8.066739
2850	-13138.26	-13103.18	-35.0864	0.8204068	0.306764	0.157178	0.227318	0.202829	0.238702	0.202333	0.335002	0.183341	0.189789	0.45122	0.199675	0.156254	0.312266	0.260134	0.23165	0.411269	0.37011	0.241048	0.257354	0.156842	0.202135	0.141911	0.753893	0.115781	0.0253641	0.284096	0.275387	0.0285482	0.10693	0.0596238	0.090662	0.282128	0.255242	0.0202115	0.00287912	0.101599	0.0726866	0.0462545	0.174311	0.00613819	0.164302	0.0731847	0.0508712	0.0238739	0.392553	0.0463696	0.0326027	0.447989	0.0566118	0.3788324	0.359318	0.368592	0.0600485	0.212041	0.0998931	0.415222	0.962453	2.52243	8.425215
2860	-13142.33	-13108.48	-33.85464	0.7698189	0.389288	0.228707	0.197826	0.218738	0.235879	0.17897	0.253502	0.183013	0.183349	0.470579	0.166069	0.135631	0.318491	0.357711	0.266089	0.404784	0.300276	0.272758	0.340385	0.130449	0.268623	0.123356	0.605372	0.11154	0.0600287	0.242701	0.222805	0.042224	0.0731978	0.0497153	0.15942	0.291379	0.148278	0.0176607	0.00385477	0.075165	0.050424	0.0980448	0.153562	0.0257082	0.123471	0.0780022	0.0450109	0.0279967	0.379127	0.0447837	0.0462929	0.448205	0.0535946	0.3788324	0.359018	0.368283	0.0608346	0.211864	0.0891223	0.394693	0.948228	2.56796	8.302039
2870	-13150.11	-13123.72	-26.38688	0.5916901	0.316465	0.18518	0.186026	0.166431	0.235425	0.169505	0.238595	0.171483	0.175351	0.390099	0.163123	0.129741	0.231646	0.218533	0.241819	0.360582	0.300306	0.269967	0.326909	0.0879388	0.156481	0.0799043	0.528732	0.124341	0.0725717	0.29372	0.283602	0.0542473	0.0829079	0.0765724	0.18216	0.156052	0.132612	0.0493457	0.00924632	0.0492046	0.078348	0.0930628	0.202007	0.0155379	0.0544312	0.174718	0.040332	0.0236519	0.367006	0.0426442	0.0586452	0.466686	0.0413664	0.3318359	0.353404	0.369493	0.0598835	0.217219	0.0513988	0.307621	0.87702	2.76396	7.555262
2880	-13130.26	-13100.65	-29.61114	0.6486143	0.357672	0.171182	0.239148	0.14912	0.304375	0.161866	0.307757	0.16374	0.158688	0.40312	0.11925	0.128013	0.269993	0.242557	0.232459	0.36311	0.332476	0.294079	0.265386	0.113887	0.220439	0.114475	0.640939	0.104674	0.042761	0.229374	0.206274	0.0447836	0.0663021	0.0858081	0.110948	0.263633	0.204228	0.0778121	0.0171697	0.0869353	0.0635788	0.0426765	0.166442	0.0415392	0.108941	0.113591	0.0464846	0.0280881	0.511531	0.0335508	0.0344062	0.338763	0.0536605	0.3351386	0.34434	0.376459	0.0583475	0.220853	0.0632651	0.338241	0.904229	2.69426	7.877688
2890	-13131.65	-13108.36	-23.28369	0.6556274	0.35388	0.187508	0.204802	0.141812	0.226966	0.184664	0.262907	0.168013	0.199888	0.411151	0.112662	0.147176	0.298836	0.225319	0.210841	0.335888	0.310979	0.217927	0.266165	0.112325	0.153457	0.11555	0.463314	0.060363	0.0259407	0.198416	0.201987	0.0355399	0.0701884	0.0744547	0.0878448	0.204898	0.181527	0.0555536	0.0313041	0.0578425	0.0503107	0.0261121	0.183509	0.050354	0.123628	0.143057	0.0700822	0.0280312	0.510495	0.0438688	0.0378412	0.338077	0.0416864	0.3290358	0.34434	0.376459	0.0583475	0.220853	0.0647475	0.341819	0.907246	2.68619	7.244944
2900	-13134.77	-13106.2	-28.56978	0.7740767	0.374644	0.152668	0.224034	0.132228	0.214798	0.186187	0.356384	0.132842	0.126298	0.415173	0.139882	0.188609	0.271091	0.318773	0.200895	0.38039	0.319316	0.290482	0.309202	0.123775	0.145408	0.128191	0.512708	0.0748244	0.0277232	0.284816	0.297586	0.0492713	0.0507974	0.0739453	0.0991102	0.243267	0.182448	0.024097	0.044115	0.0263988	0.0260438	0.0792542	0.133588	0.0577326	0.175434	0.146523	0.0325984	0.0261729	0.476652	0.0409606	0.0379229	0.382381	0.0359104	0.3719258	0.34434	0.376459	0.0583475	0.220853	0.0900318	0.396484	0.949505	2.56398	7.773553
2910	-13134.19	-13107.97	-26.22491	0.7255982	0.289074	0.154792	0.195517	0.162601	0.24942	0.162069	0.276422	0.188211	0.0874679	0.411219	0.140718	0.141182	0.219874	0.225142	0.223135	0.399441	0.322262	0.229025	0.303138	0.0904628	0.204972	0.0970656	0.570061	0.0886654	0.0588254	0.163527	0.260686	0.0283417	0.0915201	0.0901976	0.10635	0.33775	0.139494	0.0142916	0.0337258	0.0468167	0.0550161	0.0732734	0.179078	0.0340967	0.220006	0.128274	0.0458583	0.0225738	0.472914	0.0423806	0.0272997	0.388959	0.0458731	0.388778	0.343798	0.379925	0.0591169	0.21716	0.0796623	0.375362	0.933997	2.61098	7.539066
2920	-13137.54	-13111.5	-26.03625	0.7648935	0.301765	0.156028	0.296971	0.130018	0.292253	0.19324	0.272988	0.144467	0.189406	0.31559	0.112489	0.169453	0.271236	0.271114	0.215945	0.403626	0.322643	0.25546	0.312971	0.0578922	0.156965	0.107492	0.467414	0.0839855	0.0215025	0.242255	0.277266	0.04857	0.0810491	0.0499367	0.0444372	0.301403	0.152363	0.0360691	0.0194546	0.0410716	0.0775197	0.0481464	0.223598	0.0147544	0.156389	0.117483	0.0655182	0.0236412	0.371201	0.0448763	0.0289059	0.435195	0.0961805	0.388778	0.346909	0.383363	0.0596518	0.210076	0.0880697	0.392606	0.946732	2.57259	7.520199
2930	-13130.34	-13105.36	-24.97863	0.8528946	0.314864	0.150468	0.220356	0.171954	0.178159	0.17888	0.278266	0.147704	0.152515	0.435201	0.114059	0.151479	0.280241	0.227458	0.216997	0.360274	0.267827	0.196916	0.300075	0.100935	0.191331	0.107158	0.690736	0.084743	0.023185	0.179482	0.293829	0.00883486	0.0346937	0.0802727	0.0472632	0.208066	0.151908	0.105233	0.0208744	0.0410716	0.0645762	0.0869967	0.187606	0.0111868	0.143392	0.115798	0.0915738	0.0246095	0.386405	0.0467144	0.0326554	0.453021	0.0565949	0.388778	0.346909	0.383363	0.0596518	0.210076	0.106754	0.427589	0.970599	2.49506	7.414438
2940	-13147.58	-13111.76	-35.82007	0.7065851	0.317415	0.272857	0.219846	0.169429	0.256533	0.163239	0.37782	0.197578	0.246692	0.608586	0.149362	0.180875	0.291293	0.383563	0.198518	0.331018	0.307563	0.286446	0.30608	0.124966	0.191179	0.125192	0.504663	0.130182	0.0150845	0.271012	0.278892	0.00867222	0.0999768	0.0414447	0.0547493	0.255683	0.213072	0.0607595	0.0138764	0.0661539	0.0885279	0.0722553	0.233885	0.052997	0.0885308	0.139963	0.102153	0.0242253	0.422555	0.0460771	0.0277185	0.44684	0.0325836	0.3748477	0.346697	0.383128	0.0596153	0.21056	0.0755954	0.366621	0.927284	2.6305	8.498582
2950	-13146.47	-13114.31	-32.16451	0.5352449	0.350724	0.150213	0.204023	0.190695	0.224114	0.277339	0.300589	0.197392	0.116363	0.526591	0.173483	0.18972	0.315891	0.349174	0.210936	0.277701	0.298137	0.271635	0.265175	0.142834	0.181886	0.111683	0.68877	0.135087	0.0140212	0.226466	0.223896	0.00586041	0.072716	0.0892355	0.0707011	0.335891	0.214028	0.0727268	0.012579	0.0709134	0.0512532	0.0555308	0.179477	0.0383645	0.0765798	0.126906	0.0457262	0.0249203	0.388852	0.047399	0.0424157	0.459098	0.0373148	0.3535229	0.346697	0.383128	0.0596153	0.21056	0.0400917	0.274303	0.844311	2.84129	8.133026
2960	-13138.88	-13109.8	-29.085	0.826811	0.346668	0.192605	0.200369	0.16105	0.308935	0.146888	0.241322	0.119196	0.176907	0.440507	0.149086	0.174733	0.242465	0.294725	0.254412	0.328679	0.407981	0.262581	0.290361	0.0872397	0.166676	0.14112	0.516853	0.115718	0.0141578	0.296684	0.207009	0.0065086	0.114729	0.0923715	0.101273	0.282559	0.198884	0.0677136	0.0168521	0.066864	0.108415	0.07374	0.0951741	0.0181577	0.078487	0.151988	0.0664315	0.0227094	0.379899	0.0519363	0.0241772	0.448528	0.0727509	0.3872579	0.346697	0.383128	0.0596153	0.21056	0.10125	0.417708	0.964116	2.51693	7.825074
2970	-13142.77	-13108.6	-34.16395	0.7847125	0.374678	0.135882	0.211425	0.162201	0.292749	0.172782	0.243074	0.177019	0.182999	0.549769	0.172523	0.2	0.246698	0.187546	0.196627	0.455824	0.401209	0.307834	0.256832	0.101467	0.233168	0.091374	0.669049	0.0641499	0.0199999	0.329433	0.293053	0.00631058	0.0887478	0.121444	0.0959246	0.23514	0.152954	0.0657126	0.0417663	0.0727789	0.146772	0.0777495	0.172346	0.00785671	0.0757815	0.163363	0.0789602	0.0222874	0.399291	0.052514	0.0288148	0.453517	0.0435757	0.3954026	0.344541	0.384392	0.059812	0.211255	0.0923018	0.400906	0.952627	2.55417	8.33297
2980	-13149.3	-13111.92	-37.38409	0.6999055	0.303755	0.143628	0.244097	0.280984	0.286021	0.18036	0.357327	0.221622	0.208396	0.411855	0.159296	0.16886	0.298284	0.261597	0.263198	0.475369	0.310562	0.217662	0.390271	0.139649	0.154612	0.103398	0.641399	0.119205	0.0197475	0.391078	0.267079	0.00509111	0.0347174	0.105564	0.0931527	0.262071	0.221179	0.076611	0.0329186	0.0673519	0.0965721	0.0611216	0.243978	0.0194317	0.0552623	0.153642	0.107005	0.0130992	0.402401	0.0529641	0.0453723	0.457049	0.0291135	0.3676367	0.373697	0.361499	0.0562497	0.208554	0.0741681	0.363486	0.924833	2.63751	8.654983
2990	-13136.6	-13108.25	-28.35486	0.8310228	0.303755	0.151261	0.197636	0.134968	0.204291	0.194529	0.221424	0.186932	0.146131	0.518609	0.13285	0.186041	0.225422	0.273525	0.232831	0.40299	0.316186	0.207691	0.281172	0.107229	0.16225	0.103398	0.645861	0.108933	0.0286796	0.260959	0.214798	0.00363686	0.0535827	0.106844	0.125889	0.28698	0.195003	0.0368248	0.0241942	0.0983588	0.0595092	0.0842956	0.195644	0.0197682	0.106821	0.180931	0.0234267	0.0274752	0.441322	0.0398339	0.0506098	0.413085	0.0276742	0.3676367	0.373697	0.361499	0.0562497	0.208554	0.102141	0.41933	0.965194	2.51334	7.75206
3000	-13129.62	-13100.64	-28.97231	0.7938137	0.284318	0.134897	0.255299	0.21286	0.286614	0.178136	0.317677	0.163943	0.186573	0.458781	0.119723	0.155835	0.297885	0.274591	0.259411	0.345398	0.276067	0.215094	0.278035	0.101905	0.202037	0.136633	0.582026	0.0661551	0.0361575	0.288419	0.234426	0.00216148	0.100196	0.0865935	0.0687236	0.24924	0.244435	0.0439158	0.0307883	0.0702525	0.0686247	0.0959438	0.148671	0.016956	0.0937137	0.109369	0.035328	0.02798	0.396312	0.0430729	0.0443619	0.446674	0.0415991	0.3676367	0.349149	0.371984	0.0642625	0.214604	0.0942417	0.404631	0.955226	2.5459	7.813806
3010	-13137.9	-13108.92	-28.98225	0.7808806	0.39291	0.125539	0.210293	0.117828	0.259828	0.146458	0.313648	0.163265	0.151328	0.413854	0.162191	0.144162	0.285082	0.329973	0.320245	0.354095	0.271972	0.192795	0.278035	0.091309	0.177989	0.176473	0.57774	0.0730845	0.0797469	0.252586	0.301359	0.00791777	0.058084	0.100954	0.0638215	0.190466	0.1454	0.0847102	0.0529815	0.0628142	0.033185	0.0626254	0.253952	0.0437567	0.159924	0.107407	0.0230136	0.025515	0.442161	0.048931	0.0339922	0.421117	0.0282845	0.3676367	0.349149	0.371984	0.0642625	0.214604	0.0914843	0.399321	0.951513	2.55768	7.814799
3020	-13135.2	-13112.76	-22.43983	0.7676971	0.341788	0.178658	0.237532	0.140792	0.188301	0.147391	0.2686	0.173281	0.109111	0.484209	0.114306	0.182954	0.250326	0.278961	0.223762	0.368857	0.254335	0.226131	0.227833	0.0727242	0.142919	0.119488	0.673939	0.0847219	0.0351792	0.288651	0.228816	0.00679565	0.0865745	0.0767008	0.0746576	0.19039	0.133453	0.0260151	0.033069	0.0362753	0.0275689	0.0528343	0.141885	0.0204392	0.125371	0.0614035	0.0235596	0.0277371	0.426395	0.0471863	0.0528198	0.406101	0.0397607	0.3676367	0.350249	0.373157	0.061314	0.21528	0.0886689	0.393796	0.947586	2.56995	7.160558
3030	-13131.47	-13106.41	-25.06597	0.8122542	0.342063	0.181194	0.159811	0.159266	0.200257	0.189047	0.305921	0.146121	0.134837	0.431635	0.120456	0.192942	0.226902	0.235163	0.26364	0.350035	0.312673	0.226131	0.285467	0.0861549	0.203444	0.153426	0.527726	0.0543861	0.0378842	0.240207	0.178899	0.0107726	0.0539506	0.101799	0.0767648	0.200729	0.245134	0.090628	0.042716	0.0489801	0.0440318	0.0587621	0.200298	0.0487056	0.161675	0.0525943	0.0399428	0.0266338	0.424071	0.0453095	0.0325148	0.41747	0.0540008	0.3676367	0.350249	0.373157	0.061314	0.21528	0.0981635	0.412021	0.960293	2.52952	7.423171
3040	-13132.36	-13110.92	-21.44477	0.6812498	0.331363	0.183945	0.153799	0.14235	0.188582	0.152824	0.291428	0.15354	0.188053	0.327317	0.0963456	0.191648	0.230258	0.300062	0.206688	0.419018	0.261628	0.219215	0.205583	0.106242	0.155237	0.174155	0.470377	0.0522042	0.0282843	0.19013	0.326622	0.00875124	0.0699286	0.0984265	0.0629833	0.191026	0.148692	0.057751	0.0243315	0.0883241	0.0518161	0.0303631	0.144958	0.027389	0.0934789	0.14287	0.0730658	0.0260868	0.41536	0.0443789	0.0318469	0.429435	0.0528916	0.3676367	0.350249	0.373157	0.061314	0.21528	0.0701885	0.354547	0.917717	2.65755	7.061051
3050	-13150.9	-13126.44	-24.45478	0.9314904	0.41018	0.186157	0.191911	0.147022	0.18582	0.238086	0.237055	0.199885	0.15927	0.487718	0.176444	0.108347	0.238045	0.241363	0.240082	0.438893	0.200042	0.171987	0.249219	0.131989	0.194481	0.126626	0.439633	0.0438191	0.042012	0.205084	0.194129	0.00610987	0.0351008	0.110699	0.0648971	0.265135	0.148692	0.0905299	0.0156243	0.0268202	0.078195	0.0628219	0.158116	0.0202677	0.207037	0.115425	0.0712829	0.0290086	0.403478	0.0431093	0.033315	0.41715	0.073939	0.3676367	0.369846	0.359746	0.0628647	0.207543	0.12309	0.455145	0.987651	2.43411	7.362052
3060	-13132.64	-13106.01	-26.62977	0.85628	0.352048	0.149807	0.200974	0.166066	0.337357	0.214053	0.324583	0.128877	0.153139	0.412251	0.146804	0.127007	0.309732	0.25512	0.201814	0.347476	0.302591	0.220107	0.267044	0.142962	0.136652	0.0918395	0.646569	0.0637551	0.0605787	0.187719	0.234733	0.0104128	0.0359926	0.117735	0.0575464	0.231037	0.217124	0.0495327	0.0215508	0.0407182	0.0286377	0.0563363	0.181213	0.0167795	0.147357	0.139999	0.0459221	0.0267171	0.400162	0.0463155	0.0269268	0.450099	0.04978	0.3727868	0.372578	0.362403	0.0621209	0.202898	0.107466	0.428843	0.971407	2.49228	7.579552
3070	-13135.05	-13107.06	-27.99408	0.7569637	0.334089	0.119541	0.289617	0.160174	0.228005	0.175618	0.285631	0.164547	0.168738	0.404643	0.149464	0.121202	0.308009	0.281918	0.170632	0.389494	0.298348	0.284857	0.250467	0.102081	0.155601	0.119199	0.613211	0.0730489	0.0854973	0.261384	0.23893	0.00916833	0.0692949	0.0618368	0.0361309	0.250057	0.134222	0.0587546	0.0313377	0.0471604	0.0269229	0.0847573	0.274813	0.0116697	0.191798	0.17477	0.0193424	0.0251518	0.397374	0.0459928	0.0267392	0.446963	0.0577794	0.3701354	0.347202	0.382714	0.0554743	0.214609	0.0863742	0.389212	0.944278	2.58014	7.715983
3080	-13135.22	-13106.8	-28.42876	0.7227058	0.270851	0.121117	0.229594	0.20841	0.274938	0.153406	0.277997	0.183513	0.16176	0.34854	0.166168	0.15491	0.298581	0.202046	0.224478	0.368494	0.350464	0.238981	0.207501	0.101637	0.169765	0.126184	0.717455	0.0829913	0.0557962	0.291814	0.169385	0.0236171	0.0577573	0.0639165	0.0973351	0.345198	0.175836	0.0522954	0.0657755	0.110235	0.0249352	0.0715779	0.163191	0.00820229	0.168137	0.142148	0.0325173	0.0271367	0.376243	0.0496224	0.0288494	0.457335	0.0608132	0.3701354	0.34468	0.379934	0.0623348	0.213051	0.0790433	0.374049	0.933	2.61391	7.75945
3090	-13130.26	-13106.46	-23.79763	0.7500162	0.281434	0.155009	0.22135	0.162657	0.253601	0.154727	0.247907	0.18319	0.0975346	0.409962	0.0879986	0.140334	0.326485	0.252146	0.259703	0.339746	0.31796	0.217887	0.205958	0.125592	0.14782	0.104493	0.558047	0.0918112	0.0854235	0.271092	0.176033	0.0448205	0.0777182	0.0574752	0.0837294	0.274787	0.190579	0.0371807	0.0576753	0.0378789	0.0623121	0.0953597	0.150215	0.0129491	0.087069	0.0892738	0.0614137	0.0309464	0.37568	0.0486647	0.0346843	0.450165	0.0598598	0.3701354	0.34468	0.379934	0.0623348	0.213051	0.084888	0.386204	0.942081	2.58683	7.296338
3100	-13137.34	-13113.74	-23.60005	0.9479052	0.316665	0.139383	0.171533	0.160927	0.247201	0.233269	0.211066	0.17572	0.156187	0.465015	0.129102	0.172129	0.238115	0.229527	0.154727	0.362476	0.272384	0.225654	0.249982	0.104357	0.20345	0.0942388	0.514959	0.0759428	0.0231594	0.223937	0.235968	0.0454261	0.05118	0.0873974	0.0787314	0.166088	0.143245	0.0550857	0.038817	0.0309488	0.0688082	0.113653	0.17596	0.0361865	0.21704	0.131825	0.0491135	0.0315032	0.396624	0.0495402	0.0292361	0.458264	0.034833	0.3701354	0.34468	0.379934	0.0623348	0.213051	0.126446	0.460513	0.990802	2.42224	7.276579
3110	-13127.93	-13102.58	-25.35102	0.7350356	0.31979	0.173969	0.227561	0.125912	0.231338	0.233269	0.300934	0.168236	0.123634	0.424297	0.128302	0.136096	0.228524	0.225964	0.285728	0.362476	0.314945	0.270795	0.238735	0.165007	0.179172	0.0980006	0.535313	0.106375	0.0535418	0.25972	0.228681	0.0105012	0.0710271	0.0791431	0.0584924	0.209127	0.152186	0.0213848	0.0255406	0.0774146	0.0535268	0.0993499	0.189542	0.0151886	0.120944	0.0770438	0.0449493	0.0306158	0.390184	0.0479241	0.0301528	0.443314	0.0578098	0.3605403	0.34468	0.379934	0.0623348	0.213051	0.0816821	0.379602	0.93719	2.60153	7.451676
3120	-13130.87	-13107.01	-23.85898	0.7974113	0.270183	0.158987	0.196503	0.190047	0.220778	0.17721	0.257706	0.127945	0.132106	0.422899	0.122462	0.159574	0.239408	0.275505	0.227783	0.329303	0.310598	0.209212	0.292109	0.0922286	0.143978	0.117359	0.446899	0.0759988	0.0143174	0.259865	0.207637	0.0172383	0.122476	0.0837385	0.092473	0.285347	0.293732	0.0245719	0.0368422	0.0474588	0.0728749	0.0849416	0.14169	0.0326351	0.134944	0.124749	0.0281591	0.0308513	0.390089	0.0479124	0.0301454	0.443206	0.0577958	0.3481858	0.341551	0.376484	0.0617688	0.220196	0.0950078	0.40609	0.956235	2.54267	7.302473
3130	-13128.03	-13104.1	-23.92661	0.8110145	0.312597	0.219019	0.213723	0.171074	0.206166	0.164605	0.259573	0.160335	0.150371	0.346555	0.099105	0.163202	0.272717	0.251911	0.215222	0.257576	0.284491	0.258115	0.291916	0.0720807	0.188136	0.0996404	0.559563	0.0887544	0.00686723	0.262695	0.233176	0.0138401	0.139878	0.0365697	0.0738722	0.242721	0.201577	0.055443	0.0310024	0.0677972	0.0465348	0.0790062	0.18838	0.0251874	0.108039	0.0941739	0.0960264	0.0316468	0.392917	0.0482598	0.0225422	0.446419	0.0582148	0.3481858	0.361557	0.364241	0.0611667	0.213036	0.0979003	0.411531	0.959961	2.53061	7.309236
3140	-13135.28	-13107.96	-27.31894	0.6741703	0.353788	0.15975	0.213723	0.152215	0.229224	0.188331	0.308119	0.148506	0.137535	0.365779	0.146504	0.134135	0.278233	0.292655	0.211151	0.315648	0.271935	0.280841	0.358098	0.0575374	0.146785	0.10098	0.512477	0.120517	0.0223308	0.315114	0.245042	0.0355675	0.134466	0.0468728	0.100287	0.246501	0.228248	0.0147117	0.0362119	0.0868912	0.0589287	0.0561641	0.190713	0.0567289	0.133323	0.114608	0.0412923	0.0319678	0.390301	0.0418178	0.0231987	0.450948	0.061767	0.3135458	0.352926	0.379417	0.0597066	0.20795	0.0686818	0.351084	0.914907	2.66533	7.648469
