Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
7760	-13131.84	-13107.22	-24.6126	0.5891516	0.325468	0.179427	0.193518	0.134153	0.243201	0.180429	0.281307	0.222229	0.208814	0.437629	0.120996	0.147571	0.232432	0.269968	0.181523	0.405971	0.216737	0.263693	0.264928	0.109969	0.133076	0.0981999	0.522229	0.10902	0.054648	0.297458	0.183329	0.0251358	0.0787239	0.0584024	0.0912686	0.218598	0.191279	0.0262983	0.0311016	0.0724085	0.0489309	0.0266948	0.151874	0.0580305	0.0926558	0.118813	0.0696952	0.0287405	0.383828	0.0601076	0.0271186	0.459178	0.0410273	0.3200895	0.344609	0.380842	0.0582284	0.216321	0.0508785	0.306188	0.875682	2.76725	7.377834
7770	-13129.34	-13107.2	-22.14411	0.8498618	0.348671	0.173353	0.212468	0.137189	0.18031	0.20596	0.288621	0.187828	0.173797	0.36673	0.118874	0.0970453	0.236973	0.328249	0.211143	0.275678	0.291097	0.224109	0.263412	0.101449	0.173189	0.102464	0.446183	0.114492	0.0822248	0.147901	0.28535	0.00819437	0.0753125	0.0810874	0.0949556	0.233077	0.151212	0.055915	0.0296523	0.0686765	0.0403111	0.0443551	0.152903	0.0290204	0.145396	0.10522	0.0409365	0.0262768	0.413741	0.0549551	0.0280833	0.419817	0.0571266	0.3659059	0.344686	0.380927	0.058018	0.216369	0.106116	0.42646	0.969868	2.49756	7.130985
7780	-13132.62	-13116.9	-15.71883	0.7601069	0.304164	0.13411	0.162727	0.178515	0.226079	0.184137	0.274421	0.114965	0.132348	0.321057	0.115426	0.137494	0.211939	0.215605	0.181451	0.299922	0.255552	0.211248	0.263412	0.0997557	0.108627	0.0712533	0.520592	0.0533446	0.0266067	0.145995	0.213584	0.00768252	0.0975946	0.0492131	0.104079	0.139628	0.174629	0.0306531	0.0390519	0.0852697	0.107947	0.0450579	0.193079	0.0390869	0.0998907	0.0580938	0.0531695	0.0250737	0.415053	0.0532447	0.0281724	0.421148	0.0573077	0.3560954	0.342589	0.378609	0.0637493	0.215053	0.0870464	0.390563	0.945257	2.57713	6.488458
7790	-13129.49	-13111.89	-17.60042	0.6505623	0.298368	0.161615	0.186631	0.198993	0.185573	0.11496	0.259082	0.143198	0.194873	0.374183	0.0908017	0.131949	0.200937	0.242091	0.182664	0.292344	0.31077	0.230314	0.205171	0.11349	0.150998	0.0959538	0.595325	0.0514099	0.0475268	0.183815	0.192891	0.0375334	0.0540532	0.0897881	0.0871225	0.149944	0.150144	0.0432162	0.0161756	0.0779669	0.0545734	0.050906	0.0966332	0.0171952	0.112692	0.128628	0.0741198	0.0364308	0.425921	0.0478116	0.0197239	0.413804	0.0563083	0.3560954	0.335601	0.382634	0.064427	0.217339	0.0636765	0.339239	0.905074	2.69201	6.676616
7800	-13138.03	-13113.49	-24.53353	0.7901416	0.313322	0.129716	0.214131	0.149065	0.188317	0.116628	0.290958	0.150156	0.184417	0.448881	0.0925806	0.212527	0.189336	0.311003	0.211143	0.399082	0.226481	0.245963	0.305893	0.0933356	0.157541	0.11349	0.511595	0.0810132	0.0463766	0.278046	0.127493	0.0525734	0.122218	0.0743692	0.0835399	0.283914	0.151221	0.0691048	0.0288246	0.0710975	0.0786982	0.11084	0.165009	0.0406935	0.123299	0.0856927	0.0403421	0.0312403	0.421045	0.0472642	0.0294217	0.409066	0.0619628	0.3314362	0.335601	0.382634	0.064427	0.217339	0.0934593	0.403134	0.954185	2.54922	7.369927
7810	-13128.94	-13100.51	-28.4244	0.6778039	0.371843	0.20551	0.251153	0.119036	0.235602	0.138804	0.290958	0.16353	0.16042	0.402988	0.115151	0.178498	0.290816	0.238874	0.223991	0.346684	0.329314	0.213555	0.258455	0.10762	0.210438	0.0877217	0.672392	0.111041	0.103425	0.258635	0.180106	0.0264886	0.062256	0.0627263	0.103875	0.323892	0.157911	0.0251008	0.0143774	0.0573371	0.0777913	0.0729981	0.17543	0.0440349	0.115382	0.150427	0.0224274	0.0278813	0.423145	0.0503164	0.0262582	0.423302	0.0490967	0.3314362	0.335601	0.382634	0.064427	0.217339	0.0694549	0.352866	0.916357	2.66132	7.759015
7820	-13130.36	-13104.6	-25.75618	0.8815524	0.371843	0.186152	0.257343	0.107575	0.266232	0.184127	0.318941	0.187428	0.210037	0.351406	0.133756	0.133678	0.262643	0.24724	0.200687	0.351254	0.308081	0.30204	0.302973	0.102577	0.12916	0.126183	0.597465	0.0851345	0.0766336	0.149039	0.252504	0.0215586	0.0875877	0.0642099	0.0544242	0.185488	0.151202	0.0288643	0.00856269	0.0907265	0.0821929	0.0614337	0.135207	0.042673	0.0990825	0.147357	0.0294896	0.028108	0.388098	0.0538372	0.0245023	0.452922	0.0525323	0.381081	0.33604	0.383135	0.063201	0.217624	0.112758	0.438007	0.977222	2.47201	7.492192
7830	-13129.75	-13107.55	-22.20087	0.8011276	0.373689	0.101649	0.198844	0.129807	0.236726	0.160961	0.269793	0.171598	0.171077	0.450739	0.115702	0.132805	0.220441	0.226053	0.251682	0.314785	0.245762	0.249552	0.244553	0.111601	0.135716	0.0938373	0.523288	0.0939293	0.0843944	0.265679	0.200019	0.00578788	0.0571608	0.104418	0.0623764	0.224848	0.146514	0.0641323	0.0106235	0.0868952	0.0532896	0.089914	0.226953	0.0123469	0.0731418	0.070053	0.0735232	0.0258788	0.388809	0.0539359	0.0451575	0.453752	0.0324664	0.381081	0.354916	0.35977	0.0642115	0.221103	0.0957987	0.407588	0.957267	2.53935	7.136661
7840	-13127.01	-13111.67	-15.33105	0.8426734	0.302673	0.114225	0.167221	0.125809	0.221888	0.144909	0.201072	0.119887	0.124941	0.322264	0.101383	0.181882	0.20818	0.208492	0.216973	0.297894	0.26439	0.223234	0.245875	0.0836172	0.117929	0.125835	0.500365	0.0627775	0.0524161	0.28046	0.183476	0.0182922	0.043326	0.0994369	0.0868925	0.224984	0.177161	0.0632666	0.0166078	0.0405318	0.0354486	0.0657298	0.143756	0.0550364	0.0951103	0.0610821	0.022952	0.0328697	0.405527	0.056255	0.0470992	0.441971	0.0162786	0.3834774	0.358391	0.360224	0.0648402	0.216545	0.104601	0.423764	0.968112	2.50352	6.44968
7850	-13136.36	-13118.12	-18.24056	0.9780406	0.272625	0.147665	0.204523	0.133643	0.253247	0.117712	0.267144	0.178139	0.144969	0.307308	0.117615	0.107435	0.1646	0.221667	0.258449	0.300034	0.219626	0.202393	0.278342	0.120175	0.166956	0.130276	0.43529	0.0713404	0.0715178	0.303466	0.288456	0.036418	0.0533768	0.0416136	0.0701625	0.180274	0.18404	0.0415387	0.0343548	0.0422036	0.0290849	0.0297854	0.173535	0.072814	0.119815	0.0881115	0.0588868	0.0327936	0.404589	0.046262	0.0469902	0.440948	0.0284175	0.3834774	0.35945	0.361288	0.0620778	0.217185	0.132552	0.47005	0.996264	2.40113	6.74063
7860	-13129.3	-13109.41	-19.88125	0.9051276	0.300259	0.144084	0.196253	0.210634	0.231696	0.116113	0.253286	0.127634	0.165779	0.332118	0.105368	0.124981	0.214588	0.297386	0.19191	0.316611	0.29612	0.204453	0.246964	0.121235	0.141538	0.112022	0.453508	0.0952056	0.0526441	0.25805	0.277601	0.0652557	0.0552076	0.0264007	0.127411	0.237053	0.129764	0.0535792	0.0430442	0.0521976	0.0478749	0.0612201	0.138698	0.0285803	0.101076	0.0980316	0.0512631	0.0326989	0.421885	0.0461283	0.0156771	0.439674	0.0439362	0.3834774	0.349058	0.38297	0.0570653	0.210906	0.117657	0.446253	0.982311	2.45378	6.904699
7870	-13126	-13103.21	-22.79232	0.8525647	0.287813	0.169455	0.204462	0.160443	0.184671	0.115778	0.282215	0.163398	0.179974	0.405477	0.197864	0.122702	0.251803	0.284667	0.21239	0.396215	0.308874	0.21085	0.256402	0.0698793	0.170502	0.122647	0.567112	0.0864195	0.0249257	0.17146	0.217075	0.0424234	0.0782798	0.0549819	0.0845629	0.215512	0.207389	0.0486423	0.0254881	0.0596909	0.0376395	0.0387	0.167911	0.0292471	0.143072	0.112788	0.0240065	0.0323348	0.417188	0.0456147	0.0266371	0.434779	0.043447	0.3879634	0.335781	0.388181	0.0578418	0.218196	0.106685	0.427466	0.970519	2.49533	7.195806
7880	-13143.34	-13120.54	-22.80357	0.9861418	0.28527	0.19471	0.204544	0.142542	0.2261	0.123924	0.276583	0.168205	0.206232	0.403403	0.112844	0.152937	0.167836	0.192335	0.208342	0.322866	0.275875	0.192033	0.280975	0.132304	0.166739	0.122647	0.701833	0.103044	0.0124756	0.185642	0.1923	0.023127	0.0750265	0.066895	0.053372	0.190885	0.22862	0.0593992	0.0212871	0.120698	0.0575836	0.0201362	0.199487	0.0246074	0.13418	0.132458	0.0346275	0.0299256	0.427871	0.0439973	0.0269784	0.419362	0.0518656	0.3980965	0.335781	0.388181	0.0578418	0.218196	0.13418	0.472546	0.997665	2.39561	7.196932
7890	-13130.88	-13107	-23.88417	0.707372	0.319938	0.166433	0.216583	0.1062	0.198641	0.189923	0.328669	0.168804	0.173925	0.318196	0.171031	0.162382	0.272206	0.242119	0.233999	0.358552	0.286935	0.206396	0.252771	0.118478	0.183627	0.103982	0.475565	0.0742394	0.0434423	0.218864	0.222908	0.0428916	0.0491764	0.110462	0.0895344	0.218109	0.228256	0.0430963	0.0082844	0.106567	0.103271	0.0464978	0.182678	0.0199413	0.117498	0.109923	0.0139959	0.0327722	0.378022	0.0481824	0.0295447	0.431707	0.0797722	0.3311287	0.334443	0.386634	0.0615964	0.217327	0.0757636	0.366988	0.92757	2.62968	7.304991
7900	-13127.82	-13104.81	-23.00759	0.8448253	0.345277	0.153729	0.266726	0.123685	0.200832	0.137471	0.310601	0.162195	0.173032	0.32583	0.14431	0.13762	0.252942	0.209833	0.243777	0.384254	0.225256	0.293935	0.312424	0.0928698	0.193548	0.1166	0.496663	0.0704665	0.0270952	0.226048	0.231885	0.0150361	0.0742399	0.0709733	0.10865	0.185871	0.189321	0.0495891	0.0135223	0.0536423	0.0617363	0.0358135	0.183398	0.0360248	0.146928	0.125751	0.00793222	0.0345462	0.398485	0.056654	0.0183487	0.455076	0.0368901	0.3607439	0.339792	0.383526	0.0611013	0.21558	0.105055	0.424574	0.968641	2.50173	7.217334
7910	-13125.43	-13105.53	-19.90228	0.8510653	0.311477	0.12834	0.171702	0.127665	0.229566	0.156906	0.26235	0.205012	0.145636	0.36677	0.143687	0.132091	0.227463	0.277656	0.267967	0.399845	0.253487	0.232547	0.227659	0.0996263	0.135801	0.127313	0.500155	0.056826	0.0363415	0.221272	0.2991	0.0235446	0.0645086	0.0710502	0.0430561	0.160848	0.129268	0.0447479	0.0175124	0.0584054	0.0520944	0.0243238	0.161068	0.0329667	0.141071	0.134491	0.00358794	0.0331456	0.433366	0.0515198	0.0288279	0.413835	0.0393055	0.3607439	0.339792	0.383526	0.0611013	0.21558	0.106369	0.426909	0.970159	2.49656	6.906803
7920	-13126.71	-13106.7	-20.00732	0.8059156	0.294807	0.143135	0.229182	0.15956	0.201544	0.137535	0.335467	0.11023	0.161032	0.324621	0.109888	0.182645	0.178792	0.267364	0.192999	0.31496	0.244884	0.255273	0.19566	0.108093	0.122456	0.10193	0.623093	0.0577009	0.0495372	0.205053	0.238289	0.0787343	0.0831691	0.0519314	0.0671006	0.240988	0.177861	0.0518354	0.0284598	0.0651609	0.0707666	0.0564401	0.167021	0.0426723	0.0934801	0.0926146	0.00333822	0.032047	0.419002	0.0498122	0.0278724	0.433264	0.0380027	0.3607439	0.339792	0.383526	0.0611013	0.21558	0.0968169	0.409505	0.958581	2.5351	6.917307
7930	-13120.79	-13097.82	-22.96405	0.7957434	0.26704	0.134431	0.221884	0.153507	0.229686	0.149567	0.264268	0.171973	0.149917	0.338009	0.0995035	0.16851	0.186421	0.222757	0.204354	0.432383	0.326327	0.249137	0.278901	0.0784359	0.156376	0.129768	0.685781	0.091884	0.0417905	0.164732	0.189229	0.0387715	0.067923	0.0646403	0.0738849	0.242615	0.16636	0.0444721	0.0326351	0.0514922	0.0658575	0.0682946	0.210006	0.0252798	0.152178	0.113344	0.00865314	0.0330596	0.400467	0.0528322	0.0274835	0.446954	0.0392036	0.3607439	0.339792	0.383526	0.0611013	0.21558	0.0946527	0.405415	0.955768	2.54416	7.212979
7940	-13124.19	-13105.03	-19.15662	0.8194792	0.255725	0.109968	0.207186	0.124072	0.214843	0.190859	0.317951	0.146294	0.154531	0.398057	0.137492	0.111811	0.212497	0.237479	0.208509	0.333076	0.277202	0.233911	0.247261	0.0718452	0.169339	0.112409	0.466706	0.118004	0.0664626	0.235618	0.152408	0.028313	0.053989	0.0522496	0.0533929	0.262784	0.176381	0.0441629	0.0442996	0.0786478	0.0569026	0.0356617	0.188421	0.0259004	0.130734	0.0682037	0.0206787	0.0315536	0.382223	0.0579552	0.0276796	0.460564	0.0400244	0.3607439	0.339792	0.383526	0.0611013	0.21558	0.0996965	0.41486	0.96221	2.52323	6.832236
7950	-13132.66	-13114.19	-18.47001	1.004339	0.247355	0.160452	0.150472	0.139957	0.22601	0.163944	0.32891	0.127515	0.169999	0.368451	0.152609	0.155667	0.269109	0.202571	0.211274	0.325462	0.245183	0.269195	0.218111	0.12699	0.132143	0.0796652	0.558166	0.129068	0.0699992	0.190418	0.140639	0.0376381	0.0577209	0.0219854	0.0749155	0.266781	0.116582	0.0372161	0.0347139	0.0770615	0.0424458	0.0253166	0.188421	0.0279152	0.118324	0.0638673	0.0133384	0.0324863	0.393522	0.0626749	0.0284979	0.451476	0.0313428	0.3737336	0.334139	0.383572	0.0666839	0.215605	0.137819	0.478052	1.00072	2.38341	6.763576
7960	-13136.23	-13117.96	-18.27033	0.8172207	0.282873	0.174046	0.163189	0.144907	0.206023	0.173506	0.279169	0.161291	0.168619	0.280274	0.0933517	0.148337	0.227888	0.208763	0.209244	0.246664	0.240461	0.260883	0.345609	0.0884322	0.139345	0.0668718	0.612111	0.0827686	0.0746342	0.165103	0.159556	0.0552777	0.101388	0.0251678	0.0672917	0.232123	0.190892	0.0286924	0.0244392	0.0827773	0.0308023	0.0383743	0.151764	0.0317015	0.129557	0.132065	0.0173758	0.0345359	0.362639	0.0498216	0.0281295	0.479959	0.0449158	0.3737336	0.329533	0.392068	0.0657648	0.212634	0.0992175	0.413976	0.961615	2.52519	6.743608
7970	-13131.92	-13106.59	-25.33406	0.9221529	0.327357	0.174046	0.218773	0.137746	0.207088	0.143611	0.251175	0.168372	0.180057	0.36714	0.109957	0.12011	0.2271	0.303753	0.232646	0.425511	0.30898	0.243591	0.279324	0.112275	0.193038	0.16876	0.561077	0.0796827	0.0314618	0.167857	0.209545	0.076069	0.0782439	0.051408	0.0943967	0.256414	0.150994	0.0224949	0.0437057	0.0458295	0.0682214	0.0260776	0.242865	0.0668131	0.152599	0.0882956	0.03552	0.0359443	0.377427	0.0518534	0.0317379	0.470411	0.032626	0.3737336	0.329533	0.392068	0.0657648	0.212634	0.121171	0.452034	0.9858	2.44099	7.44998
7980	-13144.55	-13116.24	-28.31148	0.7942157	0.359622	0.203837	0.204604	0.137507	0.255585	0.182234	0.241026	0.125048	0.154702	0.276523	0.133747	0.165642	0.2271	0.261446	0.211112	0.2949	0.380199	0.255678	0.272678	0.147512	0.184587	0.113238	0.596584	0.0833653	0.0550222	0.270181	0.267123	0.0462144	0.0617786	0.082694	0.158939	0.203293	0.197029	0.0882503	0.0782502	0.0848857	0.091049	0.101518	0.153869	0.0369921	0.14722	0.14157	0.0133652	0.0338372	0.38825	0.050903	0.0266923	0.441893	0.0584245	0.3737336	0.329783	0.392365	0.0650566	0.212795	0.0943273	0.404795	0.955339	2.54554	7.747723
7990	-13142.94	-13117.84	-25.10332	0.8920386	0.302367	0.131262	0.261069	0.145707	0.169424	0.256153	0.18263	0.125048	0.194499	0.457736	0.0956878	0.191602	0.308798	0.26182	0.232852	0.3378	0.275143	0.214195	0.255265	0.0851955	0.161199	0.094208	0.570932	0.0627273	0.0284264	0.26638	0.273914	0.0175194	0.0661204	0.0770363	0.0333236	0.183733	0.185366	0.110569	0.0362682	0.0172182	0.0871686	0.102541	0.238467	0.0205855	0.129894	0.16369	0.0153668	0.0336008	0.398146	0.0508883	0.0205433	0.438805	0.0580162	0.3737336	0.345997	0.382873	0.0634828	0.207647	0.114942	0.44171	0.979524	2.46382	7.426907
8000	-13127.1	-13107.78	-19.32428	0.8726388	0.318911	0.136282	0.225934	0.110679	0.215457	0.183933	0.244295	0.154894	0.144673	0.313307	0.0848025	0.168081	0.215057	0.234034	0.252324	0.316372	0.246042	0.289133	0.180273	0.105084	0.137123	0.0936366	0.58944	0.0699864	0.0419817	0.174268	0.291575	0.0455022	0.0469032	0.0832803	0.0548568	0.241758	0.136092	0.0614406	0.018904	0.0318497	0.0470119	0.0598135	0.193822	0.040585	0.0973647	0.114257	0.0379831	0.03773	0.375889	0.051314	0.0230679	0.446582	0.0654164	0.3737336	0.345506	0.38233	0.0648112	0.207353	0.110896	0.434814	0.975215	2.47908	6.849002
8010	-13127.72	-13116.32	-11.39509	0.8675336	0.261195	0.0988651	0.168259	0.133723	0.193811	0.147479	0.262985	0.0986056	0.144971	0.344155	0.061489	0.127949	0.186612	0.156098	0.216071	0.292488	0.215831	0.216642	0.224917	0.0541867	0.143085	0.0971933	0.523034	0.0746645	0.0253422	0.175843	0.185939	0.0325131	0.0713918	0.0766664	0.0737509	0.212639	0.128759	0.0751474	0.0244688	0.0638203	0.0345065	0.0503349	0.161141	0.0189374	0.0759787	0.0862114	0.0383853	0.0377516	0.369997	0.0522753	0.0198835	0.455701	0.064391	0.3826425	0.336529	0.372396	0.0631273	0.227947	0.109827	0.432967	0.974044	2.48316	6.056084
8020	-13124.33	-13111.59	-12.74846	0.8515636	0.297472	0.113971	0.178298	0.15047	0.25426	0.125872	0.21146	0.131639	0.122187	0.315184	0.114364	0.151988	0.219498	0.26744	0.216238	0.380003	0.212277	0.172174	0.213503	0.0986585	0.152826	0.109949	0.374546	0.0546422	0.0615039	0.133091	0.170622	0.0344265	0.0647282	0.0679876	0.0767468	0.207402	0.118672	0.0495332	0.008708	0.0243364	0.0327153	0.0735443	0.117056	0.0199345	0.132015	0.111054	0.0484237	0.0377735	0.369908	0.0514059	0.0249953	0.455591	0.0603269	0.3826425	0.336529	0.372396	0.0631273	0.227947	0.106474	0.427094	0.970279	2.49615	6.191421
8030	-13128.31	-13107.82	-20.48746	0.8515636	0.246758	0.119716	0.233481	0.203034	0.249494	0.167033	0.277204	0.148823	0.128312	0.398349	0.131505	0.151566	0.196159	0.210336	0.199002	0.395241	0.247649	0.249663	0.255685	0.116147	0.161957	0.132052	0.440018	0.0859959	0.0848312	0.214593	0.170953	0.0760068	0.0552002	0.0877088	0.0829031	0.184573	0.107475	0.0471279	0.0169204	0.0391099	0.0553477	0.0595708	0.177772	0.0401263	0.141267	0.123712	0.0549434	0.0353342	0.425967	0.0480862	0.0276068	0.42617	0.0368356	0.3826425	0.336529	0.372396	0.0631273	0.227947	0.106474	0.427094	0.970279	2.49615	6.96532
8040	-13128.49	-13112	-16.49026	0.9789309	0.295782	0.16823	0.227816	0.115147	0.2453	0.155485	0.217402	0.14766	0.145206	0.306887	0.125559	0.122014	0.195033	0.210336	0.219243	0.360595	0.303084	0.24819	0.238657	0.102626	0.19025	0.101608	0.488193	0.0800359	0.0526534	0.182176	0.190725	0.0591679	0.0212765	0.115345	0.0571046	0.173676	0.135735	0.0389262	0.00934843	0.025977	0.0589673	0.0687061	0.129934	0.00521	0.0988362	0.100949	0.0305502	0.0381344	0.435537	0.0464857	0.0275309	0.411985	0.0403272	0.3667398	0.348197	0.375139	0.0635922	0.213071	0.132731	0.470326	0.996419	2.40052	6.565601
8050	-13131.94	-13111.13	-20.80831	0.8054314	0.326088	0.128749	0.227415	0.14747	0.267494	0.196715	0.243407	0.193047	0.190595	0.38935	0.125559	0.144403	0.210025	0.230159	0.189335	0.342614	0.303084	0.189633	0.25106	0.110679	0.141665	0.0940206	0.596079	0.0906922	0.0307821	0.193147	0.215983	0.021807	0.0364068	0.0874618	0.0226163	0.25989	0.196071	0.0532233	0.0221142	0.0519413	0.0532558	0.0435077	0.129374	0.00404776	0.137278	0.0962567	0.0129027	0.0449125	0.336143	0.052171	0.0215763	0.49865	0.046547	0.3220663	0.346774	0.365462	0.0779945	0.20977	0.096714	0.409312	0.958449	2.53553	6.997405
8060	-13135.65	-13112.78	-22.87193	0.8752581	0.326498	0.185081	0.227174	0.15183	0.21538	0.202473	0.267546	0.120413	0.217547	0.363834	0.109583	0.152735	0.213346	0.230159	0.20647	0.345785	0.291126	0.233501	0.300079	0.110484	0.175961	0.16997	0.437867	0.0925401	0.0422747	0.261608	0.25724	0.00919684	0.0335336	0.138115	0.0803746	0.182065	0.183124	0.0702836	0.0104348	0.0616306	0.0789711	0.0972645	0.127804	0.00077886	0.115073	0.100123	0.00649155	0.0438976	0.358865	0.0509921	0.0148901	0.487382	0.0439728	0.360607	0.348265	0.364628	0.0778165	0.209291	0.111443	0.435757	0.975809	2.47699	7.203768
8070	-13125.39	-13105.19	-20.19752	0.8729193	0.291728	0.168579	0.173451	0.132838	0.27336	0.209404	0.26778	0.158728	0.148965	0.305477	0.136044	0.113674	0.246591	0.255726	0.205721	0.318223	0.300738	0.218933	0.257041	0.11852	0.151999	0.142144	0.500524	0.0844906	0.0565588	0.165168	0.213439	0.0298929	0.0763567	0.0798424	0.0774998	0.20344	0.149757	0.059177	0.0188833	0.0603507	0.083765	0.0416326	0.179882	0.00149681	0.147961	0.0987581	0.011786	0.0444122	0.360446	0.0512168	0.0149557	0.48953	0.0394388	0.360607	0.349116	0.365519	0.0755629	0.209802	0.110954	0.434916	0.975279	2.47885	6.936327
8080	-13137.6	-13116.52	-21.08513	0.979837	0.309239	0.195467	0.186441	0.169291	0.198788	0.171898	0.237161	0.134471	0.165912	0.381052	0.122101	0.122717	0.20224	0.254602	0.174928	0.249032	0.326881	0.202599	0.292201	0.0966302	0.218163	0.102188	0.495425	0.0406435	0.0252188	0.254406	0.172845	0.0796627	0.0832417	0.0552175	0.059072	0.327664	0.179852	0.0611624	0.0211728	0.0852195	0.0876762	0.0539196	0.17087	0.00320145	0.108736	0.106683	0.0391986	0.0473567	0.308917	0.0546125	0.0227214	0.521986	0.0444065	0.360607	0.350664	0.367139	0.0714645	0.210733	0.132913	0.470606	0.996577	2.3999	7.025088
8090	-13131.43	-13115.54	-15.89197	0.8836049	0.34539	0.170321	0.187089	0.167367	0.226962	0.0839455	0.269317	0.143339	0.151109	0.301613	0.103794	0.121792	0.146264	0.217422	0.201653	0.269796	0.276955	0.225165	0.280814	0.113776	0.190126	0.118251	0.502568	0.0446116	0.0607877	0.183165	0.180099	0.0344797	0.0330583	0.0429504	0.0708445	0.225086	0.132065	0.0363805	0.0291678	0.0605908	0.0771553	0.0656899	0.153296	0.000645718	0.0949972	0.152288	0.0135856	0.0473084	0.336652	0.0522635	0.0217441	0.499535	0.0424965	0.3517408	0.348031	0.367315	0.0755034	0.209151	0.113186	0.438737	0.977677	2.4704	6.505771
8100	-13131.65	-13108.69	-22.9625	0.7345522	0.281022	0.135878	0.229322	0.148688	0.218311	0.192144	0.264949	0.149625	0.155257	0.435871	0.153916	0.137013	0.316528	0.215673	0.258101	0.309385	0.258098	0.245174	0.272113	0.104007	0.140137	0.0815324	0.562333	0.0731034	0.0195949	0.242188	0.293672	0.073735	0.0780214	0.0779748	0.0794444	0.196732	0.167089	0.0356272	0.0252872	0.0375789	0.048126	0.0300918	0.163812	0.000284846	0.16079	0.123863	0.0207318	0.0290679	0.340072	0.0553086	0.0280141	0.504609	0.0429282	0.3494353	0.348031	0.367315	0.0755034	0.209151	0.0815786	0.379387	0.937029	2.60201	7.212825
8110	-13133.66	-13114.66	-18.99805	0.861719	0.285835	0.167275	0.173688	0.148688	0.205128	0.102661	0.277928	0.127444	0.168521	0.348768	0.189148	0.129103	0.216506	0.247753	0.201284	0.345292	0.267778	0.241903	0.2653	0.0903	0.187513	0.102517	0.465038	0.087959	0.0394989	0.225863	0.1971	0.117372	0.0544131	0.0624193	0.123299	0.155947	0.134385	0.0637014	0.022773	0.0254919	0.0471859	0.0361448	0.194883	0.000251618	0.123179	0.11093	0.03821	0.0389622	0.342044	0.0548374	0.0277754	0.500309	0.0360713	0.3629752	0.348031	0.367315	0.0755034	0.209151	0.108608	0.430845	0.972691	2.48786	6.81638
8120	-13137.34	-13115.01	-22.32742	0.8382425	0.32747	0.119933	0.215948	0.119715	0.228196	0.131119	0.279848	0.176462	0.120465	0.262975	0.182496	0.155993	0.247046	0.259897	0.175089	0.314353	0.336225	0.257441	0.259667	0.109058	0.14247	0.0959911	0.495026	0.0903131	0.052018	0.227752	0.205412	0.0954647	0.0567989	0.198548	0.0691224	0.25956	0.12196	0.0646482	0.0302933	0.0901324	0.0951216	0.0760399	0.180872	0.000358389	0.0816892	0.0846652	0.0556659	0.0309578	0.335837	0.0615935	0.0239341	0.502798	0.0448801	0.3457049	0.348031	0.367315	0.0755034	0.209151	0.103666	0.422087	0.967013	2.50723	7.149316
8130	-13136.15	-13104.34	-31.81154	0.7178772	0.349681	0.215634	0.266973	0.16314	0.338932	0.122988	0.336426	0.178157	0.190383	0.427249	0.138875	0.180411	0.314522	0.266257	0.207913	0.374389	0.372115	0.233001	0.277716	0.112408	0.145706	0.150566	0.583709	0.0718003	0.0507734	0.311005	0.211812	0.0281818	0.0707248	0.169705	0.0943743	0.2483	0.132098	0.0678395	0.0439255	0.0586749	0.0609431	0.0605238	0.184468	0.000161173	0.0998088	0.117347	0.0681104	0.0298445	0.344914	0.0607678	0.0292922	0.496057	0.0391245	0.3457049	0.348031	0.367315	0.0755034	0.209151	0.0780102	0.371844	0.931317	2.61883	8.097728
8140	-13132.43	-13097.94	-34.48491	0.7788299	0.458167	0.150479	0.209933	0.14545	0.295092	0.185367	0.286316	0.195162	0.231321	0.44796	0.168415	0.174837	0.22017	0.273894	0.245337	0.433842	0.374831	0.293056	0.284781	0.134013	0.152817	0.125758	0.608942	0.088131	0.059501	0.253449	0.203947	0.0437785	0.0830616	0.0903443	0.0923494	0.33858	0.221071	0.0472859	0.0535592	0.0721008	0.051849	0.0456502	0.177768	0.000573744	0.149576	0.125168	0.0713778	0.0252348	0.34248	0.0585142	0.0238068	0.518753	0.0312109	0.3457049	0.348031	0.367315	0.0755034	0.209151	0.0910466	0.398469	0.950912	2.55957	8.365066
8150	-13144.33	-13113.65	-30.68517	0.7306335	0.341989	0.212315	0.268022	0.154327	0.248799	0.181236	0.305279	0.130349	0.214484	0.430363	0.114985	0.201595	0.169668	0.23637	0.242999	0.478192	0.351853	0.24313	0.244416	0.121474	0.179335	0.0977078	0.637674	0.119178	0.02105	0.295321	0.313006	0.0635986	0.0464578	0.0832339	0.0749956	0.145367	0.172031	0.0477151	0.0163838	0.0714126	0.0936795	0.0250363	0.192599	0.00123486	0.18753	0.15232	0.0563798	0.0233431	0.334315	0.0571191	0.0235372	0.50151	0.0601759	0.3482054	0.343941	0.369619	0.0759771	0.210463	0.0807399	0.377632	0.935712	2.60592	7.985091
